{'短评内容': '非常不错的地方，就在天坛公园，非常不错', '短评打分': 5}
{'短评内容': '总体来说性价比不错~房间不小~中央空调~设施有点陈旧~前台服务员态度非常好~热心···', '短评打分': 5}
{'短评内容': ' 总体来说，还是满意的。为虽然设备陈旧一点，但是性能很不错。网速有点慢。空调也很足，热水供应也很好。叫醒服务很准时。客房服务的阿姨也非常好。相对来说，前台的服务不怎么好。说好的语气也不怎么喜欢。\n 地铁，公交，的士等交通方面也算便利。卫生方面也不错。\n', '短评打分': 5}
{'短评内容': '房间很干净，交通便利，适合出去办事，服务很周到', '短评打分': 5}
{'短评内容': '来了没有订的特价房，换了其它房间，还不错', '短评打分': 5}
{'短评内容': '宾馆卫生清洁,位置优越,服务态度好.', '短评打分': 3}
{'短评内容': '非常不错的一家酒店，服务周到。离地铁天坛东门很近，那天去的很晚。在八点前赶到了，服务员还特意照顾了一下。一楼还有火车票售票点，还让我买到了票。。', '短评打分': 5}
{'短评内容': '屋子很干净，特别是被子好白好干净，地理位置好，出行很方便，就是屋子有点冷，开暖风也有点冷', '短评打分': 3}
{'短评内容': ',好评,特价没有免费升级商务标间,干净暖和,前台女服务员美丽温柔', '短评打分': 3}
{'短评内容': '住宿条件还行，就是屋子比较小，服务态度也不错，在北京还真是个性价比比较高的宾馆', '短评打分': 3}
{'短评内容': '冬天入住的确有些凉，好在热水器挺给力的，工作一天冲个热水澡再舒服不过，价格在同档次宾馆里面也算合理的了。', '短评打分': 5}
{'短评内容': '去北京同仁医院看病，住在这家宾馆，因6点钟就到了，房间还没有空出来，就先给安排了标准间休息，我们主动要求加钱住标准间，加了30元，价格很厚道，推荐。', '短评打分': 5}
{'短评内容': '除了网速慢点，服务暖气等都很好，真的是超高性价比的，推荐大家入住！', '短评打分': 5}
{'短评内容': '服务态度很好，环境也不错。。。很满意。。', '短评打分': 5}
{'短评内容': '第一次住的时候感觉很好，第二次定好了特价，被告知没有房，加了钱升级一个套房，进去一看，还没有上次特价房的房间好，不过，前台MM都很热情，总体来说，还是不错的，性价比还好吧！', '短评打分': 5}
{'短评内容': '君安宾馆不错，很干净，而且很实惠，很好。', '短评打分': 3}
{'短评内容': '超值啊，不过到宾馆时99元的房间还被占着呢，要求了一下主动升级为了标间，屋子十分暖和而且十分宽敞，既然前台说给个好评自然也就义不容辞咯。', '短评打分': 5}
{'短评内容': '服务态度很好，房间环境很好，地理位置优越，价钱也不是很高，很不错的一家酒店！！！', '短评打分': 5}
{'短评内容': '酒店各项服务还可以。就是网速有待进一步改进。希望越办越好！', '短评打分': 5}
{'短评内容': '服务好较安静', '短评打分': 3}
{'短评内容': '，不错，环境很好，挺舒服的～服务不错，服务员都特好～', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '环境不错，很值啊，下次还住这里', '短评打分': 3}
{'短评内容': '位置很好，交通便利，服务业很贴心，空调很暖和', '短评打分': 5}
{'短评内容': '性价比很高，服务不错，暖气很足，唯一的遗憾是网速太慢，只能用自己的3G卡。。推荐大家入住！', '短评打分': 5}
{'短评内容': '酒店环境好,干净卫生,服务热情.', '短评打分': 3}
{'短评内容': '非常不错 服务很好 房间OK  设施也很好 价格也很合理', '短评打分': 5}
{'短评内容': '离北京站不远，交通比较方便，性价比比较高，我会向朋友推荐', '短评打分': 5}
{'短评内容': '看图片的时候觉得还不错，但是屋子里的东西看起来很老了！还有就是网上的特价99元的房间据说是环境不好，服务人员推荐130元一间，我们就住的那个，服务态度还是不错的，还有就是热水不够热！我一共住了两天，2011年1月14日早上的时候还停电了！\n但是离地铁站大概要走15分钟吧！', '短评打分': 1}
{'短评内容': '房间整体还可以,可晚上光线太亮,天还没怎么亮房里就很亮堂了', '短评打分': 3}
{'短评内容': '这里不错', '短评打分': 3}
{'短评内容': '99元特价间 非常经济实惠 记得一定带身份证 否则不能入住的 卫生间和浴室有一个玻璃墙分开不错！还算干净的 外宾比较多 ', '短评打分': 5}
{'短评内容': '已经入住，环境还可以，什么都挺好，就是浴室的门太旧改换了', '短评打分': 3}
{'短评内容': '酒店还可以 就是预定的房型里在网上有大床 但是住的时候很难赶上大床 总体来说还是可以的。对唐山味很浓的前台服务员印象很深刻', '短评打分': 5}
{'短评内容': '房间和服务都很好，吃饭购物都很方便。还会住', '短评打分': 5}
{'短评内容': '11号住了一晚，感觉物美价廉，于是16号回国的时候就继续住这里了，前台小姐直接叫出了我名字，还帮我自动升级到了标间~就是枕头高了点', '短评打分': 3}
{'短评内容': '11号住了一晚，房间挺干净的，而且宾馆里就有火车票代售点，非常方便，就是洗脸的毛巾看起来黑乎乎的没敢用', '短评打分': 3}
{'短评内容': '位置明显  交通方便  服务到位  设施齐备  感觉很好', '短评打分': 5}
{'短评内容': '酒店环境不错，周围比较方便，靠在天坛东门。原特价标间设施有些旧，加三十元就可以升级至商务间。', '短评打分': 3}
{'短评内容': '非常好，宾馆离地铁很近，但却很安静，房间比较传统型，但却与流行相结合。\n晚上11点多才去，打电话到前台问着去的，前台的服务员很和蔼可亲，虽然要的房子已经没有了，但自动升级了一档。\n早上7点就走了，睡得很好！如果以后还需要住店，我仍然会选择！', '短评打分': 5}
{'短评内容': '＋性价比不错；有点旧', '短评打分': 3}
{'短评内容': '＋性价比不错；稍微有点旧', '短评打分': 3}
{'短评内容': '感觉很好~ 服务不错 价格也很低 寄存行李在没过夜的情况下是免费的 非常不错~ 如果我朋友来的话 肯定还会去住的', '短评打分': 5}
{'短评内容': '在北京还有这么性价比高的酒店，我住得很高兴，酒店很舒服，房间很大，唯一就是暖气不够热，呵呵，不过，这都不要紧啦，下次还会住！', '短评打分': 5}
{'短评内容': ' 入住时间没有安排好', '短评打分': 3}
{'短评内容': '条件不错，不过有点上当的感觉，因为来了以后，说是没有99的房间，要住一个130的，130的条件很可以！', '短评打分': 5}
{'短评内容': '定的特价房没有,给免费升级了,环境卫生尚可,浴巾上有好多洞,半夜遭遇停电,快七点才来,前台的女服务员可能学过川剧,脸色变的很快', '短评打分': 3}
{'短评内容': '我们满意', '短评打分': 3}
{'短评内容': '在北京竟然会有如此的酒店，99元，性价比很高，期待下次入住', '短评打分': 5}
{'短评内容': '这个酒店很棒，我和我同伴去的，当时只有一间特价房酒店前台就免费升级了一个。这个酒店环境也是很不错的，很干净，周围的交通也很便利，到法华寺站下车向北走路东就能看见，很近周围有天坛东门地铁站 很便利！很赞！很不错！服务员也超棒', '短评打分': 5}
{'短评内容': '房间还算干净，服务态度也很好。我在去之前打电话问她们，她们还说有大床房，我打车到那了，告诉我没有了（距离我打电话不超10分钟，当时是晚上9点）。这也就算了。住进去之后，半夜发现没有暖气，中央空调也不好用。盖了两个被子还是冷。', '短评打分': 1}
{'短评内容': '宾馆环境一般价格比较低', '短评打分': 3}
{'短评内容': '很不错，态度也很好：）。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '干净,卫生,前台和蔼,就是设施有些陈旧,旁边就是红桥市场,快餐购物都很开心,总体就是物超所值,下次还会选择这里.', '短评打分': 5}
{'短评内容': '挺满意的，服务态度挺好。  晚上比较安静。  设施也挺好。。 ', '短评打分': 5}
{'短评内容': '设施过于陈旧，破损，墙上浴液罐里有两只死蟑螂', '短评打分': 1}
{'短评内容': '北京君安宾馆服务热情  条件很好', '短评打分': 3}
{'短评内容': ' 酒店位置好，服务好', '短评打分': 3}
{'短评内容': '好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！好！', '短评打分': 5}
{'短评内容': '挺好的 就是卫生间小点 其他都很满意 性价比不错！', '短评打分': 5}
{'短评内容': '地理位置优越，交通便利。大床比较舒适。卫生间比较小，但比较干净。', '短评打分': 5}
{'短评内容': '君安卫生条件不错，服务也不错！就是中央空调半夜太冷了！', '短评打分': 3}
{'短评内容': '经济实惠的酒店,要求不高的话还可以,交通不是太方便', '短评打分': 5}
{'短评内容': '是招待所转过来，服务不积极，也没早餐，卫生间太小，隔音也不好。', '短评打分': 1}
{'短评内容': '价格经济实惠，离天坛东门很近，酒店很老了，床很硬', '短评打分': 5}
{'短评内容': '位置有点难找，服务员的态度特别差，有房故意不给，还说您定的钱就够这间房的，我又没让你升级，只是换间房，而且是房间有问题，有本事把房价定贵点啊。而且床还特别硬~', '短评打分': 1}
{'短评内容': '还不错，环境优雅，交通方便，离北京站比较近，很好找', '短评打分': 3}
{'短评内容': '总体感觉服务还不错，交通非常方便。很适合居家旅游，性价比高。\r\n另外，附近的“全鑫”烤鸭店很实惠。^-^', '短评打分': 5}
{'短评内容': '房间太小', '短评打分': 5}
{'短评内容': '还不错.交通方便,房间实用.只是不容易发现该宾馆的具体位置.', '短评打分': 3}
{'短评内容': '第一次住这里，卫生感觉还行，服务态度很好，只是床太硬了~  停车位紧张，餐厅没有家常菜，吃饭开发票有点麻烦。洗澡水不太稳定，挨烫了~！交通方便，位置不错，价格也不高，总体还可以吧，下次还会住。', '短评打分': 5}
{'短评内容': '帮别人订的酒店，还可以，普通的三星级的，外国游客较多\r\n\r\n设施、服务都还不错', '短评打分': 5}
{'短评内容': '结帐不方便，吃饭和住宿分开，开发票还交10%的费。信用卡已予授权了，还要交100元压金。下次不会去住了。', '短评打分': 1}
{'短评内容': '总的来说还是不错的，态度很好，但地方有点偏', '短评打分': 3}
{'短评内容': '酒店的服务不错，每天都会按时打扫，就是离地铁站稍微有点远，不过还能接受。设施有点陈旧，但是相对于价格来说，已经很不错了，房间挺宽敞的，采光也不错', '短评打分': 5}
{'短评内容': '该宾馆总的来说,经济实惠,是旅游居住的理想下榻之处.', '短评打分': 5}
{'短评内容': '环境还可以，位置还是很方便离地铁也很近公交车也很多，价格挺实惠的。', '短评打分': 5}
{'短评内容': '设施陈旧,床也不稳,房间狭小,服务一般,以后不会去住', '短评打分': 1}
{'短评内容': '设施略旧，可以考虑装修', '短评打分': 5}
{'短评内容': '总体不错，交通很方便', '短评打分': 3}
{'短评内容': '总体来说不错，位置很好，交通很便利。', '短评打分': 5}
{'短评内容': '酒店的位置无容置疑\r\n不过酒店的装修一类确实需要更新了\r\n服务只能说是一般，还是有很大的提升空间。不过在北京这样的位置，多数老板都不会在装修上投入更大的经费。', '短评打分': 3}
{'短评内容': 'aaa', '短评打分': 1}
{'短评内容': '酒店位置很好，但是设施比较陈旧\r\n服务态度还好，东西寄存了很长一段时间也没问题', '短评打分': 5}
{'短评内容': '性价比不错，只是订的商务单人间没有', '短评打分': 3}
{'短评内容': '酒店的卫生很一般，服务都是比较热情，位置地段很好，出行交通非常方便，配置硬件太差了。床很不舒服，大床是两个小床拼的。洗澡水忽冷忽热的，不太值得推荐入住的酒店。', '短评打分': 5}
{'短评内容': '这家酒店就是位置比较好，出行很便利的，其他方面一般了，热水要放一点时间才有，设施方面也很简单，整体感觉价格偏高些了，如果能实惠点还是值得推荐的。', '短评打分': 5}
{'短评内容': '预定的商务大床房9间，只提供了2间', '短评打分': 1}
{'短评内容': '交通方便，环境一般 总体来说性价比还不错啊。下次值得再入住啊。哈哈', '短评打分': 5}
{'短评内容': '地理位置还不错。环境一般，空调不行。', '短评打分': 3}
{'短评内容': '酒店人员的服务非常的好，酒店地理位置也很不错，酒店设施还算不错，整体的性价比是挺好的，不过房间的中央空调稍微显得有点冷，希望酒店可以改进。', '短评打分': 5}
{'短评内容': '希望把室温提高些。空调已调到最高，还是冷。好在我不是个怕冷的人。', '短评打分': 5}
{'短评内容': '到红桥的商户比较适合在此居住,价格偏高', '短评打分': 5}
{'短评内容': '只能称得上是一般。', '短评打分': 5}
