{'descr': '很好', 'star': 5}
{'descr': '环境还行，有点小不隔音。屋子里很热，很多东西都是要花钱的包括拖鞋。\n', 'star': 5}
{'descr': '房间还干净但较小。', 'star': 3}
{'descr': '不错。', 'star': 3}
{'descr': '哈尔滨的酒店感觉性价比都不高，这家店装修，房间的物品都还可以，就是房间太小。', 'star': 5}
{'descr': '环境还不错，就是放间有些小', 'star': 3}
{'descr': '一般   房间小  隔音差 屋子有的还很热  ', 'star': 5}
{'descr': '  还不错，干净便捷。就是车不好打。', 'star': 3}
{'descr': '位置不太好找，在单行道上，出租车司机不怎么愿意去，不过离果戈里大街很近，暖气太足，导致我买的巧克力都化成了一堆。酒店提供的洗漱用品太粗糙，但结帐时价格却有点贵，得小心前台多算钱。', 'star': 5}
{'descr': '一楼屋子太热了，地热太热了，睡觉嗓子都疼，而且空间小了点，其他还行', 'star': 5}
{'descr': '很好很好，特别温馨。房间超级热~~就是卫生间的排水不太通畅~一次性拖鞋还要钱', 'star': 5}
{'descr': '从价格和条件来说，很不值。从外面看上去就很差劲，里面还过得去，但没有浴巾，连纸巾也收费，还不开发票，只给个收据。', 'star': 1}
{'descr': '太小了，价钱还可以。地方偏得很。不隔音，都能听到对方见的声音', 'star': 1}
{'descr': '不错的小屋 挺精致的 就是浴巾什么的还要自己另花钱购买 不太好 而且地理位置因为果戈理大街单向  也不是太好找 但是逛街很方便··总的来说不错', 'star': 5}
{'descr': '位置有些不好找了，服务还可以。我订的房间网线不能用，暖气热水都还好。空间比较小所以没有椅子，做什么都得在床上，所以在屋子里吃宵夜很不方便。价钱还算好', 'star': 5}
{'descr': ' 房间温馨，洗手间反的味道很受不了', 'star': 3}
{'descr': '小房间很温馨，服务态度还好，环境不错，美中不足的是浴室里没有大条的浴巾。。。', 'star': 5}
{'descr': '位置有点偏 环境很好 打车从火车站起步价', 'star': 5}
{'descr': '地方挺好，就是这时候去太热，地热开的很猛，很干，夏天去可能会很好', 'star': 5}
{'descr': '房间非常暖和，外面零下30多度，在屋里竟然感觉热的要命，个人觉得适合南方人冬天来哈尔滨旅游的。房间也很干净，服务员服务也让人觉得很贴心。床单被罩感觉也不错，就是酒店位置不太好找，好在出租车都知道。', 'star': 5}
{'descr': '这个酒店房间虽小，但是非常精致，真的不错，离果戈理大街步行三分钟，非常方便，好评！', 'star': 3}
{'descr': ' 宾馆位置找得有点费时，而且给安排的房间里有内部员工洗澡后落下的衣服…望下次能注意点并改善。', 'star': 3}
{'descr': '房间布置的挺温馨挺舒适，有的床是圆形的，感觉很浪漫，卫生打扫也很好。', 'star': 5}
{'descr': '服务上挺周到的，房间干净整洁，价格也能接受，值得推荐。', 'star': 5}
{'descr': '服务态度挺好的，房间环境也不错，地理位置还不错只是标识不太明显不在路边的，价格感觉还不错但是和酒店的硬件方面不是太符合挺简单的。房间也比较小。', 'star': 3}
