{'短评内容': '酒店位置和设施都还可以，就是前台服务效率有待提高', '短评打分': 4}
{'短评内容': '每次都会选择入住锦江。房间不错，服务也好。楼下的星连心茶餐厅饭菜可口，价格也很实惠，而且环境好。', '短评打分': 3}
{'短评内容': '不错的连锁酒店。交通很方便，离宾王市场步行15分钟就到了。卫生很好，房间通透明亮。', '短评打分': 5}
{'短评内容': 'da li tui jian', '短评打分': 3}
{'短评内容': '酒店很干净，安静，网速也不错，比较值；', '短评打分': 5}
{'短评内容': '第一次住这边，我们全家都感觉很好，服务、卫生、环境都很好，有些细节也考虑得周到，大家晚上都睡得很好。尤其要说的是我退房后，把相机丢在卫生间离开了，等到我发现时已经过去了约半小时，赶紧回去找，酒店的服务员已经给交到前台了，这里要对他们再次说声谢谢！', '短评打分': 5}
{'短评内容': '现在越来越感觉所有连锁酒店中最舒服的是锦江之星了，非常满意', '短评打分': 5}
{'短评内容': '房间本身没有不满意的地方。\r\n店在老火车站附近，不在义乌的核心区域；要是去浦江郑宅旅游，就住这里，马路对面就是秦塘客运站。\r\n唯一不足的是附近正在施工，从早干到夜。\r\n', '短评打分': 5}
{'短评内容': '酒店设施都很好，就是有些东西比如马桶感觉旧一点，不过整体住起来很舒服，性价比蛮高的，下次去应该还会选择这家', '短评打分': 5}
{'短评内容': '很超值！', '短评打分': 5}
{'短评内容': '地點好, 新, 清潔', '短评打分': 5}
{'短评内容': '比较干净', '短评打分': 3}
{'短评内容': '房间很干净且很安静，服务回应也比较及时，推荐', '短评打分': 5}
{'短评内容': '住得还不错，价廉物美', '短评打分': 3}
{'短评内容': '义乌锦江之星给我的感觉干净，舒适。确实如评价一般大床房，标间床上用品非常干净，舒服。地理位置也可以，不堵车的情况下，打车的话10元钱即到国际商贸城。门口吃饭的地方稍显不足，不过可以打车去夜市那边吃，5块钱左右就可以到了。\r\n我订的时候159价位，大床和标间价格已经算是非常好了。希望义乌锦江之星继续努力，房间里希望可以配备电脑，这样相比小酒店拥有电脑房更具有优势，成本也增加不了多少的。\r\n无论怎么说', '短评打分': 5}
{'短评内容': '酒店卫生状况良好，设施简约实用，服务也不错，值得推荐', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '比较干净', '短评打分': 5}
{'短评内容': '卫生和服务都不错，酒店位置和价位还可以，推荐入住。', '短评打分': 5}
{'短评内容': '相当OK', '短评打分': 3}
{'短评内容': '有点歧视。。。\r\n距离有点远\r\n周围不是很安全。。。', '短评打分': 1}
{'短评内容': '酒店房间简洁明亮，设施功能正常，值得推荐', '短评打分': 5}
{'短评内容': '很好,推', '短评打分': 3}
{'短评内容': '经济类的酒店，依然没有让我失望。装修很简洁，出行也方便。自己出行，我还会选择这类性价比高的酒店。', '短评打分': 3}
{'短评内容': '基本上还可以，就是酒店对面在施工，近期比较吵！不过早餐还不错\r\n', '短评打分': 5}
{'短评内容': '这家酒店整体还不错,房间装修简洁,干净,地理位置离市中心也不远,就是酒店餐厅的饭菜比较贵,味道很一般,', '短评打分': 5}
{'短评内容': '好評!!大推!!服務員很親切!!', '短评打分': 5}
{'短评内容': '入住这个酒店后，第一个感觉是房间很干净，价廉物美。然而，美中不足是空调工作一段时间会自己停止工作，不过服务态度很好，及时更换了房间。下次还会选择这家酒店。', '短评打分': 5}
{'短评内容': '着急去换零钱，大堂经理（穿黑衣的，年龄比较大的那位，一共两位）竟然对我说：我们的零钱还不够呢，不行。你谁的都牛。我实在不明白，锦江是怎么培训你的。郁闷，别的还好。', '短评打分': 5}
{'短评内容': '很好交通便利', '短评打分': 3}
{'短评内容': '酒店外观虽然一般，但是房间里面的硬件设施都不错。服务态度也很好，上网速度也很快~ 下次去的话 还会选择这家！', '短评打分': 5}
{'短评内容': '满意！很好的酒店！', '短评打分': 3}
{'短评内容': '位置一般，不过义乌不大，无所谓了；房间简单清爽，能满足使用，有数字电视，有免费宽带，速度还可以；床睡起来非常舒服，我住的是商务大床房；卫生很好，洗手间没有臭味；服务态度很好，任何时候在酒店见到工作人员，都会跟你问好；一楼有个茶餐厅，可以吃饭，但品种不多，味道一般，感觉倒是比较干净的；价格不算贵，但便宜一点更好了！', '短评打分': 5}
{'短评内容': '酒店总体不错，设施齐全', '短评打分': 5}
{'短评内容': '我挺喜欢这种类型的酒店的,挺经济实惠的,住起来也挺舒适的,值得推荐.', '短评打分': 3}
{'短评内容': '酒店的服务态度很不错，地理位置也可以，晚上睡觉还是很安静的。硬件设施总的来讲已经很好了，下次有需要还是会选择住的', '短评打分': 5}
{'短评内容': '就是停车太不方便了', '短评打分': 5}
{'短评内容': '总体很好', '短评打分': 5}
{'短评内容': '性价比不错，推荐。', '短评打分': 5}
{'短评内容': '已经是第二次入住，感觉还是很好，值得推荐。酒店离宾王市场步行10－15分钟，打的到国际商贸城大约10分钟，对于商贸、公务的人来说是首选。', '短评打分': 5}
{'短评内容': '性价比还是挺高的,服务还是比较满意的,房间的卫生和设施都是挺不错的,位置有些偏但是打车还是挺方便的,总体感觉还是比较不错的酒店.', '短评打分': 3}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '没说的!专业的酒店就是不一样哦,无论是服务还是设施,卫生.都很好!性价比很高.总之,大家去体验一下吧!', '短评打分': 5}
{'短评内容': '酒店的服务很不错，连锁型酒店也比较干净，就是房间里的宽带速度太慢了，位置倒是还行。', '短评打分': 3}
{'短评内容': '性价比高，但是房间隔音效果一般，可能是自己喜欢房间晚上关灯后就黑黑的感觉，但是貌似换了两次房间还是晚上会有灯光进来。。', '短评打分': 5}
{'短评内容': '装修很新，设施完善，服务热情，性价比高。', '短评打分': 5}
{'短评内容': '设施完善,卫生很干净,地理位置交通方便,性价比不错得酒店,下次还会入住', '短评打分': 3}
{'短评内容': '服务还是很满意的,房间也很干净,位置还是比较好找的,性价比挺好的,还是比较不错的一家酒店.', '短评打分': 3}
{'短评内容': '酒店很新，设施也不错，就是价格略高了一点，但是住着感觉很舒服', '短评打分': 5}
{'短评内容': '酒店的硬件设施和服务环境都还可以，就是房间靠马路，有点吵，其他都不错。', '短评打分': 3}
{'短评内容': '就是停车 不好停，其他都还行', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '门口有车去商品市场和火车站，比较方便，设施虽然简单，却很干净，就是不明白为什么标房的床要一大一小的', '短评打分': 5}
{'短评内容': '非常好的酒店, 性价比很高,以后还会入住', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '下次还会考虑入住', '短评打分': 5}
{'短评内容': '地点还算很好,交通滿便利,只是沒有供应早餐,这一点应改善会好很多.', '短评打分': 5}
{'短评内容': '这家锦江之星，入住几个人就要几个人的身份证，感觉比较麻烦，房间的卫生和设施都还是不错的，服务也还可以，出行也很方便，性价比还是比较高的 值得推荐', '短评打分': 3}
{'短评内容': '酒店干净卫生，但是房间靠近路边有些吵。交通方便，可以推荐！', '短评打分': 3}
{'短评内容': '除了位置偏了点,交通不太方便,其它方面还是不错的,价格也比较实惠的.', '短评打分': 3}
{'短评内容': '酒店内部环境非常舒适', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '不错啊，服务很好', '短评打分': 5}
{'短评内容': '10月3日住的，酒店房间很干净、宽敞，性价比高，虽然离国际小商品城远了点，但从酒店出来走到宾王路上，坐367,365，还有好多公交车都到。提醒大家小心义乌的出租车，都是黑心鬼，不打表，乱要价，还有一个出租车司机找了我五十元假币，这个混蛋一定会有报应的！', '短评打分': 5}
{'短评内容': '一般吧，在义乌呢还算不错，前台的服务不是很好，处理速度太慢', '短评打分': 3}
{'短评内容': '因为新开的，进去很干净，有几点建议可提的是   房间内部照明多使用台灯，这对晚上的视觉效果很不舒服；其次提供的均为一次性杯子，使用不方便', '短评打分': 5}
{'短评内容': '酒店的设施有些简陋，浴室是用窗帘与外界隔开的，感觉不好，要是推拉门就更好一些了， 位置有些偏僻，交通不是很便利，其他方面还不错，主要是服务还是很好的。', '短评打分': 3}
{'短评内容': '我每次定酒店都会看何时装修。义乌的锦江之星是08年新装修的，所以果然没有让我失望。白枫木的简单风格很合适我。位置也很方便。对面有家快餐店，很晚了也开，很便宜，最低消费6元，还不错。', '短评打分': 5}
{'短评内容': '去之前看了很多关于该酒店的评论，一直担心离国际商贸城太远不方便。去了以后发现其实离得不是很远出门有很多公交车可以到商贸城，很方便。酒店也很干净，晚上可以步行到义乌的夜市转转。开始定的是大床房，上去以后发现正对马路，有点小吵，和大堂联系以后他们马上就给我换了房间，服务态度很好。', '短评打分': 5}
{'短评内容': '很干净，房间很大很舒服，就是停车场太小了，周围的没有很好的餐厅，总的来说很不错了', '短评打分': 5}
{'短评内容': '酒店的环境和房间的设施都还不错了，只是停车的地方太小了些。\r\n如果出去玩的晚一点的话，就没有停车位了。\r\n', '短评打分': 5}
{'短评内容': '真的很值得推荐的一家经济型的酒店&#183;服务&#183;&#183;卫生&#183;&#183;无话可说&#183;&#183;主要还是位置好&#183;&#183;周边想去商贸城还是绣湖广场等其他地方都很方便&#183;不用转车&#183;一路车就可以的&#183;&#183;所以这回住的很开心！就是网速慢了点&#183;&#183;嘿嘿！', '短评打分': 5}
{'短评内容': '酒店周围吃饭的地方少了', '短评打分': 5}
{'短评内容': '简洁，舒适，干净，不错，有机会还会选锦江之星', '短评打分': 5}
{'短评内容': '房间够大,不错.', '短评打分': 5}
{'短评内容': '一直都比较喜欢锦江之星。', '短评打分': 5}
{'短评内容': '服务很好，设施很新，非常满意', '短评打分': 5}
{'短评内容': '位置在老城区，不过义乌市不大，所以离小商品市场还是很近的。设施很新，环境还不错,但是市内出租车比较喜欢带游客绕圈，其他还不错！', '短评打分': 5}
{'短评内容': '住得很舒适，就是离福田区有一点点距离，但酒店很干净，相当不错，下次还会住这的', '短评打分': 5}
{'短评内容': '这家酒店很新，所以什么都新新的，很棒，房间宽大舒适，在义乌老火车站对面，离商贸区不远，位置也很棒，推荐大家去住。', '短评打分': 5}
{'短评内容': '服务周到，环境不错，价格适中', '短评打分': 5}
{'短评内容': '锦江之星，没什么好说的，-标准化！ 不错', '短评打分': 5}
{'短评内容': '酒店很干净，卫生条件还不错，而且酒店的服务也比较周到，就是位置稍微偏了一些，其他方面都挺好的', '短评打分': 3}
{'短评内容': '酒店服务态度还不错，硬件设施我觉得也还可以，环境方面也是不错的，价格比较适中，就是位置交通不是特别方便，其他都还不错。', '短评打分': 3}
{'短评内容': '酒店的卫生条件很干净，环境不错，硬件条件都不错，对酒店的印象还蛮好的', '短评打分': 3}
{'短评内容': '酒店服务比较好，大概跟接待外国人比较多有关。', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '貌似是新的店，各方面条件都很好，性价比很高', '短评打分': 1}
{'短评内容': '酒店的 服务很好，价格优惠，经济实惠', '短评打分': 5}
{'短评内容': '很好很便宜, 很干净很方便', '短评打分': 5}
{'短评内容': '卫生干净，服务态度好，价格适中，位置适合方便，下次还住那儿。', '短评打分': 5}
{'短评内容': '这家酒店挺满意的，环境挺不错的，位置就在老火车站那，交通也特别方便，公车也挺多的，价格实惠，物有所值', '短评打分': 5}
{'短评内容': '酒店还算是不错的，比较干净卫生，简单整洁，而且交通也挺方便的，感觉还不错。', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都还不错，房间的配置硬件设施也很好。价格合理适中，整体来讲算是比较达标的连锁商务型酒店值得推荐酒店。', '短评打分': 5}
{'短评内容': '酒店住着还可以，没有遇到什么问题，服务态度也挺热情的，就是酒店的停车场太小了，车位很少。', '短评打分': 5}
{'短评内容': '位置很方便,房间里面也很干净,服务人员态度也很热情,及时,性价比很高.', '短评打分': 5}
{'短评内容': '地奌還算可以,只是沒供給早餐', '短评打分': 5}
{'短评内容': '酒店在老的汽车站附近.离市中心有一点点远.房间的环境很不错,价格也实惠,就是餐厅有点小.', '短评打分': 5}
{'短评内容': '酒店的房间整体感觉挺舒适的，设施条件不错。就是大堂所提供的电脑不怎么好，好象感觉有病毒，网速也不快，酒店没人去修理', '短评打分': 5}
{'短评内容': '酒店的位置还可以的,周边的环境差了点,服务卫生以及酒店的设施都还可以的,价格可以接受的', '短评打分': 5}
{'短评内容': '酒店的位置稍微有点偏，设施条件还不错，服务还可以，整体还行', '短评打分': 5}
{'短评内容': '各方面都还可以,价格也便宜', '短评打分': 5}
{'短评内容': '它是全国连锁的，服务各方便做的都很好，价格也比较便宜，比较喜欢入住的一个经济型品牌酒店', '短评打分': 5}
{'短评内容': '他们在服务方面，硬件设施方面以及环境方面都是很不错的，就是位置稍微有一点偏，不过交通还算可以。', '短评打分': 5}
{'短评内容': '总体感觉酒店还是可以的,就是酒店周边的环境不是很好,显得很杂很乱;外面吃饭的对方都没有,因为酒店本身的餐厅比较小;其他方面还是不错的;', '短评打分': 5}
{'短评内容': '早餐很好，服务也不错蛮热情的，就是酒店不在市中心，但在市中心边上，有很多公交车也是比较方便的', '短评打分': 5}
{'短评内容': '前台服务态度尤其恶劣,要求换房间还不给换,非得找他经理才给换.前台业务不熟练,给客人造成很多麻烦.说搞活动送早餐券,办理的时候没送,也没说明白,到结帐了才说有早餐券送.房间太空旷,说白了,美其名是环保酒店,其实就是抠门.以后都不会住这家酒店了!!!!', '短评打分': 1}
{'短评内容': '酒店的服务很好、环境也不错，就是位置偏了一点', '短评打分': 5}
{'短评内容': '感觉酒店很不错，干净整洁，服务也不错', '短评打分': 5}
{'短评内容': '人员服务态度很差,而且酒店设施也不怎么样,有些房间位置也不好,有些窗户是靠近空调机箱,所以根本休息不好', '短评打分': 1}
{'短评内容': '很干净，性价比很好', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都还不错,服务一般卫生还可以,要求酒店给我打税单酒店说没有了.', '短评打分': 5}
{'短评内容': '房间的隔音效果太差了,人员服务态度也挺好的,交通位置也比较便利,而且价格也挺便宜的', '短评打分': 5}
{'短评内容': '酒店距离商品市场非常近,环境硬件设施也很不错.', '短评打分': 5}
{'短评内容': '各方面还都不错，就是离义乌商贸城略有些距离，周边吃的去处不够丰富．', '短评打分': 5}
{'短评内容': '酒店的位置很好的,房间的内部设施以及卫生都齐全很干净,', '短评打分': 5}
{'短评内容': '酒店环境设施都还不错位置也很好,出行很方便.就是标识不是很明显,一开始都没找到价格就是商务酒店的价格.', '短评打分': 5}
{'短评内容': '设施不错，价格也很便宜，我出差都是住这种连锁酒店，很实惠', '短评打分': 5}
{'短评内容': '房间很干净，很新，价格也便宜，去了才知道那条路上很多家酒店，莫泰168，汉庭都在边上，不过老火车站这里晚上似乎很冷清，周围没啥地方可以逛，也找不到像样的饭店吃饭有点遗憾！其他都很好', '短评打分': 5}
{'短评内容': '我当时去的小商品批发市场距离还是有一段距离的,环境很干净硬件设施也不错.', '短评打分': 5}
{'短评内容': '服务周到，环境不错，价格适中', '短评打分': 5}
{'短评内容': 'Very nice hotel, neate and clean.&lt;br /&gt;\nGood room service.&lt;br /&gt;\nEspecially the nice lady serving the breakfast.', '短评打分': 5}
{'短评内容': '因为是新开张的缘故，各样设施都很新，在这个价位上的酒店这间店算是很不错的了。', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
