{'descr': '很好，环境不错，干净，较满意。', 'star': 5}
{'descr': '作为山东人，出门在外多次，没想到天津人这么茨毛，问路指错概率80%，几处狗不理还有什么饺子城的服务员甩脸子、扔餐具，还步行街上飞速开的旅游车，无章法乱开，老爸都贴墙边走了，还差点被压到，让司机慢点开的时候居然很凶，好像是我们走路的压到了他！要在我们这，先说声抱歉了，再问有没有压到老爷子，基本上碰到的人都冷冰冰，交警也不例外，头都不抬就说几个字打发了我们，很让我们寒心，来我们山东的外地人，我们对他们', 'star': 5}
{'descr': '各方面都不错 就是隔音差一点 ', 'star': 5}
{'descr': '都不错，服务态度挺好，……', 'star': 5}
{'descr': '特价房的价格真是很合算  就是位置有些难找   里面相关设施感觉有些陈旧，没有其他汉庭那么舒适   不过价格在那就也没必要多挑', 'star': 5}
{'descr': '隔音差', 'star': 1}
{'descr': '房间有点窄，灯光有点暗，但总体感觉还是不错。\r\n地理位置较好，靠近滨江道、海光寺和两所大学。', 'star': 5}
{'descr': '很好，下次还是住这儿', 'star': 5}
{'descr': '总体来说还是不错的', 'star': 5}
{'descr': '饭店有点破，尤其是电梯', 'star': 5}
{'descr': '服务和卫生都不错，就是地方拥挤，毕竟与其他单位挤在一个写字楼上。\r\n\r\n位置很好，距离南京路很近。', 'star': 5}
{'descr': '整体感觉不错，价格合理，位置不错，离总医院很近，公交车很方便，离滨江道也很近。里面房间挺大的，主色调是红色，我对象不是很喜欢，我觉得还可以，挺干净。', 'star': 5}
{'descr': '地处天津市商业中心地带，周围交通四通八达，总的来说还是很不错的啊', 'star': 5}
{'descr': '每次去天津都住这儿，这次是最差的。高级大床房，厕所水池是带裂纹的，显得特脏，花洒百分之八十都堵了，地上刚进去还有上拨客人的长头发，被子也不干净，不知道换没换，幸亏服务态度还是不错的。', 'star': 5}
{'descr': '热水还可以更好', 'star': 5}
{'descr': '酒店位置真的是不错，逛街购物都比较方面，价格也还不错，下次还会住', 'star': 5}
{'descr': '位置在居民区里，不过算比较好找，离滨江道大概十分钟的路程。住宿环境还不错，看起来设施比较新，也挺干净。晚上比较安静，房间隔音效果不错，独立的整体浴室很方便。缺点是卫生间竟然没有门，有点小尴尬。挂衣服的地方不多，女生的话可以不太够。而且因为没有窗户，屋里比较潮湿。总体来说，对于149元的特价来说，性价比比较高。', 'star': 5}
{'descr': '地处中心区，闹中取静，客房很舒适，前台的服务态度也很不错，就是定过早上还是没客房，等了2个多小时……但是还好。', 'star': 5}
{'descr': '位于滨江道和大学区之间，位置优越。离南京路与滨江路的交叉口走路不到10分钟。房间整洁，设施齐全，双人房两套杯子和牙刷用红蓝两种颜色标示，很方便，写字台和创头两根网线也方便实用。开关插座配置很多，面板均标示用途。床也舒服。并送两瓶水。总体来说，非常好！听说汉庭是美国纳斯达克上市企业，要加强宣传哟。', 'star': 5}
{'descr': '很好的酒店，性价比很多，支持', 'star': 3}
{'descr': '很好，安静，入住挺快的', 'star': 5}
{'descr': '性价比超高，最好是高级大床房', 'star': 5}
{'descr': '住宿环境不错，是汉庭直管店，前台的服务很好，房间环境可以，值得一住。', 'star': 5}
{'descr': '地理位置比较好，房间不错，小了一点点，综合起来性价比挺高，值得推荐', 'star': 5}
{'descr': '位置相对来说不是很显眼！但是总体来说还是不错的！酒店楼下有个烧烤非常不错！', 'star': 5}
{'descr': '干净舒适，位置好，性价比高！', 'star': 5}
{'descr': '住第二次了，除了房间有点小，其他都不错！', 'star': 5}
{'descr': 'good', 'star': 5}
{'descr': '中规中矩，没有什么特别的', 'star': 1}
{'descr': '因公务地点较适合所以选择，服务只能算中规中矩没有什么特色。', 'star': 5}
{'descr': '住了很多次了，之所以选择这家是因为这里距离我要办事的地方比较近，方便。\r\n\r\n缺点：1、大床房面积真的很小；2、淋浴的热水很小，有点凉。\r\n优点：1、前台服务很好很热情；2、很安全的感觉', 'star': 5}
{'descr': '高级大床房的房间比较小，设施还不错。', 'star': 5}
{'descr': '睡眠质量不错，服务很到位，整体感觉不错', 'star': 5}
{'descr': '原来没有中餐晚餐，现在又了简单的面条，但口味一般\r\n卫生和服务绝对好，3层还有免费的计生用品发放，而且还是整盒的~', 'star': 5}
{'descr': '特价房没有窗户，比较暗。其他的都很不错', 'star': 5}
{'descr': '房间实在是小，就一张大床一个床头柜一个电视柜。。。房间就不剩什么空地方了。。但是淋浴间挺好的，就是八楼水压太小，洗着不痛快。值得一提的是汉庭的服务，特别到位，少说话也是非常有礼貌，总体来说挺好的，价钱也还算合适', 'star': 5}
{'descr': '汉庭早餐很丰盛，隔音还是差一些', 'star': 5}
{'descr': '房间旧了点，中央空调不制冷。', 'star': 5}
{'descr': '地点虽然不是直接靠近马路但是在市区中心地段，性价比很高，离滨江道步行也非常近！很不错，关键是价格便宜！', 'star': 5}
{'descr': '餐厅的服务很好，很热情，房间也还可以', 'star': 5}
{'descr': '这次也是在网上预订的特价大床房，但是这次去不仅没有大床房而且房间还是没有窗户的，和上次完全不一样，这一点很不满意', 'star': 5}
{'descr': '浴室有待改进', 'star': 5}
{'descr': '优点：房间干净整洁，卫生间很舒服\r\n缺点：设施稍微旧一些，桌子比较小，而且网线在床头桌上。\r\n', 'star': 3}
{'descr': 'Very nice!', 'star': 5}
{'descr': '酒店149的房间没窗户，卫生间条件差点，多没有完全封避，有异性客人来访上洗手间不是很方便！网速还行。洗澡间比较小面积2m&#179;多不到', 'star': 5}
{'descr': '优点：干净整洁，设施不错，前台服务很热情，交通十分十分便利，物有所值；\r\n缺点：房间不大，放东西的地方有点少，卫生间半透明隔断对着床，不知道双人间是不是也这样就稍嫌不便。电视比较旧，台很少。网线是在床头柜而非写字台上，估计有不便吧。', 'star': 5}
{'descr': '马马虎虎吧，还行！\n', 'star': 5}
{'descr': '位置不太好找，其他都挺方便', 'star': 5}
{'descr': '方便，', 'star': 5}
{'descr': '听说房间很小。为了地理位置定了豪华大床房。房间很小很小。地板很滑只有一个防滑垫。因为空间太小磕碰的全都紫了。再也不去！', 'star': 1}
{'descr': '都还可以啊&#183;&#183;&#183;', 'star': 5}
{'descr': '整体感觉不错，大厅略小，有点压抑', 'star': 5}
{'descr': '还不错。很干净，住的是无窗房间，性价比很高。', 'star': 5}
{'descr': '出门时单行道，出来有点转向……', 'star': 5}
{'descr': '特价房没有窗户比较遗憾', 'star': 5}
{'descr': '床太硬了，其他都很不错，有吹风机，隔音也不错', 'star': 5}
{'descr': '床单有些硬', 'star': 5}
{'descr': '每次住的都是大床房，房间稍微小了一点，其他都还好。', 'star': 5}
{'descr': '位置不錯，周邊吃飯很方便', 'star': 5}
{'descr': '房间小些，就价位和位置来说总体不错。\r\n前台服务方面感觉不好，很忙乱，有服务员业务不熟。\r\n本次住店感觉不舒服的是，10点多，直接打电话到房间要求12点退房，说话很生硬。希望以后这种情况不要出现。', 'star': 5}
{'descr': '房间还是小呀，通风不好', 'star': 5}
{'descr': '位置有些难找，但是挺干净，服务也不错，房间略小。', 'star': 5}
{'descr': '处于天津市的中心地区，去滨江道、五大道和古文化街、南市食品街这些旅游购物的地区都很方便；前台服务态度不错，很热心地帮我们用微波炉加热买回来的食物，楼下还能免费上网，住得很舒心！', 'star': 5}
{'descr': '缺点就是房间小一些。特别15元/位的早餐还不错。\r\n', 'star': 5}
{'descr': '交通非常好，靠近滨江道，逛街很方便，离公交站什么的也挺进的，就是房间比较小，椅子都没法挪动', 'star': 3}
{'descr': '不错，经常会去', 'star': 5}
{'descr': '距离稍微有点远，离滨江道，总体还是汉庭的风格，比较推荐吧', 'star': 5}
{'descr': '一共住了两天，头一天是间周末百元房，第二天不是周末，说是要给升级，结果升级的房间还不如那间小的大，非常闷，没有窗户不说，床跟桌子之间的距离相当窄，椅子都不能挪动，勉强能放开，服务也一般', 'star': 5}
{'descr': '住的大床房，没窗户，热坏了。房间很闷热，中央空调不起作用，越开越热。', 'star': 1}
{'descr': '很人性化的设计，都挺方便的，就是酒店周围环境不是太方便', 'star': 5}
{'descr': '服务人员不热情，我以前住别的快捷酒店，服务员碰到都会说你好，在这里没有这样的情况，大床房感觉很小，书桌离床间距太小了，椅子都没法移动，很难受。', 'star': 1}
{'descr': '很好', 'star': 5}
{'descr': '房间很小，空间拥挤，卫生设备不错！\r\n总体感觉比较局促，', 'star': 1}
{'descr': '房间太小，感觉不太好', 'star': 1}
{'descr': '酒店有点旧，没有停车场，价格和地段还不错。', 'star': 1}
{'descr': '订的高级大床房，不知道为什么给我的房间比想象的还要小，只够放下一个大床，感觉很憋屈\r\n窗户是最让人无语的，是那种向上翻的，几乎打不开，所以本来就小的房间空气更加不好，住到后来在房间里呆久了就头疼，整天只好呆在外面，本来是想去天津玩的，头疼了好几天，很是扫兴。', 'star': 1}
{'descr': '比南京汉庭差多了，上网电脑很差，还没有咖啡等提供，另外房卡极容易消磁', 'star': 1}
{'descr': '不错', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '汉庭提供的基础服务，是床/免费宽带/早餐。3B服务。\r\n但是这家店网速极慢，邮件都没有办法接受。\r\n酒店位置靠近鞍山道，但是很多单行道，不是非常方便。\r\n酒店是在一栋商住楼，电梯关门非常慢，也有其他的公司。感觉不好。\r\n被子睡觉，感觉有些味道。\r\n热水很小，来的也很慢。', 'star': 1}
{'descr': '还不错~适合外地人居住，性价比比较高~', 'star': 5}
{'descr': '酒店该装修了，床单不是很干净，但是服务很好!', 'star': 1}
{'descr': '整体感觉不错，不管从服务，环境和设备上都很到位。唯一不足就是隔音效果不好，不介意这点的人很可以去入住。', 'star': 3}
{'descr': '其他还好，但是床超差，明显感在弹簧上睡觉', 'star': 5}
{'descr': 'bu cuo', 'star': 5}
{'descr': '酒店性价比不错，离步行街走着也就15分钟，附近有烤肉，家常菜，天津老字号包子，天津味嘴子煎饼等，就是房间的电视比较不好，经常显示信号比较差', 'star': 5}
{'descr': '房间挺舒服的，旁边饭馆，超市，车站，地铁都有，很方便，就是房间隔音太差了，希望有所改进哦！', 'star': 5}
{'descr': '还好提前预定了 前台看到人挺多 房间挺大的 床也很舒服', 'star': 5}
{'descr': '房间设备很好也很舒适，设计合理，灯光温和，使得房间宽敞。但唯一不足就是隔音效果太差，也是致命的要点。', 'star': 1}
{'descr': '特价房没有窗户,比较闷.酒店的位置比较好,但是隔音不是很好.服务员很热情.', 'star': 5}
{'descr': '位置稍偏了些不过打车很好找，卫生还可以 总体来说我蛮喜欢汉庭的。', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '服务热情，楼下有免费咖啡，红茶', 'star': 5}
{'descr': '总体来说不错，就是特价大床房没有窗户，但是不影响啦，大床房的床真的很大，睡3个人都有余，而且地理位置比较好，去哪都很方便，不错不错哦', 'star': 5}
{'descr': '位置方便，前台人员态度不错。暖气不好，室温低。房间外不知什么机器整晚轰隆隆的响，太吵了。', 'star': 3}
{'descr': '进去像个迷宫。暖气不热，冬天室温太低，安排的房间整个晚上都能听见轰隆隆的机器声，无法入睡。前台服务人员态度不错。', 'star': 1}
{'descr': '前台服务那是相当的好！\r\n房间也很干净。\r\n举例天津是和平区法院也很近。\r\n不错的选择，下次去还住这里。', 'star': 5}
{'descr': '交通不错，价格合适，就是周围吃饭不方便', 'star': 3}
{'descr': '卫生间偏小，且与房间没有完全隔断，房间没有窗户，异味很大。', 'star': 1}
{'descr': '还不错，性价比非常高。', 'star': 5}
{'descr': '服务员强力推荐购买汉庭卡。', 'star': 5}
{'descr': '卫生很干净整洁。服务语气温和有问必答。设施暖气和没有差不多空调老有嘎嘎的声音而且隔音很不好4楼都能听到下边汽车嗡嗡的声音，一夜没睡好啊。位置本市人很好找到，要是外地的可就惨了。舒适度休息不好就谈不上什么舒适度了。性价比偏高点点……设施要是能提高点价位就很合适了。', 'star': 1}
{'descr': '房间之外的环境感觉差点，不过地理位置很好~', 'star': 5}
{'descr': '以前住过汉庭感觉还不错,位置很好去商业区很近,但交通不是很方便.', 'star': 3}
{'descr': '房间干净，整齐！', 'star': 3}
{'descr': '有的房间不错，有的不是特别好！改进改进吧', 'star': 5}
{'descr': '地理位置不错，离火车站和滨江道交通很方便，就是附近没有超市和吃饭的地方不多，总体说性价比还是可以的', 'star': 5}
{'descr': '服务挺不错的，就是电视信号不太好', 'star': 3}
{'descr': '用餐不方便,只有早餐,吃饭还要出酒店,其他都还不错.', 'star': 3}
{'descr': '一个人住的话，感觉还不错', 'star': 3}
{'descr': '不错，不过还需要改进', 'star': 5}
{'descr': '电视节目少的可怜，热水上来的特别慢，空调还不好使！！！', 'star': 1}
{'descr': '性价比很好！\r\n交通也比较方便。\r\n满意。', 'star': 5}
{'descr': '我认为环境还不错，就其价格来说，性价比算是不错了，下次我还会选择的', 'star': 5}
{'descr': '不错！', 'star': 5}
{'descr': '距离地铁站近，比较方便，房间设施很好', 'star': 5}
{'descr': '服务不错，就是没有衣柜', 'star': 3}
{'descr': '前台总遇到的服务生，态度挺好的，位置也不错，就是电视信号不好', 'star': 5}
{'descr': '交通便利 设施较为齐全 但空间略显拥挤  热水呼热呼凉要  隔音会有点差\r\n电视台数少  总体来说不错', 'star': 3}
{'descr': '酒店接待人员服务不错，就是酒店转门坏了不及时修理呀', 'star': 3}
{'descr': '酒店接待人员服务不错，就是酒店转门坏了不及时修理呀', 'star': 5}
{'descr': '性价比不错，缺点是房间太小，而且没有衣柜，希望可以改善~', 'star': 3}
{'descr': '交通便利 设施较为齐全 但空间略显拥挤 没有窗户让人感觉压抑 热水要等好长时间才会有 隔音会有点差 总体来说不错 ', 'star': 5}
{'descr': '总的说 不错', 'star': 5}
{'descr': '比北京的汉庭小了很多，当然也便宜了很多，所以性价比还是不错的。缺点是没有衣柜，衣服没有地方挂~希望可以改善一下~', 'star': 5}
{'descr': '最大的优点是交通方便！\r\n去乐宾、伊势丹溜达着就好了~~~^^Y', 'star': 5}
{'descr': '特价房没有窗户，关灯后 早上起来都不知道何年何月了。。。- - \r\n总体住得很不错的，很干净，设施都很新的。服务也不错 ', 'star': 5}
{'descr': '房间很干净!设施齐全!', 'star': 5}
{'descr': '交通很便利\r\n值得入住', 'star': 3}
{'descr': '隔音不太好，服务还可以。位置不错', 'star': 3}
{'descr': '位置好，卫生比较差，隔音不太好', 'star': 5}
{'descr': '特价房没有窗户', 'star': 3}
{'descr': '酒店的设施有些陈旧,房间面积也很小,住起来觉得不太舒适.我觉得不推荐.', 'star': 3}
{'descr': '整个酒店设施已经老化了，服务员态度还算不错，晚上网络基本上就上不了了，白天速度还可以', 'star': 1}
{'descr': '这家酒店性价比还是比较高的,位置也不错,位于市中心,出行都很方便,但就是房间有点油烟味,感觉不太舒适.', 'star': 3}
{'descr': '特价房没有窗户太闷了', 'star': 5}
{'descr': '服务员不是很热情', 'star': 5}
{'descr': '隔音效果差点 房间似乎也显得有点小', 'star': 5}
{'descr': '房间小，但是很暖和， \r\n服务员态度好。\r\n我们住的大床，早餐免了一个人的', 'star': 5}
{'descr': '酒店各方面感觉都还成吧,房间空间大小比较适中,环境也还可以,而且价格也不贵,还是可以选择的.', 'star': 3}
{'descr': '就是隔音效果不好！', 'star': 5}
{'descr': '酒店挺好的,就是房间里电视没有中央五台,不过价格挺便宜的,住着也蛮舒服的.', 'star': 3}
{'descr': '卫生挺好挺干净的,设施完善,地理位置交通方便,服务热情周到,性价比不错的酒店,下次还会入住\r\n\r\nhttp://www.77hotel.cn', 'star': 5}
{'descr': '还行', 'star': 5}
{'descr': '位置不错，交通方便，酒店服务一般。', 'star': 3}
{'descr': '就是房间大。各方面都很一般。电视频道太少。', 'star': 1}
{'descr': '酒店价格比较优惠,而且房间的环境和住宿条件也都挺好的,感觉挺值的!', 'star': 3}
{'descr': '房间还可以,就是有油烟味,好像楼下是饭馆排风扇, 关着窗户都能闻见', 'star': 5}
{'descr': '卫生还可以,干净,设施完善,地理位置不错交通方便,服务很好,性价比不错的酒店,下次如果在附近出行还会选择的', 'star': 3}
{'descr': '酒店的一切都很满意，源于汉庭的专业吧，唯一懊恼的是，隔音不佳，不知是楼上还是隔壁，似乎都有，折腾了一夜，好像过的美国时间，导致我们一晚上没有睡好，原本次日上午打算逛滨江道的，也只有用来补觉了，郁闷至极。', 'star': 5}
{'descr': '入住当晚洗澡时没热水了，用凉水冲了5分钟，最后还感冒了，这点不是很满意', 'star': 5}
{'descr': '房间还可以\r\n就是无窗', 'star': 5}
{'descr': '房间的卫生打扫还是挺干净的,设施也还行,服务态度挺一般的,位置也好找出行的话挺方便的,性价比还是可以,挺满意这家酒店的.', 'star': 3}
{'descr': '房间没有窗子，有点闷', 'star': 5}
{'descr': '房间太小，没有窗户的特价139,有窗户胡183,但是有窗户的窗户也小，还不能打开！离滨江道还有一段距离！', 'star': 1}
{'descr': '在网上预定时，酒店活动显示有优惠活动，赠送早餐，实际入住时却没有。', 'star': 1}
{'descr': '经济房没有窗户，其他都很好，性价比很高。', 'star': 3}
{'descr': '房间有点小，不过很整洁。', 'star': 5}
{'descr': '卫生太差，被单有黑点，枕头下有长头发。电话信号差。东西太贵，外面卖21的玉溪，他里面卖35.太黑。', 'star': 1}
{'descr': '房间小了点，位置可以，服务不错', 'star': 3}
{'descr': '总体还可以，就是要想去滨江道不太近', 'star': 5}
{'descr': '感觉酒店很一般,个另人员服务态度不是很好,而且周围交通也并不是很便利,性价比一般.', 'star': 3}
{'descr': '酒店位置很不错，紧邻繁华商业区，房间卫生条件也可以，性价比不错', 'star': 5}
{'descr': '位置非常好,就位于市中心的,出行都很方便,而且卫生和服务也都不错,住着还是比较舒适的,就是房间的硬件设施上有些陈旧了.', 'star': 3}
{'descr': '经济型的酒店，服务卫生都很好，交通方便，性价比还是比较高的，可以推荐给大家哦！', 'star': 3}
{'descr': '经济型的酒店，服务卫生都很好，交通方便，性价比还是比较高的，可以推荐给大家哦！', 'star': 3}
{'descr': '酒店设施等都显得老化，没有活力。', 'star': 1}
{'descr': '酒店挺干净的，服务也不错，本来以为离券业场挺近的，可是实际情况感觉还是有点远，走路要大概20分钟，不知道是因为天气的原因还是别的，感觉房间有点潮', 'star': 3}
{'descr': '我是天津来玩选择的汉庭环境很好,房间小了一些,一般北京的汉庭很贵但是在天津汉庭很便宜很实惠,性价比很好,位置也很不错.', 'star': 3}
{'descr': '酒店还是蛮经济实惠的,挺喜欢这样的酒店的.', 'star': 3}
{'descr': '整体感觉性价比蛮不错的,值得推荐', 'star': 3}
{'descr': '不错的店 干净 舒适 推荐入住 隔音效果也不错', 'star': 5}
{'descr': '房间小,卫生不够好,隔音还好,前台效率有点低', 'star': 5}
{'descr': '毗邻商业圈 交通方便', 'star': 5}
{'descr': '该酒店毛巾不是很干净  且隔音效果不好  整体设计比较拥挤  但服务挺不错的', 'star': 1}
{'descr': '位置可以,离商业中心不远,服务态度很好', 'star': 5}
{'descr': '服务很好 地点也不错 离办事的地方很近 不过房间确实小点 隔音也不好  ', 'star': 5}
{'descr': '毛巾不是很干净，幸好自己有带毛巾。双人大床很宽很舒服。因为在和平区，离滨江道很近，离天津站也不是很远，但在天津站不远的地方也有一家汉庭。', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '总体来说很好的啊 就是屋里没有窗户呀 但是不错不错呀~~~', 'star': 5}
{'descr': '酒店设施还不错，但是毛巾不太干净，而且早上7点钟左右，有个人自己拿房卡开门进来了，还开了门口的灯，后来说走错了，服务员放好都能搞错！我们还在睡觉，真是被吓死了！！弄得没休息好！', 'star': 1}
{'descr': '挺干净的，服务也不错，就是房间有点小', 'star': 5}
{'descr': '汉庭给人的整体感觉很不错，服务很到位，布草以及洁具等都很干净，不错！', 'star': 5}
{'descr': '感觉还不错，价钱也合适', 'star': 1}
{'descr': '卫生不错，就是临街有点吵。', 'star': 5}
{'descr': '非常满意的酒店，卫生、服务、酒店的地段都很满意！', 'star': 3}
{'descr': '房间比较小，楼下在装修，有先点乱，别的都还不错，房间挺干净的，服务也挺好', 'star': 5}
{'descr': '酒店在这个位置交通是挺方便，不错的位置，就是有点吵，环境还可以，服务也是不错的，价格适中，如果隔音效果好点，就好了。', 'star': 5}
{'descr': '我觉得这个酒店的位置是不错的，价格也比较优惠，但是有两点稍微欠缺一点，他的房间比较小，还有就是房间打扫不是很及时，我们出去一个下午，没有人整理房间都。', 'star': 5}
{'descr': '酒店挺干净的，环境还可以，离我办事的地方不远，价格也比较适中，值得推荐 ', 'star': 5}
{'descr': '房间太小', 'star': 5}
{'descr': '酒店的房间空间比较小的，服务卫生以及设施都不错，酒店的位置不错的，交通很便利，性价比不错的酒店', 'star': 5}
{'descr': '酒店的位置很好的，出行很方便的，服务一般的，房间的面积很小的，设施很好的，价格还可以的接受', 'star': 5}
{'descr': '酒店的服务卫生以及房间的设施都不错的，酒店的位置不错的，但是不是很容易找到酒店的，性价比不错的酒店的', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '这家酒店还可以，挺干净的，服务也不错，而且位置特别好，外出方便 ', 'star': 5}
{'descr': '酒店的环境硬件设施都很不错，服务卫生也很好，酒店位于市中心，出行交通方便，价格有些偏高，整体来讲还是可以推荐入住的酒店。', 'star': 5}
{'descr': '服务挺好的，感觉还比较舒适，附近出行也方便', 'star': 5}
{'descr': '酒店位置很好出门方便,卫生不错,设施 比较齐全,对于学生来说价格有些高,其它还都是很满意的.', 'star': 5}
{'descr': '位置不错 离滨江道海光寺都挺近，东站也不远。 就是床被经常有花纹，铺的也薄，不太舒服。不过房间里两根网线，一根在床边 一根在写字台上 很方便，很贴心。下次还会选住', 'star': 5}
{'descr': '感觉还行.房间小了些,打800电话还收费', 'star': 5}
{'descr': '还行~', 'star': 5}
{'descr': '房间面积比较小,服务还可以,前台办事效率比较高,速度比较快.位置离地铁口近,出行比较方便,不过酒店前台不是很好找.如果去这附件,这家酒店还是值得推荐的.', 'star': 5}
{'descr': '服务态度挺好，环境很安静，周边出行都很便利，就是房间有点小', 'star': 5}
{'descr': '当时去酒店没有及时给我办理入住，酒店说房间没有打扫出来，等了一会，酒店的位置还不错，挺方便的，但价格稍微高点', 'star': 5}
{'descr': '酒店的地理位置很方便，设施也挺舒适的，整体感觉很满意', 'star': 5}
{'descr': '当时住的没有窗户的房间，通风不好，别的都还行，价格优惠，地理位置也方便', 'star': 5}
{'descr': '酒店房间比较奇怪...\r\n带笔记本的最好不要住XX16房 ', 'star': 5}
{'descr': '酒店房间面积比较小,早餐品种太少,价格一般,交通位置还可以', 'star': 5}
{'descr': '地理位置不错，但是比较难找，对于我这个在天津生活过很长时间的人来说也比较困难，建议大家打车和司机说在鞍山道附近的全聚德下车，这样估计司机能准确找到。旧楼改造的商务酒店，装修比较新，卫生条件个方面还可以，毕竟是商务酒店，特价房间没有窗户，所以我换了豪华大床房，每层的26号房间比较大，建议大家尽量选择。另外早上离开结账时忘了拿回押金，是店员追出来还给我的，不然真的忘记了，比较感谢2月15号凌晨总台值班', 'star': 5}
{'descr': '100元特价房，无窗户。酒店套餐较贵。其他均挺好。', 'star': 5}
{'descr': '总体上一般', 'star': 5}
{'descr': '当时住没有窗户的房间，空气不好，硬件设施和别的汉庭都差不多，价格比较优惠才100元', 'star': 5}
{'descr': '酒店的位置还不错，而且春节期间的新春百元房价位比较适中，就是这个酒店是用旧楼改建的，他有的床不是特别舒服，环境卫生还可以。', 'star': 5}
{'descr': '觉得酒店蛮好的，干净卫生，服务人员待人也比较热情', 'star': 5}
{'descr': '服务卫生还是不错的,价格也挺适合的,就是位置不太好找,没有自己的停车场也不太方便了.', 'star': 1}
{'descr': '服务卫生还是不错的,价格也挺适合的,就是位置不太好找,没有自己的停车场也不太方便了.', 'star': 1}
{'descr': '100元的特价房，物有所值', 'star': 5}
{'descr': '当时因为住的是特价房间，面积小点，价格是非常优惠，服务和设施也可以', 'star': 5}
{'descr': '除了没有自己的停车场,其它方面都挺不错的.', 'star': 5}
{'descr': '除了没有自己的停车场,其它方面都挺不错的.', 'star': 5}
{'descr': '酒店的位置非常不错，有便利的交通，硬件设施和服务也都不错，我住的特价房，价格也很实惠。', 'star': 5}
{'descr': '如果可以在退房時間寬鬆一直些會更好!!!', 'star': 5}
{'descr': '其实酒店的商务间还没有标准间大呢,服务都是可以,房间里卫生也还行,就是价格稍微偏高些了.', 'star': 5}
{'descr': '酒店各方面都挺不错的,房间很干净,价格也很合理,只酒店规模小了点', 'star': 5}
