{'descr': '发票都没得开！', 'star': 4}
{'descr': '还可以，性价比不错了。', 'star': 5}
{'descr': '房间通气不好，地理位置不错。', 'star': 5}
{'descr': '比较合适的酒店，气氛不错，也比较安静。', 'star': 5}
{'descr': '不错下次我还选择住这里', 'star': 3}
{'descr': '价格实惠，地理位置比较好找', 'star': 5}
{'descr': '价格比较合适，环境也比较好。下次去杭州继续住这个酒店。', 'star': 5}
{'descr': '离长途站很近，经济实惠。', 'star': 5}
{'descr': '很好，住了4、5家怡莱了，千岛湖那家最好。', 'star': 5}
{'descr': '这个酒店总还起来不错。性价比高。房间设计很好，家具之类的有档次洗澡很舒服。但是也有缺点1.位置难找，比较偏僻\r\n2.房间太小，在里面不太舒服\r\n3.外面空调的声音很响，晚上睡觉很吵', 'star': 5}
{'descr': '停车位不好，不过也够用，性价比高', 'star': 5}
{'descr': '还是性价比高，这是没得说', 'star': 5}
{'descr': '性价比不错', 'star': 3}
{'descr': '推荐住特价房98元的，就是晚上睡个觉，在杭州这样的位子很难找到了！特价房性价比很好，但常常订不到，还不让提前订，有点忽悠人，就是一个小盒子，如果按照正常价格入住，性价比就很低了！', 'star': 5}
{'descr': '位置在东站房间，隔音比较差，但是干净，很便宜', 'star': 5}
{'descr': '很有运动风格的酒店，装修有个性，但是卫生搞的不是很好，比其他的怡莱要差一些。价格不高，停车位置少，不方便。', 'star': 3}
{'descr': '还不错', 'star': 5}
{'descr': '住了3次，感觉酒店的装修很有个性，性价比也不错，个人比较喜欢。', 'star': 3}
{'descr': '怡莱杭州东站店的服务、卫生及性价比等都不错，适合时尚青年居住，就是位置稍偏了一点。', 'star': 5}
{'descr': '酒店的环境不错，装修很有特色。就是隔音稍微差了点', 'star': 5}
{'descr': '房间舒适清洁，环境优雅，晚间无杂音，就是位置稍偏，不容易寻找，酒店周边公共交通不便捷。', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '性价比高，房间干净整洁，就是装潢略显简陋。不过还是值得推荐的。', 'star': 5}
{'descr': '1、房间灯光太暗，是不是有一个白炽灯管？如果有就是坏了；\r\n2、床垫有点硬。', 'star': 5}
{'descr': '服务不错，呵呵', 'star': 3}
{'descr': '总体来说还不错，就是隔音效果不太好，早餐不好，很多都是凉的。', 'star': 5}
{'descr': '总体来说还是可以推荐的，不过我想说一下一些缺点。酒店是工厂厂房改建的吧，那个电梯真的奇慢无比~我住的是大床房，没窗户那种，大白天的一开门竟然巨黑无比，摸好久都摸不到插电卡在哪里，而且可能习惯了酒店一进去应该是条小通廊，结果这间房进去是房间，所以感觉有点怪啦~最郁闷的是，那个花洒阿~~那个高啊~~我碰都碰不到啊（本人153cm),我知道我矮~但是你也不用那么高啊~！浴室只有帘没有门，加上巨高的花洒和', 'star': 5}
{'descr': '我觉得这家酒店挺一般的，主要是设施差了些，别的方便都还行', 'star': 3}
{'descr': '其他各项服务还可以，就是外出乘车不是很方便！', 'star': 5}
{'descr': '住的是特价的无窗大床房，性价比很高，房间干净整洁，就是房间的杯子是很软的一次性的塑料杯，泡茶不是很方便。酒店位置还可以，就是坐公交和吃饭不大方便，隔音效果差点', 'star': 5}
{'descr': '不错，性价比很高！', 'star': 5}
{'descr': '位置有点偏，在立交桥附近。店面不太明显，藏在一个通道后。\r\n但店内服务和硬件设施不错，干净整齐，性价比不错。', 'star': 5}
{'descr': '性价比高,住了多次很不错.', 'star': 5}
{'descr': '房间里面发来的宣传单太多了！  附近交通还好，吃的也多，坐502可以去杭州大厦，也很近！！', 'star': 5}
{'descr': '服务非常好,而且酒店的环境也不错,位置还行但是门帘不是太明显,房间的卫生和设施都很不错,性价比挺高的.也是值得推荐的酒店.', 'star': 3}
{'descr': '我觉得除了位置有点偏以外，别的都还可以，环境不错，挺有特色的', 'star': 3}
{'descr': '挻干净的，服务也很热情 ，就是房间空间有点小，隔音效果不是太好。但总的来说还是不错的，性价比比较高。', 'star': 5}
{'descr': '第二次去了,还是不错的,特别是洗澡', 'star': 3}
{'descr': '第二次住了，除了隔音不太好，其他的很好', 'star': 5}
{'descr': '位置有点好不找，打车不方便，其他的还好吧', 'star': 1}
{'descr': '综合来看性价比可以了,特别是返现金', 'star': 5}
{'descr': '卫生服务方面都很不错,打扫的很干净,位置也可以,离市中心很近,很方便,但就是房间的通风效果不太好.', 'star': 3}
{'descr': '不错,住着舒服.', 'star': 3}
{'descr': '性价比非常高,设施也很很新,装修很现代.', 'star': 5}
{'descr': '房间很小。\r\n特价比网上的低。\r\n郁闷', 'star': 1}
{'descr': '房间里设施不错，看上去很新，也很干净，很多细节都考虑到了。性价比不错，值得推荐。', 'star': 3}
{'descr': '房间还是挺一般的,服务还可以,性价比还是挺不错的,位置因为我是自己开车过去的晚上虽然有广告牌但是我感觉还是挺难找的.还是挺一般的酒店.', 'star': 3}
{'descr': '除了位置稍偏，刚好位于两个公交站点之间，步行需一段时间，其他的都OK，房间各个细节都想得挺周到的，推荐下。', 'star': 5}
{'descr': '性价比很高，就是有点难找，隔音差', 'star': 3}
{'descr': '卫生服务比较到位，适合商旅或者短期旅居。', 'star': 5}
{'descr': '房间里面设施还不错，看着都还挺新的。就是窗是对着个天井，天井里很多空调室外机，不能开窗，开窗就有点吵了。', 'star': 5}
{'descr': '不错的地方', 'star': 5}
{'descr': '那桌子不错', 'star': 5}
{'descr': '很有特色的酒店，适合背包客', 'star': 5}
{'descr': '性价比不错，唯一缺点是隔音不好', 'star': 3}
{'descr': '我觉得这家酒店性价比还可以，环境还行，就是服务有点不太人性，上次去的时候是晚上了挺冷的，空调也不怎么管事，跟前台要床被子都不给，第二天又说了半天好话才给了一床被子，酒店在一个胡同里，不太好找', 'star': 3}
{'descr': '位置有点不好找，酒店的服务相当好，房间也比较温馨，就是有点小，性价比还是可以的', 'star': 5}
{'descr': '第一次去，地方有点难找，里面设施空间倒是挺大。大床房还可以，没有异味，赞一下卫生间马桶，不错。洗澡热水水压很好。唯一一点就是房间隔音不好，时不时传来叫床声，呵呵', 'star': 5}
{'descr': '酒店设计很时尚、很人性化，是做得比较优秀的快捷酒店，且性价比很高，下次还选择住那里。', 'star': 3}
{'descr': '这次住的标房，很失望，酒店外面就是高架，来往车辆太多，房间里关了窗还是很吵', 'star': 3}
{'descr': '装修很有特色,房间也舒适,关键是价格还很合理.', 'star': 5}
{'descr': '性价比比较高.虽然交通不是很方便.但整体对得起价格.不错.值得推荐', 'star': 5}
{'descr': '很精致的一家店，房间虽小但布置的还不错，但卫生间有异味，订的大床房，因为酒店呈回字形，大床房在口字形天井的周边，天井内装的空调外机，晚上睡觉得时候，空调外机的轰鸣声使的房间象车间一样，关着窗也没用，根本没办法睡觉，简直是一场噩梦，不知道标房怎么样，下次还会看看。', 'star': 5}
{'descr': '酒店的位置不错，逛街很方便，卫生还好，性价比也不错', 'star': 5}
{'descr': '地方不是很好找，有点冷，其他的还行，服务员态度还好啦', 'star': 5}
{'descr': '酒店客房服务不错，卫生条件很好，服务人员各方面素质也很高，不过交通不太方便出行有些困难.其它各方面还不错，性价比挺高的.', 'star': 3}
{'descr': 'very good', 'star': 5}
{'descr': '房间的卫生和设施方面做的都很不错,但就是酒店的地理位置很差,交通太不方便了,下次不会选择这家酒店了.', 'star': 3}
{'descr': '还不错，就是没早饭，不好', 'star': 3}
{'descr': '地方很偏僻！但是打的到车。附近吃饭的地方等于没有。走了好多路。到一个公交站排(濮家新村)这里 有家桂林米份 味道还可以的说。其实东站走路走过来不远的！服务还可以吧！这家酒店的电视我很喜欢！！卫生间布置的还可以。不知道为什么，刚进房间的时候有股味道。！暖气打着打着没了！奇怪列！', 'star': 5}
{'descr': '地点有点偏僻,与东站有一段距离', 'star': 1}
{'descr': '就是大床的房间没用窗户，不太好，其他还是非常不错的 ', 'star': 5}
{'descr': '比较经济，离杭州东站较近。', 'star': 5}
{'descr': '这次可能不是在五一假期去，所以很安静，感觉很亲切，第二次住了。', 'star': 5}
{'descr': '隔音效果实在有点差', 'star': 5}
{'descr': '真的很喜欢这家酒店的风格，很干净很雅致，处处彰显与同价位酒店的不同。最最重要的是无论是酒店的前台还是其他服务员都很人情味，让人感到很温馨，不像许多酒店，好似我们欠酒店钱不还，永远是冷冰冰的一张脸。', 'star': 5}
{'descr': '位置还是不错的,位于市中心,出行都很方便,但房间的条件不太好,硬件设施太陈旧了,感觉不太舒适.', 'star': 3}
{'descr': '位置确实比较隐闭。\r\n灯光用的白色，不舒服\r\n装修倒是还可以。\r\n\r\n总体感觉不舒服。', 'star': 1}
{'descr': '挺好的，用了券性价比挺高，就是远了点', 'star': 3}
{'descr': '不错的酒店，性价比还可以，除了地段稍微偏远了点，房间还是做的很温馨的，隔音稍微差了点', 'star': 3}
{'descr': '不错，很干净，价格也很便宜', 'star': 5}
{'descr': '酒店小了点，但装修还比较有意思。房间可能大小有差别，我住的比较小，窗户只有一个小的。缺点是电视比较旧而且是杂牌的，数字电视暖冲很慢（不知道是当地的数字电视的原因还是电视接收的原因）位置较为偏，要坐公车需走很远。周边没有便利店。感觉如果是出差住的话，还是可以的。', 'star': 5}
{'descr': '那块玻璃太可爱了。。无敌了  卫浴间只有一块透明玻璃隔着 不错  性价比高', 'star': 3}
{'descr': '大床房其实挺舒适的，最主要是能用40的抵价券，这样子的房价就性价比挺高了', 'star': 5}
{'descr': '太野蛮了。。洗澡的地方是透明玻璃  完全是春光随便泄  很适合情侣哦。。。蛮值得  就是  有点吵', 'star': 5}
{'descr': 'w ', 'star': 5}
{'descr': '就是地方比较难找点，总体还可以', 'star': 3}
{'descr': '位置真的不太好找，从东站公交车下，要走过去很多路。\r\n我提前一天预订的，结果到了那里只有一楼才有房间。\r\n服务员的态度还是比较好，早上的时候，外面很超，隔音效果不太好。', 'star': 5}
{'descr': '服务态度很好，就是地方不太好找。', 'star': 3}
{'descr': '还不错', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '朋友比较满意！~', 'star': 5}
{'descr': '面积虽然不大，但布局很合理，很好的体现了快捷酒店特点，酒店用品很务实，该简单的简单，很好用。', 'star': 3}
{'descr': '地方太偏，房间太小，浴室跟房间只隔一层玻璃都看的到的。。。', 'star': 5}
{'descr': '卫生不错', 'star': 5}
{'descr': '位置不太好找，在高架桥下，房间太小。', 'star': 5}
{'descr': '第二次住了，很好，这次在3楼没有上次闻到的气味了。', 'star': 5}
{'descr': '酒店特别不好找，不在路边，而且没有明显的标志，实在太费劲了', 'star': 1}
{'descr': '帮朋友定的，比较满意！~', 'star': 5}
{'descr': '    酒店总体不错，大堂瞒喜欢的，装修比较有特色，位置没有想象中那么麻烦，服务态度瞒好的，总的感觉还是可以的，值得一住。', 'star': 5}
{'descr': '这个酒店位置不太好找，说是在汽车东站旁边，但距离东站还有一定距离，下次最好标明离东站多远。刚进房间就感觉很小，很压抑。我的那间房窗户很小。最大的问题就是办公桌面不太适合光电鼠标滑动。服务员态度很好，服务也很好。舒适度一般。只有数字电视，无有线电视，有很多台看不到，尤其像我喜欢体育的，没有CCTV5。', 'star': 5}
{'descr': '简约而不简单，很不错的商务快捷酒店~就是距离商业区及西湖有点远~打车到西湖刚好20元~', 'star': 5}
{'descr': '性价比算是最好的了，就是地方偏了一点点，很不错了。', 'star': 5}
{'descr': '酒店就是价格比较便宜，设施和他的服务都比较一般，而且位置不太好找，不过这个价格也就这样了。', 'star': 3}
{'descr': '住的瞒舒服的，酒店瞒难找。。。。。', 'star': 5}
{'descr': '地方不太好找，环境还不错，我住的是没窗户的，感觉有点闷，卫生还比较干净，总的还不错。', 'star': 5}
{'descr': '因为酒店附近的道路在整修，标识不是很明显，所以当时不是很好找，其实酒店的位置还是不错的。卫生也打扫的很干净，就是房间空气不是很流通。他们的服务还是非常不错的。值得推荐', 'star': 3}
{'descr': '服务很好，就是房间通风不好，还有就是地址很难找。', 'star': 3}
{'descr': '服务很好，就是房间通风不好，还有就是地址很难找。', 'star': 5}
{'descr': '卫生和设施还错，但是入住的时候灯泡坏了，还好酒店做了即时的处理，但位置不是很好找，酒店的服务还是不错的，还算是一家性价比较高的酒店，值得推荐', 'star': 3}
{'descr': '服务方面是非常好的,设施也比较齐全,就是房间太小了,位置也不太好找,呆着不太舒适房间有些气味.', 'star': 3}
{'descr': '服务和卫生方面都很不错，设施也比较齐全，就是位置很不好找，太偏了。', 'star': 3}
{'descr': '地方蛮干净的，性价比比较高，服务态度不错，但是效率有待提高', 'star': 5}
{'descr': '帮朋友定的，他非常满意。', 'star': 5}
{'descr': '位置空间还可以，就是通风不太好，要一直开着空调。', 'star': 5}
{'descr': '刚去的时候觉得位置太差,因为出租车转了几圈才找到,而且在修路,酒店招牌不明显,住了两天觉得交通还可以,总的来说性价比不错,唯一觉得不太满意的是房间通风差!', 'star': 5}
{'descr': '房间气味太大，住着不是很舒服', 'star': 1}
{'descr': '房间比较有格调，要是灯光再亮一些会更好！~', 'star': 5}
{'descr': '上次去的时候,酒店外围正在装修,所以感觉有点乱,而且位置也不太好打,离东站还段距离,不过酒店的内部条件还不错的,蛮年青少,性价比还不错.', 'star': 3}
{'descr': '酒店的服务不错的，装修和设施都很好的，酒店的位置很难找的，标志不是很明显，酒店的价格还可以的', 'star': 5}
{'descr': '卫生环境还可以的，价格也很实惠。总体感觉还是不错的', 'star': 5}
{'descr': '酒店的经济实惠，房间有点小，没有窗户的房间通风效果不好，地址离汽车站近交通不便利', 'star': 5}
{'descr': '环境不错，价格比较合理，就是位置有点偏，交通不太方便', 'star': 5}
{'descr': '总的说来还行，就是交通不方便去个车站要走很读路呢，而且酒店不显眼去的时候也找了半天。。。。。\r\n不过卫生条件什么还是很干净的，就是洗澡的下水道有点慢其他都很好', 'star': 1}
{'descr': '之前就知道很难找，但没有想到真的是如此难找，找了我半个小时', 'star': 1}
{'descr': '设施比较新,内部设计比较舒服,离长途东站很近,适合出差的人入住', 'star': 5}
{'descr': '酒店的整体不错的，服务卫生以及设施都很好的，酒店的位置不错的，交通很方便的，性价比不错的酒店的', 'star': 5}
{'descr': '感觉这家酒店还不错，环境也比较理想，与在网上所看宣传的都差不多，就是离西湖有点。', 'star': 5}
{'descr': '房间挺干净的，设施也不错，而且价格也比较适中，就是位置不太好，交通有点不太方便 ', 'star': 5}
{'descr': '酒店位置不好比较偏交通很不方便,设施还可以,卫生和服务也都不错,但是不会推荐给我的朋友主要还是交通太不方便.', 'star': 1}
{'descr': '除了房间面积小了点，其它方面还是不错的，价格方面也比较合适的。', 'star': 5}
{'descr': '酒店的房间不隔音，晚上睡觉比较吵，隔壁房间说话都能听见，除此之外都还不错，比较干净，设施也挺完善的，还有就是酒店不是特别好找，但是如果来这个附近出差，我觉得还可以。', 'star': 5}
{'descr': '酒店就是到晚上上网的时候网速会比较慢,其他方面都还是可以,价格也比较适中.', 'star': 5}
{'descr': '酒店的整体感觉不错，价格合适，服务和卫生条件也不错，就是门面不是太明显，我当时找了两趟才找到', 'star': 5}
{'descr': '酒店的服务卫生以及设施都不错的,酒店的位置离市中心比较远,坐车不是很方便的,价格还可以的', 'star': 5}
{'descr': '和网上的照片差别真大   灯都不开.....还有 给我的房间没有宽带 竟然还不给换\r\n除非别的地方没房间  不然绝对不要来   他旁边就有一家如家  还有特价房  才135', 'star': 1}
{'descr': '酒店的服务卫生方面还是不错的,周边交通也蛮方便的,价格也比较合适的.就是隔音效果不太好.', 'star': 5}
{'descr': '酒店的居住环境，服务都还不错，地理位置离市中心稍微偏了一些，但交通还是比较方便的', 'star': 5}
{'descr': '酒店位于萧山,距离市区还是比较远的出行交通不是很方便,环境硬件设施都还不错,价格也很合适.', 'star': 5}
{'descr': '整体感觉还不错，服务和卫生都还好。就是位置有点偏、一大早外面不知道是工作人员讲话还是大街上传的声音，很吵！', 'star': 5}
{'descr': '服务员素质差', 'star': 5}
{'descr': '不错，就是位置有点偏。', 'star': 5}
{'descr': '位置比较偏,环境硬件设施都还不错,位置出行也很方便,价格也很优惠.', 'star': 5}
{'descr': '卫生状况不错，挺干净的，当时住的房间小了点，有点拥挤，其他都不错', 'star': 5}
{'descr': '酒店整体还可以，价格卫生都不错。', 'star': 5}
{'descr': '酒店很安静，因为是新开的吧，人很少，除了总台看到一个客人，之后再没见过其他客人。工作人员也不多，就看到一个前台两个保安，很奇怪没有看到服务员。\r\n我定的时候只有豪华房一个房型，今天一看又多了两个房型。到总台问前台还有其他房型吗，总台只是笑笑没有回答。后来有其他客人问的时候，就有98元的特价房，说是没有窗子，其他设施是一样的。\r\n房间的网线插头不灵，老是掉线上线。\r\n说是豪华房，其实就是一般的标间，', 'star': 5}
