{'短评内容': '环境好，设施齐全！', '短评打分': 5}
{'短评内容': '非常好，价格公道，离那里都方便，下次还会去的。', '短评打分': 5}
{'短评内容': '酒店很不错，很安静，不过去的时候对面有施工，所以早上有点吵！没睡懒觉，呵呵。去苏州旅游选择这家酒店，网上订的，价格很公道，顶！晚上睡觉被蚊子咬醒了，这个·······哎，不解释。下次去苏州应该还会订的！', '短评打分': 5}
{'短评内容': '这个酒店还是很不错的。对得起这个价格啊～', '短评打分': 5}
{'短评内容': '很不错，位置好，很舒适！推荐一下。', '短评打分': 3}
{'短评内容': '很不错！庭院式，有停车场，房间挺干净的，卫生间的淋浴设备我蛮喜欢的！下次还来。', '短评打分': 5}
{'短评内容': '房间后面有个小学校，早上有点吵，总体来说不错，性价比可以。', '短评打分': 5}
{'短评内容': '价格合理 也很干净 比其他的连锁酒店要大很多 在市区这样的价位跟大小很难得了哎 强烈推荐', '短评打分': 5}
{'短评内容': '不错，环境好，服务好，位置好，价格低不错，环境好，服务好，位置好，价格低', '短评打分': 5}
{'短评内容': '挺好的。各方面都满意。就是洗澡水稍微有一点凉，放了好长时间，可能是那几天下雨，天气不太好。', '短评打分': 5}
{'短评内容': '还不错。前台都是年轻的帅哥。不比那些知名酒店差。', '短评打分': 5}
{'短评内容': '属于经济型的酒店，建在小学旁边，早上有点吵，房间不大，其他还行。', '短评打分': 5}
{'短评内容': '房间虽小，但很干净，前台的小伙子都很幽默热情。\n特别说一句，网速真好~~~', '短评打分': 5}
{'短评内容': '安静 干净 屋子虽小 但是还不错。离山塘街 观前街都不远。从火车站坐游1路儿童医院下车 前行三四百米就到了。酒店不远处有公交游1，可以去很多景点.', '短评打分': 5}
{'短评内容': '酒店位置还可以，设施也齐全，就是热水出得慢。', '短评打分': 3}
{'短评内容': '总体感觉不错。洗漱用品都很齐全，性价比很高，大概离观前街两站路左右。', '短评打分': 5}
{'短评内容': ' 酒店挺安静，就是房间相对比较紧凑!', '短评打分': 3}
{'短评内容': '怎么这样呢，去苏州都住你们家，今年都去住过3次了，每次定的都是大床房，可一次比一次差，这样不太好吧', '短评打分': 1}
{'短评内容': '设施不错，但是店里明明写的是可以免费延时到下午两点，结果问了下只能延时到一点', '短评打分': 5}
{'短评内容': '走廊有点异味，但房间比较干净，还咒是可以的。', '短评打分': 3}
{'短评内容': '房间还不错，离观前也很近，卫生也可以，旁边有家海鲜烧烤不错', '短评打分': 5}
{'短评内容': '不错，周围环境好，酒店里面也很干净明亮。', '短评打分': 5}
{'短评内容': '酒店不错，环境舒适，服务良好，安全可靠.没有乱七八糟的东西。一个人住在苏州自由行较适合。', '短评打分': 5}
{'短评内容': '十净，卫生，交通方便，结构合理，下次还住。', '短评打分': 5}
{'短评内容': '地点很靠近观前街 门口也有停车位 交通方便 到火车站也有公交车 价位也合理 就是卷纸份量少了点 ', '短评打分': 5}
{'短评内容': '周围环境什么的都不错，边上就是闹市区观前街，出行方便，房间卫生，就是小了点，总体来说还是不错的', '短评打分': 5}
{'短评内容': '很干净！', '短评打分': 3}
{'短评内容': '还不错。', '短评打分': 3}
{'短评内容': '不错，干净整洁，安静，离景区很近，交通方便。', '短评打分': 5}
{'短评内容': '不错，干净整洁，安静，离石路很近，交通方便', '短评打分': 5}
{'短评内容': '很好 但是玉佩丢了没找到 有点怀疑 ', '短评打分': 3}
{'短评内容': '住过两次了，房间很安静，还有电脑上网，很舒适，不错', '短评打分': 5}
{'短评内容': '恩,房间不错!设施齐全挺干净的就是我房间电视线路问题就四个台纠结了', '短评打分': 3}
{'短评内容': '酒店还不错，房间啊床啊都蛮干净的，地理位置也很棒，缺点就是电视太老了而且信号少，水热的有点慢。本来住的很顺心，但是走的时候发生了不愉快，打印机没纸了，害得我退房耽误了好长时间误了火车！！！这应该晚上交班的时候就完成了吧，酒店的工作失误给我造成了很大的困扰。然后还多收了我70元，不过后来的工作态度还不错，希望这只是偶然现象。', '短评打分': 5}
{'短评内容': '酒店隔音效果很差，服务员很没有素质，很早就在走廊里喊叫，影响客人的休息。打扫房间时忘记补充单日的洗漱用品，打电话到前天要了无数次，答应马上送过来，可是直到我第二天退房都没有送过来。前台结账很混乱，而且房卡我每天都要去前台充磁，很折腾。极力不推荐大家订这个酒店。', '短评打分': 1}
{'短评内容': '住了三个晚上，非常不错，房间很干净，唯一不足的就是隔音效果不太好。不过总体很好，值得推荐，交通很方便。', '短评打分': 5}
{'短评内容': '很实惠！下次还来住！', '短评打分': 3}
{'短评内容': '不错，很给力，服务态度好，离景点也近，就在艺圃附近，在虎丘，寒山寺，拙政园，网师园的包围之中，交通方便！！！', '短评打分': 5}
{'短评内容': '酒店位置不错，房间干净整洁，就是有点小。酒店院内有停车场，方便自驾游的朋友停车。', '短评打分': 5}
{'短评内容': '服务很周到，非常不错', '短评打分': 3}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '还不错吧，挺干净的！！！！！！！！！！！！！！！！！1', '短评打分': 5}
{'短评内容': '还行吧，对得起这个价位，经济型中的经济型', '短评打分': 5}
{'短评内容': '性价比不错，位置、环境都算不错，就是不知道为什么不像其他快捷酒店那样早上给换毛巾，毛巾我们早上走时什么样，晚上回来还是；拖鞋也是，不给换新的，这点需要改进', '短评打分': 5}
{'短评内容': '房间蛮好的，空间比较大， 床也比较大，卫生间很干净，远离马路，很幽静。', '短评打分': 5}
{'短评内容': '性价比不错的酒店，地理位置也不错，离观前街一站路，走路也就十分钟，晚上出去不远还有夜市大排档，唯一不足的是酒店的前台，办理速度奇慢，如果你有耐心，就等等吧', '短评打分': 5}
{'短评内容': '酒店很好，很干净，而且前天帅哥很热情，下次来苏州还住这！', '短评打分': 3}
{'短评内容': '不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错', '短评打分': 5}
{'短评内容': '当天晚班的那个前台态度不好，房间有蚊子', '短评打分': 3}
{'短评内容': '环境还不错,就是隔音效果不好', '短评打分': 3}
{'短评内容': '位置比较好，睡觉也很安静，不足是房间小地板角落有点脏…', '短评打分': 3}
{'短评内容': '酒店很好。', '短评打分': 3}
{'短评内容': '不错，前台速度有点慢,房间很干净,下回还会再来', '短评打分': 5}
{'短评内容': '满意,房间很干净,没想象的大,交通也很方便，不错下回还来', '短评打分': 5}
{'短评内容': '环境不错，前台速度比较慢,白天热水不热啊！', '短评打分': 5}
{'短评内容': '很不错的房间', '短评打分': 3}
{'短评内容': '环境不错,性价比高.隔音不好', '短评打分': 3}
{'短评内容': '酒店总体性价比不错，图个便宜和方便，不过我住时晚上没热水，洗了个冷水澡，我都懒得找前台了\n办理速度也不快', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '除了水热的慢其他都很好.', '短评打分': 3}
{'短评内容': '地理位置不错，交通也方便，设施还可以，服务也不错，住的还算愉快，做为同行，我建议提升客房质量，另外前台缺乏微笑哦！', '短评打分': 5}
{'短评内容': '很干净，下次会再来的，服务也很好，位置也不错', '短评打分': 5}
{'短评内容': '环境不错。挺干净。价格适中。大众消费。挺好的。关键是提供无线+有线上网方式。而且哪个网速超级快哟。。。总体很满意。缺点有一个。不知道是苏州人慢性子还是服务人员慢。在我前面有3个客人。我将近等了1小时才轮到我。而且我退房的时候一看。也还是3.4个客人。都在那里等着开房间= =', '短评打分': 5}
{'短评内容': '地点离观前街很近 附近很热闹 用餐方便 房间不大 性价比还行 推荐入住～', '短评打分': 5}
{'短评内容': '好的  可以的  前台人员服务也好 下次来还住这', '短评打分': 5}
{'短评内容': '很不错哦，价格公道，而且住宿环境也不错，还有个小阳台呢。', '短评打分': 5}
{'短评内容': '酒店其他的设施还行吧，比较新，就是热水不够热，还有最主要的是前台办理入住太慢，服务意识不强，把客人撂一边，自己在那里找账单，客房说打扫好了，结果等慢悠悠的入住手续办完之后上去还没打扫好！', '短评打分': 5}
{'短评内容': '细节上可以看得出卫生状况有点糟糕〜\n杯子里全是灰，还有死虫子\n墙角黑乎乎的\n', '短评打分': 1}
{'短评内容': '位置還可以，交通也比較方便。晚上景德路上的婚紗店很漂亮，附近的學士街也很多小吃。', '短评打分': 5}
{'短评内容': '感觉环境不错，服务态度不错，房间挺干净整洁的，宽带与无线网络都有，有无线网络方便我们用手机上网，但有时网速太慢，太卡。洒店在景德路上，对来苏州游玩的人来说，门前公交线路就可带大家去游览较多的景点，交通挺方便的。', '短评打分': 5}
{'短评内容': '还可以  就是房间有点小  离观前街稍稍有点远                                ', '短评打分': 5}
{'短评内容': ' 订的凯华世家118元的大床房，房间和床都相当小，看了一下其他房间都比我住的大。环境还行。', '短评打分': 3}
{'短评内容': '个人感觉挺好,想去观前街或附近景区的朋友可以考虑,必竟价格比较低,性价比很强', '短评打分': 5}
{'短评内容': '地段是不错，交通挺方便的。房间基本干净卫生，就是 服务需要再周到些，应该第一时间解决客人的问题。', '短评打分': 5}
{'短评内容': '房间很干净，就是小点，酒店的服务很到位，下次如果去苏州还去', '短评打分': 5}
{'短评内容': '性价较高，住的大床房，干净宽敞，就是隔音效果一般，另外开了两个房间只给一个电吹风，回复是近百房间，只有配置不超十个吹风。', '短评打分': 3}
{'短评内容': '感觉 好像没有介绍中的20平米  总的还可以', '短评打分': 5}
{'短评内容': '酒店很好。位置好！服务好！性价比好高啊！', '短评打分': 3}
{'短评内容': '房间很整洁，东西也很齐全。就是房间稍微小了点。总体来说，挺好的', '短评打分': 5}
{'短评内容': '还可以吧  就是房间有点小 水杯很脏 不过我也不用  哈哈  自带的 ', '短评打分': 5}
{'短评内容': '第二次住了，还是不错的。', '短评打分': 3}
{'短评内容': '房间干净，环境比较温馨。性价比较高。唯一美中不足的是隔壁是一小学，白天比较吵。会影响休息。。。。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '窗帘有点蹩脚了，睡到早晨太亮了，影响睡眠', '短评打分': 5}
{'短评内容': '位置很好去玩的地方吃饭都很方便，住宿的环境也很不错 上下楼都有电梯，房间干净而却不是很老的点，总体感觉很好。', '短评打分': 5}
{'短评内容': '很不错！第一位置很不错，第二房间很干净！第三服务很好！', '短评打分': 5}
{'短评内容': '还可以吧，就是离观前街远了点，而且旁边有所小学，有点吵。', '短评打分': 1}
{'短评内容': '房间很明亮，色调不错，干净，就是服务态度需要改善一点，就更好了', '短评打分': 5}
{'短评内容': '位置不错！挺方便！。。就是卫生间设施陈旧。。卫生间的窗户虽然是磨砂的，，但是最好希望有窗帘什么的', '短评打分': 5}
{'短评内容': ' 设施较新 可惜卫生打扫的不够干净 热水放很久不热', '短评打分': 3}
{'短评内容': '地理位置还行，离观前街1站路，前台服务态度也不错。不过房间比较小，房间里没有吹风机。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '环境不错，位置靠近石路，价格公道，值得推荐', '短评打分': 5}
{'短评内容': '对此次行程安排很满意谢谢', '短评打分': 3}
{'短评内容': '服务态度不错，就是房间有点小了。设施也还完备，总体说来还行吧', '短评打分': 5}
{'短评内容': '还蛮干净的 啊，下次还会去，服务人员态度也蛮好的 啊，', '短评打分': 5}
{'短评内容': '酒店挺干净，离离市中心较近，就是房间较小。总体来说不错！', '短评打分': 5}
{'短评内容': '就再市中心，去各个景区都很方便，有公交车直达，房间一般。', '短评打分': 5}
{'短评内容': '性价比不错！', '短评打分': 3}
{'短评内容': '苏州凯华世家酒店价格适中，服务态度好，居住舒适，干净卫生，住了2天较满意。', '短评打分': 5}
{'短评内容': '三点大电弧过去说好帮我留住房间的，四点打过去说：已经注满了。闷。信誉很重要的', '短评打分': 1}
{'短评内容': '交通很方便，到火车站才4站路，到观前1站路，旁边是学校，周末的话早上很安静，晚上也不吵，房间蛮整洁的，看得出来东西都比较新，感觉不错，下次还会入住', '短评打分': 5}
{'短评内容': '服务态度不错，卫生状况良好，房间干净整洁，周边环境比较安静，经济实惠型酒店，向朋友推荐！', '短评打分': 5}
{'短评内容': '酒店环境很安静，靠近学士街，可以吃小龙虾。', '短评打分': 5}
{'短评内容': '环境很好 业务一般 交通便利 推荐入住', '短评打分': 3}
{'短评内容': '凯华世家不错。', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '标准间挺大…还有个小阳台…前台工作人员也很亲和…', '短评打分': 3}
{'短评内容': '环境还不错啦…还有无线网络…位置也不错…', '短评打分': 3}
{'短评内容': ' 房好      第二次入住了', '短评打分': 3}
{'短评内容': '环境还不错，比较满意，离景点比较近，还算方便。', '短评打分': 3}
{'短评内容': '酒店干净整洁就是房间有点小。', '短评打分': 3}
{'短评内容': '酒店不错，值得推荐，卫生，服务都是没问题的，值得推荐', '短评打分': 5}
{'短评内容': '酒店不错，屋子虽小，但是设施挺齐全的，要是有电脑就更好了……', '短评打分': 3}
{'短评内容': '终于找到了，房间挺新的，就是比网上看到的小了点', '短评打分': 3}
{'短评内容': '交通很方便，环境尚可。', '短评打分': 3}
{'短评内容': '位置挺合适，价格挺公道，服务也蛮周道的！', '短评打分': 5}
{'短评内容': '房子设计还不错，还算舒服，就是窗外有小学，早上很吵；还有就是三合一洗发浴液差些', '短评打分': 5}
{'短评内容': '不错，就是有小孩子的吵闹声。空调有点异味的。洗漱品齐全', '短评打分': 5}
{'短评内容': '性价比很高，房间比布丁、如家稍大，感觉不错，位置也很好', '短评打分': 5}
{'短评内容': '酒店不错，性价比很高', '短评打分': 3}
{'短评内容': '一行三十多人入住酒店，印象很好，干净整洁，服务人性化，下次团队还会入住！', '短评打分': 5}
{'短评内容': '酒店环境不错，干净，服务很到位，有求必应，赞一下！', '短评打分': 5}
{'短评内容': '酒店比较干净,设施齐全,交通便利,推荐大家入住.', '短评打分': 5}
{'短评内容': '房间满干净的 还不错', '短评打分': 3}
{'短评内容': '位置很不错，服务员的意识很强，值得推荐，', '短评打分': 5}
{'短评内容': '酒店设施不错，值得推荐，服务意识很强，地理位置相当好', '短评打分': 5}
{'短评内容': '环境还不错，188的房型更好点，有阳台.就是离市中心还有点远', '短评打分': 5}
{'短评内容': '相当不错，环境和服务都好。\n给点小小的建议：由于贵酒店的吹风机不够，可以实行3小时内无偿借用，这样就不会造成有的客户没得用，有些客户不用而占用的情况', '短评打分': 5}
{'短评内容': '感觉还不错！感觉蛮幽静的！就是洗澡的地方不是盆浴的！', '短评打分': 5}
{'短评内容': '位置适中 ，房间很小，但是很干净，门口有公交车站，但是苏州的出租车实在是太难打了，做小蹦蹦容易受骗', '短评打分': 5}
{'短评内容': '房间环境还可以，服务也挺好。就是酒店的热水不给力。要放十几分钟才热起来，还有就是电吹风要事先借，否则没有。建议酒店每个房间放一个。', '短评打分': 5}
{'短评内容': '这家酒店的设施不错，卫生特好。唯一的缺陷就是电脑桌太小。希望能改进；下次还来这里', '短评打分': 5}
{'短评内容': '酒店位置蛮不错的，住了两天，前台服务也不错，就是隔音效果有点差', '短评打分': 5}
{'短评内容': '地段还是可以的，离观前街一站路。\n环境也好，设施也不错，唯一的不足就是防滑垫都长霉了TAT', '短评打分': 5}
{'短评内容': '先前看了网友说的各种不好不爽不愉快，作好了比较坏的思想准备去的，到那才发现，设施足以对得起价格了，我对旅店的要求不高，床干净，卫生设施干净，各种干净，周围不闹，价格便宜。这家店都能做到，我就比较满意了，就这样。', '短评打分': 5}
{'短评内容': '还可以，服务还不错，就是隔音效果有点差，电视台较少。', '短评打分': 5}
{'短评内容': '我订的是特价房，所以相对于其他连锁酒店凯华的价格算实惠，房间比较整洁，就是房间属于迷你型，整体来说很不错', '短评打分': 5}
{'短评内容': '酒店地理位置很好，离观前街很近，交通很便捷。而且有停车位，但是要去早一点，因为晚上会有大巴入驻。我住的高级大床房比较小，设施一般，就多了台电脑。房间隔音效果不好，隔壁讲话听得清清楚楚。前面是个小学，但我住的时候是周末，不知道工作日有没有影响。', '短评打分': 5}
{'短评内容': '第一天没大床房，第二天才给我们换的。早上换了房之后，我们也没多留意，就出去玩了，到晚上7点多才回来，一回房，就发现电视机没有遥控器，打电话到前台，没多久保安叔叔就来了，很疑惑的说，怎么会没有遥控器呢，你们自己找找吧，我把情况解释了下，保安叔叔说，那你们就将就手动控制吧。。。客观评价，房间还是可以，无论是第一天的标间还是第二天的大床房，比较卫生，浴室水也可以，隔音效果一般，不过周围环境比较幽静，整体', '短评打分': 1}
{'短评内容': '设施齐全，服务好，处于观前和石路中心地段 不错 推荐', '短评打分': 5}
{'短评内容': '卫生可以，只是觉得不是特别正规，门卡总是不好使，前台不专业，位置还可以。', '短评打分': 3}
{'短评内容': '隔音较差 牙刷什么的太不好了 态度也不怎么热情', '短评打分': 1}
{'短评内容': '酒店蛮好的，条件尚可，前台服务员都还蛮热情的，缺憾就是隔音效果太差了', '短评打分': 5}
{'短评内容': '很不错的一家酒店，比较干净、床很舒服...但是，离拙政园、狮子林这些景点还是挺远的，苏州的出租车非常难打，从酒店到上面的景点要做4-5站公交车，还堵车，到火车站也要坐好多站。总体来说，酒店还是不错的', '短评打分': 5}
{'短评内容': ' 环境很好,性价比很高', '短评打分': 3}
{'短评内容': '环境挺好  卫生可以 就是后面有小学   白天会有点吵   而且旅行团比较多\n性价比可以 ', '短评打分': 5}
{'短评内容': '小了点,还好比较便宜。附近餐饮比较发达，吃饭的地方很多。', '短评打分': 5}
{'短评内容': '已经两次了，上次住也是，让服务员换一下毛巾，都答应了，结果都没换。', '短评打分': 1}
{'短评内容': '挺好的  恩 恩 哈哈\n位置良好 环境优雅', '短评打分': 5}
{'短评内容': '房屋内干净,舒服,服务态度好,交通便及,', '短评打分': 5}
{'短评内容': '房间稍小，但很干净，东西也很齐全。适合工薪阶层入住。................................', '短评打分': 5}
{'短评内容': '价格比较合适,只是距离观前街还有一段比较长的距离,不过周边吃饭还是比较方便的', '短评打分': 5}
{'短评内容': '酒店位置很好，出行非常方便，性价比还算可以，会向朋友们推荐。', '短评打分': 5}
{'短评内容': '房间比较清楚，交通及周边环境也不错，不过饭店的早饭较差，如入住，尽量在外边吃。', '短评打分': 5}
{'短评内容': '性价比还可以的性价比还可以的性价比还可以的性价比还可以的', '短评打分': 5}
{'短评内容': '比较新，适合背包族入住，没有早餐，附近吃饭的地方很多', '短评打分': 5}
{'短评内容': '很好，光线不错，也很安静，最主要是淋浴洗的很舒服', '短评打分': 5}
{'短评内容': ' 宾馆服务不错，房间很干净!', '短评打分': 3}
{'短评内容': '环境优雅，很给力的宾馆！', '短评打分': 3}
{'短评内容': '酒店位置不错，附近有一条餐饮街，房间比较干净卫生，就是房间设施太简单，算不上高级大床房，节假日期间价格还比平时高，酒店人员服务态度还不错！ \n', '短评打分': 5}
{'短评内容': '酒店房间等各方面可以,就是早餐比较差,品种.质量不是很好.\n\n', '短评打分': 5}
{'短评内容': '酒店给人没有安全感，刚入住就有人说他们东西丢了不知道什么原因，隔音特别差，', '短评打分': 1}
{'短评内容': '房间虽然小了点，但是干净，也有无线网络。', '短评打分': 5}
{'短评内容': '  酒店很干静 服务态度好', '短评打分': 3}
{'短评内容': '酒店位置不错，附近有一条餐饮街，房间比较干净卫生，就是房间设施太简单，算不上高级大床房，节假日期间价格还比平时高，酒店人员服务态度还不错！', '短评打分': 5}
{'短评内容': '干净，洗脸池有点小 连放水杯、牙刷的地方都没有', '短评打分': 5}
{'短评内容': ' 房间小了点 不过这价也就这样了', '短评打分': 3}
{'短评内容': '1.电视不大给力啊，最好换成液晶的，能点播的~~\n2.被子很柔软，很舒服，很喜欢。\n3.台灯也蛮好的\n4.洗澡也和舒服，就是热水来的比较慢~\n5.最好在房间里加上吹风机~', '短评打分': 5}
{'短评内容': '位置很好，设施一般吧，不适合追求舒适的去', '短评打分': 5}
{'短评内容': ' 各方面都不错，就是房间有点小', '短评打分': 3}
{'短评内容': '服务态度还可以，但是卫生实在是不像话，不知道是不是过节比较忙，热水供应很慢，床单或是被子总是有污点，沐浴露也不能及时补充，牙膏打开居然是不密封的', '短评打分': 1}
{'短评内容': '酒店不错', '短评打分': 3}
{'短评内容': '给朋友订的，据说房间灰常的MINI，隔音效果不大好', '短评打分': 5}
{'短评内容': '房间小巧玲珑，蛮干净的，该有的设备都有，还有无线网络，就是电视只有6个台，要是不带ipod touch还蛮无聊的', '短评打分': 5}
{'短评内容': '离观前街比较远，价格相比同行贵了点，最多150元一间。', '短评打分': 1}
{'短评内容': '酒店不如想象得好，隔音不好空调太想，前边小阳台和隔壁就用一块玻璃隔来，还什么豪华标准间，太不安全了，', '短评打分': 3}
{'短评内容': '很好 交通方便 在馆前和石路中间 房间干净', '短评打分': 5}
{'短评内容': '干净简洁！比较卫生！地理位置优越，距商业中心步行10分钟。', '短评打分': 5}
{'短评内容': '整体不错，就是安排到了锅炉房下面的房间，晚上声音跟吵，整个房间都在晃', '短评打分': 5}
{'短评内容': '房间干净，前台服务热情，房间隔音措施有待提高，不过对得起房价，性价比高。', '短评打分': 5}
{'短评内容': '离观前街走路十多分钟 我们订的是大床房  房间比较小 房间设施齐全 比他便宜的连锁都满了 才选的这个店 一般。 ', '短评打分': 3}
{'短评内容': '房间比较小 但是很温馨 店员服务非常好 总体很满意', '短评打分': 5}
{'短评内容': '4楼热水不热  窗户对着居民房 性价比还行', '短评打分': 5}
{'短评内容': '热水供应不太好 我晚上11点左右几乎水不热 早上8点多试下水更冷\n我只是希望正好我这个时段碰到他水不热，心里还是希望这个房间只是个例', '短评打分': 1}
{'短评内容': '服务不错，位置也不错！！！！离观前也近！！！稍微有点贵,,...', '短评打分': 5}
{'短评内容': '环境不错，温馨，值得推荐！如果下次再去苏州一定住在这里', '短评打分': 5}
{'短评内容': '酒店很不錯，離觀前街步行也就十五分鍾左右，空調和熱水都很給力，下次還會來的，給她評', '短评打分': 5}
{'短评内容': '前台小姐服务很热情 谢谢        房间还可以吧  我觉得花这个钱住的挺值....', '短评打分': 5}
{'短评内容': '总的来说，对于这个价位的酒店还算可以。房间也是比较干净的。自费旅游的话，考虑到费用的问题，这个酒店还是不错的选择。如果是出差，则条件还是有点差了。', '短评打分': 5}
{'短评内容': '位置挺好 交通方便 房间也挺干净 环境不错的', '短评打分': 5}
{'短评内容': '酒店环境不错，不吵闹，坐公交也方便，旁边就有超市，不远也有很多地方特色菜馆', '短评打分': 5}
{'短评内容': '总体环境还不错，服务态度OK，下次需要的话还会住这家酒店', '短评打分': 5}
{'短评内容': '房间挺干净，价格也挺优惠，就是有点小，但是还是值得推荐。', '短评打分': 5}
{'短评内容': '这家酒店性价比还是不错的， 值得推荐。下次有朋友去苏州我还是会推荐的，位置好，环境好。', '短评打分': 5}
{'短评内容': '和观前街有点远，但是还蛮安静的。一到的时候听说没有热水，吓到了，不过到房间发现热水有的，很好。', '短评打分': 5}
{'短评内容': '所谓的豪华大床间，房间很干净，但是有点小，豪华也谈不上。不过有一点要说明，床和枕头真的很不错的，睡着很爽，呵呵！！一觉睡到大天亮啊。', '短评打分': 5}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '交通还算是方便，地方还算干净。所以值得推荐。', '短评打分': 5}
{'短评内容': '位置很好~新开业应该不久装修很新，前台服务态度也不错！值得推荐。入住了2晚。觉的还是不错。周围饭店挺多，酒店也很多。方便！去商业街很近了！', '短评打分': 5}
{'短评内容': '可以 是 可以 服务态度蛮好！！！那个电视机啊 热水不热啊  马上过来弄好了！！！！128稍微贵了点！！！', '短评打分': 5}
{'短评内容': '还好！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '离观前街其实也不近 房间还比较新  就是大床房小点 有加钱换的豪华大床房', '短评打分': 5}
{'短评内容': '很干净哦，给个好评哦', '短评打分': 3}
{'短评内容': '性价比很高，房间很温馨！交通也还蛮方便的。', '短评打分': 5}
{'短评内容': '酒店的位置离市区有点远交通不是太方便，房间面积很小卫生设施这点还不错，服务态度还可以挺好的，价格的话还行。', '短评打分': 3}
{'短评内容': '总的感觉还可以，离观前街有点近。卫生方面也不错。', '短评打分': 5}
{'短评内容': '，地点和环境很好，价格公道。', '短评打分': 3}
{'短评内容': '位置还不错的，房间也比较安静，就是卫生间水压有点低', '短评打分': 3}
{'短评内容': '除了有点贵，其他都还不错的，同价位在别的城市也可以住上这个档次或者比这更好', '短评打分': 5}
{'短评内容': '房间很小，床也很小。交通不是很方便,离观前街还有一段距离。打车非常不方便。价格很高了，性价比不行。', '短评打分': 1}
{'短评内容': '服务好，价格偏高。', '短评打分': 5}
{'短评内容': '一楼房间整洁，就是卫生间淋浴房地漏有点堵塞，下水不畅。其它基本满意。', '短评打分': 5}
{'短评内容': '不像新开的宾馆，设施不好，头一次用这么差的牙膏牙刷，像是过期的。。。', '短评打分': 1}
{'短评内容': '+可以', '短评打分': 5}
{'短评内容': '厕所水压有时会不稳定，其他的都还不错。比较安静的', '短评打分': 5}
{'短评内容': '+入住可以就是一次性拖鞋质量不是很好，隔音效果不佳！', '短评打分': 5}
{'短评内容': '房间有点小，其他还可以，强力推荐宾馆附近有一家面馆，就在景德路的一个路口上，附近都是饭店，那家面馆的面很好吃。生煎也不错。早上可以去尝一下', '短评打分': 5}
{'短评内容': '象住在临时搭建的阁楼里。房间小的吓人，洗脸池上都没台盆放东西', '短评打分': 1}
{'短评内容': '房间还可以，就是离观前街有1公里，三轮车白天起步是8块，晚上是10块，还有即使是周一也难打的。如果赶时间的情况下一定要提前出门', '短评打分': 5}
{'短评内容': '房间很干净，设施也比较完善，就是价格高了些', '短评打分': 5}
{'短评内容': '酒店的地理位置很好，出行交通很方便。', '短评打分': 5}
{'短评内容': '闹中取静环境还是很不错的，就是房间不大。', '短评打分': 5}
{'短评内容': '前台不错，服务很好，很热情.', '短评打分': 5}
{'短评内容': '地理位置非常好，挨着观前街.对面是环秀山庄。非常不错的地段。房间也比较干净。', '短评打分': 5}
{'短评内容': '总的还算可以。', '短评打分': 5}
