{'descr': '隔音比较差', 'star': 4}
{'descr': '床太小太矮，房间陈旧，这么冷的天竟然不能开空调送暖，没有有线电视，所有的台都有雪花，中央台的频道雪花多到看不起，沙发很旧，款式老到没兴趣坐，而且是绿色的。\r\n插卡通电源的那个卡槽竟然一边松动的要掉出来。没有衣柜，房间很小，就这样的房间一晚要两百多实在不值，重庆这里其他地方，超过两百的房间可以很舒适了，这次就是花钱买教训，不会再有第二次。', 'star': 1}
{'descr': '酒店满干净，交通也算方便，特别在于建在山边水边，大堂和公交车道在九楼哦', 'star': 3}
{'descr': '有点旧，居然还有老鼠！无语，地理位置到不错，就在景点旁边。', 'star': 1}
{'descr': '感觉不错，就在江边，是旅游观光的好住处，步行去看长江交汇非常近！', 'star': 5}
{'descr': '地理位置还行                                               ', 'star': 5}
{'descr': '餐厅卫生太差，服务员服务态度不满意1111111111111111111111', 'star': 3}
{'descr': '不错！', 'star': 5}
{'descr': '这是我所住过的莫泰酒店中最差的一家，里面设施就是以前的国营宾馆一样陈旧，墙壁掉漆，桌子掉漆，边缘像老鼠啃过一样，椅子中间塌下，无提供纯净水，无直饮水等等，房间内还有一股难闻的厕所味。还好我是晚上到的将就一晚，明天搬走。', 'star': 1}
{'descr': '江景房位置不错，可以远眺嘉陵江索道缆车的来回穿梭。但卫生间的洗澡水压太低，感觉大打折扣!', 'star': 5}
{'descr': '位置不错，虽然酒店环境一般，但性价比较高', 'star': 1}
{'descr': '早餐卫生非常差，餐厅服务员素质也非常低，早晨看见糕点上爬满了苍蝇，要求服务员把爬过的糕点撤了，把苍蝇给打了，结果喊了一遍无动于衷，喊了两遍的时候，才是慢悠悠的走过去把手晃两下就OK了，这种餐厅服务卫生和服务态度真让顾客难以接受！', 'star': 5}
{'descr': '莫泰168重庆解放碑店的位置可以说超极棒出门就是洪崖洞，步行五六分钟可到解放碑。但是酒店的卫生情况实在不敢恭维，屋子一股霉味，床底下发现喝完丢弃的饮料瓶。希望酒店能加以改善。', 'star': 5}
{'descr': '装修太旧了 服务有些奇怪 吹风机要自己去吧台拿从没见过。好在在洪崖洞一切不便可以暂不考虑', 'star': 5}
{'descr': '酒店位置离解放碑就一站，离朝天门也就两站，酒店旁边就是过江索道和洪崖洞，位置临江，很好，很满意。周边吃饭的地方也很多，刘一手，朱胖子烂火锅，小天鹅火锅，网吧，超市都很方便。', 'star': 5}
{'descr': '住了2天，总的感觉还是挺好的，位置也很好，离洪崖洞很近，卫生间设计也挺漂亮的，很满意', 'star': 5}
{'descr': '酒店始终有股潮味&#183;&#183;那个房间都有。早餐相当丰富！！不错', 'star': 3}
{'descr': '地段很好,房间设施不错,只是被子盖着不太舒服,房间有少许异味.', 'star': 3}
{'descr': '位置不错,洪崖洞旁边,离解放碑很近,步行5分钟就到,环境不错,十一去的,性价比不错', 'star': 5}
{'descr': '地理位置很好，离朝天门很近。。\n酒店里面的房间搞的跟迷宫一样。\n', 'star': 3}
{'descr': '+位置非常好，离解放碑、朝天门都很近，环境也很棒，可以看到嘉陵江夜景，以后有机会一定还来。', 'star': 5}
{'descr': '位置很好,酒店设施很不错.只是有股异味.开了空调之后就还好了', 'star': 5}
{'descr': '位置非常好，旁边就是洪崖洞，走到解放杯也有近路，交通方便。对面就是过江索道。酒店房间太小，浴巾等物品都很破旧，前台态度一般，服务员倒是很有礼貌。早餐是我吃过最简陋的早餐。', 'star': 5}
{'descr': '不错很喜欢床单的颜色很温馨，房间也很干净利落', 'star': 5}
{'descr': ' 价格合理，舒适干净，房间大，性价比高，自助早餐还可以，就是打的和司机说都要说半天。', 'star': 5}
{'descr': '酒店大堂在九楼不愧是山城,地理位置不错', 'star': 5}
{'descr': '一进房间有股味道，其他的还说得过去。位置很好，走几步就是洪崖洞，步行到解放碑最多十分钟。', 'star': 5}
{'descr': '+位置很好，旁边就是洪崖洞，很方便', 'star': 5}
{'descr': '环境很好，也很干净，就是地方比较难找', 'star': 5}
{'descr': '自己为了办事方便，所以选择莫泰这家在解放碑的分店，但太失望了，房间设施旧，一进门就有一股异味，最讨厌的是前台太不专业了，自己带了很多东西，可前台办理入住的速度太忙，又没人帮助一些来提行李，一个矮胖的女性老总站在前台好像在监督她的员工似的，面无表情，冷冰冰的，见了客人也不打个招呼，总之，太失望。', 'star': 1}
{'descr': ',位置很好，房间也不错，很安静。', 'star': 5}
{'descr': '服务态度不好…没窗没空调…大热天的热死个人…', 'star': 5}
{'descr': '地理位置不错，性价比高，卫生和服务态度一般', 'star': 5}
{'descr': '第一次住店，感觉还不错，很干净。大堂的服务态度也不错。', 'star': 5}
{'descr': '地理位置很好 离解放碑步行5分钟 周边小吃火锅都有 服务态度一般 性价比不错', 'star': 5}
{'descr': '位置比较好，刚好看到洪崖洞的夜景，很美；离女人广场，解放碑都很近。只是里面的浴巾实在让人感觉难受，太脏了，服务不是太好，设施相对来说是我住过的莫泰比较差的一家。', 'star': 1}
{'descr': '我喜欢，女朋友很开心，特色房真的很不错，推荐', 'star': 5}
{'descr': '不错的酒店，价位合适，但是就是圆床每次都定不到，希望能多增加一些圆床，满足市场需求', 'star': 5}
{'descr': '位置很好，出门往右就是洪崖洞，往上走就是解放碑步行街。虽然房间内部比较简单，但是很干净，值得入住~', 'star': 5}
{'descr': '住的是特色客房，房间挺宽敞，装修风格现代有特色。2.4米直径的大圆床舒适无比。在冲浪按摩浴缸里洗泡泡浴，点着香烛，感觉异常惬意放松。早餐种类不多但食物很精致，口味不错。不推荐的是在酒店餐厅用午餐或晚餐，因为原料不足，等的时间特别长。中午点了个上汤时蔬，竟等了快40分钟。', 'star': 5}
{'descr': '不错的酒店,闹中取静，性价比，位置，设施，舒适度，卫生&#176;也不错', 'star': 5}
{'descr': '地理位置好，酒店干净，能看到江景，不错的。', 'star': 3}
{'descr': '地理位置方便，离解放碑很近，附近餐饮和商场都比较多。', 'star': 5}
{'descr': '1.地理位置很好，靠近解放碑和过江萦道。\r\n2。里面布置很好，很干净，值得推荐！', 'star': 3}
{'descr': 'fei changhao  wo hen manyi  heucuo ana ', 'star': 5}
{'descr': '    第一次來常州,按照顯示的地址説給司機听,司機也找不到- -,還是打電話給酒店然後交給司機才到達目的地,其實只要説天寧寺元豐橋過去就可以了,哈哈.\r\n    酒店門臉不大,可是進去之後就有嗅到一股精緻特色的味道,我們訂的是特色圓床房,房間挺大,裝潢別緻,尤其是圓床上面的鏡面屋頂,很有感覺.在恐龍園玩了一天回來,在大浴缸裏面泡泡澡,用了玫瑰浴鹽,真是舒服極了~浴袍我還買了一件,嘿嘿.\r\n   ', 'star': 5}
{'descr': '很不错的酒店，虽然位置又点偏，可安静，私密性强，前台和服务人员态度好，感觉很温馨。', 'star': 5}
{'descr': '非常市中心，出去走走很方便。', 'star': 5}
{'descr': '整体感觉不错，就是酒店门脸略嫌小气了些。', 'star': 5}
{'descr': '设施还行，房间没照片看起来那么大。浴室是很大，基本没用。就是空调差点，热死个人了。', 'star': 5}
{'descr': '空间太闷了 住着实在不舒服 空间太闷了 住着实在不舒服', 'star': 1}
{'descr': '浴室有点难用，其他都还不错，特别是地理位置相当好', 'star': 5}
{'descr': '虽然房间布置的何居家差不多，但是感觉有点旧。', 'star': 1}
{'descr': '酒店内卫生不错，我住的是普通的168元双人房，感觉挺舒适的，吃住、交通方便（推荐此酒店附近的家福火锅便靓正）。下次有机会再去重庆仍选择莫泰168解放碑店', 'star': 5}
{'descr': '浴巾等东西你旧，应该更换了！！！！希望能早点改进下，以免流失客户', 'star': 5}
{'descr': '适合小两口一起来，带孩子最好选大床房，特色房就是圆床其它基本都一样的', 'star': 5}
{'descr': '个别房间真的很小,不过去解放碑还是很近。', 'star': 5}
{'descr': '早餐较差', 'star': 5}
{'descr': '很棒很棒的一家酒店呢&#183;&#183;下次去一定还要去住的', 'star': 3}
{'descr': '江景还是不错的，就是房间内的物品都是标价收费的，有点不人性化。', 'star': 5}
{'descr': '位置和洪崖洞咫尺，所以位置没的说。但是酒店设施陈旧，订的双人标间也只给一张早餐券，让两个人去吃也不是，不吃也不是，鸡肋啊。', 'star': 5}
{'descr': '不错的酒店 ', 'star': 3}
{'descr': '很好的位置，步行5分钟可达解放碑，旁边就是过江索道、洪崖洞。', 'star': 5}
{'descr': '这个酒店离解放碑很近，步行6,7分钟就到。旁边（步行1分钟）就是重庆很有名的洪崖洞。\r\n我定的是228元的商务标间，价格略贵，但是，风景很好，拉开大大的落地窗的窗帘，就看见嘉陵江及江对岸的科技馆啊，大剧院什么的。\r\n附近的公交也很方便，我们去磁器口就是坐的公交，离朝天门码头也不远，两站地吧。\r\n哦，对了，附近还有家乐福。\r\n总之，很满意。', 'star': 5}
{'descr': '窗帘漏光 其他很好', 'star': 5}
{'descr': '房间真的很舒服 里面的东西也很齐全 非常干净 我订的是园床房 后来想再住一天的 可是前台说这个房间明天有人住了 圆床房没有了 只有大床的了  好可惜哦  不过她说 大床的房间那个浴缸是双人按摩浴缸 。 还有那里的早餐真的哈好 有中式的还有西式的 让你自己选 （自助的） 那里的装潢真的是非常非常好  我很喜欢那里的风格 真的是太喜欢的 以后还要去。真的太棒了。', 'star': 5}
{'descr': '门面很不起眼，里面别有洞天。浴室和床都很舒服。', 'star': 5}
{'descr': '酒店很棒~但是正如同其他网友所说&#183;&#183;大门太小&#183;&#183;&#183;酒店名字太小&#183;&#183;不是很好找&#183;\r\n但是由于之前看了别人的评价，说元丰菜场  很容易就找到啦~~~\r\n离市中心还是比较近的~不错&#183;\r\n我定的特色房和标客 都很好 由于房源不足 酒店还自动升级为豪华客房~~真的很棒哦~~\r\n有送2份早餐&#183;&#183;不过由', 'star': 5}
{'descr': '环境不错，性价比始终。', 'star': 5}
{'descr': '环境不错，就是味道重了点。卫生间的设施像马桶、洗手池之类的个人感觉显得有些小气。', 'star': 5}
{'descr': '很好的位置，推荐', 'star': 3}
{'descr': '非常好，还住', 'star': 5}
{'descr': '干净 住着很舒服 空调坏了报修马上就解决了', 'star': 5}
{'descr': '看了网上的一些图片决定定了这家酒店，到店时，看到门头有点失望，因为地理位置比较特别，旁边就是个菜市场，感觉很一般，可是进了酒店里面，发现别有洞天。很特别的装修，感觉很温馨，不像一般大酒店一样中规中矩，给人一种惊喜感。定的是豪华客房，除了进门时因为装修不久，味道比较大，其他都很满意。很干净，简约但不简单，设计让人很满意，特别是卫生间的设计，与国内现有的商务酒店和经济型酒店很不一样。双人按摩浴缸也许是', 'star': 5}
{'descr': '位置有点偏，周围是居民区。其它都很好。住的是圆床房，被子很软很舒服。卫生间设施不错，圆的按摩浴缸还配有免费的玫瑰花瓣，很有情调。服务热情到位。24小时的房间制度比较特别。唯一不足的是，早餐的品种太少了，口味还是不错的，而且餐厅在三楼，窗外特别造了一个空中花园，满眼的绿色让整个清晨变的生机盎然起来。希望能在早餐的品种上有所改进。以后再去常州一定会选择至情奇朵，也会介绍朋友去的。', 'star': 5}
{'descr': '比较陈旧。', 'star': 5}
{'descr': '非常优越的地址，酒店环境不错。', 'star': 5}
{'descr': '老旧的，没有保养，空调多尘埃没有风出，中央空调白天会停用', 'star': 1}
{'descr': '本来订的是普通标间，进去一看才发现小窗打开，只能看到黑黑的山体，没有自然光线，很压抑。换到江景房，虽然价格涨上去了，但给人感觉一下子明亮开阔，房间空间比较大，酒店就在洪崖洞旁边，离家乐福、解放碑都很近，吃饭购物出行很方便。就价格而言性价比还可以，只是服务上，报修马桶漏水要打三次电话才来人。而且六月时白天只有新风没有冷空调，住了三晚，基本上早上都是被热醒的。前台解释原因是大楼空调每天需保养。不知道四', 'star': 5}
{'descr': '性价比还可以', 'star': 5}
{'descr': '空调很人性化~', 'star': 5}
{'descr': '位置不错', 'star': 5}
{'descr': '很好 值得推荐', 'star': 3}
{'descr': 'hao  ', 'star': 3}
{'descr': '好', 'star': 5}
{'descr': '环境和设施都不错，自助早餐一般。', 'star': 3}
{'descr': '房间很新，环境较好。自助早餐一般', 'star': 5}
{'descr': '什么都好,就是服务态度差的要死,没法想象他们的态度.', 'star': 1}
{'descr': '不错', 'star': 3}
{'descr': '淋浴水小，热水来得慢，多数房间无窗户，空气流动差，6月天了，空调居然不冷（也许就是没开吧）只得一个换气的功能，唉~~可能是最差的168了', 'star': 1}
{'descr': '地理位置非常好，在重庆中心区，而且又临近重庆旅游中心洪崖洞', 'star': 5}
{'descr': '什么都不错，就是性价比一般，江景房很低，视野一般', 'star': 5}
{'descr': '位置好，服务还还，其他一般，适合背包一族旅游者，但似乎在设备中添加个衣柜更好些', 'star': 5}
{'descr': '总体来说还可以，就是服务理念需要加强，办理入住时花了很长时间！！！', 'star': 5}
{'descr': '位置非常好，性价比尚可。', 'star': 3}
{'descr': '总体还说得过去吧，步行去解放牌很方便，距车站也只有几百米，靠着洪崖洞特色街，位置非常好。', 'star': 5}
{'descr': '交通很方便设施还OK，推荐', 'star': 5}
{'descr': '位置不错，就是开车不好找，GPS定位选择洪崖洞大酒店才能找到168的正门口\r\n性价比还是不错的，旅游住宿的话值得推荐', 'star': 5}
{'descr': '位置超级方便', 'star': 5}
{'descr': '江景很棒', 'star': 5}
{'descr': '真是很无奈 ，除了酒店地理位置 ，真的在没什么好说的了 ，桌子好象被老鼠咬过 ，早点去迟了3分钟 ，什么都没有 。', 'star': 1}
{'descr': '住江景大床房可以看到江面的情况，视野很开阔。', 'star': 5}
{'descr': '这酒店地理位置好，集旅游和商务之便，购物也方便，性价比还是不错的，服务态度好。', 'star': 5}
{'descr': '地理位子特别好,在解放碑附近,边上就是洪崖洞,对面的江.晚上的景色特漂亮', 'star': 5}
{'descr': '我还会再入住这家酒店的。位置实在不错！', 'star': 5}
{'descr': '硬件环境较差', 'star': 5}
{'descr': '通风效果差', 'star': 5}
{'descr': '地理位置很好，周边解放碑、洪崖洞步行即可到达，适合经济出游', 'star': 5}
{'descr': '位置不错，房间有点味道', 'star': 5}
{'descr': '无窗房有点闷.\r\n早上9：10去吃早餐时很多东西都没了，感觉对不起我的15块钱....\r\n\r\n整体来叫还是值得148的', 'star': 5}
{'descr': '刚才评论成犀牛宾馆了。。。\r\n地理位置很好，离人民广场、朝天门、洪崖洞很近。这家莫泰的毛巾、浴巾、水杯、牙缸是黄白搭配，牙刷是黄蓝搭配，不会用混，浴室用半透明玻璃与房间隔开，很喜欢这样的设计。我住的是无窗的大床房，霉味很重，刚进去很难忍受。卫生间小，房间大而空，桌子很小很斑驳。', 'star': 3}
{'descr': '距机场很近，打的只需起步价。设施陈旧，诸多开关失灵，没有网线插口。', 'star': 5}
{'descr': '性价比不错 值得推荐', 'star': 3}
{'descr': '性价比非常高~ 推荐', 'star': 5}
{'descr': '感觉还不错,只是没有窗户', 'star': 5}
{'descr': '没窗，住起来不舒服', 'star': 1}
{'descr': '服务一般，卫生尚可', 'star': 5}
{'descr': '位置很不错，性价比也高', 'star': 5}
{'descr': '酒店的地理位置很好，到朝天门和解放碑都很方便，步行十几分钟就到，而且旁边就是洪崖洞。酒店的环境卫生和设施就稍显不足，希望能有所提高。', 'star': 5}
{'descr': '春节期间入住的.房间设施很差,房门关闭时有一道很大的门缝,床单被褥很旧;电梯速度慢,承载人员一旦超过5个人就显示超载,很搞笑;自助早餐种类少，上菜速度慢,早餐房间小，高峰时人太多，往往在餐厅里站着一堆人儿,等着上菜,餐桌上杯盘狼籍,没见到服务员收拾。即使价格相对便宜，也最好不要选择此酒店,严重影响游玩观光的心情，太不值得!', 'star': 1}
{'descr': '首先选择这家酒店就是图的位置好才定的，旁边就是洪崖洞，楼下有小吃一条街、买小工艺品的也很多，到解放碑、朝天门旅游点很方便，步行10分钟以内就可以到的，酒店对面是嘉陵索道，5元一次，很有趣。如果住江景房还可以看长江（听说的），不过我们住的是特价房，看不见。\r\n最后对168的服务提出一点建议，希望在结帐时能快点，还有就是他们的电梯太小了，会等很久。', 'star': 3}
{'descr': '首先选择这家酒店就是图的位置好才定的，旁边就是洪崖洞，楼下有小吃一条街、买小工艺品的也很多，到解放碑、朝天门旅游点很方便，步行10分钟以内就可以到的，酒店对面是嘉陵索道，5元一次，很有趣。如果住江景房还可以看长江（听说的），不过我们住的是特价房，看不见。\r\n最后对168的服务提出一点建议，希望在结帐时能快点，还有就是他们的电梯太小了，会等很久。\r\n', 'star': 5}
{'descr': '位置非常好，性价比不错！', 'star': 5}
{'descr': '不推荐，早餐厅的服务人员极没有人情味，孩子生病，早餐拿了孩子的餐券下去申请带一点点早餐上楼竟未获同意！岂有此理！又不是没有餐券，是生病不能下楼吃饭，感觉像是受到了侮辱。从此不去168了。', 'star': 1}
{'descr': '一定要住景观房，落地大窗看得见嘉陵江雾蒙蒙的红色日落。', 'star': 5}
{'descr': '其他都不错，就是有点闷。', 'star': 5}
{'descr': '还可以，对得起这个价格', 'star': 5}
{'descr': '地理位置很好,出行很方便,卫生服务方面也都不错,住着比较舒适,但就是硬件设施有点陈旧了.', 'star': 3}
{'descr': '酒店的服务还可以，设施条件也还不错，主要就是他的位置很不错，所以可以考虑的。', 'star': 3}
{'descr': '酒店房间里的设施可能是因为天气原因吧,有些发霉了,整体条件一般化,价格比较七天或如家要贵一些.', 'star': 3}
{'descr': '前台服务员的话不能信，什么时候去都是便宜房间没有了，只有最贵的景观房间了。还是先通过网上订好再去稳妥些。', 'star': 5}
{'descr': '这家酒店确认很方便\r\n到机场到火车站都方便\r\n周边设施齐全\r\n而且旁边就是洪崖洞', 'star': 5}
{'descr': '关于位置：\r\n1、位于江边，风景不错\r\n2、距离解放碑中心点步行不超过15分钟，属于市中心区，观光旅游工作都比较方便\r\n3、门前就有公交车站，出行还是比较方便的，但是由于人生路不熟的关系，都是打车的了\r\n4、旁边就是酒吧街\r\n5、隔壁是洪岩洞（名字不知道有没有错），建筑形式比较有特色，买手信（只限于吃的）、吃小吃是非常好的\r\n\r\n关于酒店软件硬件\r\n1、还是比较干净整齐的，隔音很好，就是热水不太热', 'star': 5}
{'descr': '位置非常好，靠洪崖洞，观江景房间不错. 好!', 'star': 3}
{'descr': 'Good Location! Good Price!', 'star': 5}
{'descr': '对于这个价格还算不错', 'star': 3}
{'descr': '酒店大堂在9楼,客房7楼,房间里面还算比较干净,主要是酒店的位置非常好.', 'star': 3}
{'descr': '外部环境不错，虽然房间不是很好。', 'star': 3}
{'descr': '位置不错，靠洪崖洞，观江景非常好。早餐也不错。', 'star': 5}
{'descr': '感觉酒店房间光线不是很好,而且感觉有些潮,并且有些霉味,卫生环境也挺一般的,不过价格还算便宜吧.', 'star': 3}
{'descr': '房间很好,进去以后不通风很热,设施简陋,服务不好,交通还可以,卫生很一般.\n\n', 'star': 3}
{'descr': '酒店内部环境还是不错的,卫生打扫的还是蛮干净的,设施方面也比较齐全,周边环境有些吵闹了,出行还是蛮方便的,价格我觉得还是比较合适的.', 'star': 3}
{'descr': '很不错的酒店，就是早餐应该免费才对，莫泰会员是免费的', 'star': 5}
{'descr': '前台各种理由太多，放个行李就有种种免责理由统统说出，早上很早就被船笛声吵醒，房间空调（要么太高级要么我不会使用）只出风不制热，房间密封不严到早上我老婆冷醒了，跟前台要被子得到回答没有！酒店居然没有备用被子', 'star': 1}
{'descr': '我觉得酒店位置很不错，挺方便的，环境还可以', 'star': 3}
{'descr': '还可以', 'star': 5}
{'descr': '送早餐就好了', 'star': 5}
{'descr': '酒店地理位置挺好的,交通很方便,而且大堂经理服务也很热情周到,性价比不错.', 'star': 3}
{'descr': '酒店地理位置颇佳 但环境一般 房内设施有点陈旧 刚入住的时候还有股味道 无窗的临崖边的房间实在不推荐选择 ', 'star': 5}
{'descr': '其他 都很好，位置在解放碑附近很方便。就是我住的房间是没有窗户的，通风效果感觉不好， 价格到是很优惠', 'star': 3}
{'descr': '环境很好，江景房不但能看到嘉陵江，还能看到洪崖洞，重庆的夜景尽收眼底，以后还去重庆的话，还会再住的', 'star': 5}
{'descr': '看风景不错，可惜没有好风景', 'star': 5}
{'descr': '服务态度差', 'star': 1}
{'descr': '好', 'star': 5}
{'descr': '解放碑这个位置很不错，交通也很方便的，而且连锁型酒店的价格适中，硬件设施和环境也都比较不错，总的来说是很满意的。', 'star': 3}
{'descr': '酒店位置很好,服务还可以,就是房间太小了,环境蛮不错的,设施齐全.', 'star': 3}
{'descr': '还是比较不错的酒店,出行的时候也比较方便,价格也算是比较适中,卫生和设施都还行,感觉还不错.', 'star': 3}
{'descr': '房间设施比较新，江景房正对嘉陵江，视野开阔风景不错。早上6，7点有船的汽笛声，但也别有一番风味，有一点吵基本在能忍受的范围内，倒是楼下滨江路一直有车路过比较嘈杂，不习惯。因为这家店生意很好，周末入住基本客满，电吹风借了两三次都没有，建议店里多配几个电吹风。另外12点前台checkout的时候，人太多了，效率太低。综合来说这家店胜就胜在地理位置优越，临江，隔壁就是洪崖洞，要是价格再可爱点就更好了！', 'star': 5}
{'descr': '位置很好，服务也不错，我想下次还会入住。', 'star': 5}
{'descr': '酒店硬件设施差了一些,不过服务还好.位置也挺不错的很方便出行.性价比就没有那么好了.', 'star': 3}
{'descr': '卫生还可以,很干净,基础设施也很完善,地理位置交通很方便,服务热情周到,性价比不错的酒店,下次还会入住', 'star': 3}
{'descr': '订的是江景房，晚上入住给的是只看到江一角的房间，被骗', 'star': 1}
{'descr': '这个价格配得上这服务\r\n只能说是一般，关键是地理位置非常非常的好', 'star': 5}
{'descr': '酒店除了位置比较好没有什么优点了，房间特别小，服务也是爱答不理！', 'star': 1}
{'descr': '位置非常好,出行都很方便,但酒店的服务上不太好,叫个服务员也很慢,房间的硬件设施上有些陈旧,其它的还可以.', 'star': 3}
{'descr': '服务太差，但是位置真的非常的好，走到解放碑商业区就3分钟，就方便吧，其他的不值得一提', 'star': 5}
{'descr': 'check in 的态度不好，服务员对客人正眼都没有。预定的江景房，结果店员非说我们预定的只是普通房间。无奈住了一间只能看崖景的房间，窗外漆黑一片。窗户还不能关严，开关坏了，打电话问前台回答说那一面的房间窗户都是坏的。幸好没有飞贼。还有房间的格局很不人性化，都是暗沉的颜色，灯光也不够亮，中央空调也是没劲，热得睡不着。只能说这家店占据了好的地理位置，其他没有优点', 'star': 1}
{'descr': '住过经剂酒店中最差的。只一点就是位置好。服务及差。房间设施水龙头，马桶全坏。维修人员要一天后才到位，换房要48小时后晕，，，，，，', 'star': 1}
{'descr': '价格比前台直接预订便宜十元 但是没有早餐券和饮用水赠送 酒店的位置相当好 出门打车坐车都很方便 离家乐福超市距离超近  房间比较小 窗户锁死了 不能开 服务员的态度不积极 叫了卷手纸 打了三次电话才送上来 睡眠不好的不要住江景房 大清早五点多的江上就有轮船的汽笛声 很吵闹 ', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '在重庆那边还算一个比较好的酒店,就是房间有点小,可能因为是连锁酒店吧,服务态度都不是很好,不是很积极.位置还算很好找的,出行也比较方便,其他方面都还可以.', 'star': 3}
{'descr': '酒店各个方面还是不错的,位置也很不错,交通也比较方便；性价比还是比较高的；', 'star': 3}
{'descr': '酒店整体感觉挺一般的，交通地理位置还是很方便的，经济型的酒店价格也还可以啦。', 'star': 3}
{'descr': '总的来说房间还可以，尤其有江景的卫生间落地窗感觉很好，但是如果把卫生间的门关上了，房间基本就等于没有窗户的房间了。房间设备一般，但是卫生间设备挺不错，总的感觉就是卫生间比房间好，如果很在意卫生间的朋友可以选择。\r\n\r\n另外，酒店的check in服务挺好的，也不会闲烦，刚刚办入住的时候对酒店的印象非常好，但是check out (这家酒店check in and check out 是分开的)实在', 'star': 5}
{'descr': '感觉酒店的地理位置很好,出行很方便,内部环境也理想,很干净,而且价格也比较实惠,还是比较值得推荐的.', 'star': 3}
{'descr': '正对嘉陵江，江景很不错！！', 'star': 5}
{'descr': '酒店整体来说都是不错的，无论是硬件设施，还是软件服务，地理位置都挺好，我觉得还是值得推荐的。', 'star': 5}
{'descr': '酒店卫生间毛巾很旧,床上用品也很旧用着很不舒服,价格很便宜,以这个价格来说也不能要求太高.', 'star': 5}
{'descr': '这家酒店就是地理位置不错,周边交通挺便利的.', 'star': 5}
{'descr': '位置很好，卫生和条件一般', 'star': 1}
{'descr': '房间的通风不太好,设施也比较陈旧了,服务态度一般,地理位置还不错,价格也适中.', 'star': 1}
{'descr': '很一般', 'star': 5}
{'descr': '住的房间是没有窗户，感觉差点，价格到是挺优惠的，位置离商业区也很近很方便', 'star': 5}
{'descr': '房间的卫生间的装修是透明的,很不适应的,服务卫生以及设施都很可以的,酒店的位置非常好的,出行很方便的,性价比不错的酒店的', 'star': 5}
{'descr': '房间太小了，内景房没有窗户，空气不流通，感觉性价比不是很好', 'star': 1}
{'descr': '房间大小还可以，位置正好可以看到嘉陵江（我们预定的临江房间，价钱要贵一些），设施和用品较陈旧，尤其卫生间的洗澡水水量太小。', 'star': 5}
{'descr': '还好', 'star': 5}
{'descr': '酒店还是可以的，除了他有一些房间没有窗户以外，环境和服务都还不错，交通也挺方便的。', 'star': 5}
{'descr': '位置很好,价格合适.里面环境也比较整洁舒适', 'star': 5}
{'descr': '酒店位置很好,价格也很实惠,房间里面打扫的很干净,旧是设施有些陈旧.总体住下来还是比较舒适的', 'star': 5}
{'descr': '五一过去住的，节假日人很多，前台的态度不是很好。。。', 'star': 3}
{'descr': '酒店位置非常不错，一出酒店门口景色非常好，距离解放碑中心也十分近，步行几分钟就到了。上面还有索道站，旅游的话住这里非常好。\r\n但是我入住的靠崖标准房，虽然有窗子，但是打开就只有一面山崖，采光效果不好，白天也很黑，必须得开灯。', 'star': 5}
{'descr': '去旅游的话，位置不用说的好', 'star': 5}
{'descr': '感觉酒店各方面基本都还可以，但是第二天退房时候没有电话提醒，这点不是很方便，还有就是它的地理位置有点偏，不过房间还是蛮干净的，价格也比较实惠，但房间里的浴室是磨砂玻璃的，所以有些不习惯。', 'star': 5}
{'descr': '都是经济型酒店，我觉得他们的服务很一般，硬件设施也是，没有什么特殊的，而且房间也比较小，就是位置好点，但是在这个位置上，还有很多同样的酒店可以选择。', 'star': 1}
{'descr': '感觉这家酒店还可以，房间比较干净，位置也比较好，外出方便。', 'star': 5}
{'descr': '酒店位置很好，外出方便，房间也比较干净，感觉还不错', 'star': 5}
{'descr': '除了位置方便，什么都一般', 'star': 1}
{'descr': '酒店位置不错，邻近就是家乐福超市，距离解放碑走路5分钟，没有解放碑的喧闹。单人房很小，建议一个人住宿的要选用双人标准间。床铺比较软，不太舒服。最不舒服的就是洗澡的水太小。', 'star': 1}
{'descr': '酒店的位置特别好，外出方便，房间也比较干净，服务感觉有点一般', 'star': 5}
{'descr': '当时给我安排是没有窗户的房间，我让服务人员给条换另一种房型，也很热情，酒店的位置在解放碑附近交通很方便，价格也不贵', 'star': 3}
{'descr': '对酒店各方面都挺满意的,就是房间里没有挂衣服的地方,不过还是可以接受的', 'star': 5}
{'descr': '该酒店地理位置不错,太房间内的设施不太好.', 'star': 5}
{'descr': '总体感觉很不错，十分适合短期旅行居住，距离解放碑步行街和洪崖洞非常近，购物游玩很方便。酒店设施整洁、卫生，要是价格再低一点就可以考虑住的时间长点了！', 'star': 5}
{'descr': '一般，比较普通，没特点，不够清晰。', 'star': 1}
{'descr': '酒店还不错，干净舒适，服务也很周到，交通也便利，值得推荐', 'star': 5}
{'descr': '人员服务和卫生条件都很一般,而且价格偏高,但是位置还可以', 'star': 5}
{'descr': '酒店的环境硬件设施都很好,出行交通很方便,在解放碑附近.酒店很干净很舒适.', 'star': 5}
{'descr': '两部电梯只有一部能用，等电梯需要很长时间。而且没有步行到9楼大厅的通道。洗澡水很小。白天没有制暖空调，冷得很，晚上空调只供应到12点左右，夜里也很冷。', 'star': 5}
{'descr': '酒店的位置非常好位于市中心解放碑附近价格也很便宜,环境也不错就是硬件设施有些旧了,酒店的年头久了的原因.', 'star': 5}
