{'descr': '好好好好好好好好好好好', 'star': 5}
{'descr': '性价比较高，交通购物都方便，感觉不错！', 'star': 3}
{'descr': '酒店环境很不错设计很有创意。春节还有礼品送给我们，就是大门有点难找。不过还是蛮喜欢这家的，服务人员也很热情。', 'star': 3}
{'descr': ' 环境不错', 'star': 3}
{'descr': '房间很漂亮也很温馨…周围设施也非常齐全…不错的地方', 'star': 3}
{'descr': '酒店位置很好，房间特漂亮，下次还会去住，但由于是新装修，建议把味道问题即使处理好。', 'star': 5}
{'descr': '进去这后发现确实有些新意，但要在12点之前退房，客服态度也较差。要多加床被子，结果来了个大妈，鼻子里面还塞了个纸张，嘴里一直嘟嘟嚷嚷的说要加什么被子之类的话。这些促销中“2011.1.3-2011.1.31预订入住炫妙季节 1.可延迟至14:00退房 2.阅江楼门票特惠 3.唛田量贩式KTV包房费九折 4.金钱豹用餐八五折 5.赠送金逸国际影城现金抵用券”的东东，也没用上，前台根本就没说，还一直让', 'star': 1}
{'descr': '相当不错，房间相当OK！楼下KTV有点小吵之外别的都很好！', 'star': 5}
{'descr': '基本满意，相对四星酒店，房内设施该有的都有，但是档次不够，装修相对粗糙，早餐品种太少，比有的快捷酒店还少~！', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '酒店很有特色，按照春夏秋冬的顺序进行组合，购物、娱乐也很方便。唯一遗憾的是没有窗户的房间有些气闷。', 'star': 5}
{'descr': '房间很不错，就是楼下KTV有点吵............', 'star': 5}
{'descr': '很好，新装修的酒店，非常不错，下次还会入住，只是大观世界商业区还没怎么繁荣起来', 'star': 5}
{'descr': '酒店购物吃饭看电影都很方便。房间很有特点。很不错', 'star': 3}
{'descr': ' 酒店還是很值得入住，房間很寬大，床被很舒適，性價比蠻高的', 'star': 3}
{'descr': '非常有特色的一家酒店，以后会经常入住。服务也很好，价格也不错。', 'star': 5}
{'descr': '超赞！吃住玩逛一条龙！酒店房间很酷！', 'star': 3}
{'descr': '客房条件还算不错，位置好方便出行，就是整体舒适度差了点，其它各方面都还好.', 'star': 5}
{'descr': '时尚，干净，但太远', 'star': 3}
{'descr': '很有爱的酒店，环境很好，周边美食很多，出行方便，而且酒店的性价比实在是太高了', 'star': 5}
{'descr': '房间不错，环境目前有点杂', 'star': 3}
{'descr': '不错的主题酒店,房间宽敝,酒店很新,设施也很好,装修风格爽眼,干净整洁', 'star': 5}
{'descr': '不错的主题酒店,房间宽敝,酒店很新,设施也很好,装修风格爽眼,干净整洁.', 'star': 5}
{'descr': '酒店也是新开，房间住着都是挺舒适的，但是位置比较偏，价格还好。服务态度还不错。', 'star': 5}
{'descr': '酒店很新房间装修都是挺有特点房间也很大，但是酒店打车坐公交车都特别不方便还要走很远，服务态度还行，价格还算可以。', 'star': 5}
{'descr': '第三天要求续住时，没有添新的洗漱用品。地毯与墙边的缝隙中有很多香烟灰。其他方面倒还好，已经住了几次了，觉得性价比蛮高的。\n住店时遇到个搞笑的事，下电梯时正好遇到一个从来没见过的也没听过的明星也要下楼，电梯到时，她的助理居然拦住我不让我上，说是让我等下一批。', 'star': 5}
{'descr': '酒店很新,设施也很好,早餐也不错的,对得起这个价格', 'star': 5}
{'descr': '很不错的主题酒店,房间宽敝大气,装修风格爽眼,干净整洁.过道有种进入时光遂道的感觉,如果做成暗门的方式效果可能更好...有免费的袋装咖啡和矿泉水,宽带比较快.遗憾的是那么大的卫生间居然没有放置浴缸,并且洗脸台无地漏,不小心把水弄到地上还是个问题.赞一个,推荐入住,建议全都配置浴缸,才对得起4星主题这个范.', 'star': 5}
{'descr': '听说开店三个月左右吧，设施看起来确实挺新，感觉不错。\n停车方便（地上地下，免费）；购物方便（shopping mall和麦德龙）；就餐方便（高级的，特色的，小吃）；娱乐方便（KTV，影院，游艺厅）\n服务不错\n希望 一年后、十年后~ 还能依旧，甚至更好。', 'star': 5}
{'descr': '位置稍有点偏.不过交通出行还算便利，其它室内条件都还算不错，整体来讲比较好.', 'star': 5}
{'descr': '房间的卫生设施挺好的，酒店的位置出行也还行，价格的话也还行，感觉酒店的房间也很大很舒适。感觉也比其他快捷酒店要住着舒适很多。', 'star': 5}
{'descr': '酒店很不错，房间很大而且很有新意，就是周边环境非常吵。', 'star': 5}
{'descr': '还不错，装修具有个性，唯一缺点就是新酒店，', 'star': 5}
{'descr': '很好，就是个别房间新装修有较强气味，但是总体来说还是可以的 ', 'star': 5}
{'descr': '这酒店挺好的，性价比不错；周围也挺方便的。', 'star': 5}
{'descr': '设施还行，地理位置还行，环境就是一般。价格也就一般，整体的软件服务和价格还是有些不匹配。', 'star': 1}
{'descr': '很好', 'star': 3}
{'descr': '环境很舒适，不错。以后还会来', 'star': 3}
{'descr': '酒店比较新，室内有些装修的味道.位置比较好方便出行.整体来讲还不错.', 'star': 5}
{'descr': '新开业的酒店，服务一流，客房极为个性化，敞亮的空间，虽然是新开业但是房间一点异味都没有，性价比超高！中午在金钱豹就餐时遇到点小插曲，酒店工作人员亲自到金钱豹来解决的！以后到南京就住这了！', 'star': 5}
{'descr': '感觉很不值。。以后不会再住了 连店员对自家酒店每个房间的房型都不清楚。。', 'star': 1}
{'descr': '酒店前台人员非常的热情，因为路上耽误延时到达，一直为我们保留房间，服务到位，安排房间也为客人着想，房间内部主题很有特色，性价比非常高的酒店、', 'star': 5}
{'descr': '非常有特色的一家酒店。唯一的缺点是隔音不是很好', 'star': 5}
{'descr': '酒店位于大观天地内,出行吃玩都很方便.入住的是水立方为主题的房间,装饰风格清爽,空间够大,配备的设施也是不错.但是,我要说的是,隔音太差,楼下就是KTV,非常吵,一直吵到凌晨,早上12点左右又开始吵起来,电视机的信号不好,有时都是有雪花的,找了工作人员来调试后,好了一段时间,后来又不行了.大堂前台的服务态度非常好,弥补了一些因为隔音这些带来的不愉快的地方.并且也按要求帮我们延迟了退房时间.总的来说', 'star': 5}
{'descr': 'gffbcvbvcbcvnvnb格调 情调  女人也许会喜欢的酒店 哈哈', 'star': 5}
{'descr': '房间很不错，位置出行还可以，价格也很便宜。硬件设施很好。酒店的环境是挺不错的。', 'star': 5}
{'descr': '酒店比较偏，说实话还不具备开张的资格。\n优点：装修有个性及特色，整个购物广场东西还是很多，并且目前入住送电影票及卡拉OK代金券也很贴心。\n缺点：\n1.新装修，味道很重\n2.酒店在4，5楼，整个3楼是个KTV，严重影响睡眠质量，隔音差！\n3.第一间房旁边是风道，吵！\n4.深夜实在忍受不了嘈杂，多次交涉才换到安静的房间，但是明显比此前入住的房间小，号称是一样的房型。。。懒得计较，原定住两晚的直接第二天', 'star': 1}
{'descr': '酒店整体给人感觉很不错，房间和走廊设计的艺术感都比较强，电视可选的台比较少，中央6套之类的都没有，而且画面不是很清楚。早餐比较丰盛。性价比还是比较高的一个酒店。', 'star': 5}
{'descr': '房间隔音效果差些，其他都挺好的，卫生打扫的很干净，房间布置的很不错，前台服务热情，硬件也蛮齐全的', 'star': 3}
{'descr': '客房装修比较乱一些,不过室内很干净,位置也不错,挺方便出行的,比较靠近市中心,周边有商场,购物很方便.', 'star': 5}
{'descr': '南京性价比最好的酒店！值得入住很有个性的房间！', 'star': 5}
{'descr': '这个酒店在大观天地MALL，吃饭选择很多，配套极为丰富，性价比堪称南京比较高的', 'star': 5}
{'descr': '性价比极高的新开洒店。房间、卫生间面积大，设施全。周边有阅江楼景区、处在大观城市综合体内，餐馆、购物很方便。早餐不豪华但很实惠。但宣传力度不够，由于在综合体大楼背面（最里）一侧，没有明显的导路标志，找了好长好长时间。交通上应该提示坐车到哪个站或哪个著名的参照物附近下车，我只知道建宁路300号，坐车只能一路看门牌号。', 'star': 5}
{'descr': '酒店的环境挺不错的，房间的卫生设施都挺好因为也是新酒店设施各方面都很好，不过酒店的位置不是特别明显，服务态度不错挺好的，价格还算是适中。酒店挺好的。', 'star': 5}
{'descr': '很新很个性，楼下就是商场电影院，吃饭清净又方便，出门就是南京古城墙西北角，风景很好', 'star': 5}
{'descr': '专修布置比较有特色，很喜欢，下次还会入住', 'star': 5}
{'descr': ' 除了比较偏以外，其他都很不错，很值', 'star': 3}
{'descr': '酒店的房间很新，特别是卫生间很大，还说得过去。唯一的遗憾就是：我预定时要求房间大床是2米*2米的，可是等入住时才发现大床是1.8米*2米的，说明酒店的服务太差，不太让人满意。', 'star': 1}
{'descr': '非常不错。只可惜第二天早晨楼上装修，一整天吵得我想吐。。。。。', 'star': 5}
{'descr': '很超值的酒店！经济酒店的价格，四星酒店的享受，房间内设施一应俱全，装修个性独特漂亮。酒店出来就是购物中心，购物用餐都很方便。真的好喜欢这里~', 'star': 5}
{'descr': '非常完美。', 'star': 3}
{'descr': '很舒适的酒店并且价格极合理，但我觉得房外走廊装修不太够品味有点杂乱。刘先生', 'star': 3}
{'descr': '环境确实不错，很干净，因为是新开张的吧，但是住的445房间真的实在是太吵了，酒店下面有个KTV整夜K歌，听的是清清楚楚。', 'star': 5}
{'descr': '该酒店尚未具备开业能力，房间装修气味很重。白天施工声音不断，夜晚ktv声不断。整个无法让人入睡。', 'star': 3}
{'descr': '超值的酒店，装修很有特色，房间宽大舒适，设施齐备，干净，就是刚刚装修好房间有点味道，总之这个价位，这样的房间实在是太值啦，下次去南京还会选择这家酒店。', 'star': 5}
{'descr': '＋不错的酒店，超干净，非常容易找到，南京站乘十路即可到门口。', 'star': 3}
{'descr': '我定的是炫彩季节，房间装修比较有个性，应该很多年轻人会喜欢。新开业的酒店，268/晚，设施对得起这个价格，盥洗室配置的小物品不错，剃须刀也不用自己带了，而且是免费的。周边环境不错，靠近静海寺和古城墙，就是目前大观天地在装修，晚上会有点小吵，还能将就。总体来说，物超所值，以后还会去。', 'star': 5}
{'descr': '早餐不够丰富，不符合四星级标准，另外因为新装修房间内气味比较大', 'star': 5}
{'descr': '酒点10月10日新开，设施、卫生都还不错。让我很无语的是：住的那天夜里南京刮大风，不知道是不是因为盖这间酒店时门窗安装有问题，从窗户外面往里吸风，而且声音很大，且不说被吵醒就再也睡不着，半夜听着活像聊斋，吓也半死。', 'star': 5}
{'descr': '價格低,但是人員服務不到位,餐很差,買支螃蟹叫他處理下,居然開口一支要20元...我還住了5天,對客戶的服務意識待改進', 'star': 1}
{'descr': '酒店刚装修完有味道,走道挺特别有点意思!服务人员太少~', 'star': 5}
{'descr': '非常好的酒店，很喜欢，服务态度也很好。。。。。。', 'star': 5}
{'descr': '窗帘不遮光，味道散不掉，空调杂音大，小细节要注意，早餐差', 'star': 5}
{'descr': '什么有感觉的酒店，绝对对的起这个价格，下次还会入住！', 'star': 5}
