{'descr': '东佳瑞士酒店，你们欠我一个抱歉。终生难忘。', 'star': 3}
{'descr': '各方面条件都很好，就是发现晚了，以后到义乌就住锦江之星了', 'star': 5}
{'descr': '各方面条件都很好，就是发现晚了，以后到义乌就住锦江之星了', 'star': 5}
{'descr': '锦江之星相对其他经济连锁来说更具专业性，不管是房间设施还有入住体验，都非常值得推荐。', 'star': 5}
{'descr': '锦江之星相对其他经济连锁来说更具专业性，不管是房间设施还有入住体验，都非常值得推荐。', 'star': 5}
{'descr': '不错啊！', 'star': 3}
{'descr': '不错啊！', 'star': 3}
{'descr': '酒店条件不错 所以多住了一天 下次还来这里~~', 'star': 5}
{'descr': '酒店条件不错 所以多住了一天 下次还来这里~~', 'star': 5}
{'descr': '很不错呢 房间干净 设施齐全 服务也好 强烈推荐~~', 'star': 5}
{'descr': '很不错呢 房间干净 设施齐全 服务也好 强烈推荐~~', 'star': 5}
{'descr': '觉得很满意不管是服务还是房间的整洁度都很不错，安全也很放心不是没有登记的人根本上不去觉得很有安全感！', 'star': 5}
{'descr': '觉得很满意不管是服务还是房间的整洁度都很不错，安全也很放心不是没有登记的人根本上不去觉得很有安全感！', 'star': 5}
{'descr': '酒店比较干净，楼下停车位吃紧', 'star': 3}
{'descr': '酒店比较干净，楼下停车位吃紧', 'star': 3}
{'descr': '卫生条件不错，大厅可上网，房间有免费网络，周边吃饭很方便', 'star': 3}
{'descr': '卫生条件不错，大厅可上网，房间有免费网络，周边吃饭很方便', 'star': 3}
{'descr': '酒店餐厅服务很周到,赞一个', 'star': 3}
{'descr': '酒店餐厅服务很周到,赞一个', 'star': 3}
{'descr': '  一如既往的支持', 'star': 3}
{'descr': '  一如既往的支持', 'star': 3}
{'descr': '为友人代订的，对方希望靠近地铁。本拟订中山公园店，不料客满，故改订长宁店。结果离地铁车站距离与中山公园店相仿，且房间面积更宽大，价格又反而便宜，友人很满意。特此推荐。', 'star': 5}
{'descr': '为友人代订的，对方希望靠近地铁。本拟订中山公园店，不料客满，故改订长宁店。结果离地铁车站距离与中山公园店相仿，且房间面积更宽大，价格又反而便宜，友人很满意。特此推荐。', 'star': 5}
{'descr': '锦江就是标杆，能说什么呢，服务专业，干净整洁，贴心周到，就是好啊！', 'star': 5}
{'descr': '锦江就是标杆，能说什么呢，服务专业，干净整洁，贴心周到，就是好啊！', 'star': 5}
{'descr': '房间里配了一次性纸杯，很人性化的细节。经济、实惠，性价比很高的一家宾馆。', 'star': 5}
{'descr': '房间里配了一次性纸杯，很人性化的细节。经济、实惠，性价比很高的一家宾馆。', 'star': 5}
{'descr': '还是我3年前来时的样子没变，说明经营稳定，给来宾有熟悉感', 'star': 5}
{'descr': '还是我3年前来时的样子没变，说明经营稳定，给来宾有熟悉感', 'star': 5}
{'descr': '性价比很高，还送抽奖机会，100%中奖，我中了2个八等奖，直接折免30元/夜，开心~~', 'star': 5}
{'descr': '性价比很高，还送抽奖机会，100%中奖，我中了2个八等奖，直接折免30元/夜，开心~~', 'star': 5}
{'descr': '一般', 'star': 3}
{'descr': '一般', 'star': 3}
{'descr': '一如既往的好，我们是除夕去住的，住的时候说再晚点差点没房间了，嘿嘿…幸亏环境等方面都很好', 'star': 3}
{'descr': '一如既往的好，我们是除夕去住的，住的时候说再晚点差点没房间了，嘿嘿…幸亏环境等方面都很好', 'star': 3}
{'descr': '设施比较新，地段不错，价格实惠，下次还会住这里', 'star': 5}
{'descr': '设施比较新，地段不错，价格实惠，下次还会住这里', 'star': 5}
{'descr': '房间很棒！比上海的锦江之星好多啦', 'star': 3}
{'descr': '房间很棒！比上海的锦江之星好多啦', 'star': 3}
{'descr': '给朋友订过几次这里，听说都不错所以这次自己也来住了。感觉房间很敞亮，房间很干净。最主要是感觉这里的早饭不错，虽然要15元一份，但是觉得蛮值得的。退房的时候有点赶，不过还好前台的接待动作满快的，保安还帮忙叫了车满感谢他们的！下次还会住的！', 'star': 5}
{'descr': '给朋友订过几次这里，听说都不错所以这次自己也来住了。感觉房间很敞亮，房间很干净。最主要是感觉这里的早饭不错，虽然要15元一份，但是觉得蛮值得的。退房的时候有点赶，不过还好前台的接待动作满快的，保安还帮忙叫了车满感谢他们的！下次还会住的！', 'star': 5}
{'descr': '酒店服务还不错,房间也很干净,电视机比较小,没有电脑,晚上周边吃饭不是很方便噢,总之,还是给个好评吧', 'star': 3}
{'descr': '酒店服务还不错,房间也很干净,电视机比较小,没有电脑,晚上周边吃饭不是很方便噢,总之,还是给个好评吧', 'star': 3}
{'descr': '入住210', 'star': 3}
{'descr': '入住210', 'star': 3}
{'descr': '长宁店的服务非常好，就是有时候洗澡水不太热!', 'star': 5}
{'descr': '长宁店的服务非常好，就是有时候洗澡水不太热!', 'star': 5}
{'descr': '清潔管理相當良好,安全管理相當良好!是值得推薦的!\n應改改進的是,因上下樓的隔音不是甚佳,應將房間椅子換成移動不會發出聲音的,否則樓上的人因移動以子會發出很大聲音(有點像地震),嚴重影響樓下的人的睡眠.\n餐廳午晚沒有套餐供應,只有點菜,對於只有一個或二個人的用餐,造成極大困擾!等於是間接拒絕二個人以下的用餐!而必須外出到龍之夢用餐(約1,500米)!', 'star': 5}
{'descr': '清潔管理相當良好,安全管理相當良好!是值得推薦的!\n應改改進的是,因上下樓的隔音不是甚佳,應將房間椅子換成移動不會發出聲音的,否則樓上的人因移動以子會發出很大聲音(有點像地震),嚴重影響樓下的人的睡眠.\n餐廳午晚沒有套餐供應,只有點菜,對於只有一個或二個人的用餐,造成極大困擾!等於是間接拒絕二個人以下的用餐!而必須外出到龍之夢用餐(約1,500米)!', 'star': 5}
{'descr': '房间潮湿，有异味，卫生也不干净，周围除了锦江大厨也没有吃饭的地方。', 'star': 1}
{'descr': '房间潮湿，有异味，卫生也不干净，周围除了锦江大厨也没有吃饭的地方。', 'star': 1}
{'descr': '还不错的旅馆。比较干净，价格也合适。走不多远就是地铁站。', 'star': 5}
{'descr': '还不错的旅馆。比较干净，价格也合适。走不多远就是地铁站。', 'star': 5}
{'descr': '乾淨,服務是可以的,值得入住,可以加入錦江之星會員更優惠!', 'star': 5}
{'descr': '乾淨,服務是可以的,值得入住,可以加入錦江之星會員更優惠!', 'star': 5}
{'descr': '价格一般。房间实在隔音太差。不过可能锦江之星这类的酒店都这个水平。相比之下锦江算是做的好的', 'star': 1}
{'descr': '价格一般。房间实在隔音太差。不过可能锦江之星这类的酒店都这个水平。相比之下锦江算是做的好的', 'star': 1}
{'descr': '环境不错，午饭，晚饭都不错', 'star': 3}
{'descr': '环境不错，午饭，晚饭都不错', 'star': 3}
{'descr': '住宿多次，服务不错，谢谢！\n\n早餐比较丰盛；', 'star': 5}
{'descr': '住宿多次，服务不错，谢谢！\n\n早餐比较丰盛；', 'star': 5}
{'descr': '酒店环境还不错,干净卫生,位置很方便,出门不远打车乘公交都可以', 'star': 5}
{'descr': '酒店环境还不错,干净卫生,位置很方便,出门不远打车乘公交都可以', 'star': 5}
{'descr': ' 住得很舒服也很满意 但空调遥控器不能随便控制是最不方便的！每次住锦江都这个问题', 'star': 3}
{'descr': ' 住得很舒服也很满意 但空调遥控器不能随便控制是最不方便的！每次住锦江都这个问题', 'star': 3}
{'descr': '\n世博会期间，价格挺贵的，或许世博后价格会便宜些！\n\n酒店里面的配套简单了点，杯子是一次性的纸杯，让人感觉不好！', 'star': 1}
{'descr': '\n世博会期间，价格挺贵的，或许世博后价格会便宜些！\n\n酒店里面的配套简单了点，杯子是一次性的纸杯，让人感觉不好！', 'star': 1}
{'descr': '还可，干净，地铁站有一点远，没早餐不方便，价钱比也有一点贵。。', 'star': 3}
{'descr': '还可，干净，地铁站有一点远，没早餐不方便，价钱比也有一点贵。。', 'star': 3}
{'descr': '？OK，可以了。', 'star': 3}
{'descr': '？OK，可以了。', 'star': 3}
{'descr': '？OK,可以的。', 'star': 5}
{'descr': '？OK,可以的。', 'star': 5}
{'descr': '服务非常好的一家酒店，餐厅是锦江大厨，口味不错，量很大---只是在点菜时服务员没有告诉我量大。我一个人点了一份酒酿圆子端上来一盆，五六个人吃没问题，既浪费食物又浪费钱，建议酒店应视客人位数适当的增加小份的。\r\n我开始在网上看的是锦江之星中山公园店，不知是后来我搞错了还是预订部给错了（因当时较忙），结果走到中山公园店说没有我的预订单，应该是长宁路店。尽管费了番周折，但进店后的感觉不错，前台接待周到礼', 'star': 5}
{'descr': '服务非常好的一家酒店，餐厅是锦江大厨，口味不错，量很大---只是在点菜时服务员没有告诉我量大。我一个人点了一份酒酿圆子端上来一盆，五六个人吃没问题，既浪费食物又浪费钱，建议酒店应视客人位数适当的增加小份的。\r\n我开始在网上看的是锦江之星中山公园店，不知是后来我搞错了还是预订部给错了（因当时较忙），结果走到中山公园店说没有我的预订单，应该是长宁路店。尽管费了番周折，但进店后的感觉不错，前台接待周到礼', 'star': 5}
{'descr': '条件不错，就是电视太小！没有电脑！', 'star': 5}
{'descr': '条件不错，就是电视太小！没有电脑！', 'star': 5}
{'descr': '很好的店,以後出去有錦江之星的話就放第一順位', 'star': 3}
{'descr': '很好的店,以後出去有錦江之星的話就放第一順位', 'star': 3}
{'descr': '酒店整体设施较好，周边交通方便，有些不足的是房间隔音不好，总体上算的上不错吧，可以推荐住一住。', 'star': 5}
{'descr': '酒店整体设施较好，周边交通方便，有些不足的是房间隔音不好，总体上算的上不错吧，可以推荐住一住。', 'star': 5}
{'descr': '    总体感觉良好，服务人员态度也很好，建议大堂多备两台电脑就更好了', 'star': 5}
{'descr': '    总体感觉良好，服务人员态度也很好，建议大堂多备两台电脑就更好了', 'star': 5}
{'descr': '很意外啊，这家酒店很干净很舒服，空间也很大\r\n不错\r\n而且很新！', 'star': 5}
{'descr': '很意外啊，这家酒店很干净很舒服，空间也很大\r\n不错\r\n而且很新！', 'star': 5}
{'descr': '中餐和早餐都很好，但是30元的收费和菜品质量相比偏高一些，与无锡锦江差了一个级别。希望酒店在这方面可以改善', 'star': 5}
{'descr': '中餐和早餐都很好，但是30元的收费和菜品质量相比偏高一些，与无锡锦江差了一个级别。希望酒店在这方面可以改善', 'star': 5}
{'descr': '还行，挺干净的，就是世博期间这价钱，诶。还有位置不好找哇。小弄堂里面，为啥外面不挂了大牌子捏', 'star': 5}
{'descr': '还行，挺干净的，就是世博期间这价钱，诶。还有位置不好找哇。小弄堂里面，为啥外面不挂了大牌子捏', 'star': 5}
{'descr': '軟硬體都很好,性價比很高,推薦,如果說美中不足的地方就是電視不是液晶的,但對筆電不離身的商務客來說不影響', 'star': 3}
{'descr': '軟硬體都很好,性價比很高,推薦,如果說美中不足的地方就是電視不是液晶的,但對筆電不離身的商務客來說不影響', 'star': 3}
{'descr': '锦江之星就是办理会员卡的价格高点，整个房间的环境还是比较舒适的。', 'star': 5}
{'descr': '锦江之星就是办理会员卡的价格高点，整个房间的环境还是比较舒适的。', 'star': 5}
{'descr': '+性價比很高的酒店很不錯', 'star': 5}
{'descr': '+性價比很高的酒店很不錯', 'star': 5}
{'descr': '性价比非常好', 'star': 5}
{'descr': '性价比非常好', 'star': 5}
{'descr': '整体还行,打进的电话必须人工转，这点差点意思。世博期间不便宜。', 'star': 5}
{'descr': '整体还行,打进的电话必须人工转，这点差点意思。世博期间不便宜。', 'star': 5}
{'descr': '房间挺大的，床也很舒适\r\n相对于房间数量来说，停车位比较紧张', 'star': 5}
{'descr': '房间挺大的，床也很舒适\r\n相对于房间数量来说，停车位比较紧张', 'star': 5}
{'descr': '很新，加上锦江之星比较规范，还不错，打车也方便。', 'star': 5}
{'descr': '很新，加上锦江之星比较规范，还不错，打车也方便。', 'star': 5}
{'descr': '+房间很干净，服务很好.楼道空气有点闷.整体不错', 'star': 5}
{'descr': '+房间很干净，服务很好.楼道空气有点闷.整体不错', 'star': 5}
{'descr': '＋一如既往的舒适 下次还会入住', 'star': 3}
{'descr': '＋一如既往的舒适 下次还会入住', 'star': 3}
{'descr': '一如既往的舒服，安静，床，被子，枕头一如既往的舒适', 'star': 5}
{'descr': '一如既往的舒服，安静，床，被子，枕头一如既往的舒适', 'star': 5}
{'descr': '一如既往的感到温馨，干净整洁，上网方便。服务员都很有礼貌的主动打招呼，酒店内十分安静，隔音效果好~！', 'star': 3}
{'descr': '一如既往的感到温馨，干净整洁，上网方便。服务员都很有礼貌的主动打招呼，酒店内十分安静，隔音效果好~！', 'star': 3}
{'descr': '干净，舒适，附近交通也方便~~~~~~~~~~~~~~', 'star': 3}
{'descr': '干净，舒适，附近交通也方便~~~~~~~~~~~~~~', 'star': 3}
{'descr': '义乌这家锦江之星是我住的挺满意的一家！如果出门每次的连锁锦江都像义乌这家一样，我想我会一如既往的支持，真的不错！', 'star': 5}
{'descr': '义乌这家锦江之星是我住的挺满意的一家！如果出门每次的连锁锦江都像义乌这家一样，我想我会一如既往的支持，真的不错！', 'star': 5}
{'descr': '锦江之星总体性价比高，住得舒服。我需要的话下次会再订。', 'star': 3}
{'descr': '锦江之星总体性价比高，住得舒服。我需要的话下次会再订。', 'star': 3}
{'descr': '一如既往的支持锦江之星，只是义乌的的这家感觉在老区，建议在新区国际商贸城再发展一家就好了。', 'star': 5}
{'descr': '一如既往的支持锦江之星，只是义乌的的这家感觉在老区，建议在新区国际商贸城再发展一家就好了。', 'star': 5}
{'descr': '不错的选择！!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': '不错的选择！!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': '值得住~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '值得住~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': ' 服务到位，', 'star': 5}
{'descr': ' 服务到位，', 'star': 5}
{'descr': '地理位置优越 交通方便 服务很好 很干净 比同等价位的酒店性价比要好', 'star': 5}
{'descr': '地理位置优越 交通方便 服务很好 很干净 比同等价位的酒店性价比要好', 'star': 5}
{'descr': '环境不错，住得较满意，只是没电脑玩，性价比高,酒店内还有自助餐，挺合算的。', 'star': 5}
{'descr': '环境不错，住得较满意，只是没电脑玩，性价比高,酒店内还有自助餐，挺合算的。', 'star': 5}
{'descr': '清潔舒适,打掃干淨，地方寧靜,離市區有\ue9c3遠，但價格合理。', 'star': 5}
{'descr': '清潔舒适,打掃干淨，地方寧靜,離市區有\ue9c3遠，但價格合理。', 'star': 5}
{'descr': '房间蛮好，干净舒适。就是结账慢了点。\r\n下回继续住', 'star': 3}
{'descr': '房间蛮好，干净舒适。就是结账慢了点。\r\n下回继续住', 'star': 3}
{'descr': '还不错，环境卫生也挺好的，性价比还可以，值得一住', 'star': 5}
{'descr': '还不错，环境卫生也挺好的，性价比还可以，值得一住', 'star': 5}
{'descr': '名牌酒店就是不一样,美中不足的是靠近老火车站，离商贸有点距离', 'star': 5}
{'descr': '名牌酒店就是不一样,美中不足的是靠近老火车站，离商贸有点距离', 'star': 5}
{'descr': '酒店可以，下回去肯定入住\r\n就是付钱刷卡机故障，刷卡四五次。', 'star': 3}
{'descr': '酒店可以，下回去肯定入住\r\n就是付钱刷卡机故障，刷卡四五次。', 'star': 3}
{'descr': '房间还可以，蛮干净的。前台服务很好。早餐不是很丰富但是比较好吃。就是周边环境比较差，不适合外国人在这里住。', 'star': 5}
{'descr': '房间还可以，蛮干净的。前台服务很好。早餐不是很丰富但是比较好吃。就是周边环境比较差，不适合外国人在这里住。', 'star': 5}
{'descr': '2天前订的返现到账了，2天后订到现在还没到账', 'star': 3}
{'descr': '2天前订的返现到账了，2天后订到现在还没到账', 'star': 3}
{'descr': '卫生等都还可以，就是外面有点太吵了，晚上睡觉的时候感觉不是特别爽～～', 'star': 5}
{'descr': '卫生等都还可以，就是外面有点太吵了，晚上睡觉的时候感觉不是特别爽～～', 'star': 5}
{'descr': '替同事选的。性价比还行。今天是入住第一天。', 'star': 5}
{'descr': '替同事选的。性价比还行。今天是入住第一天。', 'star': 5}
{'descr': '替朋友定的,朋友很满意', 'star': 5}
{'descr': '替朋友定的,朋友很满意', 'star': 5}
{'descr': '每次朋友来都会带他去这家酒店。。因为我觉得这里很舒服很干净~~', 'star': 5}
{'descr': '每次朋友来都会带他去这家酒店。。因为我觉得这里很舒服很干净~~', 'star': 5}
{'descr': '酒店服务态度特别好，住宿环境也不错，下次到义乌还会选择锦江之星', 'star': 5}
{'descr': '酒店服务态度特别好，住宿环境也不错，下次到义乌还会选择锦江之星', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '下次还会选择这个酒店', 'star': 5}
{'descr': '下次还会选择这个酒店', 'star': 5}
{'descr': '很不喜欢漱口被子都是纸杯，一点也不环保。服务员响应比较慢，卫生不及如家！但位置还比较便利，离宾王市场很近', 'star': 5}
{'descr': '很不喜欢漱口被子都是纸杯，一点也不环保。服务员响应比较慢，卫生不及如家！但位置还比较便利，离宾王市场很近', 'star': 5}
{'descr': '离火车站蛮近的，周边环境也不错!', 'star': 5}
{'descr': '离火车站蛮近的，周边环境也不错!', 'star': 5}
{'descr': '以前一直在这边住，感觉很好', 'star': 5}
{'descr': '以前一直在这边住，感觉很好', 'star': 5}
{'descr': '很干净，锦江之星总是这么的让人感觉安心。就是交通不太好', 'star': 5}
{'descr': '很干净，锦江之星总是这么的让人感觉安心。就是交通不太好', 'star': 5}
{'descr': '很不错的酒店  去义乌都会选择哪里', 'star': 5}
{'descr': '很不错的酒店  去义乌都会选择哪里', 'star': 5}
{'descr': ' 酒店各设施环境都很好 很值得一住  ', 'star': 5}
{'descr': ' 酒店各设施环境都很好 很值得一住  ', 'star': 5}
{'descr': '周围靠近马路，很吵', 'star': 1}
{'descr': '周围靠近马路，很吵', 'star': 1}
{'descr': '基本每个礼拜都要来义乌，住过很多经济型酒店。锦江之星是最满意的，服务好，房间清爽干净', 'star': 5}
{'descr': '基本每个礼拜都要来义乌，住过很多经济型酒店。锦江之星是最满意的，服务好，房间清爽干净', 'star': 5}
{'descr': '不错的酒店  价格合适', 'star': 5}
{'descr': '不错的酒店  价格合适', 'star': 5}
{'descr': '很新很好，除了是在义乌。 义乌是个县城哦！ 小商品，小商小贩很多，豪车很多。锦江之星真不错！！', 'star': 3}
{'descr': '很新很好，除了是在义乌。 义乌是个县城哦！ 小商品，小商小贩很多，豪车很多。锦江之星真不错！！', 'star': 3}
{'descr': '位置不是太好，但是还算比较便捷，感觉上海的连锁店要好一些。', 'star': 5}
{'descr': '位置不是太好，但是还算比较便捷，感觉上海的连锁店要好一些。', 'star': 5}
{'descr': '总体不错，非常干净！', 'star': 5}
{'descr': '总体不错，非常干净！', 'star': 5}
{'descr': '挺干净的，就是房间有点小，不过这个价位算可以了。', 'star': 5}
{'descr': '挺干净的，就是房间有点小，不过这个价位算可以了。', 'star': 5}
{'descr': '非常好的酒店~下次依旧选择 ！', 'star': 5}
{'descr': '非常好的酒店~下次依旧选择 ！', 'star': 5}
{'descr': '位置因为火车站搬迁的关系 只能将就', 'star': 5}
{'descr': '位置因为火车站搬迁的关系 只能将就', 'star': 5}
{'descr': '服务台的服务水准与锦江的品牌有差距，入住与结帐时间太久，会预想客人下次回头再来。\r\n\r\n服务好不仅仅在硬件，关键是要看整体。\r\n\r\n义乌店早餐不错', 'star': 5}
{'descr': '服务台的服务水准与锦江的品牌有差距，入住与结帐时间太久，会预想客人下次回头再来。\r\n\r\n服务好不仅仅在硬件，关键是要看整体。\r\n\r\n义乌店早餐不错', 'star': 5}
{'descr': '挺干净的，位置一般，卫生比较好，夏天了，希望在清理蚊子方面更加提高方法', 'star': 5}
{'descr': '挺干净的，位置一般，卫生比较好，夏天了，希望在清理蚊子方面更加提高方法', 'star': 5}
{'descr': '服务很不错，性价比也很好，推荐给大家', 'star': 5}
{'descr': '服务很不错，性价比也很好，推荐给大家', 'star': 5}
{'descr': '前台服务态度须改进。丢一个房卡要收￥20元， 却拿不出价格标准。退房时间也比其他经济型九点要求早。', 'star': 1}
{'descr': '前台服务态度须改进。丢一个房卡要收￥20元， 却拿不出价格标准。退房时间也比其他经济型九点要求早。', 'star': 1}
{'descr': '酒店不错，符合经济型的特点，餐厅早餐品种太少，人员少服务不到位，我自己叫餐自己去端到房间呵呵，总体还好。', 'star': 5}
{'descr': '酒店不错，符合经济型的特点，餐厅早餐品种太少，人员少服务不到位，我自己叫餐自己去端到房间呵呵，总体还好。', 'star': 5}
{'descr': '还不错,2楼有点吵,第2次住了,下次还会继续住,交通也方便', 'star': 3}
{'descr': '还不错,2楼有点吵,第2次住了,下次还会继续住,交通也方便', 'star': 3}
{'descr': '这次住2楼有点吵,总的来说还好,下次继续', 'star': 5}
{'descr': '这次住2楼有点吵,总的来说还好,下次继续', 'star': 5}
{'descr': '可以，只是在义乌。房间不错！', 'star': 3}
{'descr': '可以，只是在义乌。房间不错！', 'star': 3}
{'descr': '锦江之星一直还是挺满意的，长期支持。早餐好吃哦', 'star': 5}
{'descr': '锦江之星一直还是挺满意的，长期支持。早餐好吃哦', 'star': 5}
{'descr': '还行，交通挺方便的', 'star': 3}
{'descr': '还行，交通挺方便的', 'star': 3}
{'descr': '还不错，交通方便', 'star': 3}
{'descr': '还不错，交通方便', 'star': 3}
{'descr': '还行吧，由于在附近开会，所以订了这家，总的来说，性价比一般', 'star': 5}
{'descr': '还行吧，由于在附近开会，所以订了这家，总的来说，性价比一般', 'star': 5}
{'descr': '1、酒店的隔音不好：我入住时特别要求他们提供个安静的房间，能好好休息，第二天去华政考试，但是虽说是总台特意安排的房间了，我还是无法阻挡隔壁房间说话、走路的声音穿墙而过。与此同时，楼下汽车发动、进出的声音尽收耳底。。\r\n2、房间的装潢一般：可能是位置比较好不愁客源吧，入住的房间装修只能说是很一般，不想以前住的锦江精致，而且房间小。\r\n3、水质不好：可能是点背的缘故吧，水有点点咸？？烧了开水上面漂着点', 'star': 1}
{'descr': '1、酒店的隔音不好：我入住时特别要求他们提供个安静的房间，能好好休息，第二天去华政考试，但是虽说是总台特意安排的房间了，我还是无法阻挡隔壁房间说话、走路的声音穿墙而过。与此同时，楼下汽车发动、进出的声音尽收耳底。。\r\n2、房间的装潢一般：可能是位置比较好不愁客源吧，入住的房间装修只能说是很一般，不想以前住的锦江精致，而且房间小。\r\n3、水质不好：可能是点背的缘故吧，水有点点咸？？烧了开水上面漂着点', 'star': 1}
{'descr': '房间还好~ 经济型酒店，简单点无所谓…就是好吵…', 'star': 1}
{'descr': '房间还好~ 经济型酒店，简单点无所谓…就是好吵…', 'star': 1}
{'descr': '总体来说比较不错，干净，比较安静，舒适度还算可以。\r\n一楼有餐厅做的菜还蛮不错，对出差一族来说算是很方便的。\r\n就是位置在胡同里不太好找。', 'star': 5}
{'descr': '总体来说比较不错，干净，比较安静，舒适度还算可以。\r\n一楼有餐厅做的菜还蛮不错，对出差一族来说算是很方便的。\r\n就是位置在胡同里不太好找。', 'star': 5}
{'descr': '还是挺不错的酒店,房间很干净,设施和舒适度也都还行,位置还是挺好找的,服务态度也很好,性价比还是挺不错的.我还是挺满意这家酒店的.', 'star': 3}
{'descr': '还是挺不错的酒店,房间很干净,设施和舒适度也都还行,位置还是挺好找的,服务态度也很好,性价比还是挺不错的.我还是挺满意这家酒店的.', 'star': 3}
{'descr': '作为连锁型的酒店，基本能做到干净整洁，只是价格稍稍偏高一点，其它基本还可以！', 'star': 5}
{'descr': '作为连锁型的酒店，基本能做到干净整洁，只是价格稍稍偏高一点，其它基本还可以！', 'star': 5}
{'descr': '总的来说还不错', 'star': 5}
{'descr': '总的来说还不错', 'star': 5}
{'descr': '比较吵，早餐尚可', 'star': 5}
{'descr': '比较吵，早餐尚可', 'star': 5}
{'descr': '酒店的环境硬件设施都很不错，硬件设施舒适度也很好，价格合理适中。卫生服务也很达标，整体来讲算是比较不错的酒店，值得推荐入住。', 'star': 3}
{'descr': '酒店的环境硬件设施都很不错，硬件设施舒适度也很好，价格合理适中。卫生服务也很达标，整体来讲算是比较不错的酒店，值得推荐入住。', 'star': 3}
{'descr': '离地铁站很近，在中山公园公务的时候可以考虑，门面在靠里的巷子里面，不是太难找，但是却很清静。', 'star': 5}
{'descr': '离地铁站很近，在中山公园公务的时候可以考虑，门面在靠里的巷子里面，不是太难找，但是却很清静。', 'star': 5}
{'descr': '酒店比其它锦江店价格要高,设施上要是在加个吹风机更好了,位置不在市中心有点偏.\n', 'star': 3}
{'descr': '酒店比其它锦江店价格要高,设施上要是在加个吹风机更好了,位置不在市中心有点偏.\n', 'star': 3}
{'descr': '服务态度好，条件舒适', 'star': 5}
{'descr': '服务态度好，条件舒适', 'star': 5}
{'descr': '酒店的服务卫生方面还是不错的,价格也蛮合适的,就是卫生间的洗漱用品不太好,质量有点差.', 'star': 5}
{'descr': '酒店的服务卫生方面还是不错的,价格也蛮合适的,就是卫生间的洗漱用品不太好,质量有点差.', 'star': 5}
{'descr': '该酒店比其它的锦江之星价格高,而且对熟客没有优先或优惠的政策,这是不人性化的.我经常住这家酒店,但是我没有贵宾卡,所以从没享受过&quot;贵宾&quot;待遇.\r\n卫生比较好,房间的颜色和家具都挺舒服的,就是工作人员的态度太生硬,如果说态度不好又说不上,就是很生硬,象改革开放前的国营旅店.\r\n不过,总的还可以,我经常推荐给我的朋友.', 'star': 5}
{'descr': '该酒店比其它的锦江之星价格高,而且对熟客没有优先或优惠的政策,这是不人性化的.我经常住这家酒店,但是我没有贵宾卡,所以从没享受过&quot;贵宾&quot;待遇.\r\n卫生比较好,房间的颜色和家具都挺舒服的,就是工作人员的态度太生硬,如果说态度不好又说不上,就是很生硬,象改革开放前的国营旅店.\r\n不过,总的还可以,我经常推荐给我的朋友.', 'star': 5}
{'descr': '非常满意', 'star': 3}
{'descr': '非常满意', 'star': 3}
{'descr': '总体还是挺不错的，性价比比较高', 'star': 5}
{'descr': '总体还是挺不错的，性价比比较高', 'star': 5}
