{'短评内容': '久了点，还好&hellip;', '短评打分': 5}
{'短评内容': '感觉不错，服务挺好的，交通也挺方便的，距九龙即海港城都挺方便的，离地铁站也很近\n', '短评打分': 5}
{'短评内容': '交通方便，设施齐全，交通方便，设施齐全，交通方便，设施齐全。', '短评打分': 5}
{'短评内容': '第一天入住房卡插了半天还是没有用，最后让工作人员来弄的，结果还是那钥匙开的门。\n酒店太小。但是离地铁站还是蛮近的。\n', '短评打分': 5}
{'短评内容': '很不错的酒店。位置很好，方便。可以看到维港。700多还是值得的', '短评打分': 5}
{'短评内容': '1000港币以下的住过的最好酒店，位置好，服务好，房间不错，特别是无线网络，很方便，不用受位置限制，酒店服务很不错，只是早到的话通常房间没准备好，但总体来说，非常好，下次还会选择', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '香港龙堡国际酒店很不错的酒店。第一次住，不失望。就是房间比较小。不过香港酒店的房间就这样了。', '短评打分': 5}
{'短评内容': '干净舒适 还能看到一部分海景~ 香港这个地段性价比很高了', '短评打分': 5}
{'短评内容': '酒店大堂是在香港比较少有的，很大。到地铁站也很方便，边上警局住在这里很放心，过街就有很多吃饭的店。太方便了。', '短评打分': 5}
{'短评内容': '经朋友介绍入住的这家酒店，交通方便，性价比高。', '短评打分': 5}
{'短评内容': '地理位置确实不错出行很方便,但房间确实太小了!', '短评打分': 5}
{'短评内容': '还可以  关键是可以免费上网 这个比较好', '短评打分': 5}
{'短评内容': '这个地段这个价位算很少有了 性价比较高 朝南房间能看到九龙公园全貌和一部分维港景色 房间虽小但很干净 值得推荐', '短评打分': 5}
{'短评内容': '交通便利，性价比高。。。不过最近装修，很吵', '短评打分': 5}
{'短评内容': '非常不错，舒适，便捷。在香港龙堡都说成是B.P', '短评打分': 5}
{'短评内容': '还是第一次入住该酒店，晚到被安排入住25楼行政楼层，房间、洗手间确实是小点，空调声音较大，但窗外景色确实不错，在尖沙咀这个价位是很难又能清晰看到海景的房间，酒店位置确实不错，位于佐敦但离尖沙咀地铁站也很近，酒店大门出门左转步行五分钟就可以到海港城，很是方便啊！', '短评打分': 5}
{'短评内容': '洒店位置不错.环境很好.价格合理.非常满意', '短评打分': 5}
{'短评内容': '位处于佐敦中心的酒店，交通和购物非常方便，出门走一百米就是地铁，五百米就是海港城。就是房价高了一些。', '短评打分': 5}
{'短评内容': '不错。交通方便，里海港城很近，房间卫生挺好的。', '短评打分': 5}
{'短评内容': '环境卫生可以地理位置还不错交通方便，离海港城,尖沙咀都很近;', '短评打分': 5}
{'短评内容': '居住的不错，位置也蛮好，老婆很满意。。。嘻嘻~~', '短评打分': 5}
{'短评内容': '非常非常不错，位置很好，早餐很好，房间小是HK的特色', '短评打分': 5}
{'短评内容': '交通方便，环境卫生都可以，购物吃小食都一样方便。在公园旁。', '短评打分': 5}
{'短评内容': '很方便,环境也好，离多条商业地代很近，地铁也近，', '短评打分': 5}
{'短评内容': '酒店环境不错，大堂很气派。第一天没有大床房，第二天换的房间。酒店的服务总体不错，就是前台电话很难有人接。', '短评打分': 5}
{'短评内容': '之前两次住龙堡都是毯子没有被子，这次总算有被子了，房间内设施布置也比以前更人性化了，推荐', '短评打分': 5}
{'短评内容': '房间很小，大堂服务一般，上午过去告知2点可拿房，2点过去又说还要过半小时才有，无奈提高音量理论马上就有了。', '短评打分': 1}
{'短评内容': '地理位置还不错，离海港城、中国客运码头（到澳门）、尖沙咀都很近，附近还有翠华和澳洲牛奶公司，SASA、卓越什么的也都有，总的来说很不错。酒店房间不大，但是比较干净。', '短评打分': 5}
{'短评内容': 'the room is too small ', '短评打分': 1}
{'短评内容': '位置很好，服务和设施新，性价比高，推荐入住。', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': '还不错喔，周边7啊，麦当劳啊，澳洲啊，卓越啊，什么都有，离海港城也很近！酒店设施也不错！', '短评打分': 5}
{'短评内容': '真的很不错，虽说地方小但那毕竟是香港没办法啊，但是真的真的很干净，环境很好', '短评打分': 5}
{'短评内容': '每次去香港几乎都住这里，方便、卫生。窄是窄了点，在香港这地方是这样的了。', '短评打分': 5}
{'短评内容': '服务周到，清洁卫生。离地铁近，离海港城近。强烈推荐。', '短评打分': 5}
{'短评内容': '还不错，主要是地理位置比较好，虽然有点旧，但是整理的感觉还行！~', '短评打分': 5}
{'短评内容': ' 酒店虽小 非常干净舒适 服务周到 交通方便！', '短评打分': 3}
{'短评内容': '房间很少..但这个价格我想很难找到这个位置的酒店的了...', '短评打分': 5}
{'短评内容': '还可以，交通很方便，离地铁站很近，吃饭购物都方便', '短评打分': 5}
{'短评内容': '香港龙堡国际酒店；交通和购物都是比较方便的，比较好。', '短评打分': 1}
{'短评内容': 'room a bit small but generally not bad...location is good.', '短评打分': 5}
{'短评内容': '确实不错，酒店很干净，又很方便，已经推荐给别人拉', '短评打分': 5}
{'短评内容': '还不错交通比较方便就是电视次点儿，房间里挺干净。', '短评打分': 5}
{'短评内容': '酒店虽然有点老，但是卫生特别好。对面就有大家乐，吃饭也很方便。旁边也有莎莎和卓越。离佐敦地铁站也就5分钟吧。步行道海港城也差不多5分钟左右。总之交通便利 吃饭和购物都很方便，酒店工作人员态度也不错，推荐', '短评打分': 5}
{'短评内容': '强烈推荐！龙堡位置极佳，紧邻地铁佐敦站，出行方便；紧邻九龙公园，环境好；酒店对门是sasa,去海港城等购物场所很方便；酒店对门有大家乐快餐店，用餐很方便；对门还有惠康超市，买日用品方便极了，瓶装水比街面的便宜多了。', '短评打分': 5}
{'短评内容': '房间很干净，窗外就是九龙公园，风景很好，房间稍小，但也很不错了！', '短评打分': 3}
{'短评内容': '住宿环境非常舒服，交通购物非常方便，下次有几会再去住。', '短评打分': 5}
{'短评内容': '方便，，直通车去到一落车就到，特别是珠三角的朋友。比较干净，性价比高。', '短评打分': 5}
{'短评内容': '酒店顶楼有躁音，酒店挺干净，但是被子质量不好', '短评打分': 3}
{'短评内容': '酒店位置好，交通方便，周边环境还不错。里面的设施，除了电视机比较差外，其他都还蛮好的。', '短评打分': 5}
{'短评内容': ' 服务很热情 很不错', '短评打分': 3}
{'短评内容': '酒店不错,地域方便，卫生好，服务好，以后还会住', '短评打分': 5}
{'短评内容': '很不错的酒店，舒适方便，我每次来香港能订到我都住这。', '短评打分': 5}
{'短评内容': '房间内没有异味，干净，离商业区比较近，就是电视老式。', '短评打分': 5}
{'短评内容': '酒店出行方便靠近公交，地铁。出门有小吃，香港特色家庭小饭店，离开购物商业街10-20分钟路程（步行）。', '短评打分': 5}
{'短评内容': '还不错,比较大,出行很方便,离海港城很近,5分钟步行就到了.', '短评打分': 5}
{'短评内容': '方便，清洁，但价钱比以前贵了点。good\n', '短评打分': 5}
{'短评内容': '酒店位置很好，也比较卫生！服务业不错！还有就是check out 了之后还会提供行李保管！不错不错！', '短评打分': 5}
{'短评内容': '很棒地理位置很好，就是有点贵以后还是会入住', '短评打分': 5}
{'短评内容': '刚住过！很干净！离海港城.庙街很近！交通方便！就是床小了点！电视机太老式了！以后应该还会入住的。', '短评打分': 5}
{'短评内容': '不错 干净', '短评打分': 3}
{'短评内容': '地理位置还算是很方便，离庙街夜市很近，酒店房间不大，但设施都还不错。', '短评打分': 5}
{'短评内容': '地理位置超好，周边逛街很方便，美中不足价格小贵，不含免费早餐', '短评打分': 5}
{'短评内容': '我昨晚入住龙堡酒店，今已离开', '短评打分': 3}
{'短评内容': '位置不错，就是房间小，还双床...服务不错，大厅宽敞，很多旅行团入住，电视太陈旧了', '短评打分': 5}
{'短评内容': '酒店位置方便购物，到地铁站非常近。就是酒店房间小了点，前台接待小姐态度一般。', '短评打分': 5}
{'短评内容': '一如既往的入住，环境等非常不错，早餐好像比以前涨了一点。', '短评打分': 5}
{'短评内容': '此酒店装修比较环保，房间内没有异味，干净，典雅，以后都住这儿，极力推荐。', '短评打分': 5}
{'短评内容': '位置挺好,离海港城/地铁站很近的,房间很干净,就是有点小,不过这个价位在香港很难找到大房间的.', '短评打分': 5}
{'短评内容': '酒店环境舒适、干净，商业街和香港小吃近在咫尺。下次去还会选择！好评！', '短评打分': 3}
{'短评内容': '没能安排大床房。。。hkd770还算ok吧', '短评打分': 5}
{'短评内容': '酒店真的是超级交通方便。房间干净，只是略小，卫生不错。是20楼海景房，可以看见维多利业湾，和九龙公园。唯一的缺点是外面中央空间的声音低频的振动声今人头晕。', '短评打分': 5}
{'短评内容': '位置很好!环境也不错!一直住着.购物交通都方便.', '短评打分': 5}
{'短评内容': '酒店地理位置非常好，商务旅游都很方便，主要是物美价廉，就是床比较小', '短评打分': 5}
{'短评内容': '这家酒店的位置真是超好啊。去维港、星光大道、海港城等等非常方便。酒店附近的小街很有逛头，庙街的夜市也是很不错呦，酒店地下的中国酒楼早茶有好吃又便宜。做中港通去深圳机场也是方便得不能再方便了。下次还会住。必须的！', '短评打分': 5}
{'短评内容': '除了地点，其他不怎么样。空调不够冷，房间有烟味，外面烟味也会渗入房间。自助早餐选择很少，也不好吃。', '短评打分': 1}
{'短评内容': ' 下次还会入住噢!虽然房间不大但非常干净,周围环境不错,离池记,翠华近!\r\n', '短评打分': 3}
{'短评内容': '房间比较小，但是挺干净，位置相当好，周边设施完备', '短评打分': 5}
{'短评内容': '地理位置很好，房间规格一般偏小，不知为什么信用卡被消费了两次，还没有及时还款。', '短评打分': 5}
{'短评内容': '酒店服務態度好, 价格合理, 地点处于市中心, 公共交通方便.', '短评打分': 5}
{'短评内容': '系香港黎讲，房间系算大的了，床好舒服，环境都可以，附近交通都非常方便，下次都会继续入住', '短评打分': 5}
{'短评内容': '酒店房间还不错', '短评打分': 3}
{'短评内容': '另外还好，就是房间很小，感觉2000价格不值！', '短评打分': 5}
{'短评内容': '地理位置很不错，就是房间偏小', '短评打分': 3}
{'短评内容': '酒店宽带免费是好事情哦，上网速度还行。位置不错，离旺角，尖沙咀进，酒店附件用餐也方便。', '短评打分': 5}
{'短评内容': '我已入住. 实际与预定相符，各方面进行比较，认为很实惠。服务员态度好，工作尽职。', '短评打分': 3}
{'短评内容': '酒店还不错', '短评打分': 3}
{'短评内容': '位置不错，酒店有点老，房间有点小。宽带免费还是很好的。', '短评打分': 5}
{'短评内容': '还行，地段不错。就是房间小了点。希望改进。', '短评打分': 5}
{'短评内容': '其实还不错的，交通比较便利·~要是床大一点就好了·~~', '短评打分': 5}
{'短评内容': '酒店位置离购物中心与星光大道都很近，环境也不错，房间相对于来讲算大了，卫生也不错。', '短评打分': 5}
{'短评内容': '这个酒店已经是多次入住，无论购物会客都是很方便，感觉OK啦。', '短评打分': 5}
{'短评内容': '住宿环境良好，离商场、机场快线较近，九龙公园游泳散步的好地方', '短评打分': 5}
{'短评内容': '我朋友说不错，就是有点贵。然后只是因为他的时间的问题，所以住的时间不够', '短评打分': 5}
{'短评内容': '呵呵，我已经不是第一次入住这家酒店了，继续推荐！', '短评打分': 5}
{'短评内容': '酒店位置非常好，交通方便。', '短评打分': 3}
{'短评内容': '不错，挺好的啊，上次已经点评过了，我比较满意，地理位置好，交通方便，酒店的服务业不错。', '短评打分': 5}
{'短评内容': '床真的小的可怜，翻身都成问题。\n电视也小的可怜。\n地理位置好吧~', '短评打分': 5}
{'短评内容': '酒店干净，地理位置很好，下次还会再入住,性价比很高', '短评打分': 5}
{'短评内容': '位置不错，服务尚可，大厅总是很多人，房间预定大床最后还是双床，也没给调换，一点补偿也没有，要果盘还被拒绝，下次不住这里了！', '短评打分': 1}
{'短评内容': '是一家很不错的酒店,我基本每次都订这酒店,很方便我购物.', '短评打分': 5}
{'短评内容': '合适时间定房,价格很超值,也在购物区,很方便.', '短评打分': 5}
{'短评内容': '酒店的位置不错，就在尖沙咀的边上，步行至尖沙咀海港城只要10分钟即可，离佐敦地铁站也非常近，酒店周围有不少香港当地特色的小吃，茶餐厅以及莎莎化妆品店，酒店大堂很大很不错，酒店服务态度也很好，因为我们多了一个人，所以酒店免费帮我们升级成家庭房，床也很舒服，就是房间太小了，实在是太小，不过香港酒店的房间也就这样，没什么大的，如果要住大房间就去澳门吧', '短评打分': 5}
{'短评内容': '我们在这家酒店住了5个晚上。酒店的大堂很气派，但房间比较小，这个不怪酒店，香港的酒店大多都这样。房间卫生状况挺好的，服务也相当周到。步行5分钟就是地铁佐敦站，这里离尖沙咀也不远，步行也就20分钟。酒店后面是九龙公园。\n我真心地推荐这家酒店，真的很不错。', '短评打分': 5}
{'短评内容': '价钱时高时低，而且装修装了近半年都还没搞好。大家千万别选顶层或者13楼，会嘈死的！！！！！！！！', '短评打分': 5}
{'短评内容': '住了3晚，换次3间房，当天没有住到预定时的大床房，第二天换了一件大床房，但是晚上冷气的声音和隔壁水管的声音大得难以入睡，当晚换到25楼，但是电梯只到24楼，自己拎着行李走了一层，总算听不到噪音了。酒店盖的不是被子，是毛毯，还没有被套，只是用床单简单包了一下，重的受不了，交通还算方便，出去吃东西也还可以，不过这个价钱住这个酒店的性价比不高。', '短评打分': 1}
{'短评内容': '地段不错,购物很方便.但感觉今年酒店价格都涨了.房间不大.', '短评打分': 5}
{'短评内容': '房间小, 卫生间也小, 卫生条件很一般,下次不会来住.', '短评打分': 1}
{'短评内容': '不错的地方。下次如果还去HK的话，还会考虑入住这。上次住的是华美达，比较下来还是这好', '短评打分': 5}
{'短评内容': '地理位置好，交通方便，房间干净，高层房间还可以有维港景观，性价比相当高，唯一缺点就是房间的面积实在小了点，但还是值得推荐的酒店。', '短评打分': 5}
{'短评内容': '入住多次了。性价比还是不错的。就是前台的态度不怎么样', '短评打分': 5}
{'短评内容': '酒店地理位置优越。出行方便。步行几分钟就可到达地铁佐敦站。房间内部秉承香港酒店特色之小。但布局很合理。使用起来很方便。也非常干净。卫生间水流儿很大。洗澡很舒服。我们预定的城市胜景房。不仅能看到九龙公园。还能看到海。真是赚到哦。', '短评打分': 5}
{'短评内容': '地理位置好，就是没被子，现在这个月份价格倒是还适中。。。', '短评打分': 5}
{'短评内容': '地方蛮整齐干净，可惜是小了一点点，但在香港也差不多了', '短评打分': 5}
{'短评内容': '垃圾酒店，不值一提，乱收费，垃圾酒店，不值一提，乱收费\n', '短评打分': 1}
{'短评内容': '香港的酒店出了名的房间小，但以龙堡的价格来说还算可以，地理位置好，购物交通都很方便，哈哈，我今天又订了。。。', '短评打分': 5}
{'短评内容': '房间是比较小和简陋的，电视也很小，就是一经济型酒店，但在香港市区可能按价格也只有这类了，服务很好', '短评打分': 3}
{'短评内容': '酒店很干净，尤其卫生间特别干净！现在有些楼层没有被子，要提出来才会有。', '短评打分': 5}
{'短评内容': '我们check in的时间比较早，所以没有等大床房，要了标准间，房间很小也就算了，但床也很小，我属于瘦小型的，晚上睡觉也不敢大翻身，怕掉下去，哈哈！不过房间很干净，离地铁很近，大概步行5分钟，到尖沙咀很方便。正对面过两个街口就是庙街，我们在庙街“香辣蟹”吃的晚餐，很不错。酒店性价比稍差，如果高大的童鞋要慎重考虑了，呵呵！', '短评打分': 1}
{'短评内容': '说是免费网络，速度几乎为0，价格也不便宜，不过装修还相对较新', '短评打分': 1}
{'短评内容': '酒店地理位置很好，离海港城走路大概十分钟左右。', '短评打分': 5}
{'短评内容': '交通方便，酒店底下就是往返皇岗的巴士总站，到佐敦地铁站走路十分钟，穿过九龙公园到海港城也只要十分钟', '短评打分': 5}
{'短评内容': '房间很小，但比较干净，设施较新，在尖沙咀购物非常方便，地铁就在楼下不远，很方便。', '短评打分': 5}
{'短评内容': '酒店位置很好，离地铁站很近，大堂很气派，酒店干净、舒适，尤其是酒店行李部的服务生很热情、周到，总之这次来香港住在这很满意，我会推荐给朋友的。', '短评打分': 5}
{'短评内容': '龙堡国际的地理位置不错，闹中取静，离尖沙咀商圈很近，二十分钟内就可步行至海港城。附近有荃湾和西铁两条地铁线，出行十分方便。酒店对面几条巷子里各种茶餐厅粥粉面铺甜品店一应俱全。酒店建在香港童子军总部楼上，房间不大但挺舒适，隔音也不错，晚上睡得安稳。前台接待和服务生也令人满意，是会再次选择的酒店。另外酒店八层的饭店据说曾获美食大奖，价位也合理，下次来一定要去试试。', '短评打分': 5}
{'短评内容': '非常舒适,购物非常方便,下次还来.也介绍给朋友.', '短评打分': 5}
{'短评内容': '   环境和服务都很好，非常满意。经理还亲自到房间帮我调试网络。交通很方便，去地铁只需要5分钟。', '短评打分': 5}
{'短评内容': '房间挺宽敞，就是通风系统噪音大了点，据说正在更新系统。值得提的是距海港城很近，可步行15分钟抵达，并且，在这15分钟也大有可逛：）九点服务态度挺好的', '短评打分': 5}
{'短评内容': '交通方便, 酒店干凈舒适, 但行李寄存服务(如行李过夜寄存)希望可以提升', '短评打分': 5}
{'短评内容': '酒店位置很好，到地铁佐敦很近，附近吃的也很多，马路对面就是大家乐，到海景城走九龙公园径的话只要五分钟（第一次去的话比较难找一点），大堂也很气派，在香港很少见啊。就是房间的隔音一般。总体来说是个不错的酒店。值得推荐。', '短评打分': 5}
{'短评内容': '＋酒店位置很好，收拾的很干净，服务态度也好，值得推荐～ ', '短评打分': 3}
{'短评内容': '该酒店位置、大堂尚可，双人房的床太小。', '短评打分': 3}
{'短评内容': '皇岗口岸坐巴士直达酒店侧面,方便,房间面积不大但干净,设施齐全,距尖沙咀海港城商业区几百米,附近用餐也有很多选择', '短评打分': 3}
{'短评内容': '酒店位置不错,在去油尖大巴的终点站.去尖沙咀逛街很方便,', '短评打分': 5}
{'短评内容': '还不错，就是窗外没啥景色。位置算市中心啦，离佐顿很近，散步去维多利亚港也还行', '短评打分': 5}
{'短评内容': '酒店很好很干净，位置比较好，佐敦站c出口出来左转到柯士甸道右转，往前50米左手就看道了，正对着庙街，\n优点：服务好，位置好，干净，房间比同等略大\n缺点：只有毛毯，床有点小，可能是我本身就很高，不过一般人睡都够了！', '短评打分': 5}
{'短评内容': '位置很好，我们从澳门坐船过来后中港城很近．地铁上也很近．酒店大堂有迪斯尼门票购买．房间不大，空调效果希望改善．我们前后二个房各住了三个晚上．QQ:346383451.', '短评打分': 5}
{'短评内容': '位置很好，我们从澳门坐船过来后中港城很近．地铁上也很近．\n酒店大堂有迪斯尼海洋公园门票购买．房间不大，空调效果只算一般．我们前后二个房各住了三个晚上．', '短评打分': 5}
{'短评内容': '位置很好，我们从澳门坐船过来后中港城很近．地铁上也很近．酒店大堂有迪斯尼门票购买．房间不大，空调效果只算一般．我们前后二个房各住了三个晚上．', '短评打分': 5}
{'短评内容': '酒店隔壁就是全天24小事的过境巴士，过皇岗关口非常方便，单酒店有点旧了。', '短评打分': 5}
{'短评内容': '位置很不错，房间非常好，在香港算是非常宽敞房间了，还能看到海景，晚上在房间就能欣赏夜景，只是价格小贵', '短评打分': 5}
{'短评内容': '交通倒是很方便，但是房间太小了。\n房间里可以看到维多利亚港湾的夜景，这点还不错。', '短评打分': 5}
{'短评内容': '性价比很高，酒店位置优越，环境还行！周围的购物商场也比较多！', '短评打分': 5}
{'短评内容': '今天入住了龙堡酒店，没有令我们一家失望，房内清洁，设施齐全，价格合理，出行购物非常方便，下次还会住在这里。', '短评打分': 5}
{'短评内容': '房间不错,景致很好,佐敦c2出口五分钟路程,房间虽小,五脏俱全,整洁清爽,最主要楼下就可乘车返深。', '短评打分': 3}
{'短评内容': '除了房间及床小了点，其他都还不错，特别是自助洗衣服务不错。出去购物、玩也比较方便，附近吃的地方也不少', '短评打分': 5}
{'短评内容': '酒店非常干净整洁、房间和床比别家的大，位置也很好，对面有一家超市，很方便!', '短评打分': 5}
{'短评内容': '确实很不错，与大家点评的差不多，推荐大家去试试', '短评打分': 5}
{'短评内容': '已经多次入住，对房间卫生比较满意，网络也免费很好', '短评打分': 5}
{'短评内容': '交通非常方便，在房间里就可以看到维多利亚港湾，不错！', '短评打分': 3}
{'短评内容': '位置很好,在旺区,购物很方便,不错!有一种美中不足就是可惜床太小.', '短评打分': 5}
{'短评内容': '干净，清新。舒服，地方不算小，下次来HK,还想住龙堡。', '短评打分': 5}
{'短评内容': '酒店干净，整洁，位置也不错，机场快线在九龙站下，很近了。离中港城码头也很近。', '短评打分': 5}
{'短评内容': '酒店的地理位置很好，距离海港城、柏丽购物大道、龙城很近。房间小点，不过还凑合，服务也算行。卫生间淋浴很好，难得的很大的水流，洗起来很舒服。自由行的话很合适，价格也算能够接受。', '短评打分': 5}
{'短评内容': '环境优美,离闹市较近;.........................', '短评打分': 5}
{'短评内容': '房间太小\r\n\r\n\r\n', '短评打分': 3}
{'短评内容': '酒店位置好，离中港城很近，购物很方便，酒店办事效率也很高，服务也好', '短评打分': 5}
{'短评内容': '位置极佳 走路到空港城10分钟 尖沙咀的中心\n\n就是房间太小了 不过香港房子都小 房间非常干净\n\n前台太忙 可能无法接听你的电话', '短评打分': 5}
{'短评内容': '位置不错。。。酒店也很干净。。但是酒店真的很小。。', '短评打分': 5}
{'短评内容': '酒店房间太小，床太小，电视太小，还不如国内如家的条件。', '短评打分': 3}
{'短评内容': '香港的酒店都很小，寸土寸金，这家算是比较大的了。四星级的很舒适，前台服务也很专业，check in的时候还送了酒吧的券，可惜没有去喝。每天有免费报纸送。因为是新年，头天晚上还送了一大盘糖果。感觉很温馨。就是有点小贵啊，下次不那么早定了，迟点定反而价格低些呢。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '地理位置还行，入住手续很快就办完了，只可惜房间略为嫌小。晚上回来，酒店送了一盆各式糖果、休闲食品，很温馨的。下次还会入住。', '短评打分': 5}
{'短评内容': '酒店胡交通非常方便，乘地铁方便，在香港千万不要坐出租，比国内贵太多了，还有行李费，我们在尖沙嘴大巴下车，叫了出租车到酒店付了170港币（其中70元过海底隧道的费用），太冤枉了，其实坐地铁太方便了。酒店周围商业也很发达，虽然比差的酒店贵点，但是非常值得，满意下次还坐那里。', '短评打分': 5}
{'短评内容': '入住多次了/总体比较满意/但是不明白为什么ELONG在预定房间的时候不能事先要求需要双床还是大床/。结果每次过去都说没有大床房/。理由是。ELONG的订单上没有要求。这点非常不满意。', '短评打分': 5}
{'短评内容': '不错 ，交通方便，房间较小，但整体来说不错了', '短评打分': 5}
{'短评内容': '态度很好的酒店··服务很周到··服务态度很好··', '短评打分': 5}
{'短评内容': '地理位置很好，购物很方便，以后如果来HK还是会选择这里', '短评打分': 5}
{'短评内容': '不错，很干净，位置还不错，距离地铁站10分钟，房间不算很小，感觉不错', '短评打分': 5}
{'短评内容': '酒店很干净，地理位置也不错，价格合理，如果经济不是很宽裕的话，入住这家酒店是一个不错的选择', '短评打分': 5}
{'短评内容': '，已成功入住，但房间偏小！', '短评打分': 3}
{'短评内容': '还不错，见到旁边的房间里有几张上下铺，不知价格如何？', '短评打分': 3}
{'短评内容': '经常住这酒店，不错的酒店', '短评打分': 3}
{'短评内容': '该酒店位置不错, 价格适中! 属高性价比酒店.', '短评打分': 5}
{'短评内容': '    每次来香港都是住在这里，环境不错，地理位置非常不错，旁边就是九龙公园，早上可以来这里散步，附近交通便利，是旅游购物的首选下榻酒店。', '短评打分': 5}
{'短评内容': '很好的酒店，性价比比较高，地方也不错！下次还会入住！\n', '短评打分': 5}
{'短评内容': '交通方便,位置好,但房间小.下面的酒楼不错!', '短评打分': 5}
{'短评内容': '网路免费使用，这个不错。\n吸烟层的房一股味道！建议酒店禁言！！！', '短评打分': 5}
{'短评内容': '好酒店', '短评打分': 3}
{'短评内容': '干净,地理位置比较方便, 服务不算好, 我们上网有问题,叫了好几次大堂,也说经理要上来,可是等了一个多少时也没上来,催了几次,说就来了,在楼上等托词,终究没有来我们的房间,但是上网如果是网上订购的是可以免费的,大厅和走廊都还算宽敞,只是房间略显小了, 香港这样的地方,这个价位也只能如此小和服务不算好啦. ', '短评打分': 5}
{'短评内容': '哈哈~有了对比才知道龙堡真的很不错\n购物，有！吃饭，有！地铁站，还有2个！！！', '短评打分': 5}
{'短评内容': '一直喜欢这家酒店的，因为看上去大气，而且交通也便利', '短评打分': 5}
{'短评内容': '已经在这儿住了很多次了，位置很方便，房间也很不错，每次的感觉都还不错', '短评打分': 5}
{'短评内容': 'very good hotel. very comfortable and safe. there is 7-11 across the road.', '短评打分': 5}
{'短评内容': '入住期间赶上酒店装修，整夜吵的无法入睡，装修的时候是否可以考虑客人的作息时间。', '短评打分': 1}
{'短评内容': '位置方便，房间适中，但酒店没有安排到大床房间，有点失望。', '短评打分': 5}
{'短评内容': '多次入住龙堡了，终于盼到了它提供被子的一天，以前都是只有毯子，既不保暖又不卫生舒服！', '短评打分': 5}
{'短评内容': '性价比不错的酒店，离海港城也不算太远。价格合理', '短评打分': 5}
{'短评内容': '现在质素比以往有提高，当然价钱也高了许多。现在竟然有报纸了！\n据说以后还有游泳池，不是到什么时候了。。。', '短评打分': 5}
{'短评内容': '该店我已多次入住，地理位置好，性价比高。', '短评打分': 5}
{'短评内容': ' 我经常去香港都会选择这间酒店，因为比较方便购物。', '短评打分': 3}
{'短评内容': '房间里边看上去就像大陆普通宾馆的房间，很小且没什么装修，隔音效果一般。电视是那种好几年都没见到的小小的黑色的那种，但是房间里很干净，尤其卫生间，浴室水流也大，备品也算可以了，好多外国人来住，走廊和大堂看上去还不错。\n住在高层，很安静，景观很好，除了城景还能看到一点海景，酒店人员服务态度也不错，因为航班原因，所以跟前台商量了，免费延迟到14点退房。\n酒店对面过了马路就是小超市、便利店。还有各种小吃店', '短评打分': 5}
{'短评内容': '之前订酒店时犹豫再三，综合大家评论后，最后定了这个酒店。此次住了以后，感觉不错，故写一下感受，就当是回报吧，希望对大家有所帮助！\n我订的是城市胜景房2晚，共2860元港币。位置很好，港铁佐敦站C2出口200米即到，酒店大堂比较气派（比第一次去香港住的酒店要好很多），感觉应该是国内四星级酒店标准，老外住客很多。入住时11点去的，前台说2点以后才有空房，我要求住高楼层，等逛了一圈再去，果然留的23楼的', '短评打分': 5}
{'短评内容': '不知道什么原因现在越来越贵了，性价比不高了，主要是大冬天的连被子都没有', '短评打分': 1}
{'短评内容': '住过几次，都很喜欢！交通很便利。附近街道到处逛逛，很有意思！', '短评打分': 5}
{'短评内容': '大堂和地理位置都不错，就是房间小了点', '短评打分': 3}
{'短评内容': '总的来说还不错，交通也很方便，但是这次有些吵。', '短评打分': 5}
{'短评内容': '每次去香港都选择该店，大概有感情了，地理位置好，进出方便，性价比高，一如既往今后还住。', '短评打分': 5}
{'短评内容': '下单太慢，当天订价格太贵，建议适当改进...地点和位置还不错,方便地铁和购物', '短评打分': 5}
{'短评内容': '性价比超级低。大堂和楼道做那么宽敞房间就不能大一点？房间不大也就算了，床还那么小！唯一好的就是卫生间还挺新，然后朝南的房间能看香港夜景。反正不会再住了。', '短评打分': 1}
{'短评内容': '不错的酒店很方便。', '短评打分': 3}
{'短评内容': '都是好评，因为我每次出差都会住的，地理位置好，淡季价格也相对便宜', '短评打分': 5}
{'短评内容': '每次都住，现在的价格有时候不太稳定，但为了办事方便，还是会一直住', '短评打分': 5}
{'短评内容': '很不错的地理位置，就是房间很小，最近价钱不稳定，经常涨价', '短评打分': 5}
{'短评内容': '没以前好。态度也一般。', '短评打分': 3}
{'短评内容': '这个酒店的位置不错，房间和一般香港房间一样大吧，比内地的还是小一点，不过住的挺舒服', '短评打分': 5}
{'短评内容': '酒店位置很好，离地铁口比较近，周围餐饮，购物十分方便，推荐', '短评打分': 5}
{'短评内容': '交通方便，去海港城只要走10分钟就可以了。酒店也很好干净卫生', '短评打分': 5}
