{'descr': '干净整洁卫生，交通便利，就是网速不太给力', 'star': 5}
{'descr': '酒店的位置很好，走不远就是西湖了。酒店一出门右手边有一个卖麻辣烫的，味道也不错，如果晚上回来饿了，可以吃顿夜宵。唯一的不足就是房间不大，真的不大。。不过能在房间里免费看到一些还比较新一些的电影，感觉酒店本身也很有文化感。总体感觉不错，优点大过缺点！值得推荐！！', 'star': 5}
{'descr': 'D1天住8115房间，（窗户后有个大中央空调主机---实在太吵！）D2天前台热情的态度中很好的解决了此问题！总的来谁不错，这家店很有些历史渊源，前台和打扫的阿姨服务都很好！', 'star': 5}
{'descr': 'D1天住8115房间，（窗户后有个大中央空调主机---实在太吵！）D2天前台热情的态度中很好的解决了此问题！总的来谁不错，这家店很有些历史渊源，前台和打扫的阿姨服务都很好！', 'star': 5}
{'descr': '地理位置很好，靠近西湖 只是前台的服务态度差了点 显得不热情！价格也算公道！', 'star': 5}
{'descr': '地理位置很好，靠近西湖 只是前台的服务态度差了点 显得不热情！价格也算公道！', 'star': 5}
{'descr': '还行，地点不错，酒店也很有特色', 'star': 5}
{'descr': '还行，地点不错，酒店也很有特色', 'star': 5}
{'descr': '还可以，服务有点差', 'star': 1}
{'descr': '还可以，服务有点差', 'star': 1}
{'descr': '想怀旧的话   住进去     ', 'star': 5}
{'descr': '想怀旧的话   住进去     ', 'star': 5}
{'descr': '离西湖很近，出行很方便，地段我很满意\r\n就是房间隔音效果不太好 有点吵', 'star': 5}
{'descr': '离西湖很近，出行很方便，地段我很满意\r\n就是房间隔音效果不太好 有点吵', 'star': 5}
{'descr': '去的晚了，结果给了间很小的单人间的床给我们2人住。。卫生什么都还不错，位置也很好。。环境和感觉还是不错的。。', 'star': 5}
{'descr': '去的晚了，结果给了间很小的单人间的床给我们2人住。。卫生什么都还不错，位置也很好。。环境和感觉还是不错的。。', 'star': 5}
{'descr': '去西湖旅游，位置非常好，出行很方便。服务不错，唯一缺点就是房间有点小。去旅游的朋友适合住，推荐。', 'star': 5}
{'descr': '去西湖旅游，位置非常好，出行很方便。服务不错，唯一缺点就是房间有点小。去旅游的朋友适合住，推荐。', 'star': 5}
