{'descr': '房间很大，洗澡间里的东西不太好用，', 'star': 4}
{'descr': '很好，房间设置很人性化，设备齐全，交通比较方便，干净卫生，装修高档，临近大润发，洗衣机，冰箱等和五星级也有一拼', 'star': 5}
{'descr': '附近吃饭配套不太', 'star': 3}
{'descr': '很好。不错。决定继续支持。这次去还住那里', 'star': 5}
{'descr': '蠡口买家具过夜的最方便的地方，对面有咖啡厅，大超市，KFC，快餐厅。\n环境不错，有客厅，酒店式公寓还是很宽敞的。', 'star': 5}
{'descr': '房间面积大，属于套房了，价格也很实惠。\n但是又两个问题\n1,可能刚开业不久，房间有油漆味，鼻子眼睛很不舒服，建议酒店做一次甲醛检测\n2，隔音简直太差了，楼上穿鞋在地板走路，楼下清清楚楚；早晨七点半隔壁房间手机震动，我这里清清楚楚，一开始我还以为自己房间有个手机呢，找了一下没有，耳朵贴在墙上，发现时隔壁房间的，手机每次震17下，震了二三十次，很讨厌；八点半开始隔壁又开始装修工人敲榔头的声音。。。。。', 'star': 1}
{'descr': '非常非常好的酒店！大爱！！超大的房间超大的床！舒服！以后去江苏一定只去这家酒店！非常棒！', 'star': 5}
{'descr': '性价比很好,房间大,设施齐全,就是位置稍偏,开车去苏州,这家酒店绝对是首选', 'star': 5}
{'descr': '酒店不错，一直入住，很好的一家酒店啦~~~~~', 'star': 5}
{'descr': '公寓式酒店，设施新。附近有大超市，购物用餐都方便。', 'star': 5}
{'descr': '很好很强大的酒店，这趟来苏州出差又住这家酒店了，感觉还是很好很强大。', 'star': 5}
{'descr': '经济实惠,,,环境也舒适,,去苏州我一直住这个酒店公寓.', 'star': 5}
{'descr': '安排朋友一直住这里，环境满舒服的，有家的感觉，不错！', 'star': 5}
{'descr': '酒店性价比很高,属自助型酒店,房间环境卫生\\整洁.自驾游时酒店不太好找!', 'star': 5}
{'descr': '房间是很大，有冰箱，洗衣机，吸油烟机。但是相对离市区远了点。打车到市区要30块钱。', 'star': 1}
{'descr': '沒有停車庫，前台服務亂套，晚上回去的時候竟然有一堆莫名其妙的人睡在大堂沙發上！房間看表面還不錯，但是其實裝修得很粗糙，走廊樓道讓我嚇一跳，以為是未竣工的安居房。衛生間用具差，不是很乾淨！總的來說，除了性價比高以外，其他真的沒什麼好的。不過就算便宜，這樣的酒店我下次也絕不會去住了，還不如錦江之星！', 'star': 1}
{'descr': '公寓紧挨着蠡口家具城和超市，买家具和用餐都非常方便。而且房间很宽敞，比酒店式得标间大多了。工作人员也挺热情的。', 'star': 5}
{'descr': '就是地方配套不方便点啦，其它的都好。前台服务也o啦！地点也适合我的，所以我认为可以。', 'star': 5}
{'descr': '性价比高，安静干净，很不错的公寓式酒店。就是没有自己的停车场，虽能就近停车，但多少不太放心', 'star': 5}
{'descr': '房间还是一如既往的好。就是有一点不太满意。有一天起来晚了没吃上早餐。本以为早餐券可以退。哪知道和前台的小姐说了。就回答好的，但是最后付1钱的时候告诉我不能退的。我的券却收走了\n', 'star': 5}
{'descr': '酒店不错，物美价廉。酒店不错，物美价廉。', 'star': 5}
{'descr': '房间不错，价钱也便宜，就是交通不便，晚上吃东西太不方便了要坐三轮车去买。去那住的朋友记得自带干粮！', 'star': 5}
{'descr': '我强烈建议中翔广场酒店,在房间里面放上一台电脑就完美了,因为附近的网吧还算比较远的,不方便.一般来说入住的客人晚上都需要电脑办公一下的.希望下次入住的时候能得到改善,期望中!!谢谢!', 'star': 5}
{'descr': '地理位置蛮好,交通方便,旁边就是大润发,购物吃饭都方便.环境非常好,早上的自助餐虽然只有10元,但是相比较其他的连锁酒店的15元的自助餐要好的多.很满意,以后到苏州还会住那里.唯一的欠缺就是打的很难.', 'star': 5}
{'descr': '环境不错，下次有机会还会入住', 'star': 3}
{'descr': '挺好的有家的感觉，服务员也是很好很客气的，边上还有个大润发超市了很方便的', 'star': 5}
{'descr': '服务态度很好，交通便利，楼下就有大型超市', 'star': 5}
{'descr': '性价比很高，交通也方便，火车站直接乘83路7站就到门口，房间很大，适合家庭旅游，如果可以放个微波炉或电磁炉，就更理想了', 'star': 5}
{'descr': '房间里面需要放一根长一点的网线。', 'star': 3}
{'descr': '性价比非常高 很干净 6岁的儿子一直说像家一样 确实很温馨 床也很舒服 前台很热情 只是离市区稍微有点远 不过对自驾的人来说也蛮方便的 下次来苏州还会选择', 'star': 5}
{'descr': '环境挺好的。就是这次入住的那个房间有味道。洗澡间那下面漏水。。还有下面那个出水孔出水较慢', 'star': 5}
{'descr': '挺好的出差一直住这里的，有家的感觉，边上还有个百润发超市挺方便的。', 'star': 5}
{'descr': '第二次去了~~~这次住的是五楼似乎比以前十一楼的房间小了点~~~不过性价比还是很高~~~', 'star': 5}
{'descr': '挺不错，里面比较宽敞，比一般的酒店好。还是值得去住的', 'star': 5}
{'descr': '相当满意。\n\n房间面积大。\n\n性价比高。\n\n', 'star': 5}
{'descr': '入住两个晚上感觉很不错，房间很新，设施也不错很温馨~周围的生活配套设施也很好，从火车站打车过去25元，有超市很便利，超市营业到晚上10点，还有肯德基，大娘水饺，晚上还出去逛了下观前街，回来的时候直接做的私人车（黑车）20元，很划算~总体评价很好~和图片上几乎没有什么太大的差异', 'star': 5}
{'descr': '性价比不错，开车到市区各景点很方便，旁边就是大润发超市。晚上周边服务设施较少。', 'star': 5}
{'descr': '房间够大，属于酒店式公寓，不过里面也有很多住户，在楼道里收拾菜，感觉怪怪的', 'star': 5}
{'descr': '总体来说还不错的酒店，房间够大，就是房间内有一股味道，开开空调才会淡下来', 'star': 5}
{'descr': '很不错。房间不错。床也很舒服。卫生很好。早餐很干净，味道不错 ', 'star': 5}
{'descr': '房间宽敞，还有洗衣机，不错的酒店，性价比相对较高。以后有机会还会入住。', 'star': 5}
{'descr': '酒店不错，服务很好，一直入住，酒店不错，服务很好，一直入住', 'star': 5}
{'descr': '还是那么温馨，舒适，就是价格好像有点小涨，上次是170，这次是188了', 'star': 5}
{'descr': '性价比非常高~~~超值的酒店~~~准备下礼拜再去入住~~~住宿购物都很方便~~~', 'star': 5}
{'descr': '房间够大，装修新而简约，安静。希望在餐饮方面给客户提供跟多服务。', 'star': 5}
{'descr': '酒店非常干净，设施不错，房间也足够宽敞...早餐实在不敢恭维，没有几样，不过，就性价比来讲，也算值吧...', 'star': 5}
{'descr': '这是一家很不错的酒店公寓，价格合理，性价比高，晚上也很安静，服务也不错。就是早餐差了点。', 'star': 5}
{'descr': '苏州中翔广场酒店公寓（优家连锁酒店）相当于我家旅馆了，长期住，每个月都好几次，喜欢。', 'star': 5}
{'descr': '很不错的酒店,下次还会入住,除了门比较难打开,地方远了点,别的都很好,旁边就一超市,很有家的感觉', 'star': 5}
{'descr': '价钱很实惠，房间超级大，还有洗衣机，位置稍偏，有车的会比较方便些，不过住的时候竟然发生了停电断网事件，虽然时间没有非常久，但是感觉很不好，除去这个突发事件还是很超值的', 'star': 5}
{'descr': '很舒服的房间哦，房间也很大。附近也很方便。', 'star': 5}
{'descr': '很不错的酒店，连续住了2晚，打扫的阿姨很好，我们住了3个人，多给了我们牙刷和被子，衣架！！很满意', 'star': 5}
{'descr': '很喜欢这家酒店，服务很周到，员工对我们也很好，下次去还想去这家酒店，很干净，旁边大润发超市也很方便，早餐也很好吃，做公交车也很不错。离苏州火车站也还蛮近的', 'star': 5}
{'descr': '适合居家型 性价比很高。  不是很适合旅游型 离市区有点远', 'star': 5}
{'descr': '性价比很高，房间也很大。可以考虑买一套。', 'star': 5}
{'descr': '很不错的酒店，边上就是一个大润发超市，交通也很方便。', 'star': 5}
{'descr': '不错的，里面有家的感觉。值得去住，旁边就是大润发', 'star': 5}
{'descr': '连续住了好几次了，比较满意，房间的整体布局设施有家的感觉', 'star': 5}
{'descr': '不错！老公一直夸床很舒服，住得很温馨很有家的感觉！值得推荐哦', 'star': 5}
{'descr': '非常好，很喜欢', 'star': 3}
{'descr': '好!下次继续入住.就是希望价格不要往上涨.', 'star': 5}
{'descr': '再次入住感觉还是不错.房间很大,美中不足就是洗澡是用电热水器烧的,而且只有40升,太小了.\n\n\n\n\n\n\n\n', 'star': 5}
{'descr': '还不错 有可能住的人多了吧  卫生不如以前了 当然 性价比依然相当的高', 'star': 5}
{'descr': '还好，稍微叫车不方便。', 'star': 3}
{'descr': '酒店很好，房间设施也很好像家的感觉。下次还去这个酒店。', 'star': 5}
{'descr': '不错，但即然是公寓式的，一些电饭堡及锅为什么不能配套呢。', 'star': 5}
{'descr': '酒店还行！清静环境也不错设施算是齐全！物有所值吧！', 'star': 3}
{'descr': '住在这里很方便的，旁边就有个大润发呢。而且就在红星美凯龙的旁边，下次出差还住这里', 'star': 5}
{'descr': '房间还是蛮大的，装修也不错，要是没有气味就更好了', 'star': 5}
{'descr': '价格合理，环境很好，我们都很喜欢，连着2天都选择了这，就是有点不好找，一进房间发现有股味道，不过别的都很棒！下次有机会还去', 'star': 5}
{'descr': '成功入住，商务感强…', 'star': 3}
{'descr': '很超值，在网上订的还返了50元，真的不错，房间也OK', 'star': 5}
{'descr': '酒店位置还可以，在大润发隔壁，有车族还行，如果没车的朋友打的不方便。房内设施我很喜欢，真的象家的感觉，卧室，客厅，厨房，卫生间一应俱全。阳台还有洗衣机，晒衣杆，非常适合长住的朋友。空调效果特别好，这么大一个房间，只有这个分体式，据然还有点冷。很对得起这个价格。下次还会来住的。', 'star': 5}
{'descr': '酒店住宿面积不错，设施不错，但卫生要加强管理。', 'star': 5}
{'descr': '非常好 已经是第三次住了 经济方便非常好 已经是第三次住了 经济方便', 'star': 5}
{'descr': '感觉性价比很高的一家酒店，设施比较新，床也很舒服，房间面积大，还有晒台，方便晒衣服，但由于地点问题，适合有车一族。', 'star': 5}
{'descr': '非常不错的酒店。房间很大，设施很好。但是早晨打车很困难。适合自驾车入住。', 'star': 5}
{'descr': '去苏州入住的首选酒店。刚开始感觉离市区远，后来习惯了就觉得很不错的。', 'star': 5}
{'descr': '感觉非常不错绝对物超所值，环境很好很干净，房间很大，细节做得很到位', 'star': 3}
{'descr': '酒店很好的，有免费的停车场的，早上提供早餐，边上还有个大润发超市，比较适合有车一族自驾出行入住，总的来说还是挺满意的。下次有机会还是会入住的。', 'star': 5}
{'descr': '性价比很高的酒店，来苏州的朋友可以考虑一下。', 'star': 5}
{'descr': '价格很便宜，但是离市区比较远，没有车的朋友不是很方便\n附近设施蛮全的，吃的什么的超市都有\n附近有个水天堂，神仙汤不错\n\n酒店很新，住着很舒服，物有所值，不过不知道久了会不会就旧了\n说是酒店式公寓，但是厨房只是摆设，长期租的才有厨房', 'star': 5}
{'descr': '连续几次都订在这家酒店，感觉不错，适合出行需要', 'star': 5}
{'descr': '酒店性价比很高，就是前台小弟们的服务态度相当的冷漠，工作没有热情，建议重新培训或者招些像样的服务员。', 'star': 5}
{'descr': '好，干净，方便，值得推荐，下次还会入住。', 'star': 5}
{'descr': '干净，出行也很方便，旁边还有大型超市，周边也有很多饭店。总之，很好，值得推荐。', 'star': 5}
{'descr': '房间倒是很舒适，就是他们的电梯只有两部，不幸的是我们入住的那天其中的一部还在维修，我们等了很久另一部电梯才到达一楼，而他们酒店的淋浴器是老式的要等到烧热是才可使用，这倒是很不方便。不过总的来讲还算可以吧。', 'star': 5}
{'descr': '房间很大，但是床很硬，不舒服，热水还行，电脑网速不敢恭维，，', 'star': 5}
{'descr': '还好，很新的酒店，远了点，设备好，推荐入住', 'star': 5}
{'descr': '可以开发票吗？开发票需要另外加钱吗？\n房间蛮大的，交通也很方便。\n', 'star': 5}
{'descr': '大润发超市在边上，要到苏州逛家具的，住在这不错的', 'star': 5}
{'descr': '房间很新，很大，很喜欢，结账时有点慢，其他还好，楼下有大润发', 'star': 5}
{'descr': '客观地说我还是推荐的，虽然前台服务员有时说话很难听，吵了一架，但只是个别人，总的来说还是不错，很新。', 'star': 5}
{'descr': '非常好的酒店，房间超大，洗衣机、电冰箱一应俱全，下次还会推荐朋友入住', 'star': 5}
{'descr': '挺好的，下次还会住这里，就是位置有点偏，有车的话比较方便。', 'star': 5}
{'descr': '这种酒店公寓我还是第一次入住，感觉不错。房间干净，宽敞，设备齐全。就是早餐太过简单了。', 'star': 5}
{'descr': '不错，房间够大，价格公道，值得一试，还会选择', 'star': 5}
{'descr': '公寓式的,面积很大,一室一厅的,还有阳台,冰箱洗衣机,沙发,写字台,下面就是大超市,内部很新,比市中心的同价格酒店要便宜，下次还会去光顾', 'star': 5}
{'descr': '优点,好多,公寓式的,面积很大,一室一厅的,还有阳台,冰箱洗衣机,沙发,写字台,下面就是大超市,内部很新,比市中心的同价格酒店要好上不止一倍.', 'star': 5}
{'descr': '环境不错价格还算可以，下次还会光顾。。。。。。。。。。。。。', 'star': 5}
{'descr': '去的那天刚好下大雨，好冷啊，还好躲在房间不出来。一如既往的好', 'star': 5}
{'descr': '非常喜欢非常喜欢非常喜欢非常喜欢非常喜欢', 'star': 5}
{'descr': '非常好我喜欢非常好我喜欢非常好我喜欢非常好我喜欢', 'star': 5}
{'descr': '缺点,稍有点远,火车站打车20元.\n优点,好多,公寓式的,在市内可能要四五百的,面积很大,一室一厅的,还有阳台,我住的大床房188,冰箱洗衣机,沙发,写字台,下面就是大超市,内部很新,比市中心的同价格酒店要好上不止一倍.', 'star': 5}
{'descr': '价钱确实便宜！\n新装修的缘故吧，房间还有一股气味。\n隔壁大润发吃饭的选择实在是太少了，只有一个中式快餐，价格实在有点高', 'star': 5}
{'descr': '房间很大,有阳台和落地窗,178真的很值哦,下次来苏州还住这边,呵呵', 'star': 3}
{'descr': '性价比超高的，出门就是大润发，很方便生活的。\n房间里面如果没有气味就更好了，早餐的品种也少了点', 'star': 5}
{'descr': '很好,房间很大,是公寓式的.', 'star': 3}
{'descr': '很好的酒店,干净,房间很大,要是配有天然气可烧饭,还要好.', 'star': 5}
{'descr': '房间不错，要是能提供“请勿打扰”的牌子就更好了。此外，我们住的房间，忘记手镯了，尽管不值钱，但有纪念意义。但问总台，回答是没看到。', 'star': 5}
{'descr': '非常经济实惠的酒店，下次肯定还会去的。就是早餐太简单了。', 'star': 5}
{'descr': '第一次住这里，感觉很不错。来苏州的朋友特别是北边的，一定要选这里。', 'star': 5}
{'descr': '房间很大，设施很新很齐全，性价比超好，下次来还住。', 'star': 5}
{'descr': '空间很大，是出来旅游住宿的好地方，就是退房服务有点慢！', 'star': 5}
{'descr': '环境 设施和服务都是非常好而且到位的 只有酒店本身位置有点偏', 'star': 5}
{'descr': '房间大，价格也不贵。喜欢！以后出去都到这里来', 'star': 5}
{'descr': '热水采用的电热水器烧的，多人连续洗的话很容易洗着洗着就没热水了', 'star': 5}
{'descr': '很好的酒店，除了位置稍远之外，性价比极高，强烈推荐！', 'star': 5}
{'descr': '公寓式酒店，布置比较温馨。硬件设施也较完善，性价比高。缺点：早餐品种太少，冰箱有异味。', 'star': 5}
{'descr': '很不错的酒店，装修的风格很温馨，像住在家里的感觉，但有些缺点就是床有噪音，每次翻身就会发出吱吱的声音，自己翻身都会被这响声弄醒。。。', 'star': 5}
{'descr': '周围设施不全，晚上黑咕隆咚的很吓人。。。', 'star': 1}
{'descr': '非常好、房间非常大、服务一般、不错的、就是离市中心太远了、开车开了好久的呢', 'star': 5}
{'descr': ' 环境不错,设施 蛮齐全的 我喜欢', 'star': 3}
{'descr': '房间很大，也很干净，各种设施也都齐全。不足的是，房间隔音的效果很差，热水采用的热水器烧的，两个人同时洗的话很容易洗着洗着就没热水。另地方有点偏。', 'star': 5}
{'descr': '服务员服务不热情，昨天我入住的时候服务员竟然在里面洗澡…房间很不错！', 'star': 5}
{'descr': '新酒店，装修风格很温馨，服务人员素质也不错。可惜无法上网，热水使用受限，夜间遭遇蚊子，因此不是一次太满意的体验。', 'star': 1}
{'descr': '很不错的酒店。干净，房间大，住的比较舒适。。。。。。。。。。。。。。', 'star': 5}
{'descr': '交通还算比较方便。酒店式公寓。新装修的，里面还有味道。里面有洗衣机，常住的话还比较方便，房间也比较大。感觉有点乱乱的，不是很安全。', 'star': 5}
{'descr': '酒店设施好，挺有家的感觉。', 'star': 3}
{'descr': '酒店装修比较好！房间比较大，有客厅，房间和厨房，离火车站还是比较近的，打的只要20分钟左右，26元左右，但是离我们要去玩的地方就有点距离了，不算郊区，不过吃饭的地方就有点少。', 'star': 5}
{'descr': '估计是刚起来的小酒店，标示不清楚，找了有一会，很多东西都欠缺', 'star': 1}
{'descr': '非常家的感觉，有阳台可以晾衣服，对于长期住的人来说非常方便，就是停车是个问题，那里的保安感觉都不管的，老是看到堵车没车位，太麻烦了，吃的方便，边上就是大润发，总之不开车的话，可以的啦', 'star': 5}
{'descr': '挺好的 各方面都很满意 除了有时候外面有点吵', 'star': 5}
{'descr': '很实惠，交通也比较方便，旁边就是红星美凯龙。。。', 'star': 5}
{'descr': '比较新，硬件还不错，服务也很好。紧邻大润发，方便！有家的味道。', 'star': 5}
{'descr': '这边房间带阳台，洗衣机什么也有，住这里几天都有点不想走的意思了，出去办事宁可多绕点路也不想换酒店\n有点小建议，你们电梯间的空调是打到多少度的呀，在那等电梯多少都有点小冷，或者是这两天刚好冷空气，我又没带外套的缘故', 'star': 5}
{'descr': '相当不错的房间，那大床房基本上就是一套间了，而且这个价位也相当实惠，唯一的不足就是有点偏，自驾游的朋友住这里是很好的选择，', 'star': 5}
{'descr': '很新的酒店，很安静，空间大，真的有50平方，很干净，有客厅，物超所值', 'star': 5}
{'descr': '早餐品种还算多，7点早餐开始，小馒头还在锅里面煮，没吃成。既然7点供应早餐，准备工作应该做全哦！', 'star': 5}
{'descr': '酒店硬件不错 房间很大也很干净 就是离市区远了一点 适合自驾一族', 'star': 5}
{'descr': '房间好大哦，配套设施也很不错的。附近还有个大润发的', 'star': 5}
{'descr': '房间布局很好,整体感觉不错,很新很干净.', 'star': 5}
{'descr': '环境真的很好。有家的感觉。主要是他的房间可以租。要是我在苏州的话。我就长租了。也不贵。一个月 才1000多一点一个月。。。赞个。。。\n他的房间也便宜。', 'star': 5}
{'descr': '酒店房间比价大，因为是酒店公寓，隔壁烧菜的油烟味比较厉害，我预定的时候跟我说有锅具和电磁炉可以问客房部借，到了酒店，才告诉我，一概没有，除非常住！这个比较令人生气！被忽悠了一下！酒店的电热水器考验人的洗澡速度，很快水就不怎么热了！地方比较偏僻，如果不开车来，不推荐住。', 'star': 1}
{'descr': '房间大  设施好  一楼装修气味刺鼻！房间大  设施好  一楼装修气味刺鼻！', 'star': 5}
{'descr': '房间够大，设施不错，这个价格真的很实惠，等到周围的商业氛围形成后就不知这个价了', 'star': 5}
{'descr': '房间大，就是附近打的很难打，性价比还可以。五一去公交很堵，根本坐不上。', 'star': 5}
{'descr': '环境布置很满意，像家一样，价格也合理，入住的时候大厅油漆味很重，还好房间里没有，边上就是大型超市，很方便', 'star': 5}
{'descr': '    这是第二次入住这个酒店。这一次环境有了一些变化。总体设施不错，早晨打车也比较方便。建议早餐再增加一些品种，丰富一些。多学习锦江之星的宾馆。', 'star': 5}
{'descr': ' 挺好', 'star': 3}
{'descr': '太偏远了，打不到出租车真的很不方便，服务员的水平很有限。', 'star': 1}
{'descr': '第四次住了，非常好！', 'star': 3}
{'descr': '环境还是没的说，希望室内空间可以有效净化好，周边配套交通设施再完善一点，支持！！', 'star': 5}
{'descr': '房间比较新，设施齐全。有不少地方不错，比如床，有电脑工作台。还有阳台洗衣机等。适合情侣了。需要加强的是夜里不是太好找到地方，加强房间的空气净化，增加一些夜间标识。可能是装修比较新的原因房间有点装修味道。需要加强净化。', 'star': 5}
{'descr': '房间比较新，设施齐全。有不少地方不错，比如床，有电脑工作台。还有阳台洗衣机等。适合情侣了。需要加强的是夜里不是太好找到地方，加强房间的空气净化，增加一些夜间标识。装修全面上还需要完善一下。', 'star': 5}
{'descr': '还行，就是到了中午的时候在房间能闻到别人家烧菜的味道', 'star': 5}
{'descr': '每次來蘇州都會住這個地方，第二次來了，就因為住的房間大又新，超級好超級舒服的，就是周邊沒什麽商場，出來打車有點麻煩，晚上回去路上行人少，其他的真的不錯。以後相城區要是發展起來了，這個酒店式公寓必定火，肯定也不止這個價了。反正這是我迄今住酒店賓館里，性價比超級高的一家店~', 'star': 5}
{'descr': '面积很大，很干净，就是因为刚装修好的原因吧，有点味道', 'star': 5}
{'descr': '性价比超高的说，除了有点新装修的味道，地方有点偏可以忽略的，推荐入住哦～', 'star': 5}
{'descr': '不错的酒店，环境各方面都不错很安静，下次还会在去', 'star': 5}
{'descr': '很值得推荐的一家酒店设施非常齐全虽然偏了点 但是公交还是挺方便可以直达市区。就是差了台电脑可惜，如果有就完美了。还有的士非常难打。', 'star': 5}
{'descr': '很好  第二次入住了  \n就是床单大家注意下  如果长住的话  一般都是三天换次   正常当天的肯定会还掉  \n，。。所以 大家活动的时候注意卫生 不过强烈要求的话会来换的\n建议。。。房间增加厨具。。不过这样就有油烟了  要是可以租用的就好了', 'star': 5}
{'descr': '总体上不错，就是有点偏，离市区有点远了。', 'star': 3}
{'descr': '酒店非常值…房间跟网上介绍的一样，硬件都齐只差电脑了…在那住的很开心，跟单身公寓没差别…就是交通有点麻烦……', 'star': 3}
{'descr': '酒店真的很大，也很新，虽然地点有点偏，但是自驾还是方便的，尤其是里高速很近', 'star': 5}
{'descr': '酒店设施非常好 很值。 就是稍微远了点。 外面多点吃的 或者酒店本身可以提供餐饮就好了', 'star': 5}
{'descr': '就是地方比较偏僻，坐车不太方便，晚班车的时间太早了，人在市区的话还得算好时间早点赶车回来。但是酒店的环境是我去苏州这么多次所遇到最好的一家，无论是空间面积还是内部设施以及配套服务都是一流，绝对物有所值！！以后还会来！', 'star': 5}
{'descr': '一室一厅套房，有冰箱洗衣机，全新装修，便宜实惠', 'star': 5}
{'descr': '房间装修不错，设施齐全，性价比超高，下次来苏州还会选择，不过装修的味道还可以闻到', 'star': 5}
{'descr': '酒店很不错，房间大，卫生。下次到苏州还会来的。', 'star': 3}
{'descr': '酒店很宽敞，环境很不错，下次去玩还会选择这里。', 'star': 5}
{'descr': '酒店式公寓，还有人长住做饭，房间很大，装修不错，洗衣机、油烟机、冰箱一应俱全，只是地点有点远，在相城经济开发区了，如果游玩的地方在市区的话很不方便，因为苏州的出租车非常非常非常难打！', 'star': 1}
{'descr': '酒店不错，设施也很齐全，比我想像的要好。', 'star': 3}
{'descr': '酒店服务好~房间宽敞，真的很超值。推荐大家苏州去旅游可以体验下', 'star': 5}
{'descr': '酒店服务好~房间宽敞，真的很超值。推荐大家去苏州的话去体验下。', 'star': 5}
{'descr': '物美价廉，很温馨，有居家的感觉，热水器出热水快，喷水大，好舒服。只是好像有点装修味。有洗衣机，好像我多余的多带了衣服', 'star': 3}
{'descr': '一切还OK,交通便利,购物方便,生活设施齐全,价廉物美,反正对在外旅行出差都比较适合,就是洗澡用电不习惯,95分\n\n--------------------------------------------------------------------------------\n', 'star': 5}
{'descr': '一切还OK,交通便利,购物方便,生活设施齐全,价廉物美,反正对在外旅行出差都比较适合,就是洗澡用电不习惯,95分', 'star': 5}
{'descr': '性价比很不错的酒店，唯一的小遗憾是房间内还是有点装修的味道。', 'star': 5}
{'descr': '酒店挺新的，很干净，也很大，唯一的缺点是：酒店新装修，气味很大。有对这个很在意的，希望慎重考虑。 环境不错，地点也不算偏，整体来说还可以，价格很实惠。', 'star': 5}
{'descr': '很好，房间干净、大的超乎你的想像。就是床板不怎么结实会响！', 'star': 5}
{'descr': '房间很大很干净真不错，离市区也不远。下次我还会选择的。', 'star': 5}
{'descr': '酒店环境很好，性价比超高，适合自驾游！', 'star': 3}
{'descr': '房间很好', 'star': 3}
{'descr': '我喜欢象家一样的感觉，比住如家、锦江感觉好多了。厨房的设施再多些就更好了，比如多个微波炉、电磁灶什么的，那样就可以做些简单的食物了。', 'star': 5}
{'descr': '好大的房间哦，真的是物超所值！\n下次还住。', 'star': 5}
{'descr': '设施很新，房间很大，已经是第二次入住了，很喜欢哦，下次还会选择这里', 'star': 5}
{'descr': '第一次住这样的酒店，其实就是单身公寓，  感觉比一般的酒店住的舒服，房间很大还有客厅。洗衣机  厨房用具一应俱全。很适合夫妻旅游居住。性价比很高。\n', 'star': 5}
{'descr': '在这个价位无论硬件还是服务都足够的好了。 如果说酒店要追求4星以上服务 哪就吹毛求疵下吧。 客房服务（清洁人员）如果遇到客人 态度很好很尽责。 但在平时打扫的时候 没有很好的做到静默作业 比如对讲机的声音或者两个人交流的声音 会对睡午觉的客人造成打扰 毕竟房间门的隔音效果也是有限的。', 'star': 5}
{'descr': '由于是酒店式公寓，所以房间很大，还有厨房和阳台，阳台里有洗衣机，住的很舒服，就是处于苏州的郊区，地理位置比较远，适合自驾游，但公寓门口的公交还是很方便，苏州可以用上海的交通卡，边上的大润发是仅有的能找到吃的地方。', 'star': 5}
{'descr': '装修好，很喜欢', 'star': 3}
{'descr': '除了位置偏点之外，剩下都很好，很好\n推荐大家来住，吃饭只能去大润发吃了\n不过离得比较近，快餐还不错', 'star': 5}
{'descr': '个人觉得性价比很高的酒店，房间非常新而且宽敞，就是打的不大方便，运气不好的时候半小时都没打到的', 'star': 5}
{'descr': '住的是大床房,房间面积很大,为一室一厅一卫生间，公寓式装修，房间设施很新,服务态度好.房间内有洗衣机，让人感动的是退房时我父母忘了一件东西，检查房间时服务员发现了，并送了下来.下次来苏州玩，还会再住。', 'star': 5}
{'descr': '中翔广场酒店公寓 應算很不錯的 離車站很近 服務也不錯 房間的大小 設備都很有水準 值得推薦', 'star': 5}
{'descr': '相当不错！面积很大，装修很好，配备有洗衣机和数字电视，特别是早餐，虽然不是非常丰盛，但是很可口！性价比很高.这次是开会住的，下次自驾游还要住这里', 'star': 5}
{'descr': '相当不错！面积很大，装修很好，配备有洗衣机和数字电视，特别是早餐，虽然不是非常丰盛，但是很可口！性价比很高', 'star': 5}
{'descr': '还行，距离不算太远，房间挺大，不过绝对不到星级', 'star': 3}
{'descr': '性价比非常高的酒店。房间宽敞，设施新，自驾游的好酒店。位置距离工业园区和老城区都不算太远，旁边就是大润发，购物餐饮倒也方便。早餐简陋些，不过也够吃了。自驾游，首选。', 'star': 5}
{'descr': '很不错哦，值得推荐，建议大家去住住，其实也还很方便的，门口就是公交车，停车也方便', 'star': 5}
{'descr': '相当可以，开车还不算偏。下次还住', 'star': 3}
{'descr': '除了周边配套不是很好  酒店本身还是相当不错的。 是豪装公寓。 有热水器 洗衣机。 服务嘛 比一些经济型酒店要好。', 'star': 5}
{'descr': '本来打算住一晚上的，后面住七天，结果来了之后看了非常喜欢，就退了七天，再续订一晚。很好。还拍了很多照片，可惜这里不能上传。酒店是那种单身公寓，一室一厅一厨一卫式的，装修的很漂亮，适合2口之家居住，应该也在出售的房产吧，还有业主在那里面居住的。南面就是红星美凯龙，还有大润发，还是很方便的。不过对于去那边旅游的人来说，这个位置还是有点偏的。以前一直住家乐福那边的七天的，房间小，还写噪音很多。这家酒店就', 'star': 5}
{'descr': '酒店是那种单身公寓，一室一厅一厨一卫式的，装修的很漂亮，适合2口之家居住，应该也在出售的房产吧，还有业主在那里面居住的。南面就是红星美凯龙，还有大润发，还是很方便的。不过对于去那边旅游的人来说，这个位置还是有点偏的。以前一直住家乐福那边的七天的，房间小，还写噪音很多。这家酒店就显得很安静，有种是自己家的感觉，以后去苏州还住这里。', 'star': 5}
{'descr': '很大很舒服，又安静又宽敞，装修都很新，东西很干净，床特别舒服还有阳台洗衣机，什么都有，很齐全，超实惠。', 'star': 5}
{'descr': '我还是年前去住的.当时一看有50元的券可以送就定了.住进去一看房间够大够新.美中不足两点 :一是新装修有油漆味(估计现在应该没有了).二是用热水器烧水洗澡的,洗的不爽.\n当时还没有早餐,现在有了不知怎样,期待下次试一下.还有我当时的价格是166元,现在略有小涨.', 'star': 5}
{'descr': '很不错，由于是新建的，里面的环境很好，而且所有设施齐全，有洗衣机！', 'star': 5}
