{'descr': '酒店不错，房间大，不过在八层的房间有点热，有点异味！', 'star': 5}
{'descr': '酒店环境不错，挺安静的。隔音不好。房间冷，到早晨5点半居然把我冻醒了。', 'star': 3}
{'descr': '性价比很高！风格不错！服务人员很热情。下次还会选择维客', 'star': 5}
{'descr': '以前也曾住过这里， 虽然有很大的问题， 但勉强可以凑合， 这次感觉极其差\n\n1， 前台服务极差，  好像欠他钱似地。\n2， 房间脏并且冷，  空调的响声如同拖拉机，  地面很脏。  里面的东西不敢用\n3， 早餐一如既往的差， 现在还是一个人就一个鸡蛋， 狂晕\n\n下次不会住了 ', 'star': 1}
{'descr': '连锁商务酒店的条件都具备。。。\n交通不是很方便。。。', 'star': 5}
{'descr': '卫生状况好，服务态度优，餐食也可，但位置较偏，在胡同里，停车场卫生脏乱。', 'star': 3}
{'descr': '中规中矩的锦江之星，酒店的自助餐还可以，别的就没什么好评价的了，第一次来的话不太好找', 'star': 5}
{'descr': '快捷酒店就是方便，早上结帐速度挺快。房间隔音较差，走廊上动静挺清楚', 'star': 3}
{'descr': '酒店设备已经有点老化，墙皮潮湿脱落，床单居然有补丁。', 'star': 5}
{'descr': '前台服务态度果然一般啊。。。', 'star': 3}
{'descr': '隔间不好，卫生间条件差，只是热水还可以，隔间不好，卫生间条件差，只是热水还可以', 'star': 1}
{'descr': '有停车场，干净，卫生间也不错，淋浴好用，但附近没有什么吃饭的地方，但是前台非常不热情不主动，是我见过最差的。', 'star': 5}
{'descr': '服务还不错，房间也很卫生，只是有点小。总体来说满意。', 'star': 5}
{'descr': '环境和卫生条件都不错,交通方便,值得一住.', 'star': 3}
{'descr': '非常实惠哦', 'star': 3}
{'descr': '位置不错，交通方便，离开会地方挺近，步行即可。不错！', 'star': 3}
{'descr': '很好的一家酒店呢，房间是挺大的，价格也很实惠，就是床垫太薄了', 'star': 5}
{'descr': '不错哦，很好，环境很好，干净，而且比较方便', 'star': 5}
{'descr': '房间很潮湿，隔音也不好，卫生差，床单也不干净很旧。', 'star': 1}
{'descr': '不是特别好找。停车场太挤了。地铁站也不好找。', 'star': 5}
{'descr': '太差，卫生间一股味道，还住得商务间，联只笔都没有更别说电脑了', 'star': 1}
{'descr': '涨价了 住了好多回 有些房间设施有些旧 有的还可以 ', 'star': 5}
{'descr': '早上起来没有热水', 'star': 3}
{'descr': '卫生间很特别，玻璃的……但是好像合不严实，弄得整个屋子都是潮的……其他的都还不错。', 'star': 3}
{'descr': '\r\n前台服务质量极差，我今天早晨7点去前台退房时，前台服务员才睡醒/睑也未洗/极不耐烦的/给客人的态度极差/请核实', 'star': 3}
{'descr': '挺不错的快捷酒店，干净，舒适，温暖。服务员素质挺高，大屯路这相对偏远点，但很安静。坐地铁5号线也比较方便', 'star': 5}
{'descr': '不错不错不错 不错不错不错  很有感觉 呵呵 她很喜欢', 'star': 5}
{'descr': '给家里亲戚定的，据说环境不错，条件也可以。', 'star': 5}
{'descr': '酒店房间很大，浴室卫生不太满意下水不通畅，网速奇慢，还没住过比这家网速再慢的酒店了，还没有家用的快', 'star': 1}
{'descr': '好', 'star': 3}
{'descr': '挺暖和的。。。不错。也不是第一次住了都。', 'star': 5}
{'descr': '床太硬，关建还不干净，我都怀疑有没有打扫，床上还有很多杂物，大冷天的，空调没热风！太差劲了！', 'star': 3}
{'descr': '比较喜欢这酒店，除了隔音效果和暖气不行以外都不错！', 'star': 5}
{'descr': '隔音差了点 环境挺好 而且够大 不过这么冷的天 为啥没暖气呢 ', 'star': 5}
{'descr': '位置有点偏僻，路口没有显著指引牌，不是很好找。房间偏小。', 'star': 1}
{'descr': '不错 就是附近没什么好的吃饭的地方  墙面看上去不是很好 有掉灰了 建议定期洗洗地毯', 'star': 5}
{'descr': '不错，窗户很大落地式，采光好，房间很大，不足之处就是浴巾比较旧。', 'star': 5}
{'descr': '不錯 環境衛生還不錯  房間 適合單人居住', 'star': 5}
{'descr': '卫生条件差，我住的房间床单和毛巾都是烂了的，窗帘一拉，全是灰尘', 'star': 1}
{'descr': '位置不错，房间也挺大，就是卫生不太好，不过及时打扫了。还有电视太烂，总的来说还不错。', 'star': 3}
{'descr': '房间还是不错，就是实在不好找，打车也不便呢\n', 'star': 5}
{'descr': '房间里环境不错， 就是晚上外面动工有点吵，隔音不怎么样，总体来说还是不错的！！！', 'star': 5}
{'descr': '房间很大，环境也不错', 'star': 3}
{'descr': '明明入住了，结帐了，却要来电话说没住？还要核实？管理真是乱七八糟。', 'star': 5}
{'descr': '卫生条件不敢恭维,前台服务态度差.\n至少我自己肯定不想去第二次了.\n一分价钱一分货,便宜是其优势.', 'star': 1}
{'descr': '比较喜欢干净感觉的锦江之星，所以每次来北京国家会议中心开会，都选择在这里。但服务有待跟上，借了3天都没有借到电吹风，没办法吹干头发才睡觉。结账速度也太慢，而且房间一多，清单就搞不清楚了。要么就全都给我明细就行了，却给我2间明细，再给一张总金额？？乱七八糟的算了半天。还有早餐的咖啡机明明是没有开？却说是坏了？不能用？坏了3天怎么也不见有人来修？也不放个牌子告之是坏了？早餐也是付费的，又不是免费的。不', 'star': 5}
{'descr': '比较喜欢干净感觉的锦江之星，所以每次来北京国家会议中心开会，都选择在这里。但服务有待跟上，借了3天都没有借到电吹风，没办法吹干头发才睡觉。结账速度也太慢，而且房间一多，清单就搞不清楚了。要么就全都给我明细就行了，却给我2间明细，再给一张总金额？？乱七八糟的算了半天。', 'star': 5}
{'descr': '太可怕了，住在二楼有老鼠，楼下银行装修吵得不行，不过洗澡的水还行。', 'star': 1}
{'descr': '服务还好，房间一般，不是很隔音，其他还不错吧', 'star': 3}
{'descr': '差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差', 'star': 1}
{'descr': '补啊好哦 不号啊 太不号了 服务太差了 补啊好哦 不号啊 太不号了 服务太差了补啊好哦 不号啊 太不号了 服务太差了', 'star': 1}
{'descr': '房间感觉比较旧，隔音不好，床还是棕垫，巨硬无比。唯一让我满意的是洗澡水不错，工作人员服务态度也还好。', 'star': 1}
{'descr': '服务  硬件设施 周边交通 等各个方面都很好 ', 'star': 5}
{'descr': '环境挺好的，还有免费的停车场，就是床有些硬，被子有点薄……', 'star': 5}
{'descr': '還不錯~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '环境很好，特别是类似落地窗的设计我很喜欢，只是奇怪我住的那间房卫生间没有门的，还有感觉床单很脏看着很不舒服', 'star': 5}
{'descr': '环境还好，很模式化。不过地址不是很好找~~', 'star': 5}
{'descr': '环境不错，离火车站比较近。，出行挺方便的，推荐', 'star': 5}
{'descr': '路比较好找房间卫生基本还行就是旁边有人装修比较吵', 'star': 3}
{'descr': '总的来说还行，就是屋内条件稍差了些，还需努力哦。', 'star': 5}
{'descr': '地点有点难找，如果坐公交应该坐到南内环东口路，不是大营盘，酒店设施挺好，要用的都备齐了，只是隔音有点差，很早就被吵醒了。', 'star': 3}
{'descr': '酒店环境还可以,特别是离鸟巢和水立方也比较近,各方面条件也不错', 'star': 5}
{'descr': '环境不错，就是设备差了点，有的失修了，有的老化了，可以改进', 'star': 5}
{'descr': '房间较大，但设施一般。环境较安静，小住没问题，就是进出车不方便。', 'star': 3}
{'descr': '不錯...........................', 'star': 5}
{'descr': '空间不错,就是白天回来觉的热,晚上冷.', 'star': 3}
{'descr': '房间宽敞，整体感觉不错，就是家具有点旧', 'star': 3}
{'descr': '酒店房间还是挺大的，房间设施也比较齐备。但是房间卫生比较差，服务也一般。', 'star': 3}
{'descr': '比较安静，出门就有超市，买东西方便，服务态度还好，室内的毛巾床单比较旧，牙刷质量较差，走道的地毯比较脏', 'star': 3}
{'descr': '酒店一切都好，隔音和设施都不错，但是洗手间里的浴巾和毛巾感觉质地不太好，好像是用了很久再洗就会烂的那种，很软，不知是不是我的错觉。总之，酒店感觉很好，锦江一向的风格，以后还会再来。', 'star': 5}
{'descr': '经常来住！不错。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '服务员态度一点都不热情，我住的七楼水也小，不知道是喷头的原因还是水压的原因，就是交通便利其他还差不多吧', 'star': 5}
{'descr': '  不错，停好', 'star': 3}
{'descr': '地理位置优越，交通便利。酒店也很安静，房间干净整洁。服务态度也很好。下次来北京还会选择这里。性价比很高的酒店。', 'star': 5}
{'descr': '房间大，但卫生差到离谱，一进去就全身发痒，住了一晚上就赶快退房了。', 'star': 1}
{'descr': '强烈推荐。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '住吧。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '经济实惠。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '1111111111111111111111111111111111111111111111111', 'star': 5}
{'descr': '可以。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '房间大，隔音一般，洗澡倒是挺不错，半夜到的服务员态度不好，为了个订单和ELONG讨论了40分钟，就把我晾在吧台，本来订的是特价房，最后给了个家庭房，结果还是不错。', 'star': 5}
{'descr': '交通便利。不错。环境也可以。周围购物方便。', 'star': 5}
{'descr': '天花板上一个大洞，里面不时有花花的水声，郁闷了一夜。', 'star': 1}
{'descr': '酒店环境还可以，只是窗户小，屋里有些潮~', 'star': 5}
{'descr': '宾馆环境总体感觉不是太好，但是价格相对很便宜。性价比上还是有竞争力的。', 'star': 5}
{'descr': ' 还行吧', 'star': 3}
{'descr': '可以!!!!!!!!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': '挺好,就是房间卫生要勤快点搞。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '酒店比较干净 装修比较现代化 床铺和被子很舒服 有单独的空调 电视是索尼的 很清晰 房间比较大 跟网上描述差不多 卫生间也比较大 唯一一点不足的地方是 洗脸盆在卫生间外 如果习惯的话 也无所谓 房间内有两个单独的沙发 同价位算是不错的酒店 内有无线和有线宽带 网速还可以', 'star': 5}
{'descr': '整体来说还是不错，只是在北京来说有点贵，不过都是这个价。很喜欢锦江，基本上要求不是很高的话，都能够住的比较满意了', 'star': 5}
{'descr': '房间设施齐全，干净卫生，更重要的是花少的价钱享受高品质的服务，处处有地毯，方便快捷！服务态度很好！交通便利，本来不知道说什么 没办法 为了凑字数 我的天 一个这评价还得有字数限制 能不能不这么虚伪？', 'star': 5}
{'descr': '很好很干净。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '位置稍微有点偏，打车不好打。卫生条件很好，值得表扬........................。早餐不是很好吃，18元有些不值', 'star': 5}
{'descr': '总体还好了！大大的落地窗，热水很足，设施很温馨，网速一般，够用。说一下不足：床很硬，发现不止一只小强，还好没有传说中的老鼠。。。隔音很让人郁闷，隔壁的说话声音很清晰，呼噜声震天动地，半夜醒了好几次。。。总体还是推荐的，有利有弊嘛', 'star': 5}
{'descr': '挺好得到挺好得到挺好得到挺好得到挺好得到挺好得到挺好得到挺好得到挺好得到挺好得到挺好得到挺好得到挺好得到挺好得到挺好得到', 'star': 5}
{'descr': '干净', 'star': 3}
{'descr': '酒店空间比较大，四楼感觉有点吵，地摊上有些小杂物。不过这些都是小结，总体上感觉不错，太原这边住宿都太贵了，这家是我住的里面性价比最好，个人感觉实惠的。旁边就有家超市，很便利。可惜屋里没台灯，商务办公不方便。建议酒店方面购置几个，预备给有需要的顾客。', 'star': 5}
{'descr': '体重计不能用，成了摆设，建议酒店为体重计换下电子。地毯比较脏，服务员将房间地毯好好清洗下，不能只是简单清扫。', 'star': 5}
{'descr': '酒店门脸儿有点小，但房间挺大的，住的特价房也还不错经济实惠', 'star': 3}
{'descr': '电视有点老，其他都不错！', 'star': 3}
{'descr': '酒店整体干净，就是电脑太恶心了，根本不能用，我估计你都不能再恶心了', 'star': 3}
{'descr': '蛮好的，蛮干净的，环境蛮好的，晚上看电影蛮方便的。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '房间很宽敞，也很干净。', 'star': 3}
{'descr': '很好的酒店，感觉很不错，多次入住这个酒店，价格较为实惠，环境很舒适\n很好的酒店，感觉很不错，多次入住这个酒店，价格较为实惠，环境很舒适\n很好的酒店，感觉很不错，多次入住这个酒店，价格较为实惠，环境很舒适\n很好的酒店，感觉很不错，多次入住这个酒店，价格较为实惠，环境很舒适', 'star': 5}
{'descr': '还不错~~~~~~~~~~~~~~~~~~~~~~~~~~~~住了好多次了~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '房间太潮湿、服务太差、而且楼层内没有服务员、床太硬、不干净、建议重新装修下吧 、要不客户会越来越少、希望下次再来关顾酒店能有好的服务、好的印象', 'star': 1}
{'descr': '房间清洁干净，居住环境安静，交通方便，出去旅游或办公事公交和的士都在附近能找到相应站点。餐饮和购物都很方便。适合出差的销售人员居住。', 'star': 5}
{'descr': '特价房很脏', 'star': 3}
{'descr': '来太原一直住维客商务酒店，还不错，但是部分房间不行，有老鼠，301房间确定有，愿对此承担法律责任，哈哈', 'star': 5}
{'descr': '还不错，环境有待改善，建议卫生整顿下，重新装修下，希望继续努力。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '以前住的时候甲醛太重，现在还是很重，地毯也太脏了吧，桌子上玻璃破了也不换一个，不知道其他房间怎么样，没有住过那边，一直住的靠路的那边，不过旁边有个家常菜味道还行，价格也便宜', 'star': 1}
{'descr': '    很好！！', 'star': 3}
{'descr': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好！！！', 'star': 5}
{'descr': '环境不错，网上预订的价格便宜，后来入住后才知道是特价房，都是边角的房子，热的透不过气来，开了一晚上空调。还好第二天申请换房了。总体来说还是不错了，值得推介。', 'star': 5}
{'descr': '真的是很不错的酒店，预订前我在网上把太原市的酒店几乎都了解遍了，最后选择了维克，果然没有让我失望......位置很好找，南内环东口，出行很方便，关键是房间环境很好，酒店价格适中，服务态度也很温和。强力推介......', 'star': 5}
{'descr': '很好 性价比很高', 'star': 3}
{'descr': '总体还可以，主要是价格较低比较实惠，就是床有点硬不舒服，洗澡水很好，隔音一般，装修陈旧了点，主要是墙皮掉太多了，需要改进。', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '酒店在太原还可以，物有所值。但体重计电子已用完，无法使用其功能，另部分房间有老鼠如301房间，501没有', 'star': 5}
{'descr': '床单有些破旧，毛巾和浴巾不怎么干净。其它的还好了，离火车站汽车站都近，房间空间很大，这个价钱合适了。呵呵', 'star': 5}
{'descr': '总体还可以。。。。。。。。。。。。。。。。。。。就是空调漏水。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '总体还可以，电视不错，房间也很大，就是环境还有待改进，床太硬，墙有些掉皮，偶尔还会有小虫子，网络时好时坏。', 'star': 1}
{'descr': '还行， 空间挺大，就是有点陈旧，隔音不大好，性价比比如家高！》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》》。。》》》》》》》》', 'star': 5}
{'descr': '房间大，隔音一般，洗澡倒是挺不错，空调严重漏水，床单什么的还算干净，网络时好时差不如以前了。希望能把网络和装修方面好好改进一下。', 'star': 5}
{'descr': '半夜停电，服务员态度不好。有蚊子。空调不怎么起作用。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 1}
{'descr': '比较安静，但房间没有打扫干净、杯垫也是脏的、席梦思凹凸不平……，我不要求高档、只希望于干净卫生，令人失望的一晚。', 'star': 3}
{'descr': '离开车站蛮近的，设施老了点，吃饭什么的走的有点远，总的还行吧\n设施还齐全，就是旧点，隔音一般，看你运气，钟点房比较少，不容易被吵，这点倒是比如家什么的好\n', 'star': 5}
{'descr': '服务质量一般  房间还好  吧台没有笑容   让人很扫兴     希望可以改进    其他的设施   房间都还可以    硬件设施也很全面', 'star': 5}
{'descr': '1111111111111111111111111111111111111111111111111111', 'star': 5}
{'descr': '挺不错的!就是沙发有点脏!其他都很满意', 'star': 3}
{'descr': ' 维克不错,位置好,房间干净,价位合理,推荐。', 'star': 3}
{'descr': '床硬了点，比较有个性', 'star': 3}
{'descr': '房间宽敞，网速不错，在太原住过的经济型酒店中比较好的', 'star': 5}
{'descr': '酒店的位置还可以，但门头有点小，不太好找；属于老酒店，房间还是挺大的，酒店的设施很能旧。', 'star': 5}
{'descr': '房间都有耗子！！！太可怕了！耗子晚上都上桌子了！吃的东西都弄开了！', 'star': 1}
{'descr': '服务不还好 就是室内环境卫生不怎么样 水温很好', 'star': 1}
{'descr': '这个酒店的房间在一楼，晒不到太阳，不通风，太潮太潮了，再也不会去住了。', 'star': 1}
{'descr': '如家7天等酒店相比，价位相对低一点，房间宽敞很多，而且配套设备比较全。唯一不足的就是毛巾有点旧', 'star': 5}
{'descr': '前台服务一般，也许是太忙了。\n8楼加的阁楼比较压抑，且有味道，但是其他层还可以。', 'star': 5}
{'descr': '性价比高，设施齐全，服务态度还可以，适合出差住。', 'star': 5}
{'descr': '挺不错~~就是装修有点老。。。总的来说还是物美价廉。。。', 'star': 5}
{'descr': 'haohoahoahoahaoahoahaoahoahaoahaoahoaohoa', 'star': 5}
{'descr': '如家7天等酒店相比，价位相对低一点，房间宽敞很多，而且配套设备比较全。唯一不足的就是毛巾有点旧', 'star': 5}
{'descr': '房间有点小，墙面有点脏，价格还比较合理，交通比较方便！', 'star': 5}
{'descr': '维客总体感觉不错，适合出差的人住，性价比高。', 'star': 5}
{'descr': '推荐，性价比较高，除了设施较陈旧，其他还好。。', 'star': 5}
{'descr': '地理位置优越  卫生  环境不错 性价比极高  推荐！', 'star': 5}
{'descr': '住宿环境很不错，地理位置挺好，交通方便。', 'star': 3}
{'descr': '挺好的，来太原一直在这住，还是比较推荐。', 'star': 5}
{'descr': '与如家7天等酒店相比，价位相对低一点，房间宽敞很多，而且配套设备比较全。唯一不足的就是毛巾有点旧。', 'star': 5}
{'descr': '挺不错的，价位合适，设施也齐全，推荐。。', 'star': 5}
{'descr': '房间装修不是很好了 落地窗很棒的 很有感觉的 很啊哈哦', 'star': 5}
{'descr': '住了好多次，感觉依然很好，不过一楼好像有些潮湿……', 'star': 5}
{'descr': '墙有些掉皮，设施比较旧，整体算干净，房间大，网速和电视不错。出差推荐。', 'star': 5}
{'descr': '每次在太原出差都入住这家酒店，真的很不错！', 'star': 5}
{'descr': '酒店地理位置不错，出行很方便\n房间布置也很好，有格调\n不足之处就是房间漏水，太旧，因为是木质装修，都浸水了。\n希望改进。', 'star': 5}
{'descr': '708房间电视很不好用。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '干净 卫生 经济 快捷 是个不错的选择。。。', 'star': 5}
{'descr': '对于出差期间想有一个较好网络环境的人士推荐', 'star': 5}
{'descr': '房间环境有待提升。。。。。。。。。。。。。。。', 'star': 5}
{'descr': 'ok!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': '地理位置不错，网速好，除了设施有点旧，床有点硬。其他都挺好', 'star': 5}
{'descr': '网络质量不错，房间优点陈旧，床硬，其他还好。对网络延迟要求高的可以选择', 'star': 5}
{'descr': '可以推荐。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '房间空间较大，但略显陈旧，味道较重。位置还好，比较好找。', 'star': 5}
{'descr': '设施比较陈旧，性价比不高；位置离火车站3公里，比较方便，但是周围餐馆较少', 'star': 1}
{'descr': '维客商务酒店南内环店很不错，但是该装修了', 'star': 5}
{'descr': '维客商务酒店南内环店，很不错，但是最好重新装修', 'star': 5}
{'descr': '地理位置尚可，离火车站比较近。但是房间设施一般，比起188元的价格来，性价比不高', 'star': 1}
{'descr': '住了好多次了，很不错....每次房子都不一样，就是隔音效果不好。', 'star': 5}
{'descr': '不错，已经住好多次了。去火车站和建南汽车站都很方便！', 'star': 5}
{'descr': '虽然是特价房，但里面条件及面积都不错，性价比可以', 'star': 5}
{'descr': '房间较大，浴室里面墙面全贴木地板，感觉不错，可能时间有点长，下部有些霉了。', 'star': 5}
{'descr': '房间较大，即使特价件也有榻榻米，卫生一般，早餐可以。', 'star': 5}
{'descr': '房间较大，早餐还勉强，就是房间卫生一般，前台服务员好像是需要改进服务态度。', 'star': 5}
{'descr': '服务挺好的 ，  网线一开始不能用叫了前台换了两次 都很快的哈哈 下次还住这里', 'star': 5}
{'descr': '房间还不错挺好的........................', 'star': 5}
{'descr': '环境不错，干净卫生，也很安静。特别喜欢他家的格局，是日本的风格，榻塌米！', 'star': 3}
{'descr': '房间比想象中大 环境很好 很干净 下次还会选择的。', 'star': 5}
{'descr': '1222222222222222222222222222222222222222', 'star': 5}
{'descr': '。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '价格虽然便宜，但是隔音效果非常差，另外会有“服务类”电话骚扰。。。', 'star': 1}
{'descr': '性价比可以。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '很好。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '环境服务都很好，宽带速度快', 'star': 3}
{'descr': '不错不错不错不错不错不错不错不错不错不错不错不错不错', 'star': 5}
{'descr': '顶一个。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '不错，可以。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '房间很大，也比较舒服，卫生条件也还不错，位置不错离火车站汽车站都比较近。推荐。', 'star': 3}
{'descr': '还不错，交通便利，格局还行，连续多次入住了', 'star': 5}
{'descr': '各方面环境不错，已经多次入住该酒店，性价比高', 'star': 5}
{'descr': '位置挺不错的，环境也可以，房间够大，网速也蛮快的，推荐', 'star': 5}
{'descr': '物美价廉，很超值，很不错的地方，下次去肯定还选它家！', 'star': 5}
{'descr': '可以选择、、、、、、、、、、、、、、、、、、、、、', 'star': 5}
{'descr': '房间性价比不错，值得推荐。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '这是我第二次入住这家宾馆，感觉还是那么的好，性价比真的很高', 'star': 5}
{'descr': '住的514房间，房间特小，特潮湿，晚上睡觉特别吵，还好第二天换了个房间\r\n\r\n陈军', 'star': 3}
{'descr': '大床房的格局比较好，床有点硬，网线如果能长点，躺在床上能上网就好了！', 'star': 5}
{'descr': '怎么说呢，位置不显眼，但还不错，特别是商务套间，很好，网速也快，好评', 'star': 5}
{'descr': '什么破地方，晚上还有老鼠光顾…我就服了，大半夜的起来换房间…把我老婆吓坏了', 'star': 3}
{'descr': '地理位置好，离火车站和建南汽车站挺近的，房间比一般快捷酒店宽敞，但卫生确实还有待提高，打扫的不是特别干净，墙皮有些脱落，沙发套、枕套有些脏，。不过性价比相对还挺不错，装潢布置风格挺好，另外服务也有待提高。', 'star': 5}
{'descr': '房间宽敞，地理位置可以，房间有异味，电视遥控器不好用，不过性价比整体比如家强\r\n\r\n陈军', 'star': 3}
{'descr': '很安静，很喜欢。只是标牌有点不明显有点不好找。下次来还会住', 'star': 3}
{'descr': '感觉还可以，沙发有点脏，电视没声音。', 'star': 3}
{'descr': '距离火车站比较近，交通比较方便，住的相对来讲比较安静，酒店内设施还可以，比较有特色，但是卫生和服务员的态度不太好，而且不提供饮用水，需要接自来水烧，或者自个买。\n店内的墙体有的掉漆了', 'star': 5}
{'descr': '  快捷便利', 'star': 3}
{'descr': '地理位置优越，房间比较宽敞，硬件还行，就是软件服务不太理想，还有就浴巾、毛巾都有异味。。。。。', 'star': 5}
{'descr': '很不错 推荐', 'star': 3}
{'descr': '怡居商务宾馆感觉还是蛮好的', 'star': 3}
{'descr': '1、价格便宜，离车站近，但车站附近太多宾馆了，这个价格优势并不明显。\n2、特价房无窗，在一楼房间小强、蜘蛛、蚊子很多，房间浸水。\n\n总的来说，不推荐', 'star': 1}
{'descr': '房间面积大，配套也算可以，只是诸多小的问题需要改善：1.房间电话没声音，不能使用，想打到前台，还得用手机；2.卫生纸太次；3.地面卫生差；尽管如此，可能下次还会选择入住，但希望他们提高服务质量。', 'star': 5}
{'descr': '房间整体感觉不错，面积比较大，不过略感不足的地方是床上用品，建议酒店定期更换床单，被罩！', 'star': 5}
{'descr': '床很潮湿很硬，电视不是闭路的。其他还可以！', 'star': 1}
{'descr': '整体来说酒店不错，丛卫生环境和屋内的布局来看，有单独的一小块办公的地方，挺有情调的，就是电视总没信号，到半夜服务员也都睡了，没人给弄，卫生间还是挺大的，比一般的酒店要大一些，特别是一进门厕所是那种木条的，让人眼前一亮。', 'star': 5}
{'descr': '这家宾馆第一次入住，感觉很好，虽然小了点，但环境整洁舒适，很不错，以后会经常入住！', 'star': 5}
{'descr': '性价比高，交通方便，下次去太原还入住此酒店。', 'star': 5}
{'descr': '还不错,蛮实惠的,交通也方便.距离汽车站200米左右,繁华.', 'star': 3}
{'descr': '不好，没心情多说什么。\n像是浴室什么改建的。不太干净！', 'star': 1}
{'descr': '不错的酒店。我每次来都住这酒店的，我还推荐了我的朋友来住过哦。', 'star': 5}
{'descr': '挺好的，挺即使的。服务也很好', 'star': 3}
{'descr': '蛮好的 酒店很干净  我住的经济房 90的  相对于价钱来说  算是物美价廉吧   宾馆设施齐全、而且没有任何损坏  不错的宾馆~~~~~~~~~~~', 'star': 5}
{'descr': '房间环境不错，只可惜没有窗户。', 'star': 3}
{'descr': '很好 不错不错！！\n...............', 'star': 5}
{'descr': '环境超级好的. 还有榻榻米式的茶几~  唯一不好的就是隔音太差. 我住的那个房间四面都是板...', 'star': 5}
{'descr': '这家酒店很脏!!!!而且前台也不专业!!\n只是位置相对好点\n真的很脏!!!\n绝对不建议入住!!!', 'star': 1}
{'descr': '，还好，环境舒适', 'star': 3}
{'descr': '除了房间有点异味，电水壶有点水垢之外，其他都很不错，洗澡的地方很强大', 'star': 3}
{'descr': '环境很好', 'star': 3}
{'descr': '环境还可以，比较实惠，距离太原火车站和建南汽车站都较近，出行方便', 'star': 5}
{'descr': '交通比较便利，去火车站坐计程车几分钟就到了，不用跳表，去机场也大约20分钟左右便到。房间布局比较合理，价钱也不贵。', 'star': 5}
{'descr': '服务挺好但是饭菜简单条件相对来说较差', 'star': 3}
{'descr': '总体来说不错，前台热情，下次还会继续住的', 'star': 3}
{'descr': '感觉不错！就是继续要加强消除蟑螂的工作1', 'star': 5}
{'descr': '非常舒服的！很喜欢！非常舒服的！很喜欢！', 'star': 5}
{'descr': '维客南内环酒店价格还算实惠，房间感觉不太干净，地毯好像很久没整理，还不如地板好，床单有破洞，服务员打扫房间不主动', 'star': 3}
{'descr': '方便 感觉不错 \n价格便宜 \n设备齐全 网速很好 还不错', 'star': 5}
{'descr': '门面不大，房间还可以，网速超快，性价比高', 'star': 5}
{'descr': '早上去的时候 没有单人间 不加价给我换了 有窗户的标间 不错 虽然没有早饭', 'star': 5}
{'descr': '环境很好。安静，舒适。很不错的！', 'star': 3}
{'descr': '多次入住了，不错了~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '那天已入住', 'star': 3}
{'descr': '不错。就是隔音不好。没有 wifi，其他不错', 'star': 5}
{'descr': '桌子较小,浴巾和毛巾不是很干净. ', 'star': 3}
{'descr': '环境 设施 价格  服务 都挺好！.......', 'star': 5}
{'descr': '酒店的地理位置不错，房间内设也不错。挺好的。', 'star': 5}
