{'短评内容': '环境好，服务好，早餐稍贵，但是品种很多!', '短评打分': 5}
{'短评内容': '周围设施很全 市中心一切很方便 吃喝玩都有', '短评打分': 5}
{'短评内容': '行政房里面都是用欧舒丹的物品，而且房间很好，比标准间相差很多 ', '短评打分': 5}
{'短评内容': '价格 和 房间设施 不配套，停车不太方便，不过这样显示周边比较繁华', '短评打分': 5}
{'短评内容': '太高了，坐电梯到43楼，第一次体会到什么叫超重，耳朵接近崩溃，为了咱的健康，还是不要住在这里的好。', '短评打分': 1}
{'短评内容': '酒店除大堂外,房屋设施陈旧,按星级评价只能与北京三星级宾馆相比.', '短评打分': 3}
{'短评内容': '房间设备老~刚去开房间钥匙还开不开，很无奈！！', '短评打分': 1}
{'短评内容': '房间设施都很齐全，服务也不错！就是房间的电视稍微小了一点，不是液晶电视。', '短评打分': 5}
{'短评内容': '酒店服务一般，硬件设施还好，早餐丰富，品种多样，价格偏高。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '酒店很棒！值得这钱！', '短评打分': 3}
{'短评内容': '还行，价格算是同档次星级酒店里比较实惠的，外观也很漂亮，房间设施也不错，基本上每次去济南都住这家', '短评打分': 5}
{'短评内容': '很好 很方便 吃喝很方便的 周围也还好 风景也是很好', '短评打分': 5}
{'短评内容': '市中心交通比较方便。服务很好 很热情很主动。价格也很实惠。房间装修细节上有点瑕疵。', '短评打分': 5}
{'短评内容': '感觉一般，不像是4星级的的大酒店，屋子很小，设施很脏。。。', '短评打分': 5}
{'短评内容': '该酒店前台服务基本礼仪不合规范。经提醒，仍不及时改正。', '短评打分': 1}
{'短评内容': '该酒店硬件设施与服务水平均一般，没有特别让人留恋的地方。', '短评打分': 1}
{'短评内容': '地理位置很好，早餐适合外国人多点，房间比较小~     ', '短评打分': 5}
{'短评内容': '性价比很高,值得推荐的一家酒店,环境不错,服务也很周到,希望能够一直保持下去.', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': '根据我上次入住的情况看，没有明显的瑕疵，各方面都不错。如果硬要找毛病，或许可以说早餐的红茶是大锅泡，不好喝。总体上说值得推荐。', '短评打分': 5}
{'短评内容': '房间很大，地点好， 电梯不舒服。服务很好。价格有点贵。', '短评打分': 5}
{'短评内容': '1：济南市最高最豪华的大酒店\n2：大厅接待人员漂亮大方热情\n3：设施比较齐全，适合交流工作', '短评打分': 5}
{'短评内容': '大堂很气派，圣诞的气氛很浓，估计会在圣诞节有晚会，房间很好，但是设定的温度有点高，而且不能调节，希望改正一下。总体感觉很好', '短评打分': 5}
{'短评内容': '近期刚装修的，灰黑格调显得很高雅。去时正好快要到圣诞节，大堂里面装饰的很有圣诞的味道。值得推荐', '短评打分': 5}
{'短评内容': '酒店管理、服务、设施均为一流，地理位置优越，', '短评打分': 5}
{'短评内容': '住', '短评打分': 3}
{'短评内容': '酒店在市中心，大堂很漂亮，前台及客服服务很好，房间也舒适，当然价格也相当给力。', '短评打分': 5}
{'短评内容': '干净，漂亮。', '短评打分': 3}
{'短评内容': '房间价格和房间质量不成正比，还不如一些商务酒店的房间呢，价格非常贵', '短评打分': 1}
{'短评内容': '酒店刚新装修过，非常漂亮。但是就是价格有点高', '短评打分': 5}
{'短评内容': '整体不错，感觉还挺好的，是家不错的酒店,服务挺好的', '短评打分': 5}
{'短评内容': '这家酒店时间太久，装修太老了。', '短评打分': 3}
{'短评内容': '硬件设施不错，但在细节方面还有要改进的。服务一般吧，没有体现到星级酒店的标准', '短评打分': 5}
{'短评内容': 'good services, great lobby!', '短评打分': 5}
{'短评内容': '国庆期间去的，价格比较便宜，房间非常大，服务很好，紧挨商场超市很方便，房间设施有些陈旧', '短评打分': 5}
{'短评内容': 'it is good hotel in Jinan.', '短评打分': 5}
{'短评内容': 'it is a very good hotel.', '短评打分': 5}
{'短评内容': '过了生日一天后才给我送了蛋糕。不过也算是意外之喜了。', '短评打分': 5}
{'短评内容': '这次给我的房间升级了，房间却反而小了。真奇怪', '短评打分': 3}
{'短评内容': '济南银座索菲特银座酒店的设施很好，位置很好购物旅游方便，住很安静，礼宾部的职工服务到位。', '短评打分': 5}
{'短评内容': '我住的是旧客房，虽然给升级套房，但是太陈旧了。不是因为酒店位置好，服务好，真的不值得推荐。', '短评打分': 5}
{'短评内容': '济南最好的五星酒店。上次住了这里，这次也一样。', '短评打分': 5}
{'短评内容': '礼宾部的员工不错，接机员工很负责，还热情地介绍济南景点。', '短评打分': 3}
{'短评内容': '位置很好，市中心，购物旅游都方便。员工很热情。', '短评打分': 3}
{'短评内容': '酒店的设施很好，只是室内的温度太高，被子太厚，很不舒服。', '短评打分': 5}
{'短评内容': '酒店的卫生，服务，设施，各方面都非常好，位置也在泉城广场附近，交通方便。', '短评打分': 5}
{'短评内容': '这是一家硬件非常出色的酒店。也许是刚刚装修的缘故，客房的设施非常先进和时尚。', '短评打分': 5}
{'短评内容': '酒店房间设施好 服务也好 地理位置在市中心 餐饮购物都很方便', '短评打分': 5}
{'短评内容': '是我和爱人住过的最差的五星级酒店。五星级酒店里该有的设施它都有，装修却让人受不了，非常压抑，主题是黑色和灰色，连墙上的画也是黑墨画。大堂也是黑色为主色。我们十一出去是放松的，可是酒店却给人一种受不了的压抑感。订房前看到别人评价说压抑以为是那个人的问题，或者是他那个房间的问题，所以就没在意，去了之后立刻就想换酒店，想到我们已经入住，而且我们只住两晚，还是没换。\n还有就是我们入住时前台把入住人数弄错了', '短评打分': 1}
{'短评内容': '很晚才住，给免费升级了一个套间，感觉不错。一切都好，就是不带早餐，且148每位的价格让人不好接受，也就没去吃。推荐。', '短评打分': 5}
{'短评内容': '新装修的酒店，很气派，正好赶上节假日，济南的酒店价格疯长啊。不过房间很好值得推荐', '短评打分': 5}
{'短评内容': '只能用很好很不错来评价了，服务非常非常好。', '短评打分': 3}
{'短评内容': '房间设施过于陈旧，与五星酒店标准不符。且早餐品种不多，味道一般。', '短评打分': 1}
{'短评内容': '说升级成俱乐部豪华套房，为什么没有兑现，用迷你套房对付我们', '短评打分': 5}
{'短评内容': '很好下次还去谢谢。', '短评打分': 5}
{'短评内容': '地理位置好，到广场、看泉水很方便，也适合晚上散步，值得推荐。', '短评打分': 5}
{'短评内容': '服务、硬件设施非常不错。而且是在市中心位置。下次还住。', '短评打分': 5}
{'短评内容': '性价比不错，交通较方便，服务意识比较好，还是值得推荐的酒店．', '短评打分': 5}
{'短评内容': '酒店位置非常好，吃饭逛街都非常方便。停车方便。前台服务态度很好，房间时尚大气，干净。护肤品是欧舒丹的呢，非常好。', '短评打分': 5}
{'短评内容': '建筑很老了，10年前就住过，前几天去发现基本没变化。大堂还不错，房间是个套间，装修很老了，卫生间条件也一般。服务不错，位置很方便，就在银座旁边。', '短评打分': 5}
{'短评内容': '好的', '短评打分': 5}
{'短评内容': '所谓的俱乐部豪华房房间太压抑房间', '短评打分': 5}
{'短评内容': '还是喜欢索菲特的牌子 住的还是挺舒服 就是稍微有点旧', '短评打分': 5}
{'短评内容': '+ok', '短评打分': 5}
{'短评内容': '什么都好就是房间是新装修的太刺鼻了，最后换了旧楼，本应该便宜的但因为是我们自己要求换的就不给便宜，太不合理了。据说已装修挺长时间了因为窗户是死的所以味道散不掉，建议近一年不要去住。', '短评打分': 1}
{'短评内容': '订的高级房，免费升级到套房，浴室很大，小孩挺喜欢。', '短评打分': 3}
{'短评内容': '都是连锁的店都出不多，感觉还不错，值得一住。', '短评打分': 3}
{'短评内容': '都是连锁的店都出不多，感觉还不错！！！！', '短评打分': 3}
{'短评内容': '都是连锁的店都出不多，感觉还不错！！！！', '短评打分': 5}
{'短评内容': '物有所值', '短评打分': 5}
{'短评内容': '很舒适的环境，很好的位置，下次来济南一定还会选择这里', '短评打分': 3}
{'短评内容': '+很温馨的服务，很舒适的环境，很便捷的交通，很繁华的位置，很有格调的装修。下次来一定还来这里', '短评打分': 3}
{'短评内容': '很舒适的酒店，下次回来还是会选择这里，环境好，而且服务态度很好，值得推荐的，就是价格有点偏高，不过还是很值得的', '短评打分': 5}
{'短评内容': '下次还会去住的，早餐有点小贵。前台入住时试图给我旧房（升级成套房），不过后来在本人一再坚持争取下终于给了我当初预定并已付款的新的房间。', '短评打分': 5}
{'短评内容': '位置很好，在市中心，如果逛街，是不错的选择，我的客人住得比较满意。', '短评打分': 5}
{'短评内容': '酒店服务还行，就是房子旧了，设备不新，房间地毯脏。', '短评打分': 5}
{'短评内容': '酒店环境不错，服务员的服务项也还好，早餐品种多，适合我。', '短评打分': 5}
{'短评内容': '相当不错的酒店 只是停车不是很方便 好在济南停车不是很贵', '短评打分': 3}
{'短评内容': '+挺好\u3000就是停车是问题', '短评打分': 5}
{'短评内容': '唯一的一家国际五星酒店，所以价格比较高，但是服务还是认可的。', '短评打分': 5}
{'短评内容': '地理位置好，服务不错。俱乐部套房设施比较新。', '短评打分': 5}
{'短评内容': '服务很好，设施也不错，入住还给免费升级了房间。\r\n美中不足的是：房间有点装修的味道，但服务员很热情地帮助调换房间，虽然没找到合适的，但感觉服务还是很到位的。另外，自驾过来的，地下停车不免费，门前免费的车位寥寥无几，根本等不到，住店客人要收停车费，不爽。\r\n不过总体感觉还是不错的，再来济南应该还会考虑这里。', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '给升级成套房了，不错', '短评打分': 5}
{'短评内容': '一贯的好！', '短评打分': 5}
{'短评内容': '总的来说还是很不错的哦！性价比较高！很舒适！服务业不错！', '短评打分': 3}
{'短评内容': '地理位置很好,景点就在附近,很方便.服务太度很好.', '短评打分': 5}
{'短评内容': '购物方便，服务质量，尤其是前台，较差。', '短评打分': 5}
{'短评内容': '五星级酒店里面的比较优越的了。新装修的大厅看起来很气派。就是感觉自助餐价格太高。嘿嘿。服务都好。性价比一般啦。', '短评打分': 5}
{'短评内容': 'Unbeleivably bad. The air conditioning was off from mid-night to early morning when we need it to sleep in a hot summer day with high temperature of 37C! The staff said they need to do it for some rep', '短评打分': 1}
{'短评内容': '酒店设施非常好，并且免费升级到套房，很满意。但在小细节上，比如一些装修的小细节上，需要提高。总体说，性价比很好。', '短评打分': 3}
{'短评内容': '房间非常棒，服务态度真的是很好！包括酒店的机票服务也很不错！性价比很高，值得一住！酒店的气氛让人感觉很时尚，舒服！个人认为唯一觉得不足的就是早餐，不太齐全，味道也不是很好！但总体来讲，这个酒店非常棒！', '短评打分': 5}
{'短评内容': '酒店很不错啊~~住过很多次了~~非常到位', '短评打分': 5}
{'短评内容': '不错的酒店，市中心，去哪里都很方便，床睡着很舒服空调系统很好，就是窗户不能开很大。', '短评打分': 3}
{'短评内容': '市中心的酒店，距机场大巴非常近，服务很好，也很耐心，浴室很舒服', '短评打分': 5}
{'短评内容': '真的不错，不愧为5星级酒店。', '短评打分': 5}
{'短评内容': '整体上来讲是一个非常不错的酒店,只是市中心容易遇到交通阻塞的情况.', '短评打分': 5}
{'短评内容': '在济南市中心，很方便！', '短评打分': 3}
{'短评内容': '提前14天预定，价格优惠，很好！', '短评打分': 3}
{'短评内容': '一楼厕所有苍蝇！', '短评打分': 5}
{'短评内容': '端午节入住的,豪华客房,设计一流的酒店..就是酒店的地毯非常的脏,也许重新装修过的,不过没有清洁好,和国际五星有点出入....入住的晚上我都快崩溃..因为水从晚上9点放到12点都还是很黄的,酒店解释是维修水管所至...很郁闷,退房的时候就送了瓶红酒作为道歉,这点值得一赞...简单说,就是,酒店的服务意识还是很好的...就是服务质量做得一般....这也许是北方酒店的通病.不过在泉城来说,这家酒店还是', '短评打分': 5}
{'短评内容': '很舒适，价格也不菲。', '短评打分': 5}
{'短评内容': '服务好！', '短评打分': 5}
{'短评内容': '总体不错，很新的酒店，设施的档次也不错，可惜在某些细节方面还不尽人意。总体性价比还可以。', '短评打分': 5}
{'短评内容': '酒店环境不错，各项设施都很齐全，很不错的酒店', '短评打分': 3}
{'短评内容': '酒店是济南最中心的位置,去趵突泉,大明湖都很方便,新装修的也不错,价格再低些就更好了,毕竟在济南,赶一线城市的房价了.', '短评打分': 3}
{'短评内容': '酒店是济南最中心的位置,去趵突泉,大明湖都很方便,刚装修的有些味道.', '短评打分': 3}
{'短评内容': '酒店是济南最中心的位置,去趵突泉,大明湖都很方便', '短评打分': 5}
{'短评内容': '酒店不错!很好!', '短评打分': 5}
{'短评内容': '2010年5月29日入住，酒店设施很好，很舒服，而且毗邻商场很方便！', '短评打分': 5}
{'短评内容': '5月11日入住了索菲物银座大饭店，位置不错，步行五分钟就到泉城广场、银座商城，十几二十分钟就是繁华的商业街，喜欢逛商场的我感到非常方便，也近黑虎泉、大明湖、趵突泉、五龙潭公园等景点。隔离的酒店门口就有机场大巴，到机场也非常方便。可能酒店刚装修完，喷了好浓香水，差点透不过气，建议酒店用清淡些的香水，要是对香水过敏的人就不要进酒店了。酒店内部环境很好，预订的是高级客房，入住时酒店免费升级为豪华客房，非', '短评打分': 5}
{'短评内容': '性价比不高，地理位置好，但是空气极差，酒店门前的号称后海的小酒吧很一般，当初建设时如果退后一百米，前面做成假山流水，相信就像点五星级了，他们前台推荐入住的新装修楼层，走廊味道极大，房间通风设施不好，装修一般，电视安装不合理，容易出危险，希望改进。', '短评打分': 1}
{'短评内容': '房间装修味有点重', '短评打分': 3}
{'短评内容': '房间装修了', '短评打分': 3}
{'短评内容': '房间装修味有点重', '短评打分': 5}
{'短评内容': '环境温馨，服务良好！', '短评打分': 5}
{'短评内容': '服务很好， 硬件上电视还是老式的，与酒店档次不符。', '短评打分': 5}
{'短评内容': '别订特价房，说是给升级成套房，其实不咋地，都花这价格了，不如住全价房了~另外酒店桑拿实在是差~', '短评打分': 5}
{'短评内容': '酒店刚新装修过，非常漂亮。但是就是价格有点高（按济南的标准看）。', '短评打分': 5}
{'短评内容': '酒店非常好。大床超舒服！', '短评打分': 5}
{'短评内容': '刚刚改造过的大厅让人觉得耳目一新，很气派，值得推荐。但是价格上面可以再考虑，毕竟是五星级酒店吗，服务很好，房间很舒服。', '短评打分': 5}
{'短评内容': '办理入住与退房都很快，服务也很好。带着孩子去的还没和服务台要儿童拖鞋，就主动送来了。', '短评打分': 5}
{'短评内容': '第一次住，在44层。房间非常温馨，设施齐全。本来预定了两晚，由于有事第二天下午近两点到前台结账，前台小姐二话没说就给按一天住宿办理。服务非常好。', '短评打分': 5}
{'短评内容': '这次住的是14层，新装过，风格不错，一看很用心，比32层好多了。下次还是住这。', '短评打分': 5}
{'短评内容': '价格偏高', '短评打分': 5}
{'短评内容': '家具颜色老了些，但服务一流，有宾至如归的感觉。来济南还是首选。', '短评打分': 5}
{'短评内容': '近日入住的是高级房，新装修的房间。虽然总面积不大，但色调很喜欢。尤其喜欢的有两点：①大床上枕头有四个分为不同的硬度可以根据好恶调整，②宽带的下载速度很快，有两个同时下载的时候，每个峰值可以达到1.2M，感觉很爽。下次还要入住该酒店。', '短评打分': 5}
{'短评内容': '这次住的房间升级到行政房，房间刚装修过，设施非常好，卫生间很大，美中不足是装修味道有点重，外面刮风时窗外的呼呼声很大特别恐怖。服务好像比以前也有改进，房间送水国，吃了还给补充。', '短评打分': 1}
{'短评内容': '很好的一家酒店，服务态度很好，地理位置也不错，值得推荐', '短评打分': 5}
{'短评内容': '酒店豪华间贵了点 但是房间非常好 有五星以上的水准', '短评打分': 5}
{'短评内容': '很好的一家酒店，服务态度很好，地理位置也不错，值得推荐', '短评打分': 5}
{'短评内容': '非常好的一家酒店！服务很到位！够得上五星级！', '短评打分': 5}
{'短评内容': '饭店都挺好 就是贵了点，应该在750比较合理。', '短评打分': 5}
{'短评内容': '酒店位置很好,出行很方便,大厅装修很豪华,房间就差了点,还达不到五星的标准...就价格来说还可以了....\r\n\r\n大堂人员服务很好,房间的稍差点,要了一双拖鞋直到退房也没送来...\r\n门前的保安的服务也有待提高,明明有车位,确要我的客人将车子停到后院,投诉以后才让停...', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '房间缺少饮用水，楼层太吵。', '短评打分': 5}
{'短评内容': '服务很好', '短评打分': 5}
{'短评内容': '价格在优惠', '短评打分': 5}
{'短评内容': '这家酒店的性价比我感觉还是不错的,值得推荐', '短评打分': 3}
{'短评内容': '很好的酒店，居住舒适，服务热情，交通便捷，购物方便。', '短评打分': 5}
{'短评内容': '一切都好。只是当时在装修。可能也是因为这个原因，价格特别的便宜。', '短评打分': 5}
{'短评内容': '很好的五星级酒店,以后有机会再来济南的话一定会住在这里!', '短评打分': 3}
{'短评内容': '新装修的大堂比较豪华，一进门就有五星级的感觉。当然房间也很不错啊！据说也是刚装修后。尤其是酒店的服务员，每个人都非常的热情，服务非常的到位，给客人非常舒服的感觉，我认为应该是符合五星级的服务水准！', '短评打分': 5}
{'短评内容': '索菲特的差不到哪去，就是不便宜', '短评打分': 3}
{'短评内容': '索菲特的差不到哪去，就是不便宜', '短评打分': 5}
{'短评内容': '这次入住最大的感觉就是客房大了很多,也更加豪华了,连浴室的用品都是欧舒丹的,跟以前大不相同了!大堂更漂亮了,早餐厅改到了一楼,品种好丰盛呀,超级赞一个!', '短评打分': 5}
{'短评内容': '酒店位置一般，服务还可以，餐饮比较有特色，性价比一般', '短评打分': 5}
{'短评内容': '感觉还可以吧！', '短评打分': 5}
{'短评内容': '性价比还可以，房间不是很大。地理位置很好，离机场大巴站非常近。我入住的时候正好为全运会装修，所以每次出入酒店比较乱和吵。但是房间条件和服务还是比较有质量的。推荐入住。\r\n这里补充一句，关于旁边的玉泉森信酒店，我没有权限评价了，因为是去年11月入住的。太差了，根本不是一个档次的酒店。我的房间竟然没有一个插座！换了一个房间又没有网络。。。而且还不告诉我，让我折腾了一早上，我跟前台反应，他们也迟迟不解决', '短评打分': 5}
{'短评内容': '位于济南中心位置，交通比较方便，服务比较好，房间设施稍微有点旧，有几次到酒店都比较晚，结果升级到行政套间，还不错', '短评打分': 3}
{'短评内容': '酒店位置非常好，位于繁华商业区（银座商城),老牌五星酒店，服务很好，设施较旧，还是用老的电视，酒店房间狭小。观光旋转餐厅可以看到济南全景，视野不错。', '短评打分': 5}
{'短评内容': '入住当晚在顶层旋转餐厅无烟区用餐，看到无烟区不远处两位欧洲先生和几位中国女士围坐一起谈事情，而两位欧洲先生正在抽烟，我坚持让服务员制止了，之后服务员告诉我两位欧洲先生是酒店的总经理和经理，我只能说两位先生有过人之处。此外没有太多不愉快，大多数员工都比较热情、周到，而且照顾我无烟楼层要求，房间升了级。但愿装修全部结束后硬件上能更好一些、总体竞争力更强一些。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 1}
{'短评内容': '优点：\r\n1. 位置优越。靠近泉城广场和趵突泉公园。\r\n2. 顶层的圆形餐厅可以俯瞰泉城美景，可惜天公不作美，经常看到灰蒙蒙的天空。\r\n3. 这次预定的高级间给升级了豪华套间。\r\n\r\n有待提高：\r\n1. 正在装修，影响入住环境。\r\n2. 设施略显陈旧。\r\n3. 服务不够热情主动。有次在电梯碰到他们的外籍酒店总经理，主动跟他打招呼，他却一点都不热情，怀疑他是否是酒店经理，还不如服务生热情。\r\n4. ', '短评打分': 1}
{'短评内容': '这个酒店的位置是很好的，硬件条件和卫生环境都非常不错，但是我住的时候酒店正好在装修，虽然他们已经在尽量的隔离开装修的位置，不过还是会有一定的影响，而且他们的价格我觉得稍微高了点，我还是可以接受的，当然如果再优惠点，就更好了。', '短评打分': 3}
{'短评内容': '酒店很一般,设施比较老旧,位置可以,卫生服务都很一般,性价比不太好.', '短评打分': 5}
{'短评内容': '我们去时酒店正在装修有点吵,位置很好出行方便,服务也不错,可能是装修原因要不对这酒店各个方面还都是很满意的性价比很好.', '短评打分': 5}
{'短评内容': '酒店的设施比较陈旧了,但是服务,卫生都很好的,酒店的位置不错,出行很方便的,性价比不错的酒店', '短评打分': 5}
{'短评内容': '酒店的设施比较陈旧.价格比较高.位置非常好.', '短评打分': 5}
{'短评内容': '在当地算是很好的酒店了,环境硬件设施都很不错,位置出行也很方便距离泉城广场非常近,出行逛街的话也非常方便.', '短评打分': 5}
{'短评内容': '设施很陈旧了，地理位置不错，出行很方便，价格还算适中，服务还比较周到', '短评打分': 1}
{'短评内容': '不愧为五星级啊,什么都很好,不过有一点,就是顶层的旋转餐厅价格有点高,应该对住在酒店的客人有点优惠才行啊.呵呵.总体来说不错.', '短评打分': 5}
{'短评内容': '酒店很温馨，首次入住还有各种点心和水果赠送，服务员态度也特别好，值得推荐。另外给酒店个建议，如果是每天都有水果赠送就更好了。只在第一天赠送多少让此后的时间有所失落。水果其实也花不了多少钱可能换来客人的感念，何乐不为呢？', '短评打分': 5}
{'短评内容': '酒店陈旧,设施一般,但服务很好.', '短评打分': 5}
{'短评内容': '2009年1月25日入住的，酒店服务很好，装修略显陈旧。早餐可能是由于大年初一的原因，品种很少，与88元的价格相比性价比很差。', '短评打分': 5}
{'短评内容': '设施不是很新,环境也很一般.对于我的期望值来讲比较失望因为我觉得索菲特酒店都是比较好的酒店.', '短评打分': 5}
{'短评内容': '酒店整体感觉还可以，干净舒适，服务也不错，交通也比较便利', '短评打分': 5}
{'短评内容': '酒店的位置很好，就在泉城广场附近，位于济南最繁华漂亮的街道。酒店楼下便是银座商场，购物相当的方便。商场出口的对街就是机场大巴站。酒店的背面左手边的小巷里有各式各样的小吃摊点，总之吃住行都令人很满意。我是提早订的，有升级豪华房的优惠。觉得各个方面都挺满意的。就是洗漱用品只给单份，当然你向服务员拿，她都会给你的。', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '我每次去济南都住这里。但是好像房间装修旧。洗手间门都掉漆了。。。其他都可以。隔音，设施，早餐的都不错。', '短评打分': 5}
{'短评内容': '在住的这段日子里我和家人都感受到索非特的热情和真诚的招待，我们对这的设施也很满意。不足的是洗手间的空间有点窄。两个人进去的话就有点显得拥挤。床感觉第二天起来有点腰疼，窗户不够牢靠，这里请你们多多注意！！总的感觉挺好的，也谢谢你们的服务！我会再去住的！明年我们再见！', '短评打分': 5}
{'短评内容': '这次来济南，索芙特和贵和皇冠我各住了一天，应该说索芙特应该说是很好的酒店了，楼层很高，可以看到泉城广场全景和远处的大明湖。西点做的很好吃，早餐的质量比贵和要好很多，而且品种很多。可惜房间内部的装潢和设施没有贵和华丽，房间也不太大。地理位置应该说两个酒店是差不多的，但贵和要好些，餐饮和购物就在旁边。建议住索芙特一定要去顶楼的旋转餐厅，虽然，菜的品种没有上海五星酒店的丰富，以中餐为主，但甜点绝对非常的', '短评打分': 3}
{'短评内容': '算得上是一家标准五星级酒店。很满意', '短评打分': 3}
{'短评内容': '环境很好，早餐很好，可以收看到60个频道的电视节目，&lt;br /&gt;\n服务员态度一半，不够热情', '短评打分': 3}
{'短评内容': '房间设施还不错。', '短评打分': 3}
{'短评内容': '这里的服务很好，很亲切。&lt;br /&gt;\n尤其是咖啡厅的服务人员，不厌其烦，竭尽所能为客人提供方便，无论我们的要求多么烦琐，他们的脸上仍然带有甜甜的微笑。我真的为之感动。&lt;br /&gt;\n这在济南其他的豪华酒店是看不到的', '短评打分': 3}
{'短评内容': '前台的“艾伟”小姐服务很好，值得入住', '短评打分': 3}
{'短评内容': '服务还不错!', '短评打分': 3}
{'短评内容': '冬天睡觉需开冷风,因为饭店只有厚重的羽绒被.', '短评打分': 3}
{'短评内容': '房间太小, 淋浴水小的可怜,浴室排水极不畅,', '短评打分': 3}
{'短评内容': '外表很好，里面设施只有三星级水平，价格还很贵。听说假日好，价格也好。', '短评打分': 3}
{'短评内容': '很不错，尤其是它的床铺的效果极佳', '短评打分': 3}
