{'descr': '交了2天房费住了1天就吹交下次看好单子', 'star': 5}
{'descr': ' 不错 就是床有点小', 'star': 3}
{'descr': '位置不错，意外中还送了一张早餐，有公用网络可以用，就是太靠街，吵，隔音也一般，对门电子锁开门的声音都一清二楚，', 'star': 1}
{'descr': '地理位置不错，服务态度也很好，就是房间稍微小了些，性价比还可以。', 'star': 5}
{'descr': '要交押金才能入住，这个有点逊；房间啥的倒是不错，服务员面对面沟通一般，电话服务明显较好（估计做过培训）；总的来讲，性价比值得！！\r\n希望下次入住的时候，可以获得更多友善的表达。', 'star': 3}
{'descr': '房间很大，住着宽敞，床也很大睡着蛮舒服的，酒店离汽车站不远，服务员还是蛮亲切的', 'star': 5}
{'descr': '汉廷要交压金才能入住，这个有点逊，房间啥的倒是不错，服务员当面态度一般，电话服务不赖，总体讲性价比还好：）', 'star': 5}
{'descr': '整体感觉住宿环境很好，早餐很丰盛，位置也很好在市中心，出行还是很方便的', 'star': 5}
{'descr': '不错不错不错不错不错不错不错不错不错不错', 'star': 5}
{'descr': '洗澡的喷头管子坏了，漏水。床也一般，睡的不是很舒服。', 'star': 1}
{'descr': '非常不错，性价比超级高。以后有机会还会住这家', 'star': 5}
{'descr': '服务很好，都是微笑服务，特别是保洁员看到顾客都要笑着打招呼！', 'star': 5}
{'descr': 'bucuo', 'star': 5}
{'descr': '不错 推荐', 'star': 3}
{'descr': '服务员很热情 地理位置也很不错 电视机也蛮好', 'star': 5}
{'descr': '现在出差很不喜欢住汉庭这样的快捷酒店，没有几次住的舒心的，在酒店大厅等服务员开单，短短几分钟被蚊子叮了几个包，酒店的房间太小了，单人房其实不就是放一张床吗，下次我肯定不会去住了。', 'star': 1}
{'descr': '高楼层热水几乎就没有！', 'star': 1}
