{'短评内容': '单位商务出差', '短评打分': 5}
{'短评内容': '房间较大，设施又老又旧，位置还可以，如果房间小点，设施新点这个价格就值得推荐了。', '短评打分': 1}
{'短评内容': '出差办公，不错的选择，如果价格在优惠点，打算长包房。', '短评打分': 5}
{'短评内容': 'haohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaohaoha', '短评打分': 5}
{'短评内容': '好，网速很快，服务很亲切，劲松站附近，性价比突出。', '短评打分': 5}
{'短评内容': '酒店地理位置很方便，周围饭店娱乐都能满足，适合大多数出差人。支持啦', '短评打分': 5}
{'短评内容': '房间总的感觉不错，地点临近三环，非常方便。价位还可以，唯一不方便的就是吃饭，没有可口的饭馆。', '短评打分': 5}
{'短评内容': '几乎每个月来北京，都住在这家酒店，方便、熟悉，朋友也好找到这地方。', '短评打分': 5}
{'短评内容': '很好，网速很快，服务很亲切，三环内，这个价格很不错，唯一不好的是卫生间的下水', '短评打分': 5}
{'短评内容': '我已是常住客了，经常在这家酒店住，距离古玩城、眼镜城都很近，闲时逛逛，好不惬意', '短评打分': 5}
{'短评内容': '北京华泰饭店真不错，出行方便，靠近地铁10号线', '短评打分': 5}
{'短评内容': '多次住了，就是觉得方便，周边环境比较静，性价比高', '短评打分': 5}
{'短评内容': '酒店地理位置很方便，周围饭店档次不一，适合大多数出差人的口味', '短评打分': 5}
{'短评内容': '交通方便，但是设施略显陈旧，周边的餐饮、娱乐也不少。', '短评打分': 5}
{'短评内容': '绝对的不错，幽静，舒适。装修也还可以，很干净。', '短评打分': 5}
{'短评内容': '感觉不错，相对比较干净，下次还会入住~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '酒店有点旧，不过是三星，原来的设施都有，就是落后点，据说装修过，我们没定到', '短评打分': 5}
{'短评内容': '酒店是三星的老酒店，位置在双井桥附近，位置很方便，停车很方便。', '短评打分': 5}
{'短评内容': '酒店有点旧，不过停车很方便，入住过多次，还会继续选择\n', '短评打分': 5}
{'短评内容': '离潘家园比较近，酒店比较旧，但是也是星级酒店，还好了', '短评打分': 5}
{'短评内容': '专业，好找，房间干净，价格不高，值得推荐，下次还会来', '短评打分': 5}
{'短评内容': '酒店还不错  唯一就是暖气不行 冬天冷 拖鞋也不好', '短评打分': 5}
{'短评内容': '条件很一般，卫生也一般，一楼临近停车场，有点吵', '短评打分': 1}
{'短评内容': '雖然舊了點,但房間寬敞許多,價位也公道\n服務也上可', '短评打分': 5}
{'短评内容': '经朋友介绍知道这家酒店，还不错，各种足疗项目比较实惠，交通很方便', '短评打分': 5}
{'短评内容': '再次入住，是因为价位适中及地理位置方便，又比较安静', '短评打分': 5}
{'短评内容': '酒店位置不错就在三环边上，但是门口不太明显有点不太好找。性价比还可以。', '短评打分': 5}
{'短评内容': '酒店是老酒店，在劲松桥附近办事的话，倒是挺方便的~  条件一般~', '短评打分': 5}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '只要来北京，常在这家酒店住，晚上很安静，交通便捷，距离地铁很近，机场大巴必经之地', '短评打分': 5}
{'短评内容': '挺好的，虽然说设施有点陈旧，不过服务不错，好有很好的足疗', '短评打分': 5}
{'短评内容': '外面草坪还可以，就是蚊子很多。。。。。。', '短评打分': 1}
{'短评内容': '十已入住', '短评打分': 3}
{'短评内容': ' 环境比较安静，老宾馆设施较旧拄着还行。', '短评打分': 5}
{'短评内容': '酒店设施太过陈旧，不推荐入住，服务还是不错的', '短评打分': 1}
{'短评内容': '设施旧，有蚊子，电梯慢，其他OK了。。。。。', '短评打分': 3}
{'短评内容': '蚊子很多。设施有些旧了。位置还可以，周围的龙鼎华还可以吧。', '短评打分': 1}
{'短评内容': '住的是特惠套间,客厅很大,房间有三张床,但是设备很旧,只是以这个价,还是值.', '短评打分': 5}
{'短评内容': '套房里的设施太陈旧了。尤其是冲浴太不方便了。', '短评打分': 5}
{'短评内容': '很不错!停车方便,服务专业快捷,餐饮出行都方便,乐游饭店品烤鸭还有折扣.房间宽大,我和父亲姐姐三人住的豪华标间,有间额外的小卧室,三人住正好.', '短评打分': 5}
{'短评内容': '要的是特惠套间，一看真的是套间，空间很大，有客厅，两个卫生间，原来肯定是不错的，但是设施太旧了，估计是八十年代的，客厅屋顶墙皮大曝，但是我还是能接受这种怀旧和颓废的性格，毕竟有客厅的感觉是完全不同的。\r\n我把沙发重新调整了位置，晚上和老婆去买了三大张墙贴到处贴，老婆说这样人家愿意吗，我说这是装修，我还想跟他们要装修费呢，哈，贴完蓦然就温暖了许多，有了家的感觉。大家要特惠套间的时候建议也准备几张墙贴', '短评打分': 5}
{'短评内容': '    在EL订了这么多次酒店，一直都懒的写评价，这次国庆去北京感觉此酒店性价比非常高，向大家强力推荐。首先该店位置不错，就在离地铁10号线的劲松起点不远的地方，步行3，5分钟左右到，对面也有公交车，出行很方便；其次酒店的房间非常大，我们住的特惠套房有1客厅1卧室1厨房1洗手间，70平米面积相当于普通住家的面积（我和老婆两人住感觉浪费了，呵呵）；酒店的服务员非常热情，很有礼貌，服务也非常到位，帮我', '短评打分': 5}
{'短评内容': '帮朋友订的2间房，朋友们很满意，下次还会入住', '短评打分': 5}
{'短评内容': '服务周到，环境不错，交通方便，比较满意。', '短评打分': 5}
{'短评内容': '酒店不错，离地铁近，隔音效果好，比较安静', '短评打分': 5}
{'短评内容': '北京华泰饭店实施旧了点，位置很好，套房非常实用 ', '短评打分': 5}
{'短评内容': '房间很大，还有一个大客厅。就是设施比较旧。电梯也太慢了。', '短评打分': 5}
{'短评内容': '交通便利，地点醒目，对初到北京的旅客，是一个非常好的落脚地方。宾馆的服务很好，室内、卧具、卫生间都很卫生、清洁、干净，硬件设施有些陈旧。不错的。', '短评打分': 5}
{'短评内容': '距离潘家园非常近，酒店有点旧，需要重新装修', '短评打分': 5}
{'短评内容': '服务态度非常好，人员素质高。就是实施旧了点，位置很好。套房非常实用', '短评打分': 5}
{'短评内容': '+房间很好；', '短评打分': 5}
{'短评内容': '我住在副楼，附近离地铁站很近。交通算是很便利。副楼主要缺点是比较安静，但副楼的隔音不是太理想，服务员倒是挺帮忙，素质还不错。， ', '短评打分': 3}
{'短评内容': '此家的主楼应该是不错的，而且前台服务不错，工作速度也快，门卫也服务周到。离地铁也不远。但是我的房间是在隔壁30米外的副楼里，这里感觉隔音就比较差，外面的声音都听得到，一清二楚。在上楼时，一楼电梯前贴着“坏掉”，本以为不能用，抱着试试的心理，我还是按了进去坐电梯（因为行李多而重），却发现其实电梯原来是好的。就这件事挺让人不舒服。', '短评打分': 5}
{'短评内容': '比较安静，距离地铁很近、机场大巴必经之地、交通方便，服务较好', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '感觉挺不错的！很满意！', '短评打分': 5}
{'短评内容': '酒店特惠套间很宽敞，性价比高', '短评打分': 5}
{'短评内容': '酒店位置不错在三环边，离地铁劲松站很近。因为住的是配楼可能配套设施不如主楼好。整体性价比不错。', '短评打分': 5}
{'短评内容': '房间设施还可以,环境比较安静,服务态度可以,就是房间的电源发生两次故障,不过,很快修好了.', '短评打分': 3}
{'短评内容': '交通方便，性价比可以，距地铁较近，希望价位再低一些', '短评打分': 3}
{'短评内容': '交通方便，性价比可以，距地铁较近，可以推荐', '短评打分': 3}
{'短评内容': '交通方便，性价比可以，距地铁较近，可以推荐', '短评打分': 5}
{'短评内容': '性价比很高啊 下次来还住到这里 挺不错的 ', '短评打分': 5}
{'短评内容': '周围很安静，离办事的地方很近，走路过去就可以了。', '短评打分': 3}
{'短评内容': '今天上午十点左右入住华泰', '短评打分': 5}
{'短评内容': '离地铁站很近 交通很方便 附近生活设施也很全 不管需要什么都很好找到', '短评打分': 3}
{'短评内容': '离地铁站很近 交通很方便 附近生活设施也很全 不管需要什么都很好找到', '短评打分': 3}
{'短评内容': '这种价位在北京繁华的三环以内算是不错的了！值得推荐！', '短评打分': 5}
{'短评内容': '该酒店地处市中心，周边环境好，各种饭店应有尽有，出行有地铁、公交、出租等，房间大，舒适度好，下次朋友来还住这里。', '短评打分': 5}
{'短评内容': '不靠马路，很安静，离办事的地方的距离适中，走路10分钟就到了。', '短评打分': 5}
{'短评内容': '总体不错，位置很好，环境不错，如果价位可以少一点就好了。', '短评打分': 5}
{'短评内容': ' 性价比不高', '短评打分': 5}
{'短评内容': '入住的时尚单人间，房间不大，很是精致。卫生间是透明玻璃的，淋浴是花洒，没有干湿分离，洗澡的时候，卫生间都是水。网速很快，迅雷下载速度在1000多k，恐怖的速度，呵呵。总体来说，酒店性价比很高！', '短评打分': 5}
{'短评内容': '+', '短评打分': 5}
{'短评内容': '地点服务都很不错！附近购物也很方便！还给免费升级了房间！', '短评打分': 5}
{'短评内容': '服务态度不错，就是房间里面的设施老了。', '短评打分': 5}
{'短评内容': '服务很好，卫生干净，就是设施有点陈旧，下次还会再来。', '短评打分': 5}
{'短评内容': '酒店设备陈旧，卫生不好，空间比较大，价位低，服务一般，前台不清楚房间一张大床还是两张', '短评打分': 1}
{'短评内容': '升级的标间，房间很大，地漏存水，床很大，拖鞋和厕纸质量不好，地毯和座椅脏，感觉一般。', '短评打分': 1}
{'短评内容': '不错，空间很大，服务态度好，但是房间有点旧', '短评打分': 3}
{'短评内容': '，特价房不好，换了豪华套间还不错，地方挺大，离地铁还比较近，前台很好，很好说话，周围吃饭比较方便', '短评打分': 5}
{'短评内容': '服务不错，房间空间很大，有阳台不过设施有点陈旧', '短评打分': 5}
{'短评内容': '服务非常好，尤其是服务员，热忱高效。缺点是刷卡要留电话，毫无道理。', '短评打分': 5}
{'短评内容': '可以再住', '短评打分': 5}
{'短评内容': '酒店设备老化，位置还可以，服务一般', '短评打分': 1}
{'短评内容': '交通很方便 地方很好找 房间也舒适 很值得推荐', '短评打分': 5}
{'短评内容': '地理位置不错，周边的环境也还可以。', '短评打分': 5}
{'短评内容': '交通方便，服务较好；就是一进门有股很大的潮湿味', '短评打分': 5}
{'短评内容': '各项服务还可以', '短评打分': 5}
{'短评内容': '很方便的酒店', '短评打分': 5}
{'短评内容': '很高兴能在三环附近找到这么好的性价比高的宾馆！', '短评打分': 5}
{'短评内容': '每次住不上就订这前，房间大，安静。', '短评打分': 3}
{'短评内容': '在华泰住了好几次了，住过套间，住过标间，这次住了一回单人间，这个房型我非常喜欢，特别是卫生间，玻璃的，虽然房间不大，但感觉很不错，就是这回住的这个房间卫生间的排水不太好。真的很不错，以后还会去！', '短评打分': 5}
{'短评内容': '老楼设施有些老旧，卫生还可以，离办事的地方比较近，周围很安静', '短评打分': 5}
{'短评内容': '浴室总是有积水，淋浴的喷头也古老的可以', '短评打分': 1}
{'短评内容': '房间和设施陈旧了点', '短评打分': 5}
{'短评内容': '乘地铁方便，房间尚可', '短评打分': 3}
{'短评内容': '交通方便，价位合理', '短评打分': 5}
{'短评内容': '酒店有点老，但信价比较好！房间还可以！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '在华泰住过好几回了，地理位置还算不错，还有免费停车场，主楼的房间设施有点旧了，福楼说是08年新装的，会比主楼稍好点，标间的房间还挺大的，也挺安静的，而且在这个地段，二百多的价格真的很不错了。', '短评打分': 5}
{'短评内容': '性价比很高的酒店。停车方便。酒店闹中取静。交通便利。就是床太硬。毛巾太旧', '短评打分': 5}
{'短评内容': '除了位置有些偏，周围环境不好，本身酒店入住还是非常值', '短评打分': 5}
{'短评内容': '东西比较陈旧，房间真的很大', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '距地铁近', '短评打分': 3}
{'短评内容': '交通方便', '短评打分': 5}
{'短评内容': '花不高的价格就能住到免费升级的套房，非常值，房间面积很大，70多平米，服务人员的素质还可以，感觉不比五星级的差。华泰饭店，不愧是老北京的饭店。', '短评打分': 5}
{'短评内容': '位置不错...硬件设施老化...服务人员还不错...价格合理...', '短评打分': 5}
{'短评内容': '性价比凑合，房间大，其他仅此凑合！', '短评打分': 5}
{'短评内容': '环境非常静，设施有点陈旧但是还算齐全，房间很宽敞', '短评打分': 5}
{'短评内容': '经济房的光线不好', '短评打分': 5}
{'短评内容': '个别房间隔音不好，总体还可以。', '短评打分': 3}
{'短评内容': '交通方便，距地铁近。', '短评打分': 3}
{'短评内容': '性价比还可以', '短评打分': 3}
{'短评内容': '三环之内，性价比高。交通方便，房间幽静！服务周到，就是没有可口的饭菜非常可惜！早餐简单了点！', '短评打分': 5}
{'短评内容': '位置不错，价格比较合理，还算可以吧。', '短评打分': 5}
{'短评内容': '我住的是商務大床房,空間還滿大的,大致上都還可以接受,就是衛浴間的浴簾有些髒,及房間門的開關要很用力,很大聲之外,其他都尚可.交通方面離10號線地鐵的勁松站走路大約要10分鐘左右,還滿近的.', '短评打分': 5}
{'短评内容': '酒店还可以，就是周边环境不太好，下车一看，给人一种很乱的感觉，周围都是什么洗浴足疗啥的。', '短评打分': 1}
{'短评内容': '国贸附近订不到酒店时，这家比较靠谱', '短评打分': 5}
{'短评内容': '很方便也很干净', '短评打分': 5}
{'短评内容': '闹市之中的清静之所，非常适宜。', '短评打分': 5}
{'短评内容': '如果是在朝阳区活动的话，还很方便  如果是要去天安门，西单之类的地方，就有点远了  环境不错，就是房门隔音效果不太好，还好晚上都比较安静    卫生也不错，就是有天晚上床上发现有只蚂蚁样的小虫，可能是地上爬上来的吧  希望这方面有所注意  其他还不错，离地铁站也不远，吃东西也方便', '短评打分': 5}
{'短评内容': '非常一般,不过在北京这样的位置,也算不错了.', '短评打分': 1}
{'短评内容': '酒店的位置.环境.卫生都不错,机场大巴刚好到酒店附近,如果价格上再优惠些就完美了.', '短评打分': 5}
{'短评内容': '酒店的卫生和设施还可以，其他方面都一般，性价比也不高，不会再次入住', '短评打分': 1}
{'短评内容': '酒店地理位置好，交通好，服务好，设施也好，呵呵~~~都挑不出差的地了，希望华泰以后越来越好！下次还去你们那入住！！！', '短评打分': 5}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '性价比高下次再来', '短评打分': 3}
{'短评内容': '交通很方便，环境优雅，地处三环黄金段，性价比高', '短评打分': 3}
{'短评内容': '商旅住不错', '短评打分': 5}
{'短评内容': '交通方便，福楼新装修，房间设施很好~唯一的缺点就是卫生间有点陈旧，但总体效果很满意！', '短评打分': 5}
{'短评内容': '环境还行，就是淋浴差点', '短评打分': 1}
{'短评内容': '总体还不错，就是淋浴头太低了。另外，设施还是有点旧了。', '短评打分': 5}
{'短评内容': '交通方便，不错。', '短评打分': 5}
{'短评内容': '来北京出差一般都住这家，地段很好，就在劲松，南三环边上。去国贸CBD办事很方便。除了窗户被堵上了外，没啥不好。开着空调换气，也不觉得闷。', '短评打分': 5}
{'短评内容': '今后还会入住 。', '短评打分': 5}
{'短评内容': '地理位置不错，紧邻10号地铁起始站，适合室内旅游者居住。', '短评打分': 3}
{'短评内容': '性价比真的很好，特别适合一家人3口或带父母者。\r\n乘车也较方便，出门802就能一线贯通北京，去火车站也方便。\r\n我在的几天基本上就只坐这趟车了！离地铁站也比较近（好象是松劲南站吧）\r\n酒店环境很好只是设施较一般，特别是洗澡的热水真的很小啊，希望酒店方能加以改进。\r\n总体感觉还是很不错的！下次有机会也会入住。\r\n', '短评打分': 5}
{'短评内容': '位置优越，环境一般性价比较高', '短评打分': 5}
{'短评内容': '服务人员态度比较好，卫生还可以，设施较差，性价比还可以。', '短评打分': 5}
{'短评内容': '套房设施虽然老旧，但是便宜！性价比高', '短评打分': 5}
{'短评内容': '交通便利，不错', '短评打分': 3}
{'短评内容': '人多可以，不够温馨，地方大。', '短评打分': 5}
{'短评内容': '总体感觉不错。交通方便', '短评打分': 5}
{'短评内容': '性价比非常高，我们一家五口据住了这一间房，采用了国家模式，有厨房。但是酒店的设施非常一般，如果能加以软装潢改造，酒店就perfect了。', '短评打分': 5}
{'短评内容': '总体感觉不错。交通方便。唯一的缺点就是卫生间有点异味。', '短评打分': 5}
{'短评内容': '我住的是168的特价房，在福楼，不是主楼。窗户被一道卷闸门封住了。早上服务员很用力地敲门，然后直接用房卡把门打开了，幸好我挂上了防盗链，要不服务员就冲进来了。我觉得他们的服务意识和服务水平真的要提高一点。', '短评打分': 3}
{'短评内容': '在东三环国贸附近，这个酒店的性价比算是很好的了。标准的三星级，房间不算小，比那些经济型酒店大多了，感觉不错。', '短评打分': 5}
{'短评内容': '酒店挺安静的，服务态度一般，设施条件还是不错的，位置交通很方便的。', '短评打分': 3}
{'短评内容': '包干旅差费的出差可以选择。', '短评打分': 5}
{'短评内容': '感觉还是挺一般的酒店,房间的卫生和设施挺一般,服务中等,位置还行挺好找的.性价比挺一般的.', '短评打分': 3}
{'短评内容': '我住的是福楼，感觉不好。', '短评打分': 1}
{'短评内容': '70平米的套间，卧室有三张床，空间非常大，适合一家三口住', '短评打分': 5}
{'短评内容': '基本上可以，', '短评打分': 5}
{'短评内容': '位置不错，就是房间装修有些老', '短评打分': 5}
{'短评内容': '总体不错  福楼2202房间热水器坏了  电视遥控器太破旧了', '短评打分': 3}
{'短评内容': '特惠房 值', '短评打分': 5}
{'短评内容': '房间里面的设施很简陋,而且很老旧了,位置很好,价格比较便宜,卫生环境不好.', '短评打分': 3}
{'短评内容': '不错的酒店，比较满意！', '短评打分': 5}
{'短评内容': '整体来讲还是一家不错的酒店,位置上不太好找,但交通上还是很方便的,房间的卫生打扫的很干净,还是比较舒适的,但硬件设施上有些陈旧,另外就是服务人员太少了.', '短评打分': 3}
{'短评内容': '这酒店很一般,环境比较乱,设施不是很新,标准房一般套房不太好,位置不错交通方便.', '短评打分': 3}
{'短评内容': '朋友来住的，对其安全性有不放心。', '短评打分': 5}
{'短评内容': '酒店的位置非常好,靠近地铁10号线,感觉挺方便的.服务卫生方面也还可以.设施条件也不错,整体感觉价格还是比较合适的.', '短评打分': 5}
{'短评内容': '酒店硬件设施不好,房间还可以卫生间设施不好,住着不舒服,卫生不错,服务也还可以,设施上还是有待提高的.', '短评打分': 5}
{'短评内容': '酒店开业时间比较长了,就是在装修和设施方面都有些陈旧了,不过酒店住着也没有遇到什么问题,但自己还是比较喜欢一些比较新的酒店', '短评打分': 5}
{'短评内容': '酒店太差了,晚上睡觉的时候,房间里的吊灯掉到床上,之后的人员处理的也不好,而且位置也不好,在一个小胡同里面,人也比较杂', '短评打分': 1}
{'短评内容': 'very good ', '短评打分': 5}
{'短评内容': '当时入住房间没有窗户,而且也没有暖气,但位置不错,而且价格也算优惠', '短评打分': 5}
{'短评内容': '本人于08年8月20日入住该酒店，23日早4时多退房。因匆忙（单双号急于出城），将一件杰尼亚上衣忘在衣柜中，想起后给该酒店打电话，竟说没有见到，并且当时也没有新客人入住。看来是见鬼了。郁闷！！！', '短评打分': 1}
{'短评内容': '顾客物品落下，不归还。贼窝！！！', '短评打分': 1}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '酒店服务和安全不错，我住的是附楼单人间，整体环境还是令人满意的。只是地理位置稍靠大路里面，且偏了点，有点不方便。酒店餐厅对外营业，感觉象是走错了！总体感觉还是可以推荐去住的！', '短评打分': 3}
{'短评内容': '我住的是附楼。标间设施陈旧，没有网线，隔音效果差。居然洗手间看到蟑螂。饮水是饮水机供应。前台服务一般，因为服务员mm没看到我手里拿着卡，说是按现金结账录入电脑了，没法再刷卡。在我一再跟她们解释说只要刷卡后退给我房钱，然后帐平了就可以了。开始怎么说都不明白。后来才勉强同意，说下次要早跟她说。不会有下次了。', '短评打分': 3}
{'短评内容': '不住不知道！一住吓一跳！别在蒙人了！垃圾酒店！', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;该酒店的服务员服务态度很好,前台服务素质太差.&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;我住了,但后来又搬出来了.因为房间里气味太重.服务员让我换了三个房,但都很臭气.无奈,半夜12点我撤了.&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;前台根本不管房间的质量,', '短评打分': 1}
{'短评内容': '&amp;lt;P&amp;gt;态度不错，房间也挺大，卫生设备不太理想，但是能对付。房间里的消毒气味比较大。机场大巴就在附近有停站，还方便。&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;有一个问题是，酒店离大马路有一点距离（大约150米），有的时候会叫不到出租车。而且那里是3环，出租车飞驰而过，酒店服务员就是替你到大路上去叫车，也不是那么容易，何', '短评打分': 3}
