{'短评内容': '非常好，直接被取消', '短评打分': 5}
{'短评内容': '位置还算好找,公共交通方便.离厦大很近.房间干净.', '短评打分': 5}
{'短评内容': '位置很好，公共交通便捷\n干净卫生，洗澡的热水很冲，很舒服\n我住的特价房，临街，噪音稍大，不过玩累了也管不了那么多了\n建议，如果将WIFI信号覆盖到所有楼层就更好了', '短评打分': 5}
{'短评内容': '一条思明南路上有三家如家，哈~搞我误会两次才到！不过接待很礼貌，环境很安静，房间也很舒适！性价比高！给个Good~', '短评打分': 3}
{'短评内容': '性价比高的一家酒店，提供免费停车，周边环境较好，美中不足的是隔音较差。', '短评打分': 5}
{'短评内容': '不错，离厦大近。房间不是很大，但是一个住还是挺温馨的。 交通方便， 吃的地方不太多，可能是我自己懒得走那么远。不过价格偏高了点。', '短评打分': 5}
{'短评内容': '再次确认要不靠路的商务大床房，结果分到的房间依然临着繁华的思明南路，换到了服务员口中“很安静”的1号楼。头一天睡下已经2点了，结果结果，第二天早上7点，就传来了装修电钻的声音，脑袋都快被撕裂了。两次入住都和前台强调要安静的房间，都不能如愿，真怀疑这家店96% 的好评是找人刷出来的，反正我是再也不会入住了。', '短评打分': 1}
{'短评内容': '之前问过酒店特惠商务房和商务大床房的区别在哪里，服务员说商务大床房不靠路，于是定了商务大床房。到酒店的时候分到的房间还是靠马路，车流量很大，问服务员怎么回事，答：午饭晚饭时间车子较多，区域时间都会很安静。结果很早就被车子吵醒。第二天再问服务员什么情况，答：我们到的太晚了，没有别的房间了。2328房间特别小，床紧挨着门，房门只能打开一半，除了床边的过道，几乎没有别的空间，也没有挂衣服的放行李的地方', '短评打分': 1}
{'短评内容': '住了第二天了,证明二号楼安静些,不错~', '短评打分': 3}
{'短评内容': '我住的是特价房，说是会小一点，但进门后一点都不觉得，环境干净卫生，很舒适，如家一如既往的值得选择。', '短评打分': 5}
{'短评内容': '非常好的酒店，地理位置很好，很安静，干净卫生，舒适。\n推荐！！价格公道！！', '短评打分': 5}
{'短评内容': '以前住过的,特地还回来这边住。发现2号楼比1号楼安静得多,没有装修的声音,楼道里也不像一号总有人大声谈话~~总体还好', '短评打分': 3}
{'短评内容': '有停车场，房间很干净，不错，只是我们住的卫生间没有窗户，房内有臭味，晚上热水不够热。', '短评打分': 5}
{'短评内容': '3酒店挺新也干净!环境也安静!', '短评打分': 3}
{'短评内容': '还不错，环境很好，离厦大，中山路都很方便', '短评打分': 5}
{'短评内容': '这是我见过最大的如家了~~没有之一~房间比较干净', '短评打分': 5}
{'短评内容': '非常干净，整洁。下次去还住这里，希望能订到。', '短评打分': 5}
{'短评内容': '酒店服务还不错，地点离厦门大学很近，难怪叫厦大店呢！\n但周围有两家，而且要上一个大坡，要是在市内逛累了上去还真是折磨呢!', '短评打分': 5}
{'短评内容': '虽然房间小，不过感觉床挺大的，带着孩子睡也不会挤。房间也很干净。', '短评打分': 5}
{'短评内容': '干净舒服不错！', '短评打分': 3}
{'短评内容': '不错，环境还行！', '短评打分': 3}
{'短评内容': '因为带着小孩子，对酒店卫生的要求比较高，所以精挑细选了如家（厦大店）。这家酒店开张不久，内部装修比较新。订的双床房，房间蛮大的。我把带的行李箱、推车都摊在外面也不显得拥挤。不过第1、2天住的房间空调坏了，后来换的房间比之前的小。交通方面门口就有公交车站，公交线路很多。厦门公交网很发达，基本上两地之间只要乘一辆车就能到了，所以我们出行基本都是乘公交。酒店往东走5分钟就是南普陀寺和厦大。除了门口200', '短评打分': 5}
{'短评内容': '订的是特惠房，房间比较小，还好有个小窗，但到南普陀寺和厦大方便，附近还有个大同鸭粥铺，也是特色，可以一试。总共有两栋楼，要住前台的那栋，会更安静。', '短评打分': 5}
{'短评内容': '位置真的是很便利，门口有10几条公交车到渡口和火车站，房间也还小巧干净。好不错。', '短评打分': 5}
{'短评内容': '配置比较简单，最大的优点就是离厦大比较近。要上坡的，拉着箱子感觉走的很累。。。', '短评打分': 5}
{'短评内容': '定的特价房，房间不大但很整洁，酒店的服务人员很好', '短评打分': 5}
{'短评内容': '这家酒店最大的优点就是交通便利，离厦大等注明景点都很近，均是步行可至，而且还有很多的公共交通可供选择。干净卫生，比较推荐！', '短评打分': 5}
{'短评内容': '不错的地方，关键是离厦门大学很近，很想去厦大看看，所以选择了这里。', '短评打分': 5}
{'短评内容': '如家就是一如既往的有保证，住的是商务房，房间小了点，相对来说价格偏高', '短评打分': 5}
{'短评内容': '如家总体环境还可以，我定了两家特惠商务房，一间稍微大点，卫生不错挺干净的，就是早上的时候被外面车子声音吵醒了。', '短评打分': 3}
{'短评内容': '地点不错,出来就是厦门理工公交车站,离厦门大学步行10分种,坐公交去中山路也只3个站,有停车场,自驾过来停车方便', '短评打分': 5}
{'短评内容': '，离南普陀，夏厦大较近，出门有公交方便。', '短评打分': 3}
{'短评内容': '交通便利、距离市中心中山路只有两站，周边环境安静，房间干净整洁， 非常适宜解除一天的疲劳，下次还会选择！', '短评打分': 5}
{'短评内容': '由于是春节期间，价格有点上涨，房间一如既往地是如家风格，很干净，回宾馆的那个上坡感觉还可以，我试着倒着走，感觉不是很累，出行方便，门口有20多条公交线路，推荐。', '短评打分': 5}
{'短评内容': '优点：酒店的位置较好，服务人员热情。\n缺点：餐具没有消毒', '短评打分': 5}
{'短评内容': '这个房间比标间小多了，总体位置还行。。。。。。', '短评打分': 5}
{'短评内容': '离厦大还是蛮近的，总的来说还行，就是感觉团队人比较多，一大早就开始有点吵了。。。。。。', '短评打分': 5}
{'短评内容': '酒店周围很安静，环境、卫生都不错，明早步行去南普陀。', '短评打分': 3}
{'短评内容': '硬件设施不错，价格也合理。就是感觉没享受到什么服务。可能是总台与房间分离的原因吧。', '短评打分': 5}
{'短评内容': '条件一般，将就凑合吧，性价比一般般，无电脑，只有宽带接口，有些吵，觉轻的影响睡眠', '短评打分': 5}
{'短评内容': '酒店不错，房间很大，干净舒适，好评', '短评打分': 3}
{'短评内容': '我们住的是家庭套房，性价比较高，小孩子特别喜欢，住得舒服。。。早餐也比较丰富~\n尤其谢谢前台帮忙照看行李的小伙子非常热情，帮了我们很大忙。。。下次去厦门还住这家！', '短评打分': 5}
{'短评内容': '酒店干净，服务人员态度好，就是建在坡上，拉着行李上去时比较累，不过小孩说有滑滑梯的感觉，好玩。。。早餐东西较少，但味道还可以，价格还比较公道。。。', '短评打分': 5}
{'短评内容': '挺干净，地理位置不错，离景点近，交通也方便，性价比比较高！', '短评打分': 3}
{'短评内容': '环境还比较安静，不知道为什么床单脏了，还要收费？', '短评打分': 3}
{'短评内容': '地段好 下楼就是公交车站\n\n房间比较干净~\n\n推荐', '短评打分': 5}
{'短评内容': '房间虽小，但是很温馨，位置也方便，下次还来！', '短评打分': 5}
{'短评内容': '0十水不够热，消费券怎么返还简单点', '短评打分': 3}
{'短评内容': '地点不错，坐车很方便。坡也还好，不是很难爬。设施齐全，房间也不小。', '短评打分': 5}
{'短评内容': '位置很好，离南普陀和厦大很近，步行十多分钟即到，去中山路也只有两站地的路程，推荐！', '短评打分': 5}
{'短评内容': '酒店设施、位置都不错，去轮渡、中山路10分钟（公交车），一站路到厦大，超安静', '短评打分': 5}
{'短评内容': '替父母订的酒店，先不说它的设施位置，妈妈入住后，发现晚上十点了还很吵，就找来服务员，服务员口气很大说，你们网上订的便宜呀，只能住这种房间。态度真是一塌糊涂。后来妈妈再和他们协商，肯换房间了，水龙头居然又是坏的，直到第二天才修好。。。既然你这个价格不能做，那你挂网上干嘛？', '短评打分': 1}
{'短评内容': '不错的店，如家里的好如家～～～～～～～～～～～', '短评打分': 5}
{'短评内容': '还不错，房间很干净，周边很安静！', '短评打分': 3}
{'短评内容': '很不错，刚刚开业应该 离厦门大学很近。而且环境不错 就是那个斜坡好烦。', '短评打分': 5}
{'短评内容': '距离厦大和南普陀很近，步行5分钟左右。门口有公交，去厦门的各个景点都比较方便，比如鼓浪屿和万石植物园。酒店需要上个大坡，年轻人没有问题，老人家可能需要费劲些。酒店房间温馨干净，服务员见到客人也很礼貌。唯一缺点是晚上有人发小黄卡。', '短评打分': 5}
{'短评内容': '客房的床很舒适，房间比较干净，有一点不便就是需要爬坡才能够到达。', '短评打分': 5}
{'短评内容': '蠻乾淨的，蠻方便的!!!!', '短评打分': 3}
{'短评内容': '如家厦大店交通非常便利，酒店环境也不错!', '短评打分': 3}
{'短评内容': '酒店在个坡上，房间还是挺干净的', '短评打分': 3}
{'短评内容': '酒店地理位置比较好，外出游玩购物比较方便。', '短评打分': 5}
{'短评内容': '酒店很干净，离南普陀和厦大非常近，推荐～', '短评打分': 3}
{'短评内容': '离厦大和南普陀非常近，走路10到15分钟，打车到轮渡码头10分钟左右，一个起步价，门口就有公交车直达中山路步行街，很方便，是性价比很高的一家如家宾馆。', '短评打分': 5}
{'短评内容': '思明南路上四家如家，很容易找错呀，不过离厦大南普陀真的很近，走过去一伙伙就到了，往环岛南路方向走，很多好吃的，经济实惠。酒店整体环境不错，晚上很安静，就是要爬坡，很费事呀。', '短评打分': 5}
{'短评内容': '位置很好，到厦大走路过去就可以。旁边就是南华路一条街，往厦大反方向坐四五站就到中山路。房间很干净，值得推荐。', '短评打分': 5}
{'短评内容': '不错！干净卫生，床很舒服，很软，环境也好！！！', '短评打分': 5}
{'短评内容': '很干净，不错', '短评打分': 3}
{'短评内容': '卫生很好，但特价房都在马路边的一栋楼，离办入住的主楼一个大坡，不方便。提着行李上坡去大堂，办完手续还得提着下坡行李找房间。电梯离入口也很远。窗户宽度只有正常的一半大。地理位置方便，出门走500米就是厦大、南普陀。', '短评打分': 5}
{'短评内容': '各方面都不错，只提几个缺点：没茶包、没电吹风、斜坡太陡太长。', '短评打分': 5}
{'短评内容': '房间很干净，离厦大很近，环境很好，唯一不足就是观景效果不好。', '短评打分': 5}
{'短评内容': '酒店蛮新，离厦大很近，走过去10分钟。酒店在一个坡上，也不象之前点评的那么难爬，虽走进去要上个坡，但不在路过，胜在比较安静。旁边有吃饭的饭馆，很方便。入住 酒店可以以15元/位享用自助早餐，但我们这次没试。连锁酒店也没什么好或不好，但干净，服务也不错。', '短评打分': 5}
{'短评内容': '传说中的大坡果然很大，周围有点吵，早上被吵醒了。性价比还算高', '短评打分': 5}
{'短评内容': '挺干净的.还不错.要看景色的话就不是怎么行了.\n', '短评打分': 3}
{'短评内容': '很安静，也很干净，交通也便利，价位也不是很高，很正规的一个酒店。', '短评打分': 5}
{'短评内容': '酒店在个坡上，周围空气很清新，2号楼很肃静，一号楼对这街道的房间晚上11点前有点嘈杂，不过总体住的很舒服。', '短评打分': 5}
{'短评内容': '住了三天，挺不错的。就是被子有点厚，第二早上告诉总台，给送了一床薄被子。交通也便利。楼下的饭店那个大烟囱有点吵，对，还有过往的公交车声音也不小。呵呵。', '短评打分': 5}
{'短评内容': '性价比不错，交通方便！总台在2号楼，要爬一个缓坡上去，硬件设施一般！', '短评打分': 5}
{'短评内容': '交通十分便利 离厦大和南普陀寺都特别近 推荐入住', '短评打分': 5}
{'短评内容': '房间干净,卫生间打扫得非常好,去南普陀很近,\n下次还再来!', '短评打分': 5}
{'短评内容': '环境挺好的，走几分钟就能到厦大，出门就有公交，到商业街十分钟，离南普陀也很近。总体来讲还是物有所值。', '短评打分': 3}
{'短评内容': '酒店性价比很高，地理位置也不错，下次去还住这', '短评打分': 5}
{'短评内容': '如家酒店，值得一住，经济型酒店的典范，价值地段好，推荐来厦门的朋友订这个酒店。', '短评打分': 5}
{'短评内容': '不错的选择，地段好，如家酒店良好的服务值得每次都选择如家。', '短评打分': 5}
{'短评内容': '还不错了，就是坡挺陡的，有点累\n总的来讲还行', '短评打分': 5}
{'短评内容': '还不错了，就是坡挺陡的，有点累\n总的来讲还行', '短评打分': 5}
{'短评内容': '总体感觉不错。\n1.房间舒适度挺好。\n2.吸烟楼层与非吸烟楼层分开。\n3.卫生，灯光，床都挺好。\n缺点是每层楼没人服务，比如叫服务台拿一个转接口，对方也不送上来，需要自己下去拿。', '短评打分': 5}
{'短评内容': '是在山上的，走的我好累啊~房间不是很大，不过够塞两个人。', '短评打分': 5}
{'短评内容': '性价比高，虽然房间小，但五脏俱全，就是出门没啥好吃的，', '短评打分': 5}
{'短评内容': '交通便利,环境不错,价格适中.到厦门各景点都很方便.', '短评打分': 5}
{'短评内容': '住得挺舒服，交通也方便，如果能像7天一样提供晚安牛奶就更好。', '短评打分': 3}
{'短评内容': '标间挺大的，服务也挺好的，周边也安静，交通方便，不错', '短评打分': 5}
{'短评内容': '位置不错，离南普陀和厦大很近，步行就到。门口公交车很多，到中山路和轮渡很方便。房间干净，电视机是液晶的，卫生间也挺好。', '短评打分': 5}
{'短评内容': '如果还去厦门的话 我会再这个如家多住几天 虽然我们住得189的房间有点小 但是设置还都蛮新的 布置的蛮干净 温馨 还有吹风机 房间的隔音效果很不错 关上门窗 外面的什么声音都听不见了', '短评打分': 5}
{'短评内容': '不错的，酒店很干净。就是远了一些。价格也比近的那些便宜', '短评打分': 5}
{'短评内容': '位置方便，离南普陀和厦大都很近，房间整洁，被子有点厚，晚上热醒了，总体满意', '短评打分': 5}
{'短评内容': ' 到中山街，轮渡，厦大，南普陀都很近，就是房间小了点。其他都不错。。', '短评打分': 5}
{'短评内容': '非常好，交通非常方便。下次去还会住这里，那个坡我几乎都想不起来是个问题。', '短评打分': 5}
{'短评内容': '挺好的 就是感觉1号楼和2号楼应该反一反 这样就不用退房再走一段上坡了~', '短评打分': 5}
{'短评内容': '如家在思明路上有3家，可见观光客的数量，这家是最靠近厦大、南普陀寺，离中山路商业圈最远的一家，并在山上的酒店。不过胜在新 相比较在马路边的两家以及价格，性价比还是很高的。不推荐早餐，可以出酒店常常在博物馆站那边的大同鸭肉粥店。临近的小马路上会有夜市，可以逛逛、', '短评打分': 5}
{'短评内容': '比较新的店,设施还不错,早餐也可以,旁边有华侨博物馆,离南普陀和厦大挺近的,,坐公交车就一两站,到轮渡也有直达车.但两座楼都在一个大坡上,总台在坡的最顶上,玩得累的话走上去确实有点儿累.窗外面不知道是有个风机还是别的什么,一直在轰轰作响,声音比较大,不过睡着了就听不见了.窗只能开十公分大,透气不是很好.另外马桶容易堵.', '短评打分': 1}
{'短评内容': '位置不错，周边\n安静。', '短评打分': 3}
{'短评内容': ' 宾馆离厦大也不近，在一个坡上，有老人小孩和行李多的话不推荐。早上有点吵', '短评打分': 3}
{'短评内容': '我觉得如家确实有实力，性价比确实很高，我们选择的是特价商务房，里面的卫生很好，房间虽小，但也精致，该有的都有，进去时是卫生间，淋浴间特意贴黄色的地板，而且还有防滑垫，确实很周到，另外还有吹风机。卫生间很干净也很卫生。\n大床的被子是桃红色的，这让我很意外，还有一个32寸的液晶电视挂在床上，整体都满意，价格也很适中。早点12元一个，适中。\n我们去的时候，已经很累了，偏偏思明南路的如家有两栋，去办入住，', '短评打分': 5}
{'短评内容': '性价比还蛮高的，特别喜欢他们家的被子，很有爱，很温馨，环境也不错，赞~', '短评打分': 5}
{'短评内容': '离厦大很近，步行10分钟，不过门口一个大坡，实在太难爬', '短评打分': 5}
{'短评内容': '環境不錯你…還很安靜…就是好多坡要走丫', '短评打分': 3}
{'短评内容': '酒店很干净，离厦大等景点很近，服务也一如既往的热情，下次来厦门还选择这里！', '短评打分': 5}
{'短评内容': '酒店在思明南路，思明南路有好几家如家，所以，打的的时候记得跟司机说是希尔福旁边的那家（在华侨博物馆和厦门理工之间）。出门向左走，是华侨博物馆站，向右走，是厦门理工站。华侨博物馆站比较近。酒店在山坡上，所以有陡坡，打的可以叫车子开进去。环境比较好。交通很方便。', '短评打分': 5}
{'短评内容': '实际面际比网上介绍的小。但环境还可以挺干净的。', '短评打分': 3}
{'短评内容': '酒店位置不错，临近厦大、南普陀，交通方便，出门就是公交车站，离步行街也很近，酒店有两栋楼，有自助餐，安静、干净。总体来说不错', '短评打分': 5}
{'短评内容': '干净整洁', '短评打分': 3}
{'短评内容': '依山而建，环境不错；因为思明南路有好几家如家，因此，如坐公交，就查宾馆在思明南路博物馆站，如打的，就说希尔福酒店旁；离南普陀、厦门大学都很近，游玩方便；出门就是车站，出行很方便；出门向左走坐车到胡里炮台、曾厝垵、环岛路，走隧道到机场也很快；出门向右坐车到轮渡、中山路步行街。', '短评打分': 5}
{'短评内容': '不错。离厦门大学、南普陀都很近。门口就是公交车站，交通方便，去中山路、轮渡码头、环岛路也都很方便。前台的服务态度也非常的好。推荐。', '短评打分': 5}
{'短评内容': '环境不错，价格也便宜！', '短评打分': 3}
{'短评内容': '确实不错，如家般舒服。', '短评打分': 3}
{'短评内容': '新开的这家如家环境相当不错，房间很大，设施很好。就是思明路上有3家如家，这家是在华侨博物院旁边的。', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '干净，一号楼的房间有点暗，因为窗户小，挺满意', '短评打分': 3}
{'短评内容': '住的房间正对着一个饭店，饭店排风的噪音比机场还大，早早就被闹醒，如果连休息都无法保证，其他什么条件都不重要了。', '短评打分': 1}
{'短评内容': '位置挺不错，离厦大非常近，走过去也很方便。但是网友反映的小黄卡依然存在，不知道酒店方有没有关注这个问题，如果哪天被警察查到，就惨了，除非后面有人。床上三个枕头，我睡着觉得都太高了，害我难受了一夜，而且住的那晚，好像水塔一直在抽水，晚上睡的不太好。早餐不错，那个煮的汤饭味道挺好的，不过餐厅说是不收现金，害我结完帐又返回前台买餐券，建议前台可以提醒一下顾客。', '短评打分': 5}
{'短评内容': '旅馆一般  转天早上8点隔壁竟然打电钻 无语a', '短评打分': 5}
{'短评内容': '闹中取静，整洁卫生，是我见过的最好、感觉最舒服的经济型连锁酒店，只是为什么打个市话都要收费的噢。', '短评打分': 5}
{'短评内容': '环境很安静，交通方便，食饭、逛街的地方都有。很不错！', '短评打分': 5}
{'短评内容': '离厦门大学非常近，公交也方便，刚装修的，各方面也比较新！', '短评打分': 5}
{'短评内容': '干净便捷 地理位置好 边上就是厦大和南普陀 离中山路也近 公交过去三站 ', '短评打分': 5}
{'短评内容': '酒店比较新 房间也很干净宽敞.\n不过思明南路上的如家有好几家.大家找的时候务必看清门牌号.\n另外.酒店有2幢楼 去2号楼上斜坡用走的比较累.', '短评打分': 5}
{'短评内容': '环境非常幽静，房间和设施新，服务不错，价格厚道，若能包早餐，那简直是完美，一定会继续选择！', '短评打分': 5}
{'短评内容': '不错，房间很舒服', '短评打分': 3}
{'短评内容': '酒店很干净', '短评打分': 3}
{'短评内容': '＋交通比较方便离厦大南普陀很近，安保不到位，晚上大门应急门大开，无门卫。还有人发小黄卡。思明南路上有三家如家，别搞错了', '短评打分': 3}
{'短评内容': ' 一贯的整洁干净温馨  品牌值得信任', '短评打分': 3}
{'短评内容': '房间干净卫生', '短评打分': 3}
{'短评内容': '还不错，精致。就是上坡真的有点类~~住了6楼视野不错', '短评打分': 5}
{'短评内容': '很干凈，像家一樣，地理位置也很好', '短评打分': 3}
{'短评内容': '房间很干净，前台也很热情，就是酒店在坡上，背着重重的行李走的累', '短评打分': 3}
{'短评内容': '酒店位置不错，离南普陀寺和厦大都很近。房间也蛮清爽的，性价比比较高。和希尔福酒店就在隔壁，赫赫。', '短评打分': 5}
{'短评内容': ' 环境不错，很舒适~', '短评打分': 3}
{'短评内容': '不错，传说中的那个坡其实也还好，交通很方便', '短评打分': 3}
{'短评内容': '很棒的地理位置，出行很方便，门口就是公交车站。不过就是前台人员较少，办理入住要等待', '短评打分': 5}
{'短评内容': '酒店地理位置很好，走到南普陀寺，中山路只要10分钟左右，而且很安静，房间蛮干净的，而且隔音也不错，如果以后还有机会去厦门的话，还会住这里的。', '短评打分': 5}
{'短评内容': '离厦门大学和南菩陀非常近,走过去15分钟.到中山路坐车也就2站路.房间比较干净.就是宾馆还在开发装修中，没见到介绍中的那个游泳池,门口到前台去一路上山,那个斜坡真的有点大,不过司机说这家是厦门大学附近三家如家中最好的一家了.', '短评打分': 5}
{'短评内容': '卫生不错， 整体还行。住在1号楼会有点小吵，性价比还是很高的 ，值得。', '短评打分': 5}
{'短评内容': ' 很干净宽场，值得入住', '短评打分': 3}
{'短评内容': '离厦门大学等景点都很近，唯一不足的就是就在大上坡上，退房叫车的时候不方便。拿行李到坡下打车', '短评打分': 5}
{'短评内容': '还不错哦，床够大。也很干净，就是窗户小了一点点，总体感觉不错，两个人住比较合算，地理位置也不错，交通方便', '短评打分': 3}
{'短评内容': '酒店位置不错，路口到总台的那个斜坡稍微长了点，个人认为还在可以接受的范围吧\n，周边环境现在绿化还没有做好，不好评论，内部卫生做的还不错吧，就是走廊和房间的隔音差了点（本人住在1号6楼）， 其它--如果能赠送早餐就更好啦。', '短评打分': 5}
{'短评内容': '我喜欢这家如家，干净，安静。离厦大和南普陀寺非常近，交通去轮渡，火车站都很方便、下次还住这里', '短评打分': 5}
{'短评内容': '酒店离厦大很近，附近还有一个很大的公交车站，交通十分便利。房间也不错，如家就是如家，设施虽然一般，但是很温馨。', '短评打分': 5}
{'短评内容': '地段很好，去中山路或者厦大都很方便，门口就是公交站，出行特别方便，酒店房间也挺好的，舒适，也比较干净，服务也很好，总之是不错的选择', '短评打分': 5}
{'短评内容': '地段很好，去中山路或者厦大都很方便，门口就是公交站，出行特别方便，酒店房间也挺好的，特惠房就是窗户小了点，但还舒适，也比较干净，服务也很好，总之是不错的选择', '短评打分': 5}
{'短评内容': '环境安静，设施齐全，服务良好，有种回家的感觉。', '短评打分': 5}
{'短评内容': '已入住如家厦大店1706房', '短评打分': 3}
{'短评内容': '酒店设施都很新，人员服务态度都很好；房间虽然有点小，但对于此类经济型酒店只要干净整洁就够了。传说中酒店门前的大坡其实也还好，前几天都没啥感觉，最后一天去环岛路骑完自行车回来后有点崩溃，不过骑车也确实给累坏了。附近吃饭交通都很方便，旁边就是厦大，各种小吃店大排档，门口博物馆站和理工学院站到轮渡、集美学村、万石山植物园等各个地方都很方便，只坐一班车不用换乘就可以到。', '短评打分': 5}
{'短评内容': ' 位置比较幽静,不吵.', '短评打分': 3}
{'短评内容': '干净舒适。每天定时打扫房间。很好。大床房的花被子狠可爱。', '短评打分': 5}
{'短评内容': '很舒服，环境也很好。', '短评打分': 3}
{'短评内容': '没什么特别的优点、也没有特别的缺点。\n干净还是值得推荐的。', '短评打分': 5}
{'短评内容': '在厦门住四天，其中有三天就住这里。觉得位置很好，价格合理。去中山路出来就有公车很方便。去厦大走路就能到。且，应该是新装修的，所以房间都很干净。住的6层。还能看到海也！', '短评打分': 5}
{'短评内容': '环境蛮幽静，交通也方便。就是上坡太陡了些', '短评打分': 5}
{'短评内容': ' 环境不错 就是走上走下太麻烦了点 离厦大200左右', '短评打分': 3}
{'短评内容': '位置好，出门去哪里都方便，就是窗户坏了，打不开也关不上，其他很不错', '短评打分': 5}
{'短评内容': '性价比不错，就是靠马路比较吵。别的，还行，有个坡上去，倒有点累。', '短评打分': 5}
{'短评内容': '房间挺干净的，粉红色的床单很有爱。早上八点多就让我们入住了，服务意识不错。', '短评打分': 3}
{'短评内容': '在理工对面，离厦大很近，房间虽然很小，但配置很齐全，推荐', '短评打分': 5}
{'短评内容': '交通方便，环境比较清净，价钱适中，除了那个大斜坡有点大和斜，其他都很好很好！下次去也住那边！', '短评打分': 5}
{'短评内容': '很吵，但离中路蛮近的。', '短评打分': 3}
{'短评内容': '酒店所在的坡太高了，每次进出都要走好远，很费力', '短评打分': 1}
{'短评内容': '环境很不错。下次选还会选这家。', '短评打分': 3}
{'短评内容': '房间很小，我定的房子是商务大床房子208的，但是给我的跟189的放貌似一样，还给我安排顶层。很早就定了，去了给我还是安排的顶层，房子不咋地', '短评打分': 1}
{'短评内容': '还不错，酒店内有宽带，实在太好了，还有专门的挂衣服的地方。', '短评打分': 5}
{'短评内容': '地理位置还不错，出入方便。房间很舒适，空间很大。', '短评打分': 5}
{'短评内容': '这家如家很好！给我们安排的是一间有4个大窗的房间，视野好采光好。离厦大很近，顺便逛胡里山炮台了。', '短评打分': 3}
{'短评内容': '轮渡附近好几个如家，我们挑了这家，离厦大很近，步行一段路就可以到达南普陀，做公交车只要几站到中山路和轮渡非常方便。最重要是这里很安静', '短评打分': 3}
{'短评内容': '离厦大很近，出门就是南普陀和厦大，还有一个很大的公交车站。很好！', '短评打分': 5}
{'短评内容': '入住了1号楼 非常干净 房间也很宽敞 很不错！', '短评打分': 3}
{'短评内容': '前台的服务员态度一般 其他的还不错的 位置也方便 酒店设施很新 卫生间超级干净的 出门就有公交站 下次去厦门的话我应该还会选择入住这里', '短评打分': 5}
{'短评内容': '酒店环境很好,卫生也很干净,服务态度友好,值得推荐!', '短评打分': 5}
{'短评内容': '酒店干净整洁，离南普陀和厦大很近，步行即可。 离中山路/轮渡交通也很方便，门口就是公交线。 服务态度不错，早餐尽管简单，但可口。', '短评打分': 5}
{'短评内容': '位置好，新店。服务好。交通方便、、、、、、、、', '短评打分': 5}
{'短评内容': '地理位置不错 离厦大非常近 附近有好几家如家 一定要跟出租车司机说清楚了 里面干净整洁 挺不错的', '短评打分': 5}
{'短评内容': '酒店非常干净，房间也很温馨，杯子是绿色的很喜欢', '短评打分': 5}
{'短评内容': '离厦大还蛮近的，环境不错，定的是特惠房，比想象中要好', '短评打分': 5}
{'短评内容': '房间相比厦门同价位的酒店大，位置很方便，到南普陀和厦大走路就可以，到中山路、轮渡、白鹭洲、胡里山等地都有公交直达。服务也很好，早餐性价比不错，美中不足的就像大家评价的一样需要上个大坡，还好我们入住的是一号楼', '短评打分': 5}
{'短评内容': '挺好的，干净，房间不是很大，但也够用了，到厦大和南普陀寺很近，外面就有公交车，出行也方便', '短评打分': 5}
{'短评内容': '那个斜坡真得行到我们无言~~环境还不错~附近可逛得地方还蛮多的~房间有点小~不过蛮舒服的~就是郁闷为什么每次网上订的房间都安排在最边的位置！', '短评打分': 5}
{'短评内容': '住的挺好的，房间也很安静交通比较好，周围环境不错，离厦门大学和南普陀寺比较近，周围吃的也很多，离沙茶也很近，距中山路2站，去古浪域很方便。', '短评打分': 5}
{'短评内容': '地理位置非常好，离南普陀和厦大很近，交通也很便利。房间很干净很大，服务也非常贴心，住了2晚，很满意。', '短评打分': 5}
{'短评内容': '交通方便，出门就可乘公交到各景点和火车站，位置好，干净整洁，是我入住过的如家里面较好的，但空调对着床不大好', '短评打分': 5}
{'短评内容': '还是很不错的。房间很干净。交通也方便。', '短评打分': 3}
{'短评内容': '新装修的，离厦门大学和南普陀寺很近，走路大概10分钟，算是性价比很高的九点了~\n服务态度很好，我有两个杯子嫌占地方扔那里了，服务台还打电话问我是不是落下东西了，很暖心~', '短评打分': 5}
{'短评内容': '服务人员态度很和谐，呵呵。交通也可以。推荐入住！！', '短评打分': 3}
{'短评内容': '新造的酒店，酒店早在一个小山坡上，走上去有点小累，酒店环境卫生还是不错的，服务态度也很好，就是洗澡热水不是很稳定，在洗澡高峰期，一般7点至9点半这段好像热水供应不是很及时，水断断续续的出来', '短评打分': 5}
{'短评内容': '所在位置交通很方便，住了3天，回酒店天天要爬个小坡，对于玩了一天的来说真的有点小累啊。房间比较干净，就是最后一晚打扫的没给我们放新的卫生纸，半夜上厕所发现用光了，真是汗啊。', '短评打分': 5}
{'短评内容': '干净，交通方便，服务舒心！', '短评打分': 3}
{'短评内容': '很干净，出行也较方便，离厦大一站路。床头左右各有一盏吊灯颇具特色！总之非常不错！', '短评打分': 3}
{'短评内容': '房间挺宽敞的，很干净，服务很好，地理位置不错，离厦大很近，步行过去即可；离中山路步行街和轮渡也不远，打车起步费即到，酒店性价比很高，下次有机会还会入住。', '短评打分': 5}
{'短评内容': '房间很干净.总体感觉还行.', '短评打分': 3}
