{'短评内容': '很不错的一次购物体验', '短评打分': 5}
{'短评内容': '_已入住，房間不錯', '短评打分': 5}
{'短评内容': '服务不错,设施较新，离小吃街较近，购物非常方便，下次还来这里。', '短评打分': 3}
{'短评内容': '位置不错,交通便利,餐厅的饮食也不错。下次再来重庆还会住这。', '短评打分': 5}
{'短评内容': '房间很不错,宽畅明亮,本想住在热闹的地区,结果这里又太热闹了.有回家的感觉,很喜欢,谢谢!', '短评打分': 5}
{'短评内容': '酒店非常不错，但是入住的时候给我们定错了房，当然也及时的改了，总的来说是个很好的酒店', '短评打分': 5}
{'短评内容': '重庆大世界酒店还不错 服务很好 房间也很舒适 很好', '短评打分': 3}
{'短评内容': '不错的酒店 一直都会来这里住 感觉舒适 也很方便', '短评打分': 5}
{'短评内容': '市中心，步行街口，位置很好。早餐品种略少，但牛肉面很棒。自助午餐68元、晚餐98元，品种多，有三文鱼，很超值。', '短评打分': 3}
{'短评内容': '地理位置优越，性价比高。住两晚及以上有洗衣费赠送。', '短评打分': 5}
{'短评内容': '总体不错，但是给我安排的房间比较偏僻，因为短期出差，懒得换了。服务态度也不错，但是要退房的时候发现枕套上竟有血迹，那个枕头我好像没用过！', '短评打分': 5}
{'短评内容': '性价比不错的酒店，但是早餐不是太好,房内订餐也不好吃，但其他的还不错', '短评打分': 5}
{'短评内容': '四部干净快速的电梯、深色的家具、浅黄色的地毯、一楼浓浓的古龙香水味、极为安静的楼道、宽大的房间。宽敞的楼层休息厅放置着舒适的沙发，随手可取的当日报纸，少了服务员的敲门打扰，或是从门缝下塞报纸餐劵的烦躁。\r\n7楼总台，少了柜台，却摆着豪华办公桌，坐下来却感觉挺像是在办公。前台那几个穿着红色服装的接待，大气而老成，已经不能用“熟练”一词来形容。致欢迎词、办理入住、刷卡、开房卡、介绍早餐地点时间一气呵成', '短评打分': 5}
{'短评内容': '位置很好，离解放碑近，房间很大，我们晚上去的比较晚，值班的服务员不是特别热情。', '短评打分': 5}
{'短评内容': '+房价性价比较高，地点优越，办事观光旅游皆方便。', '短评打分': 5}
{'短评内容': '酒店比较干净，服务人员比较热情，因为工作需要，这个地理位置对于我们来讲，真的很好', '短评打分': 5}
{'短评内容': '第一次住  还不错  位置服务都还可以 还比较推荐', '短评打分': 3}
{'短评内容': '设施不错 位置也好 每次都会来这里 推荐 就是价格微贵', '短评打分': 5}
{'短评内容': '性价比算不错的，房间没有异味，卫生间宽敞，服务也算到位。挺好的。', '短评打分': 5}
{'短评内容': '还不错 床很舒服', '短评打分': 3}
{'短评内容': '不错的酒店 就是有点儿远', '短评打分': 3}
{'短评内容': '出差的话 还不错~', '短评打分': 5}
{'短评内容': '酒店地理位置不错，出行方便，卫生很干净，设施齐全，服务不错，性价比蛮高的。', '短评打分': 5}
{'短评内容': '设施太旧了，只是位置很好', '短评打分': 5}
{'短评内容': '该酒店离解放碑很近，出去就是，性价比高', '短评打分': 5}
{'短评内容': '整体还不错，可惜不送报纸，而且拿了还提醒你放回原位，有点配不上四星级的等级啊', '短评打分': 5}
{'短评内容': '酒店位置尚可，房间太小，没有无烟房，但很快按要求做无烟处理', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '標單很不錯 性價比高 ', '短评打分': 5}
{'短评内容': '位置没的说，离市中心解放碑非常近，环境很好，就是房间有限小了。', '短评打分': 3}
{'短评内容': '是约400元价格性价比最高酒店之一。\r\n早餐较丰富。', '短评打分': 5}
{'短评内容': '酒店位置不错，但现在旁边有一工地开工，早上六点钟不到就吵开了，严重影响休息，还好第二天找前台换了一间安静的房间。前台服务不错。', '短评打分': 5}
{'短评内容': '很好\r\n', '短评打分': 5}
{'短评内容': '非常好的酒店,性价比高.地理位置好.', '短评打分': 3}
{'短评内容': '酒店位置刚好在解放碑附近,位置相当好,酒店大堂设置在7楼,此次入住的房间电视不是液晶的.', '短评打分': 5}
{'短评内容': '重庆大酒店环境优美,交通便捷,配套设施齐全.', '短评打分': 5}
{'短评内容': '位置没的说，就在解放碑旁边，身处繁华之地，服务也不错，安保也不错，总体值得推荐。', '短评打分': 5}
{'短评内容': '酒店的服务和舒适都很不错,下次还会来.', '短评打分': 5}
{'短评内容': '离解放碑非常近，位置超好。就是床有点硬，墙壁隔音一般。\r\n游泳池和桑拿浴都齐全，目前入住还免费，挺值的。', '短评打分': 5}
{'短评内容': '值得去住', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '酒店位置不错，但房间有点味道。', '短评打分': 1}
{'短评内容': '从位置来说，价格还是可以，不过屋子里始终有点味道，总的来说还是很不错。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店可以，为什么我订了六间却返三间的钱呢，是通过同一种方式预订的', '短评打分': 5}
{'短评内容': '位置一流，房间很大，也很干净。房间陈设很不错，但房间里的电视还不是液晶的，我都感觉很奇怪，其他方面绝对一流。，', '短评打分': 5}
{'短评内容': '都不错 就是设施太老了！', '短评打分': 3}
{'短评内容': '房间的灯光太暗，酒店的设施有一点的陈旧', '短评打分': 5}
{'短评内容': '觉得比较难找', '短评打分': 5}
{'短评内容': '环境比较好 位置也好', '短评打分': 3}
{'短评内容': '环境比较好 位置也好', '短评打分': 5}
{'短评内容': '很好的一个酒店，位置好，服务好，早餐很好，但卫生间的卫生要再搞好一点，很值得住的酒店', '短评打分': 5}
{'短评内容': '很方便 ', '短评打分': 5}
{'短评内容': '位置好，处于解放碑中心，去重庆很多地方都比较方便！房间设施太旧了！\r\n这个酒店今年是第10年了，我02年就住过，这次再选回来！\r\nPS，酒店为什么要在我结帐后才送消费券？这样根本就没有使用的机会啊！？', '短评打分': 5}
{'短评内容': 'OOK', '短评打分': 3}
{'短评内容': 'Ok', '短评打分': 3}
{'短评内容': '酒店位置不错，早餐也还可以，房间比较大，服务也好不错！！', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 5}
{'短评内容': '太陈旧的酒店了，酒店喷的古龙香水太难闻了，性价比太差了', '短评打分': 1}
{'短评内容': '很好的位置，不错的设施', '短评打分': 5}
{'短评内容': '第一天住大床房，感觉还可以。第二天住单人房，房间实在太小了', '短评打分': 5}
{'短评内容': '位置不错就在解放碑周围，房间还蛮舒适的，环境也不错。出行方便。', '短评打分': 5}
{'短评内容': '这家酒店除了地理位置好以外，其他能吸引我再去住的地方就没有了，', '短评打分': 5}
{'短评内容': '闹市，房间玻璃不隔音，晚上睡觉很嘈杂。房间很大，性价比不错。前台服务不快', '短评打分': 3}
{'短评内容': '玻璃不隔音，吵! 前台忙碌，入住和退房办理时间拖沓。', '短评打分': 5}
{'短评内容': '位置在重庆解放碑中心区域，就是周边商业比较嘈杂。早餐很不错。', '短评打分': 5}
{'短评内容': '酒店的位置非常好,步行几分钟就到解放碑.酒店设施也不错,特别是免费的桑拿非常棒!总之,在这个地区的四星级酒店之中性价比很高!下次去一定还会住的.', '短评打分': 5}
{'短评内容': '逛街购物非常方便', '短评打分': 3}
{'短评内容': '帮同事预定的，同事反应不错。', '短评打分': 3}
{'短评内容': '交通方便，性价比高', '短评打分': 5}
{'短评内容': '酒店总体感觉不错，会像朋友推荐', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '位置好，性价比优，特别欣赏新楼层的泡茶，不是纸袋装的那个。当然旧楼层的感觉就差很多', '短评打分': 5}
{'短评内容': '单人间进门的地方暗了些，如果把卫生间外的灯移到大门最佳了。其他方面都好。', '短评打分': 5}
{'短评内容': '老酒店了，性价比一般，早餐不错！如果一定要住解放碑，倒是个好地方！', '短评打分': 5}
{'短评内容': '还不错,位置好', '短评打分': 5}
{'短评内容': 'good hotel i will come back', '短评打分': 5}
{'短评内容': '位置在重庆最中心地段，性价比好，就是中央空调不够热。', '短评打分': 5}
{'短评内容': '地理位置不错，服务也还好，但房间太小，走廊声音也大，隔音貌似不好', '短评打分': 3}
{'短评内容': '不错的酒店，大堂在7楼啊', '短评打分': 3}
{'短评内容': '房间很大，很好感觉，购物1方便', '短评打分': 3}
{'短评内容': '酒店房间超大，住过的最大单人间，会客没问题。服务响应慢，前台接待水准和星级不相符', '短评打分': 5}
{'短评内容': '房间太小，其它都还好。离解放碑特别近', '短评打分': 5}
{'短评内容': '位置很好，设施有待提高', '短评打分': 5}
{'短评内容': '地理位置较好，紧邻解放碑，购物休闲方便，服务卫生较好，一室一厅的房间较大，住着很舒适，早餐单调一点', '短评打分': 5}
{'短评内容': '酒店卫生很好，也很安静！', '短评打分': 3}
{'短评内容': '房间的卫生感觉还是可以的里面的设施和舒适度还行,酒店的服务态度还是比较不错的,位置也是比较好找的,性价比还是挺不错的.', '短评打分': 3}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '位置好，服务不错，隔音差，有点旧', '短评打分': 5}
{'短评内容': '相比海逸酒店要好\r\n', '短评打分': 5}
{'短评内容': '这家酒店还是挺不错的我当时订的是一个套房里面的的环境很不错空间也很大也很整洁,服务也可以送的早餐还是挺及时的味道也不错,地理位置也不错,性价比很高的.', '短评打分': 3}
{'短评内容': '很好的酒店。', '短评打分': 5}
{'短评内容': '很好的酒店，打车很方便。', '短评打分': 3}
{'短评内容': '位置好，服务也不错，早餐很丰富。', '短评打分': 3}
{'短评内容': '服务非常好，交通方便，有自助餐，不错。打车方便。', '短评打分': 5}
{'短评内容': '真方便！', '短评打分': 5}
{'短评内容': '地点好,性价比很高; 房间舒适合理。推荐。\r\n\r\n', '短评打分': 5}
{'短评内容': '酒店的位置虽然不错，但是他们的房间太小，规划又不合理，感觉挺不舒服的，价格也有点贵。', '短评打分': 3}
{'短评内容': '一直住这里，感觉挺方便的。不错。', '短评打分': 3}
{'短评内容': '位置很好，门口就有的士站，这在重庆这个难打车的城市很不错了。', '短评打分': 5}
{'短评内容': '位置好,出行很方便,就是房间不隔音.', '短评打分': 3}
{'短评内容': '还好，一直选择这里.\r\n', '短评打分': 3}
{'短评内容': '硬件设施比较一般，不如以前入住时的条件好,可能是房型的问题.价格合理适中.', '短评打分': 5}
{'短评内容': '酒店很干净。', '短评打分': 3}
{'短评内容': '有一点不好，总服务台不在一楼。', '短评打分': 5}
{'短评内容': '除了热闹没有别的。下楼就是步行街，人多。房间还可以，大堂不在一楼，有些不适应。', '短评打分': 5}
{'短评内容': '硬件设施比较一般，不如以前入住时的条件好。可能是房型的问题，卫生服务也比较达标，价格合理适中。出行很方便的，还是可以推荐入住的酒店。', '短评打分': 3}
{'短评内容': '方便舒适', '短评打分': 5}
{'短评内容': '房间够大够舒服， 实在物有所值。\r\n', '短评打分': 5}
{'短评内容': '房间够大、位置够好，早餐品种很多。就是刚入住时，房间内有异味。', '短评打分': 5}
{'短评内容': '不错的酒店，下次还住这里', '短评打分': 5}
{'短评内容': '酒店在解放碑旁边，购物非常方便。出门还有出租车站，交通也便利。房间大，价格也优惠。值得推荐哈！', '短评打分': 5}
{'短评内容': '位置好可以,交通也比较方便,但房间小了点,其它的都一般,下次再来不会选择这家酒店了.', '短评打分': 3}
{'短评内容': '这家酒店很一般了,价格稍微偏高了.', '短评打分': 1}
{'短评内容': '酒店房间的烟味比较大很难闻,设施卫生服务这些都很一般.', '短评打分': 5}
{'短评内容': '这家酒店也是自己经常入住的一家了,也比较了解了,挺不错的,挺干净舒适的,但价格一般.', '短评打分': 5}
{'短评内容': '酒店各方面的条件感觉都挺好的,人员服务态度也很和蔼,住着很舒适', '短评打分': 5}
{'短评内容': '硬件设施不错，服务环境也还可以，地理位置非常不错，交通出行很方便', '短评打分': 5}
{'短评内容': '酒店的服务一般，而且我一进酒店就有一股味道，说不好是什么味道但是感觉浑浊不清醒的感觉，而且房间里的配套设施都挺旧的，这样的酒店400多的价格不合适，他就是位置好，在市中心，我主要想逛商场，所以选这里，但是他晚上很吵的，我们住在17层，晚上都能听见酒店周围表演的声音。', '短评打分': 5}
