{'descr': '还好。', 'star': 3}
{'descr': '地理环境还不错，卫生条件也很好，隔音效果有点差，不过可以谅解，不过服务一般，刚入住时房灯就是坏的，说了第二天修的也没来修，总体来说，性价比是不错的~', 'star': 5}
{'descr': '晚上一点钟被对面吵醒，发现竟然没有电，真是不可思议，因为要去考试，也懒得向酒店投诉了，反正就住这一回。', 'star': 1}
{'descr': '很清爽的酒店,服务也不错,楼下院子里的樱花真是美极了', 'star': 5}
{'descr': '适合到长途汽车东站坐车的旅客住，1、只有5分钟路程，2、在大院里很安静，3、花园路也比较繁华方便', 'star': 5}
{'descr': '很方便的地理位置，环境很不错，背靠紫金山', 'star': 5}
{'descr': '去的时候刚刚好，楼下的樱花都开了。\r\n\r\n因为有院子，会很安静~房间也很干净~\r\n\r\n只不过。。。。。国内连锁经济型都是一个弊病，房间隔音不好~\r\n\r\n也没办法了~总是还是很满意的~', 'star': 5}
{'descr': '性价比还可以', 'star': 5}
{'descr': '挺好！', 'star': 5}
{'descr': '不错，还行的，下次还住', 'star': 3}
{'descr': '我对住宿要求不高，这样的价位的住宿，也算马马虎虎了。可以上网，卫浴也还可以，还可以推荐下。', 'star': 5}
{'descr': '还不错，下次还住', 'star': 3}
{'descr': '不错，可以的', 'star': 3}
{'descr': '蛮好', 'star': 5}
{'descr': '不错，可以的', 'star': 5}
{'descr': '浴室热水量很大，经过一天的旅途劳累，能洗上个舒舒服服的热水浴，很好，我已多次入住了，', 'star': 3}
{'descr': '早餐选择性少，周边很少能吃到清洁卫生的早餐，，服务员也不愿介绍何处有可口的早餐点', 'star': 5}
{'descr': '酒店服务蛮好的....地理位置略差了点....', 'star': 5}
{'descr': '水不是很热，要放很久才有热水，其他都很不错，床也很舒适。下次还会住这里', 'star': 5}
{'descr': '感觉还是不错的。可以考虑入住', 'star': 5}
{'descr': '前不久因公住在这家酒店，感觉价位比较合适，卫生状况也好，安静，安全，交通也好，就是房间卫生间地漏冒出来气味较重，可能是防臭没处理好，害得我一晚都要开着抽风扇睡觉。前台服务员态度不是很热情，有一种爱住不住的脸色，没有把客人当上帝，这点同去的同行都有感觉。总之，还是很不错的，如果去旅游住还是比较合适的。', 'star': 5}
{'descr': '还行', 'star': 5}
{'descr': '窗户关不严，漏风。应修理后再对客人开放。其他方面还好', 'star': 1}
{'descr': '作为一家经济型旅店，从价格、房间设施、卫生各方面均不错。\r\n但是：\r\n1、服务质量有待提高；\r\n2、饮食质量与价格相比确实太差。', 'star': 5}
{'descr': '前台的效率有点低，其他的都还不错', 'star': 5}
{'descr': '里面的设施和卫生都还不错就是房间有点小了,酒店的服务态度还行,位置也挺好找的,性价比还不错.', 'star': 3}
{'descr': '地理位置很好,出行很方便,房间的卫生和设施方面也都不错,住着很舒适,我很满意.', 'star': 3}
{'descr': '很实惠的性价比。', 'star': 5}
{'descr': '隔音不太好，不过性价比还可以', 'star': 5}
{'descr': '性价比不错的 值得推荐哈', 'star': 3}
{'descr': '在苏安住过很多次了 现在苏安电梯口的留言墙上还有我们的留言哈 这一次唯一不顺利的是 晚退房了十分钟扣了半天房费 其实应该怪我们自己没抓紧 还是很喜欢苏安的 性价比不错的哦', 'star': 5}
{'descr': '那边的环境和价格都可以，性价比不错，包括交通挺方便的', 'star': 3}
{'descr': '环境比较安静，也挺舒适，就是离市中心稍微远了点，周围交通和吃饭都很方便，性价比比较高，就是房间不太隔音，走廊里的说话都可以听到', 'star': 5}
{'descr': '在8516住了两晚，空调和排气扇声音非常大，总体来说还可以', 'star': 5}
{'descr': '很方便寻找的酒店，停车也很方便，下次还会来', 'star': 3}
{'descr': '不错，值得推荐', 'star': 5}
{'descr': '到前台办理入住很方便，总体很好，但也有不尽人意的遗憾，卫生间脚垫下有许多毛发，估计有几天没整理了，也许前面一位客人近期严重掉发，', 'star': 5}
{'descr': '酒店的环境硬件设施都还不错，火车站起步价。位置还可以，性价比也很合理。达标的酒店可以推荐入住。', 'star': 3}
{'descr': '除了当天机器好像出问题了，不能用信用卡（让人很郁闷！）之外，都很好。另外电梯有些慢。', 'star': 5}
{'descr': '交通方便。服务态度好。设施齐全。卫生状况较好非常舒适。', 'star': 5}
{'descr': '还不错，方便，价格合适！', 'star': 5}
{'descr': '环境比较好，价格适中。', 'star': 5}
{'descr': '住的大床间，房间和床都有些小，整栋楼就一部电梯，价格应该再优惠一点，总体来说还可以', 'star': 5}
{'descr': '总体很满意。建议浴帘可以改装一个简易淋浴房，用浴帘不是很舒服。', 'star': 5}
{'descr': '位置非常好，位于南京长途汽车站东站南边500米左右，在江苏省安全生产研究所大院里面，晚上休息比较安静，而且院子非常大，可以免费停车。\r\n房间虽然不是很大，但卫生不错，卫生间比较大。\r\n整体而言，性价比相当高，推荐！', 'star': 5}
{'descr': '感觉还不错，服务态度也很好，有问题打个电话给总台很快能解决，宾馆在一个院子里，晚上也很安静', 'star': 5}
{'descr': '酒店的设施稍微差一点，但是条件总体来说还是不错的，服务也挺好的，而且交通很方便的。', 'star': 5}
{'descr': '酒店的设施稍微差一点，但是条件总体来说还是不错的，服务也挺好的，而且交通很方便的。', 'star': 3}
{'descr': '酒店地理位置还不错，周围交通很便利，主要是离办事的学校很近，步行就可以过去。卫生和设施也还行，服务也还算周到热情，是一家性价比较高的酒店，很值得推荐。', 'star': 3}
{'descr': '还算干净  但是隔音效果不好  隔壁有客人喝了酒回来  非常吵  位置倒不算偏  周围的环境也还算安静  可以住住', 'star': 5}
{'descr': '很喜欢住这，去哪都方便，就是好像隔音不太好，总体来说很不错，喜欢这的大床！', 'star': 5}
{'descr': '酒店很好，离公交站很近，对面有苏果超市，服务态度也很好&#183;~~', 'star': 5}
{'descr': '适合商旅住宿', 'star': 5}
{'descr': '服务和卫生还可以,设施一般,就是位置太偏不太好找,找了好长时间,很不喜欢酒店的位置.', 'star': 3}
{'descr': '酒店位置还不错，附近有一个大公交车站，蛮方便，内部招待所，也很安全。', 'star': 5}
{'descr': '还行', 'star': 5}
{'descr': '酒店离长途东站比较近，环境还不错', 'star': 5}
{'descr': '酒店离汽车站比较近，走几步就到 了，很适合转车的客人住，环境比较干净、清净', 'star': 3}
{'descr': '这家酒店之前也有住过,所以各方面条件和服务也都还是比较了解的,整体感觉还不错,可以推荐.', 'star': 5}
{'descr': '房间很整洁，整体都挺好的，附近的交通很便利', 'star': 5}
{'descr': '酒店的卫生还是弄的挺干净的，设施方面一般了点，周边环境还是不错的，交通蛮方便的，整体感觉价格还是蛮合适的，就是隔音效果不太好了。', 'star': 5}
{'descr': '酒店的硬件配套设施比较完善，很不错，环境也挺好的，地理位置，交通便利，价格我也算可以接受的。', 'star': 5}
{'descr': '不错的', 'star': 5}
{'descr': '对这酒店整体感觉不错,卫生很好,住起来也很舒适,服务也不错,就是酒店位置比较偏不太方便.', 'star': 5}
{'descr': '火车站附近的酒店。位置很好出行交通都非常的方便，环境硬件设施也很不错，价格非常的实惠，环境卫生也都非常好，值得推荐入住的酒店。', 'star': 5}
{'descr': '很满意此酒店的服务，经济实惠，环境不错。', 'star': 5}
{'descr': '酒店周边环境比较好,酒店位置不太好找了好长时间才找到,离市中心比较远,要是来旅游还是不推荐这家酒店的', 'star': 1}
{'descr': '长途东站,火车站附近.出行交通都很方便,位置很好,环境硬件设施都很不错.', 'star': 5}
{'descr': '性价比还是挺不错的,就是位置有点偏了,酒店也没有设置个明显的招牌,所以不太好找.', 'star': 5}
{'descr': '酒店的房间设施基本还可以，就是环境有点吵，当时住的房间的隔壁的声音太大，很吵，我第二天早晨就找服务员说了此事，别的都还好', 'star': 5}
{'descr': '第一次入住感觉不错！主要卫生状况很好！', 'star': 5}
{'descr': '酒店的服务卫生以及房间里的设施都很好的,价格也还不错的,酒店值得推荐给朋友入住', 'star': 5}
{'descr': '经常入住感觉还不错,服务卫生方面还是可以的,价格也挺适合的.', 'star': 5}
{'descr': '酒店的交通不是很方便,要坐车还要走一段路,环境设施舒适度都很好.', 'star': 5}
{'descr': '跟同类相比稍微好点！', 'star': 5}
{'descr': '我每次去南京都住这，要是房间里有电脑，就方便多了~~~', 'star': 5}
{'descr': '酒店离火车站比较近，房间干净卫生，设施比较一般，相对于房价来说，这家酒店还可以', 'star': 1}
{'descr': '早餐不太丰富,服务还可以 位置也可以', 'star': 5}
{'descr': '早餐不太丰富,服务还可以 位置也可以', 'star': 5}
{'descr': '符合自己的要求', 'star': 5}
{'descr': '早餐不太丰富,服务还可以 位置也可以', 'star': 5}
{'descr': '大堂很小，而且没有电脑。入住房间之后，还是很欣慰的，房间比一般的经济房大，很干净。洗澡水很大，很舒适。虽然没有免费的早餐，但是总体来说性价比很高。到火车站打车起步价，附近有一个大的公交站。', 'star': 5}
{'descr': '总体感觉还不错，性价比较好，比较安静！但位置不是很显眼，出租车司机是数着门排号才找到的。', 'star': 5}
{'descr': '2月15日住了一晚，总体感觉不错！总台经理服务较好，宽带网速快，卫生也很干净。不足之处是房间相对偏小，但房内设施比较齐全，值得推荐！', 'star': 5}
{'descr': '不错 干净舒适下次还住', 'star': 5}
{'descr': '住了一晚，感觉不错，旅馆设施都很新，而且挺干净的，卫生间环境也 不错，还有早餐吃哦～～推荐推荐', 'star': 3}
