{'短评内容': '好 好好好好', '短评打分': 5}
{'短评内容': '酒店不错，就是房间小了点', '短评打分': 3}
{'短评内容': '房间很整洁，服务很温馨。地段稍偏。', '短评打分': 5}
{'短评内容': '总的来说 酒店是不错的 服务态度不太好 住房设施都不错', '短评打分': 5}
{'短评内容': '酒店设施很好,住了6天,换了一次房,服务差别较大,以后还住这里', '短评打分': 5}
{'短评内容': '环境非常好', '短评打分': 5}
{'短评内容': '信价比很高的酒店.', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 5}
{'短评内容': '位置不错,离2号线鼓楼站很近,服务很好,大家都带笑容,感觉很亲切;前台接待也很热情,我们全家都喜欢这里.', '短评打分': 5}
{'短评内容': '非常好的酒店', '短评打分': 5}
{'短评内容': '酒店大堂挺气派的。但是进到客房就发现和真正五星酒店的差别。淋浴房龙头开关的背板装歪了（不影响用，但我就是觉得不舒服）；浴室的音响开关是个摆设；冰箱柜移动过了，露出的灰尘没打扫过，我住了三天也不见服务员打扫；台灯的灯头固定不稳，稍稍一碰就会掉下来；电脑椅也会掉下去；最讨厌的是网速奇慢，很耽误事！并且酒店的位置并不是很好，只有黄寺大街上可以找到一些商店和吃饭的地方。不过酒店的服务态度还是不错的，这是三', '短评打分': 1}
{'短评内容': '第二次入住了，对房间设施及服务都很满意。只是check in 和check out的速度稍微再快点就更好了。', '短评打分': 5}
{'短评内容': '入住及结帐约等30分,不符合5星级头衔,还要客人站着轮流查房及排对', '短评打分': 1}
{'短评内容': '酒店非常好，毕竟是开元集团的酒店。早餐很好，价格也不是很贵。下次还会住。', '短评打分': 5}
{'短评内容': '位置不错，停车还算方便，服务态度热情，门童可以帮忙叫出租车。订的大床房，房间不大，但功能齐全，卫生间令人满意，总体性价比较高，如有机会还会选择这家酒店。', '短评打分': 5}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '帮别人订的，总体来说还不错', '短评打分': 5}
{'短评内容': '酒店入住和结帐速度比以前快多了', '短评打分': 5}
{'短评内容': '设施，服务都很好。马桶有点返味。楼道内应该通通风，空气不太好。总体不错。', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': 'ok,great hotel.', '短评打分': 5}
{'短评内容': '房间舒适，洗手间超大，是北京性价比很高的酒店之一。要是能含早餐，那就完美了。', '短评打分': 5}
{'短评内容': '住的是套房，感觉房间不大，下次还是换标房好了，更实际些。酒店的整体感觉很不错。', '短评打分': 5}
{'短评内容': '地理位置方便,房间舒适', '短评打分': 5}
{'短评内容': '出入位置很好，整体也不错', '短评打分': 3}
{'短评内容': '新装修后不错', '短评打分': 5}
{'短评内容': '总体来说还可以吧   但是觉得不到5星的级别   房间隔音不好   特别是房门的隔音     还有房间里的音响不知道为什么那么设计   很不舒服   考虑的太偏了吧   大多数人不会选择在厕所里听电视的    房间内很干燥应该配置空气加湿器     一楼的忆江南餐厅不管是服务还是菜品得质量都跟宾馆完全不搭边   价格倒是搭上了      早餐在北京同等价位中算是不错的\r\n还有一个情况就是我在入住期', '短评打分': 5}
{'短评内容': '很干净，很安静', '短评打分': 5}
{'短评内容': '很干净温馨的酒店。卫生间用的洁具很好。很卫生。服务也很好。下次还会入住', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': 'fewfwe332 23哦3 23 2332423423423423', '短评打分': 3}
{'短评内容': '环境非常不错，大堂非常漂亮！前台接待很细心，晚上睡觉没有什么噪音，非常安静，打车也很方便，到机场也很快捷，直接上北三环走京承高速后换机场北线，就可以直接抵达。', '短评打分': 3}
{'短评内容': '酒店设施豪华，非常不错，但是没想到大厅在装修，有气味', '短评打分': 5}
{'短评内容': '酒店附近吃東西不是很方便 往黃寺大街方向走路大約10~15分鐘後\r\n才有吃的 酒店的浴室很大 很舒適\r\n離鳥巢和鼓樓很近 適合旅遊住宿\r\n', '短评打分': 5}
{'短评内容': '开元集团旗下的酒店，很新，早餐特别丰盛。\r\n房间空调效果（热风）不是很好，风大时有噪音。其他都不错！', '短评打分': 5}
{'短评内容': '不错的酒店，性价比较高，下次还会入住。', '短评打分': 3}
{'短评内容': '酒店装修十分舒服,尤其是床品,赞一个,超喜欢这家的床垫和枕头', '短评打分': 3}
{'短评内容': '不错的酒店,去哪儿都挺方便的,去簋街打车16元,去往德胜门也就12元左右,离会场也不远,鸟巢,水立方也差不多这个价,酒店内的日本料理超赞!', '短评打分': 5}
{'短评内容': '不错的酒店，和我想象的一样。去之前就是在ELONG上查的，很满意。以后有机会还会去。', '短评打分': 5}
{'短评内容': '新的酒店，房间装修风格我比较喜欢，特别推荐的是床很好睡。地理位置也还不错。只是我住的952的房间有一种声音，时有时无，特别是晚上十点后靠在床头很明显，不知道是哪个管道的共鸣声，对别人也许不会留意，但本人睡觉很怕吵，所以对异响很敏感。而且酒店当时客满，无法换房间。卫生间因为有窗户，所以同隔壁的隔音就不是很好。但总体上还是很不错的酒店，性价比高，下次去北京还会住那里。', '短评打分': 5}
{'短评内容': '很不错的酒店，第一次入住，服务非常热情，房内设施也很新，尤其是淋浴喷淋头出水非常好，好象是汉斯格雅的。就是离地铁站较远，上午打车很困难，花了将近1个小时，那个时间酒店没有等候的出租。', '短评打分': 5}
{'短评内容': '很不错的酒店，下次还要住', '短评打分': 5}
{'短评内容': '各方面都一流啊。', '短评打分': 5}
{'短评内容': '在北京的四星级酒店里面，这是非常不错的选择。性价比高。但是，前台接待人员要增加，尤其是有团队入住的时候，应该单辟一条散客通道，避免客人等待太久！', '短评打分': 5}
{'短评内容': '优点不多讲，只讲缺点，虽然在中轴线上，但是交通不是很方便，地铁打车都不方便，前台服务态度很一般，效率也很低，建议改进。', '短评打分': 1}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '交通方便', '短评打分': 3}
{'短评内容': '主动免费升级，服务到位。', '短评打分': 5}
{'短评内容': '订了个特惠单人间，房间比较小，压抑，特别是洗手间。装潢还是比较新潮舒适的，那个大液晶电视我喜欢。酒店的服务一般，特别是餐厅，人手不足，服务员训练也不是很有素。酒店的位置离地铁较远，周边也不是繁华的地段。设施维护的有问题，居然有支床头的阅读灯不能关，辛好本人的睡眠较好。', '短评打分': 1}
{'短评内容': '地點不錯，適合在北京做文化之旅', '短评打分': 3}
{'短评内容': '飯店外觀有設計感，相當特殊。', '短评打分': 3}
{'短评内容': '飯店外觀相當特殊，有設計感。', '短评打分': 5}
{'短评内容': '很不错的酒店', '短评打分': 5}
{'短评内容': '各方面条件都还不错，推荐！', '短评打分': 5}
{'短评内容': '重装后好了很多', '短评打分': 3}
{'短评内容': '服务相当好，设施有好有坏，性价比高，强烈推荐', '短评打分': 3}
{'短评内容': '不错的酒店，很新，设施不错，性价比很高，推荐', '短评打分': 3}
{'短评内容': '环境不错，服务还好，就是有点贵', '短评打分': 3}
{'短评内容': '酒店不错，服务挺好，房间也还好。', '短评打分': 5}
{'短评内容': '设施很新，服务业不错，豪华间房间很大，厕所也挺大的，但网上的经济间，厕所很小。但房间还是很舒适的。', '短评打分': 3}
{'短评内容': '设施很新，出差时是个很好的选择', '短评打分': 5}
{'短评内容': '因北京近期开2会，酒店不对外，不得已换到皇冠假日，住了几天后，发现开元在服务方面不亚于国际大牌酒店，在某些方面做的还更好一些。', '短评打分': 3}
{'短评内容': 'j酒店很新，硬件舒适，但是房间清理不及时，不彻底。住了4晚，有2天发现房间清理了，但是桌子没抹，茶渍都在。', '短评打分': 5}
{'短评内容': '不错，喜欢', '短评打分': 5}
{'短评内容': '服务不错，酒点外包的会所已经试营业，但不知酒店客人是否有优惠', '短评打分': 3}
{'短评内容': '不小心把东西掉落在地下，捡东西时发现床下，吧台桌子下，有很多卫生死角，各种垃圾都有，包装纸，用过的卫生纸等等，实在有损心情。看来酒店还需要狠抓细节', '短评打分': 5}
{'短评内容': '连续入住~感觉不错~就是能够多准备些视频线就更完美了！', '短评打分': 3}
{'短评内容': '有点小贵~但整体设施服务一流~就是比较难找~离后海超近！', '短评打分': 5}
{'短评内容': '各方面都不错，推荐', '短评打分': 5}
{'短评内容': '酒店网络到夜间高峰时不稳定，其它皆好。最近发现酒店外包的会所快装修完了，配有泳池。', '短评打分': 5}
{'短评内容': '有点贵', '短评打分': 5}
{'短评内容': '每周必住3天到4天，感觉象回家一样方便', '短评打分': 3}
{'短评内容': '入住感觉很好。', '短评打分': 5}
{'短评内容': '服务到位，性价比不错', '短评打分': 5}
{'短评内容': '这回入住的时间有点早，标间还没腾出来，前台给升级到商务房，第一次住，至少卫生间的用品都高一个档次。不错', '短评打分': 5}
{'短评内容': '一切皆好，但不知为何最近几次入住，晚上用网高峰时都会出现网络速度慢掉线情况，有些遗憾。', '短评打分': 3}
{'短评内容': '距离鸟巢很近，去新开的巧克力主体公园也很方便。', '短评打分': 5}
{'短评内容': '房间格局我很喜欢～ 很遗憾的是时间紧   没来得及尝试这里的餐饮', '短评打分': 3}
{'短评内容': '交通方便，位置还好。我给我的客户订的房间，客户反映非常好，在短短的俩周内入住了两次。', '短评打分': 5}
{'短评内容': '性价比超好', '短评打分': 5}
{'短评内容': '价格一直在上涨，但硬件设施，健身，泳池等一直没有到位，于5星豪华酒店身份不附', '短评打分': 5}
{'短评内容': '对老住客给点便利就好了', '短评打分': 3}
{'短评内容': '房价在提高。', '短评打分': 5}
{'短评内容': '办理入住和结帐速度较慢.', '短评打分': 5}
{'短评内容': '价格性质有点差，个人不是很推荐，设备比较新，交通一般，周围环境也一般，价格有点贵了吧^^', '短评打分': 1}
{'短评内容': '多次入住，一切皆好，希望酒店能够有一些对老客户客房升级类的活动就完美了', '短评打分': 3}
{'短评内容': '酒店很舒适，交通比较方便，客服也很到位，如果配套设施再齐全一些的话就更好了。', '短评打分': 5}
{'短评内容': '餐饮价格太高.房间比较干净但老酒店改造的,结构不是太好.', '短评打分': 5}
{'短评内容': '酒店环境很好，交通方便，服务也很好。', '短评打分': 3}
{'短评内容': '服务态度还是挺好的,房间的卫生和设施还是挺不错的,酒店的位置还是挺好找的,性价比还不错.', '短评打分': 3}
{'短评内容': '客人早上五点半到的宾馆，入住时间提前了30分钟，房间还没有打扫出来，从酒店的管理上能否进一步改进。', '短评打分': 5}
{'短评内容': '酒店的服务和设施条件都很不错，地理位置也不错，挺方便。', '短评打分': 3}
{'短评内容': '新装修完真的比原来好多了', '短评打分': 5}
{'短评内容': '老的华北酒店，去年装修的，蛮新的，大厅还放了两个奥运缶。', '短评打分': 5}
{'短评内容': '交通方便，物超所值\r\n', '短评打分': 5}
{'短评内容': '性价比不错，但无泳池健身房，与5星豪华酒店身份不附。', '短评打分': 3}
{'短评内容': '重新装修得还不错,房间设计也比较合理.\r\n服务速度快捷', '短评打分': 3}
{'短评内容': '价格较高，上四环高架比较近，性价比一般。', '短评打分': 3}
{'短评内容': '从去年5月到现在大约住了快30次了，每周入住都有回家的感觉，服务很不错，常住无烟层服务员对我的习惯很了解，每次都会提供菊花枕和冰块，非常感谢。有一点小暇疵提一下，1619房间的电视有几个台很不清楚，而且在大约一个月左右时就出现这个问题，当时已经请工程人员来看过，这次入住发现电视还是老样子，不得不更换了房间。现在酒店客流量比我半年前第一次来时多了很多，相应在管理上也应当有所加强，因为我最近几次入住，', '短评打分': 5}
{'短评内容': '酒店性价比较高，服务到位。', '短评打分': 3}
{'短评内容': '酒店硬件还不错,服务还有提升空间.最主要的是没有素食可选择,国际人士入住不方便.而且做为五星级酒店,连国际转换插头也没有,实在是不像五星级酒店.', '短评打分': 5}
{'短评内容': '第一次入住这家酒店,各方面还都不错卫生间很好，很大很干净，出门打车赶上高峰期不是很方便。', '短评打分': 3}
{'短评内容': '还算不错！', '短评打分': 3}
{'短评内容': '服务很好，也舒服，双床房特别好。。浴缸也很好。', '短评打分': 3}
{'短评内容': '发现个小问题，房间内的触摸开关，因为冬季北京干燥起静电经常失灵，其他皆好，服务很到位。', '短评打分': 3}
{'短评内容': '一切不错，但房间出现按摩小广告需加强管理', '短评打分': 5}
{'短评内容': '国庆去住了3晚，很超值。很喜欢。\r\n温馨，舒适。\r\n唯一不好就是，加份早餐，没有只收58，而是收了118.', '短评打分': 5}
{'短评内容': '位置稍微偏点,但硬件没得说', '短评打分': 5}
{'短评内容': '酒店知名度一般，出租司机都不太知道那个位置。去市中心还算方便，去鸟巢很近。\r\n\r\n酒店房间的分割比较有意思，空间利用得不错，客房服务很及时，也感觉也比较好。\r\n\r\n早餐也不错。', '短评打分': 5}
{'短评内容': '前台人员便少,等待时间太长.另外我住的房间浴缸上的电视角度不太对,站着看可以但躺浴缸里看电视,由于是液晶面板的缘故有点花,看不清.怕弄坏电视不敢用力扳,房间的电视由于连着电脑,应该准备一本操作指南.', '短评打分': 5}
{'短评内容': '很好，很方便', '短评打分': 5}
{'短评内容': '很干净，很舒适，价格适中，总台人员较少，客人等待时间较长', '短评打分': 5}
{'短评内容': '一切还算不错，但酒店推广赠送的酒卷是在工体的酒吧使用，不是很方便', '短评打分': 3}
{'短评内容': '房间舒适干净，服务员热情主动，卫生间的音乐功能很方便，服务周到，清理房间的时候会把第二天的天气和对酒店的评价送上十分值得表扬，下次来还住在这儿！', '短评打分': 5}
{'短评内容': '住了好几次了,感觉不错,就是送餐的品种太少了,需要提高\n\n设施很不错\n', '短评打分': 5}
{'短评内容': '性价比不错，但没有泳池和健身房是个硬伤', '短评打分': 5}
{'短评内容': '不错，性价比很好', '短评打分': 5}
{'短评内容': '性价比非常不错，非常干净。服务态度很不错', '短评打分': 5}
{'短评内容': '很好的酒店，设施新', '短评打分': 5}
{'短评内容': '真的不错', '短评打分': 5}
{'短评内容': '酒店设施挺好的,性价比也很高,不错的酒店', '短评打分': 5}
{'短评内容': '性价比很高。', '短评打分': 5}
{'短评内容': '非常干净舒适的酒店 每次来北京我都要住这 北京酒店里歌华开元是我的首选 要是价格还能象原来一样再低一点 就更好了 希望!!! ', '短评打分': 5}
{'短评内容': '非常不错的酒店。', '短评打分': 5}
{'短评内容': '到酒店以后酒店说没有房间，房间还没有打扫出来，要是入住的话需要等三个小时，后来更换了更高档次的房间，对酒店很不满意！', '短评打分': 3}
{'短评内容': '一如既往的好，向大家推荐。', '短评打分': 5}
{'短评内容': '在北京算是性价比比较好的酒店，设施比较新，但是周围没有什么大的购物、活动场所', '短评打分': 5}
{'短评内容': 'Good service hotel with high hygiene standard. Recommend to choose this hotel', '短评打分': 3}
{'短评内容': 'Good Value for money. Good location and will choose this hotel for next trip to Beijing', '短评打分': 5}
{'短评内容': '双床房比大床房布局好很多，就算是一个人我也推荐住双床。 ', '短评打分': 3}
{'短评内容': '前台应该有客户入住的所有记录，可以根据客人的习惯安排房间', '短评打分': 5}
{'短评内容': '非常好的酒店', '短评打分': 5}
{'短评内容': '还不错！', '短评打分': 5}
{'短评内容': '性价比不错.', '短评打分': 5}
{'短评内容': '这家酒店从各方面来看都是很满意的,确实不错,位置好交通便利,性价比很高.值得推荐的酒店', '短评打分': 3}
{'短评内容': '不错吧  只不过交通不太方便', '短评打分': 5}
{'短评内容': '就是好啊，就是好啊，就是好！性价比非常高，喜欢它的洗手间。', '短评打分': 5}
{'短评内容': '交通方便，服务贴心', '短评打分': 5}
{'短评内容': '服务挺不错，房间有点小，卫生不错，适合商务旅行入住', '短评打分': 5}
{'短评内容': '去机场方便，服务好', '短评打分': 3}
{'短评内容': '各方面还不错.,不过周边饭店比较少想出去用餐挺不方便的.酒店内部设施是比较新的,所以住起来比较舒适.', '短评打分': 3}
{'短评内容': '商务出行不错的选择.', '短评打分': 3}
{'短评内容': '房间稍小,但是比较干净.', '短评打分': 5}
{'短评内容': '房间稍小,但是比较干净,服务态度很不错,但是美中不足的是没有我比较喜欢的国家地理和探索频道.', '短评打分': 5}
{'短评内容': '值得推荐。\r\n不过退房时候一大瓶果汁落在房间，还没开封，服务员居然不通知，不太理解，因为如果你消费了迷你吧，东西少了肯定会报前台，东西多了就不吱声了，这是不对滴', '短评打分': 5}
{'短评内容': '地点很好，性能比不错', '短评打分': 3}
{'短评内容': '是一这很时尚的新酒店，卫生间很大，但房间较小，服务不错。紧挨北三环，入住后如是晚上可去“水立方”拍夜景。', '短评打分': 5}
{'短评内容': '到北京一直住她。', '短评打分': 3}
{'短评内容': '去机场方便，服务好，是商务出行不错的选择。', '短评打分': 5}
{'短评内容': '入住当天正好遇到有公司在酒店举办会议，房间可能比较紧张，前台给安排了个离机房很近的房间，轰轰的机器声，吵的不行', '短评打分': 5}
{'短评内容': '下次还会入住', '短评打分': 5}
{'短评内容': '除了泳池和健身房还没投入使用外其他一切都不错', '短评打分': 5}
{'短评内容': '性价比和位置都比较好!服务也不错.大堂的布置可以再讲究些!', '短评打分': 5}
{'短评内容': '我预定的房间过了保留时间到前台告诉我房间已经给我取消了,之前也没有通知我,后来又加钱住了其它房间,前台人员很少每次办理手续很慢,位置很好,房间里面的浴室很大很好设施很齐全.性价比还不错.', '短评打分': 3}
{'短评内容': '算是个性价比比较好的酒店吧', '短评打分': 5}
{'短评内容': '卫生一般化、服务还可以、设施还有些欠缺没有游泳池、位置较佳、舒适度性价比很好。', '短评打分': 5}
{'短评内容': '位置很不错,出门都很方便,酒店的服务态度也挺好的,性价格还行.', '短评打分': 5}
{'短评内容': '位置还是不错的,离地铁站很近,出行都很方便,主要是离我办事很近,卫生服务上也都不错,就是酒店没有娱乐设施感觉不太方便.', '短评打分': 3}
{'短评内容': '不错的酒店。', '短评打分': 5}
{'短评内容': '还不错,房间的卫生和设施还比较好的,价格也比较适中,地理位置还是挺方便的,很满意', '短评打分': 3}
{'短评内容': '挺不错的酒店,地理位置也挺不错的,价格也比较优惠.挺满意的.', '短评打分': 3}
{'短评内容': '好好好,位置好,服务员态度好,下次还会住.', '短评打分': 5}
{'短评内容': '位置很好，就在老科技馆旁边，开车一下就可以上三环，往哪里去都很方便。最好的是早餐，很丰盛，而且服务员非常热情，不会象某些酒店一样反复核对早餐人数，让人感觉很舒服。唯一不足是房间稍有点小。', '短评打分': 5}
{'短评内容': '已是第三次入住该酒店了，应该说感觉还是不错。\r\n提两点意见吧：\r\n1、改进酒店管理系统，对多次入住酒店的客人是否应该有个标记？\r\n2、酒店生意太好，客人换房等要求很难得到满足。\r\n', '短评打分': 5}
{'短评内容': '性价比不错,走廊不宽\r\n下次还要入住\r\n', '短评打分': 5}
{'短评内容': '如果在价格上更有竞争力，将会带来更好的客源。下次还会选择入住。', '短评打分': 5}
{'短评内容': '各方面都可以，下次去还会住，不过登记房间时，听前台的女孩打过一个电话，要求给我的房间送一份水果，不过没有送过来，好像衔接方面还是有点问题，水果吃不吃到也无所谓，但是说了不做又是另外一码事。', '短评打分': 5}
{'短评内容': '酒店很新, 卫生服務很好.', '短评打分': 3}
{'短评内容': '物有所值', '短评打分': 5}
{'短评内容': '非常喜欢这家酒店，服务，卫生，环境，好爽的！！！', '短评打分': 3}
{'短评内容': '房间舒迵服,早歺很棒!', '短评打分': 5}
{'短评内容': '很棒的酒店，是我度过了美妙的两天。', '短评打分': 3}
{'短评内容': '条件一般，性价比还算不错，服务很好！', '短评打分': 5}
{'短评内容': '酒店门口的出租车，迎宾会主动抄车牌号给您，每天会在床边放一张卡片，提示明天的天气状况，很贴心，6步高速电梯，很方便。周边的景点很多的，鸟巢，水立方，基本都是起步价就到，鼓楼啊，前海啊，恭王府啊，景点都不远。周边的餐饮业不少，酒店出来，右拐，大约走50米，然后过马路直接进一个小街道，里面有大概7.8家餐馆，味道还可以了。', '短评打分': 3}
{'短评内容': '通过ELONG预定的，480大床房，含两份早餐，第一天送水果，环境非常之好，秉承了开元一贯的豪华，舒适之传统，房间好安静的，服务没的说。礼宾接待非常细致！！一位姓朱的大堂经理，四川人，笑容满面，结账的时候一直送到大门，很感动。', '短评打分': 5}
{'短评内容': '这已是第二次入住了，不知是否前台有留记录，这次给我留的是无烟房。有改进！\r\n但是这地方打车还是成问题。', '短评打分': 5}
{'短评内容': '距离鼓楼大街地铁站， 步行22分钟， 打车10元， 6分钟。\r\n\r\n距离便宜坊烤鸭店 步行14分钟。\r\n\r\n距离鸟巢 打车13元 12分钟。\r\n\r\n距离机场 打车81元，35-40分钟， 交通顺畅。\r\n\r\n豪华大床房不错，卫生间大，设施好。\r\n\r\n就是不知道星级。\r\n\r\n', '短评打分': 5}
{'短评内容': '卫生间之大是很少见的在同级酒店中，可以和汉华比较，床也很舒服', '短评打分': 5}
{'短评内容': '出行首选，已经有了感情。', '短评打分': 5}
{'短评内容': '已经是第二次如住了,感觉真的不错!虽然入住时间比预期的晚了,但房间依然保留,前台服务很不错!', '短评打分': 3}
{'短评内容': '首次入住，总体感觉还是很不错的！北京来过多次，都是出差，一般都住建设部附近。这次是全家出游，通过网络反复比较后选择的，结果夫人小孩都很认可。如果主要是去城北或城西（景点较集中），酒店位置还是可以的，当然也不是特别方便。位置是改不了的，但酒店的设施、服务的确不错。一些细节也做的不错，例如抄的士号给客人，提示天气等。退房不查房也体现了对客人的尊重和信任。服务人员的态度也很好，价格（包括吃饭）客观的说不', '短评打分': 5}
{'短评内容': '整体感觉还是不错，算是有点设计的酒店。但是服务还需要改进：本来要求换一间无烟大床房的，从上午预约到下午都无法如愿，只能再将就一晚。', '短评打分': 5}
{'短评内容': '位置很不错,很好找!停车也方便,环境,卫生,服务都很不错!', '短评打分': 5}
{'短评内容': '酒店的价格有下调的空间，性价比可以更高', '短评打分': 5}
{'短评内容': '房间住起来的比较舒服，服务卫生以及设施都很好的，酒店的位置不错的，出行很方便的，性价比不错的酒店。', '短评打分': 3}
{'短评内容': '酒店的房间面积有点小，内部的条件和服务还不错，位置还可以，还算便利', '短评打分': 3}
{'短评内容': ' 位置很方便,酒店各方面还是达标的,而且性价比高', '短评打分': 3}
{'短评内容': '这个酒店可以说是很不错，首先他这个位置交通就挺方便的，而且他们的服务很不错，房间整理的干净舒适，设施相对也是比较完善的，所以整体来说很满意。', '短评打分': 5}
{'短评内容': '性价比高，位置好，值得入住', '短评打分': 5}
{'短评内容': '整体的服务很热情，环境很好，性价比高', '短评打分': 5}
{'短评内容': '酒店是新装修了，干净、舒适，服务还可以，酒店位置也不错。只是价格高了些，性价比差点儿。', '短评打分': 5}
{'短评内容': '交通方便,而且酒店比较新,环境也很好,就是感觉布局不太好,显得房间有些小.不过总体来说挺好的,性价比也很高.', '短评打分': 5}
{'短评内容': '酒店的房间空间大设施很好， 床比较舒适，位置很便利，出行打车很方便', '短评打分': 5}
{'短评内容': '服务非常好,硬件都很好,可惜房间小了点.位置很好,进出很方便.', '短评打分': 5}
{'短评内容': '一个字:好;两个字:很好;三个字:非常好', '短评打分': 5}
{'短评内容': '下次还住这里。', '短评打分': 5}
{'短评内容': '性价比相当不错的酒店,舒适.', '短评打分': 5}
{'短评内容': '设施后，服务好，位置不错！', '短评打分': 5}
{'短评内容': '酒店环境好,设施先进,居住舒适,服务周到.餐饮也算可口.', '短评打分': 5}
{'短评内容': '这个酒店非常好，性价比极高，强烈推荐．早餐也很不错哦，我喜欢的～～\r\n我住的是普通大床房，房间也很大，很舒适．如果价格不涨的话，下次出差来北京，还订这家．', '短评打分': 5}
{'短评内容': '我感觉入住条件还是不错的，就是餐厅的饭菜不是很好吃，整体感觉还可以了，价格也比较合适。', '短评打分': 5}
{'短评内容': '酒店不在繁华的地方，相对比较适合喜欢安静的客户，周围商家也比较少。酒店硬件很好，卫生间很大，床品舒适，服务也很好，门口的小伙子总是跟你打招呼：）缺点是早餐种类太少，因为说是按照5星级建造，所以就要挑这个毛病了。', '短评打分': 5}
{'短评内容': '酒店的整体都还可以的,服务卫生以及设施都可以的,酒店的位置不错的,出行很方便的,价格可以接受的', '短评打分': 5}
{'短评内容': '酒店雖不在商业中心，但近三环，位置较方便（例如去机场）。酒店卫生和服务都很好。酒店健身房没有开放，可能是临时维修。\r\n酒店早餐比其它4-5星级酒店略差。酒店价格含早餐 （～500 元）， 所以合算。', '短评打分': 5}
{'短评内容': '很不错', '短评打分': 5}
{'短评内容': '酒店位置交通比较方便,尤其是去鸟巢和水立方一带.去后海一带及胡同游览也比较方便.酒店给人的感觉很清爽舒适,服务也不错.哈哈,只是我入住的房间比看到的宣传图片稍微小一点,但还是很舒适.卫生间很大,洗漱区与洗浴区相对分开,很人性化.床很大很舒适.自助早餐中西食饮选择也比较多.没有经过朋友介绍,我是自己从网上选择的,感觉还是挺满意的.', '短评打分': 5}
{'短评内容': '我住的是高级双人床房间。美中不足的是卫生间设计，有些地方不太人性化。座便器是否可以用布帘等隔开。', '短评打分': 5}
{'短评内容': '车站比较近的酒店,位置出行交通也是非常方便的,环境硬件设施都很好,价格稍微有些偏高.', '短评打分': 5}
{'短评内容': '酒店服务环境都很好，很舒服，酒店设施和装修风格非常喜欢，性价比很好！酒店的位置也是很不错的，交通很方便', '短评打分': 5}
{'短评内容': '当时住的房间有点小，不过还是比较舒适，的，价格也挺优惠的', '短评打分': 5}
{'短评内容': '酒店除了位置不太好，不在市中心，其他都挺好的，如果在那边附近办事的话可以推荐一下', '短评打分': 5}
{'短评内容': '我们每次过去都入住这家酒店,环境硬件设施都很不错,位置交通也很好,很干净很舒适的酒店.', '短评打分': 5}
{'短评内容': '非常舒服，很现代，酒店设施和装修风格非常喜欢，一点都没有那种豪华酒店的沉闷，给人一种好心情，性价比很好！', '短评打分': 5}
{'短评内容': '床舒适得不得了,特别喜欢宽敞的卫生间,还有衣帽间,可以放行李和衣物,不用堆在房间里面了.\r\n离机场半小时.下次去北京还想住.', '短评打分': 1}
{'短评内容': '一家不错的酒店，经人介绍入住，感觉特别好。由于是我们浙江的开元旅业公司经营的酒店，更增添了一份亲切感。值得一提的是酒店的服务让人难忘。', '短评打分': 5}
