{'descr': '不错哦', 'star': 5}
{'descr': '价格很实惠，住住满舒服的。。。就是大堂电话坏了。。。没法打电话。。。还有，酒店以后注意一下，不要泄露住户的房间信息。你们没有和我确认过，不能因为别人说认识我，就告诉别人我的房间号。这点让我很不满。', 'star': 5}
{'descr': '  整体感觉还是不错的，算是性价比比较高的酒店了，我住的的单人房，虽然地方不太大，但是相对于其他的同类型酒店来说，总体设施算是不错的了。你可以选择电视房或者电脑房，电脑房不额外收费！比较适合年轻人！', 'star': 5}
{'descr': '房间小，设施一般。房间小，设施一般。房间小，设施一般', 'star': 1}
{'descr': '房间小，电视没什么台，而且房间在副楼，服务员也不讲清楚，上上下下跑了两三次。周边商业区，比较繁华', 'star': 1}
{'descr': '房间很是Q，酒店位置也很好，就是感觉稍微小了点', 'star': 3}
{'descr': '  酒店风格很不错，就是很迷你啊', 'star': 5}
{'descr': '只能说性价比很高。房间真是小的可怜。。。。', 'star': 5}
{'descr': '不错。', 'star': 3}
{'descr': '位置非常好，交通很方便，到景点的公交车特多，到观前街只有200米，很方便，服务也不错，卫生还可以，就是第二天没人打扫室内卫生，也没有人问。住的新楼，没有宽带接口，上不成网，与网上的描述不一样，价格比附近的旅店贵一些，不过可以理解，认为还不错。', 'star': 5}
{'descr': '房间有些潮，比较好的是有电脑，不过网速比较慢，很适合年轻人', 'star': 5}
{'descr': '还不错，位置很方便，装修风格很年轻，很喜欢', 'star': 5}
{'descr': '房间比想像中的小额…不过，服务态度很好！还有超喜欢那儿的淋浴头～～嘻嘻…', 'star': 5}
{'descr': '去外面玩，每次只要有布丁酒店就会义不容辞的选择它,舒适，温馨，便捷.这次我订的标准间也没有让我失望', 'star': 5}
{'descr': '位置很好，靠近观前街，房间装潢很漂亮，就是房间太小，洗具没有要花钱买。不过服务很好，房间很温馨', 'star': 3}
{'descr': '位置很好，房间卫生服务也挺周到的，就是房间太笑了，被子，洗漱用品要自己买，郁闷，希望能改进', 'star': 5}
{'descr': '其他都没的说 一看就是现代化管理 只是房间真的很小很小……', 'star': 5}
{'descr': '很适合节省派却又对住宿条件有点小要求的人 我订的是单间 脏器很齐全 环境还算不错 只不过稍稍有些厕所的味道会传出来 开了空调就会好很多', 'star': 3}
{'descr': '酒店位置非常好，离观前街很近，前台可以打免费国内长途电话，就是房间面积太小，两人在里面转不开身！', 'star': 5}
{'descr': '连锁的 大气哈 还是值得一住的 我住的是单人间 不知道其他的房型 适合稍低消费人群', 'star': 5}
{'descr': '其他都差不多，位置特好，就在观前街西对面，只是房间面积是在不敢恭维！', 'star': 5}
{'descr': '淋浴热水供应很足很满意，卫生间最好有个屏蔽，这个不省略的好，上网速度稍慢。', 'star': 5}
{'descr': '淋浴热水供应很足很满意，卫生间最好有个屏蔽，这个不省略的好，上网速度稍慢。', 'star': 3}
{'descr': '还可以吧 性价比挺高的', 'star': 3}
{'descr': '开始入住的时候 前台说没有这个订单 又满房了 交涉下给了间内部保留房&#183;&#183;&#183;还不错吧 空间小了点 但位置是很不错的', 'star': 5}
{'descr': '热水不稳定', 'star': 3}
{'descr': '厕所竟然没有门，就用几条细绳子挂着挡一下，进出还容易被绕住，房间小的可怕！！！', 'star': 5}
{'descr': '房间布置挺可爱温馨的，也挺干净。可是隔音效果很差，房间也太迷你了~~不过苏州住房比较贵，也差不多了。', 'star': 3}
{'descr': '可以上网，虽然网速很慢。不过附近景点多，比较方便。', 'star': 3}
{'descr': '房间大小比我想象中还要迷你，隔音效果很差。布置挺可爱的，服务态度还不错~~~价格相对便宜，还好吧', 'star': 5}
{'descr': '刚入住的时候床单上面有味道，而且不干净，不过服务员来换过之后好多了，价钱适中，位置不错，不过给我的第一印象就不太好了~~', 'star': 1}
{'descr': '位置很好，房间很袖珍，性价比不错了，就是有蚊子让我不爽了……不过有提供电蚊香的', 'star': 5}
{'descr': '室内没有电视，不过有电脑可以上网。网速很慢，很难打开网页。离火车站大概3个公交车站。', 'star': 5}
{'descr': '各项服务都不错，就是有的服务员态度不耐烦，应需加强．', 'star': 5}
{'descr': '房间布置很温馨，性价比很高，位置较好   推荐 而且下次还会入住', 'star': 5}
{'descr': '前台有免费电话可以随便打，这点很好，不过不提供一次性洗漱用品需要另买说是环保，可是犯不着连杯子也不给啊，还要跟前台索取一次性杯，难道杯子不能是普通塑料杯吗？我记得其他点就是很可爱的橙色杯子，挺好啊。出门坐车挺方便的，环境不错，电脑一般，没上海的好使', 'star': 5}
{'descr': '风格蛮布丁的感觉\r\n就是太小了\r\n一张床\r\n就占满了房间', 'star': 3}
{'descr': '感觉不错，位置挺好，网络太差，有些服务员很好，有的挺差\r\n订的时候没能用到消费券，没找到在哪儿用！', 'star': 5}
{'descr': '位置不错 交通方便 服务态度良好 就是房间小', 'star': 5}
{'descr': '完全被网站上的照片所蒙蔽了。整个房间是长方形的。床占据了整个宽。基本上没什么活动的区间。整个房间显得很拥挤。没有电视。', 'star': 1}
{'descr': '位置不错，去各景点方便，我住的单人电脑房，很小，其他都还满意。', 'star': 5}
{'descr': ' 地段不错，房间太小了，进去有种局促的感觉，而且浴室居然和卧室还是一体的，感觉很不自在，没电视机，一台电脑还慢的要命，除了看看网页啥都不能做，隔音还不好，隔壁的房间说话声音响一点都听得到，希望有所改进吧', 'star': 1}
{'descr': '苏州地方相对来说不大，是个二线城市，节奏比较缓，这边酒店来说位置不错，房间小是小，但一分钱一分货，性价比还是不错的。', 'star': 5}
{'descr': '一个人住 合适， 两人太窄了， 苏州的服务没有杭州的好  差很多！', 'star': 1}
{'descr': '房间挺小 卫生间不方便 环境挺不错 离观前挺近', 'star': 5}
{'descr': '空间太小 洗漱用品也不提供 还要花钱购买', 'star': 1}
{'descr': '房间很小.就一张床的位置.房间配有电脑,但是没有牙刷牙膏肥皂之类的.不是特别满意.但是带着对象住,还是有情调的', 'star': 5}
{'descr': '房间每天都会打扫,服务也很热情,但是房间真的很小,就连面积最大的家庭房住一个人都感觉小,有电视就更好了', 'star': 5}
{'descr': '总体不错 ', 'star': 5}
{'descr': '位置极佳，只是最近管理得太夸张，反复问你是哪个房间的', 'star': 3}
{'descr': '房间太小了吧', 'star': 1}
{'descr': '就是店里安全管理有点夸张，不管出入多少次，每次只要进门前台都要问你是哪个房间的，崩溃...', 'star': 5}
{'descr': '..很不错，很满意。', 'star': 5}
{'descr': '就是房子比较小\r\n其他的还不错！', 'star': 5}
{'descr': '的确很小，但是位置很方便，离观前街很近。我住的是单人间，没有电视，不知道其他房有没，建议老板以后房间配电视，没有电视可是不行的哦', 'star': 5}
{'descr': '酒店的橙色色调很有特色，房间很小，宽度刚好能放一张1.8米的双人床，提供电脑和免费上网这一点很好，地理位置极佳，出门步行5分钟至观前街，附近餐饮也很方便。', 'star': 5}
{'descr': '这酒店就是位子好了点 其他么也没什么好了 价格比较实惠 真的只适合一个人住 还有就是里面除了一条毛巾一条浴巾 什么都没了哦 建议以后想入住者带好', 'star': 3}
{'descr': '这酒店就是位子好了点 其他么也没什么好了 价格比较实惠 真的只适合一个人住 还有就是里面除了一条毛巾一条浴巾 什么都没了哦 建议以后想入住者带好', 'star': 5}
{'descr': '性价比很高，就是房间稍有点小，但是有电脑可以上网，很方便', 'star': 5}
{'descr': '我出差都是带一套自己的洗漱用品，这个酒店很适合我，价格也很实在。', 'star': 3}
{'descr': '其他还好，就是啥东西都得自己带，不过本来自己有这个习惯，不然就悲剧了', 'star': 5}
{'descr': '还不错 交通比较方便 设施也齐全 就是空间有点小 还是比较推荐的', 'star': 5}
{'descr': '服务人员很热情，酒店到景点玩也很方便。', 'star': 5}
{'descr': '可以尝试住一下这一类型的简易酒店，不错', 'star': 5}
{'descr': '总的来说不错,但前台服务需要提高.', 'star': 5}
{'descr': '房间有点小，但卫生很好，性价比不错，特别是前台可以打免费的长途电话。', 'star': 3}
{'descr': '房间太小了，除了电脑桌，只有一张床了，和想象中的有点差距！\r\n而且酒店不提供洗浴用品，我只有自己出门去买洗发水和沐浴露了，晕死。\r\n对于没带笔记本电脑的朋友来说还是不错，酒店提供了平板电脑，网速也不错。但整体来说，单人房真的只适合一个人住，两个人住的话，转身都会很挤。', 'star': 5}
{'descr': '位置好，离观前街很近，态度好，就是有点小。', 'star': 5}
{'descr': '房间卫生很好，服务也不错，房间有点小，但还是对得起价格的，地理位置非常不错，性价比很合适。建议参考', 'star': 5}
{'descr': '地理位置不错，设施实在是不怎么样', 'star': 3}
{'descr': '没有任何用品，裸体店，住着不舒服', 'star': 1}
{'descr': '地理位置非常的不错， 服务也挺热情的\r\n整个酒店的装修挺阳光的， 很适合年轻人，房间很干净\r\n\r\n可是值得说的是，房间的设施有点不太齐全， 有电脑的房间就没有电视了， 有电视的房间就没有电脑', 'star': 5}
{'descr': ' 酒店的位置太好了， 很方便。其他的设施，服务方面也还过得去。', 'star': 5}
{'descr': '很精致的房间，房间虽小但面面俱到，装修的很时尚很年轻化！', 'star': 5}
{'descr': '位置独具优势，周边离公交站、步行街都相当方便、打车到拙政园也很近。可以选择风和日丽的日子出行，下雨天逛街。酒店网速很快，使我预计一天的行程延至三天。', 'star': 5}
{'descr': '性价比很高的一家连锁酒店，装修非常漂亮，也非常干净，不过厕所没有玻璃门，正对着床，不太好~没有电视，但是有电脑，房型偏小~不过没有闷的感觉~另外洗刷用品需要自己带或是去大厅自动售货机购买~', 'star': 5}
{'descr': '特价房房间小的可怜，除了交通方便，真的没啥好的。', 'star': 5}
{'descr': '性价比超高&#183;&#183;地理位置也很好&#183;&#183;\r\n值得推荐', 'star': 3}
{'descr': '离观前街很近&#183;&#183;交通很方便\r\n最重要的是有电脑&#183;&#183;房价还这么便宜&#183;&#183;不过就是电脑偶尔有点问题网速不好\r\n不过性价比还是很高的&#183;&#183;推荐一下', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '应该提供最简单的洗漱用品', 'star': 5}
{'descr': '我住的大套房.配置的电脑有时会卡网络不是很快,卫生间里面下水不好,洗完澡的水老是在地上不下去踩来踩去很不舒服.', 'star': 3}
{'descr': '我觉得整体感觉这家酒店还行，环境还可以，服务也不错，就是晚上的时候有点吵', 'star': 3}
{'descr': '虽然电脑挺不错的，不过有电视就更好了```\r\n其他都很满意', 'star': 5}
{'descr': '卫生还可以很干净，设施完善，地理位置交通方便，服务热情周到，性价比不错的酒店', 'star': 3}
{'descr': '酒店的整体风格不是很好,而且房间时不提供洗漱用品的,所以感觉不是很方便,性价比一般.', 'star': 3}
{'descr': '酒店的位置还行，内部设施条件和服务都还可以，虽然算不上特别好，但是也不错了，价格也能接受，比较满意。', 'star': 3}
{'descr': '房间的卫生和设施方面都很不错,住着很舒适,位置也很好,位于市中心,出行都很方便,是一家性价比比较高的酒店.', 'star': 3}
{'descr': '酒店整体来说还算是可以的，服务环境，设施条件，地理位置都还行。', 'star': 3}
{'descr': '感觉不错，性价比高。\r\n本人今年8月曾住一个月，比较称心。', 'star': 5}
{'descr': '一般，还算实惠，风格突出', 'star': 5}
{'descr': '实在小得可怜！所谓电脑晚上上不去网~哎', 'star': 1}
{'descr': '比较适合情侣去居住 交通也便捷 总体不错', 'star': 5}
{'descr': '房间太小。去之前不知道是不提供一次性用具，不过大厅有卖。电脑上网很慢，而且连QQ都没有。有点纠结。', 'star': 5}
{'descr': '住的单人间，房门距离门框有一条大缝子，外面的声音听的一清两楚。浴室的门开关时有很大的响声，排风扇的噪音很大，地板拼的不齐，有很大的缝隙。床很硬，我把被子折了一半垫在身子下面还能感觉到床垫的弹簧，很不舒服。没有椅子，冬天衣服多，脱下来没处放，墙上有三个挂勾和衣架，可是大衣挂上衣服太长，背包什么的都没处放。', 'star': 1}
{'descr': '酒店离北京移动研究院很近，服务人员服务态度非常好，我订的特价房，到的时候因为客人还没退房，前台给我免费升级了房型，我很满意，唯一不足的是部分房间无法上网，只能到大堂，希望尽快改进。', 'star': 5}
{'descr': '卫生条件还可以,设施完善,地理位置比较方便,性价比不错,服务也很好,值得推荐', 'star': 3}
{'descr': '地方太小了，卫生间也不舒服。', 'star': 1}
{'descr': '房间小而精致，服务员态度也很好。', 'star': 5}
{'descr': '很喜欢，干净，宽敞，位置方便', 'star': 5}
{'descr': '房间确实很小都转不开身来，不过很精致，推荐给只是为了晚上能睡上觉的大家！前台有免费的网络长途电话使用，很贴心！', 'star': 5}
{'descr': '酒店装修很特别，舒适、性价比高，以后还会入住', 'star': 5}
{'descr': '地理位置非常好,就位置市中心,出行都很方便,房间的卫生打扫的很干净,设施也比较齐全,住着很舒适,是一家很不错的酒店.', 'star': 3}
{'descr': '位置不错，环境不错，有电脑，方便', 'star': 5}
{'descr': '环境还不错,附近的交通不是很方便,服务也还可以,卫生和设施相对于价格来说都还不错,就是出行不是很方便,还是感觉不错的酒店.', 'star': 3}
{'descr': '感觉蛮好的', 'star': 5}
{'descr': '在西便门桥下，位置不是很好找，房间的通风不是很好，卫生和设施还是可以的，服务还行，我觉得这家酒店性价比还是比较高的 值得推荐', 'star': 3}
{'descr': '整体来讲还是一家很不错的酒店,房间的设施也很附合酒店的价位,卫生和服务方面做的也都不错,下次来可能还会选择这家酒店.', 'star': 3}
{'descr': '地板需要仔细检查，有比较大的缝隙容易藏污纳垢。', 'star': 5}
{'descr': '隔音不好，晚上睡觉隔壁打呼噜的声音都能听得到。', 'star': 5}
{'descr': '跟周围的几家酒店相比此家店的性价比都不错，房间也很干净，服务也好，只是隔音不太好，白天能听到外面不知哪里传来的音乐声音。', 'star': 5}
{'descr': '酒店位置很偏不好找我去的那天晚上找了2个多小时问她门的服务员怎么走她们也说不清.出租司机也跟他们说了半天也没说清楚,还好第二天她们的经理过来道歉.', 'star': 3}
{'descr': '按照价格来讲酒店还是蛮不错的,房间里卫生打扫的蛮干净的,设施方面也比较齐全的,周边交通也蛮方便的,整体感觉性价比还是比较合适的.', 'star': 3}
{'descr': '酒店的地理位置有些偏了,出行不太方便, 住宿条件还是可以的,房间弄的挺干净,挺舒适的,价格方面还算比较合适的.', 'star': 5}
{'descr': '酒店的地理位置有些偏了,出行不太方便, 住宿条件还是可以的,房间弄的挺干净,挺舒适的,价格方面还算比较合适的.', 'star': 5}
{'descr': '个别服务员的素质需要提高，不能只考虑自己的方便而增加客人的麻烦。', 'star': 1}
{'descr': '住宿条件很好，就是有些偏，不好坐车，离市中心也较远；另外住地下室房间较小，隔音效果不是很好，总有音乐系学生演奏，影响休息！\r\n后继服务很好，我离店时没有发票，等回到单位后该店已将发票通过快件寄回~', 'star': 1}
