{'descr': '房间设置很不错！', 'star': 4}
{'descr': '经常住的，就是设施有点陈旧，性价比还是蛮高的 ', 'star': 5}
{'descr': '经常住的，就是设施有点陈旧，性价比还是蛮高的 ', 'star': 5}
{'descr': '帮司机订的，司机说不好', 'star': 1}
{'descr': '帮司机订的，司机说不好', 'star': 1}
{'descr': '连住了三天特色房。很享受。空间很大。前台服务员也很热情。支持！', 'star': 3}
{'descr': '连住了三天特色房。很享受。空间很大。前台服务员也很热情。支持！', 'star': 3}
{'descr': '不错的。', 'star': 3}
{'descr': '不错的。', 'star': 3}
{'descr': '五一假期第一次入住，冲着金陵品牌去的。房间非常的大，但由于东西较少显的很空。前台申请会员就可以享受免费早餐，不过睡懒觉的话就只能吃残羹冷炙了，呵呵！', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '这个酒店   很好  这个价位  真的很不错  房间够大', 'star': 5}
{'descr': '服务态度有点生硬，但总体还行。地理位置优越，旁边有到南京著名的巴西烧烤自助餐厅和一个苏果社区店，很方便，离景点也很近。酒店不在路边，就不用担心因为车声而影响睡眠。可能是因为有团体客人吧，有点吵，早上五点就开始闹腾了。', 'star': 5}
{'descr': '这次是带女儿去南京考试的，在网上看到这家酒店的评价很好，就毫不犹豫的选择了它，卫生设施都还好，可是隔音太差了，半夜门外传来乒乒乓乓的开关门声，隔壁的流水声，窗外不知什么机器的轰轰声，女儿到凌晨3点多才睡着的，第二天可是要参加美术高考的呀，哎。。。下次去南京可不敢再住这了', 'star': 1}
{'descr': '挺好的，服务也挺好!', 'star': 5}
{'descr': '酒店各方面条件比预想的要好。\r\n有两点不足：（1）房间隔振似乎不太好，坐在床上看电视，床会突然摇晃一下，可能受隔壁房间影响，当然不是太厉害。（2）酒店在马路边的招牌虽然较大，但没有霓虹灯，晚上不醒目，不容易发现。\r\n总的来说，对该酒店印象还是不错的！', 'star': 5}
{'descr': '在经济型酒店中算是很好的，房间很大，很干净，比较安静。就是位置偏了点。', 'star': 5}
{'descr': '酒店的设施和卫生方面都做的非常不错，服务员的礼貌也很好，让人感觉很舒服，就是房间要是能都放两张椅子就更让人满意了，不然客人来了坐都没有地方', 'star': 5}
{'descr': '我住的房间面积很大很舒适，卫生服务环境很好，地理位置也不错，交通便利,十分满意的酒店.', 'star': 3}
{'descr': '地理位置还不错，房间面积蛮大，总体来说还是很不错的', 'star': 5}
{'descr': '酒店房间面积很大，服务环境很好，地理位置也不错，交通很便捷', 'star': 5}
