{'短评内容': '感觉不行。。。不值', '短评打分': 4}
{'短评内容': '还不错。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店位置很好，感觉还是比较气派，只是我定的单间有点小，总体不错。', '短评打分': 5}
{'短评内容': '整体环境还可以 周围比较不错 房间虽然老了点 但还说的过去 早餐值得表扬', '短评打分': 5}
{'短评内容': '酒店房间小了，服务还可以，网速太慢啦，总体感觉还行吧', '短评打分': 5}
{'短评内容': '环境不错，值得大家去住住哦，周边又是春熙路！\n', '短评打分': 5}
{'短评内容': '就是设备有点旧，其它的还可以，下次还可以再住。。。。。。', '短评打分': 5}
{'短评内容': '酒店位置不错，挺方便的。下次有机会还会入住', '短评打分': 5}
{'短评内容': '交通便利，离机场和春熙路不远。价格适中，但是确实达不到四星的标准，房间连电吹风也没有，电话客房部说已经给其他房间送完了，所以硬件要加强。', '短评打分': 5}
{'短评内容': '位置不错，价格适中，春熙路步行15分钟，河边可以散步', '短评打分': 3}
{'短评内容': '设施齐全，服务上乘。稍有阅后的是餐桌等尚待改进。', '短评打分': 5}
{'短评内容': '已经入住 原定房间已经没有了 酒店给免费升级的房间 距离春熙路商圈很近 很满意', '短评打分': 3}
{'短评内容': '酒店装修有点旧了，地理位置还行，交通还方便。', '短评打分': 5}
{'短评内容': '晕死 定标间改成温馨间 不说了 房小 设施陈旧 临退房查房 说地巾不在 注意不是不在 是又不在 晕死 mlgb 前台都说 客人要地巾干嘛 坐等十分钟 晕死', '短评打分': 1}
{'短评内容': '房价不好，服务不好。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '其它还好,就是早餐品种有点怪,建议加多一些成都当地的小吃', '短评打分': 3}
{'短评内容': '交通非常方便，房间干净卫生，值得大家到成都旅游时选择入住!', '短评打分': 3}
{'短评内容': '酒店距离泯山饭店机场大巴车站打的最多14元，到春熙路也很近，走路过去大概15分种行程，到人民公园打的费用大概是9元，评价地理位置相当不错。酒店门口有一条河，晚上吃完饭或早起时可以考虑到河边散会步，真是相当的安逸', '短评打分': 5}
{'短评内容': '三个月内住了三次，前两次感觉还不错，但是国庆期间不能让人满意。可能是长假期间，客房的服务不如以前好，通知服务员打扫房间，结果一个半小时后还是没有动静，酒店餐厅的管理需要加强，饮料都过期2个月了，居然都没发现，还拿出来卖，餐厅服务员也需要加强培训，菜放在餐台上好一会了，服务员就站在台子边没动静，还需要客人提醒他', '短评打分': 5}
{'短评内容': '闹中取静,性假比很好,作为旅游暂住很不错,早餐很好,服务也不错', '短评打分': 3}
{'短评内容': '是10月2日凌晨4点入住的，按照预定1分钟就办妥入住手续了，房间很宽敞洁净，尤其对着府南河是落地大窗户很舒服，位置闹中取静晚上休息很安静，早上下楼酒店门前有几棵桂花树，往酒店北侧走几米就是两三个临街的茶馆摆放着藤椅，可以坐下来对着小街喝口茶几个朋友闲聊几句，总之感觉这个酒店很好，适合我这样懒散的住，值得一提的是有一天晚上是闻着桂花香找到地方的。\r\n另外对酒店服务表示感谢，走的时候忘了充电器和电池，', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '地理位置比较好，但是装修就一般，性价比还是比较高', '短评打分': 5}
{'短评内容': '其它还好,就是早餐品种太少,建议多增加一起当地的特色小吃作为早餐', '短评打分': 5}
{'短评内容': '环境还可以，房间小了点，早餐很差。不像四星级的感觉', '短评打分': 3}
{'短评内容': '+性价比较好  窗户密闭  早餐可以  ', '短评打分': 5}
{'短评内容': '不错，除了装修有点旧，建筑外观有点旧，其他都还好，门口的喷泉没有开，门口的酒店招牌也有点旧。', '短评打分': 5}
{'短评内容': ' 有的房间小 有的还可以', '短评打分': 5}
{'短评内容': '酒店环境还可以，房间小了点，早餐很差。', '短评打分': 5}
{'短评内容': '在市中心，交通方便，装修较陈旧，卫生尚可', '短评打分': 5}
{'短评内容': '我很喜欢这个酒店，位置很好，闹中取静。周边环境好', '短评打分': 3}
{'短评内容': '房间有点小，服务一般般，位置还可以，早餐还可以。', '短评打分': 1}
{'短评内容': '酒店还不错,性价比高,对得起这个价格.', '短评打分': 5}
{'短评内容': '大堂装修气派，房间设施不是很新。早餐丰富，卫生还可以。', '短评打分': 5}
{'短评内容': '环境还行 就是房间太小了 我下次是不会在住了', '短评打分': 1}
{'短评内容': '我住过几次，头一次朋友推荐，感觉挺好，以后常住，主要办事单位在酒店附近，加上各方面不错，就常去了。', '短评打分': 5}
{'短评内容': '已住', '短评打分': 5}
{'短评内容': '卫生较差，小孩被虫子咬了许多疙瘩。', '短评打分': 3}
{'短评内容': '服务员态度不错, 房间设施略嫌简单, 没有肥皂及电吹风, 过道有股味道.', '短评打分': 5}
{'短评内容': '酒店不错，性价比很高，地理位置也很好找，就在成都的河边，交通还是方便！', '短评打分': 3}
{'短评内容': '凑合', '短评打分': 3}
{'短评内容': '环境不错,位置好,出行方便.', '短评打分': 5}
{'短评内容': '不错，还可以吧', '短评打分': 5}
{'短评内容': '该酒店的设备较差,里面的家具也比较旧.', '短评打分': 1}
{'短评内容': '房间设施差,最主要是服务人员态度生硬', '短评打分': 3}
{'短评内容': '服务态度恶劣', '短评打分': 3}
{'短评内容': '服务很差,特别是前台一个叫于娜的服务人员,对客户不理睬;', '短评打分': 1}
{'短评内容': '卫生一般 环境还不错 但 工作效率太低 查房跟退房办理非常慢', '短评打分': 3}
{'短评内容': '位置很棒，出行很方便，环境还行，就是早餐种类少了点，总的很好', '短评打分': 5}
{'短评内容': '酒店风景和地理位置都非常的满意，服务态度与价格都很合理满意，交通方便，购物方便，是个很理想的住所。', '短评打分': 3}
{'短评内容': '酒店的硬件设施与服务都很让人满意，最可贵的是酒店的地理位置非常好，交通与购物都很方便，总的来说非常满意！', '短评打分': 5}
{'短评内容': '这个酒店我以前住过，这次是因为酒店改了名字才不小心订到这里。以前也就是200元左右的房价。\r\n\r\n门口打的超难，门童根本不会帮你叫车。', '短评打分': 1}
{'短评内容': '有四星酒店的服务，地理位置也不错，早餐很丰富，缺点设施有点老', '短评打分': 5}
{'短评内容': '酒店闹中取静。很好', '短评打分': 3}
{'短评内容': '位置好，交通方便', '短评打分': 5}
{'短评内容': '地点好，离市中心步行约15分钟。周围也不吵闹。', '短评打分': 5}
{'短评内容': '酒店在河边，环境很好。下次还会住。', '短评打分': 3}
{'短评内容': '位置还不错，设施比较一般。', '短评打分': 3}
{'短评内容': '早餐一般，房间设施一般。', '短评打分': 1}
{'短评内容': '比较舒适  地理位置不错 闹中取静', '短评打分': 5}
{'短评内容': '设施比较老，早餐品种太少。', '短评打分': 1}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店位置好，早餐丰富超值。', '短评打分': 5}
{'短评内容': '酒店就是位置比较好，离市中心很近，但是房间内地毯，沙发，卫生间都挺脏的，不知道是洗不干净还是没洗干净。', '短评打分': 5}
{'短评内容': '卫生条件差', '短评打分': 3}
{'短评内容': '上次住的是商务标间，感觉还不错。这次订了个温馨间，但没感到温馨。房间超级小，性价比太差。208的价格在成都随便都可以找到笔者个温馨间好的宾馆了，不推荐入住温馨间。', '短评打分': 1}
{'短评内容': '不干净', '短评打分': 5}
{'短评内容': '酒店的性价比很好，卫生服务也很达标，位置也很方便，整体来讲算是比较不错的酒店，设施也很好，干净舒适可以推荐入住。', '短评打分': 5}
{'短评内容': '酒店里的毛巾都是黑的了!酒店门口打车很不方便.', '短评打分': 1}
{'短评内容': '较几年前的时候房间变小了', '短评打分': 5}
{'短评内容': '我们27号订3间商务间交834元,但安排我们住的是一间商务间.二间标准间.', '短评打分': 1}
{'短评内容': '性价比还可以', '短评打分': 3}
{'短评内容': '性价比还可以', '短评打分': 5}
{'短评内容': '房间灯光太暗了', '短评打分': 5}
{'短评内容': '性价比很好的酒店 服务 卫生都还可以 总体来说还挺好的', '短评打分': 5}
{'短评内容': '很好！', '短评打分': 3}
{'短评内容': '去了3天前俩天没有空调 最后一天晚上来的空调 早餐品种不多但是对于198的价格来说还不错 房间设施 电视很小 温馨房没有座子 毛巾 浴巾比较旧了需要更换', '短评打分': 5}
{'短评内容': '感觉挺不错的，靠天府河畔，很幽静，旁边小吃也挺多，适合休闲居住。', '短评打分': 5}
{'短评内容': '环境很好，推荐', '短评打分': 5}
{'短评内容': '位置比较难找，但是依旧在商业区！！！', '短评打分': 5}
{'短评内容': '酒店位置尚好，过于破落，很久没装修了，设施极其陈旧！里面的毛巾比抹布还黑，太恐怖了，不得不自己买个新的。', '短评打分': 1}
{'短评内容': '酒店设施很旧，毛巾都发黄，打车不便，要走到桥头，不过服务员的态度还是很不错的。', '短评打分': 1}
{'短评内容': '总体来说还可以,位置在一环路内就在府南河畔,位置比较好,距离春熙路步行20分钟左右.但价格偏高', '短评打分': 5}
{'短评内容': '位置不错，酒店的大堂和国道装修业不错，只是那个所谓的温馨间太差了，也就一个招待所水平。', '短评打分': 1}
{'短评内容': '若去成都旅游，这是很不错的一个宾馆', '短评打分': 5}
{'短评内容': '只能说很一般.房间设施和舒适度不是很满意.', '短评打分': 1}
{'短评内容': '房间气味很大，设施很旧', '短评打分': 1}
{'短评内容': '比较旧的酒店，但服务不错', '短评打分': 5}
{'短评内容': '改造后,硬件还好,但软件还是欠缺.', '短评打分': 5}
{'短评内容': '酒店位置比较偏，不方便。价格适中，房间一般', '短评打分': 3}
{'短评内容': '早餐一般般，房间比较安静，适合商务住宿。', '短评打分': 5}
{'短评内容': '周边环境很好，很安逸', '短评打分': 5}
{'短评内容': '酒店还算干净整洁，早餐不算好，但能吃饱。总体还不错！', '短评打分': 5}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '很老的酒店了，设施陈旧、需要好好装修。', '短评打分': 1}
{'短评内容': '很一般的酒店，打车很困难', '短评打分': 5}
{'短评内容': '就是打的不方便!', '短评打分': 5}
{'短评内容': '房间真是一般，设施也很陈旧，服务员态度一般，不过地理位置太适合我了！下次还能来住', '短评打分': 5}
{'短评内容': '不象四星级酒店！卫生，环境，设施与星级感觉不匹配；酒店的位置不错，价格实惠！', '短评打分': 1}
{'短评内容': '条件一般，服务一般，还可以住。', '短评打分': 3}
{'短评内容': '宽带极度不稳定，基本上用不了。', '短评打分': 1}
{'短评内容': '房间很小，价格不低，服务很差，设施很差，可能是糖酒会期间，平时高于100就没必要住这破酒店', '短评打分': 1}
{'短评内容': '酒店老了 ', '短评打分': 3}
{'短评内容': '房间不错，位置不像描述的那么方便', '短评打分': 5}
{'短评内容': '该酒店离蜀都大道不叫近，但TAXI 要拐一个大弯才能进去。价格还可以，就是设施有点旧，被子有点薄！ \r\n\r\n向河边，环境还可以，早餐比较丰富！', '短评打分': 5}
{'短评内容': '位置还可以，但是性价比一般。', '短评打分': 5}
{'短评内容': "the longer I use eLong booking service the more disappointed I get.\r\nFirstly, what eLong has to offer doesn't always mean the best deal, pricing and room condition is by far from acceptable. \r\nFor eac", '短评打分': 1}
{'短评内容': '设施一般，服务还可以，周围比较安静，地处比较中心的位置，出行游玩景区打车都不远。', '短评打分': 1}
{'短评内容': '1、酒店地点确实不错；\r\n2、服务态度确实不错；\r\n3、房间设施确实一般。', '短评打分': 5}
{'短评内容': '总的来说不错,但细节有待改善,如厕所卷纸没有了服务员没有及时更换，还有房间卫生打扫的不彻底，有明显的灰尘和痕迹。', '短评打分': 5}
{'短评内容': '初三住了一晚，地理位置很好，去塔子山看灯会，交通便利，打的方便。客房晚上安静，条件不错。', '短评打分': 5}
{'短评内容': '是一家值得推荐的酒店', '短评打分': 5}
{'短评内容': '不错.就是房间小了点.', '短评打分': 5}
{'短评内容': '位置还是不错，就是房间设备老旧，但是很干净，前台办事效率太低。', '短评打分': 1}
{'短评内容': '好~', '短评打分': 3}
{'短评内容': '住了几次，感觉还可以，结账慢了点，还是定额发票。', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '还行吧  挺干净的 前台小姐也挺热心的 走的时候还想帮我找顺风车\r\n以后也会入住的', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店环境不错，就是房间太小，光线太暗', '短评打分': 3}
{'短评内容': '宾馆位置很好,早起晨练好地方,房间设施需改进,有点老了', '短评打分': 1}
{'短评内容': '房间小，设施旧，早晨品种少。', '短评打分': 1}
{'短评内容': '很一般的酒店，格局也不是很好，灯光太暗了，还有空调声音巨大', '短评打分': 1}
{'短评内容': '还好吧', '短评打分': 5}
{'短评内容': '对于出差的人来说可以，如果是自己出来玩儿不推荐，不如旁边的快捷酒店实惠。有人说打车比较难，如果穿过停车场旁边的小巷到望平街上，出租车就比较多了。', '短评打分': 5}
{'短评内容': '服务很好，但房屋设备旧，墙纸脱落。\r\n地区很好，交通方便。', '短评打分': 5}
{'短评内容': '卫生服务方面做的都很不错,住着很舒适,位置也很好,离市中心很近,出行都很方便,但房间没有椅子,不太方便.', '短评打分': 3}
{'短评内容': '酒店的地理位置不错,其他一般.', '短评打分': 3}
{'短评内容': '其他都还不错，就是空调的声音太大了，有些吵', '短评打分': 5}
{'短评内容': '总體还行', '短评打分': 5}
{'短评内容': '位置不错,性价比还可以!', '短评打分': 5}
{'短评内容': '宾馆安静 出门方便 附近吃饭购物都不远 大床房房间太小有点压抑 不知道其他房间怎么样 附近就有锦江之星 如家 与他们相比性价比不高', '短评打分': 5}
{'短评内容': '酒店还可以', '短评打分': 3}
{'短评内容': '酒店结帐有点慢，新旧版发票一起开具，比较闹心', '短评打分': 3}
{'短评内容': '酒店还可以，打车困难点', '短评打分': 5}
{'短评内容': '怎么我点评了也不给我消费券呀？', '短评打分': 3}
{'短评内容': '设施较陈旧，不要太计较的话，可以。', '短评打分': 5}
{'短评内容': '我住的房间空调不行，酒店派人修理后还是不行。房间装修还是旧了，需要重新装修了。', '短评打分': 5}
{'短评内容': '性价比高，在市中心也就这个酒店价格合理点，其他的都偏高了', '短评打分': 5}
{'短评内容': '住的是特殊房型，认为这种房型我认为应该取消，房间超小，很旧，壁纸都开了，总之第二天就搬走了。', '短评打分': 5}
{'短评内容': '酒店总体还算不错.早餐一般.', '短评打分': 3}
{'短评内容': '酒店一般了，但是只住一晚没什么关系的。\r\n早餐人太多了，而且吃的东西一般。\r\n短期住的话没什么关系。呵呵', '短评打分': 3}
{'短评内容': '酒点地理位置不错,离繁华的春熙路很近,步行最多十分钟,酒店干净卫生,性价比很高,以后还会住,也值得推荐!', '短评打分': 5}
{'短评内容': '酒店的外观气派，位置闹中取静，晚上沿着河畔走走很有意境，198的温馨间房间还是蛮大的，写字台上没有灯，跟总台说了马上送过来个很漂亮的台灯，服务还是很到位的，含双早的房价也应该算超值了。就是早饭不怎么样，牛奶是奶粉冲的很稀', '短评打分': 5}
{'短评内容': '设施不是很好，比较陈旧了，灯光比较暗，位置是不错，因打车的人比较多，当时很难打到车', '短评打分': 3}
{'短评内容': '不临街比较安静，但打车费点事，服务生也不管叫车。临时到商务中心上网查点资料，被告知无法上网且态度冷淡。沿河边走能闻到河水的臭味。', '短评打分': 1}
{'短评内容': '刚到店时，房间没有拖鞋，打电话去前台要了一双，可能是忘了放了，当时住的特惠房，卫生间比较小，价格还是有些偏高，第二晚换到其它酒店住了', '短评打分': 3}
{'短评内容': '房间蚊子很多，卫生和设施很一般，位置一般，不过出行还是比较方便的，服务太差，尤其是他那个前台，我觉得性价比也不高', '短评打分': 3}
{'短评内容': '酒店设施很一般，价格比其他的快捷酒店还要高点。\r\n但只住一晚就没什么关系，以后可能还是会入住哦。', '短评打分': 5}
{'短评内容': '房间比较一般没有想象中的好,服务还可以,位置不是太好找出行还比较方便的,性价比挺一般的.', '短评打分': 3}
{'短评内容': '房间有些小的设施有些陈旧,服务还行,位置还可以,性价比还是比较一般.', '短评打分': 3}
{'短评内容': '这家酒店在闹市区，周围环境绿化稍微少一些，其他还不错，房间的卫生和设施还行，服务也很到位，性价比还是比较高的', '短评打分': 3}
{'短评内容': '该酒店处于市区中心偏东，位置还不错，非常安静，但是设备老化，价格较高，服务一般。', '短评打分': 1}
{'短评内容': '酒店的位置特别好，性价比也不错，我比较满意', '短评打分': 3}
{'短评内容': '酒店的位置和服务都不错，小型房间里不配写字台很不方便  \r\n酒店的早餐没有以前好了，及其一般', '短评打分': 5}
{'短评内容': '前台很乱办理手续很慢,一堆人堆在那,房间还可以,比较干净,位置在市中心比较便捷,性价比一般.', '短评打分': 3}
{'短评内容': '闹中取静，很好的地理位置', '短评打分': 3}
{'短评内容': '闹中取静，很好的酒店价格也不算太贵。可以接受！', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '酒店赠送熊猫金卡，很超值。但是设施比较久。地理位置不错离春熙路不是很远。', '短评打分': 5}
{'短评内容': '房间不算太小，但是设施陈旧，总体感觉不够舒适，不会再住', '短评打分': 1}
{'短评内容': '这是一家很旧的酒店，订了328元房间窗台铁栏杆锈迹斑斑，天花板有水迹，8点半到餐厅吃早餐看到的桌子上摆满都是用过的餐具（有照片为证）服务员也不管没办法自己动手挪个地方，品种少要求煎个鸡蛋服务员告知鸡蛋没了，赶快提前退房走人。谁住谁后悔！', '短评打分': 1}
{'短评内容': '很不错的酒店，早餐尤其不错，性价比很高了', '短评打分': 3}
{'短评内容': '很不错的酒店', '短评打分': 5}
{'短评内容': '房间有点小,但总体还算可以.卫生间小了点.但很干净.', '短评打分': 5}
{'短评内容': '设施较为完善，性价比适中。', '短评打分': 5}
{'短评内容': '酒店位置一般,早餐很一般.', '短评打分': 5}
{'短评内容': '性价比不错，在河边，很安静。', '短评打分': 5}
{'短评内容': '特价房的确太小了点.电视都只能放在侧面.设施都还好,只是地毯给人很陈旧的感觉.早饭的质量ok.交通也方便.不错的是酒店免费发放金熊猫卡,让我们的成都的行程省了400块钱.值回房价了.', '短评打分': 5}
{'短评内容': '门口没有酒店的全称，看了好久也没有找到，最后问了保安才知道是这家酒店，房间有点小了设施比较老浴巾用具都很旧，地理位置服务还比较好，早餐比较丰富。', '短评打分': 5}
{'短评内容': '酒店地理位置较好，房间很整洁，工作人员服务态度也很好。一次我让保安帮我叫辆出租车到酒店门口来，小伙很热情的跑到邻街帮我拦了辆出租车，帮我节约了时间，很感激他！酒店早上的自助餐也很丰盛，中餐厅环境也很好！', '短评打分': 5}
{'短评内容': '房间有点小，但是会展期间还可以拉', '短评打分': 5}
{'短评内容': '位置很好很便利，环境比较安静，住的环境比较舒适，就是标准间有点小，整体我认为还不错，性价比还可以', '短评打分': 3}
{'短评内容': '酒店门口就是打车不好打，但是位置还是不错的，硬件设施和环境我觉得也都挺好的，还有就是地毯稍微有点脏，其他都没什么。', '短评打分': 3}
{'短评内容': '该酒店同一价位的户型有一定的差异，比如有的房间没有电脑桌，入住时要确认一下．', '短评打分': 3}
{'短评内容': '该酒店的服务非常一般，而且设施一般．办理入住及退房的速度很慢；但是对于离店客人的早餐安排很是满意．', '短评打分': 1}
{'短评内容': '酒店不错，环境清静。房间大，但是有阵味，可能是给了我吸烟房，早餐服务不好，很乱。', '短评打分': 1}
{'短评内容': '就是地理位置稍微躲在横街上有所欠缺，还算好找。总体条件感觉还可以，但只停留了几个小时。22：30check in,然后去了宽窄巷子，凌晨02：00睡下，但5：50起来了，坐7：20的航班，所以还没能好好享受一下它的服务~~~如果象我们这样只是停留数小时的话，价格再有的折扣就更好了。', '短评打分': 5}
{'短评内容': '卫生条件不是很好，进房间有异味．设施比较陈旧，房间布局不是很好．', '短评打分': 1}
{'短评内容': '总括：设施陈旧、地毯污迹斑斑、房间霉味， 服务素质非常一般，顶多只能说三星标准。\r\n唯一优点：地点安静，门前就是小河，附近饮食、娱乐、茶馆都很多、很方便。', '短评打分': 1}
{'短评内容': '门口打车不是很方便，大床间面积有点小。但是比较安静！', '短评打分': 5}
{'短评内容': '位置不错,服务一般', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '性价比不错的酒店！适合度假旅游。', '短评打分': 5}
{'短评内容': '总体感觉不是很好', '短评打分': 5}
{'短评内容': '距离春熙路很近，适合喜欢逛街的MMGG选择，\r\n比起商业街上的酒店，比较安静。\r\n我住的是豪标，感觉卫生条件还可以，但设施有点旧了。\r\n早餐中西结合，选择还是比较多的，味道过得去。', '短评打分': 3}
{'短评内容': '地理位置不错，离逛街的春熙路很近，也比较安静。\r\n早餐也还可以，中西都有。\r\n我住的是豪标，卫生感觉还行，但设施有点旧了。\r\n前台办理入住和退房比较慢，特别是人多一点点就显得很乱，需要耐心等待。', '短评打分': 5}
{'短评内容': '酒店房间介绍与实际不符,前台服务差.', '短评打分': 1}
{'短评内容': '位置：离商业步行街春煕路不远， 位于府南河边，离蜀都大道百步之遥，闹中取静。服务：总台接待业务不是太熟，我定的是第一天278，第二天228，一共为506。总台居然说：我们国庆节促销，1、2、3号208一天，哈哈！说漏嘴了！！设施：大堂很气派，客房有点旧了。我住的是商务标间，房间太小了，床与电视柜之间太窄，胖一点的人就有点难以通过，房间地毯较脏，我住的客房卫生间的门下面，已经因潮湿烂掉了20多厘米。', '短评打分': 5}
{'短评内容': '酒店早点不错,中西都有.\r\n\r\n客房不是特别干净,我住的419房间,浴联很脏,洗脸的盆有很明显裂缝.\r\n不过客人人员服务态度不错.\r\n\r\n酒店边有上网的设施,还不错.\r\n\r\n虽然有些不尽人意,不过总体还可以,仍然推荐.\r\n\r\n', '短评打分': 5}
{'短评内容': '不错的酒店，交通便利，出行方便，环境幽静，中秋节还赠送了月饼。唯一就是房间稍小了一些，不过下次去成都还会选择河畔酒店', '短评打分': 5}
{'短评内容': '位置比错，也很安静。中秋节还附送了月饼。', '短评打分': 5}
{'短评内容': '位置偏了一点，不过还是在市中心，其它各方面都挺好的。', '短评打分': 5}
{'短评内容': '酒店还不错', '短评打分': 5}
{'短评内容': '酒店的整体设施还是不错的，不过服务方面就差了一些，尤其是洗衣服务简直太差了（你花钱洗衣服，但服务员总说你的衣服有毛病不给你洗，还不提前和你说）', '短评打分': 5}
{'短评内容': '位置不错，出行方便，周围环境安静，不是很吵。就是房间地毯较脏。', '短评打分': 5}
