{'descr': '。。。。。。。。‘’。。。。。。。。。。。一般般', 'star': 5}
{'descr': '因为我来时长春火车站在修，所以从临时站到酒店不太方便，打了好久才打到车，还讲明只能绕路走，花了我20元。酒店里面还不错，设施完善。我定的是大床房，床真的很大，直接摆着三个枕头……所处地方有点偏僻，离人民广场还是有一定距离。', 'star': 5}
{'descr': '如家的整体感觉都还不错，各地的环境及服务都还好。', 'star': 5}
{'descr': '房间比较久，热水可以，网速一般。被褥卫生一般。', 'star': 3}
{'descr': '房间比较久，设备一般！热水还行，网速一般。', 'star': 5}
{'descr': '离万达电影院和小吃街比较近 挺好的\n夜里也比较安静 ', 'star': 5}
{'descr': '还可以、就是离人民广场位置稍稍远了一点点啊、', 'star': 5}
{'descr': '不错，已经住几次了。离重庆路近。购物非常方便。就是有点旧。', 'star': 5}
{'descr': '+我在一个月内入住两次都碰到电视无信号，不能看电视。希望宾馆能引起重视。', 'star': 5}
{'descr': '不错的酒店、地理位置环境不错。卫生一般有点旧', 'star': 5}
{'descr': '商务大床房整体感觉很好，房间也很干净。早餐一般。', 'star': 5}
{'descr': '如家现在为什么会这样？一进大堂（所谓的大堂，当然这种档次的酒店我能接受称之为“大堂”）一股霉味就扑面而来，进了房间就更糟，味道更加严重刺鼻，墙皮严重脱落，感觉如果拿手按一下就会出水。如果不是半夜快一点了，我绝对会退房。我不是想投诉这一家，而是针对所有（应该是大部分如家）的如家酒店，这种问题不是这一个如家出现的，现在各地的如家都会多多少少有这种现象，真不理解如家怎么到了今天这种地步，以后不要再自诩什', 'star': 1}
{'descr': '酒店位置不错，服务还可以，但房间气味有点重，需要改善', 'star': 5}
{'descr': '住的比较一般，而且有浓重的霉味！而且还没有早餐需要自理！网速超慢的！', 'star': 5}
{'descr': '我已经点评过了，我的名字是看海，为啥还要不停的让点评呢？', 'star': 3}
{'descr': '整体的环境和服务还是可以的，所处的位置也不错，不行10分钟就可以到购物的地方；预订的时候要注意，特价房有的是没有窗户的，这个入住的时候要问好！', 'star': 5}
{'descr': '已经评价过了，呵呵。邮箱通知评论的，这里怎么还显示让评论呢？', 'star': 3}
{'descr': '首先承认，服务态度非常的好。条件也不错，地理位置也很好。卫生确实一般，去的比较晚，服务员已经下班，保安去给换的床单和被罩（他们自己也认可的，不是无理取闹，白床单脏了，还有几根头发）。还有就是房间有点潮。其他很好！', 'star': 5}
{'descr': '还算卫生，位置不错，提醒后来的朋友，所有入住人都必须提供身份证件才能登记入住。', 'star': 5}
{'descr': '和朋友一起住的，还不错~门前单行路，车还是挺多的，不过不算吵。设施、服务都还不错。', 'star': 5}
{'descr': '长春性价比最好的如家，位置非常好,但是餐厅真的不是一般的烂。', 'star': 5}
{'descr': '+内容', 'star': 5}
{'descr': '如家依然温暖，刚刚入住，除店面不太好找外，没发现其他问题！', 'star': 5}
{'descr': '设施还可以，只是房间味道很大，通风不好.', 'star': 5}
{'descr': '长春的如家，住过3家，四马路店、人民广场一、二店，四马路如家的前台没有啥素质，标准的东北女孩儿的性格放在工作里，跟客人说话不望着客人眼睛，把客人当出气筒，大声说话（至少3个女孩是这样），如果工作的话人民广场一店的位置最好，因为坐车方便，面对着儿童公园，视野也很好，就是房子的质量有待提高，冬天入住过，窗户玻璃都漏大缝子了，我说怎么那么冷，换了3个房间都这样，而且价格也是最贵的，人民广场二店的地理位置', 'star': 5}
{'descr': '抱歉，上面的写错，搞错地方了，以这次为对。床单，毛巾等旧了一点，其他的还行。', 'star': 3}
{'descr': '满意，地里位置很好，离中央大街很近，很方便。', 'star': 5}
{'descr': '非常好的店，干净舒适，很有家的感觉', 'star': 3}
{'descr': '非常喜欢这家店，性价比很高', 'star': 5}
{'descr': '还不错！', 'star': 5}
{'descr': '很好很方便', 'star': 5}
{'descr': '设施真的是陈旧，但是好处是位置真的很不错，去哪里都挺方便的。楼下的福临石锅鱼真心赞啊！强烈推荐入住的人都去尝尝，超好吃的！', 'star': 5}
{'descr': '房间太小了，还是商务大床房呢！对面是居民楼，很近。跟服务生说了别收拾房间，还是进来了。', 'star': 1}
{'descr': '都还行吧', 'star': 5}
{'descr': '离卓展中心挺近的 蛮喜欢的 ', 'star': 5}
{'descr': '卫生差', 'star': 3}
{'descr': '不怎么样。', 'star': 3}
{'descr': '地理位置不错 临近重庆路 室内卫生也不错', 'star': 5}
{'descr': '地理位置非常好，服务人员也很热情，性价比非常不错，适合出差经济性的要求。下次还住这', 'star': 5}
{'descr': '卫生太差了', 'star': 3}
{'descr': '不错了', 'star': 5}
{'descr': '晚上回宾馆的时候发现特大号蟑螂，用烟灰缸扣住，准备第二天给服务员看。第二天一早，告诉前台，前台用那种习以为常的态度，很不屑的样子。还好，有一个比较温柔的前台，对此事表示道歉，保证进行消毒。屋子里很潮湿，有很重的味道，被子都是潮的。本来我对如家印象是比较好的，多半出差会入住如家，经过此事，我想我不会再住了，太没有保障了。这是我住过最垃圾的酒店。', 'star': 1}
{'descr': '卫生不好', 'star': 3}
{'descr': '卫生不是很好', 'star': 3}
{'descr': '卫生加强', 'star': 5}
{'descr': '比较吵闹！房间比较小！房间不隔音，半夜楼上洗澡流水的声音特别大，就好像天棚被水冲到地上啪一声，特别大！走廊半夜有人说话及开门声听的特别清楚，尤其是临近房间的人开门不仔细听还以为开自己的房门呢！特别的吓人！！！', 'star': 1}
{'descr': '前台服务员态度再好点就更好了', 'star': 5}
{'descr': '墙面都掉灰了，其他还行', 'star': 3}
{'descr': '安排到了一间最边上的，墙上石灰都掉了。', 'star': 5}
{'descr': '房间里很潮湿，墙壁还掉墙皮，最恶心的是居然还有虫子往被子上爬！卫生情况实在是难以恭维。服务员的态度倒是不错，另外二楼的饭味道还可以。哈哈。', 'star': 5}
{'descr': '房费还得一天一交，中午打电话催交房费，明明是在网上一次定了两天的房子，为什么不一次性把钱收齐？\r\n毛巾换完了依然不干净，就又通知前台给换了一条。\r\n床很不舒服，咯人\r\n结账返还押金，竟然跟我们要零钱，说他们没有零钱了，堂堂一个快捷酒店，连零钱都没的找？！还好服务态度还比较好，一个劲的道歉。\r\n另外服务生都还比较懂礼貌，不管在哪遇到都会说声“您好”。\r\n但是上午10左右，会有服务生敲门问要不要打扫！', 'star': 1}
{'descr': '在长春性价比很好，下次还会去。', 'star': 5}
{'descr': '1.洗澡洗一半停水，打电话问客服才告诉说换水，15分钟以后才给水，为什么不能提前告知？\r\n2.打扫的时候不更换洁具。\r\n3.卫生条件差，发现5种以上生物：蚊子苍蝇，潮虫蟑螂和小虫子。\r\n4.房间一股浓烈的发霉的味道，墙上全都起皮返潮，看着很恶心，只能拉着窗帘不看。\r\n5.突然断网，玩着游戏花钱好不容易进的地图，莫名其妙突然断网，而且还不提前告知。\r\n6.要求换6楼无烟层，11点打电话告诉服务员预定', 'star': 1}
{'descr': '很不错，性价比很强', 'star': 5}
{'descr': '好处：离商业区比较近，万达广场、卓展10分钟路程，但：周边环境一般，无停车场。自驾的朋友不推荐。', 'star': 5}
{'descr': '就在长春宾馆对面，挺好的', 'star': 5}
{'descr': '感觉比较差，连本地的出租车司机都找不到。扰人民广场找了两圈才找到。里面还在装修，住的地方简直可以算作简陋。再也不会去住的。', 'star': 1}
{'descr': '还不错', 'star': 5}
{'descr': '除了位置不错之外，其它都很一般。', 'star': 5}
{'descr': '服务设施都还不错，服务员的态度很好，所处的位置也不错', 'star': 5}
{'descr': '我到的时间比较早，大概是早上6点左右，服务员告诉我，我定的房间现在没有空的，帮我升级成另一个房间，但要我中午的时候换房间，要不然会多收费，倒来倒去很麻烦，而且我很累，所以我就只好住贵的房间了\r\n房间的设施好像有些年头了，而且整个房间充斥着下水道的味道，没办法去掉，并且当天没有热水洗澡，据酒店人员讲是由于长春市停热水了，所以没有，地理位置还好，挺方便的。\r\n', 'star': 5}
{'descr': '服务即时', 'star': 5}
{'descr': '服务员态度很好，地埋位置也很方便，下次到长春还住这家店～～', 'star': 5}
{'descr': '价格在长春来说不算便宜，如见酒店统一的设施，还算不错，服务态度挺好，性价比一般，如果下次去长春，还可以考虑去住。', 'star': 5}
{'descr': '非常不错', 'star': 5}
{'descr': '隔音效果不好~~其他都还好', 'star': 5}
{'descr': '前台服务及卫生情况较差，早餐较丰富。附近的人民广场一店卫生条件较好。', 'star': 1}
{'descr': '住的132的大床房。在楼的阴面，而且是最旁边，也靠近电梯。所以墙上长毛了。以前住的时候没有的。\r\n估计等天气好了，就能解决了。', 'star': 5}
{'descr': '总体上还不错。性价比高，下次还会住的。', 'star': 5}
{'descr': '环境稍微差点，价位还算比较合适，卫生条件有待改进', 'star': 5}
{'descr': '位置很好', 'star': 5}
{'descr': '服务态度先不说。屋里的取暖设施太差。能冻死人。', 'star': 1}
{'descr': '有潮虫  热水不热 服务员不热情 散漫 ', 'star': 1}
{'descr': '酒店房间里的温度比较低,感觉挺冷的,虽然开着空调,但也还是一样,内部条件也挺一般的,没什么特别的地方.', 'star': 3}
{'descr': '酒店价格挺优惠的，交通位置也比较便捷，环境还成，就是里面的硬件条件差了点，太陈旧了。', 'star': 3}
{'descr': '除了地点好，其余没有可推荐的地方！', 'star': 1}
{'descr': '卫生一般，墙面有些返潮，设施还可以比较完善，地理位置交通有些偏，服务热情周到，性价比不错值得推荐', 'star': 3}
{'descr': '价格便宜，非常干净，而且服务态度太好了。', 'star': 5}
{'descr': '这家酒店给我的感觉还可以了,就是房间里的供暖不是很好了,价格方面再实惠点就更好了.', 'star': 3}
{'descr': '环境很好,设施还可以,卫生服务还不错,交通相对来说还可以.总的来说还不错.', 'star': 3}
{'descr': '不好，设施不完善。', 'star': 3}
{'descr': '位置非常方便 房间略显小 所以性价比不是很高', 'star': 5}
{'descr': '酒店还是可以的,服务卫生方面还是不错的,设施方面也比较齐全的,周边环境一般点,稍微有些偏僻,价格方面觉得还是比较合适的.', 'star': 3}
{'descr': '酒店整体服务还是不错的,房间也蛮干净的,就是不提供早餐,这点挺不方便的,价格有些偏高.', 'star': 3}
{'descr': '很干净，而且服务态度非常好。值得推荐的酒店。', 'star': 5}
{'descr': '整体感觉很好，卫生服务都很好，性价比比较高的。交通方便。', 'star': 3}
{'descr': '很干净，而且服务态度非常好。值得推荐的酒店。', 'star': 5}
{'descr': '位置还不错，价位便宜', 'star': 5}
{'descr': '地理位置非常好,出行都很方便,而且离我办事的地方也很近,房间的卫生和设施也都不错,住着很舒适,是一家性价比很高的酒店.', 'star': 3}
{'descr': '房间有点小，但是位置比较好，离中心商业区很近', 'star': 5}
{'descr': '房间有点潮，电视的遥控器是坏的，房间感觉不是特别的干净，位置不是很好找，服务倒还是非常不错的，性价比一般吧', 'star': 3}
{'descr': '房间里有点味道，隔音不是很好。\r\n不过房间的颜色和布局都有家的味道，总体还是不错的！', 'star': 5}
{'descr': '位置很好，就在人民广场附近，离卓展，长百，文化广场，同志街，建设街都很近，卫生服务都没问题，只是房间的隔音差了点。', 'star': 1}
{'descr': '不错 ', 'star': 5}
{'descr': '酒店很有家的感觉,有亲切的感觉', 'star': 5}
{'descr': '毛巾旧的很 墙角有蜘蛛网 楼道还有以为 就是位置离商业区很近', 'star': 1}
{'descr': '酒店的性价比还是比较高的；服务培训的也很到位,卫生也不错；交通也很方便；就是酒店的早餐种类和质量不怎么样；有待改进提高一下了', 'star': 3}
{'descr': '总体来说还是不错的，有种如家的感觉。适合旅游度假。下次还住这', 'star': 5}
{'descr': '酒店总体感觉还可以,就是被子有些潮湿；其他方面还算可以', 'star': 5}
{'descr': '房间卫生是目前本人入住过的所有如家酒店中，最差的一家！厕所的马桶明显未消毒、床头柜有小虫子（可能是潮湿的原因）、床上有毛发。只是餐厅的菜做的还可以。卫生起见，再不住这家店了，卫生重要。', 'star': 1}
{'descr': '茶餐厅的菜做得很地道。商务大床房能睡下3个人，适合一家人旅行住。', 'star': 5}
{'descr': '格局太小,宽带上不了,服务员还有振振有词,呼叫服务人员半天无应答,打死也不去了', 'star': 1}
{'descr': '该用户未发表文字评论', 'star': 5}
{'descr': '该用户未发表文字评论', 'star': 5}
