{'短评内容': '还可以，不过北京很干。。', '短评打分': 5}
{'短评内容': '是离鸟巢最近的宾馆，可以从窗户看到鸟巢。房间还算舒服，也很卫生，服务也不错但是比较小。', '短评打分': 5}
{'短评内容': '酒店环境不错,服务很好,床非常舒服,以后还会选择入住.', '短评打分': 5}
{'短评内容': '根本达不到五星级标准，设施方面很一般，也就差不多4星，不过离鸟巢蛮近的，要不是为了看鸟巢不会住这里的，要是来鸟巢附近办事什么的这家酒店也还可以吧', '短评打分': 3}
{'短评内容': '4星都很难达到', '短评打分': 1}
{'短评内容': '早餐不好 其他都不错', '短评打分': 5}
{'短评内容': '酒店的整体感觉不错的,服务卫生以及房间的内部设施都可以的,酒店的位置不错的出行很方便的,性价比不错的酒店,值得推荐入住的', '短评打分': 5}
{'短评内容': '酒店的卫生很好，很干景，服务态度也不错，挺热情周到的，而且性价比高，地理位置也不错', '短评打分': 5}
{'短评内容': '格酒店各方面感觉都还可以, 不过就是感觉没有达到五星级的标准', '短评打分': 5}
{'短评内容': '酒店环境很好，卫生干净，早餐的口味也不错，地理位置挺好，要是去机场也方便', '短评打分': 3}
{'短评内容': '服务不是很仔细的,酒店应该把提供的免费地图给客人放在明显地方,卫生还是不错的,设施也比较齐全挺方便的,价格稍微偏高些了.', '短评打分': 5}
{'短评内容': '位置对我很方便，下次去北京还会住，价格也不过挺优惠的', '短评打分': 5}
{'短评内容': '酒店的设施服务都还不错,位置对于我来说很方便我经常会入住这家酒店.', '短评打分': 5}
{'短评内容': '房间设施不错，服务态度不好，前台很不耐烦', '短评打分': 5}
{'短评内容': '除了停车位出入口不方便，其他的服务，卫生等都很好。', '短评打分': 5}
{'短评内容': '是一个挺不错的酒店，干净舒适，交通方便；', '短评打分': 5}
{'短评内容': '忘记评总分了！', '短评打分': 5}
{'短评内容': '&lt;br&gt;&lt;br&gt;&lt;div class=&quot;smalltxt&quot; style=&quot;margin-left: 2em; font-weight: bold&quot;&gt;QUOTE:&lt;/div&gt;&lt;div class=&quot;altbg2&quot; style=&quot;margin: 2em; margin-top: ', '短评打分': 5}
{'短评内容': '喜欢就是喜欢. 留下了美好的回忆', '短评打分': 5}
{'短评内容': '四星级的收费，三星级的环境，二星级的硬件，一星级的服务。到目前为止通过亿龙预定酒店中最差的一家，Check-in和Check-out的时间都需要超过半个小时。唯一值得安慰的是，虽然我花费了不少时间，但是遗失在房间的充电器最终取回。', '短评打分': 3}
{'短评内容': '房间设施太老！', '短评打分': 3}
{'短评内容': '除了收费，其他都不象四星级酒店。', '短评打分': 3}
