{'短评内容': '相对于价格来说，各方面都很好。', '短评打分': 3}
{'短评内容': '房间太小，不过外面风景还不错，去火车站有公交', '短评打分': 5}
{'短评内容': '住的特价房房间有点小，不过酒店挺大挺干净的，离汽车站和火车站都很近，离拙政园和观前街也就三四个站，位置不错。', '短评打分': 5}
{'短评内容': '条件差', '短评打分': 5}
{'短评内容': '+满意', '短评打分': 5}
{'短评内容': '第一次入住，环境还好，住在530房间，就是太不隔音，闹的很，影响休息。', '短评打分': 1}
{'短评内容': '这家店比较安静，附近的配套设施还好，交通很方便，距离火车站很近，楼下就是餐厅，方便用餐。', '短评打分': 5}
{'短评内容': '千万不要住这里的特价房！前台小姐只是说特价房面积小床也小一点，但实际上是房间里非常破落：墙面都裂开了，墙角的漆和水泥大面积脱落掉了，墙裙脚的木也剥落了；整个房间里一个抽屉一个小柜都没有；洗手间的门一打开就顶住洗手台人不能过去，必须闪到角落里才能把门关上，才能站在洗手台前洗手......酒店位置也不好，附件很冷清，没什么吃饭的地方，连稍微大一的士多都没有，很不方便。', '短评打分': 1}
{'短评内容': '已入住', '短评打分': 5}
{'短评内容': '交通方便，服务卫生各方面都很满意，下次还会选择。', '短评打分': 5}
{'短评内容': '一直认为莫泰168还是比较不错的，之前在宁波住过，但这家完全是两个档次。被套枕巾没有换，明显不干净。上网也不行，我住的是商务大床房8575。服务员也没提前告知，反找各种理由。总体感觉很差。', '短评打分': 1}
{'短评内容': '优点：交通便利，到火车苏州站也就十来分钟，且基本上到苏州各个景点的公交车都有经过这里；前台和客房服务都还不错； \r\n缺点：最近的用餐地点只有美林和新岛咖啡两家；入住时刚好碰上酒店在装修，因此有点吵；房间较小，不太隔音，家具设施相对老旧，卫生及舒适度一般吧！', '短评打分': 3}
{'短评内容': '还行，离火车站及各景点都很近，交通也方便。', '短评打分': 3}
{'短评内容': '    地理位置很好，紧邻护城河。火车站、汽车北站、拙政园、狮子林很近。方便！\r\n    其他还可以，但是盥洗池的水龙头冷热水是分开的（分别由不同的龙头开关），很不方便。有些落后了。\r\n    宽带不宽，网速慢。\r\n    特价房，将就一下了，呵呵！', '短评打分': 5}
{'短评内容': '酒店有点旧了，住的不怎么舒服了。苏州市民很不好，人力三轮还说假话。印象不好', '短评打分': 3}
{'短评内容': '就是离火车站近，其它的都一般，早餐特差，还有一个看门的像看管犯人一样的', '短评打分': 1}
{'短评内容': '前台效率有点低，服务态度还行，空调设备陈旧，还掉黑灰，早点不免丰富', '短评打分': 3}
{'短评内容': '酒店位置挺好，交通也很方便，离拙政园、狮子林只有2站，离观前街3站，去、寒山寺等地方都有直达公交车。只是临近的餐馆（美林阁）服务、卫生水平较差，宾馆赠送的早餐是在那吃的，早餐还可以。但是，有天去吃晚饭，先是服务员说上菜至少要半个小时，其实那时人并不多，感觉就不太好。菜上来才吃几口，竟然发现那个粉蒸排骨里有一只蟑螂，恶心得直吐，而且最后只肯给餐费打九折，我拍了照片可惜这里发不了。以后每天在那吃早餐都', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '酒店离火车站和汽车站很近，交通方便。到市内景点有公交直达，房间不大，但比较温馨。总之比较满意。', '短评打分': 5}
{'短评内容': '国庆江南行，住了5个地方的酒店，狂赞苏州莫泰！\r\n交通很便捷，护城河边上，离火车站和汽车站都很近，只是没想到火车站南广场正在翻修，从北广场绕过去稍微有点远。附近公交站点很多，到各大旅游景区的车次都有。\r\n房间很赞，订的家庭房，没想到还是套间形式的，里面一间是大床，外面小床，连着门廊，房间很宽敞，而且里外屋各有一个电视！\r\n如果非得挑挑毛病的话，就是莫泰一如既往的袖珍洗手间，浴房、马桶和洗脸盆位置很', '短评打分': 5}
{'短评内容': '已经是第三次住这里了。从火车站坐车过来几分钟的路程，周边环境不错，房间舒适卫生，安静。', '短评打分': 5}
{'短评内容': '总体感觉不错，住着挺舒服的，卫生也很好。。。。。。。', '短评打分': 5}
{'短评内容': '地理位置非常好,就在汽车北站对面.离拙政园也才两站地.', '短评打分': 5}
{'短评内容': '房间整体来讲还行，离火车站、景点都还近，比较方便。', '短评打分': 5}
{'短评内容': '优点：交通便利，到火车苏州站也就十来分钟，且基本上到苏州各个景点的公交车都有经过这里；前台和客房服务都还不错；\r\n缺点：最近的用餐地点只有美林和新岛咖啡两家；入住时刚好碰上酒店在装修，因此有点吵；房间较小，不太隔音，家具设施相对老旧，卫生及舒适度一般吧！', '短评打分': 5}
{'短评内容': '没有想像中好，房间很小，跟如家差不多，距离景点稍远，楼下过车很吵，228的大床房，不太划算。', '短评打分': 5}
{'短评内容': '酒店干净 离景区不远 服务态度有待改进', '短评打分': 5}
{'短评内容': '    不错的店，位置也比较理想，经常介绍给朋友。', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '位置还不错, 但是就是房间太小了点, 还没有早餐...', '短评打分': 1}
{'短评内容': '已住宿', '短评打分': 5}
{'短评内容': '酒店还可以 位置不错 就是屋子里有点发霉的味道。', '短评打分': 3}
{'短评内容': '装修后好多了。就是前台的女服务员态度要好一点。接轨要接轨', '短评打分': 3}
{'短评内容': '+房间有点闷，其他还行', '短评打分': 5}
{'短评内容': '前台慢，空调冒黑烟，位置交通方便、吃不方便', '短评打分': 5}
{'短评内容': '重新整修过。现在比以前好多了。六楼确实舒适。', '短评打分': 3}
{'短评内容': '重新整修过。现在比以前好多了。六楼确实舒适。', '短评打分': 5}
{'短评内容': '交通很方便，酒店附近很多公车站，晚上出门还可以夜游运河，风景很好。就是浴室小了点。', '短评打分': 5}
{'短评内容': '经济 实惠 方便\r\n经济 实惠 方便\r\n经济 实惠 方便\r\n经济 实惠 方便\r\n经济 实惠 方便\r\n经济 实惠 方便\r\n经济 实惠 方便', '短评打分': 5}
{'短评内容': '电视的颜色不正。 美林阁餐厅应该再多配备些茶壶，免得服务员来回倒水太忙。', '短评打分': 5}
{'短评内容': '+服务环境都很好，交通方便，以后还会光顾', '短评打分': 5}
{'短评内容': '很好感谢!', '短评打分': 5}
{'短评内容': '位置很好，交通便利，打车去观前只要10块钱。价格比较合理。', '短评打分': 3}
{'短评内容': '交通便利，有一面房间临工地', '短评打分': 5}
{'短评内容': '+房间有点小。但是比较周围方便。也很干净', '短评打分': 5}
{'短评内容': '+内容', '短评打分': 5}
{'短评内容': '+定房成功，方便、快捷、好找', '短评打分': 5}
{'短评内容': '房间很宽敞，很干净。', '短评打分': 5}
{'短评内容': '非常不错', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '我在苏州莫泰168住了两个晚上，房间干净，温馨，舒适！', '短评打分': 3}
{'短评内容': '+条件地理还好，房间里有异味。', '短评打分': 5}
{'短评内容': '酒店还好。', '短评打分': 5}
{'短评内容': '唯一感到不足的是，因为旅游团体较多，自助早餐，得不到及时的供应，一般要八点以后才可能恢复正常，9月9日，我要赶火车，旅游团把早餐“一扫而空”，我就吃几片干面包、稀饭、简单的咸菜……餐费一律15元。', '短评打分': 5}
{'短评内容': '很干净的酒店，前台服务也很好，而且地点也不错，就是不太好打车。下次去还会住这一家的', '短评打分': 5}
{'短评内容': '不错，楼后一条河！', '短评打分': 5}
{'短评内容': '房间干净，设备全！', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '还不错 住的吃的都很好 就是可惜现在苏州火车站修新的了 地理位置没以前优越了', '短评打分': 5}
{'短评内容': '住宿还可以，就是周围饭店不多，吃饭比较麻烦', '短评打分': 5}
{'短评内容': '经济，实惠，如果你是学生，很合算的，交通非常便利，门口直接去苏州乐园', '短评打分': 5}
{'短评内容': '这家酒店的位置超好，离火车站、汽车站都很近，步行都可。性价比高，设施一般。', '短评打分': 5}
{'短评内容': '预定的是双床房，前台却给安排的是大床房，打电话要求换房，答应给我换成双床房，因为太晚了我也没换，希望下次工作能热真点。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '   还算很整洁，外面风景不错，就是房间太小了点', '短评打分': 5}
{'短评内容': '就是房间太镹    我后悔了呢  真的好后悔    便宜啊\r\n', '短评打分': 1}
{'短评内容': '环境不错，性价比高，步行离火车站有点远，其他还好', '短评打分': 5}
{'短评内容': '不错的酒店，就是离火车站汽车站都非常近，交通方便，就是饮用水方面的服务有待提高，建议房间配备饮水机', '短评打分': 5}
{'短评内容': '中规中矩，打车很快就到，但是住的时候空调一直滴水', '短评打分': 5}
{'短评内容': '干净，卫生，服务 就勉强了 ~  但是总体 性价比  不错哦~', '短评打分': 3}
{'短评内容': '感觉服务不好，让来弄宽带等了的有两个小时\r\n', '短评打分': 3}
{'短评内容': '我们公司的客人基本上都住这个酒店，实惠，离火车站近。', '短评打分': 3}
{'短评内容': '住了好几次了，挺实惠的。楼下就有美灵阁餐厅，又靠近火车站。就是目前火车南出口装修封闭，离北站有一点距离。', '短评打分': 5}
{'短评内容': '莫泰168店住宿条件优雅，环境好。', '短评打分': 5}
{'短评内容': '位置不错，服务态度很好。距离拙政园和狮子林特别近。距离火车站不像想象的那么好走。', '短评打分': 5}
{'短评内容': '位置不错，去山塘街、拙政园、博物錧都不远，打车就起步价。酒店工作人员态度非常好，我们包车去同里时，还主动帮我们和司机沟通。', '短评打分': 5}
{'短评内容': '离火车站很近,但是由于苏州火车站最近在大修,走路到公交车和出租车停靠点要很久,到酒店时快累摊了.酒店正对着一条河,也不知道是什么河,景色还行,但是那味道……卫生还是很不错的，距离拙政园和狮子林也比较近，但是附近的餐饮和娱乐服务比较少，这点不太方便，但是这个价钱这种条件已经很不错了，性价比高啊……', '短评打分': 5}
{'短评内容': '莫泰168卫生不错', '短评打分': 5}
{'短评内容': '酒店还是比较大，在地图上看距离火车站多近的，但走路过去的话，还是挺远的', '短评打分': 5}
{'短评内容': '离火车站汽车站很近，还挺实惠的，离虎丘，拙政园也很近哦', '短评打分': 5}
{'短评内容': '店里面的服务实在不怎么样，要两间房子，竟然要隔着两条走廊，跟服务员理论，她说反正没有房间了，提前十几天订的房间竟然没有，实在说不过去，而且早餐不送，每位要十五元，难吃的要死，以后是不会再住这家了', '短评打分': 1}
{'短评内容': '房间小，但是很干净，主要是位置很好，一大早去坐火车的话非常方便\r\n楼下不太好买到日用品，吃的也比较少', '短评打分': 5}
{'短评内容': '位置很好，但是购物什么的不是很方便。晚上想吃点什么，要走很久的！', '短评打分': 3}
{'短评内容': '不错 离火车站很近的 到园林也近 有公交车 就是早餐比较恶心 还要15块一位 建议早餐出去吃好了', '短评打分': 5}
{'短评内容': '  客房卫生相当不好！', '短评打分': 5}
{'短评内容': '  很棒！\r\n  交通真的很便利，离火车站近，到哪里的车都有。狮子林拙政园就在附近，步行过去不过十来分钟。\r\n酒店设施和服务都很到位，很干净，很舒适。特别要提一下的是，酒店的电梯需要刷房卡才能启动，安全性得到了很大的保证，又可以避免被骚扰，很人性化。这还是我们入住期间改进的，不得不说酒店越来越为客人在着想。\r\n  不足的是我们住的几天，一大早后面就在施工！~很吵，但是经过酒店协商~这种情况还是得到', '短评打分': 5}
{'短评内容': '还可以啦。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '爽\r\n', '短评打分': 5}
{'短评内容': '房间好,服务好,性价比不错,值得推荐!', '短评打分': 5}
{'短评内容': '不错的莫泰。', '短评打分': 3}
{'短评内容': '房间有点小，地理位置还可以离火车站很近！', '短评打分': 5}
{'短评内容': '房间靠近马路边的太吵了～ ', '短评打分': 1}
{'短评内容': '还是依然不错，本来是为了离开火车站近一些。但是最近新车站刚刚弄好，南广场关了，北广场得点路，还得打车去了。', '短评打分': 5}
{'短评内容': '感觉很不好  让服务员来调试宽带 一直让我打一个电话 还一直占线 后来又告诉我网管下班了！真是让人气愤。 后来又打电话去才找人来修，态度也不好。感觉跟欠他似的，受不了。下次不会再住了', '短评打分': 1}
{'短评内容': '房间有点陈旧，半夜网线还不好用，不过服务员即使帮忙更换房间，还不错！', '短评打分': 5}
{'短评内容': '介绍说火车站步行七百米到，结果一个小时最后打车才到（近期苏州火车站改造，另外苏州打车很不好打，需要固定位置才能打到）。酒店有蚊子，临街比较吵。', '短评打分': 1}
{'短评内容': '还可以！', '短评打分': 5}
{'短评内容': '房间的隔音效果不好，空调噪音太大，离超市稍微远，买东西不太方便。但总体上来说，还好。', '短评打分': 5}
{'短评内容': '服务员太……烦死！态度呀，纠结！当然只是其中一个而已.', '短评打分': 5}
{'短评内容': '第一次入住的是158特价房，房间一般，但酒店对面有条河，沿岸都青青的柳树，晚饭后可以去散散步，环境不错。交通很方便，公交，出租都很好坐，离主要景点和火车站都很近，只是周围吃饭的地方不多，虽然有家咖啡厅，但东西不好吃。总的说性价比很不错，强力推荐！下次还会来住！', '短评打分': 5}
{'短评内容': '干净 安静 不错 会向朋友推荐', '短评打分': 5}
{'短评内容': '就有两点不满意，1.早上洗澡居然没热水，2.旅游团太多，上午8点去吃早餐已经没什么吃的了。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '非常舒适', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '性价比不错，位置好，方便，不过酒店有点旧了。总体还是可以的。只是没有什么特色和值得愉悦的地方，楼下的美林阁相当不错。', '短评打分': 1}
{'短评内容': '旁边的美林阁早餐很不错，物超所值~~', '短评打分': 3}
{'短评内容': '厕所的水压有点偏低，还有就是标间双人的那种床小了一点', '短评打分': 5}
{'短评内容': '房间通风不好，夏季蚊子比较多。', '短评打分': 1}
{'短评内容': '位置不错，火车站很近，但房间隔音太差，说话声都听得见。楼道里早晨很吵。', '短评打分': 1}
{'短评内容': '大床间面积太小，没有什么设施', '短评打分': 5}
{'短评内容': '总体还可以', '短评打分': 5}
{'短评内容': '我是傍晚18时后到前台的，一位年轻男性接待员服务态度太差。\r\n临街的房间太吵了，窗户隔音很一般。\r\n洗澡间的下水太慢，我冲凉没几分钟水都浴房外面了。\r\n前台入住、结账的速度都很慢！', '短评打分': 5}
{'短评内容': '酒店总体性价比良好，酒店服务员的态度有待提高', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '莫泰地方不错，距离火车站，市中心都比较近，就是正在装修，从前台和入住的地方进入的门不一样，麻烦', '短评打分': 5}
{'短评内容': '感觉太旧了，东西脏呼呼的', '短评打分': 3}
{'短评内容': '离火车站近,装修有点破旧,后面是工地,但也不吵,可以存包,总体还行', '短评打分': 5}
{'短评内容': '距离火车站，拙政园，狮子林和观前街都很近，很方便。酒店旁边的美林阁的饮食也不错。', '短评打分': 5}
{'短评内容': '离火车站、观前街及各个景点都很近，房间很大，不错！', '短评打分': 5}
{'短评内容': '位置还好，空间一般，总体尚可。', '短评打分': 3}
{'短评内容': '毛巾都有点破了  ', '短评打分': 5}
{'短评内容': '房间里面有一股霉味，好像是因为漏水的关系，热水很慢', '短评打分': 1}
{'短评内容': '不怎么样', '短评打分': 1}
{'短评内容': '离火车站很紧，交通便利。但是房间比较小。', '短评打分': 3}
{'短评内容': '还行    就是苏州的交通太垃圾了      不是酒店的原因', '短评打分': 5}
{'短评内容': '在苏州转乘，就在火车站附近定的莫泰，第一次住莫泰，地理位置好，离火车站很近。但是遗憾的是房间比较紧凑。总体评价 还算可以。', '短评打分': 1}
{'短评内容': '以前住感觉还不错，这次感觉太差了，蚊子多，房间因为装修味道重，换了房间竟然打不开门，打前台电话，服务员十多分钟后才来，一句道歉的话也没有，问为什么这么慢，就来一句三百多间房就我一个人，我也没办法。入住，退房也是，前台服务员人少，需要排队，服务态度也不是很好。', '短评打分': 1}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '还不错，特别是餐厅，很满意。值得推荐！', '短评打分': 5}
{'短评内容': '位置非常好，对乘火车或长途汽车的人来说走过去很近。性价比也不错，会员还有早餐。', '短评打分': 5}
{'短评内容': '下回来还住他家', '短评打分': 5}
{'短评内容': '位置不错，走不远就有一个小吃店~不过去火车站要走一段时间，行李多的话有些累。', '短评打分': 5}
{'短评内容': '没有想象中的好', '短评打分': 1}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': 'hao  hao aho ', '短评打分': 5}
{'短评内容': '居住还算舒服，就是后面好像在搞建设，早上会有些噪声^_^', '短评打分': 5}
{'短评内容': '地方挺好的，离市中心比较近，挺推荐的', '短评打分': 5}
{'短评内容': '酒店隔音非常差，夜里基本睡不着，设施一般，空调属于室内装饰品。', '短评打分': 1}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '目前附近修地铁打的不好打。其余还不错。', '短评打分': 5}
{'短评内容': '房型很差，正在装修，有点乱。', '短评打分': 1}
{'短评内容': '打出租车比较麻烦，要走出路口才有车，要提前准备。', '短评打分': 3}
{'短评内容': '总体一般', '短评打分': 5}
{'短评内容': '有些旧，地毯有点渗水，房间小点', '短评打分': 5}
{'短评内容': '很干净，床也很舒服。', '短评打分': 5}
{'短评内容': '离车站较近，近期酒店在装修，有点不方便。', '短评打分': 5}
{'短评内容': '感觉很不错，交通方便，离旅游景区也非常的近。对酒店内部设施和服务态度都很满意~~', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '性价比较高，环境也不错，下次还会入住', '短评打分': 3}
{'短评内容': '环境不错，大堂与住宿的地方有些远，还要出门，冬天有些冷', '短评打分': 5}
{'短评内容': '位置好，距火车站很近，离拙政圆也不远，公交极方便。\n\n设施一般，虽然是新装修，但室内东西太旧。\n\n服务态度可以，不过效率太低，经常排队。\n\n价格不贵，楼下餐厅早餐不好，但点菜不错。', '短评打分': 5}
{'短评内容': '闹中取静，位置还不错，去汽车站、火车站都比较方便，138的房间性价比还可以。就是设施有些陈旧了', '短评打分': 5}
{'短评内容': '没见过这么破的，水龙头还是原始的，热水凉水要分别开，房间家具那么旧，两个正常的带抽屉的桌子都没有，地毯特脏，卫生间里连挂卫生纸的地方都没有。一个字差，两个字很差，三个字非常差。', '短评打分': 1}
{'短评内容': 'dfhf dg dg dsgd dsr twe er dfg', '短评打分': 5}
{'短评内容': '说实在的，这边很吵很吵。很客气而且极有礼貌的请前台帮忙买个避孕药竟然被一口拒绝了！另外，看上去比较的旧。', '短评打分': 1}
{'短评内容': 'near to railway station', '短评打分': 5}
{'短评内容': '靠近火车站及汽车站，位置还好，服务也可以。', '短评打分': 3}
{'短评内容': '整体还OK，性价比比较高，就是空调声音有点大。', '短评打分': 5}
{'短评内容': '离火车站近，出行较方便。', '短评打分': 3}
{'短评内容': '位置交通方便，还不错', '短评打分': 5}
{'短评内容': '莫泰的标准配置，就是周边可玩的地方太少，只能打车走，去火车站和汽车站都需要走一段距离。', '短评打分': 5}
{'短评内容': '标间房间不错 床有点小 最重要的是隔音太差 其他服务不错 还能在新岛咖啡吃饭打折', '短评打分': 5}
{'短评内容': '位置不错，交通非常方便，特适合自驾游入住。房间很安静，性价比较高。', '短评打分': 5}
{'短评内容': '還可以吧，床好小噢', '短评打分': 1}
{'短评内容': '酒店正在装潢。卫生比较一般，这个价格，也还算可以了。', '短评打分': 5}
{'短评内容': '总体还不错，位置也不错，还算干净！一般般吧！', '短评打分': 5}
{'短评内容': '离拙政园较近，离火车站一千五百到两千米的路，位置还好。设施就不说了，莫泰都一样的，各方面不错了。', '短评打分': 5}
{'短评内容': '空调像拖拉机啊，价格高的房间倒是还可以，138的就不行了', '短评打分': 5}
{'短评内容': '位置非常好，交通方便，离汽车站和火车站都非常近，但舒适度一般', '短评打分': 5}
{'短评内容': '在网上预订的，使用了消费券，特价房周五周六要比其他时间贵30元。房间很大，卫生间很小。房子中间有一根立柱，很讨厌，看电视时要偏在床的另一边才能看到，下次预订时要问清楚。从来没见过酒店有这么小的卫生间，卫生间门是向里开的，要把门关上才能洗漱，很不方便。网速很快。很安静。门口有公交站去步行街很方便，走路也就十几分钟。要是房间没有立柱，卫生间再在一些，还是可以考虑入住的。', '短评打分': 5}
{'短评内容': '服务有待改善，周边交通稍差，其他都不错', '短评打分': 5}
{'短评内容': '总的说来还不错', '短评打分': 5}
{'短评内容': '卫生间开门关门很不方便，我预定的大床房看不出哪里大，毛巾是破的，冬天没有吹风机的，洗了头没办法干。', '短评打分': 1}
{'短评内容': '房间的装修不好，设施很陈旧，卫生一般，位置靠近火车站，位置有点偏，打车也不方便，没体会到有什么服务，整体感觉挺一般的', '短评打分': 3}
{'短评内容': '酒店的位置不错，就在市中心，出行还是非常方便的，房间的设施很陈旧，卫生还行，服务还不错，整体感觉这家酒店的性价比是比较一般的', '短评打分': 3}
{'短评内容': '离火车站比较近，房间不大，还算干净。', '短评打分': 5}
{'短评内容': '在蘇州古城內，很方便，可以步行到幾個園林，坐公交和到火車站很方便。', '短评打分': 5}
{'短评内容': '干净卫生，用餐方便。', '短评打分': 5}
{'短评内容': '酒店当时在搞活动，价位不错，到景点交通方便，也比较安静', '短评打分': 5}
{'短评内容': '交通还比较方便', '短评打分': 5}
{'短评内容': '位置不错,自驾游的话停车也方便.', '短评打分': 5}
{'短评内容': '我去住的那几天，刚好旁边的工地正在搭棚，早上6点不到就开工。咕咚咕咚的，睡不好觉。估计至少都要一年才会盖好。而且交通非常不方便，打的一定要走出街道，至少要走800米。', '短评打分': 1}
{'短评内容': '感觉还可以,便宜,', '短评打分': 5}
{'短评内容': '总体感觉很好，尤其服务比较好！', '短评打分': 5}
{'短评内容': '整洁，实惠的一个不错的宾馆。性价比好，客人已住了两次了。', '短评打分': 5}
{'短评内容': '位置还行，但是整体设施和舒适度不怎么样', '短评打分': 1}
{'短评内容': '住过了很多莫泰的酒店的特价房，就这家设施最差了，感觉不比一般好点旅馆好到哪里去。', '短评打分': 1}
{'短评内容': '酒店的问题是房间的装修太陈旧，在房间里的墙壁，涂料变色，露出不同的痕迹，特别是房屋的烟的味道太浓，开了一天的窗户都没法消除，整体看起来陈旧，卫生特别是房间的设施也不行，颜色暗淡感觉灰暗', '短评打分': 1}
{'短评内容': '气味较差', '短评打分': 3}
{'短评内容': '气味较差', '短评打分': 5}
{'短评内容': '环境不太好.卫生还可以,很干净,设施完善,地理位置交通很方便,服务很好,性价比不错的酒店', '短评打分': 3}
{'短评内容': '酒店各个方面我比较满意的，环境不错，位置也方便，就是价格有点贵', '短评打分': 3}
{'短评内容': '房间的格局不太好,住着还可以,服务很好热情周到,卫生很干净,地理位置交通方便,性价比不错的酒店,设施也很完善', '短评打分': 3}
{'短评内容': '床有点小，还算比较干净的，卫生和设施都还是不错的，酒店的服务也还可以，我觉得这家酒店性价比还是比较高的 值得推荐', '短评打分': 3}
{'短评内容': '真的不错，就是进去之后感觉地板有点臊味', '短评打分': 5}
{'短评内容': '有烟味，床小，墙面脏，感觉不好。', '短评打分': 1}
{'短评内容': '临街的房间，声音很大，早餐质量不好', '短评打分': 1}
{'短评内容': '本人于2009年9月13日入住430房。 到了房间一看， 墙面和房顶上污迹斑斑, 散发出发霉的味道。 前台服务人员态度恶劣，冷漠。', '短评打分': 1}
{'短评内容': '也就是个近，其它都一般。', '短评打分': 5}
{'短评内容': '房间临街的隔音太差。', '短评打分': 1}
{'短评内容': '整体感觉都很一般,交通方面还比较方便,就是前台服务态度不太好,一点都不专心,我还是更喜欢格林豪泰那家酒店.', '短评打分': 3}
{'短评内容': '标准间网上说是24平米，实际根本没有，房间有点小。交通不错', '短评打分': 1}
{'短评内容': '离火车站近，性价比一般吧', '短评打分': 1}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '酒店的设施比较陈旧了，服务卫生都不错的，酒店的位置不错的，出行很方便的，酒店的价格还可以的。', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都一般的，酒店的位置以及交通都很好的，酒店的价格还可以的。', '短评打分': 5}
{'短评内容': '酒店有些老旧,房间有些小,位置比较好出行很方便,设施很一般,经济型酒店也就这样,性价比还凑合.', '短评打分': 1}
{'短评内容': '设施', '短评打分': 1}
{'短评内容': '酒店各方面都比较一般化,硬件条件差了点,还是可以勉强接受吧,不过还是建议比较多比较.', '短评打分': 1}
{'短评内容': '性价比还可以，房间比较干净，设施有点差，酒店服务员的态度特别好，就是稍微少了点', '短评打分': 5}
{'短评内容': '房间面积小了点,不过里面的设计布局还是挺合理的,蛮干净舒适的,价格也挺便宜的.', '短评打分': 5}
{'短评内容': '酒店离火车站有点远，但是硬件条件还是不错的，感觉挺好的。', '短评打分': 5}
{'短评内容': '我们在网上预定了138元的特价“豪华大床房”，一入住就晕了，小到不行，一进门几乎就是床，而且当天晚上好像还有个旅游团同住一个楼层，我是北方人，很不习惯南方人说话，无论男女聊天听着像吵架一样，大嗓门，真受不了，他们打牌聊天聊了半宿，我的天，根本没法睡。只有前台大堂看着还凑合，下次去苏州打死也不住那了', '短评打分': 1}
{'短评内容': '酒店的整体感觉都很好,服务以及卫生都不错的,酒店的价格也很优惠,性价比不错的酒店', '短评打分': 5}
{'短评内容': '当时住的是特价房间空间有点小，卫生条件也不好，位置在火车站附近，环境有点吵闹，以后会选择靠市中心的酒店', '短评打分': 1}
{'短评内容': '价格便宜，环境舒适整洁，服务也热情周到', '短评打分': 5}
{'短评内容': '老公一个劲抱怨床睡得很不舒服，服务也不好～  唯一好的是离车站很近', '短评打分': 1}
{'短评内容': '每次不管去哪只要是有莫泰的地方都会选择莫泰酒店,各方面都十分满意,但是就是市区内的店价格稍高一些,要是所有店统一价格就好了', '短评打分': 5}
{'短评内容': '酒店的位置挺好的，交通很方便，酒店的服务周到，卫生条件也不错', '短评打分': 5}
{'短评内容': '就是住的房间有点小，别的都还不错，价格经济，地段方便', '短评打分': 5}
{'短评内容': '酒店虽然服务和硬件设施都比较一般，不过挺干净的，而且位置也不错，交通便利，价格适中。', '短评打分': 5}
{'短评内容': '当时给安排的房间空调坏了，我让服务员给调换，他们说没房间不给换，其实应该是有房间的，我在酒店呆了几个小时下午就退房了，酒店的位置还是挺方便的', '短评打分': 1}
{'短评内容': '酒店的设施很好，装修的不错，环境也不错，我很喜欢', '短评打分': 5}
{'短评内容': '除了位置不错,其它方面都很一般了.', '短评打分': 1}
{'短评内容': '卫生环境不错,服务也行,位置也很好,出行很方便,就是别的单位的协议价比我们预定的价格低,心里有点不舒服', '短评打分': 5}
{'短评内容': '酒店房间里的一些设备是坏的,而且一些生活的日常用品也该换,还有前台处理问题时太慢,但是酒店很明显,很好近,靠近火车,价格也蛮优惠的', '短评打分': 5}
{'短评内容': '設備較為老舊', '短评打分': 5}
{'短评内容': '酒店位置非常好，离火车站近，而且离狮子园，拙政园等景区也很近，环境服务也不错，整体来说都挺好的。', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '酒店的设施比较陈旧，服务也很一般，位置也不是很方便，不值得推荐', '短评打分': 1}
{'短评内容': '酒店的环境设施都很好也很舒适的酒店.', '短评打分': 5}
{'短评内容': '酒店的服务卫生都还可以,价格还是满实惠的,房间的布置啊设施啊方面没有观前街哪家好.整体来说还算可以吧.', '短评打分': 5}
{'短评内容': '房间里的桌子上都是灰尘，服务也不行，不过酒店里长途汽车站，火车站都不算太远。', '短评打分': 1}
{'短评内容': '酒店的设施不是很好卫生也很一般卫生间有坏掉不好用, 酒店房间不隔音非常吵.', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '方便舒适，，这个价位的酒店。莫泰还是做得不错！', '短评打分': 5}
{'短评内容': '没有上海的莫泰房间好，但总体价格还可以', '短评打分': 3}
{'短评内容': '大床间房间太小。', '短评打分': 5}
{'短评内容': '不提供早餐', '短评打分': 3}
{'短评内容': '隔音效果超差，过道上的声音响得要命，搞得我一个晚上没有睡好觉，设计上明显的缺陷。。。。', '短评打分': 3}
{'短评内容': '很干净，很安静，就是房间小了些！', '短评打分': 5}
