{'descr': '一如既往，感觉不错满意', 'star': 5}
{'descr': '这家酒店舒适度很好，卫生很好，酒店不大我们住在后面来回走有些不方便，位置说是东门可是下了地铁找了半天走了有一里地路才找到。', 'star': 3}
{'descr': '性价比还不错', 'star': 5}
{'descr': '位置很好，这边交通很方便，房间的卫生和设施也都还不错，服务也还算周到热情我觉得这是一家性价比较高的酒店，整体感觉还是值得推荐的。', 'star': 3}
{'descr': '如家天坛店感觉很好，一看就是直营店。卫生、设施、服务都不错。我的相机充电器的插头是粗的，房间墙上的电源插不进去，没想到服务台为顾客预备了插排。想舒服点在床上上网，服务台还备有长网线。\r\n房间里有暖气，还有空调。服务员很认真敬业，每次出去回来后，都发现空调遥控器调回到25度，使我们不好意思再调高温了。其实25度足够用了。\r\n一楼的早餐也不错，15元物有所值。商务大床非常舒服，大被软枕，灯光适宜，感觉', 'star': 5}
{'descr': '太吵', 'star': 3}
{'descr': '电梯实在恐怖.', 'star': 1}
{'descr': '位置非常好,离我办事的地方很近,而且价格也很合适,如果能含早餐就更好了,就是房间有点小,客房服务人员动作太了慢.', 'star': 3}
{'descr': '枕头太软了&#183; 服务非常好', 'star': 5}
{'descr': '就房间小点，走廊都挺长的\r\n', 'star': 3}
{'descr': '不错', 'star': 5}
{'descr': '位置还是不错的,离我想去玩的地方很近,卫生服务上做的也都很到位,就是房间有点小,其它的都可以.', 'star': 3}
{'descr': '如果选择，下次我还会选如家，挺不错，值得推荐', 'star': 5}
{'descr': '卫生不错，比较安静，交通也比较方便．就是卧室有点小．吃饭时候显得有点不方便．', 'star': 5}
{'descr': '离天坛东门稍微有点远，不过也还凑合，交通还算方便', 'star': 5}
{'descr': '以前也住过其他的如家，感觉还不错，不过天坛这个店的床不是特别舒服，而且我住了两天，中间还换过一次房间，第一个房间挨着餐厅，还有东西咬我，后来换了一个房间，还是挨咬，打了以后发现是蚊子，不过他们的服务是不错的，位置离我要去的地方比较近，所以如果还是在这个附近的话，还是可以考虑的。', 'star': 3}
{'descr': '我住的房间是没有窗户的,所以通风效果不是很好的,房间里的卫生打扫的还是蛮干净的,设施方面也比较齐全的.价格方面我觉得还是比较合适的.', 'star': 3}
{'descr': '感觉都不错，就是晚上车来车过的吵了一些，隔音在好些就更好了', 'star': 5}
{'descr': '酒店的卫生方面还不错,设施条件也比较齐全的,周边交通也蛮方便的,服务一般了,一点都不热情.价格方面还是比较合适的.', 'star': 3}
{'descr': '挺不错的,服务也很好,价格也很合理,餐厅还挺不错的,吃饭也很便宜,就是离地铁站有些远了,不过离车站还是挺近的,总体感觉还是挺不错的.', 'star': 3}
{'descr': '还好', 'star': 5}
{'descr': '酒店就是房间比较小，通风不好，不过很干净，服务也还不错，在天坛这个位置交通挺方便的。', 'star': 3}
{'descr': '在北京来说住这个价格算比较便宜了.而且房间里面很干净.不过当时住的标准B,窗户在屋顶,感觉通风不太好.', 'star': 3}
{'descr': '酒店服务很周到，卫生条件也不错，地理位置交通很方便，性价比很高值得推荐的一家酒店。', 'star': 3}
{'descr': '房间有些小,价位还是挺便宜的.地理位置也可以,早餐提供的不好,早餐太次了.设施和服务方面还是挺不错的.', 'star': 3}
{'descr': '酒店大堂或者房间里的卫生条件，设施，还有酒店里面服务人员态度都比较好。性价比比较高，下次朋友，家人有出行会推荐入住的。', 'star': 3}
{'descr': '酒店的位置对我来说挺方便的，硬件条件和环境对于这个价格来说还是很不错的，感觉挺好的。', 'star': 3}
{'descr': '说实话真的比较干净，在国内连锁酒店里应该是排到最前的\r\n不过也许是房屋改建的原因，走廊的动静比较大', 'star': 5}
{'descr': '可以说各方面都很令我满意，唯一的缺陷是不能提供预定车票服务。酒店提供了一个预定车票的联系电话，本人提前6天预订，结果都没有预定到，建议如家酒店不要再把这个预订车票的联系号码给住客了，免得耽误行程。', 'star': 5}
{'descr': '离地铁5号线天坛东门站比较近。', 'star': 5}
{'descr': '酒店的服务卫生以及设施都很好的，酒店的位置不错的，交通很方便的，性价比不错的酒店。', 'star': 3}
{'descr': '从酒店走路大概10分钟可以坐地铁，地铁旁边就是天坛公园，交通比较方便；酒店有些实习员工服务比较好，设施还可以，挺干净，但夏天感觉被子都有点潮；天窗只是装饰而已，并看不到天空的：）', 'star': 5}
{'descr': '酒店性价比还可以，位置比较方便，就是房间有没电脑', 'star': 5}
{'descr': '酒店性价比还可以，房间挺干净的，位置也不错，外出方便，就是设施差了点', 'star': 5}
