{'短评内容': '交通方便，值这个价', '短评打分': 4}
{'短评内容': '很好，方便 \n\n\n', '短评打分': 3}
{'短评内容': '觉得算是我在北京住的不错的酒店咯~比较安静，卫生还是很不错的！', '短评打分': 5}
{'短评内容': '入住很好', '短评打分': 3}
{'短评内容': '负责客房卫生的服务员应在问题发生时就应及时告知住客，给你提个醒，望能改进。', '短评打分': 5}
{'短评内容': '我一家人对此宾馆的服务态度比较满意，就是宾馆设施差了点，有机会还会去住。', '短评打分': 5}
{'短评内容': '宾馆条件差点，但服务态度还好，出行比较方便，周围购物也方便，有机会还会入住此宾馆。', '短评打分': 5}
{'短评内容': '干净、卫生、热情。 出行（无论乘车，还是坐地铁）非常方便。 附近居然还有早市，早上买点吃的很方便。父母每天都要去逛逛 ，买点水果什么的。下次还来你这里，不要涨价哟。', '短评打分': 5}
{'短评内容': '靠近东四，地理位置有优势，离地铁站很近，硬件确实旧很像以前的招待所，但还算干净，服务员小妹妹很不错，主动帮我拿行李。', '短评打分': 5}
{'短评内容': '服务卫生还可以  地理位置也比较好 就是140的房间好像没注明没有卫生间的 这个有点意味 建议把名字改成旅馆 比较合适', '短评打分': 5}
{'短评内容': '订的普通三人间，虽然价格便宜但环境不错，公共卫生间也还干净。24小时热水，沐浴间水很大很热，洗澡很方便，房间卫生每天都有人打扫，酒店位置也好，去那都方便，门口有多路公交，离地铁5号线也很近，酒店旁的一个早市很好，买什么都便宜，在酒店路口有一家叫茹果的餐厅又好吃，又便宜，我们三人早点12元以内解决，晚餐基本上一个肉、一个炒菜、一个汤50-60元解决，量多，基本吃不完，总之，下次去北京还会再去住的。如', '短评打分': 5}
{'短评内容': '虽然设施有点旧，但服务很好，交通方便，环境很好，闹市中的清幽之处，早餐也不错，性价比挺高。', '短评打分': 5}
{'短评内容': '已经入住5天，感觉很好，宾馆环境安静，很干净，服务人员很热情，服务到位，而且宾馆地处东城区，是北京的中心区域，交通很便利，宾馆提供早餐，很丰富，味道很好，隆福寺周边小吃很多，还有麦当劳，韩国八千里烤肉，北京卤煮--很好吃的，物美超市，早晨还有早市，水果价格很便宜，出门在外，这些是最好的！呵呵！从地铁5号线东四站下车，从D口出来，左拐，上天桥，看到隆福寺牌楼，从天桥左侧下来，沿隆福寺街直行，看到长虹', '短评打分': 5}
{'短评内容': '蛮不错的 房间舒服 也很安静 离王府井很近 闹中取静 价格公道', '短评打分': 5}
{'短评内容': '宾馆所在位置交通的确很方便，离地铁5号线东四出口近，出行方便。早上的自助早餐不错，服务周到，宾馆的管理方式不错，处处让人感觉是实在而温暖的，原打算住两日体验一下的，一住就住了八日，呵呵。\n会推荐给朋友，下次带家人来北京旅游还会考虑入住的。祝在这里工作的每一位职员幸福安康！\n', '短评打分': 5}
{'短评内容': '东四福苑宾馆靠近五号地铁东四站只有10分钟的路程出行很方便，宾馆卫生及服务挺不错的，有设餐厅收费比外面的餐馆便宜了许多且卫生有保障．宾馆旁边有个很大的早市，东西要比大商场便宜了快一半，总之觉得这次入住东四福苑宾馆一句话－值．', '短评打分': 5}
{'短评内容': '虽然距离故宫比较近，但是还是交通不是很方便，很难找。套件就是家属楼改造的，但是基本还算温馨，一家子比较好。服务员态度好算好。床单等不是很干净，经常有血点。早餐样式较少，主餐能吃饱。整体评价好。不能刷卡很不方便。', '短评打分': 5}
{'短评内容': '住过一次了，还不错位置很好交通方便！', '短评打分': 3}
{'短评内容': '给家人定的，去了离故宫 王府井都挺近，交通方便，宾馆里挺干净的', '短评打分': 5}
{'短评内容': '环境挺好,交通也比较方便.', '短评打分': 3}
{'短评内容': '服务很好服务很好服务很好服务很好服务很好服务很好服务很好', '短评打分': 5}
{'短评内容': '还算干净，也许是时间长了，厕所的墙面有点霉了，那里的早餐不错。街对面就是地铁很方便，有机会还会去的！', '短评打分': 5}
{'短评内容': '条件还是不错的，挺卫生的 含双早 地方有点难找', '短评打分': 5}
{'短评内容': '很安静，给家人订的三人间，房间很大。就是宾馆的位置可能不太好找，离景山、后海等景区都不远。', '短评打分': 5}
{'短评内容': '说实话，刚进去的时候感觉不太好，地方有些旧，也很难找。不过问过几个住客，都说出行还方便，便选了一件稍微好点的房，加了30元/天.\n总的来说还是很满意，早餐也很丰富，有问题也能很快解决。\n建议：前台和服务员在见到客人时应该主动打招呼，哪怕是一个微笑也会让客人感到温馨。\n有机会还会去住。', '短评打分': 5}
{'短评内容': '很好，在这个价位中各种条件非常满意，下次去北京还会入住的', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '地理位置非常好，出行交通很便利，住的是小标间，公共浴室，还算干净安静，每天会有人打扫房间，对住宿要求不是特别高的人还是不错的选择', '短评打分': 5}
{'短评内容': '不错，很干净', '短评打分': 3}
{'短评内容': '    我们入住的是大标间，在一楼，这个月份比较干燥，所以不潮，房间很干净，洗手间也没有异味，淋浴大喷头，带小林裕头，热水很充足；服务也不错，态度很端正，我们和服务员相处很随意，没有遇到不愉快；设施很齐全（相对于二星），我认为他们有条件评三星；行李可以免费寄存，只要当天取走就可以，我们最后一天就是一早退房，晚上去取的；还有外国人住那（真会找）。', '短评打分': 5}
{'短评内容': '地理位置好，价格便宜。', '短评打分': 3}
{'短评内容': '宾馆所在位置非常不错，交通很便利，旁边就是东四地铁站，前面大街上还有多路公交车直通王府井或故宫后门；环境安静，保证了睡眠质量；带自助早餐，品种丰富，还可以自己另付钱吃中餐和午餐；服务员态度不错，送热水上门，提供电吹风；房间宽敞整洁，卫生间干净；总体感觉挺好，并且已经推荐给了同事，同事这周去北京玩也订了该宾馆！', '短评打分': 5}
{'短评内容': '订得三人标间，有一张床就在阳台里，紧靠窗户，床上就铺了一个很薄的毯子，晚上睡觉很凉，不是很舒服，虽然距地铁站很近，但不太好找，确实很静。', '短评打分': 1}
{'短评内容': '离开地铁5号线东4站比较近。住的房间设施很简单。公用浴室。只收现金，不能刷卡。不过价格便宜。服务员态度还是很不错的。适合对价格敏感的自助游人士和背包客。', '短评打分': 1}
{'短评内容': '价格合理，位置方便，适合北京旅游的客人。进入房间我们仿佛回到20年前的招待所呵呵。虽然没有豪华的设备但最让我满意的是荞麦皮枕头，睡觉很安稳。', '短评打分': 5}
{'短评内容': '  酒店一般   当然价格比较实惠  但是设施比较陈旧   窗户很大  早餐还可以   不爽的是  快到点  服务员一直来催。。。', '短评打分': 3}
{'短评内容': '刚去的时候是不太好找，但是位置很好，去哪都方便，早上下面的早市还可以买到很多东西，我的房间在5楼空气好，总体很不错。', '短评打分': 5}
{'短评内容': '我们已入住,条件还不错卫生还可以', '短评打分': 3}
{'短评内容': '优点：周边很繁华，交通也方便（5号线地铁东四站B出口）。价格有点贵房间比较旧，电视也很小，住一楼蚊子也多。早餐不好， 对房间有讲究的慎选。', '短评打分': 5}
{'短评内容': '1\\服务很好,办好入住手续后会有楼层服务员来带你到房间\n2\\地理位置比较理想,出行方便\n3\\周边有很多小吃,方使品尝\n4\\离天安门算是比较近,打的在20元以内\n5\\酒店提供早上预定出租车服务,让我赶上了早上7点多的航班\n6\\房间很舒服,很干净,让出门在外的我觉得很温暖\n7\\服务不亚于连锁酒店', '短评打分': 5}
{'短评内容': '位置好,人和气', '短评打分': 3}
{'短评内容': '东四福苑宾馆我非常满意下次一定还来这里,房子阳光真好喜欢', '短评打分': 3}
{'短评内容': '宾馆挺环境挺干净的，而且早餐好吃，就是窗户上的纱窗和我们哈尔滨的有些不一样，窗户是向外开的，纱窗是在里面的，这样关窗户的时候纱窗上有蚊子就会跑到屋子里来，要回来的头一天晚上，打死了八只蚊子，结果晚上还是有，把我儿子的脸蛋和腿上亲了好几口，心疼。', '短评打分': 5}
{'短评内容': '接待服务还不错，但可能因为在北京湿度较高，空间空气流通不太好，另外有一天晚上刚好在冲凉时突然停电，所以希望硬件设置还有待改善……', '短评打分': 5}
{'短评内容': '交通方便，旺中带静，环境干净，服务员态度也不错', '短评打分': 3}
{'短评内容': '1.地点挺好，距离故宫，景山，王府井都近，周边挺安静。\n2.价格也实惠。\n3.酒店小巧精致，还有许多兰花。\n4.工作人员服务也挺好的。\n5.', '短评打分': 5}
{'短评内容': '经济型的,还好!有蚊子呀.\n服务态度蛮好的,\n地理置不错,离王府井较近,离故宫北门,景山公园,北海公园都挺近的.\n下次还选这里,适合二三线城市的工薪阶层  ', '短评打分': 5}
{'短评内容': '一切都很顺利。\n我打算今天还在这里吃晚饭，超好吃。\n这几天心里比较忐忑，但是一来这里住下来，就踏实了许多。毕竟太像自己家里了。呵呵，我是说我自己家里条件也不是太好啊。毕竟价钱在这儿摆着呢吧，位置又这么好。你要是去英国签证中心，也就是北京印那边儿，简直是太近了。\n我当时就是想住在这里，就预定下来了，没有想到去办签证会这么方便，这么近。 ', '短评打分': 5}
{'短评内容': '1、离东四地铁真的很近，出行方便，因为北京的出租车真的太差劲了--乘降点人多车少，大街上能停车的地方也很难打到车。2、酒店服务人员态度不错，卫生也还行酒店餐厅和超市都很平价。3、缺点：三人标间有一个床位居然在阳台的位置；真的有蚊子，第一晚没睡好哦。', '短评打分': 5}
{'短评内容': '不错，就是外面露出来的招牌有点吓人，其实院里的还是多正规的，很干净，安静，如果牌子再显眼一点的话，肯定价格翻翻了', '短评打分': 3}
{'短评内容': '宾馆所在位置交通的确很方便，离地铁5号线东四出口很近，出行很方便。宾馆员工的服务也很好，都会耐心回答客人的提问，尤其在问路线方面。下次还会住。', '短评打分': 5}
{'短评内容': '  酒店靠近商业区，逛街会友会很方便，也离机场不远，酒店房间前台服务还行，价格算是实惠了吧，外观来看，酒店的装修有种家的味道。', '短评打分': 5}
{'短评内容': '基本设施还可以，有吃有住。挺方便，就是价格偏贵点，希望可以优惠点。其它的就没什么了。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店交通方便，离故宫很近，条件还可以，这样的价位值得，以后到北京还会去，还有早餐吃，大厅还有茶喝，服务真周到，我建议大家都可以去体验一下。', '短评打分': 5}
{'短评内容': '酒店位置很好，安静卫生！工作人员服务态度灰常好，饭菜也是很不错的！而且离故宫很近，不行十分钟就到故宫神武门，很好的地方！', '短评打分': 5}
{'短评内容': '服务态度很好！很满意。', '短评打分': 3}
{'短评内容': '地点虽然方便，但是太不好找，头一次去一般找不到。而且房间特别潮，洗完衣服晾两天都不干。房间一股霉味。我看下回不来了。', '短评打分': 1}
{'短评内容': '网上标注与现实酒店不等，在网上订购的房间被告之相应房间图片并未刊登在网上。我们加了钱才入住的标间，不过服务态度挺好的...', '短评打分': 1}
{'短评内容': '一楼靠楼梯口的标准间感觉不是很好，有点潮味，后来服务生态度很好帮我换到了四楼，光线很好，还有可爱的绿植，特别满意。在一楼洗澡也是24小时热水，还可以，挺方便的。重点是在隆福寺附近，出去就是一个休闲广场，周围超多小吃！走路到地铁五号线也只要几分钟。交通超级方便，挺适合学生短期旅行，还有面试什么的住一下~', '短评打分': 5}
{'短评内容': '酒店位置好交通方便价格便宜实恵非常满意', '短评打分': 3}
{'短评内容': '交通很便利，价格也还合理，服务也还可以，就是设施太陈旧，一下子很难找到这个宾馆。注重宾馆档次的人不宜预定。总之说性价比还可以，比较实惠。', '短评打分': 5}
{'短评内容': '每次入住都是很满意。\n\n紧靠西四地铁站，位置极好，价格公道。初来会不太好找，那就问长虹影城，从影城西边向北直行就遇岔道口可看到。\n房子旧了点，但是空间蛮大的，该有的一样不少，而且也不会感觉没有面子。\n酒店服务员态度极好，跟在家里一样。院子里竟然有晾衣服的绳子，呵呵，这只有在呼伦贝尔的家庭旅馆里可以享受到。\n这次还发现这里的餐食经济实惠，美味可口。\n\n以后还要来。', '短评打分': 5}
{'短评内容': '每次入住都是很满意。\n\n紧靠西四地铁站，位置极好，价格公道。\n房子旧了点，但是空间蛮大的，该有的一样不少，而且也不会感觉没有面子。\n酒店服务员态度极好，跟在家里一样。院子里竟然有晾衣服的绳子，呵呵，这只有在呼伦贝尔的家庭旅馆里可以享受到。\n这次还发现这里的餐食经济实惠，美味可口。\n\n以后还要来。', '短评打分': 5}
{'短评内容': '每次入住都是很满意。\n\n位置极好，价格公道。\n房子旧了点，但是空间蛮大的，该有的一样不少，而且也不会感觉没有面子。\n酒店服务员态度极好，跟在家里一样。院子里竟然有晾衣服的绳子，呵呵，这只有在呼伦贝尔的家庭旅馆里可以享受到。\n这次还发现这里的餐食经济实惠，美味可口。\n\n以后还要来。', '短评打分': 5}
{'短评内容': '酒店人员的服务态度还是很好的，房间地板太旧了，还曾经修补过。（不知道为什么不全部修补好呢？）卫生间仅仅能站下一个人，真的名副其实的小标间，而且所有东西都小，洗脸盆、花洒、晾衣架什么的……最遗憾的是没有电梯，从楼梯走的时候，一股明显的异味扑鼻而来。最后才知道前厅和厨房有网络，可以免费上网。结账时居然发现该酒店还是两星级的宾馆，因此与它的星级相比，条件，尤其是硬件相差太多了。几乎所有涉及到硬件的地方都', '短评打分': 1}
{'短评内容': '不错呀！干净整洁！值得以后再去，不错呀！干净整洁！值得以后再去，不错呀！干净整洁！值得以后再去，不错呀！干净整洁！值得以后再去，不错呀！干净整洁！值得以后再去，不错呀！干净整洁！值得以后再去，不错呀！干净整洁！值得以后再去', '短评打分': 5}
{'短评内容': '很不错的，下次还会再来，离地铁站非常近，非常便捷，里面也挺温馨的，总而言之，就是一个好字，哈哈哈哈。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '这爱酒店外围虽然有些陈旧，但里面还是有家的感觉的，服务员非常的热情周到，帮忙提行李、还有赶紧打壶热水送到房间，旅途的劳累一下子烟消云散，心里感觉暖暖的，尤其是离王府井、地铁站超近，而且在夜市上淘到了好便宜的东东，很不错，只是时间住得短了些，下回北京深度游，还会住这里！', '短评打分': 5}
{'短评内容': '已经住进来了很满意', '短评打分': 3}
{'短评内容': '环境不错!', '短评打分': 3}
{'短评内容': '20号入住，直到28号退房，宾馆可能是稍有点显旧，环境很适合住，因为安静，不过我去旅行，但求实惠，俩人要一小标间，干净也住得舒服；交通方便，坐地铁坐公车都很快到达；宾馆人员的态度也很让人满意，有什么事其实商量商量都可以解决，没什么问题；总的来讲，很满意！如果有机会再去北京玩，我想我会优先考虑福苑的，希望福苑也能加强一下硬件的设施，总得与时俱进嘛！\nP.S.不设洗衣这服务一开始我还真不习惯，不过也没', '短评打分': 5}
{'短评内容': '中规中矩，基本可以。位置不错，服务不错，这样的价位在北京不容易了。就是不能刷卡感觉不方便。那里的免费早餐也可以，不是敷衍了事那种。', '短评打分': 5}
{'短评内容': '交通很便利，地铁东四站D出口左拐上天桥就能看到隆福寺街牌，旁边是哇哈哈大酒店。往隆福寺街内直走到底就看是东四福苑酒店。酒店餐厅饭菜味道很适合北方口味，挺好。服务员态度还算周到。大厅有WIFI无限网络，但房间只能用网线。周边有早市和小吃。总体评价适合旅游、休闲居住。', '短评打分': 5}
{'短评内容': '相当的好，特别的棒，你永恒的选择good goodgoodgoodgoodgoodgoodgoodgoodgood', '短评打分': 5}
{'短评内容': '交通方便，住宿环境一般，洗澡的地方不方便，没有梳子和毛巾，这方面应该提供给旅客。总体来说，还算可以。', '短评打分': 5}
{'短评内容': '还可以，服务态度好，就是夏天入住的话蚊子很多，受不了', '短评打分': 5}
{'短评内容': '交通很便利，地铁东四站D出口左拐上天桥就能看到隆福寺街牌，旁边是哇哈哈大酒店。往隆福寺街内直走到底就看是东四福苑酒店。酒店餐厅饭菜味道很适合北方口味，挺好。服务员态度还算周到。大厅有WIFI无限网络，但房间只能用网线。周边有早市和小吃。总体评价适合旅游、休闲居住。', '短评打分': 5}
{'短评内容': '在此宾馆住了四五天，还不错，下次去还会是首选！', '短评打分': 5}
{'短评内容': '怪了，好奇怪啊，怎么会这样呢，宾馆管理人员，看到这个，你懂的', '短评打分': 5}
{'短评内容': '标间就是和过去的招待所一样，淋浴间在一楼，很不方便！\n看看位置，性价比还可以！', '短评打分': 5}
{'短评内容': '很不错的一家宾馆，位于北京市中心地段，临近东西地铁口，（出地铁口面对的马路对面就是隆福寺街的大牌坊，沿着排放走进去，右转就到了），交通方便。院内有小型停车场，有早餐，吃完早餐，还能逛逛门口的早市。晚上可以去宾馆对面的隆福寺小吃店，或者地铁出口边上的麦当劳，或者隆福寺街口的台湾风味阿宗面线。我们住在四楼，所以不像前面客人评论的那么潮湿，确实是老房子，床单干净，楼下能晾晒衣服，不是插卡用电的，所以即便', '短评打分': 5}
{'短评内容': '一共入住6晚，本来定的是5晚，但没买着火车票，又住了一晚。很干净卫生，态度也好，因为准备工作得很充分也没怎么麻烦服务员。交通便利，周围吃饭的地方很多，有早市，火车票代售点也有，很方便。从北京西站南广场坐109路到美术馆东下过天桥面看见隆福寺三个字就往走，长虹影院旁边，地钱5号线B出口，过天桥往里走也就找着了。可能拆迁了些建筑，没有之前网友说的小胡同，几面都是巷子，晚上也不怕。挺好的，很方便。', '短评打分': 5}
{'短评内容': '交通方便,服务态度好,就是房间设备略显陈旧.', '短评打分': 5}
{'短评内容': '交通方便，地铁5号线近在咫尺，去哪都方便，而且价格也不贵，服务也好', '短评打分': 5}
{'短评内容': '总的来说还可以，我住的是普通2人间，要了两间，只不过我住的那间小点，要求不高的还算适合，空调电视，公用卫生洗手间，洗澡要去一楼，，主要是地理位置还行，离王府井，故宫不远', '短评打分': 5}
{'短评内容': '服务态度中等，环境中等，值这个价，一日游不值，150贵了，到垃圾店买假冒伪劣产品！大家慎重！！', '短评打分': 5}
{'短评内容': '真的不错 比我想象的好 房间很宽敞 服务也很周到 最最关键的是 地点太好了 楼下就有早市夜市 地铁站也很近 交通非常便利', '短评打分': 5}
{'短评内容': '真正的物美价廉，服务也到位，酒店的服务员有问必答，对我们的出行路线有详细的说明，还有免费上网的电脑提供照片上传和地图、路线查询。晚上也很安静，这一点是我们一家人最满意的地方。房间里也卫生，有热水，如果下次去，还会选这家。谢谢酒店的姑娘们，还有热情的老板。', '短评打分': 5}
{'短评内容': '价廉，交通便利。挺好，下次去还会考虑的。', '短评打分': 5}
{'短评内容': '这个价位的房子，位置也还不错，离故宫就两站路，我挺满意的。就是晚上蚊子比较多，如果能提供灭蚊设备就更好了。', '短评打分': 5}
{'短评内容': '酒店周围环境有点乱，但离东四地铁近，出入方便，酒店经济', '短评打分': 5}
{'短评内容': '酒店周围环境有点乱，离东四地铁近，出入方便，酒店经济', '短评打分': 5}
{'短评内容': '酒店周围环境有点乱，但离东四地铁近，出入方便，酒店挺经济,还有早餐', '短评打分': 5}
{'短评内容': '酒店周围环境有点乱，但离东四地铁近，出入方便，酒店挺经济', '短评打分': 5}
{'短评内容': '酒店周围环境有点乱，但酒店挺经济,实惠，早餐较简单', '短评打分': 5}
{'短评内容': '酒店周围环境有点乱，但酒店挺经济,实惠，还有早餐', '短评打分': 5}
{'短评内容': '第一天入住的房间是双人标间，家人比较满意，到的时间有点早，行李可以免费寄存，很周到。', '短评打分': 5}
{'短评内容': '整体感觉不错，价格实惠，出行方便，附近有影院和老北京小吃，下次还会选择。', '短评打分': 5}
{'短评内容': '入住3天普通二人间（150每天），第一天，空调有响声（频率还不同），后来关空调，提供了电扇，好在北京晚上不太热。第二天说修好了，可是晚上又有响声，响声的频率相同了，想想算了，反正还有两天了。后来发现空调有时响有时不响。床中间有凹坑，使用太久了。床单和整套是宾馆自己清洗的，没有一般酒店的白，可能是二星级的缘故吧。地理位置很好，有早市和晚市，闹中取静。建议入住附近的其它酒店，如果你对入住要求不高的话，', '短评打分': 1}
{'短评内容': '宾馆交通方便，离公交车站、地铁站都很近。服务园很热情，卫生还可以，就是有点旧。', '短评打分': 5}
{'短评内容': '12点之前即使有空房 提前入住还要加20，有个前台的态度不好，总体还行', '短评打分': 5}
{'短评内容': '第一天住的一楼,很潮湿,有股臭味,被子很厚,还发现房间里有吴蚣,跟总台说了,第二天给调到4楼,4楼的房间就好多了。', '短评打分': 1}
{'短评内容': '地理位置佳,地铁5号线附近，交通方便，条件不错，环境不错，服务挺周到，好评！', '短评打分': 5}
{'短评内容': '地理位置佳,交通方便 适合一家四口居住。服务人员也很热情。', '短评打分': 5}
{'短评内容': '酒店的服务态度很好，就是离地铁远了一点，出行有点不方便。', '短评打分': 5}
{'短评内容': '酒店位置好服务态度好 卫生条件好  我对该酒点特别满意', '短评打分': 5}
{'短评内容': '服务员的态度好，但是酒店的基础设施很一般', '短评打分': 1}
{'短评内容': '房间有发美的味道,蚊子很多,服务态度很好,交通便利', '短评打分': 5}
{'短评内容': '交通比较方便，房间条件差些，服务态度很好，', '短评打分': 5}
{'短评内容': '条件差！环境很不好，周围很臭的味道；每次都要点了蚊香；并且房间打扫，床都没重新铺一下，就把被子叠一下得了。\r\n房间就像老宿舍一样，还有霉味；本打算住5天的，忍了两天，最后实在忍不住了换了一个新地方。\r\n', '短评打分': 1}
{'短评内容': '地铁5号线附近，交通方便，条件不错，环境不错，服务挺周到，好评！', '短评打分': 5}
{'短评内容': '位置很好，交通方便，很安静，周围的饭馆小吃也不错，就是房间里面设施稍显陈旧，强烈推荐早点，尤其喜欢，下次还会去，呵呵', '短评打分': 5}
{'短评内容': '我们一家人，觉得都很满意。住得舒服，交通方便', '短评打分': 5}
{'短评内容': '挺不错的，在市区以这个价位能住到这样的宾馆是无忧所值啊，强烈推荐', '短评打分': 5}
{'短评内容': '地理位置好，交通方便。早餐还行，只要不是太讲究，应该过得去。网上说1米4以下的小孩不用付加床费，我们 到店后，前台告诉说1米2以下的才行，结果只好交加床费。这个和网上住客的点评有出入。不知前台为何执行的标准不一样。', '短评打分': 5}
{'短评内容': '还好 我订的是普通二人间 是公共的浴室和厕所 浴室和厕所的环境比我想象的好 不过给我们的房间好像是原来员工值班或者办公用的房间改的 有点潮 屋里有点味道 设备比较旧 而且隔音效果不是很好 但是地理位置确实很好 推荐给白天不常待在屋子里旅游的亲们 价格很公道', '短评打分': 5}
{'短评内容': '    干净卫生、交通方便、真诚待客，是我们对福苑宾馆的主要印像。尽管宾馆在硬件、软件上仍然有改进之处，但是，我们还是要赞一个！物有所值，值得推荐。', '短评打分': 5}
{'短评内容': '完全不实，照片和我们所到的房间完全不一样，很简陋，洗澡还要去外面洗澡，恶心。\n太差了，不建议大家去', '短评打分': 1}
{'短评内容': '还算好找啦 一开始没太注意百度地图来着，自信看的话还好。环境还不错，挺干净的，给爸妈订的小标间。申请订单时我有点失误，幸亏提前到宾馆确认了一下。不好意思了，给你们工作人员添麻烦了。还好，爸妈能够如期入住了。因为是老城区，交通确实蛮便捷的，吃饭的地方也挺多的。', '短评打分': 5}
{'短评内容': '不错，这个价位能有这样的房间很不错。干净卫生，交通还很便捷。服务很好，早上还有早餐，早餐很全的，可以选，可以吃得很好。', '短评打分': 5}
{'短评内容': '酒店周边环境还算可以，虽然地理位置第一次去不太好找，但住下后熟悉了，发现此处走出去有几个车站，交通还是方便的；位置偏也比较安静；我住的大标间，3楼，无电梯，房间设施较简单，电视机还是老式的14寸，看不清晰电视节目；床品一般，卫生每天都有打扫，有蚊子需要用蚊香', '短评打分': 5}
{'短评内容': '服务质量比较好，交通也相当比较方便。还可以。', '短评打分': 5}
{'短评内容': '服务态度不错，门口的葡萄架很有家的感觉，但设施都相对比较旧。', '短评打分': 5}
{'短评内容': '总的来说，服务质量还好，入住房间的空调始终有点问题。对问题的响应很快，但解决问题的方法和效率不算高。总体比较满意，今后还会考虑入住的。', '短评打分': 5}
{'短评内容': '住宿总体较好！但是房间有点霉味！交通方便通行。', '短评打分': 5}
{'短评内容': '东四福苑宾馆地理位置很好，公交地铁都很近，非常方便。房间条件也很好，价格也能接收，很适合自费来旅游的人员。工作人员态度非常好，服务很到位，行李免费寄存，总之，这次出行，对宾馆很满意，这次住了七天，以后再来北京旅游，还会住这里。', '短评打分': 5}
{'短评内容': '酒店很干净，早餐自助便宜，最主要是交通很发达，呵呵，已经是第二次入住了，以后还会多多光临的，呵呵', '短评打分': 5}
{'短评内容': '和过去比差很多。被子里是黑色的。对待老顾客不是很客气。', '短评打分': 5}
{'短评内容': '这一家酒店还可以，交通方便，服务周到，价格合理！只是带孩子同行的话最好多问几句', '短评打分': 5}
{'短评内容': '福苑宾馆员工非常的敬业，把宾馆打扫得很干净，服务态度非常的好，来之前还抱着看一看再说的想法，一进宾馆大门就受到了宾馆员工的热情接待，一位不知名的女服务员还马上帮助老人把行李提到5楼，入住一天后，非常的满意！宾馆地理位置优越，安静舒适，餐厅早晚餐丰富，炒菜味道非常可口价格适中，我们一家几乎都是在宾馆餐厅就餐，员工待客文明礼貌，我们全家很满意。我们家人决定以后再去北京只住福苑宾馆了，我回到家后就向朋友', '短评打分': 5}
{'短评内容': '交通还方便，每天早上前面有一个早市，有水果等买，这个不错。\n但房间太旧，要了三人房，结果给了一个二人房加床，小得紧。', '短评打分': 1}
{'短评内容': '   我是7月17日顺利入住东四福苑宾馆。宾馆的位置很优越，地处市中心，东西南北交通方便，利于出行。宾馆环境远比想象中要好得多，一进门就受到服务人员热情周到的服务，帮我们搬行李一直送上五楼，并且清楚的交代各项事宜，很感动。北京东四福苑宾馆是可以信赖的，建议朋友入住北京作为首选。', '短评打分': 5}
{'短评内容': '酒店本身没什么问题，但感觉整体环境和服务不值所付的房费。大食堂的感觉还是不错的。', '短评打分': 5}
{'短评内容': '位置非常不错,离天安门和地铁站都非常近,当时也是看中了这个位置才定的.就是可惜不是独立浴室和卫生间,这点不是很方便.另外入住非得按一人一张床算,这点不是很合理.', '短评打分': 5}
{'短评内容': '很好，物美价廉', '短评打分': 3}
{'短评内容': '旅馆住宿条件还不错.适合旅游住宿.就是蚊子多点.', '短评打分': 3}
{'短评内容': '总的来说还可以～小院挺安静的，服务也还不错，性价比很高，还有就是住在这里的话～附近有一家叫茹菓的中餐厅，味道非常不错，热情度，服务质量都是超级好，价格也很合理', '短评打分': 5}
{'短评内容': '只能说是招待所级别，除了处在市中心外就没有什么了，而且在巷内挺偏僻的，晚上去的时候很难找，宾馆外是荧光绿的灯，几个女孩毛骨悚然，感觉是鬼屋。\n这不是重点，重点是服务态度极差！！非常差！太差了！！！\n本来订了2天，后来气不过，订了国贸的7天，价格贵点点，但是住的心里舒服啊！\n看了好多评论，但是我住了后，哪里感觉到了干净卫生了？虽然是订了普通间，但也不能因为比标间啊之类的便宜，卫生状况和房间硬件设施就', '短评打分': 1}
{'短评内容': '地理位置相当好。服务态度可以。但是由于店铺较旧，环境很一般。部分房间没有厕所和淋浴，要排队公共浴室。', '短评打分': 5}
{'短评内容': '早餐很好 房间一般 有点偏 不过离王府井算近的了', '短评打分': 3}
{'短评内容': '交通还算方便，服务也可以，就是有点旧了。', '短评打分': 5}
{'短评内容': '位置挺好。在地铁东四B出口右转，马路对面就是隆福寺街，一直往里走直到隆福大厦，大厦正背后就是。距离公交站美术馆东站很近，有车直达动物园，天安门。', '短评打分': 5}
{'短评内容': '7.14入住了，感觉服务态度很好，里面卫生标准也还可以，总体比较满意，而且地理位置离东四地铁B口很近，在对面的胡同里，比较安静！', '短评打分': 5}
{'短评内容': '环境干净，服务很好', '短评打分': 3}
{'短评内容': '挺好的，住的挺舒服。我去的时候没有大床房了，给我安排了个双床房。周围都挺安静的，离故宫也近。', '短评打分': 5}
{'短评内容': '  对于要求不是很高的朋友是性价比不错的选择，就是地方比较不好找，交通很方便，门外就是特色小吃。', '短评打分': 5}
{'短评内容': '已经入住', '短评打分': 3}
{'短评内容': '实惠，方便。适合家庭旅游住宿。就是在预定以后一定要在18：00千入住不是最人性化。浪费了好多长途电话费。', '短评打分': 5}
{'短评内容': '酒店地理位置好,地铁东四B出口过马路走不远就到了,免费早餐也不错!全家出来旅行,定了两大标间,房间还算大,卫生间稍小,就是装修特别是床上用品和毛巾太旧了,该换一下了!总的说还是比较经济实惠!', '短评打分': 5}
{'短评内容': '交通便利，房间有点小，不过相对还是比较安静。', '短评打分': 5}
