{'descr': '性价比高，便宜实惠', 'star': 4}
{'descr': '作为偶尔去邯郸的落脚点，不错。紧邻火车站，长途汽车站。餐厅也较实惠，早餐早去点还是有必要的。网速还不错。最好住高点的房间，安静。酒店的会员价更便宜，如果长期去，还是办个会员合适', 'star': 5}
{'descr': '基本上都很好，就是房间缺一份服务指南，我住店后想叫服务，却不知道服务台电话多少，翻了好几遍也找不到服务指南，也没有发现有服务台电话的提示标志，楼道里喊服务员，也没有人应，我住11楼也不方便下去，因为电梯比较慢，只有乱拨电话才找到服务台。希望改进。\r\n其他还是不错的。\r\n', 'star': 5}
{'descr': '酒店服务态度不错', 'star': 5}
{'descr': '装修不错，很干净，自助早餐每天一个味，不过还算不错，周围到处造房子，空气不太好，不过这不是酒店的责任啦，总的来说，不错！', 'star': 5}
{'descr': '方便，离火车站近，其他一般般，没敢有太多要求。', 'star': 5}
{'descr': '挺好', 'star': 3}
{'descr': '位置离火车站很近，周围也有商场，整体还可以，性价比不错，早餐很一般。', 'star': 5}
{'descr': '离火车站很近，步行5分钟就到了', 'star': 5}
{'descr': '不错的酒店', 'star': 5}
{'descr': '感觉很特别的酒店，但是真是不喜欢，住4天楼道的瓜子皮还是一地。', 'star': 1}
{'descr': '房间舒适，停车方便，推荐！（前台准备点糖吧！甜甜嘴！哈哈！）', 'star': 5}
{'descr': '性价比很不错', 'star': 5}
{'descr': 'buchuo', 'star': 3}
{'descr': '可以', 'star': 5}
{'descr': '地理位置还可以，离开火车站和长途汽车站很近。\r\n卫生条件还可以。\r\n服务就不敢恭维了，服务员的脸部没有表情的，特别是餐厅的服务员，好像没有培训过。\r\n165元的价格没有什么竞争优势。', 'star': 1}
{'descr': '邯郸为数不多的好酒店，挺干净，位置也不错，交通很方便', 'star': 5}
{'descr': '环境不错，交通便利，服务态度很好，下次去还会入住', 'star': 5}
{'descr': '内饰简单干净，服务热情，房间比较安静，如果下次到邯郸一定再次入住。', 'star': 5}
{'descr': '值得推荐', 'star': 5}
{'descr': '网速极慢，早餐非常一般', 'star': 1}
{'descr': '酒店综合性价比不错，继每次自驾游路过那，都去住。', 'star': 3}
{'descr': '入住二次,感觉不错,保安很负责,晚上车停在门口很安全.', 'star': 5}
{'descr': '8515房间装修的味道比较大', 'star': 5}
{'descr': '非常棒！', 'star': 5}
{'descr': '距火車站近，服務人員親切，舒適度還算可以。', 'star': 5}
{'descr': '这家酒店性价比很高，今后去邯郸还是住这里', 'star': 5}
{'descr': '酒店卫生环境方面都挺好的,而且人员服务也比较到位,地理位置也比较方便,挺值得推荐的.', 'star': 3}
{'descr': '很好  不错', 'star': 5}
{'descr': '总体感觉还不错。', 'star': 5}
{'descr': '卫生间的漱口杯看上去太脏了', 'star': 5}
{'descr': '房间和设施比较新，也算比较干净。预定的豪华商务大床间，结果在顶层12楼，窗户外面有个通风道，巨吵，一直都有“呼呼”的声音。半夜都睡不着，要求换房，还必须亲自跑到1楼去改单子，幸好服务员态度还不错。洗澡水不热，服务台说因为是12楼热水上的慢需要多放一会，放了N久还不热！最后都没敢洗头发，简单冲冲了事。在冬天入住，洗澡水不热简直就是无法忍受的事情！', 'star': 1}
{'descr': '酒店的新酒店所以室内设备和设施会有局限性.比如热水供应不足.房间面积有些小.位置还行距离火车站挺近.出行还方便一些.其它各方面还行', 'star': 3}
{'descr': '酒店各方面服务都不错.卫生和设施都挺好的，位置也不错.总体感觉还行', 'star': 3}
{'descr': '我于12月2日晚20:50入住千泓商务酒店616房间,3日8:00离店,现将我所有的糟糕经历告知大家:\r\n1、入住后想洗漱，发现卫生间的有一个洗漱杯中居然有还有半杯水，不知服务员是否给我换过新的，只能硬着头皮使用；\r\n2、发现房间不能上网，22：30服务员来调试后没有调试成功，后还是本人在服务员走后瞎猫碰死耗子给连上了；\r\n3、入住后洗漱完成后即将厕所门关上。晚上1：30加班后，欲上床睡觉，想上厕', 'star': 1}
{'descr': '不错的酒店，房间不是很大，但够用了。热水不是很热，但是不凉。早餐没有吃到，估计不会很差！', 'star': 5}
{'descr': '酒店的环境硬件设施都还不错，卫生服务也很好，价格合理适中。出行交通方便，价格合理适中。值得推荐入住。', 'star': 3}
{'descr': '是一家新酒店，环境不错，挺时尚的，我比较喜欢，就是餐饮方面有点不太好 ', 'star': 3}
{'descr': '地理位置好。', 'star': 5}
{'descr': '就是这里的饭食不怎么样，厨师的水平也太差了，', 'star': 5}
{'descr': '典型的商务酒店，住房比较舒适。', 'star': 5}
{'descr': '环境、卫生、态度这些都挺好的。有一点希望提出来改进：隔音效果不是很好。窗外噪音有些大，白天睡觉有些影响。入住那天正好赶上邯郸下大雪，晚上12点洗澡没有热水。第二天服务员解释在抢修管道，可以理解。', 'star': 5}
{'descr': '整体感觉性价比还是不错的,值得推荐', 'star': 3}
{'descr': '酒店的面积还是可以的,就是热水需要自己去烧,觉得挺麻烦,地理位置挺好的,离火车站比较近,比较方便.', 'star': 3}
{'descr': '早餐较差', 'star': 5}
{'descr': 'a very worthy hotel to stay. the staff provide very good service, friendly and helpful.i will definitely come agian.', 'star': 3}
{'descr': 'a very good hotel in a very convenient location. the hotel staff are very helpful and friendly.i am very impressed with the service provided by the front desk staff, security staff and room service st', 'star': 5}
{'descr': '服务态度极佳，中秋还有月饼水果送。房间也挺宽敞，还有网口使用。在餐厅一楼还能免费上网。', 'star': 5}
{'descr': '新酒店，设施简单整洁，卫生间比较简陋。服务很好，早餐一般，时间太短。有免费网线，非常方便。', 'star': 5}
