{'descr': '房间小，但还算干净。这个价格，也算很好了。', 'star': 3}
{'descr': '酒店很干净， 地理位置也很方便， 离新街口，夫子庙很近。 周边现在在施工有点吵，还有就是毛巾不是很好', 'star': 5}
{'descr': '蛮干净的 服务也不错 就是离地铁站什么的有点远', 'star': 5}
{'descr': '蛮干净的 服务也不错 就是离地铁站什么的有点远', 'star': 5}
{'descr': '因为地脚刚好在办事的附近，品质一如既往，下次来还住这里', 'star': 5}
{'descr': '因为地脚刚好在办事的附近，品质一如既往，下次来还住这里', 'star': 5}
{'descr': '酒店不错，离夫子庙很近，服务态度也很好！', 'star': 5}
{'descr': '酒店不错，离夫子庙很近，服务态度也很好！', 'star': 5}
{'descr': '很不错，价格公道，总体都很好，下次继续住，能送早餐就更好了', 'star': 5}
{'descr': '很不错，价格公道，总体都很好，下次继续住，能送早餐就更好了', 'star': 5}
{'descr': '虽然是经济型酒店，但大堂、服务感觉不错。地理位置也还行', 'star': 5}
{'descr': '虽然是经济型酒店，但大堂、服务感觉不错。地理位置也还行', 'star': 5}
{'descr': '地段不错，离水游城非常近，去新街口也很方便。地段撑起价格，舒适度一般。', 'star': 5}
{'descr': '地段不错，离水游城非常近，去新街口也很方便。地段撑起价格，舒适度一般。', 'star': 5}
{'descr': '空间较小，其他还不错，地点方便，到水游城很方便。', 'star': 5}
{'descr': '空间较小，其他还不错，地点方便，到水游城很方便。', 'star': 5}
{'descr': ' 很好，环境不错', 'star': 3}
{'descr': ' 很好，环境不错', 'star': 3}
{'descr': '性价比，图的就是性价比。这个地段这个价位，房间还很新，服务差点就认了吧。不知道是不是油漆味没散干净，在房间里很容易打喷嚏。', 'star': 5}
{'descr': '性价比，图的就是性价比。这个地段这个价位，房间还很新，服务差点就认了吧。不知道是不是油漆味没散干净，在房间里很容易打喷嚏。', 'star': 5}
{'descr': '不好', 'star': 3}
{'descr': '最好自带电热水壶。。\n卫生质量很差的啊。。\n再除了网速不给力，其他还好吧。', 'star': 5}
{'descr': '十虽然离高架只有两、三百米的距离，但晚上还是能睡着的。', 'star': 3}
{'descr': '十刚住了一晚，感覚还不错！虽然有点小，但也够了。', 'star': 3}
{'descr': '地址有点偏，房间只有150的大床房还可以，订的百元房间实在太差，房间味道很重，住的大床房隔音效果太差，走廊早上的声音很吵，睡觉都被吵醒', 'star': 1}
{'descr': '便宜，房间还不错，挺干净的。不过隔音不是很好,可以听到走廊上的声音。', 'star': 5}
{'descr': '不是很好 房间太小 而且好简陋 晚上好吵', 'star': 1}
{'descr': '特价房.二楼特价房间太小，很一般，不过价格不高', 'star': 3}
{'descr': '便宜,安静,超值,就是不能刷卡很不方便,其他还不错的,呵呵', 'star': 5}
{'descr': '总体来说还是不错的，毛巾虽然干净，但是感觉好老了，手感不舒服。。。我住的过程中从来没用过。。。', 'star': 5}
{'descr': '不错，性价比比较高，下次还来。。。。。。。。。', 'star': 5}
{'descr': '除了隔音差点，其它都挺好的。见到有旅行团订的单子，\n很便宜', 'star': 3}
{'descr': '还好', 'star': 3}
{'descr': '条件还不错，很安静，卫生也不错', 'star': 3}
{'descr': '只有卫生间有点简陋，其他地方没有什么瑕疵，相比价格，很不错的环境了，虽然靠近高架但是不会感觉吵闹', 'star': 5}
{'descr': ' 服务员态度超好～一开始开的房间网线不好用，就马上帮我换了一个房间～房间也很舒适～赞一个！！', 'star': 3}
{'descr': '在装修，还不错，比较干净，隔音稍差.。。。。。', 'star': 5}
{'descr': '不错，除了小些，一切皆尽如人意，但是出差在外，谁会在意它大不大呢。呵呵，反正我喜欢！', 'star': 5}
{'descr': '条件还不错。实惠。干净。24小时热水。关键的是可以上网，网络不错。', 'star': 5}
{'descr': '为生啊隔音啊什么都还可以，挺便宜的，也挺舒服的，就是离地铁略远了些。', 'star': 5}
{'descr': '整体不错,环境干净,也很安静,就是前台不让使用信用卡,不知道怎么回事,难道是飞单?', 'star': 5}
{'descr': '还好,经济型酒店就是这样，不提供刷卡很不太方便！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '便宜，安静，交通方便，房间比较整洁，各种设施齐全。', 'star': 5}
{'descr': '还不错', 'star': 3}
{'descr': '干净服务热情。', 'star': 3}
{'descr': '干净整洁，性价比高，服务人员热情周到。所处位置闹中取静，离易买得超市较近，生活用品购置比较方便。', 'star': 5}
{'descr': '酒店周边环境还好，交通挺便利，周边也超市购物也挺方便的。', 'star': 3}
{'descr': '卫生各方面还可以的，就是风大的晚上，窗户会响~', 'star': 5}
{'descr': '除了空调不太制热外,其他都还不错。', 'star': 3}
{'descr': '宾馆位置挺好找的，房间挺宽敞，感觉干净整洁很温馨的。这个价格非常划算。', 'star': 3}
{'descr': '房间布置的挺温馨，设施挺齐全的，住的挺舒适。', 'star': 3}
{'descr': '酒店安全性挺高，服务也挺周到，卫生也不错，床单被子都挺干净的。', 'star': 5}
{'descr': '地理位置挺优越，硬件设施挺完善的。', 'star': 5}
{'descr': '酒店还是蛮经济实惠的，卫生和服务也不错，这次住的还比较满意。', 'star': 3}
{'descr': '服务态度挺好，挺耐心的，房间隔音方面有待于提高。', 'star': 3}
{'descr': '卫生很达标，每天都会及时打扫的，价格也挺实惠的。', 'star': 5}
{'descr': '酒店不大，卫生做得很好，价格也挺实惠的，挺适合学生选择。', 'star': 3}
{'descr': '价格还是能接受的，房间有的小，卫生还好，位置挺好，出行挺方便。', 'star': 3}
{'descr': '服务质量挺好，房间干净卫生，设施也挺齐全，这样的酒店值得推荐。', 'star': 5}
