{'短评内容': '好 ', '短评打分': 5}
{'短评内容': '  不错', '短评打分': 3}
{'短评内容': '性价比高，清洁度一般，我在石家庄只住这间hotel。', '短评打分': 5}
{'短评内容': '已经入住', '短评打分': 3}
{'短评内容': '以前住过几次，这次住的是豪华电脑贵宾房2712房间，感觉非常好。性价同比起其他石家庄两家五星酒店要高，建议：对经常入住客户应建立电脑自动积分累加识别信息程序，以便为长期客户提供更好的服务。例：赠送欢迎果盘、报刊、杂志，房间升级等等。大力推荐！ \n', '短评打分': 5}
{'短评内容': '很新的酒店，硬件很好，服务也很不错。推荐。', '短评打分': 5}
{'短评内容': '模仿澳门美高梅，服务能提升点就好了。特别是卫生和工作效率。', '短评打分': 5}
{'短评内容': '入住', '短评打分': 3}
{'短评内容': '每次都入住，酒店不错，每次都入住，酒店不错每次都入住，酒店不错', '短评打分': 5}
{'短评内容': '酒店设施还不错，服务不错，床挺舒服的，早餐人太多，房间比较大，值得推荐', '短评打分': 5}
{'短评内容': '很好很满意', '短评打分': 3}
{'短评内容': '房间很不错，服务也挺好。地理位置稍差，打车不是很方便。', '短评打分': 5}
{'短评内容': ' a good hotel', '短评打分': 3}
{'短评内容': '硬件设施高档舒适，服务一流。性价比很高。', '短评打分': 5}
{'短评内容': '非常舒服的酒店，比其他石家庄五星酒店还好。服务不错。只可惜入住时游泳池正维修（是因这而定的）。', '短评打分': 5}
{'短评内容': '整体感觉不错，设施较新，国外客户评价很高，应该是石家庄最好的酒店了\n早餐质量一般，使用的还是人造的橙汁，客户还直摇头 \n咖啡也有问题，没有正宗的西式咖啡\n但总体强烈推荐\n', '短评打分': 5}
{'短评内容': '非常好，停车场非常大，房间也非常大，不愧是五星级酒店。', '短评打分': 5}
{'短评内容': '非常好，设施非常干净舒适，希望下次还可以入住。', '短评打分': 5}
{'短评内容': ' 房间大小合适，服务好，还会再住', '短评打分': 3}
{'短评内容': '很新的一家酒店，各方面的更件还不错，但是“软件”方面（前台、门卫人员等）还有提升的空间', '短评打分': 5}
{'短评内容': '性价比还不错性价比还不错性价比还不错性价比还不错性价比还不错', '短评打分': 5}
{'短评内容': '里面的环境不错，就是价位有点高，大家可以按需选择。', '短评打分': 5}
{'短评内容': '中茂海悦真的非常不错。只是门童的素质还不够，一点不热情，也不搭理，看我从车上下来拿那么多行李，完全没反应。可能看着我太小，觉得不怎么地。这只能用狗眼看人低来形容。  酒店其他的都很不错。值得推荐。', '短评打分': 5}
{'短评内容': '房间大小还可以，设施达到五星的要求了，服务也不错，值得推荐', '短评打分': 5}
{'短评内容': '床小硬，其他都还好，因路上塞车，到店稍晚，大概十点半，餐厅已经在10点下班，所以也没有了送餐服务，只能饿肚子睡觉', '短评打分': 5}
{'短评内容': '蛮不错的 大部分员工服务很好 房间很满意 因为是新酒店的原因 热情很高涨 希望继续保持', '短评打分': 3}
{'短评内容': '很安静豪华的酒店，服务很周到（有水果、茶水送）、刷卡的电梯很安全，楼下的自助也很合口味，性价比都不错，值得推荐。', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '酒店不错，房间干净，新建的有一点装修的味道，服务也不错', '短评打分': 5}
{'短评内容': '这是我第四次入住感觉很是不错!', '短评打分': 5}
{'短评内容': '+环境好 服务好 周边文风鼎盛 人文环境好 景色宜人', '短评打分': 5}
{'短评内容': '服务很到位 环境和卫生都很出色 唯一不足就是无线网络的设置 最好整个酒店都覆盖 这样会很方便 对酒店来说也并不贵', '短评打分': 5}
{'短评内容': '酒店服务，卫生，舒适度都非常好。可惜游泳池正在维修，没得享用。如再到石家庄，一定会订这家！', '短评打分': 5}
{'短评内容': '该酒店房间整洁、舒适,给人一种很温馨的感觉.特别是大床房,和老公一起有种渡蜜月的感觉!', '短评打分': 5}
{'短评内容': '房间不错，前台接待不错，但是早餐太差，迎宾居然不给引座。', '短评打分': 5}
{'短评内容': '石家庄少有的舒适的酒店了，石家庄其他地方的都不能住啊。', '短评打分': 5}
{'短评内容': '很舒服，很享受的一晚：)', '短评打分': 5}
{'短评内容': '到石家庄来,选择入住该酒店看来非常正确,该酒店的房间住起来很是温馨舒适,下回来石还会住这里!', '短评打分': 5}
{'短评内容': '石家庄最像星级酒店的酒店，用翼龙预定，性价比极高。', '短评打分': 5}
{'短评内容': '酒店很干净，舒适。第一次住在这里。以后来石家庄就住这了，建议对常来的顾客增加一些服务，比如延时退房，果盘，餐饮优惠等等，早餐吃的东西太少！', '短评打分': 5}
{'短评内容': '石家庄最好的酒店，装修不错，相当舒适，服务生的态度非常好，见到客人会主动打招呼按电梯。\r\n有个小遗憾，入住登记的时候，前台主动告诉我会有欢迎果盘送到，结果住了三天也没见到。哎，害我苦苦盼望了三天。我的果盘啊~~~~~~~~~~', '短评打分': 5}
{'短评内容': '环境不错，服务到位，美中不足是交通不便利，每次出门的时候都打不到车，门口保安也不热情', '短评打分': 5}
{'短评内容': '非常好。', '短评打分': 3}
{'短评内容': '非常好,值得推荐.', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '非常好！推荐！', '短评打分': 5}
{'短评内容': '酒店是不错一直在这里住，以前也住过其它家。但这次住有点儿小小的失望，因为身做不适想烧点儿热水，打开电热水壶发现在已经发霉了!', '短评打分': 5}
{'短评内容': '感觉不错，下次还会入住！', '短评打分': 3}
{'短评内容': '补充下～ 床头有个牌子.. 说如果我不把牌子放到床上是会更换床单的.. 可是我第二天没有放然后出去了.. 服务员也没有给我换呢.. 我在其他城市的酒店都是,如果要求更换床单,则把一个～牌子放床上... 每日的9-10点把,服务员会主动询问是否需要打扫.如果有请勿打扰.那客房部也会在下午来电询问是否需要打扫～～ 还有我在房间点餐..后来一天都没有人来收餐具～～ 其他酒店都会来电问是否需要收餐具～～ ', '短评打分': 3}
{'短评内容': '1,说说卫生吧～ 我觉得房间蛮干净的～看着很舒服的..然后提个小小的意见,在房间入住时,我发现有时候,客房有没打扫好的情况,通常需要等蛮久的...然后住房的时候我发现,打扫房间的是一个服务员... 我去过其他城市的5星酒店住过,他们通常是2个打扫一个房间.. 一个打扫洗手间一个打扫房间.. 这样速度效率都提高了.. 我觉得如果有客人要等也不需要等那么久了～ 然后我发现我入住的是2天，第二天没有服务', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '除了电视信号不稳定有多个频道无法正常收看外，该酒店应该是河北省最好的酒店。', '短评打分': 5}
{'短评内容': '各种设施都不错，值得推荐。', '短评打分': 5}
{'短评内容': '好酒店，推荐。', '短评打分': 3}
{'短评内容': '不错，好酒店。', '短评打分': 3}
{'短评内容': '不错,以后还回来住.', '短评打分': 5}
{'短评内容': '酒店设施很新，房间格局不错，卫生间很敞亮。', '短评打分': 5}
{'短评内容': '房间干净，卫生，宽敞。\r\n早餐一般，在五星级酒店中算一般。', '短评打分': 5}
{'短评内容': '很好，还会再住', '短评打分': 3}
{'短评内容': '餐厅服务水平有待改进，早餐质量一般，其他不错。', '短评打分': 5}
{'短评内容': '很不错的酒店，下次来还会入主', '短评打分': 5}
{'短评内容': '原来的河北宾馆旁，位置较幽静。', '短评打分': 5}
{'短评内容': '酒店很舒适', '短评打分': 5}
{'短评内容': '很好的酒店，值得推荐', '短评打分': 3}
{'短评内容': '新开业不久的酒店，很不错，整体设施基本上达到了五星级的标准，只是早餐需要再提高一下。', '短评打分': 5}
{'短评内容': '性价比很好的一家酒店，设施很新很舒适，办理入住退房手续也很快，\r\n下次去石家庄还会入住', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '已经住了N次了，真的不错，。唯一的就是退房手续太慢，我等了一个小时才退完。', '短评打分': 3}
{'短评内容': '值很值', '短评打分': 5}
{'短评内容': '我的朋友来了都是住这里。不错的。', '短评打分': 3}
{'短评内容': '不错，唯一的选择', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '一切都很好 半夜出入都有人帮忙拉门 设施不错 尤其是卫生间 可是窗台上怎么会有一层的灰尘呢 一屁股坐下去 欧my嘎得！拖鞋也太次了点了 三星的拖鞋', '短评打分': 5}
{'短评内容': '设施很新很不错，最便宜的舒适大床房，洗手间也非常大，唯一不足的就是早餐的品种太中式了，呵呵。', '短评打分': 5}
{'短评内容': '还好！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '房间很好', '短评打分': 3}
{'短评内容': '总的来说不错', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '硬件软件都不错，服务意识好，个人感觉应该是石家庄地区最好的酒店了(没有之一），下次去那边应该还会入住！', '短评打分': 3}
{'短评内容': '很好，前台稍逊一筹', '短评打分': 5}
{'短评内容': '好酒店！值得推荐！\r\n\r\n5星级的硬件，3星级的服务！\r\n\r\n', '短评打分': 3}
{'短评内容': 'good hotel!\r\n\r\nbig room, clean!\r\n\r\n5 star hardware, 4 star service!', '短评打分': 3}
{'短评内容': '早餐单调', '短评打分': 5}
{'短评内容': '好的方面： 新，干净。房间超大。淋浴水大。\r\n值得提高的地方：\r\n1.前台办理速度\r\n2.早餐没人给倒咖啡，不像其它5星服务\r\n3.门口育才街窄，周边有点偏，不像世贸好。\r\n\r\n总之，硬件比世贸好，服务比世贸差。下次可以考虑，值得推荐。', '短评打分': 5}
{'短评内容': '这个石家庄性价比最好的酒店了', '短评打分': 3}
{'短评内容': '酒店很干净，舒适。每次来都住在这里。建议对常来的顾客增加一些服务，比如延时退房，果盘，餐饮优惠等等', '短评打分': 5}
{'短评内容': '推荐，很好的酒店，下次去还会安排这里', '短评打分': 3}
{'短评内容': '一下子要了3个房间，给客户按排的，客人非常满意', '短评打分': 3}
{'短评内容': '帮客户安排的，客人非常满意，价格才490，在大城市恐怕只能住到4星的，下次有需求还会选择这里！', '短评打分': 5}
{'短评内容': '我2010年5月7-8日住了一天豪华间大床房650元，以前也住过两次，性价比好、装修不错，卫生间很大，但是淋浴房和马桶排水不畅。总体感觉不错，在河北省够得上五星级的水平！但是目前周边环境很差，打出租等候时间较长。值得推荐！\r\n\r\n', '短评打分': 5}
{'短评内容': '还忘了说一个小缺点，就是晚上的时候电视信号好像不太好，经常出现停滞！', '短评打分': 3}
{'短评内容': '性价比很好的酒店，装修很好，床舒服，卫生间很大，服务也很好，缺点是隔音效果不好，走廊外面说话清清楚楚！还有淋浴房排水没做好，水会流出外面地面！总的来说还是五星级的水平啦！很好！', '短评打分': 5}
{'短评内容': '性价比很好的酒店。', '短评打分': 5}
{'短评内容': '进入楼层的电梯很人性化', '短评打分': 5}
{'短评内容': '一半', '短评打分': 5}
{'短评内容': '很好 老公比较满意', '短评打分': 3}
{'短评内容': '很好，床很舒服，早餐很丰富，以后来石家庄就住这一家。', '短评打分': 5}
{'短评内容': '酒店设施很新，也很干净，不错。特别是大液晶电视，很爽。特别适合出差时候看球。总之，酒店性价比很好。', '短评打分': 5}
{'短评内容': '非常不错的网站', '短评打分': 3}
{'短评内容': '非常好的酒店', '短评打分': 5}
{'短评内容': '不错啊 酒店干净又舒服 价格又合适', '短评打分': 3}
{'短评内容': '经常入驻的酒店，给我的感觉非常不错。', '短评打分': 5}
{'短评内容': '非常棒 很是对的起这点钱 哈哈', '短评打分': 5}
{'短评内容': '我住过的最好的宾馆！！！！', '短评打分': 5}
{'短评内容': '比世贸广场好多了', '短评打分': 5}
{'短评内容': '这个酒店可以算是石家庄最好的五星级酒店, 可是他的服务实在差到不行, 居然有人在前台人员面前大摇大摆的抽烟, 而也没人制止; 还有服务员的态度实在是非常慢调子, 楼下礼宾部地, 更是没有礼貌和狗眼看人低, 给你的服务完全从穿着档次来分别; 其他没什么不对, 只是这样服务的等级.....', '短评打分': 1}
{'短评内容': '酒店是新建的整体感觉不错，很安全舒适。', '短评打分': 5}
{'短评内容': '价格偏高，环境还可以', '短评打分': 5}
{'短评内容': '房间很新, 服务不错, 但是早餐种类较少, 要个煎鸡蛋还排队, 呵呵!', '短评打分': 5}
{'短评内容': '1、酒店的卫生非常好\r\n2、价格合理\r\n3、硬件到位\r\n4、有多种枕头提供，不错', '短评打分': 5}
{'短评内容': '酒店环境不错,服务到位', '短评打分': 3}
{'短评内容': '酒店环境不错,服务到位.', '短评打分': 5}
{'短评内容': '比世贸广场好多了', '短评打分': 5}
{'短评内容': '酒店条件还可以，会向朋友推荐。', '短评打分': 5}
{'短评内容': '档次不错的酒店', '短评打分': 5}
{'短评内容': '我很喜欢这里的环境和装修风格，卫生做的非常好。内部设施和舒适度都比较满意。所在位置稍偏点，早餐应该给两份就好了！', '短评打分': 5}
{'短评内容': '新酒店设施不错,也很温馨,卫生也不错,酒店位置不是很方便,但服务很好,餐厅饭菜质量有待改进,值得推荐!', '短评打分': 5}
{'短评内容': '酒店干净，房间宽敞舒适，但是大床房的床小了点，一层的自助餐厅很不错，价格公道，品种丰富；二层现金消费可以打六折呢，超值，菜品味道地道，三层吃饭最好别去了；酒店有免费的泳池，记得自带泳衣，健身房小了点，乒乓球台只有一个，需要排队等候；总之，最为当地推荐的五星酒店！', '短评打分': 5}
{'短评内容': '我也是很喜欢那个大浴缸', '短评打分': 5}
{'短评内容': '不错，不错，服务也很好，就是刚才去的时候要拿房卡开电梯不方便，其他的都换好。', '短评打分': 5}
{'短评内容': '石家庄的中茂海悦我很喜欢，我已经住了好多回了，感觉都很不错，我会把她介绍给朋友们！', '短评打分': 5}
{'短评内容': '酒店很干净,服务也很好\r\n', '短评打分': 5}
{'短评内容': '在桥东不错的酒店，房间非常大', '短评打分': 5}
{'短评内容': '此酒店是一个新装修酒店，设施较好，我比较喜欢。卫生非常干净，就是服务不是很到位。', '短评打分': 5}
{'短评内容': '服务很好热情周到.设施也很完善,卫生很干净,住着很舒服,性价比蛮高的酒店,下次有机会还会选择入住的.', '短评打分': 3}
{'短评内容': '新饭店', '短评打分': 5}
