{'短评内容': '还好，就是屋子小了点儿。服务，热水都行比较干净。', '短评打分': 5}
{'短评内容': '宾馆卫生还可以.服务很好.', '短评打分': 3}
{'短评内容': '很方便,附近很多吃饭的地方,离西湖也近,不错的选择', '短评打分': 5}
{'短评内容': '虽然房间比较窄，可我要的东西都齐而很干净。里西湖也不远，可以走走。', '短评打分': 5}
{'短评内容': '豪华大床房房间很小，但周围吃饭比较方便.\n从Elong上定与门市价差不多.', '短评打分': 5}
{'短评内容': '靠近西湖边，床比较硬，性价此一般', '短评打分': 3}
{'短评内容': '宾馆的服务员的手续，非常顺畅。\n房间好。\n早饭好吃。\n地方好。\n到西湖，走，约5分。\n饮食店，周边非常多。\n这个费用，非常便宜。\n我是日本人。\n下次，同时，我利用。', '短评打分': 5}
{'短评内容': '地点还不错，早餐也相对可以。但是，打电话想额外多要两瓶矿泉水，被告知三元一瓶，要知道其他酒店可是免费的，虽然不贵，但是感觉很不好，打电话要足疗，被告知如果直接付现金可以打七折，并到房费一起结算就得打八折，不可理解。相对一般的快捷酒店，还算干净。', '短评打分': 1}
{'短评内容': '酒店房间超小，设施普通。房间里面还有股不知道是什么味道。', '短评打分': 1}
{'短评内容': '面街房噪音大 别的方面还可以', '短评打分': 3}
{'短评内容': '房间还不错，就是小了点，早餐一般般，没什么东西吃，对不起38块一位的价格，呵呵', '短评打分': 5}
{'短评内容': '地点好房间稍为小。', '短评打分': 3}
{'短评内容': '位置离西湖不远也不是很近！房间通风不好！很闷的！大概是特惠房吧！设施很是一般般！就是和汉庭、如家一样的经济型酒店！', '短评打分': 1}
{'短评内容': '地點很方便，除了房間沒有冰箱有點小不方便之外(不知道是不是雙床標間沒有而已)，其他都挺好，房務人員服務態度很好，下回還會選擇入住。', '短评打分': 5}
{'短评内容': '酒店比较不显眼，但是位置很好找。房间挺不错，风格不错，还有榻榻米可以喝茶。可惜没有冰箱', '短评打分': 3}
{'短评内容': '不错的酒店，只是贵了点。', '短评打分': 3}
{'短评内容': '虽然它外观不太好看，比较有破旧的感觉。可房间的内装很好，房间不怎么宽也可以放松', '短评打分': 5}
{'短评内容': '豪华大床房有点失望，房间十分小，但周围吃饭比较方便', '短评打分': 5}
{'短评内容': '入住你们酒店后感觉很满意,下次还会再来的。谢谢了!', '短评打分': 3}
{'短评内容': '也许是生意太好太忙了.前台工作人员总是摆着一张臭脸.唉！无語！', '短评打分': 1}
{'短评内容': '很方便，位置很好，房间也不错，还免费升级，不错', '短评打分': 5}
{'短评内容': '不错呀！', '短评打分': 3}
{'短评内容': '位置很不错，离西湖跟延安路都比较近，价位也比较适中，是我杭州出差的首选', '短评打分': 5}
{'短评内容': '酒店后面正在施工，非常吵。晚上十一点才停止。早上七点多又开始。\n无奈换了一家酒店。\n但是地段真的不错。步行到西湖，非常方便。周边很多吃饭的地方。\n总体还是推荐。', '短评打分': 5}
{'短评内容': '很方便的地段，走路去西湖。房间也还不错，但是好像比上次旧蛮多的。', '短评打分': 5}
{'短评内容': '＋一般', '短评打分': 3}
{'短评内容': ' very good service.', '短评打分': 3}
{'短评内容': '酒店地理位置不错,离湖边几分钟路程.房间小小的,可能是新装修吧,还有味道,隔音还不错.\n', '短评打分': 5}
{'短评内容': '酒店不错，房间很大，下次还会来住的！！！！', '短评打分': 5}
{'短评内容': '很喜欢这家饭店, 交通方便, 房间精致,', '短评打分': 5}
{'短评内容': '地點好,在西湖边,附近很熱鬧,但大堂小,房間小,厠所地板不太乾淨,汽車停車位少且小.....不過.我們2月就訂了,價錢較實惠,房間也乾淨', '短评打分': 5}
{'短评内容': '现在电脑也没有了，厕所的门也坏了的，一开始还跟朋友推荐这个酒店，被他们说了，很都东西都不好，但是个人还是比较喜欢这个环境，干净还是比较干净的', '短评打分': 5}
{'短评内容': '很不错，但前台效率慢。', '短评打分': 3}
{'短评内容': '此酒店不错，地理位置好，房间干净，价格合理', '短评打分': 5}
{'短评内容': '值得推荐，离西湖近，交通便利。周围很方便，吃行都方便\n', '短评打分': 5}
{'短评内容': '�����������M��������ѡ�������덱������̸�����������������������', '短评打分': 5}
{'短评内容': '位置还行,只是设施有点旧.不过性价比还高.离西湖也比较近,值得尝试!', '短评打分': 5}
{'短评内容': '不错的酒店，位置很好，就是有楼层在装修，服务不错，设施陈旧了些', '短评打分': 5}
{'短评内容': '不错的酒店。房间精致宽敞。酒店距离西湖很近，周边商业繁华。服务人员热情周到。', '短评打分': 5}
{'短评内容': '酒店位置还不错，离西湖比较近的\n但是酒店大堂好小，电梯也会出事故\n早餐的品种还算丰富，水果我比较喜欢\n房间比较大，但是有股味道', '短评打分': 5}
{'短评内容': '交通方便、离西湖近。房间比较小，洗澡热水不错！', '短评打分': 5}
{'短评内容': '杭州世贸君亭西湖四季酒店很满意，我们下次还会入住。', '短评打分': 5}
{'短评内容': '服務好，房间清潔，装修新淨，早餐唔差、价高了一点点。', '短评打分': 5}
{'短评内容': '还好，对面的火锅店也很实惠。方便 .推荐这家酒店', '短评打分': 5}
{'短评内容': '酒店地理位置方便住客，离火车城站和西湖均咫尺之遥，商业街道繁华，酒肆鳞次栉比，附近金融和证券服务业发达', '短评打分': 5}
{'短评内容': '酒店地理位置非常好，靠近西湖东侧湖滨，旁边商业街道繁华，酒肆鳞次栉比，房间内环境优雅温馨，令人放松', '短评打分': 5}
{'短评内容': '在这家酒店住过3次了，很满意，以后去杭州还住这里！~', '短评打分': 5}
{'短评内容': '酒店房间小，但还算精致，离西湖近，挺不错', '短评打分': 5}
{'短评内容': '房间还是很干净的，设施也不错，周围交通也很方便，就是酒店早餐不提供有点麻烦，还要自己去买，其他都很满意', '短评打分': 5}
{'短评内容': '值得这个价钱，距离西湖边还是比较近的，就是一楼大堂，座椅不是很干净', '短评打分': 5}
{'短评内容': '还不错~ 很干净，离西湖很近。走走就能到的市中心地段。', '短评打分': 5}
{'短评内容': '步行5分钟即到西湖，房间偏小，价格也高。', '短评打分': 3}
{'短评内容': ' 房间小和如家差不多，不值此价格，下次不会再选择此处', '短评打分': 3}
{'短评内容': '大厅很小  比较项经济型酒店 没有四星级感觉  离西湖很近', '短评打分': 5}
{'短评内容': '很不错的酒店,离西湖真的不远,而且交通很方便.', '短评打分': 5}
{'短评内容': '第二次入住了。感觉还不错\n就是湖景房所能看到的湖景只是一个小角落', '短评打分': 5}
{'短评内容': '这次下单和以往的优待政策有点改变。原来每次有40元返点，这次降为10元；以往不包早餐改为包单早。算下来还多得了8元（早餐每份38元）；此外可能是春节前商务客流量下降，酒店将订特惠房升级为标准房。\n不过，这次的房间安排在酒店的背侧，窗外比较邋遢，不如沿街的景致好，前台说是安静些，而且是新装修的房间。姑且信之。\n房间似比原先的小些，功能大致相仿，毕竟熟门熟路了，已没有太多新奇感了。\n早餐似乎比平时品种', '短评打分': 5}
{'短评内容': '今天中午入住的，酒店离西湖大概15分钟左右的步行路程，吃饭购物很方便。酒店的装修挺老的，特别是前台的桌子，油漆都掉光了，看上去非常有历史感。服务不错，电话要求加一床被子，5分钟就送来了。要住上2天，早餐质量和其他服务要继续观察了：）', '短评打分': 5}
{'短评内容': '不错，干净，服务效率高。', '短评打分': 3}
{'短评内容': '地理位置不错，可以走路去西湖，也近商业区。满干净的。划算。\n补充，暖气很暖。', '短评打分': 5}
{'短评内容': '地理位置不错，可以走路去西湖，也近商业区。满干净的。划算    \n', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '酒店房间还算比较大，交通也便利，不错不错！', '短评打分': 5}
{'短评内容': '价格挺贵的，但是没有想象中的好。大厅很小气，不像四星，像快捷。房间倒是够大。住的还可以。性价比不是很高。随便住住吧。', '短评打分': 5}
{'短评内容': ' 地點佳.房間裝修優雅.床俱簡潔乾淨.價格合理.值得推薦', '短评打分': 5}
{'短评内容': '地理位置不错, 房间,早餐都不错,性价比高,值得推荐.', '短评打分': 5}
{'短评内容': '不错的酒店 环境不错 以后还会住````````````````', '短评打分': 5}
{'短评内容': '距离西湖比较方便,房间也很干净,就是小了点', '短评打分': 5}
{'短评内容': '相当不错，性价比在杭州算比较高的。相当不错，性价比在杭州算比较高的。', '短评打分': 5}
{'短评内容': '价格不低，旅游还行，不太适合商务人士。自助旅游如果多坐五元的出租，房价可能会少支出100-150\n', '短评打分': 5}
{'短评内容': '酒店地理位置不错，闹中取静建议八楼以上。商务房电视转向器应用建议由明显标识，直到快离店才看到', '短评打分': 5}
{'短评内容': '大堂很小，房间细节之处的卫生有待提高。早餐不错', '短评打分': 1}
{'短评内容': '酒店位置很好，距离西湖很近，周围餐饮方便，房间设施还可以，但地毯需要清洁', '短评打分': 5}
{'短评内容': '性价比有点不怎么地。\n号称四星，最多很三星差不多吧。\n空调不行。房间也不大。\n不过，地段不错，离开西湖很近。', '短评打分': 1}
{'短评内容': '酒店房间有点小，不过装修还可以。早餐也不错，不过就是最近在装修，很吵闹。', '短评打分': 1}
{'短评内容': '环境不错，主要是地势好，周围书店餐厅商场都有。房间电视还有HBO。可惜没有无限网络。', '短评打分': 3}
{'短评内容': '酒店大堂很简单。位置不错。入住商务套房，房间还是比较大的。', '短评打分': 1}
{'短评内容': '性价比非常低的酒店。一切都是差强人意。地段时很好。唉。。可能对他期望太高了吧。但是真的很一般。没有什么值得一提的。停车位也不是特别的方便', '短评打分': 1}
{'短评内容': '尚可吧，作为短暂的住宿。\n晚上遭遇一次停电，有点儿惊魂的味道。\n地理位置确实不错，值得推荐。', '短评打分': 5}
{'短评内容': '不错的酒店，地理位置好，酒店服务好，价格公道，有机会会再住。', '短评打分': 5}
{'短评内容': '不好 不好 不好 不好不好不好          不好', '短评打分': 1}
{'短评内容': '订了两个房间，再点评一次，这是我在杭州仁和酒店爆满后的不二选择', '短评打分': 5}
{'短评内容': '刚从仁和酒店搬过来，所有就有了这两个酒店的切身比较：房间内设施比仁和差不少，是房间内地毯很脏、设施也旧，床也不舒服。不过早餐品质很好，38元每位应该是超值。平心而论，在杭州市中心西湖边解放路上，性价比还是不错的。', '短评打分': 5}
{'短评内容': '地理位置非常不错，就是设施稍显陈旧，不过整体感觉还不错', '短评打分': 5}
{'短评内容': '卫生化境还可以，床很软。但是床单被罩不是很干净需要改进，还能看到残留的头发。。', '短评打分': 5}
{'短评内容': '不错，满足差旅的核心需求。地段位于市中心，到西湖步行10分钟。客房干净整洁，早餐比经济型酒店丰盛的多，价格也不离谱。', '短评打分': 5}
{'短评内容': '位置不错。离西湖走路7,8分钟，楼下吃饭购物都很方便', '短评打分': 5}
{'短评内容': '?酒店交通便利，但是比较吵，房间也很小?', '短评打分': 3}
{'短评内容': '性价比一般，价格如能再便宜点就好了。内部环境还是不错的', '短评打分': 5}
{'短评内容': '离西湖很近，交通方便，但是餐饮有待改善。住宿环境还可以', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '走过两个街口就是西湖边，可以坐船玩。\r\n房间小了点，但是五脏俱全，有各种旅游信息及地图。\r\n遗憾的是点餐差了点，只有馄饨面条。', '短评打分': 5}
{'短评内容': '酒店位置很好，离西湖5分钟步行，停车方便，几步路就是解百。晚上散步去西湖。。。。那个浪漫。。。。。下次还住', '短评打分': 5}
{'短评内容': '噪音大 噪音大 噪音大 噪音大 噪音大 噪音大 噪音大 噪音大 噪音大 ', '短评打分': 5}
{'短评内容': '这家酒店是我杭州的首选，性价比较高。\r\n酒店没有奢华的宴会厅、酒吧、桑拿、健身房之类的康体娱乐餐饮设施，业主把客房设施列为优先，让客人有一个美好的居停之所，符合我出差、公干的核心需求。室内的配置不低于4星级的酒店，简朴、实用、完备、称手。\r\n而且，这次入住还免费升等。\r\n\r\n给两条建议：1.客人要求延迟退房，比较勉强，可能客房预订率较高，所以最长之同意延长至一点，似乎不合行规；2.客房可否提供熨斗', '短评打分': 5}
{'短评内容': '酒店還是老樣子，比較舒服，下次來打算還住這裏', '短评打分': 5}
{'短评内容': '位置还算不错，在解放路上，逛解百很近，肯德基也近，公车方便。但是需要走10-15分钟才能到西湖。\r\n床舒服，寝具干净，有免费龙井茶包。\r\n卫生和服务不错，打扫的人和蔼有礼，收拾得也蛮干净。\r\n\r\n其他部分都很一般，性价比不高：\r\n1、四季套房全部临街，所以非常嘈杂，关上窗户稍微好些，但是想要通风又不吵闹就没办法了。\r\n2、卫生间的设置比较简陋，为节省空间做成玻璃的简易隔间结构，无法隔音门也关不牢，', '短评打分': 1}
{'短评内容': '地理位置很好，打车也很方便.要是含早餐就更好啦。', '短评打分': 5}
{'短评内容': '比我去之前想象的要好很多，环境比较幽静！就是部分卫生间太小，使用不方便~！下次还会去！停车比较方便！', '短评打分': 5}
{'短评内容': '硬件设施比想象中的稍微差一点，沙发也旧了\r\n不过地理位置很好，服务也不错', '短评打分': 3}
{'短评内容': '很不错的酒店，无论地理位置、性价比，都值得推荐。', '短评打分': 5}
{'短评内容': '酒店在杭州比较热闹的地段，出行比较方便，到各个景点的公交车也比较多。酒店的内饰比较一般化，不过酒店价格相对便宜，早餐比较干净。', '短评打分': 5}
{'短评内容': '房間有點小，衛生還可以。', '短评打分': 5}
{'短评内容': '距离西湖、解百都很近，入住了好几次了，还有下午茶赠送，只是品种很少。', '短评打分': 3}
{'短评内容': '距离西湖、解百都很近，入住了好几次了，还有下午茶赠送，只是品种很少。', '短评打分': 5}
{'短评内容': '总体来说 还可以  价位 在杭州来说 属于中档 可以接受 推荐 挺干净的 位置 也不错', '短评打分': 5}
{'短评内容': '离景区近,卫生,停车场小但服务人员很周到,有点旧,大床房床小,两个人不舒服.大堂比较小,经济型酒店,价格显得贵了.', '短评打分': 5}
{'短评内容': '房间中沙发和地毯的卫生需要加强。大堂的沙发看上去脏了，急需清洗更新', '短评打分': 3}
{'短评内容': '酒店不错', '短评打分': 5}
{'短评内容': '性价比一般吧。。。房间有点老了。就是地理位置特别好。随便住住吧', '短评打分': 5}
{'短评内容': '位置很好，靠近西湖和商业区，虽然房间面积不大，但摆设很四星。唯一不足是停车场小，不方便。', '短评打分': 5}
{'短评内容': '酒店位置很好，距离西湖很近，而且酒店周围餐饮店面较多，就餐方便。酒店38元的自助早餐比较划算。酒店卫生还可以，但是地毯和房间角落的卫生有待提高', '短评打分': 5}
{'短评内容': '    绝佳的地理位置，离城站火车站只有3站路，步行5-10分钟内到西湖边，完全没有市区堵车的困扰。附近有湖滨路美食街——星巴克、DQ、万岁、Pizza Hut等店，选择多多。酒店提供的自助早餐很实在，我们每天吃完再去游西湖。步行10分钟内还有家乐福，酒店对面马路就有公用自行车站。\r\n    我们住的是9楼的湖景商务房，能看到西湖一角吧，也已满足了。房间面积约有四五十平米，两个人住。很宽敞，也安静', '短评打分': 5}
{'短评内容': '很干净的房间，送的茶叶很好喝，电台很多，八楼的话也不会很吵，地理位置不错离解百很近，是家好旅馆~下次去杭州还定这家', '短评打分': 5}
{'短评内容': '比想象中的要差一点 总体只能算差强人意这个地段这个价格 也就一般了.\r\n可能是之前预想的太好', '短评打分': 1}
{'短评内容': '感觉不错的一家酒店，房间不大但很舒适。停车场地不多，但管理员很尽职。', '短评打分': 5}
{'短评内容': '酒店房间干净，早餐也不错', '短评打分': 5}
{'短评内容': '酒店有点久！卫生也一般！', '短评打分': 5}
{'短评内容': '带老妈和侄女过去杭州，原本打算住好一点，定了商务湖景房。去到才知没有双床的。迫不得已换成了普通398的那种。挺不如意的。而且给分了个吸烟房。', '短评打分': 1}
{'短评内容': '很不错，性价比高,地段好，就是停车位太少了一点', '短评打分': 5}
{'短评内容': '房间很不错，就是有点贵。边上的桔子水晶听说很不错呀～', '短评打分': 5}
{'短评内容': '距离杭州西湖边上走路也就5-6分钟\n\n虽然不送早点，但是周围有小吃也很方便，最喜欢没多远的杭州小笼包\n\n停车场虽然有点小，但是负责指挥停车的师傅很热情，赞一个\n\n标准没有小冰箱，但是因为给孩子带了中药，需要冰镇，跟服务台要了一个公用的，但是拿过来好脏呀，还有异味，我们只能自己清洗一下才敢往里面放东西\n\n房间有点小，没有衣柜，可以理解，毕竟人家所处的地段在那里摆着呢', '短评打分': 5}
{'短评内容': '一般,房间小了点...离西湖很近,步行就可以过去', '短评打分': 5}
{'短评内容': '房间不错就是小了点', '短评打分': 5}
{'短评内容': '地段比较好,到西湖和火车站都候方便。房间的卫生状况良好。只是夏日大厅和走廊的空调不是很足。总体来说，性价比不错。', '短评打分': 5}
{'短评内容': '+地址还行，晚上路边有点吵', '短评打分': 5}
{'短评内容': '以目前的设施价格偏高，但离西湖算是很近了', '短评打分': 5}
{'短评内容': '不错的酒店.就是有点不是太隔音,其它都挺好.', '短评打分': 5}
{'短评内容': '  不错,干净.', '短评打分': 5}
{'短评内容': '＋还不错的酒店，只是窗帘不太遮光', '短评打分': 5}
{'短评内容': '酒店服务还好，早餐超级好，位置不错，离西湖7分钟左右，旁边有奎元馆，味道很好。下次还会去住', '短评打分': 3}
{'短评内容': '还行，条件可以，推荐入住。周边的交通也挺方便的。', '短评打分': 5}
{'短评内容': '近西湖，交通便利，还是不错的。\r\n不过餐厅的东西一般', '短评打分': 5}
{'短评内容': '地理位置非常不错，离西湖很近，解百、奎元面馆就在旁边，没多少路就是预订车票点，性价比很高。', '短评打分': 5}
{'短评内容': '酒店的设施比较陈旧，沙发是破的，服务人员的态度比较好，早餐不错赞一个，以后还会去住。', '短评打分': 5}
{'短评内容': '性价比较高的一家酒店，早餐很好', '短评打分': 5}
{'短评内容': '今天在酒店里想扫描一个文件都不行，看来商务人士还是不要选择这家酒店了。早餐确实还可以，也有值得表扬的地方。', '短评打分': 3}
{'短评内容': '酒店确实太小了，可怜的大堂，倒是前台服务还可以，办理速度挺快。私家旅游还可以选择，商务旅行就不适合。打电话问客房服务，一个事情刚问完电话就挂了，真是无语……\r\n酒店仅有餐厅、网吧、自动售货机（酒店称这个也是酒店的一个设施），其他的就没有了\r\n周边倒是方便，出门就是招行和工行，买东西也比较方便。一句话，仅仅是方便。', '短评打分': 5}
{'短评内容': '位置可以，但是配置不是很好，性价比不高', '短评打分': 3}
{'短评内容': '住过2次，一次出差，一次和家人旅游，早饭很丰盛，房间也挺舒适，离西湖也很近，总体不错的。', '短评打分': 5}
{'短评内容': '总体印象不错，服务好，性价比高，值，下次去再会定 杭州君亭&#183;西湖四季酒店的。', '短评打分': 5}
{'短评内容': '酒店距离西湖500米，出去玩吃东西都很方便了，服务也不错，忘记一条睡裙，第二天打电话来了，下次玩还去住', '短评打分': 5}
{'短评内容': '靠马路的房间比较吵，房间比较小，不过杭州室内大体如此', '短评打分': 5}
{'短评内容': '就是位置不错，离西湖进，其它没什么值得推荐的。性价比不高。', '短评打分': 5}
{'短评内容': '不错，很喜欢房间的细节，设计比较任性。唯一缺点是阳台外的风景比较糟。', '短评打分': 3}
{'短评内容': '房间不错，非常舒适。早餐超级好！', '短评打分': 3}
{'短评内容': '卫生设施还算可以，价格在当地还算有点高。酒店的位置还是比较不错离西湖步行大概十分钟就能到还算比较便利，整体感觉还不错。', '短评打分': 1}
{'短评内容': '很小的酒店，价格偏高', '短评打分': 1}
{'短评内容': '非常好的酒店。服务到位', '短评打分': 5}
{'短评内容': '这家店总体性价比不错，离西湖比较近，但是由于是在市中心宝贵地段，所以房间较艺联店小。整体感觉还可以', '短评打分': 5}
{'短评内容': '还可以的，', '短评打分': 3}
{'短评内容': '酒店位置很好，就是价格有点高，', '短评打分': 5}
{'短评内容': '櫃台服務員可以再親切些,大廳及房間能多放些杭州旅遊資料給初次到訪旅客參考', '短评打分': 5}
{'短评内容': '此酒店地处繁华的解放路段,交通非常便捷,酒店的各项服务和设施较好,特别是早餐较好就餐环境非常幽雅.', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '酒店算商务类的，价格略高。', '短评打分': 3}
{'短评内容': '君亭西湖四季酒店的服务和位置及性价比舒适度都可以，后面的房间很安静，下次还会住这，房间再有个冰箱就更好了。呵呵', '短评打分': 5}
{'短评内容': '在西湖边，交通方便，风景不错，挺好的', '短评打分': 5}
{'短评内容': '房间太小，价不低', '短评打分': 1}
{'短评内容': '环境舒适~交通方便~床铺干净~设备齐全~很满意~', '短评打分': 5}
{'短评内容': '门面虽不大，但设施还是可以的，\r\n就是停车场的设施，不像是星级酒店的配置，', '短评打分': 5}
{'短评内容': '房间不大，但是很舒服。有旅游杂志可以看，还有退房时间是1点，很人性。', '短评打分': 5}
{'短评内容': '酒店内的卫生可以 设置一般 在马路边 楼下公交站点比较多 有点吵 \r\n离西湖步行10分钟左右 周围商场比较多 性价比不高 ', '短评打分': 1}
{'短评内容': '比两年前住时旧了些, 比较舒适,但打的不太方便特别是下雨天,不过打的是整个杭州都有的问题', '短评打分': 5}
{'短评内容': '我在市中心住得最多的酒店。位置好，周边商铺林立，离西湖步行只要10分钟。楼下有免费的停车场，早餐涨价了10元，但还是物有所值。比较斯达巴克一杯咖啡也要20多元，现在38元的早餐，中西合璧，还是比较超值的。\r\n客房大小适中，也比较干净，唯一的缺点是没有冰箱，夏天可能不适合常住。另外，8楼的制冰机虽然是免费使用，可实际上已经“罢工”，遗憾。', '短评打分': 5}
{'短评内容': 'Good location, clean room, generally ok. ', '短评打分': 5}
{'短评内容': '很不错的酒店，房间小了点，但是比较精致', '短评打分': 3}
{'短评内容': '位置不错，干净。但不在西湖边。', '短评打分': 5}
{'短评内容': '性价比不高，地处闹市不好打车，房间很小。', '短评打分': 1}
{'短评内容': '说实话，和网上看到的图片比较相差较大，特别是周末去，性价比不高', '短评打分': 1}
{'短评内容': '酒店位置很方便，但是临街的房间太吵啦～', '短评打分': 3}
{'短评内容': '由于地处解放路这样的市中心，太嘈杂了。房间装修也一般，总的来说性价比一般。', '短评打分': 1}
{'短评内容': '房间比较好，可就是地处闹市，比较吵，而且不好打车～', '短评打分': 3}
{'短评内容': '酒店位置很不错，只可惜面临马路的一边噪音较大。', '短评打分': 5}
{'短评内容': '性价比很低的、忽悠游客的酒店。房间很小、硬件很简陋，枕头很不舒服，被子看着很干净，但是盖在身上痒了一个晚上。服务员态度很差，没有正眼看过顾客，没有正面主动跟你说过“请”或“谢谢”。唯一还行的只有早餐。', '短评打分': 1}
{'短评内容': '硬件设施不错，地理位置也很方便，吃饭游玩都比较方便。但是靠马路一边的噪音很大，隔音效果不好，空调声音也很响，影响睡眠，其他都不错，就这个价格来说慢值得的', '短评打分': 3}
{'短评内容': '住的湖景房，总体感觉还不错，就是网速比较慢~~~~', '短评打分': 5}
{'短评内容': '住的套房，還不錯，地毯和沙發臟了點，其他都挺好。', '短评打分': 3}
{'短评内容': '远不如以前&quot;世贸西湖四季湖滨店&quot;的服务.没有了温馨的感觉.不推荐.', '短评打分': 1}
{'短评内容': '靠街的房间太吵，不靠街的又没有标准间\r\n但是服务人员的态度都不错\r\n卫生也觉得还行，除了席梦思上血迹没有清理干净，虽然被床单盖住但还是有映出来', '短评打分': 5}
{'短评内容': '位置的確很好，夜市就在對面馬路，酒店有些舊了，我住的是套房，地毯和沙發都很臟，希望以後入住友所改善。', '短评打分': 5}
{'短评内容': '很好的酒店，如果床可以换好一些就perfect了', '短评打分': 3}
{'短评内容': '地理位置很好，早餐很好', '短评打分': 5}
{'短评内容': '条件非常一般，周围有很多更合适的酒店，房价太小了', '短评打分': 1}
{'短评内容': '虽然有些简陋，但地理位置不错，性价比也可以', '短评打分': 5}
{'短评内容': '再次入住感觉不错，各方面都比较方便，经济实惠', '短评打分': 3}
{'短评内容': '经常来住，已经算定点酒店了', '短评打分': 5}
{'短评内容': '位置很不错，就是隔音不好，估计是门的关系，缝隙很大，其他都不错', '短评打分': 3}
{'短评内容': '除了位置好，其他都一般，但是对于这个价格，就显得性价比不高。而且门还没有从里面能够反锁的锁，个人认为不是很安全', '短评打分': 1}
{'短评内容': '地段不错，酒店比其他君亭的分店差了点，隔音确实不怎麽好，希望能改进', '短评打分': 5}
{'短评内容': '离西湖很近,去一些景点也很方便,位置还比较好找,我是晚上到的,坐机场大巴到市区不好打车,走过去的,也就10来分钟,说到解放路新华书店,一般人都知道,正好可以路过吴山夜市,顺便逛了一下,周四到店的,本来定的普通大床房,给我升级到都市房,不过在靠马路,早上有点吵,睡觉不好的最好让他们安排不临街的那边,我住了两天,周末客源很好,基本都满了,所以大家要周末到的话,最好早点预定,酒店设施还不错,服务也好,下', '短评打分': 5}
{'短评内容': '离西湖很近，交通便利。酒店比较干净，靠解放路也不是很吵。', '短评打分': 5}
{'短评内容': '来杭州基本都住这里了，综合不错，就是早餐贵了', '短评打分': 5}
{'短评内容': '二次点评，推荐入住，拿分走人', '短评打分': 3}
{'短评内容': '总体还是可以，电梯差点。', '短评打分': 5}
{'短评内容': '离西湖很近，在市中心', '短评打分': 5}
{'短评内容': '天哪，湖景房原来是从没有被前面楼房挡住的窗口看出去的，与我的想像稍微远了点。另外房间洗脸池的下水堵住了，等刷完牙，已经一池的水了，有待改进。其他还算可以。', '短评打分': 1}
{'短评内容': '距离西湖算是比较近的，设施一般，其它还不错，下次应该还会入住', '短评打分': 5}
{'短评内容': '地理位置很好，但房间太小', '短评打分': 5}
{'短评内容': '很干净，地理位置好，价格合理', '短评打分': 3}
{'短评内容': '很干净，地理位置好，价格合理', '短评打分': 5}
{'短评内容': '离火车站不远，步行至西湖5-10分钟，对面有家面馆，旁边有家肯德基，还算方便。住的特惠大床房性价比还可以，期间洗漱池堵塞维修人员热情，及时。下次还会考虑入住！', '短评打分': 5}
{'短评内容': '非常不错的酒店，可以考虑长期入住。', '短评打分': 3}
{'短评内容': '每次出差去杭州都住这个，一直都很满意，卫生设施等都不错，价钱也非常合适，性价比很高，位置也非常不错，走10分钟就到西湖，推荐入住。', '短评打分': 5}
{'短评内容': '酒店总体不错，只是38元的早餐有点小贵，品种有限。', '短评打分': 5}
{'短评内容': '很好，离西湖很近。\r\n去火车站和机场大巴都很方便', '短评打分': 5}
{'短评内容': '不错。会经常入住。\r\n可惜没有客房冰箱，夏天高温季节会是一个遗憾。\r\n', '短评打分': 3}
{'短评内容': '再次入住。\r\n唯一的缺点是酒店官网上有出租熨斗和熨衣板的服务。满以为届时可以租用整理行装，可惜被总台告知没有此项服务。\r\n遗憾!\r\n毕竟，酒店入住的商务客较多。房间里可以配电脑，为什么不能备块熨衣板和熨斗呢？出门在外，衣服多压在行囊中，难免皱皱巴巴，要见客是衬衣通常需要整一整，能否多为住客着想，改进一下呢？', '短评打分': 5}
{'短评内容': '地理位置是相当不错的,舒适度也不错,不过房间挺小的.可能离西湖近的原因吧,价格就不同了,觉得性价比不太高.', '短评打分': 5}
{'短评内容': '酒店不大，没有奢华的宴会厅和酒吧，顶楼有早餐，占了一整层，食物基本可口，中西齐备，服务也比较殷勤，墙体颜色让人感觉轻松，沿马路还有一段阳台长廊，可以俯瞰商业街。\r\n不过早餐价格涨了10元：上周还是28元（名义上限住店客人），这周住店客人也要38元。下周不知会不会涨到48元？\r\n装修风格较洋气，以东南亚的设计为主调，略带禅意。住店客人中似乎上海来的较多，老外和港台客人也不少。\r\n客房唯一的缺点是没有', '短评打分': 5}
{'短评内容': '经常去的酒店  很不错', '短评打分': 5}
{'短评内容': '离西湖很近很方便。不错', '短评打分': 5}
{'短评内容': '很干净，很时尚，自助早餐也挺丰富的，2岁多的小孩子也没有另收费。 离西湖很近，走过去也就10分钟。\r\n朝北的标房和风尚房关了窗，虽然临街也没什么声音，隔音也不错，没有听到其他房间或走廊令人不悦的吵吵声。\r\n下次来还会住的。', '短评打分': 5}
