{'descr': '还行，就空调不够给力', 'star': 5}
{'descr': '第一次入住，感觉非常好，性价比很高，干净。下次来杭州还选择这里', 'star': 5}
{'descr': '不错的酒店', 'star': 3}
{'descr': '特价房的空调不太制热', 'star': 5}
{'descr': '不错的酒店', 'star': 3}
{'descr': '住过很多次了。很好；不然也不会一直选这家酒店', 'star': 3}
{'descr': '总体感觉非常好，就是停车位置太少了，。', 'star': 3}
{'descr': '性价比比较好，房间设施很不错，比汉庭如家这类的酒店还好', 'star': 5}
{'descr': '不错的酒店', 'star': 5}
{'descr': '还OK\r\n', 'star': 5}
{'descr': '房间隔音效果不是很好，服务不错！', 'star': 5}
{'descr': '真不错啊，又干净又好，位置也不算难找，就在马路上', 'star': 5}
{'descr': '总体性价比较高，离西湖景区一部车就到。房间设施很全，只是我们住的那间房空调位置不是很好，夜里有点冷。其他都很不错，推荐！！', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '住的听舒服，价格还好，就是早晨有很多公交车声音挺大，容易吵醒，附近没什么好吃的，卫生间挺不错，基本满意。', 'star': 5}
{'descr': '下次还去住', 'star': 5}
{'descr': '综合来说全部还可以  靠马路的房间有点吵', 'star': 5}
{'descr': '在杭州这家店的性价比很高，但是交通不太方便，没有公交。', 'star': 5}
{'descr': '还不错拉，卫生过得去，房间小了点，靠街边的有点吵', 'star': 5}
{'descr': '位置稍微有点偏，出租车司机不太容易找到，出行一般，房间的卫生和设施还不错，服务也还行，我觉得这家酒店性价比还是比较高的 值得推荐', 'star': 3}
{'descr': '价格还是比较合适的,酒店的房间也很干净挺舒适的,服务行,位置挺一般的,总体感觉还是比较不错的.', 'star': 3}
{'descr': '服务较一般，我们预订好，大包小包进门的时候，没感受到欢迎的味道，也许他们太忙了，到前台是才好一些，\r\n住的房间电视机遥控按键不灵，电视机出现自己关信号现象，', 'star': 5}
{'descr': '住了两次还是比较舒服的,卫生也蛮干净的,总体来说,很好,性价比高', 'star': 5}
{'descr': '雖然位置有些偏,特價房有些袖珍但五臟齊全,該有的都具備了,倒也不該過分挑惕. 至與服務是值得稱讚,以後還會光顧,也會介紹友人前往.', 'star': 5}
{'descr': '酒店的各方面服务还算可以.卫生和设施不错.不过酒店位置有些偏不太方便出行，综合酒店性价比还是不错的.', 'star': 3}
{'descr': '房间的卫生和设施都是挺不错的,服务态度还行,就是位置不太好找有些偏出行也不方便.性价比还是挺一般的,还是比较一般的一家酒店.', 'star': 3}
{'descr': '酒店的总体服务不错,性价比也比较高,不过早餐需要改善一下,早上8点左右去餐厅就没有什么吃的了.酒店所在的位置稍有一些偏,如果自己有车的话去市中心或机场都会比较方便.', 'star': 3}
{'descr': '怎么说呢.价格是很诱人的,但是酒店就在机场路边,窗户隔音效果不好,早上的时候非常吵哇~~\n酒店离火车东站不远,离城站就不太方便了.', 'star': 5}
{'descr': '酒店位置不好，离西湖远 交通也不方便，环境和服务条件都还可以，但是就是位置不好。', 'star': 3}
{'descr': '位置不是很好找很偏当时找了半小时,就是还是不错的新装修的酒店设施还是挺不错,卫生也挺干净的,价格方面还是比较优惠的,总体感觉还是比较不错的,就是位置很难找,如果是第一次去杭州的人就不要选择这家酒店了.', 'star': 3}
{'descr': '酒店的环境硬件设施达标，卫生服务还可以，位置有些偏。价格还是比较优惠的还是可以推家入住的。', 'star': 3}
{'descr': '酒店相当的不错 很温馨的感觉  而且性价比很高  我感觉还是相当满意的  除了位置偏僻外  我感觉都很好  让我有种家的感觉', 'star': 5}
{'descr': '其他都好，就是太偏了点', 'star': 5}
{'descr': '总体感觉还可以！', 'star': 5}
{'descr': '总的来说还可以,性价比比较高', 'star': 5}
{'descr': '黄金周涨价太恐怖了，不过没办法，怪自己预定的太迟，总体感觉是不错的。就是没电脑，就给跟网线感觉不实用，一般出来旅游也不会带个笔记本在身边的嘛。', 'star': 5}
{'descr': '交通比较方便，文晖大桥向东下就到了，房间比较大，也很干净，很不错。', 'star': 5}
{'descr': '酒店地理位置有点偏僻，不过里面的卫生都搞得比较好，很干净，睡得也比较舒服，房间看上去很温馨，下次来杭州还会去那里住。', 'star': 5}
{'descr': '这里的房间性价比蛮高的 地址也比较好 本来以为很偏的地方其实地方还是比较好找的 又可以上网 网速蛮快的 不错 卫生间也蛮好 只是房间里有些味道 不知道是什么味道 其余的都不错', 'star': 5}
{'descr': '地理位置好      服务态度不错', 'star': 5}
{'descr': '这个酒店还是不错的 位置嘛比较方便 性价比也很高 再去杭州的话 这是一个不错的选择~', 'star': 5}
{'descr': '总体来讲，值得再次入住。订了两间商务标准间，其中一间的电视机有故障，后来从其他房间换了1台过来。还是没有适合的餐饮，好在附近有多家小饭店，也挺方便，价格也合适。', 'star': 5}
{'descr': '这家酒店一般了,没什么特色,整体感觉还可以了,就是早餐太差了.', 'star': 5}
{'descr': '酒店的服务卫生方面还是不错的，设施方面也还可以了，就是周边交通不是很方便的，价格方面还是比较合适的。', 'star': 5}
{'descr': '位置很好,房间里面也很干净,就是隔音效果不太好,尤其是早上很影响休息.价格还是比较合适的.', 'star': 5}
{'descr': '酒店的服务卫生都很不错，房间的硬件配置也很达标，价格合理适中。出行交通也很方便。整体来讲还是非常达标的商务酒店，值得土建入住。', 'star': 5}
{'descr': '整体感觉都还可以，价格在杭州还是很优惠的，就是位置不好找，不明显', 'star': 5}
{'descr': '住的蛮舒服的，就是附近吃的比较麻烦', 'star': 5}
{'descr': '假日之星还是不错的，房间很干净，服务也很不错，内部的装修硬件准备的都不错，价格相对来说也可以，而且单说他们这个店的位置，其实不错，挺方便的，但是要是去西湖玩的话，这里过去挺远的，也比较偏，去西湖还是选个离西湖近点的好。', 'star': 1}
{'descr': '酒店环境不错,就是房间小了点.门口就有公交车站,但是离市区还是有一段距离.', 'star': 5}
{'descr': '以前就住过，感觉酒店本身还可以，就是位置有点偏，房间特别干净，价格也比较合理', 'star': 5}
{'descr': '酒店还可以，就是隔音效果不是很好，不过内部环境挺不错，而且离火车站也比较近，价格也比较适中', 'star': 5}
{'descr': '作为一个经济型酒店 这家假日之星另外特别满意. 168的大床房布局非常开阔, 设施\\卫生\\服务都很好. 位置也并不难找. 是性价比非常高的一家酒店, 免费寄存行李前台态度也很好. 非常满意, 下次商旅目的还会选择这里!', 'star': 5}
{'descr': '非常不错，装修很好，很干净，色调很舒服，空间布局也很协调。', 'star': 3}
{'descr': '1.这是第二次住了。\r\n2.地理位置不大好只是外出、购物不方便\r\n3.在马路边，但晚上还安静，\r\n4.设施齐全，收费物品价格还合理。\r\n5.房间有些不好找，有些走迷宫般感觉。\r\n6.服务态度可以，房间也还舒服。\r\n7.准备用杭州旅游消费券时被告知因某收款系统设置原因，不好办理。遗憾。', 'star': 5}
{'descr': '很不错', 'star': 5}
{'descr': '位置偏了点，出门不好打车是个缺点', 'star': 5}
{'descr': '是一家性价比不错的酒店,位置也还好离杭州火车东站和汽车东站比较近打车起步费就够了,门口还有公交车528路直接到城站，对我们上海这边的顾客比较方便,住的商务大床房间面积和床都很大、很舒适、很安静，这一点比“如家”，“莫泰168”好多了，服务很热情，值得推荐！！！！', 'star': 5}
{'descr': '这里比较新，而且服务很好，房间也干净整齐，用品也都是很新不错。', 'star': 5}
{'descr': '国庆时住了3天，订的商务标间，房间还算大，两张1.5米大床比较满意，因为是新装修，设施都比较新。服务态度也不错，服务员主动打招呼。&lt;br /&gt;\n位置偏了点，而且附近在修地铁，单行线，出行打车不便，还好杭州不大，没耽误太多时间～～&lt;br /&gt;\n离东站比较近，乘车比较方便。', 'star': 3}
{'descr': '位置偏僻了&lt;br /&gt;\n找了好久才找到&lt;br /&gt;\n我记得是订的大床房，可是那房间的床我怎么看也不像大床，就是个单人么。我半夜总感觉脚在床的外面。希望可以改进下&lt;br /&gt;\n不过房间的数字电视不错。&lt;br /&gt;\n卫生也不错的。&lt;br /&gt;\n希望床头灯可以换个小点的&lt;br /&gt;\n太亮了', 'star': 3}
{'descr': '位置太偏僻了。说在机场路和天成路交接路口，去了根本不是那么回事，害得去了问了一堆人最后还要打的过去。商务大床房感觉和标间的没什么区别，房间也挺小的，还有点矮，通风不太好，感觉有点压抑。卫生、热水什么的还可以，除了房内没有吹风机。数字电视倒是很不错。', 'star': 3}
