{'短评内容': '地铁直达非常便利，出行首选。早餐还有庆丰包子', '短评打分': 5}
{'短评内容': '酒店不错！！！！ 环境也好，性价比高！！ 唯一一点就是预定老的担保！！', '短评打分': 5}
{'短评内容': '交通便捷,地理位置很好.酒店设施相当好.下次仍住该酒店.', '短评打分': 5}
{'短评内容': '环境设施不错，很干净，地理位置不错，办事比较方便。', '短评打分': 5}
{'短评内容': '地理位置很不错，酒店的设施也不错，早餐有点贵了。', '短评打分': 5}
{'短评内容': '位置不错，入内的交通不方便，装修也不错，设施比较新', '短评打分': 5}
{'短评内容': '位置不错，设施也比较新，但入内的交通不是很方便', '短评打分': 5}
{'短评内容': '整体不错，地理位置不错，办事很方便，就是早餐有点贵了。', '短评打分': 5}
{'短评内容': '住的条件很好，在金融街附近性价比很高', '短评打分': 3}
{'短评内容': '北京远通维景国际大酒店适合在京城西区办事，设施服务尚可，前台效率还有待提高，早餐有点贵。 \n', '短评打分': 5}
{'短评内容': '干净整洁，地理位置不错，办事比较方便，如果含早餐就更好了。', '短评打分': 5}
{'短评内容': '挺好的酒店', '短评打分': 3}
{'短评内容': '装修设计不错，可惜就是面积小了点！整体还是满意的~~~', '短评打分': 5}
{'短评内容': '去金融街或者人民医院一带位置都很方便。房间装修的比较好，新。', '短评打分': 5}
{'短评内容': '地理位置极好,临近地铁口.去金融街非常方便,就是前台在2楼.', '短评打分': 5}
{'短评内容': '很不错的说，每次都挺喜欢这里的。\n就是早餐有点小贵，晚上的半夜送餐服务很温馨。', '短评打分': 5}
{'短评内容': '北京远通维景国际大酒店地理位置适合在京城西区办事，设施服务尚可，前台人员效率还有待提高。', '短评打分': 5}
{'短评内容': '地点方便, 酒店很新.\n开始没有无烟房,后来在我们的坚持下也给了我们.\n整体来说算满意,要是房价包早餐就更好了.', '短评打分': 5}
{'短评内容': '位置很便利，服务也不错，还会向同事推荐的', '短评打分': 5}
{'短评内容': '入住时升级为行政楼层的粉色丽人房，很有特色，对着二环，房间很大很整洁。', '短评打分': 5}
{'短评内容': '不错，还是一样的方便，我很喜欢，下次来继续，就是好像房价越来越贵了，对我们这样的常住客户，可否提供增值优惠', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '很新，价格不错，就是早餐小贵。\n另外就是服务比较好，但早上洗衣能不能不敲门打扰啊。。。。', '短评打分': 5}
{'短评内容': '棒。', '短评打分': 3}
{'短评内容': '位置不错，但门面小气了点，房间空间可以，比较安静', '短评打分': 5}
{'短评内容': '非常好，位置、环境、设施、服务都是不错的！', '短评打分': 5}
{'短评内容': '环境、服务都很不错，交通便利，离地铁很近，去金融街也很方便。', '短评打分': 5}
{'短评内容': '希望晚上能在酒店里健身和游泳，但游泳设施没有，非常遗恨，其他都很好！', '短评打分': 5}
{'短评内容': '基本满意，健身房器件很好，只是美中不足的是没有游泳设施', '短评打分': 5}
{'短评内容': '卧具非常舒服，很人性的一个酒店，很注意细节的，比如，熨衣斑等物品，看出酒店的用心，而且地铁就在酒店门口非常方便的，很喜欢这个酒店的。', '短评打分': 5}
{'短评内容': '位置好，房间设施不错，餐馆也还行，值得再住。', '短评打分': 5}
{'短评内容': '满意，升级到行政房。', '短评打分': 3}
{'短评内容': '酒店很棒。就是大门不太好找…', '短评打分': 3}
{'短评内容': '很干净，服务也很好，毕竟是比较新的一个酒店，性价比很高，交通也方便。', '短评打分': 5}
{'短评内容': '酒店位置好，房间大，床具舒服；\n办理入住和退房手续太慢，很不好停车。\n', '短评打分': 5}
{'短评内容': '酒店整体、房间布置、环境啊交通等都不错，酒店的餐厅环境及口味也很好，服务员态度也值得表扬。会向朋友推荐。', '短评打分': 5}
{'短评内容': '楼下就是地铁站，到其他地方还算方便，房间布置干净', '短评打分': 5}
{'短评内容': '位置还不错，就是附近没有吃饭的地方，需要走一站路，门外是京剧院。', '短评打分': 5}
{'短评内容': '环境很好，空间也大，设备都很新，美中不足就是太靠近二环路，有点躁。', '短评打分': 5}
{'短评内容': ' 酒店位置理想，设施也好，楼下是梅兰芳剧院可以看戏，很方便！', '短评打分': 3}
{'短评内容': '附近应该繁华吧 没去找过 附近吃得多否 反正酒店很贵', '短评打分': 5}
{'短评内容': '酒店细节做得不错，就是贵了点，特别是餐饮。早餐如果包就更好', '短评打分': 5}
{'短评内容': '北京远通维景国际大酒店的地理位置适合在北京西区办事，性价比不错。', '短评打分': 5}
{'短评内容': '环境还可以，主要是交通方便，态度真不错，价格高高的。唉！', '短评打分': 5}
{'短评内容': '价格还行环境也不错就是态度太差', '短评打分': 3}
{'短评内容': '环境不错，房价也还合理，就是服务人员态度不行，前台等待的时间长还没有坐的地方。', '短评打分': 1}
{'短评内容': '酒店交通方便服务很好', '短评打分': 3}
{'短评内容': '早餐太差了', '短评打分': 3}
{'短评内容': '酒店很好，免费升级到了行政房', '短评打分': 3}
{'短评内容': '到北京一直住在这里。最满意的地方是交通很方便，到火车站、机场都很快捷。楼下就是地铁环线。不错！', '短评打分': 5}
{'短评内容': '酒店很好 很干净 希望价格能在便宜些！  呵呵', '短评打分': 5}
{'短评内容': '这家酒店的硬件设施还很好，房间也大，环境也可以，我对这一次的入住挺满意。', '短评打分': 5}
{'短评内容': '酒店不错，干净卫生，空间好，设施齐全，地理位置也不错。', '短评打分': 5}
{'短评内容': '酒店房间很好，还免费给我升级到了行政商务间，更棒！重点是交通真的很方便。不错。', '短评打分': 3}
{'短评内容': '很好，很强大。', '短评打分': 3}
{'短评内容': '到店后才知道没有大床房了，也不让调换。有些礼貌的店会免费升级，我在苏州碰到一家就是这样。\n靠近西二环，太吵，简直无法入睡。\n虽然是港中旅管理，但和香港的维景比，管理水平差远了。\n浴缸好像出水管坏了，水都无法放掉。铺在地上的毛巾居然没有时候就有黑印子了。', '短评打分': 1}
{'短评内容': '位置不错，卫生也不错，但早餐价格太高，性价比一般', '短评打分': 5}
{'短评内容': '硬件不错，升级的行政丽人房非常漂亮。但是服务优待提高。早餐一般性，价格却很贵。交通比较方便。', '短评打分': 5}
{'短评内容': '室内环境很好，有星级的硬件建设，希望提高软件管理，（大堂迎宾的礼仪，如，同事间的私语重于客人的提问，帮客人指引去房间的电梯及提行李等基本的酒店服务礼仪，早餐时的基本巡台服务。）', '短评打分': 5}
{'短评内容': '地理位置极好,离地铁车公庄站仅30米.去金融街很方便.只是大门太小,大厅在2楼,略嫌不足.', '短评打分': 5}
{'短评内容': '酒店不错，但是价格越来越贵了，还是继续选择了这家酒店，床很舒服，比较软，可以睡得很沉，网速也可以。', '短评打分': 5}
{'短评内容': '下次去北京还是去那，早晨楼下的环境还不错了。', '短评打分': 5}
{'短评内容': '好舒服的床，睡的香，地理位置好，价位也行。', '短评打分': 5}
{'短评内容': '北京远通维景国际大酒店还行吧\n最主要的优点就是交通便利，房间隔音好\n总体的感觉是就是旅游酒店\n酒店服务态度很是一般，特别是前台的服务比较差', '短评打分': 5}
{'短评内容': '北京远通维景国际大酒店还行吧\n最主要的优点就是交通便利，房间隔音好\n酒店服务态度很是一般，特别是前台差劲 \n', '短评打分': 5}
{'短评内容': '好，干净，有档次，交通便利，性价比在这片区算高的。', '短评打分': 3}
{'短评内容': '不错  好酒店 交通便利 还很安静 酒店服务态度也很好', '短评打分': 5}
{'短评内容': '酒店洗发用品建议用品牌产品，现有产品根本不敢使用。', '短评打分': 5}
{'短评内容': '预定的是行政丽人房到酒店没有房间了，酒店那边说要免费升级行政套间我没同意，最后给安排了所订房间。这种事情希望不要再发生。', '短评打分': 5}
{'短评内容': 'okokokokokokokokokokokokok', '短评打分': 5}
{'短评内容': '酒店设施不错，交通方便，离北大第一附属医院比较近便', '短评打分': 5}
{'短评内容': '位置不错，房间也不错，只是大堂不够大气，门口不是很方便', '短评打分': 5}
{'短评内容': '酒店不错，酒店的美食也很不错。下次还会入住。', '短评打分': 5}
{'短评内容': '床比较舒适，干净整洁，服务态度不错，就是距离二环太近，停车不方便。', '短评打分': 5}
{'短评内容': '床太舒服了下次还去，地理位置也好，早上锻炼空气好', '短评打分': 3}
{'短评内容': '+房间大，设施新，订的高级间，住的是最高层豪华间。客人非常满意，下次还会住', '短评打分': 5}
{'短评内容': '位置很好，离地铁站很近~~~\r\n很安静\r\n宾馆内足浴信价比很低~~\r\n', '短评打分': 5}
{'短评内容': '酒店的床很舒服，楼下的食神火锅好吃，洗浴用品也是不错的', '短评打分': 5}
{'短评内容': '很差!', '短评打分': 5}
{'短评内容': '酒店不错 就是有点贵！  希望能便宜些！  像我们这些老顾客最好有个VIP卡什么的！ 呵呵   大力支持', '短评打分': 5}
{'短评内容': '就在大剧院边上，很方便，就是到景点不太方便。。。', '短评打分': 3}
{'短评内容': '入住中,还有一晚,感觉酒店还不错,就是这季节没空调只送风,稍微有点热.房间挺大,卫生间不错,有浴缸和淋浴.', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 5}
{'短评内容': '酒店位置很好，就在车公庄那，交通便利。但是需要信用卡担保有点麻烦，电话打了近1个小时', '短评打分': 3}
{'短评内容': '干净，卫生，环境好，早餐丰富', '短评打分': 5}
{'短评内容': '酒店很新，位置真的很好。到梅兰芳大剧院看戏很方便。但是酒店前台与酒店的级别很不相称。', '短评打分': 5}
{'短评内容': '还不错，就是交通不是很方，服务态度一般，价格适中', '短评打分': 5}
{'短评内容': '硬件不错,服务还可以', '短评打分': 5}
{'短评内容': '价格合理，没有免费早点很讨厌', '短评打分': 5}
{'短评内容': '不错，交通比较方便，离我要去的北大第一附属医院很近', '短评打分': 5}
{'短评内容': '好，不错，继续努力。干净卫生，服务不错，地理位置不错', '短评打分': 5}
{'短评内容': '已经入住几次，每次前台登记都不认得，没有宾至如归的感觉。没有注重管理“软”的方面的提升。', '短评打分': 3}
{'短评内容': '酒店的服务态度不错，可以给客人预留安静的房间~就是信用卡担保比较麻烦', '短评打分': 3}
{'短评内容': '位置不错。价格稍有些偏高。别的一切都好。床品很舒适。出行方便，门口就是地铁站。', '短评打分': 5}
{'短评内容': '酒店的服务没有秉承港中旅的精神，到时像国内的国营酒店的风格。', '短评打分': 1}
{'短评内容': '住进去才知道,比外面看到的差远了!带车时进出也不方便!', '短评打分': 1}
{'短评内容': '离地铁口很近。服务态度好，还升级成更好的房间。不错的。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '不算太愉快，但是总算落定了.打了我1个小时的电话，也没能解决问题 不过我认为不是酒店的问题。', '短评打分': 5}
{'短评内容': '这个酒店价格不贵，客房服务不错。缺点是早餐太差，不是一般的差，简直就是食堂，没有人给你服务，又没东西吃，只能喝碗稀饭，但是要一百块。前台服务也很差，讲话很冲，不想搭理你的样子，有什么要求也不肯帮你解决。说到底，可能是国有企业的原因吧。如果能够改进，还是可以继续住下去。因为我住过好几次了，老样子，真不想再去了。', '短评打分': 1}
{'短评内容': '房间大，床很舒服。离地铁也比较近，总之很满意下次还会再住。\r\n', '短评打分': 3}
{'短评内容': '地理位置很好，楼下就是地铁口。出行很方便。大堂在2楼。', '短评打分': 5}
{'短评内容': '酒店很适合商务客人，上网免费特别吸引人。总体服务不错。唯一美中不足是酒店的大门就只有一个转门，出口太小，所有的客人只能从这一个转门出去，太不方便。', '短评打分': 5}
{'短评内容': '觉得这家酒店感觉真的还不错哦，不但地点好，去哪里都方便，主要是在地铁口，而且服务也好，房间挺有感觉，让人有亲切感！床特别特别舒服！', '短评打分': 5}
{'短评内容': '服务态度不错，干净程度也还可以，大致都还不错，价位是最好的。', '短评打分': 5}
{'短评内容': '房间大，很舒适。但是服务稍显冷淡。去商务酒廊服务员不主动招呼客人需要喊。', '短评打分': 5}
{'短评内容': '服务一直很好,硬件也不错，就是入住率太高，不预定基本是没有房间的。', '短评打分': 5}
{'短评内容': '交通特别方便，适合旅游居住，缺点是早餐159元偏贵', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '该酒店紧靠金融街，与其他五星级酒店相比，价格非常便宜，性价比极高，而且服务也不错。建议各位试一试该酒店，以后一定会再次入住。', '短评打分': 5}
{'短评内容': '酒店设施，位置舒适度和性价比都很好，但酒店前台服务员需加强提高英文水平。如是外国客人，打包早餐需要有咖啡，应准备像星巴克那样的咖啡杯。', '短评打分': 5}
{'短评内容': '靠近地铁出口,四通八达;酒店二楼的海鲜做的不错;房间设施很好', '短评打分': 5}
{'短评内容': '刚才应该是“推荐”的，选错了，抱歉！今天入住还给我升级了~', '短评打分': 3}
{'短评内容': '位置好，就是出门打车不方便，周边小吃不够多。房间的硬件，不错的。', '短评打分': 1}
{'短评内容': '其他还好，感觉服务人员有点冷漠', '短评打分': 5}
{'短评内容': '总体还不错，只是洗澡期间服务员意外闯入。。。太意外了！', '短评打分': 5}
{'短评内容': '非常的不爽', '短评打分': 1}
{'短评内容': '我住的是行政丽人间，很好。', '短评打分': 3}
{'短评内容': '我住的是行政丽人间，很好。', '短评打分': 5}
{'短评内容': '很舒服的酒店，价格合适。', '短评打分': 5}
{'短评内容': '酒店位置非常不错，去北京大部分都住在这，就是房间不含早餐。酒店员工态度非常冷漠，不热情。', '短评打分': 5}
{'短评内容': '设施不用说了，非常不错。服务还可以吧，希望服务能想一些好的办法，更快一些！', '短评打分': 3}
{'短评内容': '地点好，服务还可以！设施好！', '短评打分': 5}
{'短评内容': '我越来越喜欢这个酒店了，但服务人员的水平和态度要有改善', '短评打分': 5}
{'短评内容': '以前经常来这家酒店住，感觉性价比还不错，但是这次入住改变了我的看法，前台的服务水平有待提高，由于中午时间紧张，办理结账的时候，手机充电器落在房间里面了，由于赶时间，我请前台打电话给查房的服务员帮忙给送一下，结果前台和服务员连电话都没打，就直接告诉我，让我自己去19楼房间里面去，我连说了几遍可否请服务员帮忙，前台还是以服务员紧张拒绝我。5星酒店住很多了，也落下过几次东西，可从来没有见过前台这样处理的', '短评打分': 5}
{'短评内容': '服务和设施都还不错，就是周边的餐饮太少了，酒店本身的room services又不太划算。哎。。。', '短评打分': 5}
{'短评内容': '床品很舒服,房间够大,出行也很方便，不管是地铁还是打车,很好，唯一不足就是早餐价格太高了点，不过，马路对面就有很多餐饮店', '短评打分': 5}
{'短评内容': '整体不错', '短评打分': 3}
{'短评内容': '总的来说也算比较性价比高的酒店', '短评打分': 3}
{'短评内容': '酒店设施很好，很干净，住起来很舒服，服务态度也很好，', '短评打分': 3}
{'短评内容': '酒店设施很好，很干净，住起来很舒服，服务态度也很好，就是办理入住有点慢（赶上人多，呵呵）。房间怎么没有报纸呢？酒店就位于地铁口边，交通很方便。挨着梅兰芳大剧院，可惜有事没来得及看一场。总的来说感觉很好。', '短评打分': 5}
{'短评内容': '我住的是行政房,设施尚可，还不错', '短评打分': 5}
{'短评内容': 'bucuo', '短评打分': 3}
{'短评内容': 'bucuo', '短评打分': 5}
{'短评内容': '二环内不错的酒店', '短评打分': 5}
{'短评内容': '在西二环,交通很方便,床挺大的,房间也很宽敞,感觉很棒!', '短评打分': 5}
{'短评内容': '给朋友定的, 他说还不错', '短评打分': 3}
{'短评内容': '中规中矩的星级酒店, 服务和设施都与四星级的酒店相称, 也没有过多的出彩地方. 前台接待缺少笑容, 没有亲和力, 如果能改善更好, 否则给顾客的第一印象不好. 三楼咖啡厅的服务很好, 很友善, 自助餐菜式比较丰富, 能够及时补充, 不错! 旁边就是梅兰芳大剧院, 地铁口就在楼下, 商务出行很方便. 周边都是商务楼, 几乎没有餐厅, 居家旅游要考虑这点.', '短评打分': 5}
{'短评内容': '性价比，比较高的酒店。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '不错，干净', '短评打分': 5}
{'短评内容': '交通方便,设施尚可', '短评打分': 3}
{'短评内容': '酒店设施尚可,交通便利', '短评打分': 5}
{'短评内容': '地理位置不错的酒店\r\n设施也比较完善，就是大厅太小了\r\n服务人员很热情\r\n价格要再优惠一点就好了\r\n早餐有点贵~', '短评打分': 5}
{'短评内容': '还是比较舒适，不过大堂不在一楼，不是很方便，另外门童也不是很机灵的感觉，车子开到门口了也不晓得赶快出来拿行李，还有就是咖啡厅的食物味道有待提高啊。。。', '短评打分': 5}
{'短评内容': '很好，交通方便，地铁就在楼下', '短评打分': 5}
{'短评内容': '对于这个级别的酒店来说，这个价格还算合理。这个酒店距离环保部相当的近，去部里办事很方便，值得推荐。', '短评打分': 5}
{'短评内容': '房间很漂亮、舒适，二楼大厅也很美丽，服务人员也很有素质，我很喜欢。希望能够有一个设计女孩头发的发厅。', '短评打分': 5}
{'短评内容': '酒店位置在地铁站旁 交通非常方便 酒店停车位也较充足 只是入住当天办完全部入往手续后前台小姐才告知当日没有洗澡热水很不舒服 后找洒店交涉态度又非常不好', '短评打分': 1}
{'短评内容': '不错的酒店 下次还去', '短评打分': 5}
{'短评内容': '不算太好，早餐的价位太贵，一位要159元，没敢去吃。。。。。。。。。。\r\n', '短评打分': 3}
{'短评内容': '就价位来说，这里的设施就不算太好了', '短评打分': 1}
{'短评内容': '蛮好的，环境舒适', '短评打分': 3}
{'短评内容': '各方面都不错！', '短评打分': 5}
{'短评内容': '我也满意，老板也满意。大家都非常满意，\r\n\r\n大堂很小，就4星级标准。\r\n价格有一点高。500~600就好。', '短评打分': 5}
{'短评内容': '酒店位置非常好，离地铁口很近。', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '交通相当便利，但西式早餐种类不够丰富', '短评打分': 5}
{'短评内容': '尚可', '短评打分': 5}
{'短评内容': '越来越贵了。', '短评打分': 3}
{'短评内容': '涨价了', '短评打分': 5}
{'短评内容': '酒店位置、服务、卫生都很好，唯一不足的是价格太高而且老是涨价，这么贵的房间还不带早餐，性价比差。', '短评打分': 5}
{'短评内容': '住的是行政丽人房，很好，有冲浪浴缸 水果', '短评打分': 3}
{'短评内容': '地理位置很好，靠近地铁站，出行很方便。环境和服务态度都不错，只是大堂在2楼有点不方便。', '短评打分': 5}
{'短评内容': '环境不错，性价比高，交通方便', '短评打分': 3}
{'短评内容': ' 酒店环境不错，行政间在同级5星级里面，性价比比较高。', '短评打分': 5}
{'短评内容': '交通很方便\r\n', '短评打分': 3}
{'短评内容': '服务要提高', '短评打分': 3}
{'短评内容': '酒店比较新，还是不错的', '短评打分': 5}
{'短评内容': '交通很方便、门口就是地铁车公庄站。不足的是空调不太好用，制冷不好。总体来说还是不错的，推荐', '短评打分': 5}
{'短评内容': 'nice place', '短评打分': 5}
{'短评内容': '早餐太贵', '短评打分': 3}
{'短评内容': '住了又住地方不错！习惯性入住了！今天还给我打电话了！告诉我有我的东西丢在那了！问我还要嘛！呵呵！真周到！不错不错！唯一让我一直有点感觉不好就是前台人太少！需要等待的时间较长', '短评打分': 5}
{'短评内容': '房间内饰和大小都比较满意。', '短评打分': 3}
{'短评内容': '性价比很高', '短评打分': 3}
{'短评内容': '希望服务超过位置的优势', '短评打分': 3}
{'短评内容': '前台服务有待提高', '短评打分': 5}
{'短评内容': '交通方便', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '内饰新，感觉不错', '短评打分': 5}
{'短评内容': '交通方便，配套设施不完善，服务人员水准低，问个路线什么都不知道。', '短评打分': 5}
{'短评内容': '很适合女士，很舒适！！！', '短评打分': 5}
{'短评内容': '交通方便。', '短评打分': 5}
{'短评内容': '人住很舒服', '短评打分': 5}
{'短评内容': '很好！', '短评打分': 5}
{'短评内容': '酒店环境很好！ 地点很好！ 住的很舒服\r\n\r\n', '短评打分': 5}
{'短评内容': '一如既往的舒适,服务比以前亲切了点,就是浴室没有防滑垫,总体来说性价比在这个区域来说还是比较高的', '短评打分': 3}
{'短评内容': '酒店的位置和服务不错，就是提供的免费上网速度太慢了。如果能够改善那就很完美。', '短评打分': 5}
{'短评内容': '涨价了，服务一如既往的差。但酒店硬件很好，位置好，出行很方便。', '短评打分': 5}
{'短评内容': '交通方便，房间比较好。', '短评打分': 3}
{'短评内容': '性价比很好。', '短评打分': 3}
{'短评内容': '交通方便。', '短评打分': 5}
{'短评内容': '非常不错的酒店，方方面面都不错，值得一住！', '短评打分': 5}
{'短评内容': '要坐扶梯上二楼才能到前台和到房间，有点不习惯。南侧虽有工地，却没施工。很安静。房间不错。', '短评打分': 5}
{'短评内容': '在此位置性价比算很高的了,帮朋友定的,朋友说很舒适,所以又多住了一天.房间比较宽敞,就是隔音不是太好.', '短评打分': 5}
{'短评内容': '在北京来说也算比较性价比高的酒店了，就是大堂太小，而且在二楼。', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '硬件方面的确可媲美挂牌5星，虽然位置在马路旁边，但是一点都不吵闹，出门就是地铁，交通很方便。就是酒店的大门比较偏，', '短评打分': 5}
{'短评内容': '很低调的五星级，大堂比较寒酸，但客房丝毫没打折扣，\r\n冲着行政丽人房去的，装修很新，布置很有特色，很讨女孩子喜欢，特别是浴缸很赞！\r\n行政楼层还有很多特殊服务，不过只住一晚，没来得及享受……\r\n酒店就在二号线车公庄站，交通方便，只是临近2环，确实不是特别安静。\r\n\r\n总体来说非常满意，价格要是能再有些优惠就更好啦！还会再来滴～', '短评打分': 5}
{'短评内容': '位置不错 酒店很新  服务有待加强 同样的维景酒店 怎么跟苏州的维景差距那么大呢 ', '短评打分': 5}
{'短评内容': '第一次入住，总评价是好的。但确有经历：刚入住所订的行政房，大约有3杯的水量从上一楼层在窗户的位置掉了下来，溅到了衣服鞋和茶几，嗨！经交涉更换了房间！\n服务不错，很满意。\n方静设施好！', '短评打分': 5}
{'短评内容': '前台员工服务态度冷淡，员工都不太了解北京的交通，询问路线都回答不知道。房间还算干净，但设施一般。早餐很简单。\r\n酒店位置不错， 就在地铁口。', '短评打分': 1}
{'短评内容': '1、行政丽人间确实很漂亮，比图片还漂亮\r\n2、位置非常好，就在地铁口，非常方便\r\n3、服务非常好，要的东西很快可以送来，而且很贴心的专门包起来，晚上还送一小块巧克力\r\n4、结账的时候要注意，有些免费项目系统不自动减免，要检查一下详单\r\n5、适合对品质要求高的商旅人士，总体来讲虽然价格高，但真的非常好', '短评打分': 5}
{'短评内容': '在城西不錯的酒店，但前台和客房服務需要改進', '短评打分': 5}
{'短评内容': '这个价格的五星已经很值回票价了 不必太苛刻', '短评打分': 3}
{'短评内容': '酒店服务、环境很好，价格也比较公道，值得再次入住。', '短评打分': 3}
{'短评内容': '装修很好，服务周到。地理位置很好。', '短评打分': 5}
{'短评内容': '我的客人对这家酒店很满意，希望下次还住在这里。', '短评打分': 5}
{'短评内容': '房间设施不错,性价比稍嫌一般', '短评打分': 5}
{'短评内容': '酒店的服务很好,尤其是离地铁很近,出行很方便,但早餐太贵，建议到外面吃，只是周围没有很好的早餐地点。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '普通，房间还算大。位置不好找', '短评打分': 5}
{'短评内容': '房间比预想的好,感觉很舒适,网速也很快,服务也比较到位,在这附近算是性价比高的酒店了,帮朋友也订了一间,都比较满意,下次还会再入住', '短评打分': 5}
{'短评内容': '酒店的位置很好，西二环范围内，出门就是地铁站。标准的五星级设施和装修。自动扶梯导致住店客流常和那些外面来吃饭的喝得醉醺醺的非住店客混流，，这点很不爽。\r\n隔壁就是梅兰芳大剧院，，爱看京剧的朋友选这里最好了', '短评打分': 5}
{'短评内容': '不错，位置好', '短评打分': 5}
{'短评内容': '大门太小且开地偏门', '短评打分': 5}
{'短评内容': '房间挺好', '短评打分': 3}
{'短评内容': '不大好打车，大堂太小。', '短评打分': 5}
{'短评内容': '呵呵~', '短评打分': 5}
{'短评内容': '除了暖气不好,价格较高外其他均好,推荐入住.', '短评打分': 3}
{'短评内容': '一直会来住这间酒店，不错！', '短评打分': 5}
{'短评内容': '一个没有游泳池的五星，一个一楼门厅小得可怜的大堂在2楼的五星，凭此两点应该不会被评为5星。\r\n对于入住客人而言，酒店的亮点在于：reception非常可亲，如邻家小妹而不是五星所谓的程式化礼节；短裙黑袜的线条很妖娆；房间还是比较大，能感受的空间。\r\n不足：淋浴间太小，窗户宽度不够，配置的笔是3星标准的', '短评打分': 1}
{'短评内容': '酒店位置不错，不过周围没什么吃的', '短评打分': 5}
{'短评内容': '酒店大门太小而且不好找。', '短评打分': 3}
{'短评内容': '住了几次，感觉不错。', '短评打分': 5}
{'短评内容': '交通方便，空调不行，房间较冷，房价有些高还不含早餐', '短评打分': 5}
{'短评内容': '港中旅的品牌不错', '短评打分': 3}
{'短评内容': '入住第n次了，今年应该是涨价了，这次升级了行政房，没觉得以前的豪华间有区别呀，呵呵\n当时应该跟前台说去行正丽人房可能会有区别把。总体还是不错，就是整体价格上涨以前送的早餐也不送了，大厅的确有点小，总体还是不错的', '短评打分': 5}
{'短评内容': '酒店性价比非常好，就是第一次订的时候是598，第二次订不知为什么变成了650，给公司的外宾订的，很干净地说', '短评打分': 5}
{'短评内容': '该酒店硬件设施还有卫生等条件都符合五星级的标准。但是服务跟洲际等五星级酒店相比还是有差距的，比如餐厅还有前台的服务，档次就是差一个档次，要是这个提高了，那就是性价比最好的五星级酒店了！总的来说性价比还是比较高的！', '短评打分': 5}
{'短评内容': '交通便利，大厅在2楼。大门也太小了。正门给梅兰芳了。', '短评打分': 5}
{'短评内容': '硬件和服务都非常好，地理位置方便，紧邻地铁口，出行方便。', '短评打分': 5}
{'短评内容': '帮朋友预定的,朋友很满意,不过好像附近吃的比较少.', '短评打分': 5}
{'短评内容': '距离地铁车站车公庄站还是挺近的，酒店设施也较新。\r\n\r\n缺点是早餐的餐费竟然必须和房费开在一起。也可能是前台小姐培训不足。', '短评打分': 5}
{'短评内容': '挺好！老地方！有去了！呵呵！', '短评打分': 3}
{'短评内容': '经常去的地方了！相当不错！这次住的行政丽人！挺新鲜的！', '短评打分': 5}
{'短评内容': '酒店各方面都还行，就是大厅小点', '短评打分': 5}
{'短评内容': '位置好，环境好，就是大门不太好找。', '短评打分': 3}
{'短评内容': '再次入住，很满意。', '短评打分': 5}
{'短评内容': '第二次入住，一如以往，呵呵~``` 很好！', '短评打分': 5}
{'短评内容': '酒店不错，房间很大，交通方便，就是没有大堂。', '短评打分': 5}
{'短评内容': '酒店位置佳，服务好。遗憾的是房间里不供应茶叶或咖啡。', '短评打分': 3}
{'短评内容': '不错啦\u3000', '短评打分': 3}
{'短评内容': '不错\u3000在北京这个酒店的性价比还是很高的', '短评打分': 5}
{'短评内容': '位置很棒，办事很方便，房间布置的不错！', '短评打分': 5}
{'短评内容': '酒店居住舒适，交通便捷。只是酒店门前地方较小，停车场小。', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '酒店很干净，价格便宜。交通方便。\r\n就是周围没有饮食店。', '短评打分': 5}
{'短评内容': '这家酒店我经常住，感觉还不错，环境挺好的，相对于软件服务方面价格有点偏高', '短评打分': 3}
{'短评内容': '也许是开业不久的五星饭店，非常满意，唯一的缺点是打车不好打。下次找机会住住看还能不能保持。', '短评打分': 5}
{'短评内容': '无意中预定的酒店，位置非常好，离车公庄地铁站很近，出行特别的方便．房间宽敞，室内设计也很简洁大方．酒店的女士房是粉红色带珠帘的设计风格，也很特别．早上会有人来按门铃询问打扫，记得要按下＂请勿打扰＂．', '短评打分': 5}
{'短评内容': '位置方便，设施不错，宽带免费，服务员工作认真有礼貌。早餐种类多，价钱贵。对于5星豪华酒店来说性价比相对较高。', '短评打分': 5}
{'短评内容': '位置不错，就在车公庄地铁口！就是门不好找！太小！', '短评打分': 3}
{'短评内容': '酒店很新，设施不错！', '短评打分': 5}
{'短评内容': '非常不错的酒店，非常值得一住的酒店，非常值得下一次继续入住的酒店。地理位置很好，从车公庄地铁站B口出来，80米即到，出行很方便；酒店内设施齐全、安逸、舒适。推荐给各位驴友！', '短评打分': 5}
{'短评内容': '最近空调有点热', '短评打分': 5}
