{'descr': '谁住谁知道。。', 'star': 5}
{'descr': '深夜2点才到酒店。飞机晚点了打电话联系酒店也不让延时一会儿，情急之下花了120元打车到了酒店，3个大人带一个孩子订的家庭3人房，很失望的是房间小的几乎快没站的地儿了，房间还算干净，晚上很清静，唯一让人无招的是卫生间放东西的地方都没有，晚上没热水，只有热水器里可以烧水洗澡。服务很热情，弥补了心里一点空缺。在商业区有还算可以吧，为了办事方便。', 'star': 5}
{'descr': '还不错', 'star': 3}
{'descr': '还行', 'star': 3}
{'descr': '酒店房间很干净    设施齐全   但隔音效果不好   服务态度一般', 'star': 3}
{'descr': '很干净,服务态度也不错,经济实用,下次还会考虑国瑞百捷的.', 'star': 3}
{'descr': ' 一般', 'star': 3}
{'descr': '住的还不错，位置也还行，火车站一走15分钟差不多到了把，环境可以', 'star': 5}
{'descr': '比较吵，走廊人讲话声音太大，隔音效果太差      ', 'star': 1}
{'descr': '这家店什么都好，就是隔音效果太差，影响休息。', 'star': 5}
{'descr': '一般', 'star': 3}
{'descr': '单人间虽小但用品电器齐全，很好，就是隔音不太满意', 'star': 3}
{'descr': '卫生还好，就是房间太小', 'star': 3}
{'descr': '房间比较简单，洗手间比较宽裕得体，交通也比较方便，总体来说还是不错的！', 'star': 3}
{'descr': '交通还算方便，并没有说的那种不好的卫生情况，服务不错，下次还会来', 'star': 5}
{'descr': '周围环境蛮好的，交通便利，距离到北京站近。\n房间一般。', 'star': 5}
{'descr': '房间隔音不好影响休息。', 'star': 3}
{'descr': '酒店服务态度特别好,房间还干净，周围环境安静,就是到了9.30日房子多涨了70元,有点另人不舒服.', 'star': 5}
{'descr': '位置还算好找吧，就是房间特别小，特别小！！', 'star': 5}
{'descr': '除了隔音不行 其他的都还好 建议在走廊放提示标志 在体息时间说话声音和电视声音都小一些 不要影响其他人休息', 'star': 5}
{'descr': '推荐这家酒店！地点挺方便的，出去就有公交，再远一点有地铁。就是附近没有便利店，买东西不方便。但是内部设施和环境很好，很干净。前台和客房的服务员态度都很好，下次还考虑这家。', 'star': 5}
{'descr': '顺利入住,干净,服务态度还好,我住的商务双人房,条件一般,房间简陋', 'star': 3}
{'descr': '还行', 'star': 3}
{'descr': '服务不错，就是房间比较小，挺干净的。。。。。', 'star': 5}
{'descr': '本来距离北京站很近的，可是距离一个明城墙。不过算是物美价廉了的', 'star': 1}
{'descr': '服务不错，酒店比较小，但是比较干净，楼下有一个东北饺子馆。', 'star': 5}
{'descr': '房间极小很不值', 'star': 3}
{'descr': '酒店条件还可以，就是房间比较起来较小，卫生间与住房大小比例不谐调。', 'star': 3}
{'descr': '比较好', 'star': 3}
{'descr': '环境很好，很干净。交通很方便。以后去北京还住那。', 'star': 5}
{'descr': '房间狭小、设施简陋、卫生间坏了、不是很满意、不会推荐', 'star': 1}
{'descr': '酒店地理位置不错，周围吃的玩的都有，就是房间有点小，总体来讲挺好的，价格很公道', 'star': 3}
{'descr': ' 小小房间，但是干净，感觉挺好，一个人住刚刚好', 'star': 3}
{'descr': '还不错，经济实惠。。只是床硬，睡觉能感觉到床垫的纹理了。整体还不错。推荐啦~~', 'star': 5}
{'descr': '环境挺好，设施齐全，性价比高，地理位置较好。', 'star': 5}
{'descr': '挺好的\n(武贵俊)\n', 'star': 3}
{'descr': ' \n  我选择了你们第一是因为这家酒店处于交通比较方便的地理位置。\n\n  我的建议： 1 希望你们能够处理一下房间的下水道的味道，因为是无窗房间，从外边进屋子之后有一股刺鼻的下水道的臭味。\n             2 因为是连续住了几天，据服务员说：店里有规定，床单是3天一换的，结果我住了4天床单也是没有给换新的。不满意！', 'star': 1}
{'descr': '位置很方便 服务员态度很好 虽然房间有点小 但只是睡觉的话还是挺舒适的', 'star': 3}
{'descr': '本快捷酒店服务还不错，希以后能推出较实惠的电脑房就更Ok了！', 'star': 3}
{'descr': '说实话 还不错 比较干净 出行也比较方便。附近有两个大的购物超市。就是隔音效果一般。还好我睡觉比较沉。', 'star': 5}
{'descr': '不好，空间太小', 'star': 3}
{'descr': '还挺干净的。。。就是太小太小啦。。。。没法形容啊，而且附近除了宾馆楼下的那个小饭馆，也没有什么吃饭的，要过大概两个路口才有俩饭馆。', 'star': 1}
{'descr': '交通比较便利，离火车站比较近，也比较容易找。', 'star': 5}
{'descr': '挺好的，很干净，虽然小了点，不过交通不太方便……', 'star': 5}
{'descr': '可怜的没有窗户，像个鸽子窝，不过很干净，周围是居民区，买东西比较方便，不过离地铁站很远', 'star': 5}
{'descr': '交通购物饮食各方面都非常方便。前台服务员也很不错。适合一个人或者两个人的旅行。', 'star': 5}
{'descr': '酒店干净卫生,很不错 ', 'star': 3}
{'descr': '房间小点但是还算干净\u3000不错', 'star': 3}
{'descr': '很干净，很安静，服务也很不错，离地铁站（崇文门站）较远，步行约10分钟才能到，因为是带老人去的，感觉还是有些远。到是去天安门广场还比较近，地铁坐三站就到。附近也有很多医院，如果要去看病什么得较方便。\n酒店还有一个个小小不足，附近没有什么吃饭的地方。呵呵', 'star': 5}
{'descr': '房间还是比较干净的，只是地方不太好找，问人也不一定知道，其实是在国瑞北路上面，从国瑞购物中心右侧的小路进去走400米左右，国瑞城的对面是新世界，吃饭购物很方便', 'star': 5}
{'descr': '总体比较满意···价位合适···房间充足····服务员态度很好····打扫得很干净····出行方便·····希望增添一次性拖鞋~空调位置与电视机位置欠妥当····', 'star': 5}
{'descr': '挺好的', 'star': 3}
{'descr': '干净，不错', 'star': 3}
{'descr': '我住的是138元一夜的小单间，房间真的很小，也没有窗户，刚来时有点压抑。但非常干净，设备也比较新，而且位置非常方便，如果临时歇脚一两夜，还是比较合适的。', 'star': 5}
{'descr': '房间虽小,但是还算干净,主要是被褥床单比较干净,装修一般,电视机不错,没有桌子很不方便,卫生间有异味.拖鞋不知道消毒不消毒,反正我是用了,没有一次性的.', 'star': 5}
{'descr': '还不错，没有电脑桌或写字桌，不方便，有无线网，网速还不错，无一次性拖鞋，有洗簌用具，地方比较难找，感觉还可以。', 'star': 5}
{'descr': '很好多谢', 'star': 3}
{'descr': '太小了 而且周边档次相同的酒店很多 价位也不算很低 感觉预订没有必要                        ', 'star': 1}
{'descr': '位置好。方便就近到同仁医院就诊的朋友。会推荐给我的朋友们 也希望给各位一个参考。。 。。。。。另外附近商业比较发达。。。喜欢购物的朋友来说也是一个不错的选择，，，。。。', 'star': 5}
{'descr': '环境还行就是没有窗户，价格偏高，', 'star': 3}
{'descr': ' 不错', 'star': 3}
{'descr': 'aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa', 'star': 5}
{'descr': '已入住', 'star': 3}
{'descr': '房間不大，設備較全，空調、電視都不錯，服務也周到。\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000', 'star': 5}
{'descr': '地理位置很好，就在国瑞城旁边，交通也很方便。房间有点小，不过还算温馨。缺点就是插座的位置不好，顶在了床尾，很难插上电啊！', 'star': 5}
{'descr': '这个酒店挺干净，但是屋子太小，而且我认为存在欺骗，定的是带窗户的屋子结果只有卫生间有个小窗户，明显的扯淡。', 'star': 1}
{'descr': 'aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa', 'star': 5}
{'descr': '卫生', 'star': 3}
{'descr': '超级可爱的迷你单间，很干净，一个人去北京的时候住很舒服，小小的，但是五脏俱全哦~还有电视也是超级迷你的，虽然迷你，可是三洋的电视呢，嘿嘿~', 'star': 5}
{'descr': '给一个客户订的,条件太差了.以后估计不会再考虑这家店了,搞的客户很不高兴.唉、唉、唉、唉、唉、唉、唉、唉、唉、唉、', 'star': 1}
{'descr': '除了有一些不好找,隔音不太好以外,卫生和设施状况都很良好.总体满意.', 'star': 3}
{'descr': '住的很舒服，服务很周到。在北京能住到这样价格合理，服务好的宾馆我觉得非常满意。', 'star': 3}
{'descr': '已离店，不错。', 'star': 3}
{'descr': '房间太小', 'star': 3}
{'descr': '\u3000基本满意', 'star': 3}
{'descr': '呵呵，设施什么的都还好，但就是隔音差了点！', 'star': 5}
{'descr': '比较经济实惠，小点，但是周围交通和环境还是不错', 'star': 5}
{'descr': '房间有些小 但是离北京站不远 也挺安全的 价格也算便宜的了 总体还可以', 'star': 3}
{'descr': '酒店不错，也挺安全的，离附近的地铁站也很近，很方便！房间还可以！', 'star': 5}
{'descr': '太差了，窗户都没有，感觉像监狱，一点都不通风，隔音又差，根本分不清白天还是黑夜', 'star': 1}
{'descr': '很不错的一个酒店，在火车站的后面，说好找也很好找，说不好找也不容易找，很喜欢酒店下面的饭馆。就北京而言，性价比还算好', 'star': 5}
{'descr': '入住时前台同意先看房，看过觉得房间没什么异味，但住进去之后觉得异味挺难闻的，而且正如别人评价的那样，房间的隔音很差，睡觉较浅的人容易被吵醒。其它设施都还OK', 'star': 1}
{'descr': '房间干净，比较不错，周边购物方便，紧靠新世界广场和国瑞购物中心，但房间隔音差。', 'star': 5}
{'descr': '屋里有股装修和发霉混合的味道，很难闻，趴在床上能感觉到每一根弹簧在贴着身体，很不舒服', 'star': 1}
{'descr': '环境马马虎虎，交通比较方便，就是房间比较小，而且没有窗户空气流通不是很好。地板潮湿潮湿的，有点不干净的感觉。不过服务态度不错，可以推荐。', 'star': 5}
{'descr': '这个酒店非常糟糕，首先，前台小姐素质差，服务态度差就不说了，而且同样一件事前后几个人说的都不一样，自相矛盾，欺骗顾客；其次，房间小得就像网上说的那种“胶囊公寓”，小得如果都不是亲眼看到都无法想像，没有窗户，有的说有窗户也是在卫生间有，房间里没有；第三，走廊像迷宫，刚进去都找不着北，隔音效果差，房间没电话，找总台都得爬楼梯，因为没电梯；第四，房间不是每天打扫，给的洗漱用品经常不齐，不是少这个，就是少', 'star': 1}
{'descr': '酒店位置很好，离地铁2号线较近。酒店服务可以，但房间小点', 'star': 5}
{'descr': '酒店的位置好，交通方便，服务也好，下次还住', 'star': 5}
{'descr': '虽然房间有点小，但是很干净！位置也不错！服务也不错！', 'star': 5}
{'descr': '还行，就是房间小点，服务还可以，交通，位置还挺方便的', 'star': 5}
{'descr': '交通方面，干净，无线上网。但房间小，没电话。', 'star': 5}
{'descr': '房间有点太小了！几乎是进了房间就上床！而且该酒店 貌似是民房改的！因为只有2层！卫生间到时蛮大的！价格还可以！毕竟崇文门这个地方相当繁华！估计这个价格在这个位置！应该算凑合的了！', 'star': 1}
{'descr': '酒店出行还算方便，但第一次来的话比较难找，可能是介绍里面没说清楚，只写了在地铁2号线崇文门站C出口步行10分钟到达，其实如果说地铁5号线C2出口，可能还近一点！~还有就是房间的隔音效果实在是差，隔壁如果玩起来的话就好像要把我们的房间拆了一样！~其他的都还好！！~如果纯粹来旅游，不是整天需要在酒店的，这里也算是个比较好的选择！！', 'star': 5}
{'descr': '在北京来说算是性价比不错的宾馆了。。离北京站还不算很远', 'star': 5}
{'descr': '房间太小了，性价比不高。隔音不好，在里边憋屈的不行', 'star': 1}
{'descr': '房间很干净，也很宽敞。离地铁站·火车站都很近，性价比很高。', 'star': 5}
{'descr': '房间很小，信号全无，交通不是很方便，不过崇文区在其周边有那种免费的小电瓶车，和热情的带你哦，不过离市中心很近哦', 'star': 5}
{'descr': '房间隔音太差，房间太小了，转都转不开，服务一般', 'star': 1}
{'descr': '挺实惠的的，地段也不错。在北京能找到这种地方真的很不容易。。。', 'star': 5}
{'descr': '地理位置好.步行10分钟到地铁站.附近餐馆也不错.服务太对不错.无线网络有点点卡.不过是免费的.缺点就是房间很小.隔音比较差.推荐一个人来北京临时落脚点.北京站来的直接坐个残疾车15块应该能过来了.说崇文门国瑞城好了.地铁C出口沿路向东走.看到家川菜馆右转再左转到头.', 'star': 5}
{'descr': '新装修过的快捷酒店，位置可以，离北京站近。临时住住还凑合了。', 'star': 5}
{'descr': '交通便利，地铁周围。就在花市那里，值得推荐一下。临时入住。', 'star': 5}
{'descr': '正常，对得起这个价位。位置就算不错了。新装修的。', 'star': 5}
{'descr': '还行。稍微不好找。有点小。不过在北京临时住那个价位可以了。', 'star': 5}
{'descr': '换个房，就把预定系统整晕了，还损失了消费券，什么系统啊，无语。', 'star': 5}
{'descr': '服务态度好，就是房间有点小', 'star': 3}
{'descr': '酒店位置离崇文门很近，交通算便利。新装修的房间，作为临时入住还可以接受。', 'star': 3}
{'descr': '成功入住了  很满意  干净整洁舒适', 'star': 3}
{'descr': '房间很小有异味隔音很差 但距火车站很近 工作人员态度不错', 'star': 3}
{'descr': '感谢网友的评价 酒店还是不错的', 'star': 3}
{'descr': '环境挺好，出行方便，。服务态度好……值得入住！', 'star': 5}
{'descr': '屋内环境还不错 就是要的带窗户的房间 临街 早上有点点吵 ', 'star': 5}
{'descr': '还不错，虽然房间小点，但是还是很干净的！价格在公道些更好', 'star': 5}
{'descr': 'qqqqqqqqqqqqqqqqaaaaaaaaaaaaaaaaaaaaaa', 'star': 5}
{'descr': '环境挺好', 'star': 3}
{'descr': '房间很干净，虽然小小的但是很温馨，从北花市街走在路边比较容易看到…', 'star': 3}
{'descr': '环境还好，就是隔音效果有点差，。。。房间不算大。。。。', 'star': 5}
{'descr': '房间很干净，就是有点拥挤。不过在北京这已经很好了。建议乘地铁的女士们和先生们，在崇文门站d出口出站，很容易就找到了。', 'star': 5}
{'descr': '房间虽小，还算不错，卫生间也干净，接待小姐态度不错', 'star': 5}
{'descr': '安静，干净', 'star': 3}
{'descr': '隔音不好,比较干净', 'star': 3}
{'descr': '隔音不好', 'star': 3}
{'descr': '还凑合吧，地点很不好找，晚上吵！不是实墙网页里没有体现', 'star': 5}
{'descr': '前台接待很认真，很好。', 'star': 3}
{'descr': ',很干净就是空间太小,没电话不方便', 'star': 3}
{'descr': '比较卫生，我是等车，住白天的，还算比较安静的环境。就是来去车站不太方便。', 'star': 5}
{'descr': '房间还比较新，就是没有窗户，通风不好，总体还算不错！', 'star': 5}
{'descr': '房间太小。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 1}
{'descr': '\r\n酒店挺干净的', 'star': 3}
{'descr': 'aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa', 'star': 5}
{'descr': '感觉很好，虽然房间有点小但是很舒服', 'star': 3}
{'descr': '整体性价比还是不错的 因为价格相对便宜适合长期出差旅游住', 'star': 5}
{'descr': 'aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa', 'star': 5}
{'descr': '\r\n酒店位置周围环境还行，房间内部太小，洗澡水都浸到屋子里没法收拾。服务态度很好。总体来说还可以。', 'star': 3}
{'descr': '酒店挺干净的，可免费上网，虽然单人间空间不算大，但麻雀虽小，五脏俱全，挺好的！', 'star': 5}
{'descr': '服务态度不好，开房时间长，免费班车态度不好，打车不方便。 ', 'star': 3}
{'descr': '帮朋友定的，他们说开门就见床，非常小，但是在二环内这个价格，如果只是凑合的睡一晚，还是可以的，比较干净，就是隔音很差。', 'star': 5}
{'descr': '＋房间小但干净', 'star': 3}
{'descr': '实在是太离谱了，居然还有小虫子等各种小动物，房间还有股味道！', 'star': 1}
{'descr': '地理位置不错,就是房间小了些,并且有发酶的味道,而且没有窗户', 'star': 5}
{'descr': '不错，挺干净，', 'star': 3}
{'descr': '房间特别小\u3000但干净\u3000安静\u3000墙是那种三合板\u3000不隔音', 'star': 3}
{'descr': '有一些不好找。离地铁站和公交站有点远。但是环境还不错。服务态度也比较好。', 'star': 5}
{'descr': ' 服务挺好！', 'star': 3}
{'descr': '没有窗户、没有网线，临时住一天还行，便宜。', 'star': 5}
{'descr': '还可以，退房速度快速', 'star': 3}
{'descr': '性价比可以，位置也是市中心，出行方便，但房间较小，无窗户，条件一般。', 'star': 5}
{'descr': '百捷在小区里面，第一次去不是很容易找，打电话去宾馆问路前台说的不是很明白，走了弯路。宾馆里跟迷宫一样。。房间太多，隔音不是很好，晚上能听到旁边的电视声呼噜声。宾馆很干净，只是房间有点儿小~ ', 'star': 5}
{'descr': '挺好的，尤其是服务员态度特别好，客房环境也不错，在这个地段这个价位很划算。', 'star': 5}
{'descr': '这个酒店房间小巧、布局合理、非常干净,而且价格便宜，唯一不足是无窗。适合短暂停留。', 'star': 3}
{'descr': '不错。但是房间没有窗户，服务热情，周边吃方的地方不太多。', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '一般般吧\u3000单人间房间很小\u3000凑合', 'star': 3}
{'descr': '房间有点小，真正体会到寸土寸金', 'star': 3}
{'descr': '地点,价格和设施,加上服务,综合来讲,在北京地区,还可以.', 'star': 5}
{'descr': '价位合理,服务热情.房间里没有联通的信号.', 'star': 3}
{'descr': '找了老半天才找到，而且打车极其不方便。。。。。。', 'star': 1}
{'descr': '旅店环境不错，很干净，更为重要的是服务人员态度非常好', 'star': 3}
{'descr': '房间很小，但是交通很方便，性价比很好！值得推荐！', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '服务不错,也很干净,就是房间太小,喘不过气的感觉', 'star': 3}
{'descr': '环境不错', 'star': 3}
{'descr': '很好，推荐，就是里面很像迷宫，太绕了，还有一点隔音效果太差', 'star': 3}
{'descr': '虽然房间空间比较小，但是很干净，没有太多异味，性价比还是很高的', 'star': 5}
{'descr': '来北京出差 因离工作地方近 步行也很方便  ', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '很满意的一家酒店！干净！服务态度也很好！位置也比较方便！不错！', 'star': 5}
{'descr': '酒店干净整洁！', 'star': 3}
{'descr': '位置非常好  就是房间太小了。。。 的确跟迷宫似的', 'star': 5}
{'descr': '交通很便利，服务态度也很好，房间隔音效果比较差。', 'star': 3}
{'descr': '二环内这价位值了，要个带窗的房间更好，隔音差点', 'star': 5}
{'descr': '前台 服务 酒店整洁度 都挺好 干净小巧 精致 离北京站还算近 就是要绕一大圈\n旁边还有新世界 搜秀城能逛逛，到地铁站也方便\n唯一遗憾的就是酒店的墙有些是用木板隔开的（贴上了墙纸）\n前两天倒挺好，今天来个“雷神” 睡觉打呼噜跟打雷似的。吓人 没法睡、\n要是墙壁能换成隔音效果好点的就完美了', 'star': 1}
{'descr': '位置在崇文门，地点不错，出入很方便，还可以无线上网，就是房间不太隔音。', 'star': 5}
{'descr': '环境很好，价格实惠，隔音效果差，总之，适合经济条件一般人士，性价比很高', 'star': 3}
{'descr': '位置方便 价格便宜 房间小了点 还算干净。。。不过有小强哦。。', 'star': 5}
{'descr': '这家酒店性价比比较高。周围环境还算不错。交通挺方便的', 'star': 5}
{'descr': '房间比较干净,虽然小了点,但是设备什么的还是蛮全的,前台的服务也挺不错的.', 'star': 5}
{'descr': '服务态度很好~很干净~也很静~床很舒服~离车站近什么都很方便~就是不太好找，在楼群中间，下次来还要订这里~而且在网上订，真的很便宜~', 'star': 5}
{'descr': '不错     服务态度和环境都不错      下次来京还选择', 'star': 3}
{'descr': '性价比还可以了,那样的地理位置，无窗的也凑乎吧，呵呵', 'star': 5}
{'descr': '很好很满意很舒适很干净下次还会光顾的 很好的\n价格很好的', 'star': 5}
{'descr': '房间小了点 不过装修和服务都还不错 而且地点非常好 最不好的一点是隔音太差了 仔细听都能听清楚隔壁人说的是啥！！', 'star': 5}
{'descr': '最重要是干净：100分\n其次是舒适：90分\n位置：80分\n还会来？100分', 'star': 5}
{'descr': '环境不错，地理位置也行，离北京站和天安门都不远', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '除了地方比较小,其他都很好,非常干净,地方不太好找', 'star': 5}
{'descr': '酒店挺干净,服务也挺好。', 'star': 3}
{'descr': '换房间了也很好', 'star': 3}
{'descr': '酒店位于崇文门东区，地理位置很优越，服务态度良好，房间比较卫生干净', 'star': 5}
{'descr': '不错，我会推荐朋友去的，靠近北京站，出行交通方便，适合旅游时住宿', 'star': 5}
{'descr': '推荐，房间和卫生间都挺干净，环境也不错，服务也挺好，但是不足就是不是很好找，房间有点小，隔音确实不好，隔壁打呼噜声都能听到。', 'star': 3}
{'descr': '稍微有点难找，不过好在服务态度特别好，我的电脑不能上网还帮我耐心解决，房间很温馨，推荐', 'star': 5}
{'descr': '各项服务设施挺好 就是房屋的隔音效果较差', 'star': 5}
{'descr': '地方很干净，就是找起来不好找，绕了一圈才到，再一个房间不局有点乱，出口早问两边遍才记住', 'star': 3}
{'descr': '单间环境蛮好', 'star': 3}
{'descr': '好', 'star': 3}
{'descr': '性价比不错，很干净，隔音效果不好，房间较小', 'star': 5}
{'descr': '还可以', 'star': 3}
{'descr': '酒店很干净，服务态度不错，就是位置不好找，房间隔音效果差。总体来说不错。', 'star': 3}
{'descr': '服务一般  。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 1}
{'descr': '设施比较新，很干净，服务热情，房间隔音差。', 'star': 5}
{'descr': '服务和环境都还可以，唯一不满意的地方就是房间没有窗户啊，不看时间以为一直是半夜，还有您可以把酒店的地址加上北花市街，您现在的地址出租车司机都找不着，如果方便，可以加上公交或者地铁怎样换乘，这样会更方便！', 'star': 5}
{'descr': '还可以', 'star': 3}
{'descr': '都挺好的，一切都很好，服务也很好，很周到，谢谢', 'star': 5}
{'descr': '酒店看上去真的很不错，安静整洁，就是单人间太小，加上卫生间也就5平方左右吧，住一个人还好，所谓麻雀虽小五脏俱全，在北京这样的地方花这样的价钱也算合适吧！网上说离北京火车站直线距离500米，但实际上要转一大圈走路也要将近半小时，不是太好找哦！', 'star': 5}
{'descr': '位置较好，交通便利，价格不错，隔音较差，房间较小，不过可以免费寄存', 'star': 5}
{'descr': '交通很方便，大概离地铁站5分钟路程~单人间虽然小但是设施很齐全空调效果也好。总体来货不错。要是提供一次性拖鞋就更好了~', 'star': 5}
{'descr': '干净，但隔音不好。', 'star': 3}
{'descr': '虽然小，但是很干净舒适，离北京站比较近。', 'star': 5}
{'descr': '挺干净的,交通也方便,确实隔音挺不好的,不容易找.', 'star': 5}
{'descr': '房间很小,隔音效果也不好', 'star': 3}
{'descr': '酒店不错，就是有点不好找，如果设置引导标识就更好了。', 'star': 5}
{'descr': '不错酒店位置很好', 'star': 3}
{'descr': '离地铁10分钟路程,房间布局像是迷宫,房间不算大,电视好像只有几个台,但设施还可以只是隔音太差了...附近确实有大型超市在地下,挺实惠的.性价比还可以.', 'star': 5}
{'descr': '不错，出行比较方便，就是没有电话,还有网络不太好用', 'star': 5}
{'descr': '酒店刚装修不久，很干净，价格很实惠，就在国瑞城芭堤雅往东100多米', 'star': 3}
{'descr': '已入住！', 'star': 3}
{'descr': '还可以，价格比较实惠，交通也方便', 'star': 3}
{'descr': '位置非常好，交通便利，继续支持', 'star': 3}
{'descr': '条件太差，不隔音', 'star': 3}
{'descr': '房间很干净整洁，比一些快捷酒店的环境要好，而且又实惠，哈哈哈，大爱', 'star': 3}
{'descr': '性价比挺高的。不过就是要走去地铁站要大概十分钟，附近好像巴士站也比较少。\n房间没有窗户，不过还挺干净的。相对来说还不错~~', 'star': 5}
{'descr': '位置偏，服务差，网络孬，热水冷……\n下次肯定不会再来了。', 'star': 1}
{'descr': '不错', 'star': 3}
{'descr': '好，还算性价较高的。以后还来.推荐大家订些酒店', 'star': 5}
{'descr': '房间有点小，不过在崇文区这个地方价格还可以吧！房间很干净！淋浴的水温很稳定！', 'star': 3}
{'descr': '挺好的', 'star': 3}
{'descr': '住的是168的大床间，设施齐全，但房间点小，隔音效果也差，但是北京站附近这个价位也算是不错了。', 'star': 5}
{'descr': ' 满意', 'star': 3}
{'descr': '我已入住055房间', 'star': 3}
{'descr': '很好!服务很好!很干净!我父亲很满意!', 'star': 3}
{'descr': '卫生条件比较好，服务热情，位置不错，交通方便，价格适中。', 'star': 5}
{'descr': '干净 舒心 就是隔音差点   服务态度比较好 性价比不错', 'star': 5}
{'descr': '酒店尚安静但缺乏电话等通信设施过于简单 应配备电梯噢', 'star': 3}
{'descr': '基本干净房间较小', 'star': 3}
{'descr': '服务员微笑服务很贴心，交通便利，靠近北京火车站。离崇文门地铁口五分钟路程，周围有大型购物广场。不足之处：单人间床小了点。原打算朋友一个人住，头一天玩到很晚了，送朋友回酒店后，自己还得赶回家。', 'star': 5}
{'descr': '...提醒大家选房的时候好好看看,莪住的那间的空调是直对着床头的,都不敢开,怕吹着.而且卫生间也是很小,一个人站都有点挤呢.但是总体还是满意~~', 'star': 5}
{'descr': '交通很方便，服务很好，卫生也很好。就是要是联通的电话信号就会不好。', 'star': 5}
{'descr': '  满意', 'star': 3}
{'descr': '酒店的服务态度非常好。位置一般，离地铁站大概10-15分钟步行距离。公交车站也差不多步行距离。房间很小很简陋，谈不上多干净谈不上脏。感觉就是一个招待所，138感觉很不值。本来想住格林豪泰天坛南门店的，考虑到距离，最后还是选了这家，但后悔了。下次不会再住了。', 'star': 1}
{'descr': '感觉服务还是挺好的,下午到的,由于比较近,比较好找的,推荐啦~价格还比较实惠,毕竟在北京能找到又这么便宜又感觉不错的酒店确实不错了.', 'star': 5}
{'descr': '环境优雅，服务周到，非常干净，下次还会来的！', 'star': 5}
{'descr': '对于市区的酒店，价格便宜，交通比较方便，附近就有地铁、电车、公车车站，就是房间没有窗子，空气不流通，这方面差了些。', 'star': 5}
{'descr': '隔音效果不好...房间卫生也不好，换洗的时候很抠门...舍不得沐浴露...服务态度倒是还可以...', 'star': 1}
{'descr': '比较干净.服务态度还不错.就是隔音效果太差了 早起比较吵', 'star': 5}
{'descr': '对国信百捷酒店点评:位置有一点难找,管理较规范.', 'star': 3}
{'descr': '房间太小', 'star': 3}
{'descr': '整个酒店充满了难闻的酸臭味，2层房间密密麻麻的像集中营，真的谈不上居住感受。整个酒店使用的是无线网络，没有网线，事先根本不知道，没法用。', 'star': 1}
{'descr': '比较干净，热水不错。', 'star': 3}
{'descr': '不隔音', 'star': 3}
{'descr': '国瑞百捷,安静、卫生、服务好。美中不足房间小、床小。', 'star': 3}
{'descr': '很干净。而且十分方便了~~ 只是隔音不好~~', 'star': 5}
{'descr': '位置挺偏的，而且房间很小很小。觉得很闷，晚上没有睡好，隔音效果也不好。总之不会再去了的。', 'star': 1}
{'descr': '干净 舒适 给力 服务态度好 交通方便 门口的饺子店经济实惠 \n', 'star': 5}
{'descr': '不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错', 'star': 5}
{'descr': '瞒干净，房间有点小，服务不错 瞒干净，房间有点小，服务不错', 'star': 5}
{'descr': '希望该酒店今后可以继续保持接送住客到火车站或飞机场的良好作风，及时收取顾客一些交通费也是可行的，因为外地住客很需要此项服务。', 'star': 5}
{'descr': '喜欢那里的服务员，很亲切，唯一就是隔音不怎么好，但很温馨', 'star': 5}
{'descr': '挺不错的，相当干净，就是小，电视更小。但总体来说还是不错的了', 'star': 5}
{'descr': '酒店无论是服务还是室内的卫生都很好 我很满意 下次还会去', 'star': 5}
{'descr': '注意:房间特别的小，卫生间更小就能容纳一个人站立，除了马桶就是洗手池！电视是挂在墙上的液晶显示屏！屏幕和我笔记本差不多大！估计就是14/5寸的！我住36房大床的，那大床也小！就是一米二左右！没有桌子！再说说隔音···太差了~~~ 旁边房间的电视声、说话声都能清晰的听得见！倒是可以同步看电视！卫生方面还算比较好！大厅的外面的招牌很大！看上去很不错！刚去比较难找~我是打了3个电话才找着的！羊市街~~~', 'star': 5}
