{'descr': '好的', 'star': 5}
{'descr': '我觉得很不错呀，为什么网上的评分这么低，好奇怪哦~~~而且交通又方便，我之前也是被网站上客房的照片给骗了呵，房间比照片上面时尚干净多了，忘记拍房间的照片了，真的很不错的，下次有机会我还是会去的！！！', 'star': 5}
{'descr': '房间很小,隔音差.性价比不高.只是地理位置好一点,但还是有点偏贵', 'star': 1}
{'descr': '位置好，离外滩，南京路步行街，城隍庙都不远。离地铁站也不远。价格公道，房间干净，设施齐全。下次去上海，还会选择这家酒店。', 'star': 5}
{'descr': '酒店位置非常好，逛南京路、外滩很方便。离地铁口也很近。但是客房偏小，床铺硬，枕头也不舒服。睡觉感觉不太好，希望能改进。\n早上15块的早餐也很不值。', 'star': 5}
{'descr': '离外滩很近,虽然是特价房, 但是宽敞舒适.', 'star': 5}
{'descr': '第二次入住，感觉比第一次好！', 'star': 3}
{'descr': '交通挺方便的，走路几分钟就到外滩，离2号和10号地铁都很近。房间大床房面积太小，很压抑，最后都换到7楼特价房，发现特价房更好，便宜面积又大，舒服。以后还会入住莫泰的。', 'star': 5}
{'descr': '环境卫生一般，不过交通很方便。', 'star': 3}
{'descr': '总体来说性价比还可以，房间很干净。估计是特价房的原意，觉得房间比较低。有点压抑，不过出来玩也不会长期呆在房里，还是值得推荐的。尤其是地理位置很好。', 'star': 5}
{'descr': '酒店层高有点矮', 'star': 3}
{'descr': '房子一般地段很好！比较满意！', 'star': 3}
{'descr': '离外滩很近,只能说交通、游览很方便，至于客房，有点陈旧；', 'star': 5}
{'descr': '地理位置非常好，靠近外滩，周边的四川中路有好多小吃，离地铁站也不远，但房间超小，设施简陋，隔音差，空调像开足马力的拖拉机，整晚无法入睡，服务态度还好，是我入住过最差的莫泰。', 'star': 1}
{'descr': '地理位置非常优越，不足就是房间比较小，隔音效果比较差，在房间里能经常能听见走廊里的声音', 'star': 5}
{'descr': '还算干净，但我们一共订了九间房，其中订的一间商务大床房是253，和五、六楼我看到的大床房不能比，价格就显得不公平了。', 'star': 5}
{'descr': '还算干净，但我们订的一间商务大床房是253，和五、六楼我看到的大床房不能比，价格就显得不公平了。', 'star': 5}
{'descr': '交通十分便利，离南京路和外滩几分钟的路程，地铁和公交都方便到达，酒店干净舒适，就是房间有点点小，但是在南京路附近，这样价格，已经很合算了。', 'star': 5}
{'descr': '还不错 这个位置价格还算比较便宜的了,离外滩比较近,晚上去看夜景比较方便.', 'star': 5}
{'descr': '还可以，面积，卫生，交通方面都还可以，蛮不错的', 'star': 5}
{'descr': '酒店交通还是比较方便的，适合旅游人士住，在上海出行基本没问题，到外滩，南京路很方便，地铁2号线到浦东也不成问题。2号线、10号线可以到高铁，机场。酒店设施有些成就，大床房面积还行，卫生间面积稍小些，不过一个人够用了。', 'star': 5}
{'descr': '酒店比较卫生，只是房间小了点，具体环境还可以', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': ' 还不错 经常入住这家连锁店', 'star': 3}
{'descr': '还是挺满意的，出行很方便，从上海火车站下车做地铁2号线，南京东路站下车，步行到酒店才几分钟时间很快，本来这次准备再次预定，竟然满房，郁闷啊~~~下次看来要早点定', 'star': 5}
{'descr': '酒店的硬件很一般，比不上锦江之星，不过位置还可以，离外滩很近。服务员中有个戴黑框眼镜的小姑娘，态度不太好。问她问题，回答你从不超过两个字，让人不太舒服。', 'star': 1}
{'descr': '还不错。挺干净的。比想像的好，离外滩也近。', 'star': 5}
{'descr': '房间算比较大的。还不错。反正地理位置是不错的。', 'star': 5}
{'descr': '出行挺方便的，对于来上海玩的朋友来说选择这里还不错，去外滩啊，逛街，城皇庙都挺近的。就是设施一般，有点旧。', 'star': 5}
{'descr': ' 可以', 'star': 3}
{'descr': '很好', 'star': 3}
{'descr': '位置非常好~100米到南京路步行街，800米到外滩，绝对是好地角，居住条件也很不错。', 'star': 5}
{'descr': '地址非常好，离外滩很近，而且从机场到这里就坐2号线就能到。房间也不错。', 'star': 5}
{'descr': '＋房间小点，但是位置很好，性价比不错，要是包早餐就更好了', 'star': 3}
{'descr': '还不错，能满足大部分人需求，当然是追求性价比的朋友的不错选择', 'star': 5}
{'descr': '酒店还不错挺方便！', 'star': 3}
{'descr': '一般。。。。。。。。。。。。。。。。。。。', 'star': 1}
{'descr': '真是怀疑墙是用纸糊的。太不隔音了。。进去就有很浓的香味。晕', 'star': 1}
{'descr': '这家店相对干净，舒适，下次一定会再来的！', 'star': 5}
{'descr': 'good！very good！！nice！very nice！！！！！！！！！！！！！！', 'star': 5}
{'descr': '地理位置不错，但是楼确实比较老，但是想去玩的，可以选择入住', 'star': 5}
{'descr': ' 感觉还是可以，就是隔音不好。', 'star': 3}
{'descr': '环境还可以，人挺多的，步行到南京路步行街有点距离~', 'star': 5}
{'descr': '地段很好，感觉还是不错的，只是网络差了点，有时候会很不稳定断网', 'star': 5}
{'descr': '已入住', 'star': 3}
{'descr': '一星期后再次入住,不错,离工作地点近,方便.', 'star': 3}
{'descr': '位置好 其他的一般                                       \n    位置好 其他的一般    ', 'star': 5}
{'descr': '特价房是阁楼,走道容易碰头,11点洗浴时发现没有热水.', 'star': 5}
{'descr': '优点：1.离南京路和外滩很近；\n2.还算比较干净；\n\n缺点：1.房间太小，只有一张床；\n2. 设备太简单，只有基本的牙刷和洗手液，沐浴露和洗发露是二合一的;\n3.网络有点慢；', 'star': 5}
{'descr': '离南京路很近，只有一百多米，就是感觉房间有点小。', 'star': 5}
{'descr': '服务差，无热水，从事色情交易，房间卫生条件差有异味，隔音效果差，服务人员态度差，设施非168而是268', 'star': 3}
{'descr': '酒店很干净\u3000', 'star': 3}
{'descr': '电话不太好用，95105105铁路电话打不了。不知道为什么。住的特价房，晚上外面很吵。不过地理位置相当不错了。', 'star': 5}
{'descr': '整体感觉还行，服务员态度不是很好', 'star': 3}
{'descr': '不错,网上预订很方便,住在这里方便', 'star': 3}
{'descr': '环境还行', 'star': 3}
{'descr': '很好 交通很便利 就在南京东路边上 地铁很近！', 'star': 5}
{'descr': '还不错蛮好的', 'star': 3}
{'descr': 'Not that bad considering its location.I and my girlfriend just stayed one night, so nothing to recommend or complain.', 'star': 1}
{'descr': '生意很火,服务慢', 'star': 3}
{'descr': '很低碳', 'star': 3}
{'descr': '很不错性价比高', 'star': 3}
{'descr': '位置好、交通便利。', 'star': 3}
{'descr': '很满意，位置不错，来的时候标间没有了，免费升级成商务的了', 'star': 3}
{'descr': '地势很好，离外滩南京路城隍庙都很近，就是7楼房间层高太矮，有点压抑，还有就是没有停车场，去公共停车场停一夜要80块钱，真贵！', 'star': 5}
{'descr': '还不错，离外滩、南京路以及地铁站近，交通、餐饮都很方便。\n\n', 'star': 5}
{'descr': '满意', 'star': 3}
{'descr': '房间干净舒适', 'star': 3}
{'descr': '酒店不错,房间很暖,卫生也不错,位置很好,上海老建筑,很怀旧', 'star': 3}
{'descr': '空调吵的一夜基本没睡,枕巾脏的有霉味.地毯脏的都有小虫虫.对与一个女生来说,有点郁闷了', 'star': 1}
{'descr': '.今晚入住', 'star': 3}
{'descr': '交通方便，设施全，性价比高。', 'star': 3}
{'descr': '十这是我住过最差的房间！', 'star': 3}
{'descr': '住宿条件可以啦，住的是大床房，自助那种的，这个价格就不错啦。地理位置真的很好，出门就是2，10号地铁线，可直达虹桥国际机场、虹桥火车站、浦东国际机场。10分钟走到南京东路，南北分别是外滩和南京路步行街，去外滩散步20分钟，南京路10几分钟就到了，很方便。总体很满意啦，下次有机会还会预约入住的。', 'star': 5}
{'descr': '服务态度挺好的，入住也很顺利，就是房间有点小，不过也对得起这个价钱了。', 'star': 3}
{'descr': '交通非常方便，地段好，房间设施也不错，蛮干净的，下次还会去', 'star': 5}
{'descr': '位置很好，每次出差都会住这里，距离南京路很近，交通也很方便，晚上可以逛外滩夜景。', 'star': 5}
{'descr': '地理位置不错,左面挨着外滩,右边邻着南京路步行街,更靠近地铁10号线的6号出口,特价房168还算值.下次来也许还会住莫泰的!', 'star': 3}
{'descr': '不错，很干净。服务员的素质不错很热情，地理位置也还可以，下次还会考虑这个酒店。', 'star': 5}
{'descr': '1：价廉物美---在上海这个大都市的闹市区能有这样便宜的价格和良好的服务真是不容易；\n2：干净整洁---房间卫生间装修风格简洁大方但是功能齐全，空调制热效果好，浴室热水出水快，电视频道也很多；\n3：出行特方便！\n建议：设无烟标记房间\n下次去上海还会选择这家酒店：-） ', 'star': 5}
{'descr': '三星级标准，超值', 'star': 3}
{'descr': '超出想象的好', 'star': 3}
{'descr': '房间有点小。不过地理位置好，靠近地铁。性价比较高', 'star': 5}
{'descr': '不错哦，虽然不大，但还是值得，交通都很便利', 'star': 5}
{'descr': '酒店就是门面小了点,但是真的离南京东路很近,繁华地带这个价格很值,里面环境挺好的卫生也不错,推荐', 'star': 3}
{'descr': '地点好，房间虽然小，外滩边上能有这个标准的已经很实惠了', 'star': 5}
{'descr': '位置比较好,离南京路和外滩都比较近,坐车很方便。美中不足就是酒店的电梯太小,太慢了!', 'star': 5}
{'descr': '还不错，交通比较方便。房间偏小了一点，隔音不好', 'star': 5}
{'descr': '好！', 'star': 3}
{'descr': ' 客房还算干净住的是靠南的 光线很好', 'star': 3}
{'descr': '太破旧了！！！我见过的最旧的莫泰了，枕巾都是脏的，但前台的服务还不错哈。', 'star': 1}
{'descr': '离外滩很近，很方便，环境一般', 'star': 3}
{'descr': '大床房太小太小了，除了放下一张床，就没有别的了。床长只有185CM，我个头180，基本上要我头顶着床背睡，脚才能不在外面.....理解上海物价贵.....可同样的北京如家大床房就比这感觉要好不少。', 'star': 1}
{'descr': '交通很方便,距离2号线仅6分钟.南京路步行街就在前面.如果是外地过来旅游的,住在这边经济实惠.可以把浦东浦西沿江景点都玩过来.房间就是小了点,比较低矮,隔音效果一般般.其他都不错.', 'star': 5}
{'descr': '房间还不错\n桌子上不太干净，网络太慢只能上Q网页都打不开的，估计是因为只有大床房的缘故吧\n\n', 'star': 3}
{'descr': '地段好，不过特惠房房间小，主要是楼层矮，小心碰头啊...-_-!!!!', 'star': 5}
{'descr': '交通还算方便，到南京路很近\n房间很小\n隔音非常不好', 'star': 5}
{'descr': '房间太小，卫生不是太好，不过服务还可以，能马上换被套，出门还是方便的，到外滩、南京路很近，地铁也就5分钟不到', 'star': 5}
{'descr': '有人说楼很旧里面很脏 我订的时候还犹豫了 去了发现完全不是 里面的装修很好啊 房间也很干净 洗手间的设施都很好 关键是位置太方便了 出去几分钟就有很多小店 小杨生煎之类的 离南京路步行街也就十分钟的路 地铁站也近 去豫园坐64路 两站就到了', 'star': 5}
{'descr': '挺好的', 'star': 3}
{'descr': '空间太小', 'star': 3}
{'descr': '在那个地段还算是性价比还行的一家酒店 下次还会住', 'star': 5}
{'descr': '都还不错就是特价房小了点', 'star': 3}
{'descr': '位置很好的一个酒店，如果来外滩观光，特别是晚上，莫泰168（上海外滩店）是个很好的选择。。', 'star': 5}
{'descr': '+挺好', 'star': 5}
{'descr': '己入住!满意!郭', 'star': 5}
{'descr': '世博期间南京路附近，价格稍贵，但可以理解，总之挺合适的！', 'star': 5}
{'descr': '国庆假期,房价有点贵,另外洗手间用水的时候水龙头漏水,满地都是水,影响心情.\r\n两年前去过,感觉很好.今年可能由于设施老化坏损感觉不如两年前,该重新装修了.', 'star': 5}
{'descr': '还行还行还行还行还行还行还行还行还行还行还行还行', 'star': 1}
{'descr': '世博期间房间都很紧张，莫泰的房间相比较其他宾馆来说要好太多了', 'star': 5}
{'descr': ' 酒店位置超好 出行很方便 步行去外滩和步行街都很近  离地铁站也近 晚上睡觉挺安静的 唯一不足的就是酒店设施挺陈旧了', 'star': 5}
{'descr': '可增加更多商务服务，无线上网、订票、储存物品等。', 'star': 5}
{'descr': '房间挺大，也比较干净，位置挺好，就是世博期间放假太高了，简直相当于平时四星酒店的价格了。而且房子是老式楼房翻新的，木地板踩着咯咯响。', 'star': 5}
{'descr': '酒店的各项都很到位，然后地理位置很好，非常满意！', 'star': 5}
{'descr': '因为是老房子的缘故，酒店内味道比较重，房间内有点霉的味道。性价比不高。', 'star': 1}
{'descr': '不干净，墙上有血渍，很恶心！！！！！地理位置不错', 'star': 1}
{'descr': '世博期间，整体感觉一般。', 'star': 5}
{'descr': '地点比较好,离南京路很近,外滩很近,地铁也很近,适合购物和到上海旅游的工薪阶层', 'star': 5}
{'descr': '448元的商务大床房，房间大的只容的下一张床了，枕头有污渍，被子很潮湿，桌子上全是灰，淋浴没热水，只有位置优势了，很方便，地铁2号线，10号线，去机场，火车站都挺方便的。', 'star': 1}
{'descr': '莫泰的外滩店性价比太差,房间太小,味道难闻,隔音太差,除了位置好些没有别的可取之处,下次不会再入住。', 'star': 5}
{'descr': '酒店位置很好，去哪里都很方便，回来后还介绍朋友入住，去世博园很方便', 'star': 3}
{'descr': '酒店位置很好，离外滩很近，旁边就是万国建筑群，早餐可以在小弄堂解决，酒店号称是旗舰店，有点名不副实，前台很牛，爱答不理的样子，卫生一般', 'star': 3}
{'descr': '位置还可以,房间比较整洁,但是世博期间房价高得离谱.', 'star': 5}
{'descr': '这种酒店差不多四百块 太不划算了~ 比其他莫泰差很多', 'star': 1}
{'descr': '房子太老了，房子太旧了。希望大家不要上当，价格又高。真的不是很方便，是莫泰里面我住的最差的。', 'star': 1}
{'descr': ' 酒店地理位置，价格都很好，但酒店服务很差！', 'star': 5}
{'descr': '不知是不是世博，很乱有些乱。', 'star': 1}
{'descr': '房间有点小，其他的都还不错', 'star': 5}
{'descr': '地理位置还行，离外滩很近。但是对于近400的房价来说那样的环境！性价比较低。', 'star': 3}
{'descr': '上海外滩店除了地理位置优越外其他没有什么好说的了。静安寺店应该还不错。自己没有住，听亲戚说还行。', 'star': 1}
{'descr': '顶层的大床房，房间太小空间太低，很压抑，看楼下的还好，却说无空房，不知真假，好遗憾，性价比太低。为看外滩特意订了此店，好在位置很好，五分钟可到外滩、南京路步行街。', 'star': 5}
{'descr': '第一天去前台服务态度不大好，爱理不理而且很不耐烦，语气挺凶。定的是商务大床房，房间挺小的。不过酒店的地理位置很好，去外滩和南京路商业区很方便，步行5分钟内就能到，据地铁口也很近，附近吃的小店也很多，总的来说性价比挺好，下次去还会考虑住在这个酒店', 'star': 5}
{'descr': '下次还会来住', 'star': 3}
{'descr': '下次还会来住', 'star': 5}
{'descr': '下次还会来住', 'star': 3}
{'descr': '我们一家三口住的是商务大床，感觉还可以，卫生也不错，不过里面的设施比较旧。我爸爸妈妈住的是大床房B，感觉房间太小，最糟糕的是洗澡的淋浴坏了，我妈妈说床单有点潮湿，还有点霉味，不过这个酒店的位置很好，去外滩和南京路很方便，总的来说还可以吧，早餐15元吃的东西不多。', 'star': 5}
{'descr': '總的來說，還可以，就是服務不是很好', 'star': 5}
{'descr': '很好，位置很好，床很舒服', 'star': 5}
{'descr': '酒店位置很好，到南京东路步行街和外滩很方便，去城隍庙也比较方便，乘坐地铁2号线去陆家嘴游玩也很方便。属于真正意义上的私人住宿酒店。', 'star': 5}
{'descr': '环境不错，靠近外滩和南京路商业圈，酒店干净整洁，就是餐厅的早餐品种太少了', 'star': 3}
{'descr': '退房以后不让放行李\r\n也不会帮住客叫出租车\r\n与其他莫泰酒店服务相去甚远', 'star': 1}
{'descr': '位置相当好，虽然住在没电梯的7楼，但是价格便宜，房间也挺大，设施不错，挺好，以后还住', 'star': 5}
{'descr': '感觉很好，交通便利，下次还来', 'star': 3}
{'descr': '地理位置非常好，交通便利，距离南京路和外滩咫尺之遥，唯一就是房间真的好小好小啊，下次去玩还会选择', 'star': 5}
{'descr': '位置不错，很方便，散步就可以去外滩。但房间的空间很低，可能是老房子的缘故。', 'star': 5}
{'descr': '酒店地理位置好，交通比较方便，附近很多便利店，又有餐厅、足浴、棋牌室，但房间下水道不太顺，洗完澡后会积水，房间有点儿味道，性价比还算不错~`', 'star': 5}
{'descr': '位置不错，房间有点小，服务很好，这个价格，应该算不错。', 'star': 5}
{'descr': '离外滩和南京路都比较近，很方便。电梯比较狭小，需要先上2楼才能到酒店前台。整体感觉楼比较旧，进入房间后有一股潮湿味，开了会空调就好多了。', 'star': 5}
{'descr': '跟地铁站很近, 去外滩很方便...', 'star': 5}
{'descr': '地理位置非常好，这样的价格在世博期间的上海已经很好了！', 'star': 5}
{'descr': '酒店位置还可以比较方便，前台服务太差，办理入住的时候爱搭不理的，让人感觉不舒服，一副爱住不住的样子，由于第2天入住莫泰其它酒店，咨询前台怎么去，前台居然说不知道，真不知道管理层是怎么培训的，另外酒店连寄存这样的最基本的服务项目都没有，害的我提着箱子逛外滩，下回是不会去住了，居然还敢说是莫泰旗舰店', 'star': 1}
{'descr': '还不错吧', 'star': 3}
{'descr': '酒店位置較差~~在小巷裏面~~~~衛生差~~床上還有煙灰~~~~~~', 'star': 1}
{'descr': '该酒店是我出行旅游最大的败笔，要不是上海强制要求住不住都要扣钱的话，肯定不住了 实在太烂了', 'star': 1}
{'descr': '位置真的非常好 到南京路外滩都非常方便 附近还有好多好吃的东西 以后有机会去上海还是会去这家酒店 ', 'star': 5}
{'descr': '挺干净的，顶层虽然层高矮了点，但布置的不错，有情调~卫生间是一大特色', 'star': 5}
{'descr': '整理感觉还行！', 'star': 5}
{'descr': '位置很不错，靠近南京路商圈，离外滩也很近，房间条件还不错，早餐品种有点少，可供选择的不多。', 'star': 3}
{'descr': '还不错,值得入住吧', 'star': 5}
{'descr': '还可', 'star': 5}
{'descr': '服务态度很差很差。1、结账时不给住宿发票，也不问客人要不要发票。\r\n2、客人发现没有发票时第一次打电话索要时，一男服务员态度恶劣。第二次女服务员态度接时态度还好。\r\n3、开发票时客人食宿后酒店必须要做的事，他们没有问也没有给是酒店的失误。客人发现没有发票时第一次打电话索要时，却要客人自己承担邮费，坑害了消费者的利益。', 'star': 1}
{'descr': '跟外滩比较近，但是其他都是很一般', 'star': 1}
{'descr': '位置很方便', 'star': 5}
{'descr': '位置不错,品牌酒店', 'star': 5}
{'descr': '离外滩近点，其实交通也不方便。', 'star': 5}
{'descr': '酒店太小了', 'star': 1}
{'descr': '位置好~卫生和设施一般~~', 'star': 5}
{'descr': '位置好,性价比一般!', 'star': 3}
{'descr': '性价比不高', 'star': 3}
{'descr': '还好，比想向要好找，隔音不好。', 'star': 5}
{'descr': '7楼不知道是在装修还是干什么，感觉走道特别乱，其他楼层没看。门口太小了   总体来说赶不上莫泰其他店。', 'star': 5}
{'descr': '酒店位置不错，就是房间小了点。我住的时候在最高层，顶头也很低！', 'star': 3}
{'descr': '地段没的说，去哪都方便。房间卫生差了一些，房间小了一些，不过基本上都够用了。', 'star': 5}
{'descr': '酒店的位置确实不错,离步行街5分钟的时间.但是酒店的设施很陈旧,入住当天的早餐不知什么原因取消了!', 'star': 5}
{'descr': 'so bad', 'star': 1}
{'descr': '还好', 'star': 3}
{'descr': '地理位置非常好，就是房间硬件不怎么样', 'star': 3}
{'descr': '位置还好', 'star': 5}
{'descr': '卫生间很干净，老板也很好哦~', 'star': 5}
{'descr': '住在这里主要是交通方便。房间有点小。卫生间尚可。', 'star': 3}
{'descr': '除了地理位置特别好以外，基本没什么了。我们住的是折后268元的商务大床间，设施和我以前在火车站附近住的一个旅店差不多，那个旅店才158元。', 'star': 1}
{'descr': '位置不错，，去步行街很近，房子古老点！', 'star': 5}
{'descr': '酒店距离南京路和外滩很近，步行即到。交通也很方便。有公交车直达火车站。离地铁也近。', 'star': 3}
{'descr': '酒店位置较好，去外滩、南京东路步行街、地铁站都比较方便。只是大堂和走廊的香水味不太习惯。', 'star': 5}
{'descr': '还好，就是网速太慢', 'star': 5}
{'descr': '和朋友在上海待了5天，都是住在莫泰外滩店的，环境很不错，交通便利，距离外滩和南京东路也非常的近，各方面都很满意，以后去上海还会入住的。', 'star': 5}
{'descr': '位置很不错，属于性价比较高的酒店', 'star': 5}
{'descr': '我住了2天，刚才忘记说了，这里距离外滩很近，走路约3-5分钟即可，周围的建筑都是很有历史的，建议大家在周围的弄堂，小路转转，比起去外滩还要好', 'star': 3}
{'descr': '我住的是特价间，如果看价格和地点的话，较为划算。但是房间太小了~而且宽带的速度慢到不行~~', 'star': 5}
{'descr': '卫生间还不错感觉', 'star': 5}
{'descr': '购物,休闲,交通很方便,适合全家旅行!', 'star': 5}
{'descr': '顶层没电梯，行李多的客人不方便。', 'star': 5}
{'descr': '房间太小，隔音非常差。', 'star': 5}
{'descr': '位置很好，家庭房很大，性价比很好，尤其是01年2月23日晚上当班的门卫大哥，很热心地叫醒服务和叫车服务，令人感动。下次去还会到这里！', 'star': 5}
{'descr': '空间比较小 其他都蛮好的 ', 'star': 5}
{'descr': '酒店所处地理位置相当好，公交、地铁、步行出入都非常方便。我住的商务双标房，有小窗，在床上就能直接看到东方明珠塔，这点很爽。设施有点老，空调很新，但声音很大，房间之间的隔音效果也不理想。卫生状况过的去，提前入住，有些客人的烟味很重，这当然不是酒店的问题。晚上还算比较安静。冬天只有一床被子，如不开空调会感冒，开空调，会影响睡眠。声音太响，而且空调灯太亮。舒适度只能说一般，但综合下来，出门在外，方便是最', 'star': 5}
{'descr': '不错。', 'star': 3}
{'descr': '卫生不错。房间小了点，不过，地理位置很好，到外滩，到南京路都可以步行。周围环境也不错。', 'star': 5}
{'descr': '地理位置和交通都是没的说，很好很满意，就是房间小了点，总体来说还不错的。', 'star': 5}
{'descr': '经济实惠方便', 'star': 5}
{'descr': '我们住的是7层，虽然房间很小，但是很温馨的感觉，就是小心磕到头，酒店位置不错，离外滩很近，旁边有便利店，总体感觉还不错', 'star': 3}
{'descr': '交通、购物、游览都方便，价格优惠', 'star': 5}
{'descr': '莫泰是真的很小，不过在寸土寸金的外滩附近，也算是不错的经济酒店吧。', 'star': 1}
{'descr': '精致的小酒店，下次还会再来，因为它在宁波路上', 'star': 5}
{'descr': '酒店的性价比较高。', 'star': 5}
{'descr': '地点好，只是7楼的房间袖珍得很，不知道其他楼层怎样。', 'star': 3}
{'descr': '房间很干净，服务也热情，地点比较方便，很好~', 'star': 5}
{'descr': '装修的时间太久了，设施都比较老，房间也小', 'star': 1}
{'descr': '地理位置很好，性价比不错', 'star': 5}
{'descr': '唯一的好处就是地段可以了\r\n淋浴的水下不去也就算了，一晚上就听着厕所漏水的滴答声，几乎没有睡着。\r\n', 'star': 1}
{'descr': '当时安排的房间空调坏了,后来又换了好几次,酒店的卫生和服务还可以,位置也很方便,价格方面也还比较合理.', 'star': 3}
{'descr': '地理位置不错，房间虽然很小，但是感觉很温馨，就是入住的时候等了半天排队，服务态度一般', 'star': 5}
{'descr': '房间很小，性价比不高', 'star': 3}
{'descr': '空调冷，被子薄，房价小！', 'star': 1}
{'descr': '房间很小，但地理位置不错.装修一般', 'star': 5}
{'descr': '房间很小，但地理位置不错', 'star': 1}
{'descr': '酒店比较旧,交通方便.', 'star': 3}
{'descr': '地点很好，离南京路和外滩很近，也很好认，就是旅店特价房太小，很闷！总体住1到2天还行，时间长了就很郁闷！', 'star': 5}
{'descr': '....', 'star': 5}
{'descr': '现在的motel和以前确实有点差距了~~~~~~', 'star': 3}
{'descr': '4楼以下还是不错的，但是4楼以上的就不推荐大家住了，入住的时候最好说明楼层~~~~~', 'star': 5}
{'descr': '房间是有些陈旧了里面的卫生和舒适度还行,而且酒店的服务和位置都不错,性价比也可以,还是挺不错的酒店.', 'star': 3}
{'descr': '酒店位置还算不错，步行5分钟到南京路，10多分钟可以到外滩，就连去城隍庙也不是很远。。设施嘛，比北京如家稍差了一些，隔音差些，但是卫生间还是比较满意。。服务嘛，可以的，他们都是些热心的人。。早餐还不错，简单的中西合璧的自助，价格不贵。。不过我推荐住到5，6层，总觉得楼上房间利用率低一些，清新一些吧', 'star': 5}
{'descr': '卫生条件一般,设施也很陈旧,房间面积小,地理位置还可以,服务一般,性价比一般,下次不会入住了', 'star': 3}
{'descr': '酒店房间的床和里面的硬件设施都比较简陋,像一般的旅馆,内部环境还可以,是否选择要看个人的需要了.', 'star': 3}
{'descr': '还不错。', 'star': 5}
{'descr': '环境不错，而后比较安静，价格合适，地段很好，离外滩很近', 'star': 3}
{'descr': '酒店的位置其实是很不错的，但是服务很一般，尤其是他们特价房的条件太差了，刚开始给我的房间，墙壁都渗水，一点也不好。', 'star': 3}
{'descr': '位置很不错，房间比想象的要好一些，虽然还是很小，但2个人住一晚上也还可以忍受的。就是卫生差了点，打开床头柜的抽屉，发现里面有以一些乱七八糟的东西，应该是以前客人留下来的，让人想到酒店并不会在一拨客人走后全面的打扫一遍，而是将面子上的功夫做够就好。', 'star': 5}
{'descr': '位置还是不错的,出行很方便,但卫生条件不太好,毛巾太脏了,而且设施上也有些陈旧,服务人员给人感觉也不太热情,下次不会选择这家酒店了.', 'star': 3}
{'descr': '离外滩很近，房间实在有点小。', 'star': 3}
{'descr': '酒店的位置很好，就是退房时间还是12点，应该调整到14点。', 'star': 5}
{'descr': '酒店的硬件条件比较简单，服务还是不错的，位置还是比较方便，价格比较合适，但是房间小，又简单，但是总的来说还是可以考虑的。', 'star': 3}
{'descr': '地理位置很好 出来就是南京路 离外滩很近 不错的住处 这样的价格 也不能要求设施多好的 所以总体是不错的 下次还会住。', 'star': 5}
{'descr': '酒店的位置是不错，挺方便的，价格也比较合适，不过条件一般，周边环境比较乱，但是得说一下，他们酒店前台的一个服务人员态度非常好，我当时到酒店没有房间，多亏了他帮我解决的，其他都很一般。', 'star': 3}
{'descr': '酒店的服务态度不好,办理个入住手续要等20分钟,房间很小,位置不好出行不方便.设施很简陋.', 'star': 3}
{'descr': '还可以', 'star': 3}
{'descr': '卫生和房间的卫生都还是挺不错的,价格也还行,地理位置挺不错的去外滩景点都挺近的,还是比较满意的.', 'star': 3}
{'descr': '电梯只能到6楼，在网站上订的特价房在7楼，需要爬一层楼梯才能到。感觉7楼就像在房顶搭建的一层。走廊上，房间里举架都很低。如果是个子高的人很容易就撞头了，走廊里大概走10步就有一个房梁。高度也就180多一点。房间里面设施也比较简陋，床单很粗糙，会把人皮肤磨破的那种（两个人都是这样，可以说明一定问题了）。唯一方便的就是离南京路很近。如果逛街和坐地铁都比较方便。', 'star': 1}
{'descr': '不错', 'star': 5}
{'descr': '觉得前台那里太破了，房间还可以', 'star': 5}
{'descr': '位置很好，靠近南京路，外滩。价格与实际装修不付。', 'star': 5}
{'descr': '在上海，这样的地段，这样的宾馆这样的价格，还算不错了', 'star': 5}
{'descr': '房间很旧,大堂在2楼,没有找到免费的停车场,总之能说好的只有一点,去南京路地理位置比较方便.', 'star': 3}
{'descr': '酒店地理位置非常好，出门往东走5分钟是外滩，往西走10分钟便到了南京路。因为定的是特价房（198的），第一天到的时候没有特价空房，给了我们两间商务房（268的），房间卫生、设施都不错，还提供无线宽带，很满意。不过第二天被换到了7层的特价房，整个楼层很矮，我朋友身高180多都要低头才能走过。房间也很小又矮，没有床架，人就睡在床垫子上。因为地理位置不错，所以给给比较好地评价。不过这样的房间198，的确', 'star': 5}
{'descr': '设施很陈旧,服务态度一般,位置还是挺好找出行挺方便的,性价比不是太高,当时也使用了消费券感觉还是挺优惠的还不错,就是酒店是挺一般的.', 'star': 3}
{'descr': '酒店是一个很老房子改建的也是重新装修了大堂是在二楼的得从一楼坐电梯才可以看到一个很小的大堂,服务也还差不多,.位置在上海的话还算可以的离外滩很近,当时也是国庆的时候去的价格还是偏高了,还是挺一般的酒店.', 'star': 3}
{'descr': '地理位置非常好,交通很方便,房间的卫生和设施上,也都不错,就是房间稍微有点小,其它的还可以,性价比是比较高的.', 'star': 3}
{'descr': '地理位置非常好,出去玩都很方便,房间的卫生和设施方面也都不错,住着很舒适,是一家性价比很高的酒店.', 'star': 3}
