{'短评内容': '还不错，网上订方便快捷', '短评打分': 5}
{'短评内容': '房间很小 不过景色还不错 从房间出去了一会 桌上竟然爬满了小蚂蚁 还是在十楼呢！一只一只自己处理掉', '短评打分': 1}
{'短评内容': '  Good, OK', '短评打分': 3}
{'短评内容': '不错，前台服务有些忙，希望能改善。总体来讲不错。', '短评打分': 5}
{'短评内容': '性价比还可以了，位置不错，出行方便，下次还会去住，估计价格会下来一些吧', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '总体坏境及位置不错！服务效率还有待提高。', '短评打分': 5}
{'短评内容': '这家酒店位置很好，交通方便。性价比不高，设施配置有些差。。。。', '短评打分': 5}
{'短评内容': '干净舒适', '短评打分': 5}
{'短评内容': '+价格有点贵', '短评打分': 5}
{'短评内容': '离地铁站很近，房间超大，周边餐饮很多，便利店很多', '短评打分': 5}
{'短评内容': '价格和设施、服务不成正比。几年前168元时还可以接受，现在还不如当时的条件，但价格翻了两番。房间旧、小，床铺非常不舒服。除了地理位置尚可，别无一是处，强烈不推荐。', '短评打分': 1}
{'短评内容': '性价比不错.', '短评打分': 5}
{'短评内容': '酒店很不错，出差总是选这家酒店，离办公地点比较近，但目前酒店价格非常贵，而且现在上海很热，酒店中的被子等都很潮。', '短评打分': 5}
{'短评内容': '没有免费早餐。', '短评打分': 5}
{'短评内容': '位置不错，不是旧厂房改造的那种。卫生间比较狭小， 世博期间价格比较高。', '短评打分': 5}
{'短评内容': '在会议中心开会,定了标间,卫生间小,其他一般,唯一肯定的就是自驾指路的很到位,桃林路三个红绿灯就到哈', '短评打分': 3}
{'短评内容': '除了位置比较方便找,其他的真的很一般,首先是房间\\卫生间好小,其次是附加提供的浴巾\\被子之类的东西好破,连加个枕头都没有,最后退房的前台居然当着客人的面在谈论工作抱怨,很不职业0', '短评打分': 1}
{'短评内容': '周围交通很方便，也有超市和饭店，感觉不错，就是房间小。给你好评吧。', '短评打分': 5}
{'短评内容': '世博期间,还是住宿选择之一。服务挺好的。舒适度也可以接受。', '短评打分': 5}
{'短评内容': '这个酒店同样的规格比起杭州的金苑酒店房价贵了快一倍了,各方面的条件都差不多,淋浴设施比较好,前台服务比较好些,不过;卫生间太小了,转不开身,楼道没有空调,现在去依然会感觉很闷热,不舒服!房间市话收费的,,金苑可是免费的呀,呵呵,看来,上海这个大都市一切的费用都要高上一大截,,', '短评打分': 1}
{'短评内容': '设施太一般了，比旅馆稍为干净一些，空调效果比较好。', '短评打分': 1}
{'短评内容': '房间一般，位置还可以，赶上世博，价格较高。', '短评打分': 5}
{'短评内容': '已经入住', '短评打分': 5}
{'短评内容': '位置比较方便去世博那边，卫生也比较干净，晚上比较安静，附近还有运动的地方，总体感觉还不错。', '短评打分': 5}
{'短评内容': '看世博非常不错的住宿酒店，交通非常方便，周边设施也算便利', '短评打分': 5}
{'短评内容': 'normally hotel while its expensive', '短评打分': 3}
{'短评内容': '比较方便,距离地铁站比较近,停车也方便,推荐!下次还会住这家酒店.', '短评打分': 5}
{'短评内容': '离地铁站挺近的，出行方便，但卫生间味道挺重的，房间有点小', '短评打分': 5}
{'短评内容': '前台态度恶劣，房间主要设施还算干净，不过能看出一点都不细致用心。', '短评打分': 1}
{'短评内容': '位置稍差，但是性价比好，省下来的钱可以打的了。', '短评打分': 5}
{'短评内容': '还好，不过和168比起来性价比稍显不足。', '短评打分': 5}
{'短评内容': '酒店非常干净，惬意，实惠经济！', '短评打分': 5}
{'短评内容': '蛮好的', '短评打分': 3}
{'短评内容': '酒店不错，世博会期间酒店比较难定，但是这个268还是很让人满意的。\r\n\r\n干净，有阳台，好晒衣服。\r\n\r\n我觉得268还是比168好！', '短评打分': 5}
{'短评内容': '地理位置较好，紧邻源深体育中心，有多条世博线，交通便利。周边大小饭店较多，可以满足不同的需要。酒店房间不大，较干净', '短评打分': 3}
{'短评内容': '这样的条件，有这样的价格，实在是不相符，如果，价格再便宜点，应该还会考虑，唯一的优点是，周边环境和交通挺方便的。', '短评打分': 5}
{'短评内容': '总的说是不错的', '短评打分': 5}
{'短评内容': 'maybe because of Expo............Price VS comfortable is normal', '短评打分': 5}
{'短评内容': '推荐', '短评打分': 3}
{'短评内容': '不错，交通还算方便', '短评打分': 3}
{'短评内容': '不错哦，有夜景看，标间床很大。', '短评打分': 5}
{'短评内容': '酒店不错，设施、环境不错，去世博会很方便，对面的源深体育馆有直达专线车', '短评打分': 5}
{'短评内容': '恩 酒店很新 卫生也不错 关键是地理位置好  看世博很方便 赞一个！', '短评打分': 5}
{'短评内容': '房间没有“请勿打扰”指示牌 这点不好 。早餐价格和质量不成正比 。前台服务一般 商务大床房里的电脑屏幕大 这点不错。', '短评打分': 1}
{'短评内容': '平时住还算方便，离办公室比较近；世博期间上海全部酒店都涨价，唉。。。', '短评打分': 5}
{'短评内容': '酒店价格适中，在周围地区属于比较实惠的了，周围的交通也方便，下次还会安排朋友或同事入住。', '短评打分': 5}
{'短评内容': '地理位置有优势，但是服务员都很拽，不喜欢。边上有个台湾食品超市，有吃饭，开到晚上10点半，还是蛮好吃的。', '短评打分': 3}
{'短评内容': '主要是因为离目的地近才选择这家酒店的，相对来说设施上比较老，卫生设施比较一般，曾经看到阿姨打扫卫生刷杯子的时候直接用客人用过的毛巾，我本来想换个杯子来着，没想到阿姨直接冲完后就递给我说要不你换这个 。。。我就没想法了。。。原来这些东西都不消毒的。。。昏倒！', '短评打分': 1}
{'短评内容': '还会再次入住', '短评打分': 5}
{'短评内容': '环境不错，低区房间有霉味，房间比较小，商务用蛮好的。', '短评打分': 5}
{'短评内容': '比较不错，及格适中，房间稍微小了点', '短评打分': 3}
{'短评内容': '周边交通便利，体育馆内就有世博专线\r\n不过checkin人多总是要等很久, 地毯有点脏', '短评打分': 5}
{'短评内容': '房间很大，很喜欢，除了电视机小了点，是个不错的酒店', '短评打分': 3}
{'短评内容': '周边交通较为便利，有六号线和世博专线。\r\n餐饮较为方便，价格合理。房间舒适，安静', '短评打分': 5}
{'短评内容': '就餐方便，徒步5分钟就有“老碗”（陕西风味）、本帮菜、湘菜、超市，必胜客宅急送。交通便利，对面就是源深体育场，有世博专车。', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '总体还好。', '短评打分': 3}
{'短评内容': '总体还好。', '短评打分': 5}
{'短评内容': '不错的酒店,就是装修有点老了.', '短评打分': 5}
{'短评内容': '还可以！~', '短评打分': 5}
{'短评内容': '地理位置不错,就是方便比较小', '短评打分': 5}
{'短评内容': '卫    生： 非常好', '短评打分': 5}
{'短评内容': '1. 地點: 至八佰伴走路約30MIN, 至地铁世紀大道約20MIN, 可承2,4,6,線,蠻方便\r\n2. 食: 旁有聯華, FAMILY, 佳思多等, 及水果店, 購日用品方便\r\n3. 衛生: 以此價位, 尚可\r\n4. 設備: OK, 部份有點陳舊, 雖2007年的酒店, 但沒冰箱較麻煩.', '短评打分': 3}
{'短评内容': '房间比较老了,也不大,但是地段还是不错,附近就是源深体育场,有比赛的时候会比较吵.', '短评打分': 5}
{'短评内容': '算是經濟的酒店, 附近可有超商可購買水果等, 蠻方便的', '短评打分': 5}
{'短评内容': '酒店各方面都不错', '短评打分': 3}
{'短评内容': '酒店各方面都不错，这里是两机场中间地段，打车价格差不多。晚十点过后，外面会有烧烤，味道不错，喜欢的朋友可以去尝尝。', '短评打分': 5}
{'短评内容': 'good', '短评打分': 5}
{'短评内容': '酒店的位子还是不错，就是离浦东源深体育场太近了，有运动会会比较吵闹。还就就是酒店的房价有点贵，毕竟上海寸土寸金啊！', '短评打分': 5}
{'短评内容': '这个价格已经不错啦，保持推荐！', '短评打分': 5}
{'短评内容': '还可以，只是房间较小', '短评打分': 3}
{'短评内容': '这家酒店比较新,设施也,比较新,只是前台早晨的时候比较人多,要等比较长的时间.', '短评打分': 5}
{'短评内容': '经常会去的一家，总体来说还是不错，就有一点，有一次碰到过毛巾是有洞的，希望能及时换新', '短评打分': 3}
{'短评内容': '位置挺好，大床房的设备有些坏损，商务房还不错，性价比较高。', '短评打分': 5}
{'短评内容': '性价比很高的酒店，对面就是体育中心，很方便', '短评打分': 5}
{'短评内容': '莫泰直营店,服务环境都比较不错了，房间挺干净，对于商务人事挺合适，价格也不算贵.', '短评打分': 5}
{'短评内容': '总体都不错,值的推荐.', '短评打分': 5}
{'短评内容': '还行吧，房间水流较小', '短评打分': 3}
{'短评内容': '还可以吧，就是房间的挂衣的空间太小', '短评打分': 5}
{'短评内容': '比较新的酒店，环境狠好，很舒服，尤其是卫生间，很干净也很时尚，床也比较舒服', '短评打分': 5}
{'短评内容': 'yo xi....非常好', '短评打分': 3}
{'短评内容': '性价比高，不错', '短评打分': 1}
{'短评内容': '房间小了点，房间风景还不错，设施一般，只能说过的去吧', '短评打分': 5}
{'短评内容': '还不错，还会来的', '短评打分': 5}
{'短评内容': '卫生间太差.是我住过莫泰268最差的店', '短评打分': 1}
{'短评内容': '住的蛮舒服的哎，到店后，改成特色房，25层，阳光充满房间，超舒服，很温暖，除了地段稍微偏了那么一点点，taxi到陆家嘴和八佰伴地区，要15,6块，其他都很满意', '短评打分': 5}
{'短评内容': '我在那里住宿，在宾馆下面吃饭竟然皮夹给小偷偷了，可饭店领导不付责任，太气愤了，这样的管理怎么为客户负责。客户有没有安全感，还有没有人再敢住！！！', '短评打分': 3}
{'短评内容': '我在他们下面的饭店吃饭皮夹给小偷偷了可他们不付责任，太差了', '短评打分': 1}
{'短评内容': '卫生不错很干净，设施完善，地理位置交通方便，服务热情周到，性价比不错的酒店', '短评打分': 3}
{'短评内容': '可以入住！', '短评打分': 5}
{'短评内容': '环境和交通方便！离地铁10分钟！', '短评打分': 3}
{'短评内容': '酒店的地理位置不错，环境挺好，交通也方便，下次再住！值得推荐', '短评打分': 5}
{'短评内容': 'very good', '短评打分': 5}
{'短评内容': '推荐入住。', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '床很硬，卫生间的玻璃是透明的，地毯有一大块是湿的', '短评打分': 1}
{'短评内容': '交通便利，设施简洁，服务到没什么感觉，整体感觉还是不错的', '短评打分': 3}
{'短评内容': '整体来讲还是一家很不错的酒店,位置很好,离我办事的地方很近,非常方便,卫生服务也都不错,很符合酒店的价位.', '短评打分': 3}
{'短评内容': '位置还不错，出行还是很方便的，房间的卫生和设施在快捷式酒店中还可以吧，服务还有待提高，性价比还是比较高的', '短评打分': 3}
{'短评内容': '网络的速度是10K以下，没有带房卡，让开门，结果服务员在两个小时后到达。', '短评打分': 1}
{'短评内容': '还不错.', '短评打分': 5}
{'短评内容': '推荐入住', '短评打分': 5}
{'短评内容': '因为离我要出差的地方很近，只要走路就可以了，非常方便，房间也很舒适，很干净', '短评打分': 5}
{'短评内容': '阳台的门和窗户都锁不了的，没有安全感', '短评打分': 5}
{'短评内容': '值得去住，酒店各方面都还可以，卫生比较干净，离地铁比较近。', '短评打分': 5}
{'短评内容': '位置不错，交通还算方便，附近比较安静，晚上睡的很好。', '短评打分': 5}
{'短评内容': '服务说明的都一般', '短评打分': 1}
{'短评内容': '很舒服 位置很好 ', '短评打分': 5}
{'短评内容': '酒店在一座住宅楼上，什么都比较小，感觉不好。显示了上海人的小气。', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '酒店位置不错，设施也算齐全，性价比不错', '短评打分': 5}
{'短评内容': '酒店设施不是很好不是很齐全有点老,卫生不好,位置还是不错的,服务也不行,性价比不好.', '短评打分': 1}
{'短评内容': '酒店的前台服务态度比较差，卫生还可以的。设施很一般的，酒店的位置不错的，价格还可以的。', '短评打分': 5}
{'短评内容': '服务有些差了', '短评打分': 5}
{'短评内容': '地理位置还过得去，但是房间实在太小，而且床比较硬\r\n最要命的是服务态度非常恶劣，前台结帐居然需要接近30分钟，没有任何秩序\r\n前台服务员最后一点歉意都没有\r\n', '短评打分': 1}
{'短评内容': '设施条件不如我原来的别家莫泰酒店，而且我当时住是酒店有个活动，说送礼品、早餐券我住是商务，酒店却没送我，我结帐时问一前台，他们告诉不参加，明明网站是有这个活动的，下去可能会选择它周围的如家酒店', '短评打分': 1}
{'短评内容': '地理位置和交通很方便，但就是房间太小了，隔音也不好，里面的设施有些老。如果住在高层，坐在窗台欣赏风景感觉很棒！', '短评打分': 5}
{'短评内容': '酒店的环境服务还可以，但是设施太简单了，而且我到酒店时候他房间里的解决还没有准备齐全，虽然交通还算方便的，但是我可能也不会选择设施这么简单的酒店。', '短评打分': 1}
{'短评内容': '酒店的价格非常的优惠在上海来讲找到这么便宜的酒店不太容易，环境硬件设施都还不错，位置出行交通也很方便，主要是距离我去的地方比较接近，卫生服务也都非常好，值得推荐入住。', '短评打分': 5}
{'短评内容': '性价比高,周边环境还可以,离6号地铁站走路5-6分钟', '短评打分': 5}
{'短评内容': '当时去的时候,上不了网,房间里的电话也打不去,而且当时赠送的套餐卷也很不实用,其他方面也都感觉挺一般的', '短评打分': 5}
{'短评内容': '价格还是比较贵', '短评打分': 1}
{'短评内容': '有位女士，不知道是不是前台经理&lt;就是那个年龄大的大姐，有点像更年期，服务很差&gt;；入住酒店交押金要是刷信用卡，也不给收据，送火车票的到酒店让前台帮忙接收，现金留给了前台人员让帮忙支付，前台拿到钱后也不给开个收据，说是酒店规定。想不明白，哎！', '短评打分': 1}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '打电话去服务台要的东西从来没有送来过。牙签啊，电吹风啊...真的很无奈', '短评打分': 1}
{'短评内容': '酒店的环境设施,包括卫生舒适度都很不错,位置出行也很方便,价格很合适.', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '距离展览馆比较近,设施服务也还不错.当时去参加会议觉得酒店很方便的.', '短评打分': 5}
{'短评内容': '这里的服务不是很热情，房间设施比较简单，不过酒店价格比较适中。', '短评打分': 5}
{'短评内容': '卫生间的布局不好.浴巾等拿起来不方便.也没有悬挂洗脸毛巾的地方.这一点与其建立时间及价位及服务不相符.', '短评打分': 5}
{'短评内容': '非常好`前台服务好`早餐更好`就是服务态度好一点就完美了``', '短评打分': 5}
