{'descr': '房间小，设施不够全面，空调不好用', 'star': 4}
{'descr': '186定的周末休闲标房，很不幸的碰上周杰伦演唱会，本以为是无窗的一定很差，没想到比我想象的好的多，床很大，我们夫妻带了两个小孩子，1.35m的床一点不挤，床很硬至少我们很喜欢，就是给了我们有窗的房间，因为和居民楼太近了，上厕所有点不方便，每次都要拉窗帘，还有就是床上用品用得差了点，其他都很好，正如其他评论所言，不赘述了。', 'star': 5}
{'descr': '这次入住是住在五楼的普标，环境不错，虽然临着马路，但还是比较安静的，下次入住还是选择元和，永远不变。', 'star': 5}
{'descr': '不错不错~~服务太对也很好，房间干净整洁，喜欢卫生间~！！！！！', 'star': 5}
{'descr': '不错~~挺干净的，卫生间也蛮简洁，喜欢``！！！', 'star': 5}
{'descr': '这个经济酒店很不错，离火车站不远，去西湖玩河坊街逛湖滨吃饭都不太远，最重要的是热水很好', 'star': 3}
{'descr': '麻雀虽小，五脏俱全。挺卫生干净的，性价比高，离火车站很近，离河坊街也很近，下次来还会住这。', 'star': 5}
{'descr': ' 非常好', 'star': 3}
{'descr': '还不错，被子的颜色好温馨。以后有机会还会考虑来住的', 'star': 5}
{'descr': '位置很好交通方便', 'star': 5}
{'descr': '位置不错，离火车站很近！交通便捷！很干净1', 'star': 5}
{'descr': '虽然是家小酒店，但是麻雀虽小，五脏俱全。\r\n离火车站非常近，从K7起点站出来笔直往前走十分钟不到就到酒店了。\r\n我们订的标间，床很大，完全够两个人睡的。淋浴设施也很好。虽然空间有点点小，但是睡觉休息的话，已经绰绰有余。\r\n总之，如果到杭州来游玩，又想住火车站附近的话，这家店是非常非常值得一住的。', 'star': 5}
{'descr': '+房间太小', 'star': 5}
{'descr': '性价比很高，地段很好，火车站走五分钟就到。房间很干净，住的满舒服。', 'star': 5}
{'descr': '卫生间的设施有点陈旧，尤其是大床房，标间还行。', 'star': 5}
{'descr': '酒店比较旧', 'star': 5}
{'descr': '帮老妈预订的，之前自己住过，不错的，性价比还行', 'star': 5}
{'descr': '位置好！推荐！', 'star': 5}
{'descr': '这家酒店地址环境不错,离火车站,河坊街很近,住起来很舒服,前台小姐态度很好,唯一不足就是房间空间有点小,通风不是很好.', 'star': 5}
{'descr': '为了给其他用户提供更有价值的意见，请您发表20个字以上的点评', 'star': 5}
{'descr': '房间太小，不太适合家庭出行。离火车站很近，坐K7比较方便。', 'star': 5}
{'descr': '经济实惠！地段实在是比较好，上下火车都很方便，离河坊街也很近', 'star': 3}
{'descr': '经济实惠！地段实在是比较好，上下火车都很方便，离河坊街也很近', 'star': 3}
{'descr': '经济实惠！地段实在是比较好，上下火车都很方便，离河坊街也很近', 'star': 5}
{'descr': '国庆期间去住的，放假为276。标间太小，卫生间就是用玻璃隔出来的，国庆期间一点性价比都没有。', 'star': 1}
{'descr': '房间稍小了点，但性价比相对来说还是不错的。位置很好，离火车站和景区都比较近', 'star': 5}
{'descr': '+不错的宾馆', 'star': 5}
{'descr': '很方便的酒店，交通便利，房间虽然小，但是设备齐全呢。适合一个人自费旅行住。下次还会去的！', 'star': 3}
{'descr': '位置很好，离火车站和河坊街都挺方便，房间是挺小的但是设施很齐全。附近吃饭之类绝对没问题，状元馆就在旁边！河坊街大概也就10分钟到了，逛完之后20分钟不到就可以走到西湖了，性价比也很不错。学生之类的选择很不错！', 'star': 5}
{'descr': '+内容', 'star': 5}
{'descr': '性价比还很好的小酒店，适合自己出去玩住的。交通便利，房间虽然小但是都很齐全，有电脑很方便！总之，不错的小酒店！下次还会去！', 'star': 5}
{'descr': '离火车站非常近，交通很方便，住宿条件也不错，如果想以杭州为根据地到周边去玩的话，住这里很方便', 'star': 5}
{'descr': '特别小，隔音不好，洗脸池和床挨着。外部环境也不好，不推荐。', 'star': 5}
{'descr': '距离火车站挺近的，就是房间的隔音效果一般。', 'star': 5}
{'descr': '距离城站火车站很近，但是不会吵，如果要赶火车的朋友住这可以步行去城站火车站。', 'star': 5}
{'descr': '酒店环境尚可，坐火车的朋友们比较方便', 'star': 5}
{'descr': '+房间不错，干净', 'star': 5}
{'descr': '地理位置不错，服务不错，入住手续办理快速，收银员业务熟练', 'star': 5}
{'descr': '这个酒店还是蛮舒服的,离火车站也非常近,很好找,临街但很安静,美中不足的是卫生间真的太小', 'star': 5}
{'descr': '住了很多次了，值得推介，真的很不错，性价比很高', 'star': 5}
{'descr': '不错，离火车站近，比较方便', 'star': 3}
{'descr': '酒店虽小，但很干净，最重要的是离火车站近，比较方便', 'star': 5}
{'descr': '还不错，交通比较方便，环境也还不错，能够住吧，这个……', 'star': 5}
{'descr': '帮朋友定的,据说出杭州火车站 几分钟就到了,很好找,酒店设施环境还可以,但前台的态度不咋的地', 'star': 5}
{'descr': '在杭州,有这性价比不错了。', 'star': 5}
{'descr': '还不错，干净卫生，价格也比较合理，而且挺温馨的。。。', 'star': 5}
{'descr': '+还行,就是被子不怎么干净～', 'star': 5}
{'descr': '在杭州城站火车站附近，10分钟就可以到了，价格比七天、汉庭低，房间有电吹风，电视信号是中国电信的IPTV，干净还算可以，但和7天、汉庭相比还要尚待提高，有些房间没有无线信号，只有网线。冲凉房间没有放衣服的地方。', 'star': 5}
{'descr': '性价比不错~~~~~~值得推荐~~~~房间虽然小了一点，但很干净', 'star': 5}
{'descr': '房间不是很大，但是很舒服，虽然洗手台的设计可能会打扰到靠门那张床的住客，但是总体感觉还是不错的', 'star': 5}
{'descr': '有点点失望，看了网上的评价还不错的但实际入住还是有落差，房间不大，而且墙面和床单的颜色让人感觉不够整洁，而且我一直觉得楼里和房间有一股说不清的味道。电视不错可以点播很多电影，位置不错，离火车站大约小一站地，走过去10分钟，还算可以接受，就是冲着这个地理位置和价格定的', 'star': 1}
{'descr': '这个酒店是性价比最高的酒店，内部很宽敞，而且干净整洁。设施相当齐全，离火车站非常近，步行5分钟即可，而且有免费存包服务。唯一的缺点是我们那个屋门晚上睡觉时候能感觉到外面的灯光，应该是房间位置的原因吧，隔音效果不是很理想。总体来说，还是很不错的。', 'star': 5}
{'descr': '这里离城站火车站很近，三分钟就到。但是没有放衣服的地方。总体来说不错。', 'star': 5}
{'descr': '条件设备很不错..房间很宽敞,设计摆放很好,离火车站又近.', 'star': 5}
{'descr': ' 房间还是满干净的 我睡得是标房 喜欢厕所比较大干净', 'star': 5}
{'descr': '环境真的不错 离市区比较近 就是厕所比较臭关门就好 ', 'star': 3}
{'descr': '位置很好，洗澡喷头很大。\r\n颜色是果绿和橙红，年轻时尚。\r\n过道窄，双床标间床都很宽', 'star': 5}
{'descr': '非常不错！性价比高，整个布局很温馨，浴室喷头相当不错', 'star': 3}
{'descr': '位置、设施、性价比方面比较突出，服务态度、卫生、舒适度很好，有待改善。值得推荐。', 'star': 5}
{'descr': '这是第二次住了，在火车站旁边，交通方便，性价比不错。', 'star': 5}
{'descr': '位置不镨,离观前街很近,酒店装潢新净,走廊墙体设计有个性,虽然酒店外面正对地铁施工,由于加装双层玻璃,噪音在可接受范围内,缺点是电视机无机顶盒,可收看台数有限.', 'star': 3}
{'descr': '位置不镨,离观前街很近,酒店装潢新净,走廊墙体设计有个性,虽然酒店外面正对地铁施工,由于加装双层玻璃,噪音在可接受范围内,缺点是电视机无机顶盒,可收看台数有限.', 'star': 5}
{'descr': '酒店离火车站比较近，很好找。卫生干净，就是房间小一些。但是对于晚上睡觉来说足够了。电视节目很好，孩子很爱看。洗衣服衣服架子不够，前台送来了四个，服务很好啊~', 'star': 5}
{'descr': '位置近火车站，卫生于净，服务态度好。性价比较高，坐车比较方便。', 'star': 5}
{'descr': '交通很便利!', 'star': 5}
{'descr': '我们一行三人,入住两张大床的商务标间,居然一点都不挤,真是惊喜~经济型酒店的装修风格,墙壁颜色明快,我们刚好赶上走廊最里侧的房间,完全不会有无窗的烦恼.还算幸运吧~卫生间是玻璃墙隔断,还好,水汽没有蔓延~而且卫生间没啥死角,大概是新装修的缘故~美中不足是桌子很小,放东西不大方便,如果你像我们一样东西很多的话...\r\n\r\nPS.酒店价176,不考虑现金返还的话,直接过去也还算便宜~', 'star': 5}
{'descr': '之前因为嫌这个房间太小，定的另一家  但是头天晚上在网上看评论说另一家设施很差，就换了这一家    总体来说，除了房屋面积很小以外，还是可以的', 'star': 5}
{'descr': '离火车站很近，走路就可以到了。不过房间实在太小了，真的连转个身都困难，而且深色的被单总会让人怀疑被单的清洁度。', 'star': 1}
{'descr': '这家店蛮干净的，卫生间和洗澡间是干湿分离的，洗澡水超大，很舒服哦，房间里有吹风机的，设备都很全。不好的地方就是隔音效果不好，早上被外面的小孩吵醒了，还有就是房间略微有点小，不过这点我不是很在意啦，总的来说我对这次的房间还是很满意的，性价比高，下次去杭州还是会考虑这家～', 'star': 5}
{'descr': '房间有点小，没有柜子可以放衣服，该有的物品都非常齐全，还算干净，在火车站附近，性价比还可以', 'star': 5}
{'descr': '地点位置不错，在杭州火车城站步行10分钟左右，去河坊街也很近，酒店比较干净，我提前预定的，便宜了70块钱', 'star': 3}
{'descr': '地理位置还是不错的，要是网速再快点就好了', 'star': 5}
{'descr': '很好，下次来还会入住这的。卫生间很大，空调有点老了。', 'star': 3}
{'descr': '不错，只是稍微有点小，不过在离火车站很近的地方，很安静，也很方便，性价比较高。', 'star': 5}
{'descr': '＋酒店离车站很近，大约一公里，而且很好找。房间不错，卫生间挺大的。就是宽带联不上，来了人鼓捣了半天还是不行。', 'star': 5}
{'descr': '非常好，交通便利，值得再来。就是房间小了点，不过还很舒适。另外，提醒旅客不要在该旅店办理一日游，价格不能商量。', 'star': 3}
{'descr': '非常好，交通便利，值得再来。就是房间小了点，不过还很舒适。', 'star': 5}
{'descr': '还行！房间有点点味道！但不影响住宿。。。。。', 'star': 3}
{'descr': '虽然房间比较小，但是设施齐全，很舒服的酒店，地理位置也非常好', 'star': 5}
{'descr': '酒店地理位置非常好，到火车站走5分钟就到了，到鼓楼的步行街也非常方便，到西湖也方便。服务方面，中规中矩，要是前台的服务人员笑容多点就更好了，但是各种要就都基本能满足。设施方面，房间稍微小了点，不过卫生间还挺不错。如果出差办事，值得考虑入住。价格不高，性价比挺高的。', 'star': 5}
{'descr': '我带孩子住的是休闲标间，房间面积不是很大，但床很大，比较舒服。卫生间还不错，干湿分隔开。酒店所处位置离火车站很近，交通便捷。以后有机会还会选择这里的。', 'star': 5}
{'descr': '订得是标准间，环境不错，交通方便，离火车站近，离河坊街也近！那个西湖我是走着去的，唯一不好就是厕所下水道好臭！', 'star': 5}
{'descr': '酒店位置很好，离火车站很近，交通便利。干净卫生，价位也比较合理。就是房间小了些。', 'star': 5}
{'descr': '位于火车站附近，地理位置很不错，一下火车就能直接找到，太方便了。我们住的是休闲标间，房间布置的很温馨，而且床很大，可以睡下两个人呢~~基本设施都很好，价格也不贵，性价比真的超好，值得推荐~~~', 'star': 5}
{'descr': '房间太小，不过离火车站挺近。', 'star': 1}
{'descr': '不推荐', 'star': 3}
{'descr': '不错 在杭州这地方算是不错了  不推荐最便宜的那个 很不好 其他的还可以\r\n', 'star': 5}
{'descr': '总体酒房客房还不错，装修、卫生还行。我住的是休闲标准间，与爱人带了两个小孩一起去的，床很大，两个人睡一点都不挤，就是房间太小了一点，没有衣柜，东西没法放，其它还可以，值这个价钱。建议一家四口人出行的去住。', 'star': 5}
{'descr': '距离火车站很近，出行也方便，虽然是小宾馆，但是性价比很高。', 'star': 5}
{'descr': '房间宽敞舒适，配件齐全，离西湖还是比较近的！', 'star': 3}
{'descr': '离火车站很近，而且离西湖景区也是比较近便的。价格不贵，很不错！', 'star': 5}
{'descr': '不错的酒店', 'star': 3}
{'descr': '虽然房间小了点，但很舒适，很喜欢，离火车站也不是很远', 'star': 5}
{'descr': '离城站火车站很近，大概500米左右，周围交通很方便。设施一般，但性价比不错。', 'star': 5}
{'descr': '位置好，交通方便，隔音效果不太好，房间有点小，总体上看，性价比还算可以', 'star': 5}
{'descr': '酒店比较令人不满意的是，隔音效果不好，我们隔壁房的早早出去玩，就把我吵醒了，每个房间门之间离得比较近，没什么安全感，休闲大床房的床很大，也比较舒服，但是厕所跟浴室分开的，而且厕所太小了，洗手台在外面的，有点奇怪，不过已酒店的质量来说还不错 而且位置很好，城站出来走10分钟不到就到了', 'star': 5}
{'descr': '宾馆位置非常好，前台服务也很热情。洗澡的莲蓬头水非常大，很舒服。', 'star': 5}
{'descr': '房间比较干净，就是隔间差些，以这个价格住这家店是值得的', 'star': 5}
{'descr': '位置很好，从火车站步行只要5分钟，楼下就有公交站。房间虽然很小，但布局还比较合理，该有的东西都有，还有吹风机。下次去杭州玩还会入住！', 'star': 3}
{'descr': '位置很好，从火车站步行只要5分钟，楼下就有公交站。房间虽然很小，但布局还比较合理，该有的东西都有，还有吹风机。下次去杭州玩还会入住！', 'star': 3}
{'descr': '位置不错，离杭州城站很近，去哪都方便', 'star': 5}
{'descr': '不错，离火车站很近', 'star': 5}
{'descr': '还不错。比较干净。离火车站比较近', 'star': 3}
{'descr': '价格实惠，地段好，值得推荐', 'star': 3}
{'descr': '地段好，价格实惠', 'star': 5}
{'descr': '8错 强烈推荐', 'star': 3}
{'descr': '强烈推荐 非常实惠', 'star': 5}
{'descr': '位置很好，交通很方便', 'star': 3}
{'descr': '离城站很近，交通很方便', 'star': 5}
{'descr': '靠近火车站，比较方便，隔音不怎么样', 'star': 5}
{'descr': '价格比平时调高了', 'star': 3}
{'descr': '发表于：2010-7-10 的奈奈朋友，您说的电脑问题就差矣了，您仔细注意一下就会发现，他们的鼠标和键盘全是无线的，如果您觉得离电视机太近就可以把鼠标和键盘那远一些呀，本来就是无线的，房间那么小，拿到房间顶端主机也能收到键盘的信号的，所以您说的电脑问题我觉得就不是宾馆的问题了哦……', 'star': 3}
{'descr': '推荐 大家入住', 'star': 3}
{'descr': '酒店不错，离火车站和河坊街都非常近，交通很方便。', 'star': 5}
{'descr': '房间有点小，但是设计比较人性化，比较适合外出旅游居住，总体比较满意！', 'star': 5}
{'descr': '酒店的位置还是不错，走到城站就3、5分钟，旁边也有不少吃饭的地方。房间偏小，谁让在火车站附近呢', 'star': 5}
{'descr': '距离火车站很近，离河坊街也不远。', 'star': 5}
{'descr': '很好，下次还来', 'star': 3}
{'descr': '很好，下次还来', 'star': 5}
{'descr': '酒店离火车站很近，服务卫生都不错，推荐。', 'star': 5}
{'descr': '整体情况不错，属于快捷连锁型，板式现代家居。简洁', 'star': 5}
{'descr': '推荐入住', 'star': 5}
{'descr': '离火车站步行只要5分钟；虽然在路边，但却安静。', 'star': 5}
{'descr': '位置很不错，据城站步行5分钟就可以到了。虽然各方面条件一般，但满足一般游客的需求，还备有吹风机，性价比很好，下次来杭州玩还会入住！', 'star': 5}
{'descr': '\r\n 位置不错，离火车站很近~~', 'star': 5}
{'descr': '总体满意，唯一的不足是标间的布局略显局促。', 'star': 5}
{'descr': '性价比很高，位置很便利。有许多可爱的小细节，比如说放置香皂的树叶形绿玻璃碟，还有淡绿色的可折叠吹风机，整体给人舒适温馨的感觉。', 'star': 5}
{'descr': '刚到这个地方，服务员的服务就给我留下了很深的印象，他们的表现完完整整的体现了一句话“与人方便，与己方便”。很感谢他们在我最最紧急的关头给予我的通融，然后说到住宿，我住的是商务迷你房，很小，但是很好，性价比够，对我一个学生来说，没有必要房间多么多么豪华，我住宾馆只是为了休息，而不是为了享受，所以我觉得这个宾馆提供的这种房间真的很适合我们这些经济条件不是很好，但是又想来杭州旅行的人。\r\n说到不足之处，', 'star': 5}
{'descr': '地理位置蛮好的，\r\n到哪儿都很方便，\r\n不过就是房间里的毛巾很有“韵味”！！', 'star': 5}
{'descr': '总体还好', 'star': 3}
{'descr': '位置呢 确实不错 不过就是离火车站距离500米左右把，住的2天 感觉非常好 网速呢 有时候掉有时候很快，设施非常好 空间也很大。值得推荐 下次来杭州还会继续住杭州元和城市之星酒店', 'star': 5}
{'descr': '房间有点小,大清早的有点吵,其他的都还OK,房间小,但什么都有.', 'star': 5}
{'descr': '这是一家还算干净的酒店。\r\n设施齐全，位置尚可。\r\n主要不足是毛巾感觉有点旧。。房间小。。。卫生间太透明了吧！', 'star': 5}
{'descr': '很不错的一家酒店 会再住', 'star': 5}
{'descr': '城站边儿上这个位置，性价比不错', 'star': 5}
{'descr': '各方面都不错，就是房子小了点', 'star': 5}
{'descr': '还行吧。睡觉时一定要关好所有的窗户，不然早上很吵，虽然我住7楼。', 'star': 5}
{'descr': '地理位置很不错，价钱也很便宜，就是房间太小。', 'star': 5}
{'descr': '房间有点小，不过挺舒服，下次来再住', 'star': 5}
{'descr': '就在杭州火车站旁边（不到500米），房间里有两张大床（1.35米），性价比确实不错。唯一遗憾的是，距离别的楼太近，小心洗澡时漏光哦。', 'star': 5}
{'descr': '总体还不错，但是我住的时候，遥控器总莫名其妙的丢，打扫房间的工作人员态度不太好，还怪我们，这点不太满意。其他的都很好，很舒服的屋子，性价比很高，值得推荐。', 'star': 5}
{'descr': '订的特价房,房间有点小,还有霉味!装修显陈旧,本次沪杭苏入住最不称心的一家.不过位置还好,离景点七里山塘很近,火车站也很近.', 'star': 5}
{'descr': '地点非常好  靠近杭州火车站  离西湖景区很近  值得推荐', 'star': 5}
{'descr': '很舒服。。房间比较大，硬件也可以。。推荐', 'star': 3}
{'descr': '不错 有机会在来', 'star': 5}
{'descr': '被子有很大的味道！', 'star': 1}
{'descr': '比较新的酒店，设施，位置都可以的，就是洗澡完会渗水，不过服务员很快就来帮我擦干净了。', 'star': 5}
{'descr': '哟系', 'star': 3}
{'descr': '还行吧，房间小点，但是干净，服务员态度一般，位置还行，', 'star': 5}
{'descr': '差，漏水，霉味，小的够可以的。', 'star': 1}
{'descr': '住的是靠小区的房间，比较安静，房间卫生也不错。离开酒店时，想打车到火车南站，由于下午四点到五点半左右是出租车交接班时间，在酒店门口比较难叫到车。', 'star': 5}
{'descr': '酒店离火车站真的很紧，洗澡水也很好。设施还算蛮干净的。', 'star': 5}
{'descr': '离火车站很近,方便啊!!很温馨很实用的酒店,最适合商务旅行人士啦!!!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': '隔音非常差!!!半夜竟然听到OOXX的声音...\r\n离火车站很近,这点不错\r\n床单有个味道,而且红色的不干净...\r\n\r\n不过价钱是很便宜的!156元住标房\r\n过得去吧.', 'star': 1}
{'descr': '离火车站近，其他一般，作为便捷酒店可以接受了。', 'star': 5}
{'descr': '酒店很不错', 'star': 3}
{'descr': '酒店不错。', 'star': 3}
{'descr': '酒店不错，位置好，卫生不错。', 'star': 5}
{'descr': '看世博和家人一起，感觉还可以', 'star': 3}
{'descr': '看世博，和家人住了几天，感觉还不错。', 'star': 3}
{'descr': '比想象中好很多，房间小但是蛮温馨，红色床单有家的感觉，整洁没有异味，前台服务也蛮好的，地理位置优越，去哪儿都方便，值得推荐', 'star': 5}
{'descr': '很好 很干净 很满意 ', 'star': 3}
{'descr': '感觉很好，是自助游者的最佳住处。', 'star': 5}
{'descr': '酒店位置好距离火车站很近交通很方便住宿条件也不错价格很合理', 'star': 5}
{'descr': '酒店地理位置好房间大小适宜居住环境有些吵但性价比很高', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '可以', 'star': 5}
{'descr': '周围一圈的经济型酒店，除了如家，就数这个酒店看起来最清爽了，被子红色总觉得不够干净，还是白色好。毛巾和浴巾是米黄色的，说实话看起来也不够干净，还是白色好。网速有点慢，只能看看网页了。', 'star': 5}
{'descr': '小了点，床是还算大的。但是红色的床单感觉不是很好，习惯了白色或白底带点点的那种。位置很不错，走到火车站5分钟足够了。', 'star': 5}
{'descr': '位置好', 'star': 3}
{'descr': '离火车站非常近，步行5分钟。比较好！', 'star': 5}
{'descr': '性价比非常高，值得推荐~~~~', 'star': 5}
{'descr': '真是杭州住宿的首选啊，房间干净舒适，离火车站又近，下次还来', 'star': 5}
{'descr': '很好的', 'star': 5}
{'descr': '很糟糕,是我住的酒店中最差的:房间靠着路,吵,卫生间无脚垫,房间有异味,被子红色的,价格相对设施贵.家里人也感觉很差.', 'star': 1}
{'descr': '位置不错，但是房间太小。', 'star': 5}
{'descr': '离火车站很近，周边吃饭也很方便。房间比较温馨。', 'star': 5}
{'descr': '酒店的位置很好,离火车站很近,交通很方便.但是房间小了点,两张较大的床放入后,都有点转不开身的感觉.', 'star': 5}
{'descr': '尽管房间稍微有点小，但是服务和设施都不错，位置也很好，离火车站也挺近的，而且噪音也不大。', 'star': 5}
{'descr': '房间小，永远没有吹风机，前台态度冷淡，但是负责人很热情，离地铁近。', 'star': 5}
{'descr': '很实惠的酒店，交通方便，下次去还会选择！', 'star': 5}
{'descr': '\r\n  床比较大，服务还不错。', 'star': 5}
{'descr': '位置还可以,离火车站不远,但是周围环境比较破旧;房间也比较小,一不小心洗澡时会弄得房间很湿.', 'star': 1}
{'descr': '一般', 'star': 1}
{'descr': '性价比很高，下次还入住。', 'star': 5}
{'descr': '离开城站火车站挺近的，附近吃的也挺多，超市也挺多。总体挺方便的。。。卫生什么都还行，服务也可以吧。', 'star': 5}
{'descr': '酒店总体很好 出门方便 小吃多 离城站很近', 'star': 5}
{'descr': '性价比很高', 'star': 5}
{'descr': '地理位置还可以，离火车站步行的话大概有5分钟左右的路程，服务也挺不错的。但是房间整体布置给人的感觉很像汽车旅馆，就连卫生间的门都是磨砂玻璃的，而且还没有完全封闭，也就是说如果你在里面上大号的话会整个屋子都闻得到臭味。', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '总体感觉一般，干湿不分，严重漏水，房间空气不好：（', 'star': 1}
{'descr': '房间小，床大，睡觉一家四口没问题的。住了310和312，房间和卫生间都有窗户，通风还不错，就是马路边有点吵，地理位置还可以，出行较方便。', 'star': 5}
{'descr': '离城站蛮近,去西湖很方便,步行去河坊街也很近,床很大,房间略显拥挤,淋浴水不好,不足也不够热,总体来讲推荐。', 'star': 3}
{'descr': '距离火车站很近，就是房间太小了，两个人几乎转不开。', 'star': 5}
{'descr': '酒店的位置离城站、河坊街都很近，步行均可到达。而且旁边的姚园寺巷上还有非常有名的老头儿油爆虾，方便大吃一顿~~\r\n房间空间不太大，不过设施还是完整的。\r\n房间内有付费的用品。', 'star': 5}
{'descr': '性价比很好，只是所住的209房间淋浴间的密封不好，往外漏水，希望酒店注意。', 'star': 5}
{'descr': '房间还比较干净 挺新的。', 'star': 5}
{'descr': '阳光很充足，房间挺大的', 'star': 5}
{'descr': '在城站边上，这家不错呀！去机场，火车站都方便。逛逛也很好。动静适宜呢。', 'star': 5}
{'descr': '位置很好，服務一般，洗手池的下水還有些堵，但是還是給通了通。蓋的被子是紅色的，感覺不如白色的潔凈，當然住得還算舒服吧。', 'star': 5}
{'descr': '很干净，床很大，交通很便利。', 'star': 3}
{'descr': '很便利，很舒适，很好。', 'star': 5}
{'descr': '交通方便，很干净，虽然房间有点小。', 'star': 5}
{'descr': '早晨8:00到的,正好赶上服务员交接班,夜班的员工没有把工作交代仔细,导致我们在前台等房间等了近一个小时,询问他们什么时候房间可以打扫完毕,总是回答一会就好,而且态度很是不友好,哪个服务员还理直气壮地对我说:夜班没说清楚,和我没关系的.哎,我真是很恼.\r\n房间的卫生还好,就是卫生间的毛玻璃有点透明.位置很好,而且旁边有一个新状元楼饭店,菜的口味好价格实惠.如果服务员态度在好些就更加好了.', 'star': 1}
{'descr': '很好！', 'star': 5}
{'descr': '我这间房不好还凑合,506,比较安静,但是热水太差,基本洗不了澡!', 'star': 1}
{'descr': '离火车站近，方便，干净，不错~', 'star': 5}
{'descr': '除了房间比较迷你以外，其他都很满意', 'star': 5}
{'descr': '每次去杭州，不只一次入住元和，喜欢那里的环境，服务员态度好，离城站近，河坊街近，购物休闲两不误，非常喜欢306房间，希望下次入住还住那里，还会推荐朋友来住，真的不错', 'star': 3}
{'descr': '每次到杭州，住宿首选元和城市之星，住宿环境好，离城站，河坊街近，周边公交线路较多，出行比较方便，下次还继续住元和，服务态度好，306房间环境不错，没有噪声，下次还住，还要推荐朋友来住。', 'star': 5}
{'descr': '离西湖稍微有点距离,但是相对来说性价比还可以,各方面还不错.就是入住前出了点状况,工作人员太死板,不人性化,差点让我露宿在西湖边了,哈哈~~~由于那次预定的是元旦的房间,可能房间有点紧张吧,那天晚上在外面吃饭,check in晚了,吃饭中途打电话过去和酒店联系,却发现酒店把我房间给取消了!!!而且和酒店好说歹说也死活不给我保留房间.最后只能求助eLong工作人员,还好让我延迟入住时间到20:30.', 'star': 5}
{'descr': '房间太小，靠近窗户边，晚上有点吵。', 'star': 1}
{'descr': '整体不错，离城站近，楼下吃东西的多', 'star': 3}
{'descr': '除了晚上不一定有洗澡水外，还是不错的。', 'star': 5}
{'descr': '房间很小，服务员态度差。', 'star': 3}
{'descr': '城站3分钟左右，很干净，空调不错，制热时候无声音，洗澡也不错，最近住的连锁酒店这个算是不错的了，窗户还有小飘窗。\r\n\r\n如果是需要坐动车之类可以选择这个店，旅游就不推荐了，位置一般', 'star': 5}
{'descr': '位置很好的，离城站很近。床很大，很舒服，但房间真的很迷你。\r\n\r\n当天晚上没有热水，天气很冷，结果旅游了一天，不能冼澡，不能冼脚\r\n讲是锅炉坏了，也没有确切修好的时间，这点很不满意。酒店在这个时候应该配些暖瓶。爸妈住了\r\n另外，不知道是真是锅炉坏了还是怎么样，第二天早上冼澡了，水很大的，下午回来取行李时，又有人入住，反馈也是没热水，锅炉难道又坏了？\r\n\r\n总之，如果确定有热水的话，下次还是会来入住', 'star': 5}
{'descr': '位置不错 火车站附近 房间也干净 休闲大床房比较不错.就是厕所与淋浴间实在太小', 'star': 5}
{'descr': '   空间有点小   地理位置还不错    ', 'star': 5}
{'descr': '第2次住了，离火车站很近，蛮方便的~~', 'star': 5}
{'descr': '设施不咋的，空调很不舒服，好吵，房间太挤，这么小的房间，两张床倒宽敞，没必要啊', 'star': 1}
{'descr': '因为是自驾游，所以对于交通不成问题。空调也不错，不象前天在绍兴，都快冻死了。床也是标准床，我们是一家人去的，都说不错，装修很有个性，进进出出的全是年轻人，而且离河坊街不远，高架也不远。下次有机会还会去住。', 'star': 5}
{'descr': '1.离火车站比较近，公交方便；\r\n2.房间小了些，无衣柜\r\n3.虽在沐浴间标明防滑字样，但无防滑垫，希望酒店为顾客安全考虑。', 'star': 5}
{'descr': '门居然透光', 'star': 1}
{'descr': '水不错,临街有点吵', 'star': 5}
{'descr': '环境设施都很棒~就是位置有点偏~~出门打车要绕一圈很不方便~~', 'star': 5}
{'descr': '一般的很', 'star': 1}
{'descr': '还不错 ', 'star': 5}
{'descr': '交通方便！服务好！感谢为我朋友寄回身份证！', 'star': 5}
{'descr': '位置不错，离火车站很近。性价比很好，', 'star': 5}
{'descr': '感觉蛮不错的，服务很好', 'star': 5}
{'descr': '服务很好', 'star': 3}
{'descr': '很好干净卫生舒适', 'star': 3}
{'descr': '坚决推荐大家入住', 'star': 5}
{'descr': '位置便捷，交通方便', 'star': 5}
{'descr': '给女朋友定的 她说非常不错 ！', 'star': 5}
{'descr': '床很大！休闲标准间 2张4.5的大床一放 就显得房间很小！不过很干净！半透明的卫生间呵呵@ 很可爱！', 'star': 5}
{'descr': '呵呵 有点小', 'star': 3}
{'descr': '感觉太小了，', 'star': 1}
{'descr': '就是隔音差了一点，交通非常方便', 'star': 5}
{'descr': '1.地理位置灰常好，离城站火车站走5分钟，离河坊街走十多分钟，相当方便。\r\n2.店内设施是麻雀虽小，五脏俱全。每个屋都配备了一台小吹风机。电视机太大了，占据了差不多三分之二张桌子，里面存了N多电影。浴室喷头相当大，爽啊！宾馆的前台对面有一台电脑，住店客人可以在那上网。\r\n3.美中不足是屋子太小了，感觉一转身就会撞墙上，正常身材及偏瘦的人可以考虑，身材比较茁壮的人需慎重。', 'star': 5}
{'descr': '不错~', 'star': 5}
