{'短评内容': '价格实惠，服务还行，就是早餐差了点。', '短评打分': 4}
{'短评内容': '各方面都不错，我会向朋友推荐。注意位置有点偏，但对有车族来说这不是问题。', '短评打分': 5}
{'短评内容': '屋子很干净&#183;&#183;&#183;房间也挺大的&#183;&#183;&#183;总之一句话&#183;&#183;很好', '短评打分': 3}
{'短评内容': '已入住', '短评打分': 5}
{'短评内容': '挺好挺舒服的。就是前台有的时候反应比较慢。。。环境很好。', '短评打分': 3}
{'短评内容': '第N次入住了，这次唯一的不爽就是退房速度太慢', '短评打分': 5}
{'短评内容': '干净 整洁 很不错的酒店 性价比高 服务不错，我的订的2天免1天 很划算', '短评打分': 5}
{'短评内容': '酒店交通不太方便，其它的都蛮好的。房间内都是中央空调，感觉不是特别凉快', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 5}
{'短评内容': '环境舒适，性价比较高…', '短评打分': 5}
{'短评内容': '+该酒店酒店内还干净，前台服务不周，吃饭不方便，没有提供叫的车服务，希望能改进。', '短评打分': 5}
{'短评内容': '住的很舒服 住了六天 感觉还可以 就是热了点 中央空调不够凉 所以得到柜台多拿个电扇 其他都还可以', '短评打分': 3}
{'短评内容': '不错 就是浴巾不好，还有没有梳子，别的很OK 电视赞个', '短评打分': 5}
{'短评内容': '木质装修不错  酒店大厅的休息区也很好   比较有法国浪漫气息', '短评打分': 3}
{'短评内容': '酒店本身的服务和环境都非常好，卫生方便，就是离市区很远很远~', '短评打分': 3}
{'短评内容': '房间设施都还不错，就是离市区远~如果要去度假的，建议选个离市中心近点的，也省些钱', '短评打分': 3}
{'短评内容': '+环境好 就是离市区遥远', '短评打分': 5}
{'短评内容': '房间还不错。干净的。如果卫生间再多一把梳子就更好了。环境不错。', '短评打分': 5}
{'短评内容': '房间不错,早餐种类少了点!', '短评打分': 3}
{'短评内容': '房间不错,早餐种类少了点!', '短评打分': 5}
{'短评内容': '很温馨~环境不错~地理位置也比较便利~以后还会考虑入住', '短评打分': 3}
{'短评内容': '第一次入住宜必思大床房感到房间内部设计比较人性化，卫生，也较安静，是个不错的酒店。', '短评打分': 5}
{'短评内容': '朋友在那里住六天 看到她网上有消费券就在她这里预订 除了地段离学校远了点 打车难打了点 别的都还好  总的来说 还是相当满意的 住三送一的活动也真的很优惠 性价比杠杠的~ 支持', '短评打分': 5}
{'短评内容': '房间不大但很舒服，很干净，前台态度很好，以后到下沙还会选这里。', '短评打分': 5}
{'短评内容': '宾馆环境不错非常满意,谢谢', '短评打分': 5}
{'短评内容': '装修不错 比较有家的感觉  不过房间不够大', '短评打分': 3}
{'短评内容': '卫生不错，就是边上没有商业，还有酒店梳子还要自己买  汗', '短评打分': 5}
{'短评内容': '不错哦~还会去住的~房间很干净~很喜欢~\r\n', '短评打分': 5}
{'短评内容': '酒店不错，经济实惠，下沙办事的话很方便。。。。', '短评打分': 5}
{'短评内容': '麻雀虽小五脏俱全，不错   早餐也还可以   值得推荐', '短评打分': 5}
{'短评内容': '床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～床小～～～', '短评打分': 3}
{'短评内容': '床很小～～床很小～～床很小～～床很小～～床很小～～床很小～～床很小～～床很小～～床很小～～床很小～～床很小～～', '短评打分': 5}
{'短评内容': '其他都还不错，就是没有毛巾这点很郁闷~~', '短评打分': 5}
{'短评内容': '很好,如果离市区近点就更好了,下次还去住', '短评打分': 5}
{'短评内容': '地理位置不错，条件也很好，就是服务一般，不热情。其他尚好', '短评打分': 3}
{'短评内容': '总体挺好的，位置在该区域算一般的。不过住宿感觉十分不错，值得推荐啊', '短评打分': 5}
{'短评内容': '条件挺好，性价比高，下次去了还是选宜必思', '短评打分': 3}
{'短评内容': '这个酒店位置很好，房间没有毛巾，总感觉怪怪的。服务态度不错，可惜仅限于前台，其他没有服务，因为根本就找不到人。搞个吹风机也要跑来跑去的，烦。最令人不可忍受的是空调根本不制冷，热死人了。', '短评打分': 5}
{'短评内容': '一般在下沙都会选择的酒店 性价比很高 环境也不错。', '短评打分': 3}
{'短评内容': '一般，服务不专业，人员精神面貌不振，餐饮贵且很难吃！', '短评打分': 3}
{'短评内容': '很干净，不过价格在下沙不是很便宜。另外就是服务人员的业务水平都不高，干事拖泥带水，不讲服务用语，好像都是新手，没有经过系统培训的痕迹！\r\n', '短评打分': 3}
{'短评内容': '离西湖景区是远了点，但是住着挺舒服，服务态度也好，建议两三个人来住', '短评打分': 5}
{'短评内容': '要不是小俩口或者单身去入住，建议千万别去这家酒店。因为没有标准间，所谓的标准间也是一张大床房改造而来，床小的和火车卧铺一样，一翻身能掉下来！', '短评打分': 1}
{'短评内容': '配有停车场，停车很方便。早餐太一般了，对于20元价格来说，性价比不高。\r\n', '短评打分': 5}
{'短评内容': '一般在下沙 我都会住这家 环境很好 性价比很高 我很喜欢。就是有些设配旧了不太好用。总体我还是很满意的。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '酒店房间比较温馨，设施尚可，服务也不错，打扫及时，就是房间没有梳子和洗脸的毛巾，位置一般，旁边只有马路对面一个餐厅。', '短评打分': 5}
{'短评内容': '20块一份的早餐品种太少了，旁边锦江之星的早餐15块，比宜必思丰富多了', '短评打分': 5}
{'短评内容': '不错，值得再来。一、两个最好。', '短评打分': 5}
{'短评内容': '很不错哈&#183;&#183;入住感觉很舒服  很温馨 建瓯市室内设施少了点', '短评打分': 5}
{'短评内容': '屋子很干净&#183;&#183;&#183;但位置有点偏', '短评打分': 5}
{'短评内容': '标准间床位宽度太小，也就80cm', '短评打分': 5}
{'短评内容': '干净舒适，服务员的态度也很亲切，就是价格有点高！', '短评打分': 5}
{'短评内容': '位于下沙开发区，距离高教区很近，要是去景点或者火车站就略有些远了，具体问题具体分析吧。服务态度好，房间舒适，性价比不错。', '短评打分': 5}
{'短评内容': '第二次住了。简单、快捷，是这类经济型最大的特色嘛。\r\n这家宜必思的服务还不错，基本没什么怠慢。\r\n位置的话，见仁见智，既然开在了下沙，肯定面向的也是这边的客人，无所谓远离市区了。\r\n就是客房设施稍微显简陋，毕竟是国际品牌的经济型嘛，可以改进。', '短评打分': 5}
{'短评内容': '连续住了两晚，以后来下沙这里就是指定的了', '短评打分': 3}
{'短评内容': '这个酒店性价比超高，环境舒适卫生，服务也不错。', '短评打分': 5}
{'短评内容': '附件有公交站点，位置还不错，设施还行。记得上次去住是168现在变成188了！', '短评打分': 5}
{'短评内容': '环境还不错的 也比较安静 就是房间设置有点简单', '短评打分': 5}
{'短评内容': '环境都挺好的', '短评打分': 3}
{'短评内容': '很不错的酒店，很干净，服务员都很亲切！', '短评打分': 3}
{'短评内容': '在下沙的话住这家店非常好，来杭州旅游还是算了，离市区太远了', '短评打分': 5}
{'短评内容': '房间卫生很好~很舒服.  各种设施都挺齐全的.\r\n就是卫生间有点小 但是也够用了.总的来说很不错', '短评打分': 5}
{'短评内容': '总体来说不错，就是走廊的声音大了点', '短评打分': 5}
{'短评内容': '办理手续较慢，好像是程序复杂！\r\n餐厅服务人员一问三不知，一问三没有，服务意识很差！\r\n', '短评打分': 5}
{'短评内容': '房间太小了', '短评打分': 5}
{'短评内容': '拿个吹风机也要押金150。。虽说只是押金。。但是感觉怪怪的。。。没在哪个酒店有过这样的服务。。还要自己去总台拿。。', '短评打分': 1}
{'短评内容': '晚上空调不够凉，总的来说还不错', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '下沙的ibis水准很不错，条件设施很完备，就是前台有点乱，但是房间真的很不错，值得推荐，欢迎同学们去住，嘿嘿！', '短评打分': 5}
{'短评内容': '大厅前台服务态度极差', '短评打分': 3}
{'短评内容': '第一次入住，不知道上电梯要插卡的；\r\n房间里的空间利用还不错，就是门锁坏了，进一次门得等系统反应很久；\r\n', '短评打分': 5}
{'短评内容': '近期住2次，房间内空间不制冷，晚上睡不着。。。。。。', '短评打分': 1}
{'短评内容': '房间比较干净，前台服务比较好。老外满多的，让人感觉很不错', '短评打分': 5}
{'短评内容': '住过两次，每次碰到的前台招待员态度都不好。前往入住的旅客先做好心理准备。其他各方面都很OK。', '短评打分': 5}
{'短评内容': '比较舒适，但室内没有洗漱用品很不方便，浴巾也很旧', '短评打分': 5}
{'短评内容': '环境服务都还不错，比较推荐，不过就是退房时间不能延时，必须12点退，听说只有会员才能1点退', '短评打分': 3}
{'短评内容': '隔音效果不错，设计简单精致，色彩搭配很舒服，房间虽然不大但是没有一般经济酒店的压抑感，是我住过的所有经济连锁酒店中性价比最高的。沐浴露很好用，比超市里的都好，唯一不足就是没有擦脸的毛巾。', '短评打分': 5}
{'短评内容': '很安静，也干净，就是毛巾要自己买比较遗憾，不过也可以接受，其他东西还是有的，在下沙可以首选这个酒店', '短评打分': 3}
{'短评内容': '很安静，床很舒服，早餐也很丰富，在下沙首选', '短评打分': 5}
{'短评内容': '这家酒店的总体是蛮好的。但是某些细节不适于我们的通常习惯。例如不提供毛巾这类服务。而且我当是时五月中旬了，天气已经挺热了。而且房间的窗户开大，整个房间内温度可能有将近三十度，但是酒店方面以室外温度不到25度为由，不允许打开空调。这个有点过分。最后在几番交涉后才提供了一个电扇。', '短评打分': 5}
{'短评内容': '我的订单是下午3点到酒店，结果在酒店等了半个小时才有房，而且大厅服务员态度极差，对顾客爱理不理的，明知有顾客在等房，在有房间空出并打扫后，也不提醒顾客可以开房了。', '短评打分': 1}
{'短评内容': '感觉挺好的...服务态度也不错...设计感觉挺温馨浪漫的...推荐...', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '都不错。就是接待员态度有点不好。', '短评打分': 5}
{'短评内容': '没有浴帽毛巾之类的。。。而且刷牙喝水什么的全是一次性杯子', '短评打分': 1}
{'短评内容': '还可以的', '短评打分': 5}
{'短评内容': '建议退房时间可以延时到14:00，而且最好不要限制会员非会员。\r\n增加前台服务人员。\r\n其他的还是不错~', '短评打分': 5}
{'短评内容': '床太小了，其他还行吧', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '很不错的酒店，推荐大家入住啊，除了东西没高档酒店齐全外，其他基本上都差不多了', '短评打分': 5}
{'短评内容': '很安静。。。隔音不错，如果房间再大一些就更好了 ', '短评打分': 5}
{'短评内容': '很不错的一家酒店，除了价格稍微高了点，其他基本perffect', '短评打分': 5}
{'短评内容': '雅高的店，室内设计还是蛮不错的，紧凑简洁实用。毛巾和浴巾一样，洗个脸什么的，十分不方便。', '短评打分': 5}
{'短评内容': '不错的，比较可爱', '短评打分': 5}
