{'descr': '居住环境舒适，设施齐全完善，服务态度优秀!', 'star': 5}
{'descr': '就再西湖边上，再火车站城站坐Y2就可以直接到！\n\n老板人不错，环境也很诗意，早晨早餐也很好！可以借自行车，前2个小时免费，过2个小时1小时5块钱。\n\n就是1楼觉得少少有点潮湿，不过还可以接受！价格再便宜点点就更好了！！如果稀罕小资的同事，很推荐那！', 'star': 5}
{'descr': '就再西湖边上，再火车站城站坐Y2就可以直接到！\n\n老板人不错，环境也很诗意，早晨早餐也很好！可以借自行车，前2个小时免费，过2个小时1小时5块钱。\n\n就是1楼觉得少少有点潮湿，不过还可以接受！价格再便宜点点就更好了！！如果稀罕小资的同事，很推荐那！', 'star': 5}
{'descr': '今年四月刚开张的新店，条件比较好，设施齐全，比有些临河老店条件好得多。位置在烟雨长廊的西边，在胡同里边。有点小贵的说。不过逛烟雨长廊很方便，附近有餐馆和冷饮蛋糕店还有桌游吧，离醉园也超近。晚上很安静的，相较于酒吧一条街附近的旅馆更适合入住。', 'star': 5}
{'descr': '今年四月刚开张的新店，条件比较好，设施齐全，比有些临河老店条件好得多。位置在烟雨长廊的西边，在胡同里边。有点小贵的说。不过逛烟雨长廊很方便，附近有餐馆和冷饮蛋糕店还有桌游吧，离醉园也超近。晚上很安静的，相较于酒吧一条街附近的旅馆更适合入住。', 'star': 5}
{'descr': '地理位置好，吃住毕竟方便。。。长春天馨速8酒店地处长春市高新技术产业开发区前进大街，位于美食一条街，紧邻高速公路客运站，距火车站仅有10公里，距龙嘉国际机场只需30分钟车程。酒店环境优美，客房设计独特，其中独立阳台使宾客有归家之感。 \n酒店拥有80间舒适温馨的客房及套房，设计风格明快时尚。每间客房设独立空调、IC卡感应门锁、国内直拨电话、有线电视、国际互联网端口及24小时为您提供热水。 酒店同时为', 'star': 5}
{'descr': '烟雨西塘，浪漫小屋，秘密花园是我和太太来西塘住的酒店，服务非常好，小妹人很好的，位置烟雨长廊里，坐船很方便，下次还会再来。希望来西塘的朋友们可以来小店光顾，应该是你的也是我们的最佳选择。', 'star': 5}
{'descr': '烟雨西塘，浪漫小屋，秘密花园是我和太太来西塘住的酒店，服务非常好，小妹人很好的，位置烟雨长廊里，坐船很方便，下次还会再来。希望来西塘的朋友们可以来小店光顾，应该是你的也是我们的最佳选择。', 'star': 5}
{'descr': '真的是秘密花园，开着车经过服务员的导航在村子后面秘密的进入了酒店，后面有个小院子可以免费停车，晚上卷帘门会关闭，很安全，从西塘古镇的长廊一个很不起眼的小巷可以进入酒店的前门，房间还算干净，床也很舒服，就是有一股膻味儿，可能是装修的缘故。', 'star': 5}
{'descr': '真的是秘密花园，开着车经过服务员的导航在村子后面秘密的进入了酒店，后面有个小院子可以免费停车，晚上卷帘门会关闭，很安全，从西塘古镇的长廊一个很不起眼的小巷可以进入酒店的前门，房间还算干净，床也很舒服，就是有一股膻味儿，可能是装修的缘故。', 'star': 5}
{'descr': '很好干净', 'star': 3}
{'descr': '很好干净', 'star': 3}
{'descr': '那边的美女人多哦，嘿嘿！人美地方也舒服', 'star': 3}
{'descr': '那边的美女人多哦，嘿嘿！人美地方也舒服', 'star': 3}
{'descr': '西塘秘密花园比较靠里间，没有水乡那种临水而居的惬意，但是，因为酒店在巷子里，有种曲径通幽的感觉，客服人员也不错。还是推荐一下吧。', 'star': 5}
{'descr': '西塘秘密花园比较靠里间，没有水乡那种临水而居的惬意，但是，因为酒店在巷子里，有种曲径通幽的感觉，客服人员也不错。还是推荐一下吧。', 'star': 5}
{'descr': '这家小旅店不算太难找，离卖哈根达斯的小店很近。在一条狭长的小弄里。哈哈哈哈，就地理位置来说比较秘密。绝对是西塘我见过最干净的旅店！因为是装修比较好，店也很新，管理得很好！和那些临河的什么雕花床的旅店完全不能比，那些民宅真心得脏啊！如果对住宿有些要求的人，我强烈推荐这家店！！！当然提前预订是必须的，生意太好了～～～我一朋友下次要来，也向他推荐了这家店。\n\n我们好朋友一行8个人，也算一个小小的团了吧！', 'star': 5}
{'descr': '这家小旅店不算太难找，离卖哈根达斯的小店很近。在一条狭长的小弄里。哈哈哈哈，就地理位置来说比较秘密。绝对是西塘我见过最干净的旅店！因为是装修比较好，店也很新，管理得很好！和那些临河的什么雕花床的旅店完全不能比，那些民宅真心得脏啊！如果对住宿有些要求的人，我强烈推荐这家店！！！当然提前预订是必须的，生意太好了～～～我一朋友下次要来，也向他推荐了这家店。\n\n我们好朋友一行8个人，也算一个小小的团了吧！', 'star': 5}
{'descr': '＋内容', 'star': 3}
{'descr': '里大学比较近，这是主要预定的原因。但酒店在硬件上太陈旧了，有待改进。', 'star': 5}
{'descr': '该酒店不知道算不算民宿，床上用品很干净，水乡风情面积较大，2张1.5米的大床，适合一家人住宿；下楼右拐，经过一个大约10米的走道，就到达长廊，总体不错。', 'star': 5}
{'descr': '该酒店不知道算不算民宿，床上用品很干净，水乡风情面积较大，2张1.5米的大床，适合一家人住宿；下楼右拐，经过一个大约10米的走道，就到达长廊，总体不错。', 'star': 5}
{'descr': '标间很不错 舒适度很高 住在9楼 房间的窗户采光很好 一进屋就有一种宽敞明亮的感觉，就是浴室的毛巾和浴巾实在是太黑了，都不太敢用…… 位置在吉大东门北侧，有很多考雅思的学生选择这里，但其实要走到西门附近的经信楼还是很远得，最少也要提前一个小时出发…', 'star': 5}
{'descr': '酒店的三个妹妹都很热情,而且是那种恰到好处的热情!\n大赞三个妹妹!\n\n秘密花园,留下美丽回忆的地方!', 'star': 5}
{'descr': '酒店的三个妹妹都很热情,而且是那种恰到好处的热情!\n大赞三个妹妹!\n\n秘密花园,留下美丽回忆的地方!', 'star': 5}
{'descr': '酒店很干净、方便，老板斯文、温和，热情恰到好处，有家的温馨感觉，值得再来！', 'star': 5}
{'descr': '酒店很干净、方便，老板斯文、温和，热情恰到好处，有家的温馨感觉，值得再来！', 'star': 5}
{'descr': '店里服务，设施都很好很好，到西塘住宿的最好选择', 'star': 5}
{'descr': '店里服务，设施都很好很好，到西塘住宿的最好选择', 'star': 5}
{'descr': '房间很干净 也很舒适，服务很周到，所有人都很热情。以后再来西塘还会选择这里。建立、、建议来的人看一下，很好的住处~最后推房间的时候，我们的钥匙还弄不见了，但是店主很大度，说是没事，很开心的一次旅行，谢谢他们', 'star': 5}
{'descr': '房间很干净 也很舒适，服务很周到，所有人都很热情。以后再来西塘还会选择这里。建立、、建议来的人看一下，很好的住处~最后推房间的时候，我们的钥匙还弄不见了，但是店主很大度，说是没事，很开心的一次旅行，谢谢他们', 'star': 5}
{'descr': '非常好，有回家的感觉，西塘的妹妹很热情，像自家人哈哈。。。。', 'star': 5}
{'descr': '非常好，有回家的感觉，西塘的妹妹很热情，像自家人哈哈。。。。', 'star': 5}
{'descr': '能免费停车，比较方便，且省停车费；房间比较干净设施比较全；出门就是“烟雨长廊”，位置也不错，值得入住。\n--------------------------------------------------------------------------------\n', 'star': 5}
{'descr': '能免费停车，比较方便，且省停车费；房间比较干净设施比较全；出门就是“烟雨长廊”，位置也不错，值得入住。\n--------------------------------------------------------------------------------\n', 'star': 5}
{'descr': '服务人员非常周道，很热情；有自己的停车位，能免费停车，比较方便且省下了不少停车费；房间比较干净且设施比较全；出门不久就是“烟雨长廊”；一大家子出游，感觉挺亲切的。', 'star': 5}
{'descr': '服务人员非常周道，很热情；有自己的停车位，能免费停车，比较方便且省下了不少停车费；房间比较干净且设施比较全；出门不久就是“烟雨长廊”；一大家子出游，感觉挺亲切的。', 'star': 5}
{'descr': '和几个朋友一起去的，所以没机会体验大床房，不过双标也不错，价格比起其它酒店虽然稍微贵一点，但干净卫生，走的是小精品路线，希望能保持酒店的优点，加油。', 'star': 5}
{'descr': '和几个朋友一起去的，所以没机会体验大床房，不过双标也不错，价格比起其它酒店虽然稍微贵一点，但干净卫生，走的是小精品路线，希望能保持酒店的优点，加油。', 'star': 5}
{'descr': '闹中取静，前台两个小妹都很不错，房间布置也蛮温馨的，值得推荐，希望继续努力！', 'star': 5}
{'descr': '闹中取静，前台两个小妹都很不错，房间布置也蛮温馨的，值得推荐，希望继续努力！', 'star': 5}
{'descr': '都不错，很有感觉，如果下次有机会去还是会住那的，虽然不是临河，但已经不重要了', 'star': 5}
{'descr': '都不错，很有感觉，如果下次有机会去还是会住那的，虽然不是临河，但已经不重要了', 'star': 5}
{'descr': '（房间挺不错，就是有点小遗憾旅店没电了）说到晚上才来电！', 'star': 3}
{'descr': '（房间挺不错，就是有点小遗憾旅店没电了）说到晚上才来电！', 'star': 3}
{'descr': '很干净，很卫生，室内布置的也很好，很别致！', 'star': 5}
{'descr': '很干净，很卫生，室内布置的也很好，很别致！', 'star': 5}
{'descr': '不错的酒店，和西塘其他家不太一样。很干净，很时尚，听说是上海老板，怪不得。。。', 'star': 5}
{'descr': '不错的酒店，和西塘其他家不太一样。很干净，很时尚，听说是上海老板，怪不得。。。', 'star': 5}
{'descr': '很不错的宾馆，干净整洁，位置也不错，相比民宿式旅店好很多。觉得可能是西塘性价比最高，最值得入住的了', 'star': 5}
{'descr': '很不错的宾馆，干净整洁，位置也不错，相比民宿式旅店好很多。觉得可能是西塘性价比最高，最值得入住的了', 'star': 5}
{'descr': '东南亚风情比较干净就是不临河,隔音较差', 'star': 3}
{'descr': '东南亚风情比较干净就是不临河,隔音较差', 'star': 3}
{'descr': '西塘最好的酒店，环境、卫生、设施都不错，超级推荐！！！', 'star': 5}
{'descr': '西塘最好的酒店，环境、卫生、设施都不错，超级推荐！！！', 'star': 5}
{'descr': '环境,设备都挺好的.酒店很新,有一点装修的味道~', 'star': 5}
{'descr': '环境,设备都挺好的.酒店很新,有一点装修的味道~', 'star': 5}
{'descr': '环境不错……很舒服……就是刚开始找的时候不是那么好找……要进入一条很小的小道……不过进去以后……你会发现蛮值的……', 'star': 3}
{'descr': '环境不错……很舒服……就是刚开始找的时候不是那么好找……要进入一条很小的小道……不过进去以后……你会发现蛮值的……', 'star': 3}
{'descr': ' 酒店环境很好，到底是新开不久，很干净 下次去还住秘密花园', 'star': 3}
{'descr': ' 酒店环境很好，到底是新开不久，很干净 下次去还住秘密花园', 'star': 3}
{'descr': '还可以吧，帮朋友定的，反馈还不错！离学校近，这应该是最大的优势了吧！', 'star': 5}
{'descr': '很漂亮的房间还有淡淡的香味，很干净，拐进古旧小巷后让我发现另一片天地，有机会还会去', 'star': 5}
{'descr': '很漂亮的房间还有淡淡的香味，很干净，拐进古旧小巷后让我发现另一片天地，有机会还会去', 'star': 5}
{'descr': '每次都住这里，感觉还不错，价位还算合适吧~！', 'star': 5}
{'descr': '出差办公，离这里比较近，而且服务很好，一直都在这里住，推荐！', 'star': 5}
{'descr': '位置好，西塘设施最好，性价比相当高的酒店\n\n位置绝佳，在景区中心，烟雨长廊旁边。到每个景点都在5-10分钟步行以内。\n旅店是高端度假风格，新的，8种风格房型好像都不一样，风格的挑选余地挺大的。我们这次住的二个房间，东南亚风情和雕花大床，二个房间都是非常干净，个人感觉床上用品有5星级的水平，洁白，干净，舒适，枕头很舒服，有4个。房间隔音好，很安静，睡觉很安稳！东南亚风情的，四柱床纱幔很喜欢，超爱！雕', 'star': 5}
{'descr': '位置好，西塘设施最好，性价比相当高的酒店\n\n位置绝佳，在景区中心，烟雨长廊旁边。到每个景点都在5-10分钟步行以内。\n旅店是高端度假风格，新的，8种风格房型好像都不一样，风格的挑选余地挺大的。我们这次住的二个房间，东南亚风情和雕花大床，二个房间都是非常干净，个人感觉床上用品有5星级的水平，洁白，干净，舒适，枕头很舒服，有4个。房间隔音好，很安静，睡觉很安稳！东南亚风情的，四柱床纱幔很喜欢，超爱！雕', 'star': 5}
{'descr': '很有爱商务一家旅店 来西塘要住这里哦 会有不一样的感觉', 'star': 5}
{'descr': '很有爱商务一家旅店 来西塘要住这里哦 会有不一样的感觉', 'star': 5}
{'descr': '预订的时候已经没有其他大床房了，只有定了雕花大床房，入住后有点失望，房间很小，正对床的窗半透明状，卫生间超小，性价比不高，其他房间应该要好很多，建议大家定其他房间，应该还可以！', 'star': 5}
{'descr': '预订的时候已经没有其他大床房了，只有定了雕花大床房，入住后有点失望，房间很小，正对床的窗半透明状，卫生间超小，性价比不高，其他房间应该要好很多，建议大家定其他房间，应该还可以！', 'star': 5}
{'descr': '酒店位于烟雨长廊的头里，逛街非常方便。酒店的标识非常可爱，适合年轻的朋友。酒店设施很齐全，房间很舒服。就是没有临河。。。', 'star': 5}
{'descr': '酒店位于烟雨长廊的头里，逛街非常方便。酒店的标识非常可爱，适合年轻的朋友。酒店设施很齐全，房间很舒服。就是没有临河。。。', 'star': 5}
{'descr': '不推荐,房间太旧了,位置也很偏,但是价格比较合理', 'star': 1}
{'descr': '真的很差，我再也不会住速八酒店了。房间老的要命，网线只够在床上上网！毛巾脏的我不敢用！空调和电视共用一个插座（意味着你只能选择其中一个）！服务人员响应速度在20分钟以上！其他的我都不说了，无语啊，真的谁住谁知道！', 'star': 1}
{'descr': '不错，很干净。', 'star': 3}
{'descr': '床有点硬', 'star': 3}
{'descr': '设施陈旧，电视的遥控器都不能用。酒店许多服务单上的名目实际上都没有。电话打不了外线。', 'star': 1}
{'descr': '环境一般，现在早餐和服务态度都不及以前，设施陈旧', 'star': 5}
{'descr': '服务很好，位置也比较便利，睡的比较舒适。', 'star': 5}
{'descr': '说实话，这个价，太贵了了，空调的风吹了半天还是凉的，好在水是热的，环境设施一般吧，不够新', 'star': 1}
{'descr': '一般，还可以，就是价钱小贵。位置不是长春繁华地带。', 'star': 5}
{'descr': '感觉很好，服务也很好，可以推荐！', 'star': 3}
{'descr': '很好。是一个好住处。邻吉林大学，比较方便。', 'star': 5}
{'descr': '很好啊。很方便。适合考雅思的同学们。去住吧，。很干净。还有麻将桌呢。呵呵。', 'star': 5}
{'descr': '满意', 'star': 3}
{'descr': '位置在吉林大学门口,环境尚可.离城中心有点距离,要是在附近办事可推荐', 'star': 5}
{'descr': '就是没有暖水洗澡啊！哎...  其他的方面还可以，交通比较方便。', 'star': 5}
{'descr': '性价比不错。方便快捷，离我要去的地方又近。', 'star': 5}
{'descr': '太冷了 这里哪是酒店 大冬天的没暖气不说 在前台服务员说由中央空调 结果直到晚上也没来 第二天又说晚上来 后来质问服务员为什么开放的时候不说呢 居然把我电话挂断了 前台客服超级差 建议大家千万别去 冻死。。。', 'star': 1}
{'descr': '优点在于离吉林大学、长春理工较近，附近有一些小吃，楼下还有卖火车票的！基础设施比较陈旧，服务很一般，早餐不丰富。', 'star': 1}
{'descr': '来吉大考托福 这家店很合适 就在吉大南校旁边 网速挺快 环境挺好 小温馨~~希望晚上不要太吵……', 'star': 5}
{'descr': '设施还不错，位置也很好找，房间比较暖和，离办事地方比较近，交通方便', 'star': 5}
{'descr': '有特殊气味，很难闻，而且服务态度很差...', 'star': 1}
{'descr': '感觉很不好，价格贵的不合理\n酒店是比较旧的，一开始住的房间是不能上网的，打给前台坚持说是我电脑的问题，妈的我又试了半天又打了电话才知道这个房间根本就不能上网!换了房间后比原来的小了一半，晚上睡觉通风口在那狂响，我房间有阳台，那晚风大，居然把那个门给吹开了，，日。\n我去吉大考托才去住那个地方。。。搞不懂你房价那么贵的道理在哪？？', 'star': 1}
{'descr': '服务很好，贵酒店在吉大附近,不知能否订火车票?', 'star': 5}
{'descr': '房间一般，位置不错。\n服务态度不好，早餐品种少。\n', 'star': 5}
{'descr': '网速一般 其他都还不错 位置也不错 卫生间很大  ', 'star': 5}
{'descr': '酒店比较舒适,位置在高新区一带,适合在附近出差的人居住,去繁华区域有点距离', 'star': 5}
{'descr': '一觉睡到五点半', 'star': 3}
{'descr': '房间很宽敞。', 'star': 5}
{'descr': '酒店设施不错，服务一般\r\n卫生不错，地理位置也很好', 'star': 3}
{'descr': '客房不多，必须预定。各方面都还不错，算是对得起这个价钱。', 'star': 5}
{'descr': '+房间设施不错', 'star': 5}
{'descr': '酒店房间还可以，风光还算温馨，就是服务态度不好，空调遥控器设成固定的24度，高低都调不了。房间隔音不好，四处都感觉吵，浴巾黑乎乎的。', 'star': 5}
{'descr': '还不错，但是和大城市的速8比还是有点差距', 'star': 5}
{'descr': '房间空气不清新，让人难眠', 'star': 5}
{'descr': '地理位置不错！交通方便；如果您在开发区办事的话还是推荐您选择', 'star': 5}
{'descr': '环境不错，交通方便，最主要是离客户距离很近好办事！\r\n下次来长春还会考虑入住', 'star': 3}
{'descr': '环境不错，交通方便，以后去长春办事还会考虑入住！', 'star': 5}
{'descr': '这个速8 只能说还可以。不知道为什么 感觉有点脏，有点旧！出差凑合住还可以，如果是想要舒适度比较高的，就不推荐了！', 'star': 5}
{'descr': '不错的，没遇到什么问题', 'star': 5}
{'descr': '还好了，离客户较近。', 'star': 5}
{'descr': '总体上还不错。', 'star': 5}
{'descr': '比上次入住前台服务有改进.其他一般.离吉大很近!', 'star': 1}
{'descr': '对汉庭的这家店印象是最差的：停车没地方停，停在隔壁小区20元过夜费；房间很小，卫生间淋浴房漏水，地上都渗透到床边的地板了。。。住过几家汉庭，这确实是最最差的感觉。。。。。。', 'star': 1}
{'descr': '这次入住的房间比较小，出租车起步价到火车站，基本还算方便。\r\n期待改善的项目： 1。今后在房间内增加擦鞋布（入住多日没见到一片）；2。最好能把排风扇的开关单独设置一个，解决屋里洗澡后潮湿的的问题，这样更有益于旅客的健康。3。自助餐品种很少，希望能降低价格，提高竞争力。\r\n希望下次入住有所改善。', 'star': 5}
{'descr': '特价房除了没窗房间很大，床也很大，卫生间也不错。就是美中不足电视有雪花', 'star': 5}
{'descr': '房间进门气味较重，因为无窗，订的是大床房，床还是挺大的，各方面一般吧，不过地理位置很不方便，离最近的地铁站要打车才能到，走要走25分钟才可以，离得挺远的。', 'star': 5}
{'descr': '感觉卫生一般般。店内卖的内裤太贵，2条居然70元，质量也不怎么样', 'star': 1}
{'descr': '服务很不好,就一个字,乱!尤其前台!', 'star': 1}
{'descr': '会向我的朋友推荐这家酒店', 'star': 3}
{'descr': '会向我的朋友推荐这家酒店', 'star': 5}
{'descr': '酒店还行', 'star': 5}
{'descr': '世博期间涨价太多，没有性价比，\r\n离地铁有点远，周围吃饭倒是方便，酒店旁边又施工的，', 'star': 1}
{'descr': '除了可以改进的还是原样的以外,别的还是不错的.', 'star': 5}
{'descr': '对面就是调频一广场，附近有一些饭店，交通还算蛮方便的，高级大床房空间很大，汉庭给人的感觉一直很好。', 'star': 5}
{'descr': '一般呐，位置有点偏僻。', 'star': 5}
{'descr': '住的是100元的周末特价房，虽说是无窗的，但是性价比还是很高啦！房间干净整洁，前台MM热情度一般，小缺点是房间内的网速实在是太慢了，卡到网页都打不开，笔记本白带了。', 'star': 5}
{'descr': '房间有味道，而且房间很潮，一般一般', 'star': 1}
{'descr': '一般，不哼不哈', 'star': 3}
{'descr': '虽然条件不是特别好，价钱相对便宜', 'star': 3}
{'descr': '位置有点不太明显，网络速度有点小问题', 'star': 1}
{'descr': '很不错的酒店 下次还要继续关注呵呵', 'star': 5}
{'descr': '卫生不错，我们的两间房一个阴面一个阳面，还是阳面的好一点，阴面的有点空气不流通的气味，不过整体的感觉还是不错的', 'star': 3}
{'descr': '很方便，蛮划算的', 'star': 5}
{'descr': '地点比较好，离吉大不到一站地，房间空间比较大，但设施很一般', 'star': 1}
{'descr': '交通比较便利，去火车站和机场很方便', 'star': 5}
{'descr': '总的来说在上海100元能住得上这样的房子还是不错，就是被子脏，上面有黄斑，让我觉得不爽！', 'star': 3}
{'descr': '吃饭不怎么样，餐厅感觉不是很干净', 'star': 5}
{'descr': '都还可以，价格稍贵', 'star': 5}
{'descr': '我就是因为离吉大南校近  才选择了这里  房间太冷了  空调只是摆设啊  没有遥控器 要是想开空调得每次给前台打电话  叫服务员来开  出去回来还得叫  非常不方便  设施比较陈旧  价格188对于这种房间来讲贵了', 'star': 1}
{'descr': '这家酒店的位置还行，但不是很好找，出行不太方便，房间的卫生和和设施还行，服务也可以，整体感觉性价比还是有点低', 'star': 3}
{'descr': '价格也不便宜，设施也很陈旧了，服务到还可以', 'star': 3}
{'descr': '干净卫生 就是结账有些慢', 'star': 5}
{'descr': '每次去长春基本上都到这里来住,因为里长春的公司很近,就在高新区附近,房间比较干净,服务也好,上次去装修很吵,服务员马上安排给换了房间,呵呵换了2次. 下次还去这里.圆床房很温馨哦,很适合情侣居住.', 'star': 5}
{'descr': '这家酒店还是比较满意的，房间挺干净的，位置也还可以，价格适中', 'star': 3}
{'descr': '位置稍微偏僻一些但是性价比很高，三人间很好！', 'star': 5}
{'descr': '酒店应该还可以吧,服务也挺好的,房间也蛮干净的,价格也不贵,没遇到什么问题.', 'star': 5}
{'descr': '酒店大体不错，但是热水供应不太好，住了4天，有3天晚上洗澡洗到一半没有热水了，结果要从晚上九点多等到十一点多。早餐供应的时间太短，早上9点就不再供应，应该适当的延长到10左右。', 'star': 5}
{'descr': '酒店很不错,环境也很好,很舒适,干净;价格合理', 'star': 5}
{'descr': '在上海这个价格我觉得还算是合适的，而且他的环境设施和服务都还不错。', 'star': 5}
{'descr': '酒店比较新,硬件设施方面非常好,而且当时住的房间只有一百元,真的非常便宜,很满意', 'star': 5}
{'descr': '酒店服务和卫生还可以,而且价格很实惠,只是位置虽然是在市中心,但是有点偏,太绕了', 'star': 5}
{'descr': '服务卫生方便都还不错.价格也能接受.我出行都比较喜欢这样的酒店,经济实惠.这家唯一不好就是交通不太方便了.', 'star': 5}
{'descr': '服务卫生方面都还不错.价格也能接受.我出行都比较喜欢这样的酒店,经济实惠.这家唯一不好就是交通不太方便了.', 'star': 5}
