{'descr': '挺好的', 'star': 5}
{'descr': '服务良好，推荐酒店环境良好，性价比高。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '服务良好，推荐酒店环境良好，性价比高。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '不是第一次入住了，这次住的是免费升级房间，确实不错，很干净卫生。还有双早餐，的确是既经济又实惠哦！工作人员的服务态度周全，值得推荐的好酒店~~~！！！', 'star': 5}
{'descr': '不是第一次入住了，这次住的是免费升级房间，确实不错，很干净卫生。还有双早餐，的确是既经济又实惠哦！工作人员的服务态度周全，值得推荐的好酒店~~~！！！', 'star': 5}
{'descr': '环境很好 真的是很干净 这个价格这样的环境真的是满值的 而且离科大很近 走过去只要十分钟 免费的早餐虽然一般般 但是免费嘛 随便吃吃还是可以的 总之就是很超值啦~~~', 'star': 5}
{'descr': '环境很好 真的是很干净 这个价格这样的环境真的是满值的 而且离科大很近 走过去只要十分钟 免费的早餐虽然一般般 但是免费嘛 随便吃吃还是可以的 总之就是很超值啦~~~', 'star': 5}
{'descr': ' 不错的性价比， 这次虽然没给升级还是不错的，态度不错值得称赞，就是关门声音和汽车声还是有....瑕不掩瑜 ， 下次有机会还入住！', 'star': 5}
{'descr': ' 不错的性价比， 这次虽然没给升级还是不错的，态度不错值得称赞，就是关门声音和汽车声还是有....瑕不掩瑜 ， 下次有机会还入住！', 'star': 5}
{'descr': '很好~就是晚上的水温不够热~', 'star': 3}
{'descr': '很好~就是晚上的水温不够热~', 'star': 3}
{'descr': '很干净，卫生间很不错，性价比很高。', 'star': 3}
{'descr': '很干净，卫生间很不错，性价比很高。', 'star': 3}
{'descr': '经济酒店的价格，星级酒店的设计理念，包括自主早餐区，都很不错，性价比很高的一家酒店。交通也很便利，好评！', 'star': 5}
{'descr': '经济酒店的价格，星级酒店的设计理念，包括自主早餐区，都很不错，性价比很高的一家酒店。交通也很便利，好评！', 'star': 5}
{'descr': '不错  很值！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '不错  很值！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '早餐很差', 'star': 3}
{'descr': '早餐很差', 'star': 3}
{'descr': '真的挺好的，有点意外。本来我对111元一天，又是商务宾馆的房间不报什么希望的，没想到还有早餐，而且房间标准也不错，真的很划算。而且很安静，工作人员的态度也很好。向大家推荐！', 'star': 5}
{'descr': '真的挺好的，有点意外。本来我对111元一天，又是商务宾馆的房间不报什么希望的，没想到还有早餐，而且房间标准也不错，真的很划算。而且很安静，工作人员的态度也很好。向大家推荐！', 'star': 5}
{'descr': '房间很干净，也很舒服，环境很好，交通也很方便。推荐~~', 'star': 5}
{'descr': '房间很干净，也很舒服，环境很好，交通也很方便。推荐~~', 'star': 5}
{'descr': '一如既往的好，这次去的时候下了很大的暴雨，来了个水漫天庭，还好我们的房间只进了一点点水，对门就惨了，呵呵', 'star': 5}
{'descr': '一如既往的好，这次去的时候下了很大的暴雨，来了个水漫天庭，还好我们的房间只进了一点点水，对门就惨了，呵呵', 'star': 5}
{'descr': '离地跌稍微远点，15分要很快走，别的都蛮好，退房块。', 'star': 5}
{'descr': '离地跌稍微远点，15分要很快走，别的都蛮好，退房块。', 'star': 5}
{'descr': '物超所值，153的房价，配有电脑直接上网，房间较宽敞，卫浴设备也不错', 'star': 5}
{'descr': '物超所值，153的房价，配有电脑直接上网，房间较宽敞，卫浴设备也不错', 'star': 5}
{'descr': '这个不是第一次住了~~挺好的~~性价比高~~还有早餐~~交通也很方便~~', 'star': 5}
{'descr': '这个不是第一次住了~~挺好的~~性价比高~~还有早餐~~交通也很方便~~', 'star': 5}
{'descr': '服务态度好，早餐还不错，中央空调有些声音，需要习惯一下。整体来说对得起价钱。', 'star': 5}
{'descr': '服务态度好，早餐还不错，中央空调有些声音，需要习惯一下。整体来说对得起价钱。', 'star': 5}
{'descr': '第二次入住了，性价比高（不到20个字，还不行呀……）', 'star': 5}
{'descr': '第二次入住了，性价比高（不到20个字，还不行呀……）', 'star': 5}
{'descr': '已经是老客户了，一如既往的好，就是空调的噪音比较大。', 'star': 5}
{'descr': '已经是老客户了，一如既往的好，就是空调的噪音比较大。', 'star': 5}
{'descr': '每次出差都住这里，老地方，就不说什么了吧！', 'star': 5}
{'descr': '每次出差都住这里，老地方，就不说什么了吧！', 'star': 5}
{'descr': '蛮好的，就是这次没有给我升级房间，单人间好小\n以前住了3次，每次都给我免费升级的啊，怎么现在不升级了？', 'star': 5}
{'descr': '蛮好的，就是这次没有给我升级房间，单人间好小\n以前住了3次，每次都给我免费升级的啊，怎么现在不升级了？', 'star': 5}
{'descr': '酒店房间不错，早餐丰富。交通位置合适，下次还住这里。', 'star': 5}
{'descr': '酒店房间不错，早餐丰富。交通位置合适，下次还住这里。', 'star': 5}
{'descr': '1 特价房 立秋后建议不要用中央空掉 太冷\n2 房型还好 就是厕所很难看 莲蓬头不好\n3 网速一般\n4 配件可以(洗漱) 老人穿拖鞋无保暖感 \n5 交通便捷 附近有庐州太太\n6 无骚扰和噪音污染', 'star': 5}
{'descr': '1 特价房 立秋后建议不要用中央空掉 太冷\n2 房型还好 就是厕所很难看 莲蓬头不好\n3 网速一般\n4 配件可以(洗漱) 老人穿拖鞋无保暖感 \n5 交通便捷 附近有庐州太太\n6 无骚扰和噪音污染', 'star': 5}
{'descr': '大床房房间不大,比较干净.电视老旧.服务人员态度不错.适合商旅.', 'star': 5}
{'descr': '大床房房间不大,比较干净.电视老旧.服务人员态度不错.适合商旅.', 'star': 5}
{'descr': '服务还是很好的，因为没大床房了，连声说抱歉，然后给我们升级到商务大床房。就是服务员的动作有点慢，开房间开了20分钟', 'star': 5}
{'descr': '服务还是很好的，因为没大床房了，连声说抱歉，然后给我们升级到商务大床房。就是服务员的动作有点慢，开房间开了20分钟', 'star': 5}
{'descr': '房间太小 电视不能看 网速也慢 还有人一直在敲东西 很吵', 'star': 1}
{'descr': '房间太小 电视不能看 网速也慢 还有人一直在敲东西 很吵', 'star': 1}
{'descr': '总体来说，价位与服务还是可以的，虽有不足，基本满意', 'star': 5}
{'descr': '总体来说，价位与服务还是可以的，虽有不足，基本满意', 'star': 5}
{'descr': '以前住这家，运气比较好，没遇过什么大问题；可这次运气不佳，上网总是进不了系统，直到人忍不住发火了宾馆才派人积极解决。因为这，弄到半夜两点才睡。。。', 'star': 5}
{'descr': '以前住这家，运气比较好，没遇过什么大问题；可这次运气不佳，上网总是进不了系统，直到人忍不住发火了宾馆才派人积极解决。因为这，弄到半夜两点才睡。。。', 'star': 5}
{'descr': '房间挺干净的，安保方面也挺好的，想上楼一定要有房卡2楼的是上不了3楼道。服务方面也很好在房间有赠饮，入住、退房速度都很快', 'star': 5}
{'descr': '房间挺干净的，安保方面也挺好的，想上楼一定要有房卡2楼的是上不了3楼道。服务方面也很好在房间有赠饮，入住、退房速度都很快', 'star': 5}
{'descr': '房间够大，早餐也不错。比较安静，值得住。', 'star': 5}
{'descr': '房间够大，早餐也不错。比较安静，值得住。', 'star': 5}
{'descr': '这个不是第一次住了~~挺好的~~性价比高~~还有早餐~~交通也很方便~~', 'star': 5}
{'descr': '这个不是第一次住了~~挺好的~~性价比高~~还有早餐~~交通也很方便~~', 'star': 5}
{'descr': '服务态度很好，早餐总类很多，交通方便，非常好的酒店', 'star': 5}
{'descr': '服务态度很好，早餐总类很多，交通方便，非常好的酒店', 'star': 5}
{'descr': '酒店交通便利，方便，干净，就是网速太慢，卫生间隔音较差。\n\n--------------------------------------------------------------------------------\n', 'star': 5}
{'descr': '酒店交通便利，方便，干净，就是网速太慢，卫生间隔音较差。\n\n--------------------------------------------------------------------------------\n', 'star': 5}
{'descr': '酒店交通便利，方便，干净，就是网速太慢，卫生间隔音较差。', 'star': 5}
{'descr': '酒店交通便利，方便，干净，就是网速太慢，卫生间隔音较差。', 'star': 5}
{'descr': '干净 交通方便 实惠 性价比高\n干净 交通方便 实惠 性价比高', 'star': 5}
{'descr': '干净 交通方便 实惠 性价比高\n干净 交通方便 实惠 性价比高', 'star': 5}
{'descr': '整体比较价格很适合我们年轻人，环境卫生都不错，入住三次了，再回学校还要订这里~', 'star': 5}
{'descr': '整体比较价格很适合我们年轻人，环境卫生都不错，入住三次了，再回学校还要订这里~', 'star': 5}
{'descr': '卫生环境都挺好，服务员的态度也还行，最值得推荐的是有免费升级房间~已经入住好几次了，再去合肥还是会入住里面~', 'star': 5}
{'descr': '卫生环境都挺好，服务员的态度也还行，最值得推荐的是有免费升级房间~已经入住好几次了，再去合肥还是会入住里面~', 'star': 5}
{'descr': '房间比较大，卫生还行。交通比较方便，出行顺利。', 'star': 5}
{'descr': '房间比较大，卫生还行。交通比较方便，出行顺利。', 'star': 5}
{'descr': '位置挺方便,酒店性价比还行,毕竟一分价钱一分货,不过房间实在是小了点', 'star': 1}
{'descr': '位置挺方便,酒店性价比还行,毕竟一分价钱一分货,不过房间实在是小了点', 'star': 1}
{'descr': '非常舒适，楼下就有买火车票的，很方便。下次回学校还会住在这里。', 'star': 5}
{'descr': '非常舒适，楼下就有买火车票的，很方便。下次回学校还会住在这里。', 'star': 5}
{'descr': ' 好', 'star': 3}
{'descr': ' 好', 'star': 3}
{'descr': '以前就住过，这里环境不错交通方便，吃饭也很近，总体很好，最重要是便宜，性价比很高！', 'star': 5}
{'descr': '以前就住过，这里环境不错交通方便，吃饭也很近，总体很好，最重要是便宜，性价比很高！', 'star': 5}
{'descr': '第三次入住，以后要来科大还住这里.。。。。。。', 'star': 5}
{'descr': '第三次入住，以后要来科大还住这里.。。。。。。', 'star': 5}
{'descr': '不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错', 'star': 5}
{'descr': '不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错', 'star': 5}
{'descr': '离科大比较近，很方便，设施也还可以，服务态度也不错。住好几次了', 'star': 5}
{'descr': '离科大比较近，很方便，设施也还可以，服务态度也不错。住好几次了', 'star': 5}
{'descr': '环境不错，离科大很近，卫生好。服务质量好。', 'star': 5}
{'descr': '环境不错，离科大很近，卫生好。服务质量好。', 'star': 5}
{'descr': '离科大还是蛮近的，考试很方便。服务什么的也还不错。是第二次入住', 'star': 5}
{'descr': '离科大还是蛮近的，考试很方便。服务什么的也还不错。是第二次入住', 'star': 5}
{'descr': '房间太小，硬件差，空调太吵！差差差差差差差差差差差差差差差！！！！', 'star': 1}
{'descr': '房间太小，硬件差，空调太吵！差差差差差差差差差差差差差差差！！！！', 'star': 1}
{'descr': '一如既往的舒适一如既往的舒适一如既往的舒适', 'star': 5}
{'descr': '一如既往的舒适一如既往的舒适一如既往的舒适', 'star': 5}
{'descr': '一如既往的舒适一如既往的舒适一如既往的舒适一如既往的舒适', 'star': 5}
{'descr': '一如既往的舒适一如既往的舒适一如既往的舒适一如既往的舒适', 'star': 5}
{'descr': '挺好的，整洁，空间也比较大，还免费帮我升级了，不过早餐的质量有待进一步改进', 'star': 5}
{'descr': '挺好的，整洁，空间也比较大，还免费帮我升级了，不过早餐的质量有待进一步改进', 'star': 5}
{'descr': '房間還算乾淨，價錢還算合理，附近吃的地方也算方便', 'star': 5}
{'descr': '房間還算乾淨，價錢還算合理，附近吃的地方也算方便', 'star': 5}
{'descr': '房间太小，还比较干净。', 'star': 3}
{'descr': '房间太小，还比较干净。', 'star': 3}
{'descr': '不多说了。每次到上海只要在浦东，都住这里。反正自己花钱，舒服就行。性价比好。周边方便。', 'star': 5}
{'descr': '不多说了。每次到上海只要在浦东，都住这里。反正自己花钱，舒服就行。性价比好。周边方便。', 'star': 5}
{'descr': '还好吧，不过在一楼的房间不太好。', 'star': 3}
{'descr': '还好吧，不过在一楼的房间不太好。', 'star': 3}
{'descr': '酒店位置很好，很方便', 'star': 3}
{'descr': '酒店位置很好，很方便', 'star': 3}
{'descr': '总体还是不错的,服务、卫生等都很好、。    下次还会过来，', 'star': 5}
{'descr': '总体还是不错的,服务、卫生等都很好、。    下次还会过来，', 'star': 5}
{'descr': '出行方便，房间干净。但因为靠近马路，噪音比较大。', 'star': 5}
{'descr': '出行方便，房间干净。但因为靠近马路，噪音比较大。', 'star': 5}
{'descr': '地点不错。靠近我们客户，附近吃饭的地方也挺多的~', 'star': 5}
{'descr': '地点不错。靠近我们客户，附近吃饭的地方也挺多的~', 'star': 5}
{'descr': ' 房子很好\u3000干净\u3000交通方便', 'star': 3}
{'descr': ' 房子很好\u3000干净\u3000交通方便', 'star': 3}
{'descr': '还行吧', 'star': 3}
{'descr': '还行吧', 'star': 3}
{'descr': '挺干净的', 'star': 3}
{'descr': '挺干净的', 'star': 3}
{'descr': '我是预定的浪漫圆床房，这个酒店不错，去那也方便', 'star': 5}
{'descr': '每次朋友来都住这家，离家里比较近。每次朋友来都住这家，离家里比较近。', 'star': 5}
{'descr': '每次朋友来都住这家，离家里比较近。每次朋友来都住这家，离家里比较近。', 'star': 5}
{'descr': '交通挺方便，环境也不错。只住一晚，应该还是可以的', 'star': 5}
{'descr': '交通挺方便，环境也不错。只住一晚，应该还是可以的', 'star': 5}
{'descr': '1、酒店洗澡热水及洗手水有怪味且发粘，估计是水箱被铁细菌污染；\n2、早餐价格及品种还算公道；\n3、位置靠近4号线地铁；\n4、大床房的性价比高；\n5、这个价位的酒店，能提供两瓶矿泉水，不错。\n6、经济型酒店，客房内提供圆珠笔和备忘便条的服务，不错。\n', 'star': 1}
{'descr': '1、酒店洗澡热水及洗手水有怪味且发粘，估计是水箱被铁细菌污染；\n2、早餐价格及品种还算公道；\n3、位置靠近4号线地铁；\n4、大床房的性价比高；\n5、这个价位的酒店，能提供两瓶矿泉水，不错。\n6、经济型酒店，客房内提供圆珠笔和备忘便条的服务，不错。\n', 'star': 1}
{'descr': '交通挺方便，就是房间有点小！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '交通挺方便，就是房间有点小！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '感觉很一般。\n莫泰的店 不同的地方 设施都很不一样。为什么呢？是加盟的性质吗？ 我不太会推荐浦东南路的店，下次如果有更好的选择，可能也不会住。早餐也不好吃。', 'star': 1}
{'descr': '感觉很一般。\n莫泰的店 不同的地方 设施都很不一样。为什么呢？是加盟的性质吗？ 我不太会推荐浦东南路的店，下次如果有更好的选择，可能也不会住。早餐也不好吃。', 'star': 1}
{'descr': '地理位置好，价格好，房间稍微小了点．但住的还比较不错．', 'star': 5}
{'descr': '地理位置好，价格好，房间稍微小了点．但住的还比较不错．', 'star': 5}
{'descr': '地理位置好,服务好， 价格合理,我会介绍给别人', 'star': 5}
{'descr': '地理位置好,服务好， 价格合理,我会介绍给别人', 'star': 5}
{'descr': 'good!', 'star': 3}
{'descr': 'good!', 'star': 3}
{'descr': '不错~~酒店很有家的味道~~~还是相当好的', 'star': 5}
{'descr': '不错~~酒店很有家的味道~~~还是相当好的', 'star': 5}
{'descr': '在世博期间，算是物美价廉的了。性价比较高', 'star': 5}
{'descr': '在世博期间，算是物美价廉的了。性价比较高', 'star': 5}
{'descr': '床太小，空调有点吵，可能是个别房间的缘故。', 'star': 1}
{'descr': '床太小，空调有点吵，可能是个别房间的缘故。', 'star': 1}
{'descr': '买了香肠和暑片。。。。。还没来得及开封吃。。。。。第2天就发现被老鼠给咬了。。', 'star': 1}
{'descr': '买了香肠和暑片。。。。。还没来得及开封吃。。。。。第2天就发现被老鼠给咬了。。', 'star': 1}
{'descr': '服务热情周到，环境干净舒适，特别是酒店保安服务态度特别好！ ', 'star': 5}
{'descr': '服务热情周到，环境干净舒适，特别是酒店保安服务态度特别好！ ', 'star': 5}
{'descr': '大床间很满意，卫生间设备很新，但是淋浴的时候，下水管竟然堵了，水长时间下不去，结果草草洗了下，总体来说还是不错，工作人员还是很热情的。', 'star': 5}
{'descr': '大床间很满意，卫生间设备很新，但是淋浴的时候，下水管竟然堵了，水长时间下不去，结果草草洗了下，总体来说还是不错，工作人员还是很热情的。', 'star': 5}
{'descr': '圆床房不是一般的小 太小了  赠送的早餐只有个小的玉米肠和一个小面包 - -', 'star': 1}
{'descr': '我入住的是一间圆床房 房间地方非常小 有电脑但根本上不了网 房间里还没有窗户 但价位一点都不优惠！外面还有施工 进出特别不方便！这是我住过最不满意的一家店了！这是第一次 也是最后一次了！！', 'star': 1}
{'descr': '装修风格很新颖，房间里有些小东西很有新意，不错。', 'star': 5}
{'descr': '服务不错，态度挺热情的，出来门口就有公交车站点', 'star': 5}
{'descr': '价格合理，服务态度好，亲切大方。', 'star': 5}
{'descr': '配置硬件比较一般，位置挺好的，出行方便。', 'star': 5}
{'descr': '卫生条件不错，房间隔音也很好。', 'star': 5}
{'descr': '卫生不错，服务人员的态度也挺热情的。', 'star': 5}
{'descr': '环境不错，房间的灯很特别，感觉很温馨', 'star': 5}
{'descr': '价格还行，购物也挺方便的，沃尔玛超市就在旁边。', 'star': 5}
{'descr': '房间很干净，而且服务态度非常的好，力挺啊！', 'star': 5}
{'descr': '房间的设施硬件齐全达标，价格合理适中。', 'star': 5}
{'descr': '地理方位还行，在街面上，房间隔音效果不错，挺安静的。', 'star': 5}
{'descr': '这家店的位置还不错，在中心位置距离中央大街也不远。', 'star': 5}
{'descr': '去哈尔滨旅游的，感觉服务人员都很热情好客，也很耐心帮忙推荐一些附近的景区。', 'star': 5}
{'descr': '这家店性价比还不错，房间的设施也比较时尚，服务很人性化。', 'star': 5}
