{'短评内容': '过夜没感觉。空调太差', '短评打分': 4}
{'短评内容': '房间是中式风格的，有阳台，不知道是不是开业时间比较长了，还是去的时候是杭州的梅雨天，房间很潮湿，卫生间也感觉有点旧了，晚上要点蚊香，还有就是地理位置比较偏，晚上周边没地方去', '短评打分': 5}
{'短评内容': '小孩子去游泳很好的，房间也好的，就是房间里网不好，上不了网，还有中餐厅不好，上菜慢，结帐也慢，还算错价格，菜的味道也不好，建议不要在酒店里用餐。早餐还是好的。', '短评打分': 5}
{'短评内容': '环境好，周边风景好，房间也很大而且舒适，店里的游泳池好玩，孩子很喜欢！\n另外表扬下中餐厅的孙经理，为我们提供了很多方便，谢谢！', '短评打分': 5}
{'短评内容': '环境很好，早餐也不错，离风景点近，下次还会来这里。', '短评打分': 5}
{'短评内容': '很不错的度假酒店，适合家人，室内室外泳池很好的休闲之处！', '短评打分': 5}
{'短评内容': '这次江南之行最满意的一间酒店，酒店环境优美，设施齐备，房间既大且美，卫生间还可以看到外面美丽的风景和房间的电视。实在对得起这价格。', '短评打分': 5}
{'短评内容': '有点远，环境不错，就是装修太老了。没车的朋友不推荐去，推荐自驾游的可以去去。还行', '短评打分': 5}
{'短评内容': ',大厅门童误导我往右边走，其实客房在左边，酒店解释是新来门童，那也要培训后才能上岗！', '短评打分': 3}
{'短评内容': '很舒适的度假酒店，从前台到商务中心，门口的保安都很热情周到，出酒店大门左转就是宋城，右转走7、8分钟是梵村，有很多喝茶、吃饭的农家乐。\n酒店内部环境很好，客房稍有点旧，餐饮价格不贵，很适合全家度假休息', '短评打分': 5}
{'短评内容': '酒店环境优美、布局幽雅独特，有私家大花园的感觉，很适合慢节奏的休闲度假－－－花园漫步、泳池游泳、阳台发呆……。服务也很好，在这要特别感谢一下该酒店的服务人员，把我忘在酒店的包寄回。\n    最后建议提高中餐厅的菜肴质量', '短评打分': 5}
{'短评内容': '其他都不错就是中餐厅实在太差！', '短评打分': 3}
{'短评内容': '酒店环境优美出行方便、但硬件设施有点老化,尤其枕蕊结块严重令人无法入眠。', '短评打分': 3}
{'短评内容': '挺好，有点偏僻，但很幽静。房间不太好找，没有服务人员带路。服务态度很一般。有待提高。', '短评打分': 5}
{'短评内容': '酒店环境绝对超好，绿色完全可以说胜过一般的公园！不足的是酒店房间已经显老态。', '短评打分': 3}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '挺好的，酒店环境很好，像上次去韩国济州岛住的酒店一样，就是阳台感觉有点不安全', '短评打分': 5}
{'短评内容': '酒店电梯不方便，很难找到，还有就是西餐厅在一楼大堂给人感觉很不舒服', '短评打分': 1}
{'短评内容': '性价比很高，就是房间旧了点，比较简单，浴室设计简陋了点，\n但是环境不错，特别是天热了的话，那个室外游泳池真的不错', '短评打分': 5}
{'短评内容': '性价比很不错的一家酒店！只可惜刚入住就丢了手机，搞得心里始终不舒服。短短停车场到房间200米路程丢了东西，请酒店帮助查看了监控，只说沿途没有探头，无尽遗憾！', '短评打分': 5}
{'短评内容': '该酒店服务很周到：这次陪孩子到中国美院参加专业考试的客人很多，酒店安排了大巴接送，不错；该酒店环境不错，适合会议和休闲！', '短评打分': 5}
{'短评内容': '适合春天度假，旁边就是梅灵路，一路开过去，就是梅家坞，春天踏青好去处！作为商务用，位置就显偏。', '短评打分': 5}
{'短评内容': '酒店环境很好，绿化水池不错啊，早餐人比较多。', '短评打分': 5}
{'短评内容': '卫生情况不好，房间设施比较陈旧。中间的花园感觉不错。有度假的味道。', '短评打分': 1}
{'短评内容': '已是第三次入住此酒店， 感觉不错。虽然设施有点旧了，但服务不错 ，只是早餐的水准降低了，品种没以前丰富了。', '短评打分': 3}
{'短评内容': '该酒店好像管理权转移了，没有以前好，不过基本还是可以的。\n目前一些企业在里面做培训很多。', '短评打分': 5}
{'短评内容': '出行交通方便，酒店服务设施都比较好。附近餐饮也很多。', '短评打分': 5}
{'短评内容': '很安静的地方\n环境很惬意\n庭院很幽静\n只是交通不是很便利\n房间内的装修很老了', '短评打分': 5}
{'短评内容': '环境优美,空气靖新,性价比超高,出外旅游放松的好去处', '短评打分': 5}
{'短评内容': '环境不错哦，下次还会去住。离宋城很近走走就到了。', '短评打分': 5}
{'短评内容': '设施陈旧。总台到房间要走很远的路，提着行李，累！好不容易走到了，门卡又是没刷新的，开不了，左右连个服务员都找不到，好不容易看到走廊里有酒店内部电话，每次都是打通了就听不见声音：(无可奈何的正想再次走回前台，总算有服务员来了。。。', '短评打分': 1}
{'短评内容': '房间实在是太旧了，外墙外是民居，比较煞风景', '短评打分': 1}
{'短评内容': '离西湖稍远，不过靠近梅家坞，房间宽敞，有阳台，稍旧但是还是很精致，自带院子，桂花繁茂，池子里锦鲤漂亮，在十一还能享一片清静', '短评打分': 5}
{'短评内容': '酒店环境很好花园很漂亮,房内设施一般隔音不太好', '短评打分': 5}
{'短评内容': '环境很好   好的能在好了  地方太大  找自己的房间很麻烦  出门打的不是很方便  适合度假  对面是宋城  ', '短评打分': 5}
{'短评内容': '很好 特别是庭院 布置的非常漂亮 房间也不错 缺点是阳台栏杆上灰不少', '短评打分': 5}
{'短评内容': '环境特好,园林般的大院子,设施和服务尚可，早餐品种略少,基本满意', '短评打分': 5}
{'短评内容': '酒店蛮大的，环境很不错，但是有些细节还是有点欠缺，壁纸斑驳，门上的漆掉落，有些角落还有蜘蛛网，早餐连煎蛋都没有，希望改进', '短评打分': 5}
{'短评内容': '床枕头舒适，花园别居匠心，这是酒店留的美好印象。可是个别前台人员素质很低，办入住时领教了徐姓服务员的刁蛮，说一层方便游泳，不用爬楼，住进来就看见室外游泳池已停用半个月了，房间旁边就是电梯，有空房不给换，住在阴冷潮湿的一层，70多岁的我关节开始疼，房间冰箱锁起来，打电话给服务员1个小时都不来开，又打电话催，被一个女前台我没讲完她就摔电话、还说我多事，第二天投诉，得到前台余小姐的帮助，换了房，我很感谢', '短评打分': 5}
{'短评内容': '地理位置比较好是公认的，离宋城很近，环境也不错，但是偌大的酒店给人感觉华而不实，入住的房间浴室特别脏，掉漆，瓷砖上都是一块块黑的东西，老婆都不敢去洗澡，原打算住2天，结果第二天就退房去别的宾馆，晚上没洗澡感觉特别难受，睡也睡不好，只是浴室实在太脏了！床还不错，沙发什么上面也有污渍，都没搞干净，用餐券吃早饭还和收银人理论了一番，第一下说不能用，自己说话出尔反尔，很失望', '短评打分': 1}
{'短评内容': '我和妈妈带3岁的宝宝入住敞开式的套房.晚上20:30回到房间,结果卫生间几乎没有热水可用(打开水龙头20分钟,水稳不超过25度).逐向酒店救助,要求换房间.被告知没有房间可换.21:00来了位主管模样的值班人员,通知了锅炉房加热并通知工程师检查房内设备.21:30工程师来了.水温也略有改善(30度左右,但只能是热水开关放到最大,冷水一点不加的情况下).水流也勉强可以洗澡.工程师检查后已经快10点了', '短评打分': 1}
{'短评内容': '环境真的很好 园林很漂亮 下次还会入住的 ', '短评打分': 5}
{'短评内容': '适合自驾游，位置较理想，酒店饭菜口味不错，但上菜较慢。', '短评打分': 3}
{'短评内容': '酒店离宋城和龙井村都很近，适合度假休闲游，离市区还是有点远。早餐品种太单调了，收费也贵。卫生状况有待提高。', '短评打分': 3}
{'短评内容': '我预订3间房 酒店居然不知道我订了3间 多收了1人的早餐费 ', '短评打分': 1}
{'短评内容': '我们已经很多次入住这个酒店了  总体说来非常喜欢 但是 这么大的酒店  总共就只有2张婴儿床 所以我们宝宝基本都是轮不上睡他们酒店的婴儿床的了 这点希望他们好好改进  另外就是 房间里面没有钟 现在一般的酒店都有电子钟了 会方便很多  这点也需要改进  除此之外  我们还是非常满意的  肯定还是定期会去住的  附近的农家乐饭菜很好吃 也很近  非常方便', '短评打分': 5}
{'短评内容': '因为重点游玩九溪和龙井，所以选云栖海航度假酒店，位置不错，需改进的地方：1、门卡不灵（酒店服务人员也试过）；2、第二天下午6-8点无热水；3、中餐厅菜品不错，但上菜速度较慢。不过服务态度挺好。', '短评打分': 5}
{'短评内容': '我这次住的是杭州云栖海航度假酒店的丽景房，感觉很不错。酒店很大。环境幽静，桂花香扑鼻，可惜不能游泳。很适合自驾游的人入住，下次还会来', '短评打分': 5}
{'短评内容': '对于十一期间人山人海的杭州，这里显然是一个度假的好选择。离龙井村和梅家坞都很近，适合山里头喝茶打牌的休闲活动。酒店本身规模很大，但是比较老旧了，可能接待旅行团比较多，卫生状况一般，尤其是墙角之类的地方。总体环境确实是大型度假酒店。 不满意的地方主要是：淋浴的水实在是太小了，像眼泪水一样；早餐品种很少，不好吃。值得一提的是酒店的餐厅，味道价格都很不错，就是服务员的水平有待提高。', '短评打分': 5}
{'短评内容': '远离喧嚣，高性价比，适合喜欢清净的旅行者，离西湖稍远，骑车快大约40分钟，节假日坐车至市中心的话会比较堵车，浪费时间', '短评打分': 3}
{'短评内容': '1.没有热水，竟然不跟客人提前告知。在客人3番5次打电话催促后，才说出来竟然下午就坏了。到我18：30入住没修好，都没有告诉我们没热水。晚上20：30老婆孩子进去洗澡，放了20分钟，没一丝热水，冰凉的水冲的一身。将情况反映给酒店，竟然连个道歉对不起都没有。第二天结账，在反复理论下，给减免了50元房费。 但是我看到给其他的客人有减免100元的。前台的小伙子告诉我那些是比较重要的客人。看到我们都是一般', '短评打分': 1}
{'短评内容': '高性价比,离西湖半小时自行车程,适合自助喜自然清静之人', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店环境还是不错的,房间有点潮,不过江南应该都这样,总的来说还不错了', '短评打分': 5}
{'短评内容': '我已入住', '短评打分': 5}
{'短评内容': '房间很大,环境不错,但设施旧了点,性价比很高', '短评打分': 5}
{'短评内容': ' 和网上的介绍差的太大 跟照片一点不一样 设施老化 大家千万别上当', '短评打分': 5}
{'短评内容': '酒店总体很好，可惜这么好的泳池借个泳圈也要收费，不符合五星酒店的范儿', '短评打分': 5}
{'短评内容': '基本评价为好。\r\n酒店位于杭州郊区，空气非常好；喜欢周边的九溪和龙井，所以整体感觉又更好了一层。性价比很好，但前提是自驾游！另外，如果晚上想去市区泡吧的朋友，就要仔细考虑了，晚上山路不好开呢，且路灯超级少～\r\n还会再去哦～～～', '短评打分': 5}
{'短评内容': '环境不错的一家酒店，就是在入住的时候发生了一些意外，前面一位客人没及时退房，差点没住上预订的房间。', '短评打分': 3}
{'短评内容': '酒店设施不错，尤其泳池值得推荐，就是位置太偏，出租车有时候不太好打。想在宋城玩倒是可以推荐住在这里，酒店就在宋城的对面。宋城千古情的演出值得一看。', '短评打分': 5}
{'短评内容': '很棒的酒店，格调 悠扬。\n适合喜爱宁静之人的休憩之所。\n', '短评打分': 5}
{'短评内容': '酒店服务跟性价比都相当OK！！！首选的一家度假酒店', '短评打分': 5}
{'短评内容': '但从住店休息的角度讲，这个酒店还是不错的，我比较喜欢它的泳池，对于久居闹市的人来说，这里是个休养生息的好去处。我想下次有空我还会选择这里。性价比还不错。', '短评打分': 5}
{'短评内容': ' 很大  景色优雅', '短评打分': 5}
{'短评内容': '环境优美,安静,空气好,房间设施齐全,位置离西湖风景区稍微远了点,如不是自行开车或跟团前去,就很不方便了,因为饭店附近叫车很不方便,要想吃些零食或购物,周边都没店家,饭店接待人员说来住这里的都是团队或来开会的客人居多,像我们这种四口之家的散客不多,所以我们在入住期间,并没有太多的客人入住,所以感觉这么大的度假饭店,就只有我们,有些孤独和过于的安静了!饭店里的室外游泳池很大很漂亮,有深水区,也有小朋', '短评打分': 3}
{'短评内容': '环境优美,安静,空气好,房间设施齐全,位置离西湖风景区稍微远了点,如不是自行开车或跟团前去,就很不方便了,因为饭店附近叫车很不方便,要想吃些零食或购物,周边都没店家,饭店接待人员说来住这里的都是团队或来开会的客人居多,像我们这种四口之家的散客不多,所以我们在入住期间,并没有太多的客人入住,所以感觉这么大的度假饭店,就只有我们,有些孤独和过于的安静了!饭店里的室外游泳池很大很漂亮,有深水区,也有小朋', '短评打分': 5}
{'短评内容': '酒店环境非常好，人少，是个放松的好地方，但由于位置比较偏，附近没有什么超市，买东西不方便，全要靠酒店供应，比较贵一些，不过还算能接受，推荐。', '短评打分': 3}
{'短评内容': '离宋城很近，走路就能到达，酒店很安静，不错的选择。', '短评打分': 5}
{'短评内容': '可能是因为酒店范围比较大，从大堂走到房间有段距离，也没人告知车可以开到离房间近些的地方。开房磁卡怎么开也开不了房门，服务员也找不到在哪里，走廊上电话也是坏的，舞台之下准备再次走一段距离去大堂，服务员出现了，用了备用钥匙才打开房门。。。房内设备不怎么样，卫生也一般，此次入住是预订的开放式套房，两夜，因此提前一天退房。', '短评打分': 1}
{'短评内容': '酒店环境很好,,地理位置也不错,去梅家坞和九溪等景区很方便,只是装修已略显陈旧,好在价位适中,适合家庭度假', '短评打分': 5}
{'短评内容': '预定是豪华套房，到了酒店前台给我安排一间开放式的套间，我不同意给我换回了豪华套间，感觉还好点。其他方面也还好。', '短评打分': 5}
{'短评内容': '性价比非常好的酒店，离宋城几百米，中餐厅价格适中，装修风格有点普吉岛喜来登的味道。特别是室内外游泳池免费，特适合家庭度假，下次会再去。', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 5}
{'短评内容': '还不错，蚊子较多，因为环境好，花、草、树、木居多，没办法，自备驱蚊器，室外泳池喜欢，还来', '短评打分': 3}
{'短评内容': '7月6日至7月8日入住，酒店内环境很好，早晨空气新鲜，室外泳池尤其吸引人，小孩玩的很高兴，前台员工热情，唯一不太好的是餐厅，上菜比较慢，菜品比预计的少了些，总体还是很不错的，值得来。还有一点蚊子确实比较多，建议来的人自备电蚊香和杀虫剂会比较好。', '短评打分': 5}
{'短评内容': '距市區較遠 , 沒太多交通工具選擇 , 租自行車又比市區的貴多了!', '短评打分': 5}
{'短评内容': '性价比高', '短评打分': 5}
{'短评内容': '酒店的设施还是不错的，里面有游泳池、花园，看起来比较象个度假村。还免费升级了豪华套房。\r\n就是打车不太方便，高峰时间出门基本打不到，需要前台预订。还发生了点不愉快，让酒店叫车却被前面一个霸道的客人抢先上车。酒店应该负责维持好次序。\r\n下次如果不是到市区内，就在周边爬爬山之类的，还会考虑入住的。', '短评打分': 5}
{'短评内容': '设施有些陈旧了，服务及环境都很好，建议价位相应下调些。现有价位是在她风华正茂时的，或再装修，更新设施。', '短评打分': 5}
{'短评内容': '花园酒店，环境一流，值得一住，建议早餐品种更丰富些。', '短评打分': 5}
{'短评内容': '环境，服务都不错，特别是早餐很好，一家都吃得饱饱的 O(∩_∩)O哈哈~   宾馆内就像一个公园，空气新鲜，下次还会入住。', '短评打分': 5}
{'短评内容': '环境好', '短评打分': 5}
{'短评内容': '比杭州市内更多的亲近自然的清雅感。性价比不错。值得一住。', '短评打分': 5}
{'短评内容': '第一次入住感觉很不错,地理位置不错,晚上去宋城特别方便,睡觉很安静,不错,下次去还想住', '短评打分': 5}
{'短评内容': '性价比很高的酒店，庭院环境很美，靠近梅家坞。这是第二次入住了。', '短评打分': 5}
{'短评内容': '总之非常好，下次去还去那里，尤其是服务等我非常满意！！', '短评打分': 5}
{'短评内容': '酒店的性价比确实很高 唯一美中不足的就是 房间里面没有床头闹钟 强烈建议酒店尽快改进', '短评打分': 3}
{'短评内容': '这是性价比非常高的一个酒店 我们已经去过好多次了 这次还邀请了亲戚朋友一起来  以后还会经常光顾 酒店离山很近 非常安静 而且空气很清新 是个度假休闲的好地方  不过建议有车的朋友去 因为进出如果有车就很方便了', '短评打分': 5}
{'短评内容': '设施比较陈旧,位置还可以出行也挺方便的,', '短评打分': 3}
{'短评内容': '酒店环境卫生比较好，内部设施有些陈旧了，地理位置交通方便。性价比还是比较高的。', '短评打分': 3}
{'短评内容': '整体来讲还是一家很不错的酒店,出行都很方便,房间的卫生和设施上也不错,很干净,住着还是比较舒适的.', '短评打分': 3}
{'短评内容': '卫生间比较潮湿，墙面有掉皮的情况，酒店的所在位置有点偏，过往车辆比较少，开车出行住这里还不错，店内的环境还比较安，安静，价格方面稍稍有点贵', '短评打分': 3}
{'短评内容': '有游泳池，很不错，风景也不错，但房间布置普通，还有早餐不错，适合度假', '短评打分': 5}
{'短评内容': '感觉依然很好，带家人来小住1日，户外游泳池儿子玩的很开心，卫生间和房间有窗可以打开，很通透，可以在浴缸里欣赏窗外的青山，冲淋的花洒很舒服，位置虽然离市区远，但是去梅家坞和云茜很近，去十里啷当路爬山也很方便，总体来说是到杭州度假的很好的选择', '短评打分': 5}
{'短评内容': '酒店性价比非常好，但是住进去感觉有些旧，看介绍说像巴厘岛风情的酒店，本人觉得一点也不像。因为要去宋城所以选择这个酒店，后来发现酒店旁边没有餐馆，不过酒店一楼的中餐厅还不错价廉物美。也许是因为酒店便宜吧，所以人很多无论是泳池还是早上的自助餐，我不太喜欢拥挤。如果要去宋城我建议大家住在杭州市区的酒店。', '短评打分': 5}
{'短评内容': '一家性价比较高的酒店，对玩宋城的朋友来说还是很方便的，晚上在室外游泳环境也很好', '短评打分': 5}
{'短评内容': '卫生服务都是非常好的,位置也不错出去玩都比较方便,只是价格上有些偏高,还是一家很不错的酒店,下次来我还会来这.', '短评打分': 3}
{'短评内容': '酒店的位置有点远，交通不太方便，但是条件还不错，环境服务和设施我都比较满意。', '短评打分': 3}
{'短评内容': '住的是498的标间，房间和卫生间很大，还带个阳台，窗外是梅家坞的茶山，酒店花园够大，确实是个不错的度假酒店。\r\n不爽的是户外游泳池是收费的\r\n', '短评打分': 3}
{'短评内容': '酒店为东南亚风格,适宜度假,泳池漂亮,且室内外都有.在室外泳池游泳时见证了500年一遇的日全食,或许将伴随华庭使我们终生难忘.不过所住的豪华大床房的空调制冷温度始终降不到26度,希望可改进.以后来杭州休闲,此地将会是首选.', '短评打分': 5}
{'短评内容': '房间和卫生间够大，还有观景阳台，窗外是青山，宾馆花园也够大，很适合度假休闲，而且远离传统西湖景区的喧嚣。虽然设施有些旧，空调声有些大，但总体还是不错', '短评打分': 5}
{'短评内容': '总的来说，我对这家酒店很满意。非常适合情侣度假，家人休闲。特别是酒店花园，晚饭后，去那里散步更是浪漫惬意！', '短评打分': 5}
{'短评内容': '酒店总体还是很好地,设施齐全比较新,卫生服务也都很好,住起来比较舒适,周边环境很好很适合度假,就是离市区远了点.', '短评打分': 5}
{'短评内容': '环境很好，吃的东西也不错，就是交通不太方便。房内设施需要改进，日用品不太齐全。下次还会入住。', '短评打分': 5}
{'短评内容': '总体感觉非常好就是离西湖远了点交通部是很方便，不过去度假休闲还是很不错的', '短评打分': 5}
{'短评内容': '酒店环境挺好的 ，服务也不错，价格如果能在优惠些会更好', '短评打分': 5}
{'短评内容': '休闲度假比较合适，环境挺好的，价格也比较适中', '短评打分': 5}
{'短评内容': '比较新的一家酒店，虽不在西湖边，却很适合有车带小孩的舒适性旅游。酒店装修豪华，大堂有个漂亮的鱼缸，四岁的儿子超喜欢。另外酒店有两个游泳池，一个室内、一个室外，不愿意出去的时候可以培孩子游泳放松。酒店周围的景点有宋城和云栖，而且离梅家坞很近，吃农家菜方便。', '短评打分': 3}
{'短评内容': '酒店早餐不是很好,其他方面还可以,服务挺好,也蛮舒适,之前也住过', '短评打分': 5}
{'短评内容': '酒店的娱乐设施少。', '短评打分': 5}
{'短评内容': '酒店非常新，特别是室内、外的两个泳池非常适合带小孩的家庭。所处的地理位置虽离西湖有一定距离，但对自驾族来说没有什么影响。相反酒店距离云溪足径、梅家坞很近，吃农家菜倒是非常方便。下次来杭州会想再次入住。', '短评打分': 3}
{'短评内容': '我住过的杭州同价位两家最好的酒店之一，适合度假，一进到酒店就有种到了三亚的感觉。。。不过离市区是稍微远了点，在宋城对面，背靠群山，感觉很好，就是出行和吃饭不太方便。酒店里的中餐饭店的菜真的不错，价格也适中。', '短评打分': 5}
{'短评内容': '说真的,环境确实很好,要不是时间紧我还想多住几天.推开门一股桂花香迎面扑来.可以躺在浴缸里看电视,服务生态度还可以总之度假还可以!', '短评打分': 5}
