{'短评内容': '不错，就是隔音效果一般', '短评打分': 5}
{'短评内容': '距离新东方总部大厦很近，不过隔音不是很好，晚上自己听到走廊声音怕怕的。不够在那个地理外置相对198的房价还是比较匹配的了', '短评打分': 5}
{'短评内容': '房间空调不行  服务态度一般 ', '短评打分': 1}
{'短评内容': '位置比较好，距离中关村很近', '短评打分': 5}
{'短评内容': '隔音效果太差', '短评打分': 1}
{'短评内容': '感觉很好', '短评打分': 5}
{'短评内容': '总体还好。早餐也不错，交通很方便', '短评打分': 5}
{'短评内容': '洗手间地漏要改用防臭的，味儿较大', '短评打分': 5}
{'短评内容': '还不错，下面的烤肉很好吃', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': 'not bad~', '短评打分': 5}
{'短评内容': '不错，就是房间有点陈旧', '短评打分': 5}
{'短评内容': '不愿意多说了。。我一年大概住3个月该酒店（有记录可查）。。哈哈。。最后被赶出来。。什么原因：说预定的时间到了。没有接着预定。。可笑至极。。永不住该酒店了。。。。就是即使到了预定的天数酒店当日也该提前问一声啊。。居然说该房间已经订出去了要我去找其他酒店。。那前台经理居然说不搬出去把行李给我扔出去。。哈哈。。最后打电话给他们的余总经理才得以解决。。我看那前台经理（先生）也可以不要做了。。垃圾酒店。。。', '短评打分': 3}
{'短评内容': '交通便利', '短评打分': 5}
{'短评内容': '就是位置比较好，其他的实在是不行，床又硬又硌，卫生巾也不干净，不回去第二次了', '短评打分': 1}
{'短评内容': '还挺不错的，房间很小，但空调很厉害：）', '短评打分': 5}
{'短评内容': '性价比很高，服务态度很好，空间不是很大，隔因效果不是很好', '短评打分': 5}
{'短评内容': '188/晚（含早），一进楼道里就闻到一股洗手间的味道。房间非常不隔音，还好白天一直在外面，只是睡个觉。总体来说还是和房间价格成正比的。', '短评打分': 1}
{'短评内容': '交通很方便，房间有点闷', '短评打分': 5}
{'短评内容': '带媳妇过去旅游，到酒店后发现酒店附近交通很方便，紧邻苏州街地铁口，唯一不足就是单人房间没有窗户！不过总体来说还是不错的！', '短评打分': 5}
{'短评内容': '定的时候是没窗户的，最廉价那种，很匪夷所思的是房间中央空调一直是22度左右，冷的我&#183;&#183;&#183;&#183;位置还不错，地铁不远。此外，没啥好说的了&#183;&#183;', '短评打分': 1}
{'短评内容': '第二次入住了，位置不错，楼下的新疆餐厅味道很好。', '短评打分': 5}
{'短评内容': '总体感觉不错，感觉很温馨', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '交通方便  就是房间面积 太小  ，早餐可吃的东西 也太少了。', '短评打分': 5}
{'短评内容': '环境还可以，交通便利，邻10号线', '短评打分': 5}
{'短评内容': '很一般。', '短评打分': 3}
{'短评内容': '不错，性价比较高', '短评打分': 5}
{'短评内容': '酒店总体不错，下次我还想住，还想推荐给朋友。', '短评打分': 5}
{'短评内容': '干净整洁，而且房间内特别温馨', '短评打分': 5}
{'短评内容': '还不错，房间有点小', '短评打分': 3}
{'短评内容': '设施不错，也干净，就是房间不太隔音', '短评打分': 5}
{'短评内容': '离地铁站中关村很近，购物方便，交通也很方便', '短评打分': 3}
{'短评内容': '交通很方便，性价比高~', '短评打分': 5}
{'短评内容': '还不错，离地铁近，交通很方便。', '短评打分': 5}
{'短评内容': '上网很快。所有客房都是免打扰客房，方便休息。地理位置非常不错。', '短评打分': 5}
{'短评内容': '干净，性价比高', '短评打分': 3}
{'短评内容': '干净，性价比高', '短评打分': 5}
{'短评内容': '值得去住，性价比很高', '短评打分': 3}
{'短评内容': '推荐', '短评打分': 3}
{'短评内容': '地点很好', '短评打分': 5}
{'短评内容': '不错的酒店 酒店设施也还挺好的 ', '短评打分': 3}
{'短评内容': '交通方便，周围设施齐全，饭店多', '短评打分': 5}
{'短评内容': '还挺好的 值得去住  ', '短评打分': 5}
{'短评内容': '位置很好，离地铁、超市、购物中心都很近。', '短评打分': 5}
{'短评内容': '感觉一般，如果有更好的地方不推荐到这里。', '短评打分': 1}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '还行，', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '已经在这住了好几次了，离中关村很近，周围有很多小吃，比较方便。服务也不错，值得推荐。', '短评打分': 5}
{'短评内容': '就是不舒服的感觉。没有连锁的好。', '短评打分': 1}
{'短评内容': '在海淀南路附近,临近地铁十号线,方便,还比较干净,就是隔音效果有点差.总的来说还比较好.', '短评打分': 5}
{'短评内容': '其他都不错，就是隔音效果差', '短评打分': 5}
{'短评内容': '房间很小，单人间没有窗户，标准间的窗户也不能开，蜗居，不透气。电视频道很多，让蜗居的日子有了点乐趣。设施较新，卫生还行，只是有次房间里有只掉在床下的袜子服务员没打扫臭了我一晚上，第二天才找到臭味源，觉得很恶心。隔音有问题，安静时能听到隔壁电视节目声音和XX声- -|||地理位置非常好，离中关村购物中心、家乐福步行就十分钟。楼下的711简直太方便了，可以解决早中午餐。总体来说比较推荐。', '短评打分': 5}
{'短评内容': '位置不错，离地铁不远，到中关村广场也不远，卫生很好，缺点是隔音不太好，另外网络老段，性价比还是不错的', '短评打分': 5}
{'短评内容': '整体情况还过得去', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 3}
{'短评内容': '稍微有点小，酒店卫生感觉一般。', '短评打分': 5}
{'短评内容': '总体感觉还算满意。。。服务周到', '短评打分': 3}
{'短评内容': '地理位置很方便哦。。。。', '短评打分': 3}
{'短评内容': '总体感觉非常好  房间有点小。。。', '短评打分': 5}
{'短评内容': '酒店卫生还可以，前台服务一般，也许是前台当班人不一样，房间内设施一般，有些已经有破损，位置对我来讲还不错，办事很方便，床垫有些硬，不是很舒服，价格也还算可以，早餐有些单调。总体还算不错了。', '短评打分': 5}
{'短评内容': '位置不错，出行方便', '短评打分': 5}
{'短评内容': '都不错', '短评打分': 5}
{'短评内容': '这是我住过最糟糕的酒店，除了早餐还可以外', '短评打分': 1}
{'短评内容': '位置不错，离地铁口近，方便。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '比较旧了，但位置不错，离地铁口近，方便。', '短评打分': 5}
{'短评内容': '地段不错，设施较陈旧，早餐一般', '短评打分': 3}
{'短评内容': '地段还可以 ，但是设施比较陈旧，服务也一般，隔音效果巨差！', '短评打分': 3}
{'短评内容': '只能说地段还行，其他真的一般！', '短评打分': 1}
{'短评内容': '還不錯。點點好找，有早餐。', '短评打分': 5}
{'短评内容': '环境很可以，温馨且舒适。地理位置也不错。前台的服务比较好。就是有点小小的遗憾，晚上有新旅客入住时总会有一定的响声，隔音不太好。不过有机会，下次还会光顾的，性价比很是比较高的。', '短评打分': 5}
{'短评内容': '有点旧，性价比不错', '短评打分': 3}
{'短评内容': '性价比不错，就是旧了点', '短评打分': 5}
{'短评内容': '性价比非常好，要是能有能接待英文的前台就更好了。', '短评打分': 5}
{'短评内容': '隔音不行 还请酒店加强隔音效果 其他还好 性价比可以了', '短评打分': 5}
{'短评内容': '住了很多次感觉很好。。。长住价格最好再便宜一点', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '环境很不错，温馨而且舒适，地理位置非常合适，前台服务也不错。就是有点小小的遗憾，晚上有新旅客入住时总会有一定的声音影响，隔音不太好。不过有机会，下次还会光顾的，性价比很高啊，嘿嘿~~', '短评打分': 5}
{'短评内容': '酒店性价比一般吧,我唯一不满意的是:188元的房间,没有对外的窗口,呵呵,不过在寸土寸金的北京,这个价格还可以吧.', '短评打分': 5}
{'短评内容': '隔音太差！', '短评打分': 3}
{'短评内容': '性价比不错，位置好，离地铁挺近\r\n就是隔音一般', '短评打分': 5}
{'短评内容': '总体感觉不错，挺好。', '短评打分': 5}
{'短评内容': '房间显得旧，空调居然是在房间外面控制的，很一般', '短评打分': 3}
{'短评内容': '位置 还行 隔音不好 服务挺好', '短评打分': 3}
{'短评内容': ' 隔音太差！', '短评打分': 1}
{'短评内容': '隔音比较差，其他还凑合', '短评打分': 5}
{'短评内容': '不错哈，推荐咯', '短评打分': 3}
{'短评内容': '性价比不错，推荐的，说说不足，隔音效果差，没有窗户闷，到地铁站稍微有一点点远走路15分钟吧。不过还是大力推荐哦', '短评打分': 3}
{'短评内容': '很差的快捷酒店。', '短评打分': 1}
{'短评内容': '很好啊，就是没窗有点点闷~', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 5}
{'短评内容': '这里也不是第一次住了，但是这一次，给我的感觉特别不好。因为一直有自己买水和零食到酒店的习惯，所以入住的时候也就没有留意到房间里没有摆放矿泉水。晚上看球赛的时候，喝了酒店一听雪碧，也喝了自己的一瓶水。谁知道第二天结账的时候，前台居然说消费两瓶水。我们说了水是自己带的，只消费了可乐，没想到查房的人居然没有反应了，前台还让我们等在那里，说是看水怎么解决！！！\r\n\r\n要赖也不赖你两瓶水呀，而且房间里应该只', '短评打分': 1}
{'短评内容': '一切都好，要是房间隔音能好点，就完美了', '短评打分': 5}
{'短评内容': '位置很好，紧挨中关村核心地带，临街也好找，但是房子小，隔音差，左右两边都能听见那ooxx的声音，现在的小年轻唉。', '短评打分': 1}
{'短评内容': '在中关村附近这样的价格是比较实惠的，虽然条件上一般，房间也不算大，但以后还有可能选择入住。', '短评打分': 5}
{'短评内容': '不错。一般去北京都住那。。地理位置很好。', '短评打分': 3}
{'短评内容': '性价比挺高的。', '短评打分': 3}
{'短评内容': '交通挺方便', '短评打分': 5}
{'短评内容': '这家算是老永正了吧。每个房间的面积都比苏州街那家大一些。而且电视是普通意义上的电视，不像苏州街那家，比较坏眼睛。性价比来说，挺不错的，推荐咯~~~~', '短评打分': 5}
{'短评内容': '隔音差，真的很吵！', '短评打分': 1}
{'短评内容': '位置不错，服务还好。酒店房间有点小，不过挺干净舒适的。网速也不错。总体来说性价比还是挺高的。', '短评打分': 3}
{'短评内容': '房间面积偏小，地理位置不错', '短评打分': 5}
{'短评内容': '酒店位置不错，但是卫生服务设施。。。比较差！性价比不高', '短评打分': 1}
{'短评内容': '恩 还不错', '短评打分': 5}
{'短评内容': '去北京必去的酒店。位置好。酒店业不错，干净', '短评打分': 3}
{'短评内容': '洗手间干湿不分开,房间隔音不好是缺点.\r\n但是离地铁很近,出行很方便', '短评打分': 5}
{'短评内容': '位置很好，', '短评打分': 3}
{'短评内容': '距离地铁近，但是他的价位有点高，而且房间很小', '短评打分': 1}
{'短评内容': '由于没有订到带有窗户的房间,会感觉很闷.不过另一方面也能说明酒店的供暖还不错,温度一直都可以,这点比较令人满意.酒店的房间设施稍有些陈旧,位置不错,出行很方便,不会向朋友推荐,却也不反对再次入住,总体来说一般', '短评打分': 1}
{'短评内容': '房间不错，卫生可以，交通也比较便利。就是卫生间有点冷，房价稍高一些。', '短评打分': 5}
{'短评内容': '性价比不错，设施有点简单，服务员服务比较慢，窗户关不上，打了三次电话才有服务员上来帮忙关窗', '短评打分': 5}
{'短评内容': '总体来说还可以，早点不错。', '短评打分': 3}
{'短评内容': '本来预订了两天，只住一天，就换别的酒店了，隔音效果很差，特别的吵，服务也很一般', '短评打分': 3}
{'短评内容': '房间面积小，墙壁很薄，隔音效果不好，卫生不错，服务也周到，性价比一般', '短评打分': 3}
{'短评内容': '隔音太差！走路都能听得很清楚！其他的还好，服务态度还不错！', '短评打分': 5}
{'短评内容': '位置还是不错,出行很方便,但在马路边,有点吵,不太舒适,而且大厅有点小,不太符合酒店的价位.', '短评打分': 3}
{'短评内容': '挺不错的酒店，性价比还是比较高的。', '短评打分': 5}
{'短评内容': '很喜欢价格偏贵', '短评打分': 5}
{'短评内容': '位置不错，价格也不高，但房间里的设施不是很好。特别是隔音效果差。', '短评打分': 1}
{'短评内容': '位置还可以，然后房间有点小，不过比苏州街那个大，床有点硬，卫生间不是干湿分离的。不过早点还不错，送的双早，另外服务还不错！', '短评打分': 5}
{'短评内容': '还不错，就是房间有点小。\r\n早餐还算过的去，在三层', '短评打分': 3}
{'短评内容': '总体来说还不错~', '短评打分': 5}
{'短评内容': '酒店的地理位置还是不错的,靠近地铁挺近的,出行很方便,酒店的内部环境也还不错,卫生打扫的挺干净,设施也比较齐全,价格方面也是比较合适的.', '短评打分': 3}
{'短评内容': '房间有点小，但整体还算不错。免费早餐在三层，不要打电话给餐厅，那个餐厅是一层的，不免费早餐', '短评打分': 5}
{'短评内容': '还好,就是服务有点差,而且有点闷,冬天很干燥', '短评打分': 5}
{'短评内容': '房间宽敞，有窗户的房间感觉不错。公共设施稍差，房间内部不错。', '短评打分': 5}
{'短评内容': '房间隔音太差 位置倒是不错 离新中关很近！', '短评打分': 1}
{'短评内容': '除了不隔音，别的都好，晚上隔壁运动量太大，吵的第二天我们都熊猫眼', '短评打分': 5}
{'短评内容': '不错，这家酒店位置很好\r\n在中关村是个不错的选择。海龙，鼎好，新中关，很方便的', '短评打分': 5}
{'短评内容': '房间小，空调不可调节。有待改进', '短评打分': 3}
{'短评内容': '地理位置都很不错', '短评打分': 5}
{'短评内容': '暖和,干净.地段好，离人大很近。周围吃饭地方很多，出门就是地铁站,无论是打车还是去机场，都方便.性价比很高.', '短评打分': 3}
{'短评内容': '房间很挤，卫生间水池不太方便。不过在北京，这个价位很低了，所以也就没有什么太多要求吧。房间里没有空调开关，很热，很干燥', '短评打分': 1}
{'短评内容': '单人间B没窗户，很憋，很压抑。房间太小，服务一般', '短评打分': 5}
{'短评内容': '真的不值', '短评打分': 1}
{'短评内容': '地方好方便，其它条件一般。有窗的房间空气好得多。', '短评打分': 5}
{'短评内容': '感觉不错,值得推荐', '短评打分': 5}
{'短评内容': '卫生还可以，地点比较好，性价比差一些。', '短评打分': 3}
{'短评内容': '很干净，房间也很宽敞。卫生间有点小，总的来说舒适。但是稍微贵了一些。', '短评打分': 5}
{'短评内容': '服务态度还可以好点', '短评打分': 5}
{'短评内容': '这个酒店位置不错，离新中关特别近，去商场去电影院都很方便。不过我觉得老店的装修很一般，没有新店装修的好，还是建议大家去新店住。', '短评打分': 5}
{'短评内容': '设施老旧，就是位置好。', '短评打分': 3}
{'短评内容': '我觉得酒店的位置是最大优点，环境一般，房间比较小，隔音不太好，服务不太好，本来说好了晚退一个小时，结果还多收了半天房费', '短评打分': 3}
{'短评内容': '在这片来说，他的位置算是不错的，挺方便的，环境和硬件条件感觉都还可以，也不贵，如果还到这个附近来，我觉得还是不错的。', '短评打分': 3}
{'短评内容': '地理位置非常好,离我办事的地方很近,出行都很方便,房间的卫生和设施方面也都不错,性价比是比较高的.', '短评打分': 3}
{'短评内容': '还不错，挺暖和', '短评打分': 5}
{'短评内容': '我觉得酒店的位置挺方便，其他的一般', '短评打分': 3}
{'短评内容': '位置好', '短评打分': 5}
{'短评内容': '酒店环境还不错,其它方面也都还行,没遇到什么问题,性价比还是比较理想的.', '短评打分': 3}
{'短评内容': '房间比较小，隔音效果太糟糕了。早餐非常不能忍。不过卫生间的玻璃墙设计很有意思', '短评打分': 1}
{'短评内容': 'hencha ', '短评打分': 3}
{'短评内容': '隔音太差，半夜2点还会有隔壁嘈杂的暧昧声音。。很讨厌。很难入睡', '短评打分': 1}
{'短评内容': '价格可以接受..但暖气实在太大..对于没有窗户的房间根本无法入睡..可以把空调口改小..哈哈..我自己把那口给堵了一半好很多了..', '短评打分': 3}
{'短评内容': '位置比较好..交通很方便..但房间实在太小..隔音比较差..', '短评打分': 1}
{'短评内容': '酒店的位置好，但也只有这么一个优点，房间很小，走在房间里咯吱咯吱的声音很大，感觉就像住在木质阁楼，走在走廊里都要担心是不是会塌了.隔音非常非常非常差，晚上睡觉的时候，叫床声，呼噜声不绝于耳，根本睡不着觉，虽然便宜，但我宁愿多花100去找个别的酒店好好睡一觉~再也不会选择这家了', '短评打分': 1}
{'短评内容': '就是服务太烂了 前台态度差', '短评打分': 5}
{'短评内容': '房间超小，木板隔成小房间，隔音相当差。最可气的是本来说好的晚退一会儿房，结果结账时多收我半天房费，极度生气。不推荐', '短评打分': 1}
{'短评内容': '有点老式，但是还是很舒服的，网络有点小问题，需要催一下才给修理，不过服务人员态度很好，而且退房时间非会员也是2点！很赞！', '短评打分': 5}
{'短评内容': '总体感觉还行   可以推荐   ', '短评打分': 5}
{'短评内容': '酒店是一家商务型的,所以里面装修比较简单,还有就是餐饮方面也不是很正规,餐厅非常小,很拥挤,用餐环境不是很好,房间的条件还要以,地理位置也蛮方便的,但优惠程度不大.', '短评打分': 3}
{'短评内容': '床单是脏的，说是我朋友弄脏的要赔，争论了一场，没赔不过生了一肚子气。隔音性特差。', '短评打分': 5}
{'短评内容': '酒店位置不错挺方便出行的.服务还有性价比也可以.就是房间有些潮湿,感觉不太好.住起来不是很舒适.', '短评打分': 3}
{'短评内容': '实在是很一般的，比起如家差远了！', '短评打分': 3}
{'短评内容': '实在是很一般的，比起如家差远了！', '短评打分': 1}
{'短评内容': '位置还是不错的,交通很方便,而且离我办事的地方也很近,服服态度也很热情,就是房间有点小,硬件设施也有些陈旧,另外就是隔音效果很差.', '短评打分': 3}
{'短评内容': '十一入住了六天。服务热情、卫生条件好。周边餐饮方便。', '短评打分': 5}
{'短评内容': '墙壁隔音很差，而且给我分的是没有窗户的房间，房间阴冷潮湿，而且面积极小，只有中央空调，没办法自己调控温度，半夜睡觉冻得不行，卫生也很一般，就是给人一种住进了小日租的感觉。性价比太一般，有点贵了，还不如找个如家，锦江的住住，也就多花一二十块钱', '短评打分': 1}
{'短评内容': '实惠', '短评打分': 3}
{'短评内容': '整体来讲还是不错的,就是房间的墙面不太好是木质的,隔音效果很差,但位置很好离我办事的地方很近.', '短评打分': 3}
{'短评内容': '位置不错，卫生不行', '短评打分': 1}
{'短评内容': '都还不错，尤其是交通挺方便的。不过，就是觉得这样的环境，价格高了，180-220这样的区间还差不多', '短评打分': 5}
{'短评内容': '地点好，网速快', '短评打分': 5}
{'短评内容': '地理位置方便，不错', '短评打分': 3}
{'短评内容': '很好，很不错', '短评打分': 3}
{'短评内容': '本人经常到北京都会入主该酒店，觉得有以下问题\n洗澡的喷头难以固定，不能空出双手洗澡；而且有时候白天水温不够热\n酒店内服务周到，但是楼下餐厅服务恶劣，服务员态度敷衍凶恶，尤其是致电外卖到楼上房间时，电话中语气令人讨厌\n如果房间配备电视的频道表就最好了', '短评打分': 5}
{'短评内容': '地理位置方便，不错', '短评打分': 5}
{'短评内容': '酒店没有描述的那么较好，房间比较小，没有22平大，没衣柜，衣服只能在墙上挂，而且在床上看衣服一目了然，卫生条件不好，地不拖，复合地板，看起来档次比较低，浴室看起来不舒服，感觉脏，总该有个简易淋浴间吧，实际上只有一个沐浴头，无遮无栏的，卫生间门关不上，坏了！\r\n', '短评打分': 3}
{'短评内容': '房间没有22平方大，很拥挤，设施很一般，卫生条件差，给服务员说了让把地拖一下，结果只是扫了下，而且扫不干净，房间没衣柜，浴室只能淋浴，无遮无拦的，洗手池接水都费劲，用水杯一接水就冲出去到台子上，设计非常不合理。', '短评打分': 1}
{'短评内容': '设施齐全 房间有点小', '短评打分': 5}
{'短评内容': '房间整体感觉一般,中午的时候没有热水；位置还是不错的,就挨着地铁口,出行挺方便的；', '短评打分': 3}
{'短评内容': '总体不错  隔音一般 房间没有通风 ', '短评打分': 5}
{'短评内容': '酒店是挺干净的，硬件条件也还算可以，挨着地铁站交通方便，但是服务很一般，而且我觉得258这个价格应该可以住到更好的酒店。', '短评打分': 3}
{'短评内容': '简单整洁，网速不错，值得再次入住', '短评打分': 5}
{'短评内容': '挺好的,各方面都不错,而且位置方便,价格实惠.', '短评打分': 3}
{'短评内容': '酒店的内部的布局觉得很好，虽然房间空间不大但还是很舒适的，性价比可以', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都很好的，酒店的位置不错的，方便出行，性价比不错的酒店。', '短评打分': 5}
{'短评内容': '我们住的是母子间,感觉还不错,就是卫生间还是需要改进,还是有股味道.周边环境还是不错的,靠近旅游景点挺近的,价格方面也比较合适的.', '短评打分': 5}
{'短评内容': '酒店的环境挺好的,感觉蛮温馨的,也蛮经济实惠的,对这家酒店还是比较满意的.', '短评打分': 5}
{'短评内容': '这家酒店基本都还可以的,没有遇到什么不满意的地方,挺规范的,价格也便宜,还不错.', '短评打分': 5}
{'短评内容': '住的这个单人间，我觉得设施方面还可以，房间里也算是干净的，就是房间太小了，位置挺不错的，如果是出门旅游我觉得不太合适，因为太小也就一个人住。', '短评打分': 1}
{'短评内容': '酒店的位置还挺方便的，环境挺不错的，干净整洁，设施和服务都比较周到，所以感觉还不错。', '短评打分': 5}
{'短评内容': '我觉得这家酒店没有介绍的那么好,设施方面很简陋的,服务卫生一般了,我感觉性价比很差', '短评打分': 1}
{'短评内容': '房间挺干净的，位置也不错，上次到的比较早，前台小姐爱好象刚睡醒，爱搭不理的，酒店小商店也不行，从那买的眼是假的', '短评打分': 5}
{'短评内容': '很好，性价比较高，服务好，酒店隔壁有网吧、便利店、饭馆，交通方便，就在苏州街地铁站和海淀王庄站之间，走20分钟左右有家乐福超市和中关村购物商场，距离颐和园、圆明园、北大、清华都很近，打出租车12元就到圆明园了，圆明园也有公车到颐和园，三个站而已。', '短评打分': 5}
{'短评内容': '酒店整体感觉还是不错的,价位也很合适,位置也不错', '短评打分': 5}
{'短评内容': '酒店的设施很简单，电视也很小，不过服务还可以，位置也不错，交通还算是挺方便的。', '短评打分': 5}
{'短评内容': '酒店的房间里没有什么柜子那一楼的设施，比较简单，其他方面都还可以，蛮干净的，价格也还能接受。', '短评打分': 5}
{'短评内容': '适合商旅', '短评打分': 5}
{'短评内容': '只住了一晚,也没太注意,总体感觉还可以,价格也很实惠', '短评打分': 5}
{'短评内容': '酒店服务环境都挺好的，地理位置对于我来说也很方便，价格也不贵，服务也不错', '短评打分': 5}
{'短评内容': '酒店本身的硬件条件，服务挺不错的已经，而且位置还很好，交通便利，我觉得挺不错的。', '短评打分': 5}
{'短评内容': '呃&#183;&#183;&#183;隔音貌似有點&#183;&#183;&#183;', '短评打分': 5}
{'短评内容': '免费的早餐很不错, 地理位置非常好. 单人间B没有窗户, 很不爽.', '短评打分': 5}
{'短评内容': '酒店细节方面坐的很不错,免费赠送当天报纸,地图等.房间内也比较干净,就是地板有些滑,不过整体住着还是比较舒适的.', '短评打分': 5}
{'短评内容': '酒店内部设施还可以,位置交通很方便.', '短评打分': 5}
{'短评内容': '我住的是单人间B，没有窗户房间很闷，这是个很大的问题，而且房价有点稍高了点\r\n', '短评打分': 1}
{'短评内容': '服务很一般，早餐种类太少，吃不好，感觉不如经济型酒店，下次不会再住了', '短评打分': 1}
{'短评内容': '隔音不太好', '短评打分': 5}
{'短评内容': '我是3月26号住的，到酒店门口，门童像个木偶，眼睛看着客人提很多行李，就知是站在那里看，就是不说帮你拿一下。让人对酒店印象太差了。', '短评打分': 1}
{'短评内容': '入住以后觉得整体还可以,但是隔音效果不是很好,楼道的楼梯是木制的,所以外面走动的声音很大,有点吵.不过酒店的地理位置比较不错,酒店旁边就有地铁交通很方便.如果下次朋友来这里的话,值得推荐给朋友入住的.', '短评打分': 5}
{'短评内容': '我入住的是单人间B\r\n在网上看环境不错\r\n实际上比较小\r\n没有窗户\r\n空调也是统一控制，自己不能调节\r\n比较闷\r\n最重要是隔音相当差\r\n很不安\r\n早餐还可以', '短评打分': 5}
{'短评内容': '酒店整体感觉还可以,装修风格让人看着很舒服;不过我当时住的房间没有窗户,所以通风不是很好;而且隔音很差,隔壁的电视声音都能听到;酒店的位置是很不错的,很符合我的要求;', '短评打分': 5}
{'短评内容': '酒店各方面都挺好的,就是房间面积有些小和价格有些偏高', '短评打分': 5}
{'短评内容': '服务卫生还是不错的,价格也不过,就是房间设施很一般,隔音效果也不太好.', '短评打分': 5}
{'短评内容': '早餐味道不好,种类也不是很多环境硬件设施也很一般,设施配套比较偏旧了.', '短评打分': 5}
{'短评内容': '位置很好，服务也可以，设施差点。', '短评打分': 3}
{'短评内容': '位置很好，服务也可以，设施差点。', '短评打分': 5}
{'短评内容': '酒店住的挺舒适的，房间整洁，交通也方便', '短评打分': 5}
{'短评内容': '酒店的设施服务比较一般位置还不错如果是商务型的以出差为目的人可以考虑入住.', '短评打分': 5}
{'短评内容': '酒店房间干净卫生，价格比较便宜，服务也很好，值得推荐', '短评打分': 5}
{'短评内容': '房间没有窗户，隔音效果非常差，隔壁打呼都能听见。', '短评打分': 1}
{'短评内容': '房间内下水道的味道特别浓，不知道其他房间是否也这样，其他都还是比较不错的', '短评打分': 5}
{'短评内容': '冷气有点冷了，通风差一点，别的还可以。', '短评打分': 5}
{'短评内容': '1、缺少商务服务中心，如：打印、传真等。\r\n2、下水道的气味窜入洗手间及房间。\r\n3、为住宿客人提供早餐值得保持和提高。', '短评打分': 5}
{'短评内容': '房间虽然小但很紧凑，给人感觉舒适。而且卫生环境挺好。但是感觉不到什么服务质量，和服务员没有交流和接触，而且免费供应的报纸似乎就有一次去拿到过。总体来说还挺不错，对面的一家叫大瓦罐的餐馆做的菜还挺好吃的。而且直接从酒店后面就能直接步行到中关村，挺方便，值得推荐！', '短评打分': 3}
{'短评内容': '建筑材料质量非常成问题！楼道走上去声音很大！隔音非常非常非常非常的差！连隔壁把茶杯盖放到茶杯上的声音都听得非常非常非常清楚！', '短评打分': 1}
{'短评内容': '隔音不好!空调调的挺高!&lt;br /&gt;\n房间设计经典,有种家的感觉!&lt;br /&gt;\n交通方便!&lt;br /&gt;\n位于中关村核心地带,离电子商城很近!', '短评打分': 3}
{'短评内容': '晚上被隔壁的...声音给吵醒', '短评打分': 3}
{'短评内容': '我前几天在这里住过，要说地理位置确实不是很方便也不是很繁华，酒店环境倒是不错，就是隔音差，隔壁说话听得很清楚；床很不舒服。酒店人员的服务都很不错。', '短评打分': 3}
{'短评内容': '看了各位的评价订了这家酒店。位置有些偏，对面有几路公交，但线路并不多，真要坐公交要到海淀医院附近，但离酒店有些远。酒店周围没什么可逛的，吃饭的话楼下有新疆餐厅，有马兰拉面，还有一两家小馆子，晚上有人摆摊卖烧烤，还有一家网吧，一家书报亭和一家便利小超市。也可到酒店对面走一段路有大的饭馆，总之真正热闹的去处要到海淀医院还要向东附近，走路太远。我只好每次打的出入，不过到中关村各处都不贵。 &amp;lt', '短评打分': 5}
{'短评内容': '我觉得挺好的，离我要去的北大特别近。的确，卫生间的装修比较漂亮，酒店右侧是家新疆餐厅，芥末鱼皮挺好吃的，周围吃饭的地方比较多，往东2站地有家沃尔玛超市，往西1站地还有吉野家快餐。', '短评打分': 5}
{'短评内容': '别的都挺好，就是隔音差点！', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;一家经济酒店作到这个地步,已经很不错了,尤其是卫生间的装修,真的很有品位,价格也非常合理,总体感觉超值,强烈推荐!&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;&amp;lt;FONT style=&amp;quot;BACKGROUND-COLOR: #c0c0c0&amp;quot;&amp;gt;房间小，但整体很洁净，就是隔音差点&amp;lt;/FONT&amp;gt;&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '总的来说还不错吧.', '短评打分': 5}
{'短评内容': '酒店的外部装修和门面以及走廊的地毯，都很差，但是，我选的大床间的内部还是很惊艳的，干净整洁，像是一个简单的家，尤其是单独的卫生间宽畅而有特色，整个房间的窗帘也是简洁明快，唯一要注意的是，地板很滑，我一进门还以为地上结冰了呢', '短评打分': 3}
{'短评内容': '新开业的酒店，比较符合三星的标准，交通也还方便，关键是价格合理', '短评打分': 3}
{'短评内容': '新开业的酒店，装修的味道不是很大，房间很干净，服务态度也特别好，够三星的标准，十一的时候我开了两间房住了7天，觉得很不错，价格也公道，就是位置稍稍有点远，值得推荐！', '短评打分': 5}
