{'短评内容': '非常的不错！', '短评打分': 5}
{'短评内容': '确实是阳朔最好最贵的酒店了！但相比之下，还是觉得硬件差了些！床垫有点硬！！呵呵！房间卫生打扫不及时！可能和服务员少有关系！游泳池的水要换的勤一些就好了！但总之阳朔有这样酒店着实不容易，希望下次去会好些！', '短评打分': 5}
{'短评内容': '酒店位置与自然环境浑然天成，优美和谐。酒店员工有礼，但缺乏系统的专业培训，服务水准与五星级酒店标准相差甚远。也许是试业阶段，很多服务流程都不到位，希望酒店管理层能重视改进。我只是住了一晚，但发现如下问题希改进：\r\n\r\n1。泳池没有提供浴巾给住客使用，给客人造成不便\r\n\r\n2。首先感谢酒店安排免费穿梭巴士前往西街。但本人认为巴士的安排不合理，例如我碰到2次都是安排1台7人车，根本无法满足住客的需求。', '短评打分': 5}
{'短评内容': '应该说是阳朔最好的酒店，卫生和服务方面可能和大城市中的一些五星酒店有差距，但周边环境和酒店建筑风格极具特色，在这里住了四天，很满意', '短评打分': 5}
{'短评内容': '一流的环境,一流的设施,三流的服务水平!缺乏笑容、缺乏温情、缺乏人文关怀；服务效率低下，下午二点半到，三点半才拿到房；服务员工作水平差，竟会忘记收房费！一个连收费都忘记的服务员，想也想得到服务能力有多好。这次去比1月份去时，服务差得太远了，是不是因为客源多了房价上去了服务就下降了？', '短评打分': 1}
{'短评内容': '环境很美,室内的物品很干净,服务人员的态度也好.', '短评打分': 3}
{'短评内容': '太好了，很美，很安静。遇龙河漂流到房门口下了，哈哈。。。阳朔游因为她而变得美丽。推荐', '短评打分': 5}
{'短评内容': '+阳朔最好的酒店了，景色非常好，硬件软件都不错。', '短评打分': 5}
{'短评内容': '阳朔河畔度假酒店相当不错', '短评打分': 5}
{'短评内容': '酒店建在遇龙河畔，风景绝佳，适合举家度假。\r\n但前台服务人员太少，办理入住及退房手续均\r\n要耐心等待。偷偷', '短评打分': 5}
{'短评内容': '这里环境很好，服务人员也热情，下一次带父母去还选择这里。', '短评打分': 3}
{'短评内容': '这里有世外桃园的感觉，非常好！服务人员也热情。最值得推荐的是室外游泳池非常干净，大人孩子都比较喜欢。', '短评打分': 5}
{'短评内容': '恩 酒店很漂亮，不过因为还没装修完 感觉设施不是很齐备 早餐不是很丰富，期待下次入住能有所改善', '短评打分': 5}
{'短评内容': '酒店环境非常飘亮,但服务还要提高', '短评打分': 5}
{'短评内容': '很漂亮的酒店，虽说服务员笑容很甜美，但是服务水平在三星以下，我定了两个房间，有空的时候好好说说，希望酒店能提高服务，不但让我下次有信心再住，也可以向朋友推荐,不要辜负了酒店的美景', '短评打分': 1}
{'短评内容': '+非常满意', '短评打分': 5}
{'短评内容': '如果把度假放在第一位，那么酒店的某些卫生细节倒是可以忽略不计。总的来说酒店所处的自然环境不错，很适合度假。至于蚊虫和小爬虫之类的我想在所难免，毕竟不是一个全封闭的酒店，不可能只欣赏山水，把蚊虫赶出山水之外，它们也是自然界的一个部分嘛。也许是此次度假的心情不错，所以看见小虫小蚊什么的我能宽容接纳。以后有机会我还会选择，也会推荐给朋友，这算是一个有特色的酒店。', '短评打分': 5}
{'短评内容': '位置很好，就在遇龙河畔，每天早晨有漂流的竹排划过，人在景色里\n早餐很丰富，米很好吃：）浴池房间里窗前有浴池，超级享受', '短评打分': 5}
{'短评内容': '酒店很新，部分还在赶工装修。就在遇龙河边，景色很好。房间装修也比较豪华，住在里面很舒适。任何一位员工见到客人都会微笑打招呼，很亲切。入住的客人也很多，好在预定了，否则根本没有房间！\r\n但正如其他点评那样，需要改进的还有不少：\r\n1、酒店还没有全面开业，娱乐设施很少；\r\n2、本来就不多的康乐设施，还安排游泳池在周日换水维修停止运营；\r\n3、房间里竟然没有阳朔地图和阳朔旅游的书；\r\n4、阳朔的飞虫很多', '短评打分': 5}
{'短评内容': '酒店算阳朔最好的，位置和环境都很好。', '短评打分': 5}
{'短评内容': '舒适的度假酒店，服务也还可以，但细节方面与国内一流度假酒度比较还是有明显差距，如新装修房间有明显装修异味，卫浴设施有损坏未及时修复等，不过在阳朔应该还是最好的。', '短评打分': 5}
{'短评内容': '硬件符合5星标准，余下的都不符合。不知酒店是哪个集团管理的，严格的说根本就没有管理和培训。这是我在二三十个国家住过的最差的一个酒店。下面着重说几点：\r\n1/ 预定的是河景房，7号楼正面对河景，但侧面根本看不见河。我们住6室，站在阳台最边上探出身体和脑袋，可以看到树丛里有河的影子。旁边的几个房号一点都看不到河。要求比较高楼层，还是给了一楼的。蚊子和虫特别多。\r\n2/ 大堂在2楼，同一楼面的电梯居然标', '短评打分': 1}
{'短评内容': '非常不错的酒店', '短评打分': 5}
{'短评内容': '开张不久，比较新的酒店，环境设施都还不错。服务方面有待改善，服务员比较机械的服务，可能有提供较好服务的意识，但是实际服务过程中还不到位，酒店应加强服务培训。', '短评打分': 5}
{'短评内容': '非常满意!下次还会选择这家!', '短评打分': 5}
{'短评内容': '已经是第２次入住河畔酒店了！这次感觉非常满意！因为我这次旅游我带了我的小宝贝贵宾犬在身边．入住酒店后经过经理同意可以把我的狗狗带进房间！这是我最满意的地方！值得表扬一下！狗狗是人类最忠实的朋友！下次来我会还住这里！', '短评打分': 5}
{'短评内容': '非常舒适的酒店，位于遇龙河畔，环境幽雅、设施齐全，与三亚亚龙湾的海边豪华酒店有一比，非常适合二人世界的浪漫休闲之旅，也适合家庭渡假。服务态度超级棒！每个人都会向你问好，感觉好极了。到西街和印象刘三姐有定期免费巴士，即使只有一两个人也会专车接送，非常方便。推荐指数五星！', '短评打分': 5}
{'短评内容': '还不错,唯一的遗憾就是去西街的车，太大太浪费。。。', '短评打分': 5}
{'短评内容': '刚才忘了一句，如果服务生英语水平再强一点就更完美了，我会向所有的外国朋友和客户推荐的。。。', '短评打分': 3}
{'短评内容': '很赞的一家酒店！！\r\n和男友入住的时候，他刚做完手术，酒店的服务人员几天如一日的用轮椅接送，班车的司机整洁又nice,帮助上下抬轮椅毫无怨言。无论在什么地方都会看到服务人员亲切的微笑，包括保洁的大姐也会停下手中的拖把向客人问好。早餐简单了些，尤其是西餐数量较少，但对于一个新酒店入住率还不太高的时候，我们理解了。餐厅的菜品味道很好，我吃过的最好的啤酒鱼在阳朔自认为是这家，所以之后的几天都是在酒店餐厅', '短评打分': 5}
{'短评内容': '酒店的环境和设施对得起这个价格，周边环境挺不错，已经来了两次了，下次来阳朔也住这里', '短评打分': 5}
{'短评内容': '忘了说，还是有点点建议的。。\r\n就是上午到中午到西街的发车频率有点慢。感觉阳朔的出租车不是很好找，所以希望能增加两点以前的班次。\r\n另外，早餐变化不是太大哈。希望有改变。。\r\n对了，为什么有的房间有啤酒赠送，有的没有呢？？*(因为有天坐车，车上那个住在9208的客人说他们每天有一瓶啤酒赠送，我们好像没有诶)\r\n\r\n提出的建议，希望酒店越来越好，因为第一次和酒店的偶遇就有宾至如归的感受。。\r\n走到哪', '短评打分': 3}
{'短评内容': '偶然发现的这里，超级喜欢这个酒店给我的感觉。。\r\n住了三天。\r\n每一间房子都对着遇龙河。服务生非常NICE。\r\n前台帅哥真的有点可爱哈。\r\n酒店的房间颜色非常舒服。\r\n下个月还会去，带爸妈一起。', '短评打分': 5}
{'短评内容': '1.\t位置： 离西街10分钟车程，但是酒店很安静，没有西街的嘈杂，风景很美。 \r\n2.\t交通： 免费班车到西街和印象刘三姐，车次白天少晚上多，注意看房间里的班车时刻表。\r\n3.\t房间： 房间很干净很舒服，所有房间都有露台可以看到遇龙河和酒店游泳池，不用担心风景。一楼的房间可以直接从露台走出去到游泳池！\r\n4.\t设施： 基本已经完善了，部分楼白天会施工，有一点噪音。那个游泳池水很清澈，下午可以游泳晒', '短评打分': 5}
{'短评内容': '酒店风景很美，室内设施也不错。但卫生一般，躺在地上蚊子的尸体六天到我离店时依旧睡在那。经常要自己动手给小动物收尸。早餐距离五星级酒店差距很大。晚上送餐服务花样极其少而且时间颇长。如果到西街的班车能在频繁些更方便。服务人员很热情。', '短评打分': 5}
{'短评内容': '硬件可以与亚龙湾的五星媲美,只是还有很多细节与五星有差距.譬如早餐的水准,出品几乎天天一样.不过酒店还是比较注重客人的意见.第一天早餐时我提出酸奶需要放置在冰块上保鲜,第二天看到确时这么做了.当然,价格比亚龙湾便宜,所以总体还是值得推荐的酒店.', '短评打分': 5}
{'短评内容': '单从周边的环境和整个酒店的整体环境而言，非常棒。这次我们入住的是9203和9213，但是9213看到的是山景，所以建议不要再使用河景房的字眼了，其实山景也很美的。\r\n看得出经营者是花了些心思在服务细节上的，比如无论保洁人员还是保安或司机，都很有礼貌，也主动会跟客人打招呼。\r\n需要改进的地方有：\r\n1.没有考虑到晾晒衣服、游泳衣的需要，可以统一在阳台里设置晾晒衣物的装置；\r\n2.没有熨斗，在雨季是很', '短评打分': 5}
{'短评内容': '有很好景观的酒店，服务很不错，还会再去', '短评打分': 5}
{'短评内容': '酒店硬件设施没得说，绝对五星级，和九寨沟的洲际天堂一个水准了。\r\n服务人员态度也很好，每个员工都向我问好。\r\n\r\n只是订房的时候，一定要订高楼层的，我订的一层的江景房，什么都看不到，全被树挡住了，非常郁闷。\r\n\r\n另外，位置离最繁华的西街还是很远，得看着时间赶酒店的shuttle bus\r\n\r\n总的来说，是阳朔最棒的酒店', '短评打分': 5}
{'短评内容': '服务佳，环境非常舒适，渡假休闲放松自我的梦幻般仙境，房间设置配置不太理想，泡澡大浴缸就在进门处一开门就撞见大浴缸怪怪的，使用中就不能开门，蚊虫太多要想办法解决，回来后手脚都是红豆冰', '短评打分': 5}
{'短评内容': '服务不错，环境优美，但食品卫生有问题，吃西餐时水果沙拉里西瓜不新鲜，有酸味，告知服务员后解释为西瓜是厨师刚打开的，但不知道你的整个西瓜放在冰箱里多久了？最后一天吃早饭，发现切好的鸭蛋清上沾着一只死蚊子，无食欲。另老公吃完离店前的早餐后一直肠胃不舒服最后在回来的路上发烧39度，现在都拉肚子。不知是不是饭店的食品卫生有问题，如果是这样的话就太没有5星饭店的标准了。不知还有没有别的入住客人在吃完5月28', '短评打分': 1}
{'短评内容': '酒店的服务非常好，相当热情地和每一位客人打招呼。房间敞亮，阳台正对遇龙河，风景独好！而且傍晚在酒店大堂安排了笛子演奏，很是细心！总之，力荐这家酒店！', '短评打分': 5}
{'短评内容': '风景绝佳，服务很好，还想再去.......', '短评打分': 5}
{'短评内容': '礼宾部不错。入住较慢，在整理房间。服务细节有待提高。中餐厅吃饭还没吃完就要求结账，好心情顿消。郁闷。', '短评打分': 5}
{'短评内容': '酒店依山傍水、景色宜人、空气清新，是一个适宜度假、休憩之地，但美中不足的是：1、早餐品种少、与五星度假酒店名不副实，建议厨师到亚龙湾沿线酒店学习、取经；2、酒店承诺可延迟至15点退房没有兑现，既然承诺，就应履行，不应以旺季为由推脱；3、10点至14点之间没有前往西街班车，出行不便，酒店应当考虑12点退房客人出行需要，推出12点左右至西街班车。', '短评打分': 5}
{'短评内容': '地理位置和环境非常好，设施的维修不够注意。早餐很一般，从很少人用早餐可猜测到入住率并不高，可退房时连延迟一个小时都不让，被要求12点准时退房，很失望！', '短评打分': 1}
{'短评内容': '酒店非常的舒服，服务非常好，干净，床很舒服。性价比高。赞', '短评打分': 3}
{'短评内容': '强烈推荐 绝对是阳朔最好的酒店\r\n座落在遇龙河边，无敌河景 私家码头\r\n酒店的服务也不错，距离西街大概15分钟车程酒店有定点班车\r\n酒店的早餐口味还行，美中不足是现做部分等待时间太长，服务员也略显人手不够，吃个米线排了半个小时也没人维持秩序。\r\n以后去阳朔还会选择这家酒店，希望一切越来越好~', '短评打分': 5}
{'短评内容': '酒店总体很满意！但有前台工作有待跟进！效率要提升，不要浪费一间5星级酒店应该有的水平。早餐餐厅服务和食品应参照5星级标准！不要像个大排档！', '短评打分': 5}
{'短评内容': '他家的服务非常周到，从上车到离开宾馆，一直有服务生为你服务，对你微笑，感觉很好！\r\n缺点也有一些，空调开了一个晚上不热，出租自行车必须在退房前借，退房后就不能借了，这个规定应该写清楚\r\n总体还是非常满意的，希望越做越好，以后有机会再次入住！', '短评打分': 5}
{'短评内容': '在该酒店住了2夜，感觉非常好，很安静，很漂亮，服务也到位。性价比高，建议纯度假的人入住此酒店，很享受很悠闲，我们几个朋友住了之后评价都很高。', '短评打分': 5}
{'短评内容': '我和老婆在该酒店住了三晚，认为酒店的环境很好，但另外方面跟五星酒店还有差距。主要是一：早餐的品种很少，还不如三星的酒店；二：酒店有些配套设施不行，宽带不能正常使用，空调效果不好，娱乐场所没有投入使用；三：由于酒店离西街较远，阳朔的出租车很少，住店客人往返不便，虽然酒店有班车，但是要晚上6：30才有，而且班次不多。', '短评打分': 5}
{'短评内容': '总的来说这家酒店很不错，服务一流（不知是否因为淡季客人不多的缘故了？^^)房间设施很好，也很宽敞，要说唯一不足的呢，一是我去的时候比较倒霉游泳池可能在维护水抽干了，二就是早餐的选择如果用其他5星酒店的标准来看实在太少了，三是check in的时候有提出可不可以给我们free upgrade，不过酒店的答复是只有4间豪华河景房？没有让我们遂愿。如果是真的没有空房了倒是没有关系的，不过那几天客人真的很', '短评打分': 5}
{'短评内容': '离开阳朔仅三天，我和先生就又在商量把下一次的阳朔之行提前到今年的五月份。其中最大的动力就来源于河畔度假酒店。\n\n河畔度假酒店的7208房间将是我们今后阳朔之行的不二选择！\n\n阳朔的美景和河畔酒店的温馨服务已经不需要再多说，只要你身处那里就会有超出预期的满足！\n\n我们的最后两天都选择在酒店和酒店附近，特别值得一提的就是离开那天。早晨在一阵清脆但并不嘈杂的鸟鸣中起床，用过早餐沿河边小路散步到一道小堤坝', '短评打分': 5}
{'短评内容': '在遇龙河边,坐在凉亭里就可以看到遇龙河漂流的人们过堤坝的场面,非常惬意.酒店服务非常到位,每一个员工,都会友善地跟客人打招呼,还提供免费的自行车和光盘可以租,晚上6点半以后还有免费来往西街和印象刘三姐的班车,酒店的餐厅饭菜味道很好,也不贵,老爸是个非常挑剔的人,在酒店里总是乐呵呵的.更有意思的是,河对岸就是我们导游住的村庄,还带着老爸老妈去导游家尝了农家饭.唯一遗憾的是酒店空调坏了,这两天天冷,虽', '短评打分': 5}
{'短评内容': '酒店的风景很好很不错，哈哈，分两次订的房，刚才发现居然还可以再评一次，恩恩，特别说明一下，这家酒店的风光真的很好。', '短评打分': 3}
{'短评内容': '位置够好，酒店本身就是一个旅游景点，风景非常好，比不少阳朔的收费的旅游景点还要好；价格很好，因为是淡季价格尽管是当地最贵的但也绝对不会成为旅行的负担；服务很好，入住的两天里遇见的大部分员工可以明白的叫出我的姓，房间整理的也很不错。\r\n距离热门的西街略远，打车大约三十到五十，离大榕树和蝴蝶泉很近。\r\n如果只是想放松去阳朔的话建议大可以把大部分的时间赖在酒店里，看到了风景，也远离了人群，而且不会有一身', '短评打分': 5}
{'短评内容': '很美 山就在身边 感觉触手可及，如在画中。\r\n服务很热情 ，每个遇到客人的服务人员都会驻足微笑致意。\r\n房间很美（江景大床间），阳台很大，放了一张室外双人床，有茶具，可以对着遇龙河和山景喝茶，很美很美。\r\n免费借自行车，但我去晚了 没有了 较遗憾\r\n去酒店时管接（自西街），回西街时需自费50元 相对距离来说有些贵\r\n1月底入住的 人不多 感觉不错', '短评打分': 5}
{'短评内容': '因为酒店离中心地区很远,酒店除了没有接送服务以外,其它的都非常的好.大家可以放心入住该酒店.', '短评打分': 5}
{'短评内容': '非常好，环境，景色，服务，酒店餐厅的菜品都非常棒！', '短评打分': 5}
{'短评内容': '我是元旦时去住的，一直想写评论，因为没时间，所以拖到现在才来写！\r\n这家酒店我可以称之为阳朔最好的酒店！酒店本身就是一个优美的风景区，位置远离尘嚣，周围环境农田环绕，酒店内部环境曲径清幽，真的是一处世外桃源。（我们是下午抵达酒店的，本来行程安排的是去“世外桃源”这个景点，但是到了酒店，就不想出去了，因为一直生活在钢筋水泥现代城市里的我们一下子就被酒店的优美环境像磁石那样吸住了）。我逐一点评一下那里', '短评打分': 5}
{'短评内容': '不错！下次还来这里住', '短评打分': 3}
{'短评内容': '很好！环境很好。风景很美！', '短评打分': 3}
{'短评内容': '河畔酒店风景和设施都很不错！唯一的缺点就是饮食味道不行，达不到五星级的标准！可以说又贵又超难吃。一碗桂林米粉卖到50元，很小一碗先不说味道真的不怎么样，连路边小摊上的都比不了。希望酒店改善一下厨艺吧！三文治4小块卖到65元！真是天价！比香港！上海！甚至机场的都贵上一倍。。。。', '短评打分': 5}
{'短评内容': '服务态度好。非常满意', '短评打分': 3}
{'短评内容': '非常满意', '短评打分': 5}
{'短评内容': '我和先生是初四从桂林机场打车到酒店的，司机不认识，一路打听才到的，花了1个半小时。初八回去的时候是叫了酒店送机服务，大约1小时10分钟， 车费都是320元，下次再来可以联系旅游部安排接机。我们定的是大床房，床很大很宽，床垫很硬，睡了不容易腰疼。初四那天天气很冷，房间热风不是很足，我们又要了一床被子。以后几天温度回升了，也适应了，就不觉得冷了。酒店新开的，房间设施很新，用起来很舒服。晾晒衣服的地方不', '短评打分': 5}
{'短评内容': '酒店景观很美，环境宁静，员工服务意识和礼貌很好。', '短评打分': 5}
{'短评内容': '酒店还在试营业（还有100多间房要到下个月开），酒店几乎没有什么可以挑剔的地方，服务是非常非常热情的，真正有被服务的感觉。由于天气冷，Check in的时候大堂就有姜茶送上，非常体贴，走在去房间的路上，服务人员都会热情的打招呼，特别感谢旅游部的小沈，非常热心周到，不嫌麻烦，帮我们一家安排了非常好的漂流，采摘，刘三姐的行程。酒店的设施也都不错，就在遇龙河的边上，风景秀丽，美中不足的是离镇上还有一些距', '短评打分': 5}
{'短评内容': '非常好的管理', '短评打分': 5}
{'短评内容': '非常值得推荐的酒店。坐落在美丽的遇龙河畔，风景真的很美。酒店提供免费自行车，可以在周围转转。只是酒店只提供晚间到西街的班车，有点不方便。否则，会更方便。酒店的服务人员非常热情，有宾至如归的感觉。只是我的房间楼上的客人有点吵，否则我的假期会更完美。', '短评打分': 5}
{'短评内容': '非常好的度假酒店。我们一家两大两小入住，服务非常好。孩子也很喜欢。早餐吃的很开心。酒店很美，房间很大。比起在碧莲江景住的一夜，要好许多。有自驾车的尤其方便。酒店的人情味很浓，是许多别的酒店所没有的。', '短评打分': 5}
{'短评内容': '在阳朔能住到环境如此之好，服务如此人性化，性价比如此之好的酒店，实属旅途的意外惊喜。\r\n之前去时，恰巧流感病的很重，酒店很细心的将白粥送到房间，并且时时关心身体状况，让我有被照顾的感觉，很温馨。\r\n如果旅途预算不是太紧张，举双手双脚推荐可以住这里，尤其是江景豪华房，泡在浴缸里，就着啤酒，望着满目的江景，相信会对度假有着很深刻的体会。', '短评打分': 5}
{'短评内容': '临时决定在桂林待一天，于是非常高兴的从网上找到了这家似乎很好的酒店，把对这家酒店的感受告诉大家。夜里到达酒店，酒店班车很快来接，没想到是离开阳朔有些距离的镇上，迎宾服务不错，很快的迎上，但是里面的工作人员，尤其是大堂的一位女的应该是前台经理感觉就一般了一些，不仅如此，网上明明写着是可以延迟到第二天五点离开，当然条件是不忙的时候，可想而知，我是淡季去的，并且新开非常少的入住率，可就是这样，在我提出第', '短评打分': 5}
{'短评内容': '新开业的酒店，人很少，位置也不在镇上，但是值得去尝试，环境非常好，就像住在风景区，所有房间都朝遇龙河，在阳台上可以看到漂流的竹筏，服务很好，就是人少有点冷清。', '短评打分': 5}
{'短评内容': '甲醛位很重，蚊子很多，很多五星設施都沒有，性價比低，員工商業氣息很重，服務不到位，請它们給兒童拖鞋，要了半天最後還要勞駕客戶經理', '短评打分': 1}
