{'短评内容': '房间干净整洁，服务不错，早餐丰富', '短评打分': 4}
{'短评内容': '房间的隔音不太好', '短评打分': 3}
{'短评内容': '朋友说他的房间里面有蟑螂！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 1}
{'短评内容': '环境舒适，服务体贴。', '短评打分': 3}
{'短评内容': '环境很好', '短评打分': 3}
{'短评内容': '该酒店是一四星宾馆，硬件设施不错，卫生也较干净，性价比也较高。', '短评打分': 5}
{'短评内容': '酒店不错，早餐不错。值得推荐。下次还住。', '短评打分': 5}
{'短评内容': ' 房间布置的很利索，设施较完备，免费停车，车位充足，性价比不错，要是能再送早餐就更值得推荐了，下次来石家庄这里应该是优先选择之一。', '短评打分': 3}
{'短评内容': '绝对是石家庄最好的酒店,以后只要去石家庄依然是第一选择', '短评打分': 5}
{'短评内容': '性价比超高，房价带的早餐也不错，会考虑定点酒店了', '短评打分': 5}
{'短评内容': '酒店环境很好，停车方便，房间舒适，性价比优，下次去还会考虑去住', '短评打分': 5}
{'短评内容': '环境服务都还不错，早餐到8点多就没什么了', '短评打分': 5}
{'短评内容': '性价比高，不错', '短评打分': 3}
{'短评内容': '总的来说不错。交通方便。房间大小也还可以，前台服务还行，结帐稍有点慢。早餐也还好，就是电梯挺小的。', '短评打分': 5}
{'短评内容': '酒店设施不错，早餐非常好，交通还可以，下次出差继续住这家酒店。', '短评打分': 5}
{'短评内容': '如果你的预算能比一般的快捷酒店多那么小几十块钱  你还是选择这里吧 你会知道什么是性价比 干净舒适有面子 结账的时候一回头旁边既然是 那小嘴主持人 那威 呵呵', '短评打分': 5}
{'短评内容': '酒店其实是开了很久很久了，因为换了个名字，以为是这两年才开的。位置稍稍有些偏，设施有些旧。服务还是不错的。', '短评打分': 1}
{'短评内容': '次酒店我已经多次入住，总体感觉真的还不错，服务很周到，会给朋友推荐的 呵呵', '短评打分': 5}
{'短评内容': '性价比比较高，周边交通也挺好，不过因为临近华药出门会有有青霉素味道，不过酒店里面还是挺好的。', '短评打分': 5}
{'短评内容': '第一次入住，感觉还不错，就是房间的装修比较好，还需改进。', '短评打分': 5}
{'短评内容': '朋友去住的，觉得挺好的，值得推荐，各方面都不错。', '短评打分': 5}
{'短评内容': '性价比很高，服务业不错。美中不足就是网线拉得太长，要是无线网络就好了。', '短评打分': 5}
{'短评内容': '环境设施都很好，性价比很高，早餐也不错。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店的环境不错，就是房间有一点点小，但是免费的早餐还很很不错的，建议喜欢住小房间的人可以去尝试下', '短评打分': 5}
{'短评内容': '还不错，但是周边的配套比较一般。房间内部还是可以的', '短评打分': 5}
{'短评内容': '方便，干净，还回来的。这里入住的人多，有的时候有点吵。', '短评打分': 5}
{'短评内容': '很好的酒店我不止一次在这里住了，早餐特别丰富，来的时候 这个酒店黑人太别多，，一块做电梯，香水味差点把我熏倒。', '短评打分': 5}
{'短评内容': '环境很不错的样子，看起来还是挺干净整洁的，会再次来的', '短评打分': 5}
{'短评内容': '环境不错、房间装修也还挺好，卫生间的地漏味道很大', '短评打分': 5}
{'短评内容': '交通交通非常方便，酒店条件也不错,价格也算公道，赞一个。', '短评打分': 5}
{'短评内容': '环境还可以，商务房不错，尤其是卫生间，设计的很完美，服务也不错，订餐以后，送餐很快，下次我还会去美丽华的，就是有1个缺点，17楼的电梯按钮漏电，建议修复。', '短评打分': 5}
{'短评内容': '性价比很高，早餐很好，种类十分丰富，自住餐厅24小时营业，很好。\n', '短评打分': 5}
{'短评内容': '性价比很高，早餐很好，种类十分丰富，自住餐厅24小时营业，很好。值得入住啊。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '性价比合适,早餐很好,一切符合要求.方便时候会继续入住.继续努力.', '短评打分': 5}
{'短评内容': '服务很好，房间设施一般，交通稍有不便，地理位置较偏', '短评打分': 5}
{'短评内容': '也是第二次住了，都不错，不过选的是单人间，最便宜的，房间小了点。挺好，下次还会住。', '短评打分': 5}
{'短评内容': '性价比很好的酒店，服务热情，因是收购华药大厦的，设施有些旧，但很卫生，洗澡水非常好，电梯也还不错。距市中心起步价，推荐！评4.6分', '短评打分': 5}
{'短评内容': '不错，卫生干净，饭菜味道还好，环境也不错', '短评打分': 5}
{'短评内容': '房间不错，用品齐全，打车去市中心5元就够了，性价比不错的', '短评打分': 5}
{'短评内容': '环境较好，服务也不错，下次愿再来。兔年吉祥，事业发达！', '短评打分': 3}
{'短评内容': '洗澡水不好', '短评打分': 3}
{'短评内容': '酒店地理位置不错/房间的卫生条件还不错/比较干净明亮/', '短评打分': 5}
{'短评内容': '酒店很好，服务一流，早餐也可以，网速也很快，值得推荐！', '短评打分': 5}
{'短评内容': '美丽华大酒店位于体育北大街，交通便利，周边环境较差，噪音大。', '短评打分': 5}
{'短评内容': '美丽华大酒店服务较好，设施一般，但周边环境较差，有怪味。。。', '短评打分': 5}
{'短评内容': '房间有点小，不过还很不错，暖气声音有点响晚上只能关上睡，早餐不错，', '短评打分': 3}
{'短评内容': '酒店性价比不错，就是早餐过于单调。', '短评打分': 3}
{'短评内容': '住宿环境不错，服务非常好。 唯一不足就是房间太干了。', '短评打分': 5}
{'短评内容': '酒店位置交通便利,环境舒适,餐厅味道好。非常值得推荐!', '短评打分': 3}
{'短评内容': '第一感觉这家酒店的服务态度不错， 虽然218元的单间不算很宽敞，总体还不错', '短评打分': 5}
{'短评内容': '很好的酒店，头三天住在北京心情极度不好，到了这心情就好多了，本来住一天的，第二天老总直接让我哟订了一天。房间很大，设施好。洗澡的水好的不得了，客房的服务也好', '短评打分': 5}
{'短评内容': '该酒店入住过多次，这次住的单人间。床上用品有点旧，不太白。早餐不如以前，西点太少。其它方面很好。', '短评打分': 5}
{'短评内容': '酒店设施可以，价格合适。但是环境太差了。离药厂，发电厂太近。环境不好。空气中怪味大的不行。', '短评打分': 1}
{'短评内容': '还可以，停车场不错，免费停车，早餐丰富，周边环境稍差。。。', '短评打分': 5}
{'短评内容': '货真价实的四星，好！\n房间布置、设施齐全。', '短评打分': 5}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '酒店非常好，干净，交通也方便，下次去还住哪里', '短评打分': 5}
{'短评内容': '不错，酒店房间里很温暖，洗澡水很大也很热！', '短评打分': 5}
{'短评内容': '总台态度很好  尤其是管家服务很到位  要了件浴衣和鼠标垫  性价比很不错哦  还提供咨询 叫车服务 ', '短评打分': 5}
{'短评内容': '酒店很干净，很舒适，价位适中。这次定了两个精品单间（210元）和一个高级标间（260元），单间房间有点小，标间很满意。要表扬的是，酒店的餐饮很丰富，不错不错！', '短评打分': 5}
{'短评内容': '非常好的体验,服务很周到.卫生也很好.稍有不足的是早餐品种少些.', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '石家庄美丽华大酒店的房间非常雅致，饭菜也很好，以后还会推荐给朋友。', '短评打分': 3}
{'短评内容': '已经是第二次住了，早餐没有原来丰盛了。总体感觉只有大堂像四星，房间设施还是更像三星级酒店。', '短评打分': 5}
{'短评内容': '房间商品有点多了，共分了3处放商品。\n单人间有点小\n早餐太中式吃不惯，还好有白面包。\n不知道是不是个人问题，老是被静电电到。\n位置挺偏的，附近都没啥商店的。\n走15分钟到市中心，但体育大街晚上走着觉得不安全\n可坐45路公交到火车站。\n服务到位。', '短评打分': 5}
{'短评内容': '这个价钱能住到四星的酒店，很不错。房间在拐角，两面都是窗，很喜欢。就是浴室小了点。自助餐也不错，东西很多。要是一直能这么优惠，就一直住。', '短评打分': 5}
{'短评内容': '我住了两天，感觉很好，房间一般但很干净，酒店的服务特别好，我走的时候想给我朋友留一张祝福卡，服务员很热情的给我找了几张，非常感谢！', '短评打分': 5}
{'短评内容': '设施和服务都很好， 早餐不够四星级的标准， 隔音效果不是很好', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '该酒店性价比不错，早餐的花样品种也较其他同类酒店要多些。总体感觉还挺好，再到石家庄时还会住这个酒店。', '短评打分': 5}
{'短评内容': '出了点状况，马上给予解决，服务很不错，价格实惠，早餐丰盛。', '短评打分': 5}
{'短评内容': '还不错的酒店，就是房间有点小，整体还行。', '短评打分': 5}
{'短评内容': '酒店一般，设施挺旧的，地理位置也不是很好。', '短评打分': 1}
{'短评内容': '性价比很高，停车方便，早餐丰盛。就是酒店每天都是很多人，有经济又好的酒店都是这样的……', '短评打分': 5}
{'短评内容': '床有些硬，其他的都很好，屋子是单人间，对一个人来说足够了。 洗手间也非常好，热水很足，空调些许有些干燥，不过可以找酒店要一个加湿器。\n隔音效果一般。对客人防打扰措施做的很好。\n性价比不错。', '短评打分': 5}
{'短评内容': '房间有点小！', '短评打分': 3}
{'短评内容': '服务卫生环境都很好！只是设施陈旧一点！', '短评打分': 3}
{'短评内容': '干净整洁，交通方便，工作人员热情。就是这次住的人太多了。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '挺不错的感觉！安静，服务态度不错，有礼貌。性价比也可以的。', '短评打分': 5}
{'短评内容': '价格很超值，服务也不错。只是周边商业有点少。', '短评打分': 5}
{'短评内容': '酒店周边没什么商业网点，房间有些陈旧，早餐一般。一楼有个比萨自助餐厅。', '短评打分': 1}
{'短评内容': '酒店不错，位置也好，周围吃饭也方便。。。。。', '短评打分': 5}
{'短评内容': '很不错的酒店，性价比很高。不愧是石家庄客户评价最好的酒店，下次还住这儿。', '短评打分': 5}
{'短评内容': 'the hotel is dirty & normal', '短评打分': 1}
{'短评内容': '有药味，大堂人多嘈杂，可能赶上会议的原因', '短评打分': 1}
{'短评内容': '酒店设施都不错，服务也很好。唯一不足的一点是周围没有什么超市之类的，在周围买些小的日用品不方便', '短评打分': 5}
{'短评内容': '环境很好  不错 服务业很快 东西干净 就是旁边屋子里 有个男的半夜还在唱男高音 都没人管', '短评打分': 5}
{'短评内容': '酒店不错,高性价比,下次还会选这.交通也比较方便,服务人员比较热情.', '短评打分': 5}
{'短评内容': '还不错了，每次来石家庄都会入住的，性价比都很高，很喜欢', '短评打分': 5}
{'短评内容': '不错，下次还会入住，交通很方便的，而价位也可以接受，性价比很高的', '短评打分': 5}
{'短评内容': '酒店很不错，小而精致。非常适合我们这样的商务人士，下次继续入住。', '短评打分': 5}
{'短评内容': ' 各方面都不错，毕竟是四星的。美中不足电视台太少，周边饭店少。', '短评打分': 3}
{'短评内容': '服务不错，房间设施也不错，如果退房时间能再弹性一点就好了，酒店是1点30退房，而我的飞机2点退房刚好合适，可是延长半个小时就要增加半天房费，只好在外面挨冻了30分钟。', '短评打分': 5}
{'短评内容': '还好吧 下次去 可能会再次入住。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店环境不错，早餐品种丰富，下次还住这儿。', '短评打分': 5}
{'短评内容': '性价比较高，服务和环境都不错，公务和私人居住都是不错的选择。', '短评打分': 5}
{'短评内容': '大厦位置很好，靠近华北制药。距离机场大巴很近，办事很方便！房间卫生很干净，服务非常佩服！我经常住！', '短评打分': 5}
{'短评内容': '酒店很好，服务也很规范，设施够四星标准，酒店后面大约一百米有个小市场，里面很多好吃的。', '短评打分': 3}
{'短评内容': '美丽华大酒店我打100分', '短评打分': 3}
{'短评内容': '因大雾航班误点,请通知石家庄美丽华大酒店我17:00以前到不了,肯定会入住,谢谢！', '短评打分': 5}
{'短评内容': '石家庄美丽华大酒店的点评有如此之多，\n说明大家都很关心。\n虽然仁者见仁智者见智。褒贬不一。\n酒店一一回答。体现了酒店重视客人。', '短评打分': 5}
{'短评内容': '<石家庄美丽华大酒店>具有专业酒店的管理风格\n特别是人性化管理尤其值得称道', '短评打分': 5}
{'短评内容': '位置不错，交通便利。当地中档酒店中性价比还不错。', '短评打分': 5}
{'短评内容': '房间装修整体及早晨都还不错，酒店位置离我们的客户不远，所以还会入住。', '短评打分': 5}
{'短评内容': '啥也别说了，已经是第二次住了，如果能再便宜点就好了，有个前台妹妹不错。', '短评打分': 5}
{'短评内容': '金龙潭大饭店房间设施不错,下次去紫竹桥办事,还住那。', '短评打分': 3}
{'短评内容': '这家总的来说还是不错的，有个前台MM不错，早餐较丰富，还可以吧。', '短评打分': 5}
{'短评内容': '房间不错，但是因为靠近石家庄华药，药厂的味道弄得整晚睡不着。早餐混乱。', '短评打分': 1}
{'短评内容': '离机场大巴近，环境不错，价格不贵。很安静。 下次去石家庄再住。', '短评打分': 5}
{'短评内容': '饭菜很好。酒店房间很干净。还不错，总是住在这', '短评打分': 5}
{'短评内容': '很好啊，下次肯定会住在这的，主要是价格便宜，靠近药厂的味道让人受不了。', '短评打分': 5}
{'短评内容': '早餐差点，房间还不错。出差时一直住这。还凑合吧', '短评打分': 5}
{'短评内容': '到石家庄出差一直住在这，整体感觉不错，唯一的缺点是靠近药厂。', '短评打分': 5}
{'短评内容': '不错，房间很好。干净，设施不错。饭菜不错', '短评打分': 5}
{'短评内容': '住了好几次了。交通方便。饭菜不错。准备一直住这里', '短评打分': 5}
{'短评内容': '酒店设施不错，虽然赶不上4星，3星还是有的。大堂也很大。就是好像会议很多，一楼人来人往的', '短评打分': 5}
{'短评内容': '干净，舒服，服务相当的不错！交通也很方便！', '短评打分': 5}
{'短评内容': '床很舒服，就是房间有些小，早餐内容一般。酒店后面有条街，有很多小吃店，味道不错，推荐晚上有时间去看看。', '短评打分': 5}
{'短评内容': '酒店不错 干净卫生 服务到位 工作人员认真负责', '短评打分': 5}
{'短评内容': '性价比好，服务好，在石家庄是很不错的，强烈推荐。', '短评打分': 5}
{'短评内容': '房间很干净，床还是比较舒服的，就是套房的格局本人感觉不太好', '短评打分': 5}
{'短评内容': '＋相当不错，这个价钱值了', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店不错，虽然房间不大，但很干净，很商务。', '短评打分': 5}
{'短评内容': '把剃须刀等物品落在酒店，回来才发现。CHECK OUT 2天后试着打电话，居然找到了。酒店服务不错，性价比超值。', '短评打分': 5}
{'短评内容': '除了便宜之外，基本没有特点了。主要是离那个药厂太近了，有时候还有味道，其他的都还不错。', '短评打分': 5}
{'短评内容': '一家三口住了公务套房，感觉还不错。一大床一小床，里外间，很方便。\n外间空间有待调整以提高利用率，目前有些空荡。\n\n宽带是个问题，不稳定，常常中断。\n没有冰箱，略有不便。', '短评打分': 5}
{'短评内容': '四星酒店200多很划算啦，自己一个人住的话这个酒店非常好。', '短评打分': 5}
{'短评内容': '石家庄美丽华大酒店硬件，软件都不错', '短评打分': 5}
{'短评内容': '去石家庄出差一直住这里，这个价格，没什么理由不住。呵呵。。。。', '短评打分': 5}
{'短评内容': '很不错的酒店，服务管家相当热情,服务很周到。下次还会入住该酒店！', '短评打分': 5}
{'短评内容': '酒店环境很好…早餐很丰富！性价比很高', '短评打分': 5}
{'短评内容': '酒店环境很好，服务也不错，房间内的设施虽然不算豪华，但好用。早餐很丰富，推荐入住。', '短评打分': 5}
{'短评内容': '价格比较合理设施比较陈旧', '短评打分': 5}
{'短评内容': '酒店不错，距离火车站不远，房间相对干净卫生，早餐也还可以', '短评打分': 5}
{'短评内容': '免费升级为豪华单人间，设施不错，有点四星的样子，房间整体感觉很舒适，竟然有2个方向的玻璃采光，晚上坐在窗台上思考问题很不错。位置在石家庄算是比较偏一点，对面制药厂味道比较大，不过到晚上就好很多了，好在房间全封闭的，没什么影响。下次可能还会住这个地方。', '短评打分': 5}
{'短评内容': '酒店的服务还好，但是房间实在太小了，没有赠送的矿泉水，对入住客人还要收停车费。和其他城市4星酒店还是有差距。', '短评打分': 1}
{'短评内容': '入住1508和1702', '短评打分': 5}
{'短评内容': '很不错的酒店，早餐很不错！\r\n最让人不理解的是停车收费。。。\r\n房屋里洗发液要花钱，无语。。。\r\n其他还满意', '短评打分': 3}
{'短评内容': '整个楼层矮得不得了 我165的个头伸手就能够到房顶 床可以感觉到床垫里的钢丝一条一条的很硬不舒服 房间里还摆着各种商品整个就是个小超市了 食品饮料倒能理解 还有一箩筐各式的避孕套 这个让我怀疑这是什么饭店 怎么感觉像外国的廉价lovehotel 还自称是4星级 太势利了 感觉没有一点4星级饭店的内涵 \r\n在餐厅用餐 竟然桌子沙发上有玻璃碴子 扎到了我的手 叫经理让我等了15分钟 说什么自己在外面忙', '短评打分': 1}
{'短评内容': '以入住？？谢谢', '短评打分': 5}
{'短评内容': '性价比 很高，服务不错\r\n早餐也挺好，\r\n就是附近空气不好', '短评打分': 3}
{'短评内容': '总体来说还不错，干净整洁，适合出差的人住，环境比较安全，女孩子也很放心。', '短评打分': 5}
{'短评内容': '酒店不错,值得入住,唯一遗憾的是四星级酒店竟没有客人的免费停车场,每天停车要交八元的停车费,让人不舒服。', '短评打分': 5}
{'短评内容': '酒店服务很好', '短评打分': 5}
{'短评内容': '酒店比较老，床太硬，但是早餐很好，离高速不远，比较好找。总体还可以吧。', '短评打分': 5}
{'短评内容': '：还不错', '短评打分': 5}
{'短评内容': '环境不错,性价比高.', '短评打分': 5}
{'短评内容': '一如既往的支持此酒店，性价比突出。值得推荐，一直住这里。', '短评打分': 5}
{'短评内容': '早餐很好，硬件不像四星的。不过这个价格还是比较合适的。', '短评打分': 5}
{'短评内容': '早餐种类特别丰盛,总体来说很实惠。以后还会住。', '短评打分': 5}
{'短评内容': '温馨、舒适，酒店服务很好，卫生很好，房间的面积也可以！值得下次再住！', '短评打分': 3}
{'短评内容': '酒店综合性价比很好,餐厅厨师手艺不错,每层楼的房间装修都不太一样', '短评打分': 5}
{'短评内容': '酒店的早餐不错哦，很丰盛哩，房间一般吧，服务很好', '短评打分': 5}
{'短评内容': '价廉物美，很好。马路斜对过有水果市场，买了些桃子带回家，甜。\n住过这么多宾馆，只有这个宾馆的电梯是克虏博的，印象深刻。唯一确点是靠近华药，但整个城市的空气感觉都差不多，住在宾馆里面也感觉不到。\n自助晚餐很丰盛，吃了不少元贝。\n下次去还会住的。', '短评打分': 3}
{'短评内容': '环境很好卫生服务态度很好', '短评打分': 5}
{'短评内容': '很不错，就是周围有股怪味。自助餐品种很多很好吃很划算', '短评打分': 5}
{'短评内容': '性价比很高，舒适安静。楼下卖包的也不错，Cosas牌的包', '短评打分': 5}
{'短评内容': '性价比还可以。但房间有股难闻的味道。位置距是中心稍远。早餐比较丰富。距离四星有差距。', '短评打分': 5}
{'短评内容': '房间奇大无比, 硬件也不错. 性价比高,床有些硬. 在石家庄已经是不错的酒店了. ', '短评打分': 5}
{'短评内容': '服务非常好，卫生与设施也很好，酒店位置好，性价比高', '短评打分': 5}
{'短评内容': '推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐', '短评打分': 5}
{'短评内容': '这次订的单人房挺不错，早餐没吃，不知道怎样。', '短评打分': 3}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '回来几天了，还是想点评一下，早餐很不错，室内很干净，特别是管家服务，我带来了笔记本，没说就给送来了鼠标垫，各方面都不错，就是被子有点潮，可能和气候有关吧！', '短评打分': 5}
{'短评内容': '如果不是在药厂对面,我想都还不错的,不过性价比一般. 交通还是可以.', '短评打分': 5}
{'短评内容': '商务出差还可以，唯一的缺点是周围有股怪味。', '短评打分': 5}
{'短评内容': '酒店装修很好，价格适中，交通还算方便，离北国先天下比较近\r\n非常满意', '短评打分': 5}
{'短评内容': '服务还可以，房间卫生还好。早餐也算丰盛。住店停车收费欠妥。', '短评打分': 3}
{'短评内容': '酒店硬件不错，周围有个药厂，周围老有怪味', '短评打分': 5}
{'短评内容': '很好，自助餐不错', '短评打分': 5}
{'短评内容': '虽然说是四星级，但服务呀什么的超出四星了，总体来说还是不错的！', '短评打分': 5}
{'短评内容': '不错，以后还住这里。', '短评打分': 3}
{'短评内容': '下次出差石家庄，继续订这家酒店。各方面都非常不错。', '短评打分': 5}
{'短评内容': '精致单人间房子比较少，要提前订', '短评打分': 3}
{'短评内容': '挺好，楼下的自助餐不错', '短评打分': 5}
{'短评内容': '房间的设备旧了点。空间小了点。早餐还可以。\r\n', '短评打分': 5}
{'短评内容': '服务还可以，设施一般。总体还成。', '短评打分': 5}
{'短评内容': '服务很好，硬件较差，特别卫生间不舒服', '短评打分': 5}
{'短评内容': '地段比较好，性价比非常合理，2楼餐厅菜也不错。', '短评打分': 5}
{'短评内容': '+没有大床、酒店经理给升级房间!很好', '短评打分': 5}
{'短评内容': '+昨天会客住套房，配套、实用、方便。今天个人入住了单人间，感觉经济、够用、方便。', '短评打分': 5}
{'短评内容': '.美丽华酒店感觉不错，房间性价比较有优势，自助餐实惠。', '短评打分': 5}
{'短评内容': '感觉不错，位置也很方便，价格适中，以后如果需要还会入住', '短评打分': 5}
{'短评内容': '硬件都比较老了,只能说一般吧.后面还有2天要住,再看情况吧', '短评打分': 5}
{'短评内容': '整体感觉很大气 很干净 酒店管理很正规，就是价格再便宜点就好了 哈哈', '短评打分': 3}
{'短评内容': '在石家庄四星级酒店中算不错的，很好 很舒适 价格也不贵哦位置也还行。\r\n', '短评打分': 5}
{'短评内容': '整体感觉很不错，很干净，服务很好，下次继续会入住这个酒店。', '短评打分': 3}
{'短评内容': '218元住比较新的4星级,含早餐,有点缺陷是20层以上是办公楼\r\n', '短评打分': 5}
{'短评内容': '酒店的服务和卫生做的很到位，就是空调调的有些低，希望能调高一些。', '短评打分': 3}
{'短评内容': '环境还不错', '短评打分': 5}
{'短评内容': '+内容', '短评打分': 3}
{'短评内容': '入住', '短评打分': 5}
{'短评内容': '整体感觉不错，下次考虑继续入住。早餐有点少，种类不多。', '短评打分': 5}
{'短评内容': '位置不错，装修不错。不过希望酒店营销部不要再来打扰。\r\n\r\n总的来说不错。', '短评打分': 5}
{'短评内容': '服务非常好，从进门开始，真正能感受到四星级的服务！\r\n不错，推荐！', '短评打分': 5}
{'短评内容': '酒店的卫生和舒适度很好，房间的面积也可以，就是早上电梯有点慢，等了3趟没有下楼。', '短评打分': 5}
{'短评内容': '+信价比还可以。', '短评打分': 5}
{'短评内容': '确实是一家不错的酒店，服务非常的细心贴心，非常值得推荐。在入住期间，服务员帮助烫了衬衫，还帮忙买了洗衣皂和牙膏，发现有水果还送来了刀和果盘，非常的感谢。\r\n价格也不算贵，提前7天定的，还有优惠\r\n位置不是商业正中心，不过石家庄也不大，去哪里都比较方便\r\n总体上，非常好，属于真正用心服务的好酒店，下次来石家庄一定再次住\r\n\r\n小小的建议是房间的空调温度好像太低了，晚上坐在那里很冷，可以设定高一些，这', '短评打分': 5}
{'短评内容': '还可以的服务，楼道管家服务非常贴心，下次还会选择这里！', '短评打分': 5}
{'短评内容': '第三次入住了 过两天将第四次入住 服务非常好的 我曾经看到客房服务写着可以租用电脑是吗？笔记本坏了 不知道酒店可以租用电脑吗？', '短评打分': 5}
{'短评内容': '价廉物美，自助餐不错奥。唯一缺点是靠近华药，但与石家庄其他区域的空气味道没有差别。', '短评打分': 5}
{'短评内容': '值得推荐的一家店!', '短评打分': 5}
{'短评内容': '早餐档次再高些就好了', '短评打分': 5}
{'短评内容': '性价比超好！每次去庄里必住！不知道住了几次了，应该是贵宾了吧？哈哈...200多块，很好的早餐，起码3星水平的硬件和比较不错的软件，非常推荐。唯一缺点就是在酒店传真啊，扫描之类的不便宜。总体不错！以后还会住。', '短评打分': 5}
{'短评内容': '非常好 软性服务就是2楼装修有点吵~！', '短评打分': 3}
{'短评内容': 'good', '短评打分': 3}
{'短评内容': '服务一流,设施齐全,价格优惠,性价比很高,推荐朋友来住.', '短评打分': 5}
{'短评内容': '服务好~！性价比可以~！早餐也算丰富~！还是会推荐~！', '短评打分': 5}
{'短评内容': '总体上说，性价比还是有优势的，就是因为靠近制药企业，空气质量有些差。', '短评打分': 3}
{'短评内容': '非常好!价格也不错!!', '短评打分': 5}
{'短评内容': '好的', '短评打分': 5}
{'短评内容': '房间内应该增设电脑', '短评打分': 5}
{'短评内容': '很好的酒店，下次还会入住', '短评打分': 3}
{'短评内容': '很好，推荐。就是房间里杂七杂八的东西有点多。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '怎么才能签协议 西餐厅服务不太好 而且明明是二十四小时服务 怎么不到十二点就黑灯了 入住2次了 ', '短评打分': 5}
{'短评内容': '总的来说，在这么市中心的位置，这个价位，在性价比方面具有非常大的优势。', '短评打分': 5}
{'短评内容': '准4星的酒店设施，我住的是单人房，房间紧凑，液晶可调节电视。很不错！', '短评打分': 5}
{'短评内容': '酒店很好,但地理位置偏,且位于华药附近,空气非常差!不建议再住.', '短评打分': 1}
{'短评内容': '很好的酒店，性价比很高，下次还会入住的', '短评打分': 5}
{'短评内容': '几次住这里了，一直觉得很好，只是这次住的房间墙上好多的斑点，记得以前没有的。', '短评打分': 5}
{'短评内容': '四星级的酒店竟然没有停车场,停在酒店门口一晚上收费8元,不合理.\r\n', '短评打分': 5}
{'短评内容': '服务不错，性价比高。\r\n酒店对面是华北制药，空气中普遍有股味道。', '短评打分': 5}
{'短评内容': '物美价廉。。。', '短评打分': 5}
{'短评内容': '不错的酒店，房间干净，服务也不错，就是卫生间有点小', '短评打分': 5}
{'短评内容': '酒店的餐饮很好,不用出去吃饭.', '短评打分': 3}
{'短评内容': '房间挺干净,只是卫生间里会有劈啪声,不知是何物,心里挺毛的! 房间里所有的东西,包括拖鞋全是收费的!', '短评打分': 5}
{'短评内容': 'good', '短评打分': 5}
{'短评内容': '性价比及环境都很好，就是自助早餐不如以前丰富，口味也不如以前可口。但卫生、房间内环境和条件很舒适，服务业较到位。还是很喜欢猪这家酒店。', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '酒店旁边有个制药厂，味道超级难闻。', '短评打分': 3}
{'短评内容': '四星级酒店这个收费真的不错', '短评打分': 5}
{'短评内容': '电视换成了液晶', '短评打分': 5}
{'短评内容': '住过多次，眼看着酒店的服务及管理水平一天天的提高。值得推荐！', '短评打分': 3}
{'短评内容': '自从美丽华酒店把早餐改到一层咖啡厅之后，性价比陡然提升，品种非常丰富。此外，晚餐自助58一位也非常实惠。美丽华酒店房间内的设施尤其是毛巾非常干净，柔软，印象深刻。此外，上网速度也很快。感觉目前美丽华性价比在石家庄可以数一数二了，值得推荐！', '短评打分': 5}
{'短评内容': '住了很多次了！性价比值得！美丽华应该给我VIP待遇啦。。。哈哈', '短评打分': 5}
{'短评内容': '位置好，在附近办事情很方便！', '短评打分': 5}
{'短评内容': '单人间面积略小，不过四星级酒店218/元每间夜的价位还算可以吧', '短评打分': 3}
{'短评内容': '很不错的选择，距离河北电力设计院很近', '短评打分': 5}
{'短评内容': '因为出差办事地点近选的此酒店。商务中心晚上9点就关门，与四星酒店不匹配', '短评打分': 5}
{'短评内容': '再次入住 不错 但是这次被子怎么有些潮呢', '短评打分': 5}
{'短评内容': ' 美丽华大酒店在石家庄总体而言性价比是很好的', '短评打分': 3}
{'短评内容': '位置好', '短评打分': 3}
{'短评内容': '位置好', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '因为工作还没有结束，所以又是续住。美丽华值得续住。', '短评打分': 3}
{'短评内容': '一般而已.这样的价格.也不敢太奢望有什么好的条件了.', '短评打分': 1}
{'短评内容': '又续住了二天，美丽华大酒店确实值得续住', '短评打分': 5}
{'短评内容': '美中不足：1）水压高造成每次隔壁用水，声音都很大，尤其是早上熟睡时遇到勤劳的早起者；2）早餐档次与酒店档次不对称，可以再贵一点。', '短评打分': 5}
{'短评内容': '酒店位置不错！', '短评打分': 5}
{'短评内容': '设施比较陈旧了~~~属于老式酒店，只能说对得起这个价格', '短评打分': 1}
{'短评内容': '最重要的是价格合适，不错！', '短评打分': 5}
