{'短评内容': '非常好，好，好。', '短评打分': 5}
{'短评内容': '特价房果然是特价房 哈哈  还行吧  有机会还会来住的', '短评打分': 5}
{'短评内容': '酒店比想象中的好 有早餐 蛮丰富的 吃的有点多 ', '短评打分': 5}
{'短评内容': '还行吧，住了3次了！周围偏僻一点，早饭很不错！', '短评打分': 5}
{'短评内容': '房间不大，基本什么东西都有，住的时候房间电视有数字电视，但变成黑白了，没法修，洗澡的热水很好，谁很大，很舒服，空调是中央空调，效果不明显，早餐很不错觉得很棒，这酒店还不错，价格便宜，还会入住', '短评打分': 5}
{'短评内容': '酒店依然让我满意, 唯一不足是被子,这次好像不大干净,睡上去皮肤就起反应。', '短评打分': 3}
{'短评内容': '服务不错，房间干净，两个人，只能拿一份早餐券。总的来说，还可以，有机会下次在来。希望下次能拿到两份早餐券。', '短评打分': 3}
{'短评内容': '还是比较满意！一切一如既往的好！谢谢……', '短评打分': 5}
{'短评内容': '房间设施不错，就是隔音效果不太好，服务态度还可以', '短评打分': 5}
{'短评内容': '房间设施齐全，服务态度不错，但和照片上比房间面积偏小', '短评打分': 5}
{'短评内容': '除了房间少了点，其它都不错，还有就是离市中心远了点', '短评打分': 5}
{'短评内容': '很不错的酒店，酒店位置离江南市中心不远靠近居发小区，卫生不错，价格实惠！', '短评打分': 5}
{'短评内容': '很好的，装修挺漂亮，我很喜欢，下次去，还会去的，HOHO', '短评打分': 5}
{'短评内容': '第二次住了。价格实惠。还不错的。以后应该会常来。', '短评打分': 5}
{'短评内容': '还不错，有早餐。附近有点偏僻。没有什么地方好玩。', '短评打分': 5}
{'短评内容': '我是第一次去金华的 酒店真的很好  优雅干净 让人觉得很舒服  不幸的是我在马路上丢了手机 但我又不确定具体在哪里丢的  后来还打电话到酒店 服务人员态度超好的 还帮我找的  虽然没找到  但我还是很感激他们的热情服务！！！所以 给我的映像超好！！！', '短评打分': 5}
{'短评内容': '  总体感觉很好，干净。可是前台办事能力差，不够专业！', '短评打分': 5}
{'短评内容': '该酒店设施齐全，较为突出的是网速很快，位置适中，价格优惠，性价比较高，就是早餐比较简单。', '短评打分': 5}
{'短评内容': '该酒店设施齐全，位置适中，价格优惠，性价比较高，就是早餐比较简单。', '短评打分': 5}
{'短评内容': '不错不错，价格便宜，早餐质量也好。。。。。。', '短评打分': 5}
{'短评内容': '酒店总体不错,服务什么都让我很满意,性价比很高,所以我给个好评。', '短评打分': 3}
{'短评内容': '还不错的。第一次去住。感觉浴室蛮好的。下次婴孩还会去 而且价格实惠 ', '短评打分': 5}
{'短评内容': '房间面积小了点,位置太偏僻，吃饭都没有地方，不过就是价格便宜些', '短评打分': 1}
{'短评内容': '这家酒店设施齐全，价格合理，促销活动很多。', '短评打分': 5}
{'短评内容': '性价比比较高 环境不错 设施也比较完善 还有小冰箱 确实挺不错的 就是交通不是很便利 ', '短评打分': 5}
{'短评内容': '总体不错 订房 还赠送了小礼物 下次还会光临的', '短评打分': 5}
{'短评内容': '在金华来说，这个位置偏了点，晚上要出去逛就需要打车了', '短评打分': 3}
{'短评内容': '住一晚，谈不上大的意见，就是房间面积小了点', '短评打分': 3}
{'短评内容': '房间有点小，没有餐厅，吃饭不是很方便，其他都不错。', '短评打分': 5}
{'短评内容': '性价比不错的，位置也安静。为了给其他用户提供更有价值的意见，请您发表20个字以上的点评。', '短评打分': 3}
{'短评内容': '干净舒适温馨超值。服务员态度很好，环境也很安静，早餐很好吃，总之80块钱很值得。在金华口碑很好的一家酒店。性价比高、', '短评打分': 3}
{'短评内容': '+干净舒适温馨超值。服务员态度很好。环境也很安静。早餐非常值。总之80块钱超值性价比高，在金华口碑也很好的一家店！', '短评打分': 5}
{'短评内容': '不知道是不是每位网友入住的都是同一个房间，我住的房间卫生间也漏水的。', '短评打分': 5}
{'短评内容': '相当不错的。。价格挺实惠的，酒店环境也很好。下次还会入住', '短评打分': 3}
{'短评内容': '很好，性价比比较高~！值得推荐。就是位置偏了一点，在闹市的话就是完美了', '短评打分': 5}
{'短评内容': '多次入住了！不错的地方！到金华的首选，性价比还是很不错的！', '短评打分': 3}
{'短评内容': '很实惠的酒店，环境很不错~~虽然床有点小，但一个人睡也够了~~以后去金华就锁定它啦~~', '短评打分': 5}
{'短评内容': '原本定的是单人间,后来换了标间,很好,房间很大,地段也不错', '短评打分': 5}
{'短评内容': '还行，前台效率低了点，早饭有点少哦. 高级单人就是没电脑。', '短评打分': 5}
{'短评内容': '酒店环境非常好，我很喜欢，而且我在网上预订的，没想到这么便宜可以住到这么好的房子我很开心', '短评打分': 5}
{'短评内容': '很好的经济型酒店，地理位置便捷，服务热情，卫生干净', '短评打分': 3}
{'短评内容': '酒店地理位置很方便，服务很周全，卫生很好，让人很感觉温馨，下次会再次选择它', '短评打分': 3}
{'短评内容': '我入住是特价房,一个人住,感觉麻雀虽小,五脏俱全.挺有特色的,下次还会去住,就是空调有点响.送的早餐还不错.', '短评打分': 5}
{'短评内容': 'good 整体来说性价比还是不错的 下次还会入住', '短评打分': 5}
{'短评内容': '干净', '短评打分': 5}
{'短评内容': '其实每次到金华住的都是这家店了，这次的房间比以往的小，但是设施还是齐全的，服务还是到位的，喜欢这里的风格，总之以后还会来住。', '短评打分': 5}
{'短评内容': '本来入住的挺好的，只是一个蛮注意细节的酒店，很多小地方都注意到了，网速也不错。而且80的特价房有这样的性价比也满足了。但是离店的时候有点不开心，他只能提供你住店金额的发票，不予多开。所以各位出差的朋友要注意下了！', '短评打分': 5}
{'短评内容': '很实惠，价格很公道，性价比很高，租到的是80的特价房，有液晶电视，没电脑，床比较小，房间还可以，比较长，地理位置的话是紫阳豪庭好点，不过是同一个老板开的，紫阳豪庭也有80的特价房，儿紫东驿站也延续了相同的风格和销售策略，总体感觉不错，下次去还会入住，首选紫阳豪庭，再选紫东驿站', '短评打分': 5}
{'短评内容': '很实惠的酒店,服务到位,房间干净,位置便捷,下次还会来住', '短评打分': 5}
{'短评内容': '酒店性价比很高 很安静 值得一试', '短评打分': 5}
{'短评内容': '在金华来说，位置一般，不过服务态度很好，房间就是小了点，房间内设施还是挺好的', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还是性价比比较高的，不错,环境很干净，很舒适，不错；', '短评打分': 5}
{'短评内容': '＋嗯还过得去初步印象。住过了再进一步给评', '短评打分': 5}
{'短评内容': '酒店位置有点偏,乘车不大方便,房间布置还可以,', '短评打分': 5}
{'短评内容': '房间有点小，地点有些偏，饮食不方便\r\n说好有早餐送的，打电话去说没了，服务也太差劲了', '短评打分': 3}
{'短评内容': '服务还可以，地点有点偏，饮食不方便。', '短评打分': 5}
{'短评内容': '酒店性价比较高：地理位置好，设施齐全、价格合理；就是早餐比较简易。', '短评打分': 3}
{'短评内容': '酒店位置较好，设施齐全，性价比较高，但早餐比较单一，只是简餐。', '短评打分': 5}
{'短评内容': '酒店设施齐全，有点超乎我想象，还有免费的早餐赠送，但房间的空调风扇有点响，这是唯一不满意的地方。', '短评打分': 5}
{'短评内容': '可以的，网络不错。卫生不错。就是没有午餐卖', '短评打分': 3}
{'短评内容': '这个价位其实也没什么可奢求的了，性价比绝对是可以的。不过空调声音太大 跟打雷一样 受不了 。希望改进', '短评打分': 5}
{'短评内容': '+房间不错,这个价格很实惠。', '短评打分': 5}
{'短评内容': '还行吧总体感觉还行还行就是饭菜中午没有哈哈哈', '短评打分': 3}
{'短评内容': '总体不错，就是边上没有好吃的东西，九点餐厅中午和晚上没有饭菜', '短评打分': 5}
{'短评内容': '这个酒店不错，细节很舒适。挺好的。洗手间装修很有特色的', '短评打分': 5}
{'短评内容': '位置不错，房间满意！价格合理！值的推荐！', '短评打分': 5}
{'短评内容': '房间不错，80的特价房能这样已经很好了，而且还有冰箱可用，呵呵', '短评打分': 5}
{'短评内容': '酒店在小区旁边，比较安静 位置相对有点偏 打车不方便\r\n前台接待表现一般，房间设施有些不尽人意，窗户不好开啦 卫生间地漏堵啦\r\n', '短评打分': 1}
{'短评内容': '整体感觉很不错，很干净，交通很便利，打的不方便', '短评打分': 3}
{'短评内容': '很实惠的一家酒店，就在市区，出行方便 ', '短评打分': 5}
{'短评内容': '金华二星的酒店，里面的设施很好，还挺出乎我预料的，因为当时就想住在月亮湾小区附近，选的这家酒店，虽然是迷你间，入住的价格很低，但是空间还挺大的，还有早餐可以享用，位置也很好，去江边商业街，打车八元钱就到了，', '短评打分': 5}
{'短评内容': '不错,性价比还行.', '短评打分': 5}
{'短评内容': '整体的服务还不错，环境也很好。', '短评打分': 5}
{'短评内容': '所招的服务员都是来自与乡村，没有经过培训，服务等软实力与酒店的硬件设施相差太远，且房间价格稍高，性价比不是很好。', '短评打分': 3}
{'短评内容': '所招的服务员都是来自与乡村，没有经过培训，服务等软实力与酒店的硬件设施相差太远，且房间价格稍高，性价比不是很好。', '短评打分': 3}
{'短评内容': '所招的服务员都是来自与乡村，没有经过培训，服务等软实力与酒店的硬件设施相差太远，且房间价格稍高，性价比不是很好。', '短评打分': 1}
{'短评内容': '酒店不错！', '短评打分': 5}
{'短评内容': '唯一的遗憾就是位置离工作的地方太远', '短评打分': 5}
{'短评内容': '性价比很高，还有早餐券送，还是很不错的，下次有机会还会住。', '短评打分': 5}
{'短评内容': '对了，居然有冰箱！让我这住惯连锁快捷酒店的人很是吃惊', '短评打分': 3}
{'短评内容': '这可能是我住过的最有性价比的房间了！\r\n里面物品都非常好，卫生也很让人满意。拖鞋是那种很厚的。\r\n当然面积比较小，但很舒服，关键是这个房间的布局很隔音啊。\r\n就有一点，下水堵了，洗澡时水漫金山。\r\n总之如果下次还有机会，我能订到这特价房，一定要再来试试！', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '前台结算太慢', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '就是房间非常小哈哈', '短评打分': 5}
{'短评内容': '不错 性价比很高', '短评打分': 5}
{'短评内容': '是一个相比较算实惠的酒店，尤其是送早餐，节省时间，很好。', '短评打分': 5}
{'短评内容': '前台服务态度不是很好，早餐蛮好的，性价比很好，很高。交通不是很方便。不过整体真的很好。', '短评打分': 5}
{'短评内容': '一个住 OK', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '性价比很高，值得入住，还有早餐', '短评打分': 5}
{'短评内容': '就是空间比较小，床比较小点，卫生条件还不错，周边配套店少点，买东西要打车去市中心，性价比很好！', '短评打分': 5}
{'短评内容': '交通方便，性价比高。推荐！', '短评打分': 5}
{'短评内容': '第一次 用了 ELONG 来到了 酒店 是晚上的6点15分 冒着大雨 赶到了酒店\r\n很忐忑 因为预定的房间 不知道 如何。拿到了房卡 进入了 房间 焕然一新 简直不敢相信 能花低价住着 高价房。清新 自然 温馨这是我的感觉。早上 来到的 饭堂（免费） 20多种 早点 餐菜 满足了 不同的人。除了说 我还想住 其他没有了', '短评打分': 5}
{'短评内容': '没有电脑，出差要用上真是不方便！！写的有宽带，没有电脑，要电脑房，单独加钱，不爽', '短评打分': 1}
{'短评内容': '还不错的，早饭是免费的', '短评打分': 5}
{'短评内容': '每次去金华都住这里，还不错', '短评打分': 5}
{'短评内容': '环境还行，很安静，有冰箱，性价比高，但室内光线有点暗。', '短评打分': 3}
{'短评内容': '4.2晚入住10楼带电脑的房间一间，感觉酒店的弱项在于：\r\n1.大堂小，前台接待员是坐着的，就像电信柜台一样。进门没有保安人员，安全系数感觉较低。\r\n2.电梯空间很小，仅能容纳3人左右，有压抑感，且内部卫生不佳。\r\n3．过道较小、内部装修，颜色较深、有点陈旧，不能让人感觉到温馨、舒适、安全。\r\n4．房间内装修同样，颜色较深而且有点陈旧，地上铺了化纤地毯，但是很不干净，可能已经洗不干净了，房内灰尘较', '短评打分': 1}
{'短评内容': '环境很好，也很安静，而且有冰箱。', '短评打分': 5}
{'短评内容': '每次都住这间酒店，如果只是为了有个落脚的地方，这里真的是不错的选择，性价比超高的！还有上网和电视。网速还行，电视频道选择就不算多，不过也够看了！\r\n建议入住的时候要求酒店给你分配够里面小区的房间，这样比较安静！\r\n早餐水平有待提高！', '短评打分': 5}
{'短评内容': '该酒店的环境挺不错的，唯一有欠缺的就是房间的光线太暗了，不明亮。', '短评打分': 5}
{'短评内容': '早点种类太少，去迟点都没什么东东了。房间的毛巾之类也太旧了些。', '短评打分': 5}
{'短评内容': '服务一般了，早上去晚了点，啥玩意都没了，总体感觉还是可以的', '短评打分': 5}
{'短评内容': '总体来说还不错', '短评打分': 5}
{'短评内容': '性价比很高的酒店~服务也很好。', '短评打分': 3}
{'短评内容': '这家酒店总体来说很不错，服务态度超好，那天早上刚好下雨，出门的时候酒店的服务员帮我把车叫到酒店门口，房间干净整洁，空间也算可以，总之性价比超高，下次去金华还会住这家。', '短评打分': 5}
{'短评内容': '床很舒适，房间卫生很好，满150元还送电影票，在金华看了锦衣卫，哈哈。唯一有点遗憾的是电视点播系统有点卡，看着看着就没了。', '短评打分': 5}
{'短评内容': '性价比较高的一家酒店，适合有预算控制的出差人士。', '短评打分': 5}
{'短评内容': '性价比超高', '短评打分': 5}
{'短评内容': '总体不错，就是早餐差了点', '短评打分': 5}
{'短评内容': '经济实惠', '短评打分': 5}
{'短评内容': '比我想象中的要好很多，虽然是迷你房，但空间很大，用品很齐全，很不错', '短评打分': 5}
{'短评内容': '店的位置还可以，就是空间小了些，总体算良好吧，性价比还成', '短评打分': 3}
{'短评内容': '我是帮助朋友预定的，感觉价格很合适，房间空间有点小，位置很便利，整体性价比可以', '短评打分': 3}
{'短评内容': '非常不错的酒店，价格很便宜，服务和环境都很好', '短评打分': 3}
{'短评内容': '酒店位置比较偏僻，房间极小，是我所见过的最小的，不过设施很新', '短评打分': 5}
{'短评内容': '总体感觉不错', '短评打分': 3}
{'短评内容': '性价比很好的酒店，条件不错，设施齐全', '短评打分': 5}
{'短评内容': '总体感觉还是不错的，主要性价比很高，就是迷你房确实稍微小了点，在格局上刚开始很不适应，总体感觉还是不错', '短评打分': 5}
{'短评内容': '性价比还可以，就是位置稍微偏了点', '短评打分': 5}
{'短评内容': '蛮不错的!', '短评打分': 5}
{'短评内容': '酒店整体的性价比还是可以的,各方面的条件还是蛮理想,不好的地方就是前台的人员服务不是很到位,对自己的地理位置不是很清晰,当时找了很久,早餐的供应时间也短了点.', '短评打分': 3}
{'短评内容': '还是比较不错的酒店,房间的设施和卫生都挺不错的,服务还是比较满意的,因为第一次去对酒店的位置还不是太熟悉但是打车的话司机都知道还是比较好找的,性价比也很不错,挺好的一家酒店.', '短评打分': 3}
{'短评内容': '真的很好，虽然是迷你的特价房，但是真的很不错，下次还会光顾', '短评打分': 5}
{'短评内容': '酒店做的感觉还是不错的,风格我喜欢.楼下的足浴性价比很高的.\r\n消费达到标准还有礼品赠送,值得推荐.', '短评打分': 5}
{'短评内容': '服务态度很差，开车过去的，总台小姐，基本地理位置都不清楚，还要我问路人，让我找了好久才找到，到了之后还振振有词的说我没有说清楚，不是因为太晚了，我当时就换地方了！！', '短评打分': 1}
{'短评内容': '位置偏一点，其它的都不错，性价比高！', '短评打分': 5}
{'短评内容': '真的很好', '短评打分': 5}
{'短评内容': '酒店的卫生条件和人员的服务很一般，不过设施条件还不错，位置也比较方便，价格合适，总的来说还是不错的。', '短评打分': 3}
{'短评内容': '住的是特价房，虽小但设计布置很实用，给我即将装修的新房好些灵感。', '短评打分': 5}
{'短评内容': '基本上还满意，性价比比较高。', '短评打分': 5}
{'短评内容': '该店价格、环境、卫生均不错！', '短评打分': 5}
{'短评内容': '很高的性价比，下次还会选择入住的酒店', '短评打分': 5}
{'短评内容': '总体感觉都很不错的，唯一的缺憾就是位置比较偏僻，中午晚上出来想找个地方吃东西都找不到。但论性价比，这还是可以滴！', '短评打分': 5}
{'短评内容': '酒店服务很好,卫生条件也很干净,住着很舒服,设施完善,性价比很高的酒店,下次还会入住的,值得推荐', '短评打分': 3}
{'短评内容': '走进房间地毯有一股味道,很难闻,服务很一般,地理位置很好交通方便,要是能把地毯的味道清洗干净酒店还是很不错的.', '短评打分': 3}
{'短评内容': '酒店还可以。性价比很高。服务还好。', '短评打分': 5}
{'短评内容': '酒店位置有点偏，卫生 设施还可以，价格是非常优惠的，很适合群体入住，性价比还是可以的。总体还是值得推荐', '短评打分': 3}
{'短评内容': '卫生和服务方面还可以,但位置太偏了,很不太好找,下次不会住这家酒店了.', '短评打分': 3}
{'短评内容': '物有所值 推荐\r\n', '短评打分': 5}
{'短评内容': '非常性价比高的酒店，经济实惠店！！！推荐喜欢性价比的人入住！！！', '短评打分': 5}
{'短评内容': '不错，就是地理位置偏些', '短评打分': 5}
{'短评内容': '性价比高，房间还不错，适合出差旅行！唯一的缺点是附近没有餐馆，吃饭比较不方便。', '短评打分': 5}
{'短评内容': '价格实惠', '短评打分': 5}
