{'短评内容': '水温太低，晚了之后更低，要改善，网络慢的要死，经常断网', '短评打分': 1}
{'短评内容': '设施陈旧、服务态度冷淡，与其他城市同价位酒店相比差很多，比较失望！！！！！', '短评打分': 1}
{'短评内容': '网速很快，还有茶叶，茶具，房间有点小，周围吃饭的地方不多，总体不错。', '短评打分': 5}
{'短评内容': '酒店不错啊，值得推荐，位置比较好。楼下吃饭也比较方便！', '短评打分': 5}
{'短评内容': '条件一般，但是价格还是较便宜的。工作人员服务态度很好', '短评打分': 5}
{'短评内容': '整体都不错，只是设备确实稍微有些陈旧，不过完全不影响使用，地方也蛮好找的，天主教堂旁边~ \n', '短评打分': 5}
{'短评内容': '整体都不错，只是设备确实稍微有些陈旧，不过完全不影响使用，地方也蛮好找的，天主教堂旁边~', '短评打分': 5}
{'短评内容': '房间不错、宽敞舒适、适合居住、房间也比较卫生、又在闹市区、不错不错', '短评打分': 5}
{'短评内容': '挺好的  就是网速不是很好，卫生间有点破  挺干净的 空调不是很好', '短评打分': 5}
{'短评内容': '我感觉不怎么样，我要的是商务大床间，可是电脑却不好用，上个网相当的费劲了，而且介绍的是有空调的，可是我却连个像空调的东西都找不到，很气愤！！！', '短评打分': 1}
{'短评内容': '交通比较方便，房间还不错，稍微有点旧，总体来说还是不错的', '短评打分': 5}
{'短评内容': '订房方便、房间卫生良好、前台服务良好、不错、每次太原都住这边\n', '短评打分': 5}
{'短评内容': '干净舒适、服务良好、前台待客礼貌、交通方便、值得一住', '短评打分': 5}
{'短评内容': ' 没有无线网络，电脑宽带太慢，剩下都挺不错，旁边天主教堂会准点敲钟哦', '短评打分': 3}
{'短评内容': '还不错，房间舒适，视野开阔，也还算干净，床也舒服，缺点是：卫生间味大，空调噪音大。总体不错，100分的话能打90分', '短评打分': 5}
{'短评内容': '总的挺好.感觉该装修了.房间有点凉', '短评打分': 3}
{'短评内容': '很好！', '短评打分': 3}
{'短评内容': '不错，很干净', '短评打分': 3}
{'短评内容': 'ting bu cuo de !huanjing bu cuo !xing jia bi hen gao de yi ge jiu dian !', '短评打分': 5}
{'短评内容': '价钱倒是便宜，对面的小吃也丰富。就是入住后沐浴露瓶是坏的，第二天起来没冷水。厕所不能冲。', '短评打分': 1}
{'短评内容': '返券很划算哟。地理位置不错，距离大南门很近', '短评打分': 5}
{'短评内容': '太原本土的商务连锁酒店，专业，交通便利，马路对面的早点和小吃很不错哦', '短评打分': 5}
{'短评内容': '维客是太原的连锁酒店，服务管理都挺到位，只是房间有些味道，希望酒店常开开门，通通风，另外，马路对面的早点，小吃等至今让我回味……', '短评打分': 5}
{'短评内容': 'z这次没有了上次大床房的浴缸,不过总体还可以.楼下好吵,每天不停的防音乐.一天都不停.', '短评打分': 5}
{'短评内容': '服务很好。周围还不错。就是设施有点旧了。', '短评打分': 5}
{'短评内容': '多次入住 依旧喜欢 只是位置不是很理想 每次都要跟出租车司机解释半天', '短评打分': 5}
{'短评内容': '环境不大好(20至2000字以内，请勿发表违反国家法律的言论。) ', '短评打分': 1}
{'短评内容': ' 已入住 洗手间淋浴间设计很差 房间总有异味', '短评打分': 3}
{'短评内容': '感觉比较陈旧，不是很好。卫生也不太好。。。', '短评打分': 1}
{'短评内容': '价格还是比较实惠 适合家庭住\n就是房间比较小。', '短评打分': 5}
{'短评内容': '服务周到 房间够大 物超所值 ', '短评打分': 3}
{'短评内容': '性价比较高，卫生比较干净。服务一般。地理位置适中，交通挺方便的。', '短评打分': 5}
{'短评内容': '这次定的性价比较高，只是位置稍偏（离我办事的地点），卫生间感觉比较不整洁，比较旧，总体还可。', '短评打分': 5}
{'短评内容': ',干净卫生，不错', '短评打分': 3}
{'短评内容': '定的138的大床间 性价比还可以 隔音不太好\n交通还算便利 到火车站柳巷都有直达车 \n周围有市场 便利店 德克士 \n总体感觉还好 ', '短评打分': 5}
{'短评内容': '不错，早餐不行。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '整体还不错 卫生间下水道有点堵，加返券的话 还是比较合算', '短评打分': 5}
{'短评内容': '挺不错的!工作人员态度挺好！很热情！下次还来！', '短评打分': 5}
{'短评内容': '，不错，干净舒适', '短评打分': 3}
{'短评内容': '破破烂烂，没啥好评价的。都怪自己选的不好。', '短评打分': 1}
{'短评内容': '已经第二次入住了，酒店的设施不错。但隔音效果可能不好。要注意哦', '短评打分': 5}
{'短评内容': '房间面积可以，床很舒服.位置可能偏了点，不过总体而言，性价比还是不错的啦', '短评打分': 5}
{'短评内容': '恨值得推荐!房间干净!价钱合理!性价比高!', '短评打分': 5}
{'短评内容': '环境不错，房间挺大，大床房物超所值，以后还来…', '短评打分': 3}
{'短评内容': '；干净卫生，交通方便，价格还算合理', '短评打分': 3}
{'短评内容': '看中返40，还是比较划算的，床比较舒服。', '短评打分': 5}
{'短评内容': '卫生间有异味。  服务台言而无信的，  餐厅将上一天未吃完的馒头又放到第二天食用。', '短评打分': 1}
{'短评内容': ';干净卫生，价廉，不错，交通也方便', '短评打分': 3}
{'短评内容': '不错啊', '短评打分': 3}
{'短评内容': '住了很多次，头一次在酒店吃早餐，感觉一般，临街的房子有点吵，但卫生和条件还比较不错，总的来说从网上预订要比前台预订合算的多。', '短评打分': 5}
{'短评内容': '交通方便、价格合理、不错、值得推荐，下次来太原还是这', '短评打分': 3}
{'短评内容': ' 很便宜很干净', '短评打分': 5}
{'短评内容': '其他都不错 就网速稍慢                               ', '短评打分': 5}
{'短评内容': '卫    生： 好\r\n服    务： 好 \r\n设    施： 一般\r\n位    置： 一般 \r\n舒适度： 好 \r\n性价比：  好 \r\n\r\n', '短评打分': 5}
{'短评内容': '总体还凑合，价格适中，位置也不错，附近有个沃尔玛，旁边也有吃饭的地方，当然价格放在这里，也别想太好了。', '短评打分': 3}
{'短评内容': '总体还凑合，价格适中，位置也不错，附近有个沃尔玛，旁边也有吃饭的地方，当然价格放在这里，也别想太好了。', '短评打分': 3}
{'短评内容': '总体还凑合，价格适中，位置也不错，附近有个沃尔玛，旁边也有吃饭的地方，当然价格放在这里，也别想太好了。', '短评打分': 5}
{'短评内容': '，实惠方便，不错', '短评打分': 5}
{'短评内容': '性价比很合适  适合出差 旅游人士  100多的价位 不错的', '短评打分': 5}
{'短评内容': '环境可以，没有停车场，需改进', '短评打分': 5}
{'短评内容': '很不错，如果送早餐的话就更好更方便了，不过下回还会住的。', '短评打分': 3}
{'短评内容': '总体来讲，这酒店还过得去，主要看重的是40的返券，不过性价比还是可以的，以后来或许还会住，交通也可以。周边的小吃也不少，关键有教堂，很好！', '短评打分': 5}
{'短评内容': '价钱确实很便宜。房间里面很小了。只是睡觉的话可以考虑，其他就算了吧。', '短评打分': 5}
{'短评内容': '性价比超高 交通业很便利 就是来的时候在装修有点乱哈\r\n下次还会来', '短评打分': 5}
{'短评内容': '还行，交通还比较方便，离中心带还比较近，就是有点陈旧感觉', '短评打分': 5}
{'短评内容': '大床房（小）很超值很超值，下次还来，地方也不错，距离大南门电车就过去了', '短评打分': 5}
{'短评内容': '酒店位置不错，周边购物及餐饮方便。房间内设施有些陈旧，希望能及时更换', '短评打分': 5}
{'短评内容': '还可以吧  我挺喜欢的  特别是他的圆床把', '短评打分': 3}
{'短评内容': '房间和硬件设施都很好，服务也可以，就是没有早餐。', '短评打分': 5}
{'短评内容': '豪标的电脑部速度太慢，网速还成，澡水不够热', '短评打分': 5}
{'短评内容': '性价比还可以，用40元券，力度很大！！！！！！！！！！！！！', '短评打分': 3}
{'短评内容': '设施略显陈旧，室内灯光暗了点，算上返卷性价比很高，还送报纸，拖鞋提供一次性与塑料的两种，这点服务很周到。交通便利，周边也还算繁华，餐饮购物啥的都方便，总体来说还是很物美价廉的，网速也不错，值得推荐', '短评打分': 5}
{'短评内容': '感觉挺不错！', '短评打分': 3}
{'短评内容': 'ting hao!xia ci haihui kao lv ！', '短评打分': 5}
{'短评内容': '经济型酒店，含早餐，去天主教堂不行3分钟，总体还行。', '短评打分': 5}
{'短评内容': '宾馆不错，就是楼层隔音效果太差。楼道里的一点小动静都会听的清清楚楚！', '短评打分': 5}
{'短评内容': '刚开始住的有些不愉快，后来酒店方面改正了错误', '短评打分': 5}
{'短评内容': '卫生间感觉旧旧的。不过还算干净。如果没有代金券这个价格就不值当了。', '短评打分': 5}
{'短评内容': '酒店还不错!!服务态度很好,服务员都很热情~~而且退房时间可以延迟到下午2点~~总之还不错！', '短评打分': 5}
{'短评内容': '房间内的设施都非常得老旧，地毯更是非常得脏，有不如无，而且局部还散发着恶臭。', '短评打分': 1}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '其他都还可以，就是二楼广告牌有点遮挡。。。。。。。。。。', '短评打分': 5}
{'短评内容': '环境不错 地理位置也还好 就是设施比较旧了 住了四天挺满意的', '短评打分': 5}
{'短评内容': '     很不错的酒店，交通也很方便，值得一住。', '短评打分': 5}
{'短评内容': '交通环境还可以，服务不错，房间有点旧了', '短评打分': 5}
{'短评内容': '位置比较中心，去柳巷方便。房间也比较大，但是设施陈旧，而且卫生不太好～网速还不错，总体对得住价格……', '短评打分': 5}
{'短评内容': '卫生条件一般，房间比较旧，不像如家、汉庭那样子，不过价格倒是很便宜，交通也还好。', '短评打分': 1}
{'短评内容': '很不错的说。紧邻教堂，很有感觉。下次来还会住这儿。', '短评打分': 5}
{'短评内容': '居然不能用空调\r\n。。\r\n\r\n。还好服务员帮我换了个房间。早餐没锦江的好吃，很简单。', '短评打分': 5}
{'短评内容': '总体哈`还可以，还可以还可以还可以还可以还可以还可以，为什么非要说20个字以上啊', '短评打分': 3}
{'短评内容': '太原的酒店价格偏高，在当地比这家酒店性价比还可以，', '短评打分': 5}
{'短评内容': '超烂', '短评打分': 5}
{'短评内容': '+真烂的酒店!', '短评打分': 5}
{'短评内容': ' 还不错 就是热水不是很热啊', '短评打分': 5}
{'短评内容': '还行吧,前台服务一般.下次可能还会入住.....', '短评打分': 3}
{'短评内容': '隔音不好  房间有点小  反正性价不高  不推荐', '短评打分': 5}
{'短评内容': '+设备比较陈旧，住宿条件一般。', '短评打分': 5}
{'短评内容': '二楼比较陈旧,其它楼层还好.在教堂旁边.', '短评打分': 5}
{'短评内容': '卫    生： 非常好 很好 好 一般 差 \r\n服    务： 非常好 很好 好 一般 差 \r\n设    施： 非常好 很好 好 一般 差 \r\n位    置： 非常好 很好 好 一般 差 \r\n舒适度： 非常好 很好 好 一般 差 \r\n性价比： 非常好 很好 好 一般', '短评打分': 5}
{'短评内容': '总体还不错，对的起这个价钱的,交通便利，就是服务态度一般，总体来说对的起这个价钱', '短评打分': 5}
{'短评内容': '+ 电视不能看，卫生间还不错。有点吵。', '短评打分': 5}
{'短评内容': '酒店的位置不错，房间的空间也比较大，但就是设备旧一些，显得有点破，性价比还是不错的', '短评打分': 5}
{'短评内容': '这辈子再也不想去那家酒店住了，真TMD的操蛋~~~！！！！！！！！！', '短评打分': 1}
{'短评内容': '离火车站不是很近，去的时候刚好下雨，很多车多不去那个地方，前台服务也很差，因为要出去玩，第二天退房很早，前天退房时没有一句礼貌用语。', '短评打分': 1}
{'短评内容': '我们入住维客均感满意.谢谢!', '短评打分': 5}
{'短评内容': '卫生比较干净  设施有点旧了  晚上热水很好  总台服务态度一般', '短评打分': 3}
{'短评内容': '房间设施不错，网速也很快。床够大，但是卫生间比较小一点。下次来太原还是会住这。', '短评打分': 5}
{'短评内容': '房间比较小 地毯设施比较旧 但是去火车站比较方便 104可以直达 ', '短评打分': 5}
{'短评内容': '这个酒店太一般啦，停车位少的可怜。房间也没有网上介绍的空间大,骗人!', '短评打分': 5}
{'短评内容': '硬件环境有待改善，但也算也是对得起这个价格的。最好在网上预订。\r\n', '短评打分': 5}
{'短评内容': '酒店位置较好，服务人员态度不错，周围饮食比较方便，距离柳巷不是很远，离教堂超近。', '短评打分': 3}
{'短评内容': '酒店位置较好，距离太原的购物中心很近。周围吃饭也较为方便，但购买火车票离店面大约两站地，房间较为干净，浴室是透明玻璃的，服务员服务态度较好，值得推荐', '短评打分': 5}
{'短评内容': '酒店环境不错，但空调有异味', '短评打分': 5}
{'短评内容': '  还不错吧', '短评打分': 5}
{'短评内容': '地理位置很好，到市中心很近。服务也还可以。但是房间装修有点旧，中央空调夜里嗡嗡作响，很吵。', '短评打分': 5}
{'短评内容': '设施比较陈旧了，不过还算干净。解放路比较窄，人也很多，环境嘈杂！', '短评打分': 3}
{'短评内容': '总的来说还是不错 不过房间有些异味 电视不是很好', '短评打分': 3}
{'短评内容': '服务还不错，房间也比较干净，唯一有缺陷的是洗澡的热水比较小', '短评打分': 5}
{'短评内容': '单位开会住的，还可以吧。交通便利，经济实惠！', '短评打分': 5}
{'短评内容': '房间还可以，窗太小而且被挡住好多，其他的还可以', '短评打分': 5}
{'短评内容': '卫生还可以，就是设施比较差点，总的来说还是可以的。', '短评打分': 3}
{'短评内容': '这家酒店还是很不错的 价钱比较便宜 性价比高 卫生舒适 设施也不错', '短评打分': 5}
{'短评内容': '房间比较狭小，但是挺干净的。推荐大家也是可以去住的。', '短评打分': 5}
{'短评内容': '酒店设施太旧，有异味。位置比较偏僻，性价比不高。', '短评打分': 1}
{'短评内容': '有公交车直达火车站，迎泽大街比较方便。前台服务人员有问必答，很热心。24小时热水，免费上网（有时连不上）很方便。', '短评打分': 5}
{'短评内容': '位置不错，酒店环境也很好，装修稍显破旧，但是房间很大，出差可以考虑的', '短评打分': 5}
{'短评内容': ',已经入住', '短评打分': 5}
{'短评内容': '住了一次后，绝对不会再选择这个酒店了。设施很旧，大热天的空调还坏了，我住的屋子里有个空调扇，一看就是空调坏好久了，也不给修。早餐10块一位，确实挺次的，就馒头，粥和咸菜。', '短评打分': 1}
{'短评内容': '条件不太好，不推荐入住，希望大家谨慎选择', '短评打分': 3}
{'短评内容': '服务态度不错，设施比较整洁，热水流速什么的都不错，网线接口貌似老化，接入比较不稳定', '短评打分': 3}
{'短评内容': '态度很好的。', '短评打分': 5}
{'短评内容': '总体而言还不错，离我办事的地方比较近，很方便。', '短评打分': 5}
{'短评内容': '不错，服务很好 24小时有人维修，做饭，价格也不贵', '短评打分': 5}
{'短评内容': '感觉还不错，住的挺舒适的，就是空调坏了，有点热整体还可以，以后还会来这儿住的！', '短评打分': 3}
{'短评内容': '还不错，房间设施也挺好。房间蛮大的，服务员态度也挺好。', '短评打分': 3}
{'短评内容': '性价比不错，位置一般，早餐特别不好，卫生也不是很好', '短评打分': 1}
{'短评内容': '已经入住', '短评打分': 5}
{'短评内容': '感觉不是很干净，空调和电视都不太好', '短评打分': 1}
{'短评内容': '为客人准备水 上午下午都给送 挺好的\r\n', '短评打分': 5}
{'短评内容': '空调是坏的  热的人无法忍受   窗外是平房顶  十点多想关窗户睡觉  发现房顶竟然站的个人往里面看  吓出人一身冷汗  一晚上没睡好', '短评打分': 1}
{'短评内容': '还行吧，就是里面的设施旧了点', '短评打分': 3}
{'短评内容': '服务需要改进，周边的洗浴场所，物美价廉，也很不错…', '短评打分': 3}
{'短评内容': '服务需要改进，周边的洗浴场所，物美价廉，也很不错…', '短评打分': 3}
{'短评内容': '服务需要改进，周边的洗浴场所，物美价廉，也很不错…', '短评打分': 3}
{'短评内容': '服务态度挺好的 就是厕所可以重新修一下', '短评打分': 3}
{'短评内容': '网速很快，洗澡的淋浴很舒服。性价比很高。', '短评打分': 5}
{'短评内容': '酒店位置不错。138元的标准间其实也不小，只是位置有点偏，坐电梯上楼以后还要过一道防火门，房间在防火通道里面。', '短评打分': 5}
{'短评内容': '性价比还行。', '短评打分': 5}
{'短评内容': '下次还住这里', '短评打分': 5}
{'短评内容': '设施有些陈旧，不如服装城那儿的维客。', '短评打分': 5}
{'短评内容': '还好吧', '短评打分': 1}
{'短评内容': '住了两天觉得不错呢。很舒服。还可以，性价比还可以。', '短评打分': 5}
{'短评内容': '不错的，性价比好，服务也好，美中不足的是餐厅  价高质次', '短评打分': 3}
{'短评内容': '挺干净的,就是厕所的门居然是透明的,太不方便了', '短评打分': 5}
{'短评内容': '   内部环境较好，管理也较好。\r\n   很安全的，夜里没有骚扰电话的', '短评打分': 3}
{'短评内容': '   餐厅较差，不敢就餐，仅仅是为内部员工服务的', '短评打分': 5}
{'短评内容': '挺干净，价位也不高', '短评打分': 3}
{'短评内容': '位置，服务都还不错，可以选择', '短评打分': 3}
{'短评内容': '酒店位置，性价比不错，是商务人士的选择', '短评打分': 5}
{'短评内容': '不怎么样', '短评打分': 3}
{'短评内容': '  我一直入住，属于稳定客户。\r\n\r\n 只是，内部被承包的餐厅，实在太糟糕（价格离谱，属于被上当受骗的消费）', '短评打分': 5}
{'短评内容': '在火车站就是有些吵，其他都不错。', '短评打分': 3}
{'短评内容': '好 就是可以加强下装修', '短评打分': 5}
{'短评内容': '店在市中心，交通还算便利，房子不是很大，但是很温馨的，值得推荐。', '短评打分': 5}
{'短评内容': '入住4天,楼下的电单车搞了3天活动， 每天都很吵', '短评打分': 3}
{'短评内容': '设施老旧,中央空调的效果不怎么好,最开始入住的房间完全没有冷气,换了个房间后才好.地板有不少破损处,热水器的水有时热有时不热的.', '短评打分': 1}
{'短评内容': '酒店位置还可以，周边餐饮，购物很方便。可是酒店楼下有很多电动车销售门店，经常有各种促销活动，比较吵', '短评打分': 5}
{'短评内容': '第一天住还好吧，就是窗外是广告牌挡着。。其他的设施一般般。。略显陈旧。。尤其是电视机、、服务很好', '短评打分': 5}
{'短评内容': '不错，值得入住，', '短评打分': 3}
{'短评内容': '很好，会再次入住', '短评打分': 3}
{'短评内容': '性价比高，不过房间和楼道的油漆味很大', '短评打分': 1}
{'短评内容': '不错，我将再次入住', '短评打分': 5}
{'短评内容': '还不错，值得推荐。', '短评打分': 5}
{'短评内容': '给朋友定的，住完很满意。', '短评打分': 5}
{'短评内容': '还行吧， 这个价格，在太原只能这样了。', '短评打分': 1}
{'短评内容': '性价比很好。', '短评打分': 5}
{'短评内容': '干净卫生，交通便利。希望早餐能更丰盛一些。', '短评打分': 5}
{'短评内容': '地理位置不错，房间比较干净、温馨。希望早餐能丰盛一点。', '短评打分': 5}
{'短评内容': '相比气这个价钱来看，非常不错，服务态度很好！就是空调不太好，开始一个房间空调不太好，主管给换了一个  态度还是很好的！', '短评打分': 5}
{'短评内容': '1.空调制冷不好！2.洗澡水有时候热有时候不热！3.打扫房间不是天天换床单被罩的！房间有茶具和沙发，感觉还是很好的。我定的是138的，还是很便宜的！', '短评打分': 5}
{'短评内容': 'yiban', '短评打分': 1}
{'短评内容': '是个不错的酒店~~~~~~~~', '短评打分': 5}
{'短评内容': '比较老旧的一家宾馆。', '短评打分': 1}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '不错！面积有点小', '短评打分': 3}
{'短评内容': '还行吧', '短评打分': 5}
{'短评内容': 'hao', '短评打分': 5}
{'短评内容': '物美价廉', '短评打分': 5}
{'短评内容': 'hao ', '短评打分': 3}
{'短评内容': '酒店设施陈旧，较远，房间电视也不是所显示的液晶。', '短评打分': 1}
{'短评内容': '环境挺好，服务也不错', '短评打分': 5}
{'短评内容': 'hai keyi 消费卷赠送的太少了', '短评打分': 3}
{'短评内容': 'hao', '短评打分': 5}
{'短评内容': '酒店设施老旧,周边嘈杂,服务态度不好\r\n\r\n\r\n', '短评打分': 1}
{'短评内容': '同为商务酒店，跟如家锦江之星差距比较大，个人不是很喜欢，不过相对而言便宜几十块钱，以价格为重的还是可以考虑，凑合住还是没问难的', '短评打分': 1}
{'短评内容': '环境太差，去了给的房间是二楼，白天黑夜不分，让服务员换房说是没了，太垃圾了。178住了个那烂地方，早餐就不能吃，盘子都不干净。说多了也没什么用。以后是不会去那了。', '短评打分': 1}
{'短评内容': '酒店位置还不错，可惜没有专用停车场，只有门前几个车位，房间比较小，设施较陈旧，不过酒店随时有套餐，很方便。', '短评打分': 1}
{'短评内容': '地理位置和环境不错，值得推荐', '短评打分': 3}
{'短评内容': '环境不错，性价比比较高。希望早餐能更丰富一点。', '短评打分': 5}
{'短评内容': '服务好，很清洁，性价比较好。', '短评打分': 3}
{'短评内容': ' 除了餐厅外。各方面，都不错。值得入住\r\n 餐厅被他人承包，价格明显偏高。', '短评打分': 5}
{'短评内容': '酒店设施老旧,周边嘈杂,服务态度很差!', '短评打分': 1}
{'短评内容': '环境还不错，比较安全、安静，卫生条件尚可。', '短评打分': 5}
{'短评内容': '除了价格比服装城贵点和面积小点外，其他都感觉不错。值得推荐。', '短评打分': 5}
{'短评内容': '服务一般', '短评打分': 3}
{'短评内容': '位置可以，设施一般', '短评打分': 5}
{'短评内容': '卫生应该值得好好解决的事情！总体来说这种快捷酒店实在是不怎么样！下回我不会再住这里的。', '短评打分': 1}
{'短评内容': '老式的装修，隔音效果极差，隔壁说话好像在你屋一样。性价比很不错，门口还有停车位', '短评打分': 1}
{'短评内容': 'henhao', '短评打分': 3}
{'短评内容': 'henhao', '短评打分': 5}
{'短评内容': '性价比高', '短评打分': 5}
{'短评内容': '设备很齐全实用，地点也好，就是房间小，设施有些老旧，价格不算便宜', '短评打分': 5}
{'短评内容': '挺不错的，就是公交不通，出了酒店，出租车不多，倒是周围环境挺安环境', '短评打分': 3}
{'短评内容': '已经住了两次了,还算可以,就是比较陈旧吧.', '短评打分': 5}
{'短评内容': '地点不错,可以听见教堂的钟声.暖气也很暖和.附近有家涮羊肉的小餐馆味道好又便宜,会推荐给朋友去住.', '短评打分': 5}
{'短评内容': '价格适合，环境不错，除地理位置外  是个不错的选择', '短评打分': 5}
{'短评内容': '性价比很合适，就是得在12点以前退房，别的维客商务酒店都是14：00以前退房即可。', '短评打分': 5}
{'短评内容': '酒店位置一般，到酒店后床上还有一根毛，让人非常不舒服;淋浴水特别小，水温不高，最可气的是刚打上浴液就停水了，让服务员看了看，过了一会才来水，差点感冒了，早上起床有轻微的鼻塞，反正我下一次不想在去了。另外房间的电声也比较大。', '短评打分': 1}
{'短评内容': '性价比比较高，设施也可以，服务一般。', '短评打分': 5}
{'短评内容': '很好！！！', '短评打分': 3}
{'短评内容': 'hen hao ', '短评打分': 5}
{'短评内容': '性价比好，晋面套餐很好吃，实惠！不过，卫生间是玻璃的，被撞了头，很疼，戴眼镜的客人得多小心！', '短评打分': 3}
{'短评内容': '位置好，床单有破，钟声有点吵，不过性价比很合适，服务也比较好！', '短评打分': 5}
{'短评内容': '酒店里面的整体设计还是不错的,地理位置也比较方便,房间里面也比较干净,就是卫生间里的设备比较老化了,不是很好用.', '短评打分': 3}
{'短评内容': '非常好，总的来说，我是非常满意的，以后去附近玩，也一定会选择维客的。。。O(∩_∩)O~', '短评打分': 5}
{'短评内容': '酒店位置一般，靠近天主教堂，方便寻找。但是酒店设施太差，中央空调根本没暖风，冻了一整晚。墙壁隔音极差，隔壁说话听的一清二楚。', '短评打分': 1}
{'短评内容': '空调不是很好，屋里有点冷，其他还行！', '短评打分': 5}
{'短评内容': '交通便利，就是没有停车处。', '短评打分': 3}
{'短评内容': '房卡总开不了门，晚上就一个服务员叫死没人答应。\r\n211房空调不错热的很，隔壁两间可不怎么样很冷\r\n网速不错 能达到850以上基本没人用吧\r\n床单很白，可能不怎么换吧，前一晚顾客的毛发还留有不少\r\n厕所味道比较大，玻璃门关不紧一不小心就飘到卧室了\r\n水有点冷\r\n住了两晚的真实感受\r\n房间还不错\r\n服务太差！！！\r\n说空调冷换个房间竟然说服务员下班了，怕我用过的家卖不出去！！惊讶~', '短评打分': 5}
{'短评内容': '各方面条件都不错呢，建议大家入住哦', '短评打分': 5}
{'短评内容': '酒店房屋的布局很精致，老公特别喜欢这里。房间设施有时会有无法使用的情况，不过工作人员的服务很热情也很到位，及时解决了所有问题。', '短评打分': 5}
{'短评内容': '酒店位置不错，周边办事挺方便，我住了两次', '短评打分': 5}
{'短评内容': '酒店收费很便宜,大家可以参考.', '短评打分': 5}
{'短评内容': '这家酒店总体感觉还不错,就是感觉房间的隔音效果不是很好而且网速也挺慢的可能是其他房间的客人在弄什么东西吧,服务态度还是挺不错,里面的卫生和设施都还行,位置还是挺好找的,性价比不错.', '短评打分': 3}
{'短评内容': '很好，我每次都住。', '短评打分': 3}
{'短评内容': '很好，我每次都住。', '短评打分': 5}
{'短评内容': '我以前也住过这家酒店,房间的卫生和设施上都很好,住着很舒适,而且还是新装修的,位置也可以,离市中心很近,出行都很方便.', '短评打分': 3}
{'短评内容': '酒店的位置还不错，离我办事地方近，价格还可以，不过酒店刚装修过似的，感觉有的地方不是特干净，设施也稍微差点，暖气不太暖和，下次还是想找个条件好点的。', '短评打分': 3}
{'短评内容': '卫生还可以,设施太陈旧了,感觉都很脏是的,其实很干净,地理位置交通方便,服务热情周到,性价比不错的酒店,下次还会入住', '短评打分': 3}
{'短评内容': '酒店服务、环境都挺好的，就是上次是10月底去的，没有暖气，感觉房间里有点冷', '短评打分': 3}
{'短评内容': '性价比不错。只是早餐不如前些年了。', '短评打分': 5}
{'短评内容': '空调不太好', '短评打分': 5}
{'短评内容': '还可以吧。', '短评打分': 5}
{'短评内容': 'hao  ', '短评打分': 5}
{'短评内容': '宽带快. 早餐差. 在装修.', '短评打分': 5}
{'短评内容': '挺不错的，交通便利，价格便宜，住的很舒适', '短评打分': 3}
{'短评内容': '开始的房间有下水味道，有其它房间说没有，门锁坏了。给换了个没阳光的特价房，房费还是按原价收的！服务员态度生硬，房间比较陈旧！晚上睡觉别的房间聊天，好像和我一个房间一样！\r\n\r\n网速还是可以的！', '短评打分': 1}
{'短评内容': '位置好，卫生较好。服务周到。', '短评打分': 3}
{'短评内容': '居住较舒适，位置较好，比较有人情味，小孩子早餐免费，很好。服务也很周到，随叫随到！', '短评打分': 5}
{'短评内容': '厕所好透明~没啥隐私', '短评打分': 5}
{'短评内容': '服务很好，价格比较合理，中规中矩的商务酒店。', '短评打分': 3}
{'短评内容': '酒店的位置还不错。下次还会再入住的。', '短评打分': 5}
{'短评内容': '房间条件不错，价位合适，房间的茶具值得一提，自己可以沏点功夫茶，有红茶绿茶，都是免费的。第一晚在房间订的晋面，味道挺地道，客房服务很好，比较人性化，是中规中矩的商务酒店，值得一住！比山西饭店强多了！', '短评打分': 5}
{'短评内容': '餐厅的价格太离谱', '短评打分': 5}
{'短评内容': '隔音不是很好，一晚都可以听见楼道里未知房间的笑谈声．其他方面都还好，建议在雨天提供爱心伞服务．综合来讲，值得一住．', '短评打分': 5}
{'短评内容': '酒店的服务很热情周到，环境也不错，价格方便也比较优惠，地理位置也不错，交通很便利', '短评打分': 3}
{'短评内容': '酒店环境还可以，位置也方便，价格也比较适中，值得推荐 ', '短评打分': 5}
{'短评内容': '酒店设施比较老旧,位置比较偏周边没有什么玩的,卫生一般,对这家酒店很失望根网上介绍的出入很大,不会推荐这家酒店.', '短评打分': 1}
{'短评内容': '屋子有股味道，我住的148的大床房，屋子里是地毯；床垫的塑料没有拆，睡起来不舒服；中央空调，制冷不好，我的同事怕热，说觉得挺热。', '短评打分': 1}
{'短评内容': '前台有一个服务员态度极其差！！！！！找不到服务员，必须打电话，不过服务员态度还不错', '短评打分': 5}
{'短评内容': '酒店的服务和环境都不错，而且服务态度非常好，价格也很便宜', '短评打分': 5}
{'短评内容': '酒店位置特别好，周边交通特别方便，也比较干净，就是服务意识稍微有点差，总的还来说还可以', '短评打分': 5}
{'短评内容': '脏，乱，差，最好的形容了，设施也一等垃圾，床也不舒服，浴缸漏水，价格还不便宜，金广快捷要好很多，反正以后不会再来', '短评打分': 1}
{'短评内容': '设施有点旧了~~毛巾也不是很干净，房间里有很大 的味道~~不过整体来说还可以，价钱应该再便宜一些，按照那个设施和来说，价钱有点贵', '短评打分': 5}
{'短评内容': '总体上来说还可以,只是有点郁闷,我再预定的时候怎么没有我那天住的大床间了?', '短评打分': 5}
