{'短评内容': '酒店位置好', '短评打分': 5}
{'短评内容': '网上订房价格便宜，才四百多元，商务双人房间很大，应该有50-60平方，还有几张沙发坐得很舒服。装修应该都几年，但还可以，有地毯，感觉房间很安静没有噪音。房间也很干净，房间设施都很齐全，只是电视机比较古老，还是以前的纯屏。中央空调也够冷。酒店位置不错，走去外滩，步行街也很方便。但酒店服务员的态度就很一般，爱理不理，一点也客气。', '短评打分': 5}
{'短评内容': '很好的位置，我觉得还是值得推荐的。服务也不错，总之可以。', '短评打分': 5}
{'短评内容': '闹中取静的地方。房间感觉很好，关键是地理位置方便，价格吗还算合适。', '短评打分': 5}
{'短评内容': '酒店地段很好，观光和商务都很方便。房间用品很新，很干净。', '短评打分': 5}
{'短评内容': '酒店挺干净的，就是停车不免费不好。', '短评打分': 3}
{'短评内容': '入住花了一个小时,居然还排队,前台服务态度很差', '短评打分': 1}
{'短评内容': '还不错，已经是第三次住了，很方便，购物、交通都很便利，还会来的。', '短评打分': 5}
{'短评内容': '地理位置不错，住宿价格偏高，每辆车一晚停车费还要40块，房间绝对没有四星级的标准', '短评打分': 1}
{'短评内容': '服务不错,环境也挺好的,位置非常有利,很适合逛街!!', '短评打分': 5}
{'短评内容': '总体来说是不错的，优惠也蛮给力的，只是不知为何有些房间要到顶楼去登记入住，对于带行李的顾客很不方便。', '短评打分': 5}
{'短评内容': '酒店装修档次高，环境好，服务一般，交通便利', '短评打分': 5}
{'短评内容': '酒店交通方便，地理位置优越，服务到位，服务员很友善', '短评打分': 5}
{'短评内容': '位置好，服务好，卫生好，总之还会住并且也会推荐给朋友的。', '短评打分': 5}
{'短评内容': '酒店前台服务非常好，房间安排得也很满意，晚上睡觉很安静，值得推荐。', '短评打分': 5}
{'短评内容': '在国庆那么拥挤的人潮中 挂牌五星的酒店能有每晚500元的价格  我觉得值 总体感觉不错      唯一差欠的是前台的姑娘态度太差  我就不明白  长得差跟客人没关系啊  ', '短评打分': 5}
{'短评内容': '除了没早餐不方便其它还行', '短评打分': 3}
{'短评内容': '酒店价格在外滩附近算便宜的，我住的是438的大床房。酒店装修蛮好的，房间也很干净很大。距离南京东路走10分钟，外滩也10分钟，很方便。', '短评打分': 5}
{'短评内容': '很干净的环境，优质的服务、外出很方便，位置很好，是值得像朋友推荐的好宾馆。', '短评打分': 5}
{'短评内容': '交通便利，服务好，下次还入住。', '短评打分': 3}
{'短评内容': '环境不错,早餐不错,下次还要住这里!', '短评打分': 3}
{'短评内容': '免费给升级到豪华房，条件很好。位置离外滩近，各方面都不错。以后到上海就住这了。', '短评打分': 3}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '交通比较方便，房间有点小。饭菜也不贵。就是在住店时走到跟前了，也没有看到是要找的饭店，问店服务生，态度一般。', '短评打分': 5}
{'短评内容': '第二次住了，位置很方便的，离外滩很近的， 提前订的话会优惠点，当天订的话价格太贵。', '短评打分': 5}
{'短评内容': '房间价格还可以,可笑的是刚拿了房卡进去了,出来就成人家的房间了,不过处理的还及时,帮我们换了一间', '短评打分': 5}
{'短评内容': '还有没有大一点的双床房', '短评打分': 3}
{'短评内容': '房间很整洁，布置很优雅，服务很优质，非常满意：）由衷地赞一个！ \n', '短评打分': 5}
{'短评内容': '房价便宜，但客房面积很小，条件差，早餐质量也不好，虽然房价折扣，但是实际服务也是折扣的。虽说是五星级但完全不达标。刚开张时住过，比现在好，退步了，管理也差，房间也不干净，洗浴露肥皂的质量都很差，既然是号称五星级，就要配套跟上，也不能因为房价折扣就大幅降低标准。', '短评打分': 1}
{'短评内容': '环境还好，地理位置很好很方便。', '短评打分': 3}
{'短评内容': '房间很干净', '短评打分': 3}
{'短评内容': '这是第三次定这个酒店了，是帮老外定的，老外说不错~', '短评打分': 5}
{'短评内容': '位子很方便，走路15分钟可以到外滩，10分钟到南京路步行街，就是房间没有图片上的大，倒是很温馨！', '短评打分': 5}
{'短评内容': '非常好的酒店！主要是距离开会地点非常近，又很上档次。', '短评打分': 5}
{'短评内容': '酒店一般，早餐很好,位置还是很好的，下次还会考虑入住。', '短评打分': 5}
{'短评内容': '酒店软硬件都达不到准五星水平。 店内装潢俗气，服务差。前台讲话生硬、面无微笑， 倒是对内外宾一致都是冷面孔。 早餐没有人领座，也没人倒咖啡。大堂咖啡吧，座半天没人搭理，还要自己找服务员点东西喝。感觉不舒服。', '短评打分': 1}
{'短评内容': '这是第二次定了，酒店很好，下次还会再来！', '短评打分': 5}
{'短评内容': '酒店位置比较方便，到公司步行10分钟即可，但设施略显陈旧，需要更新，而且无法提供不吸烟房，这一点很不方便', '短评打分': 1}
{'短评内容': '酒店有分内外宾两种价格，以为是照顾内宾，结果发现内宾的房间根本就是很脏，地毯的颜色分不清是米色还是灰色，厕所很嗅，厕所的门框已发霉，晚上的空调水会滴到床上，服务质量很差，住客在酒店停车也需付费，停车场保安态度很差。', '短评打分': 1}
{'短评内容': '.', '短评打分': 3}
{'短评内容': '促销的商务大床房，装修比较老，水槽下面还有滴水的现象， 房间挺小，酒店位置很好，离外滩比较近，走路几分钟就到了，离南京路也很近，周边都很方便。 \n\n\n\n', '短评打分': 5}
{'短评内容': '离南京路和外滩很近，走路就可以过去，不用动车子。 旁边都很方便，吃饭什么的。\n\n套房很好。 \n\n\n相比其它的外滩边的酒店，不算太贵。', '短评打分': 5}
{'短评内容': '酒店真的不错,人民广场隔壁，闹市中心.想干吗都行.开车过去随便哪个方向都很方便.房间很大,非常超值.酒店服务也很是到位.下次还会去.', '短评打分': 5}
{'短评内容': '酒店感觉很不错，挺高档的，各类设施齐全…房间干净整洁，物品齐全 很方便', '短评打分': 3}
{'短评内容': '还好吧', '短评打分': 3}
{'短评内容': '价格适中，但前台及各处服务较一般，服务员缺乏热情。希望能改进。×××××××××××××××××××××××××××××××××××××××××××××××××', '短评打分': 5}
{'短评内容': '性价比高，离外滩很近，早餐也很丰盛，酒店大堂不是很气派，大堂服务倒还客气，但感觉热情度不够。                                       ', '短评打分': 5}
{'短评内容': '方便。价格有点贵。fnagjian房间感觉一u电小。伊隆订的房送早餐，没吃。忘了个充电器在房间。太过份了，要五十字，下次不评了。', '短评打分': 5}
{'短评内容': '上次两个人入住两天，并且已经做过评论，一切尚可。无话可说，无话可说，无话可说，无话可说，无话可说，无话可说，无话可说，无话可说，无话可说，无话可说。', '短评打分': 5}
{'短评内容': '酒店地理位置靠近南京东路和外滩，交通、购物等都很方便，房间设施和卫生情况也很不错，就是门口的出租车服务太差。\n\n餐饮服务不错！\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '酒店不错，性价比很好！\n上网不收费很让我感动，要知道这是上海的酒店的一大病。\n今后来上海都会住在这里了。', '短评打分': 5}
{'短评内容': '该酒店是位于闹市的中心，属于闹中取静，出行十分的便捷，酒店环境优雅，设施齐全，服务更是温馨,菜肴可口，真是商务出行之选啊', '短评打分': 5}
{'短评内容': '房间内的实际情况看起来远没有图片上的好,电梯内一股异味,房间内设施显得有点粗糙,不过位置还算不错,总体感觉性价比不高', '短评打分': 1}
{'短评内容': '内容:服务好', '短评打分': 3}
{'短评内容': '中福世福汇在上海算中档酒店，因为提前了14天订，所以价格相对来说便宜了好多，建议大家下次要住的时候提前久一点预定，这样会便宜很多，但是需要信用卡担保。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': ' 内容:服务好', '短评打分': 3}
{'短评内容': '不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便不错方便', '短评打分': 5}
{'短评内容': '酒店住宿卫生还可以,地段也不错,就是大床房早餐券只有一位，如果是二个人需另付九十元,觉得有点……', '短评打分': 3}
{'短评内容': '住的大床房，房间比较小，卫生间也很小，当时还在想是不是豪华酒店…', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '服务员态度不怎么样，酒店位置很好', '短评打分': 3}
{'短评内容': '酒店周围的几个小餐馆都不错，另外斜对角的水果店是我每次住这里最喜欢的地方，买些水果，感觉没有那么像在出差', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '这个酒店床太小，房间更小。顺不好听的不如连锁酒店。是我入住感觉最差的酒店！希望我得评价队大家有帮助！', '短评打分': 3}
{'短评内容': '还可以吧，说是五星，但太老只有四星服务,房间还算干净。', '短评打分': 1}
{'短评内容': '很不错，住的很舒服。下次还会住。。。。。。。', '短评打分': 5}
{'短评内容': '离外滩比较近，但是就是去酒店有点难找啊！！！', '短评打分': 5}
{'短评内容': '酒店位置很好，位于中心地带，交通便利，服务热情，管理有序，就是设施设备老了些，空调坏了，还要半夜换房间，有些郁闷！', '短评打分': 5}
{'短评内容': '挺好的，离外滩很近，就是卫生设施有点小瑕疵', '短评打分': 5}
{'短评内容': '酒店位置不错，去南京路人民广场外滩都很方便，内部设施也不错，就是用的浴巾啊洗漱用品啊比较败笔啊，建议加强，其他蛮舒服。 总的来说，推荐这个酒店，这个价位在那算实惠的了~', '短评打分': 5}
{'短评内容': '还行，房间小点,比较安静，出行也方便。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '该酒店地理位置优越，临街观景均为方便，设施还算可以，服务周到，下次还会来', '短评打分': 5}
{'短评内容': '酒店位于市中心，属于闹中取静吧，出行十分方便，设施，服务都不错', '短评打分': 5}
{'短评内容': '服务很好,环境便利!就是设施老旧了点,那个牙刷一用直掉毛!', '短评打分': 5}
{'短评内容': '798元套房，性价比不高，房间比较阴暗，比较陈旧。早餐一般。卫生间不好', '短评打分': 1}
{'短评内容': '很不错的一家酒店，交通非常方便，每次去上海基本都住这家店。值得推荐。', '短评打分': 5}
{'短评内容': '多次入住了，感觉很不错。地理位置优越，出门很方便，性价比颇高。', '短评打分': 5}
{'短评内容': '设施较老，交通方便,前台服务一般，性价比不错', '短评打分': 5}
{'短评内容': '酒店位于市中心，出行非常便捷，环境居住舒适，服务温馨', '短评打分': 5}
{'短评内容': '酒店住着还不错，服务挺到位，地理位置很方便，总体算优秀。', '短评打分': 5}
{'短评内容': '宾馆很舒服，早上一打开窗户，就可以看到东方明珠，晚上还可以看夜景，服务态度很好，下次还会光临。', '短评打分': 5}
{'短评内容': '还不错，地点很好。就是7楼的房间有点潮。总体还是可以的···', '短评打分': 5}
{'短评内容': '地理位置好，环境还可以，就是办理入住时有些慢，用了将近半个小时', '短评打分': 5}
{'短评内容': '服务态度、卫生环境都好，就是停车贵了点（停了一晚优惠价40元）', '短评打分': 5}
{'短评内容': '地理位置很好,去南京路步行街,人民广场,或者外滩都很方便,并且服务态度也很不多,是旅游居住的好地方.', '短评打分': 5}
{'短评内容': '酒店的内外环境很好，服务员的态度很差，比较不良的印象', '短评打分': 1}
{'短评内容': '是一家不错的酒店，靠近外滩和南京路，460元，性价比高。', '短评打分': 5}
{'短评内容': '装修比较陈旧。酒店档次还可以，位置也不错', '短评打分': 5}
{'短评内容': '好地段，出行方便，价格合理，整洁干净，下次出行还会住这家。。', '短评打分': 5}
{'短评内容': '地毯太脏，看着恶心。房间感觉很压抑。电视很旧。前台脸拉的好长。', '短评打分': 1}
{'短评内容': '地段相当不错，房间也不错，就是稍稍小了点，不过那地段那大小也对得起那个价了', '短评打分': 5}
{'短评内容': '两个订单需两次点评,没什么好说的,跟上次一样.', '短评打分': 5}
{'短评内容': '环境不错，就是酒店前台服务太死板，不会变通。', '短评打分': 5}
{'短评内容': '外國客人超多,入駐行政房結果空調壞掉,半夜換房間卻無法換到同樓層的,有點小小不滿', '短评打分': 5}
{'短评内容': '住二大一小早餐只給一份,不能調动(有5張),服務不夠', '短评打分': 1}
{'短评内容': '地理位置好,性价比高,顶..................................................................................', '短评打分': 5}
{'短评内容': '服务感觉很不错，酒店位置也很好。推荐一下！', '短评打分': 5}
{'短评内容': '还好，就是地毯有点斑驳的痕迹。其他设施都不错。', '短评打分': 5}
{'短评内容': '酒店很多外国人住，尤其是日本人。大堂、服务都不错，房间看得出是精装修过，就是洗手间稍微小了一点。', '短评打分': 5}
{'短评内容': '位置不错，但酒店真的有点老，有股味道不太好，隔音也不怎么样。', '短评打分': 1}
{'短评内容': '还不错的酒店，住的挺舒适的，硬件设施也还可以，酒店对面又个港式餐厅 东西做的不错，', '短评打分': 5}
{'短评内容': '还不错的酒店，位置棒，房间小。', '短评打分': 3}
{'短评内容': '距离外滩几分钟就到了，最近价格比较合理啊，下次还住', '短评打分': 5}
{'短评内容': '整体环境还是不错的，床很软被子很舒服，隔音效果也还可以。但是前台的态度略显生硬，需要改进，而且办理的位置太寒碜，入住和收银的地方太窄了，闹哄哄的~~', '短评打分': 5}
{'短评内容': '酒店位置很好，也很干净！', '短评打分': 3}
{'短评内容': '该酒店位置很好，离南京路和地铁都很近，房间干净', '短评打分': 5}
{'短评内容': '很好，第二次入住，以后都选他家住', '短评打分': 3}
{'短评内容': '和住过的五星级酒店相比，卫生间偏小，空调声音较响，床边没有电源总控开关，不太方便', '短评打分': 5}
{'短评内容': '交通很便利', '短评打分': 3}
{'短评内容': '房间装潢有点老，其他还不错', '短评打分': 3}
{'短评内容': ' 非常好的酒店，地理位置好，交通便利，房间很舒适，早餐不错，很适合出差人士。不过近来房价涨得太多。', '短评打分': 5}
{'短评内容': '很好！', '短评打分': 3}
{'短评内容': '地段好闹中取静，不过设施有点陈旧，有点小贵。', '短评打分': 3}
{'短评内容': ' 性价比还不错，主要位置方便', '短评打分': 3}
{'短评内容': '酒店卫生一般，尤其房间地毯斑迹一团团，让人感觉很不爽，下次不会再住。', '短评打分': 3}
{'短评内容': '挺好的酒店,交通便利,离外滩,南京路和人民广场都很近.', '短评打分': 5}
{'短评内容': '非常好的酒店，下次去了还会选择此酒店的!', '短评打分': 3}
{'短评内容': '性价比相对比较高的酒店 朋友来上海经常住这里哦 好像最近价格涨了哦', '短评打分': 5}
{'短评内容': '地理位置非常好的酒店 非常合适美女逛街购物 性价比也非常不错的哦', '短评打分': 5}
{'短评内容': '性价比不错的酒店 不过前台没有挂牌 不知道到底是几星级的', '短评打分': 5}
{'短评内容': '位置很好，就是招牌不好找哈，呵呵，下次还住这里，价格也可以。', '短评打分': 5}
{'短评内容': '房间大,但是设施有些旧。\n性价比不算高，一般般\n', '短评打分': 5}
{'短评内容': '地脚不错，房间大。但是设施显得有些旧。\n可以徒步去江边，这点不错。\n性价比一般。\n', '短评打分': 5}
{'短评内容': '环境舒适，服务热诚，出行便捷，是商务旅行的好选择', '短评打分': 5}
{'短评内容': '感觉不错，下次来的话，可能还会选择哟！这次定的有点急，总是需要信用卡担保感觉不太舒服！', '短评打分': 5}
{'短评内容': '价格稍高，不过按照地段来看，还算是高性价比，ELONG能再优惠些会更好。', '短评打分': 5}
{'短评内容': '很市中心的位置，到哪里都方便，乘地铁虽然要走一段路，不过还好，推荐。', '短评打分': 5}
{'短评内容': '地理位置不错，步行几分钟就到外滩了。价格经常变，提前订', '短评打分': 5}
{'短评内容': '酒店位置很好，但设施显陈旧，服务一般。房间大多数都是吸烟房，很不方便。', '短评打分': 1}
{'短评内容': '酒店位于旧城区，有种怀旧的、可以找到旧上海的感觉，闹中取静，酒店早餐可以，房间稍小了点', '短评打分': 5}
{'短评内容': '交通便利，环境也不错，要提前预订店里推出的特价房还是行值的，花不多的钱，享受高的待遇。', '短评打分': 5}
{'短评内容': '酒店的商务套房的销售连续5天以上的销售模式不错，价格以普通的标间还便宜，不妨一试。', '短评打分': 5}
{'短评内容': '价格还可以，环境不错，交通也很便利，但是前台的服务还有待提高一些。', '短评打分': 5}
{'短评内容': ' good', '短评打分': 3}
{'短评内容': '位置不错，交通还好， 门口是单行线有一点不便。 其他还好。价格偏贵', '短评打分': 5}
{'短评内容': '非常一般。离五星比较远。房间和服务都一般。下次不会住了。', '短评打分': 1}
{'短评内容': '房间还可以吧，早餐太贵了，90元钱，性价比不高。', '短评打分': 5}
{'短评内容': '该酒店位于市中心，出行便捷，闹中取静，设施很齐全，服务温馨，菜肴可口\n\n', '短评打分': 5}
{'短评内容': '该酒店位于市中心，出行便捷，闹中取静，设施很齐全，服务温馨，菜肴可口\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '房间很小\n地段确实不错\n价格也不便宜\n打车还是比较方便\n\n', '短评打分': 5}
{'短评内容': '这家酒店除了地段较好以外其他真的不好，700余元一间的客房只能摆一张1.5米的破床,席梦思二头高中间低,睡了二晚回家到现在的腰还直不起来,下次真的不住了.', '短评打分': 1}
{'短评内容': '地理位置还好，不过要走几步路去地铁， 服务还好， ', '短评打分': 5}
{'短评内容': ' 位置挺好而且很干净，不错！', '短评打分': 3}
{'短评内容': '从酒店开业到现在，去上海市区一般都住这个酒店，非常好，价格合理，住这里是我去上海市区的最好的选择。', '短评打分': 5}
{'短评内容': '酒店地理位置不错，离外滩很方便，虽然看不到江景，价格稍微有点偏高···', '短评打分': 5}
{'短评内容': '位置好 房间大', '短评打分': 3}
{'短评内容': '不错呀，每次来都住这。', '短评打分': 3}
{'短评内容': '酒店地段很好，离外滩和南京路都很近，附近也有很多吃饭的地方。', '短评打分': 5}
{'短评内容': '给父母亲定的，乡下人，头一次去上海，头一次住酒店，据说前台的服务生都挺客气。感谢酒店的成员们给予的关照！', '短评打分': 5}
{'短评内容': '入住服務親切，房間設施較差！交通方便。', '短评打分': 3}
{'短评内容': '酒店位置不错，但相对此位置此档次的价格偏高一些！设施装修有些陈旧！', '短评打分': 5}
{'短评内容': '客人每次都指定要的酒店，地理位置好，价位适中。', '短评打分': 5}
{'短评内容': '具有明显的等级分类作风，对老外是一如既往的高价格啊，当然房子可能也不一样，内宾价格也不让咱住什么所谓的外宾房，我带的客人也不太理解这些做法，算了，以后不住了。', '短评打分': 1}
{'短评内容': '房间已经比较旧了，打车也不好打，帮外国朋友预定的话价格也偏高', '短评打分': 1}
{'短评内容': '环境还行价格有点贵外国人较多', '短评打分': 3}
{'短评内容': '还算可以，就是离地铁站有点远！周围的路感觉有点乱', '短评打分': 5}
{'短评内容': '地点好，去哪都很方便，服务员态度一般，酒店的早餐比较好，网上定酒店的价格还是比较合理的。', '短评打分': 5}
{'短评内容': '位置好、性价比高，我会向朋友推荐。缺点：没有须刨，早餐只送一份。', '短评打分': 5}
{'短评内容': '酒店住过几次，感觉非常好,还会继续支持，希望价格优惠的房间也能支持外宾', '短评打分': 5}
{'短评内容': '交通便利，步行至外滩就十分钟，周围环境闹中取静，早餐还行，房间面积较小，尤其卫生间更小。我们住的是豪华行政套房，配有免费电脑上网，蛋，网速过慢，几乎零网速。', '短评打分': 5}
{'短评内容': '定点酒店，距离外滩较近，服务不错，总体还可以。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '服务态度非常好，离南京路和外滩都很近，下次很会住这里', '短评打分': 3}
{'短评内容': '入住', '短评打分': 3}
{'短评内容': '提前两周预定，价格相当便宜。环境特别好，推荐大家使用', '短评打分': 5}
{'短评内容': '好好好好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '2个外国朋友都住过这里，都说还不错，位置也不错。', '短评打分': 5}
{'短评内容': '价格和地理位置都不错，老外说屋子里也不错。', '短评打分': 5}
{'短评内容': '地段很好，可惜每个月都在这里住好几天，有点腻味了。早餐换换吧，吃的次数太多每次都是一样的东东，实在吃不下去了。', '短评打分': 5}
{'短评内容': '感觉房间设施旧,房间过小,不像五星级,不过位置是真的太好了。', '短评打分': 3}
{'短评内容': '位于市中心，出行便捷，闹中取静，设施齐全，服务温馨', '短评打分': 5}
{'短评内容': '价格还行 房间挺大 设施有点旧 早餐还行  外国人住得多', '短评打分': 5}
{'短评内容': '酒店不错，就是大堂一杯白开水要50大洋！上海不知还更贵的吗？', '短评打分': 5}
{'短评内容': '刚住完，单人大床房，设施一般，地理位置很好，适合旅游，离地铁也很近', '短评打分': 3}
{'短评内容': '房间太小了，就是好在一个地段，设施也很旧。不喜欢', '短评打分': 1}
{'短评内容': '酒店不错,下次还会推荐入住，希望600以下的也有可以接待外宾的房间', '短评打分': 5}
{'短评内容': '购物出行方便，早餐如果要求不高的话还可以。', '短评打分': 5}
{'短评内容': 'good location,reasonable price', '短评打分': 5}
{'短评内容': '房间小，窗外风景不好。 698这样的价格，有点贵了。走路到南京路上最少需要5分钟。', '短评打分': 1}
{'短评内容': '地理位置还可以，就是设施旧点。\n服务有待于提高，前台像客人欠她钱似的，很不理解。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店房间很好', '短评打分': 3}
{'短评内容': '第二次入住，位置很好，步行去外滩、南京路都很近，停车位充裕，但是要额外付费。房间设施有点旧，毛巾有些发黑，地毯有些脏！', '短评打分': 3}
{'短评内容': '地理位置不错,到南京东路和外滩，东方明珠都很方便', '短评打分': 5}
{'短评内容': '上海中福世福汇大酒店的高级商务房很不错，面积大，设施好，很舒服，就是价钱略高', '短评打分': 5}
{'短评内容': '服务好', '短评打分': 3}
{'短评内容': '中福的硬件条件还是可以的，而且处于中心繁华地带，交通方便，就是价钱越来越贵了', '短评打分': 5}
{'短评内容': '房间整洁尚可，交通便利，洗手间设计有点狭小。', '短评打分': 5}
{'短评内容': '已经点评了，已经点评了，已经点评了，已经点评了，已经点评了，', '短评打分': 5}
{'短评内容': '宾馆位置较好，但周边环境较差，房间设施不错，下次还会入住。', '短评打分': 5}
{'短评内容': '很次 很旧 很贵 不会再住了 也不会推荐别人住 房间很小', '短评打分': 1}
{'短评内容': '此酒店，价格有点贵，但是交通便利，服务好，建议入住。', '短评打分': 5}
{'短评内容': '感觉大厅不错。位置也很好，就是感觉房价要能再便宜点就好了', '短评打分': 5}
{'短评内容': '酒店地理位置很好，房间硬件条件也不错，如果价格能再低些就好了', '短评打分': 5}
{'短评内容': '房间很小，很昏暗。尤其是卫生间，几乎转不开身。', '短评打分': 1}
{'短评内容': '帮老外客人定的房间。 在上海选过， 住过很多的酒店， 但是客人还是喜欢这家。 尤其是酒店附近的披萨点， 一定要去试试。', '短评打分': 5}
{'短评内容': '是帮韩国朋友订的，他们感觉还行，下次还会入住的。', '短评打分': 5}
{'短评内容': '中福世福汇宾馆不错，离南京路很近，方便，已住过两次。', '短评打分': 3}
{'短评内容': '酒店的地段很好,商务套房房间不错,就是没有行李架,放行李不方便', '短评打分': 5}
{'短评内容': '地点不错，房间干净，服务也可以；\n但我住的588元的房间没有浴缸，累了一天还得冲澡，不太舒服。', '短评打分': 5}
{'短评内容': '地理位置好，距离南京路的地铁站非常近，逛街也方便。推荐。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '虽然感觉硬件没有那么新了，但房间条件还是不错的，周围交通也很方便', '短评打分': 5}
{'短评内容': '酒店房间很大，设施比较好，总体条件不错，交通也很方便', '短评打分': 5}
{'短评内容': '位置不错，早餐也很好。值得推荐。每次出差都住这里。', '短评打分': 5}
{'短评内容': '交通方便，性价比高。\n在上海这个寸土是金的地方算是很不错了。', '短评打分': 5}
{'短评内容': '位置不错，闹中有静，购物与逛街比较方便。', '短评打分': 5}
{'短评内容': '酒店内部比较陈旧，就是按性价比来看，还是可以的！', '短评打分': 3}
{'短评内容': 'VERY NICE HOTEL. BIG ROOM AND NICE BREADFAST\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '第一次入住,朋友推荐的,住后发现是还会来住了那种', '短评打分': 5}
{'短评内容': 'VERY NICE HOTEL. BIG ROOM AND NICE BREADFAST', '短评打分': 5}
{'短评内容': '房间环境还好，服务态度好，早餐品种少，房间隔音差。', '短评打分': 5}
{'短评内容': '特意选了间带电脑房，可上网速度慢，基本没用过，其他性价比还可以。', '短评打分': 3}
{'短评内容': '地理位置好，离外滩近，房间大，真的不错，今后还住', '短评打分': 5}
{'短评内容': '非常好，客人觉得房间很大，离外滩近，今后首选', '短评打分': 5}
{'短评内容': '好，市中心。但是交通不是很方便，房间太小。\n价格还是偏贵了点。早餐对不起那个价格\n', '短评打分': 5}
{'短评内容': '房间格局不合理，很小设施陈旧，洗浴间尤其别扭不舒服。优点位置好靠近外滩，邻南京路步行街，距城隍庙10分路程出游方便，如果为了出游可考虑此酒店', '短评打分': 5}
{'短评内容': '每次出差都住这里，位置很好。可能住的时间太多，感觉早餐有点单调，能不能时不时换换品种。。。', '短评打分': 5}
{'短评内容': '硬件设施还是相当的合理的，但是仍有许多的细节地方还是不够人性化的，希望以后可以多加改进。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '地理位置不错，酒店装修比较陈旧。设施一般，服务不错', '短评打分': 5}
{'短评内容': 'very good.........\nand enjoyable', '短评打分': 5}
{'短评内容': '硬件设施还是相当的合理的，但是仍有许多的细节地方还是不够人性化的，希望以后可以多加改进。', '短评打分': 5}
{'短评内容': '感觉不错, 餐厅在31层, 可看外滩, 服务一般地..', '短评打分': 5}
{'短评内容': '住过此酒店，这次还介绍朋友入住，不错，价格再便宜一些就更好了！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '该酒店地理位置不错，购物比较方便，环境也挺干净的。', '短评打分': 5}
{'短评内容': '房间不隔音，双休日很吵。酒店的服务还行，要求换房之后的反应还算迅速有效。但是到了十二点还换房，还能睡得好么。', '短评打分': 1}
{'短评内容': '又来住了，性价比高，推荐。8号9号房间比较小，其他的大很多。建议以后的客人定房时注意。', '短评打分': 5}
{'短评内容': '很方便，就在外滩和南京路边上。内部环境就商务酒店来说过得去，和度假酒店真是没法比。不过这个地段和价格来比，不错了。', '短评打分': 5}
{'短评内容': '地点不错，酒店也不错。步行去外滩都可以很方便，推荐', '短评打分': 5}
{'短评内容': '很好的酒店,还会选择.性价比高;环境很好；;;;;;;;;', '短评打分': 5}
{'短评内容': '离外滩非常的近，交通方便，酒店设施也还可以！', '短评打分': 5}
{'短评内容': '交通方便。我个人认为是不错的选择。下次还会住。', '短评打分': 5}
{'短评内容': '到上海转机就会住在这里，期间去逛逛南京路，外滩，相当不错，很方便服务也很不错。', '短评打分': 5}
{'短评内容': '位置不错，离南京路 外滩不远~\n早餐还成', '短评打分': 5}
{'短评内容': '离南京东路步行街很近，到外滩也不远。早餐比较丰富，餐厅居高临下。其他一般。', '短评打分': 5}
{'短评内容': '感觉挺好的,卫生条件也行，交通差些，加油！', '短评打分': 5}
{'短评内容': '上海中福世福汇大酒店很好很喜欢，性价比很高的酒店。', '短评打分': 5}
{'短评内容': '酒店还是很不错的，离外滩很近，早餐也好吃，下次还订。', '短评打分': 5}
{'短评内容': '地理位置不错，离南京西路地铁站步行10分钟，服务态度也不错，就是房间小了点。', '短评打分': 5}
{'短评内容': '房间很小，卫浴间更是小的可怜。所以设施感觉跟三星级酒店差不多。还不如以前住过的吴宫呢！', '短评打分': 1}
{'短评内容': '酒店是很不错的，几乎每次到上海都是住的这个酒店，实在没啥好说的了。\n点评一下，拿券，走人。\n\n', '短评打分': 5}
{'短评内容': '酒店是很不错的，几乎每次到上海都是住的这个酒店，实在没啥好说的了。点评一下，拿券，走人。', '短评打分': 5}
{'短评内容': '几乎每次到上海都是住的这个酒店，实在没啥好说的了。点评一下，拿券，走人。', '短评打分': 5}
{'短评内容': '垃圾，以后不会再住。希望大家也不要去.各方面条件都不好。', '短评打分': 1}
{'短评内容': '住过几次，地点很好，到南京路、到外滩、到豫园都很近很方便。酒店房间很舒适。唯一缺点就是出门打车不太容易，可能是道路的原因吧。', '短评打分': 5}
