{'短评内容': '酒店很好，位置也不错，建议推荐！', '短评打分': 5}
{'短评内容': '酒店内部装潢略显老旧，淋浴水量不足，早餐较丰富。', '短评打分': 5}
{'短评内容': '十环境不错', '短评打分': 3}
{'短评内容': '饭店外面看起来不大，但是内部装修还是很好的。早餐也较丰富。', '短评打分': 5}
{'短评内容': '饭店外面看起来不大，但是内部装修还是很好的。早餐也较丰富。就是墙壁上的网线插座当晚无法使用。', '短评打分': 5}
{'短评内容': '环境不错,交通也方便', '短评打分': 3}
{'短评内容': '服务差，床硬，很不舒服', '短评打分': 3}
{'短评内容': '不错，很新，干净，就是偏了一点，价格一般，在徐州属于中档', '短评打分': 5}
{'短评内容': '总体感觉不错，住宿条件也不错，靠高速公路近。', '短评打分': 5}
{'短评内容': '环境不错，设施比较新。带早餐也不错，只是店内的午餐、晚餐的费用稍贵', '短评打分': 5}
{'短评内容': '性价比很高的酒店,早餐也很丰富，下次来了还住', '短评打分': 5}
{'短评内容': '还行，各个方面都不错！就是离市中心和火车站远了点！', '短评打分': 5}
{'短评内容': '不错 安静 干净 服务人员也很周到  相比之下前台工作人员态度就有些逊色了', '短评打分': 5}
{'短评内容': '价格的确很便宜,这种装修档次在这个价格还是不错的。\n缺点是隔音太差,旁边房间说话都能听到,洗澡的声音也能听到,很烦。\n有件事不得不提,我住的那天晚上,有个服务生半夜12点用吸尘器吸走廊的地毯,把整个楼道的人都吵醒了,有人出去跟他理论,他竟然说:我就是这个时间工作,我也没办法。说完接着吸,真是气人！\n骚扰电话很烦,每晚10点必响一次。\n如果不是因为离我办事地方近,我是不会住这里的。', '短评打分': 1}
{'短评内容': '内部环境，服务，卫生等等方面都还可以，做的不够的话就是酒店招牌不显眼和隔音稍差！', '短评打分': 5}
{'短评内容': '酒店不错，服务一般，主要是矿大的缘故，所以期待提高服务水平；', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店硬件设施一般，服务还不错。就是准四的标准', '短评打分': 5}
{'短评内容': '空调不行，隔音效果不好，卫生条件还可以!!!!!!', '短评打分': 5}
{'短评内容': '住过好几次，但这次国庆入住的时候，楼道里很大一股装修的涂料味，不是很舒服。所幸关上门味道就没有了。', '短评打分': 5}
{'短评内容': '家庭套房比我们想象中的大多了，估计得有40平左右，小朋友活动的空间大，很开心。遗憾是两个电视机共用一个遥控器，不方便。', '短评打分': 5}
{'短评内容': '住了很久了，都忘了怎么样的酒店了，但是肯定是没有坏印象的。推荐一下。', '短评打分': 5}
{'短评内容': '房间太冷。需要加被子。', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '位置不在市中心，房间不错，比较干净，吃饭挂帐比较不方便，总体感觉不错，下次还会来。', '短评打分': 5}
{'短评内容': '酒店蛮干净的，看起来挺舒服。浴室浴缸下水比较慢。定的是快捷单人间只有免费单早，但是总台又送了一份早餐券，很贴心，不过早餐品种太少了，应该加强早餐种类。总体来说还不错的，下次如果去还会住。', '短评打分': 5}
{'短评内容': '不错呀，离矿业大学近得很，房间干净，值得住。', '短评打分': 5}
{'短评内容': '不错，就是今天为了接待团客，非要我十点退房。还有房间整理不够仔细。', '短评打分': 5}
{'短评内容': '这么大的酒店，服务真的应该跟上。要不是离出差的地方近下次不会考虑了。 ', '短评打分': 3}
{'短评内容': '环境和位置还不错，所以选择了，但是服务不好，这点要改正。', '短评打分': 1}
{'短评内容': '房间比较新，离我办事的地方很近，（矿大），就是房间隔音差了点。', '短评打分': 5}
{'短评内容': '服务周到，早餐很丰富，卫生干净，交通便利', '短评打分': 5}
{'短评内容': '住的商务套房，房间很大，很舒适，340元的价格很实惠。\r\n早餐一般，可以吃的东西不多，味道很普通。', '短评打分': 5}
{'短评内容': '酒店硬件还不错，但服务有些不周到，非常安静~', '短评打分': 3}
{'短评内容': '今天早晨，酒店停电，没办法爬了4层楼。\r\n房间墙壁隔音太差，能清楚听到隔壁房间在说话，影响休息啊~\r\n', '短评打分': 5}
{'短评内容': '环境卫生，价格低廉，早餐也很丰盛，值得推荐，下次去还会住。', '短评打分': 3}
{'短评内容': '到酒店的时候，酒店停电。没办法爬了六层楼，后来又跑出去逛街了。酒店后来还给送了果盘致歉，真没想到！服务还挺人性化的。', '短评打分': 5}
{'短评内容': '住了3天，不错的酒店。谈点缺点：淋浴房的龙头实在太土，水量也太小。', '短评打分': 5}
{'短评内容': '订的房间是快捷型的单人间，房间设施简单，商务旅行住住还好，而且价格便宜，对门就是矿大，早餐不错，卫生条件不错，就是屋里有点装修的味道！', '短评打分': 3}
{'短评内容': '\n非常好', '短评打分': 5}
{'短评内容': '算上返利，性价比还可以！房间有点小了，主要是离我办事的地方近', '短评打分': 1}
{'短评内容': '干净舒适，服务不错，早餐丰富，值得推荐！', '短评打分': 5}
{'短评内容': '酒店位置好，房间干净卫生，其他感觉一般。', '短评打分': 1}
{'短评内容': '徐州中汇国际会议中心不错，房间布置和装修都很不错，最主要是性价比高，就是隔音不好，还有些装修的味道～', '短评打分': 3}
{'短评内容': '房间算好, 早餐厅管理应改善, 垃圾在地没人清理, 不能等早餐时间后才清理吧! 早餐能加咖啡与牛奶便更完善. 这家酒店在提高管理水平, 加上硬件应能更上档次.', '短评打分': 5}
{'短评内容': '+订得是快捷单人房，房间不大但还行，配置很新，也很安静，中式早餐还行，不过进电梯就能闻到新装修的味道，房间也是，不舒服！', '短评打分': 5}
{'短评内容': '酒店了些，在城市的边边上了，在矿业大学的门对面，早餐非常好，非常不错，建议去入住', '短评打分': 5}
{'短评内容': '不错，性价比高，就是隔音不好，还有些装修的味道～', '短评打分': 3}
{'短评内容': '环境很好，价格便宜，早餐不错，卫生！以后去徐州还会选那边', '短评打分': 5}
{'短评内容': '条件非常不错，性价比很好，就是隔音差了点，还有有些装修的味道，总体非常不错了', '短评打分': 5}
{'短评内容': '很好的酒店，设施新干净，早餐不错。', '短评打分': 5}
{'短评内容': '性价比高，一楼前台服务态度好，楼层服务员态度不行，不会礼貌用语!', '短评打分': 5}
{'短评内容': '但你在迷茫之后，必须要接受实名买菜刀的现实。', '短评打分': 5}
{'短评内容': '很干净，就是刚进去有装修的味道。值得表演的是早餐很好。', '短评打分': 3}
{'短评内容': ' 已经入住。谢谢。', '短评打分': 3}
{'短评内容': ' 已经成功入住。第一感觉良好，谢谢。', '短评打分': 5}
{'短评内容': '+', '短评打分': 5}
{'短评内容': '+新酒店,硬件很好,其它的:呵呵,不说也罢!', '短评打分': 5}
{'短评内容': '不错，比想象中的要好多了。如果前台服务能有所改善，那就更佳，总之物有所值。', '短评打分': 5}
{'短评内容': '+不错，可以推荐。', '短评打分': 5}
{'短评内容': '已经是第二次入住了，各方面感觉都不错，对于自驾的朋友来说，是个不错的选择，不过就是酒店的隔音稍微差一些。', '短评打分': 5}
{'短评内容': '价格好像涨了，快没有优势了', '短评打分': 3}
{'短评内容': '有点偏了，可是设施挺新的。', '短评打分': 3}
{'短评内容': '大床房挺好，唯一的缺点是窗户不能打开', '短评打分': 5}
{'短评内容': '总体感觉不错，但房间里有油漆味', '短评打分': 5}
{'短评内容': 'bucuo', '短评打分': 5}
{'短评内容': '很好，感觉不错，性价比高', '短评打分': 5}
{'短评内容': '每次来徐州都住此店，卫生、服务、设施、舒适度、性价比、隔音都做的很不错。下次来还住。', '短评打分': 5}
{'短评内容': '性价比还很不错，周围也很安静，交通一般，早餐有些寒酸。', '短评打分': 5}
{'短评内容': '空调不行，不知是不开，还是没装好，科长冻死，夏天热死。其他还可以。', '短评打分': 3}
{'短评内容': '这里的环境非常干净，但费用好像稍贵一点。周边环境还不错，矿大对面！', '短评打分': 3}
{'短评内容': '很实惠的酒店，值得一住！', '短评打分': 5}
{'短评内容': '服务差，刚开始安排了一间还在装修的房间，餐厅什么吃的都没有，问服务员什么都不知道，不像一家酒店。', '短评打分': 1}
{'短评内容': '服务差，刚开始安排了一间还在装修的房间，餐厅什么吃的都没有，问服务员什么都不知道，不像一家酒店。', '短评打分': 1}
{'短评内容': '酒店真的是不错，只是中央空调在夏季的时候应该24小时都有，只有这点不足。', '短评打分': 5}
{'短评内容': '整体感觉不错，酒店装修比较新，但是还有装修的味道，热水供应有点问题，不是很稳定，一会儿热一会儿凉，不注意会被烫伤。早餐尚可，性价比较高！', '短评打分': 5}
{'短评内容': 'xing', '短评打分': 5}
{'短评内容': '很好的酒店，就是贵了点感觉，隔音不是很好', '短评打分': 5}
{'短评内容': '性价比高，设备较新', '短评打分': 3}
{'短评内容': '很不错。值得推荐', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '整体还不错，很干净', '短评打分': 3}
{'短评内容': '中央空调感觉基本是个摆设', '短评打分': 5}
{'短评内容': '不错，下次还会去', '短评打分': 5}
{'短评内容': '整体感觉还不错，服务也很好，', '短评打分': 3}
{'短评内容': '酒店新装修的 硬件还不错\r\n不过房间有异味', '短评打分': 5}
{'短评内容': '一直去徐州都是住他家！干净，价格也不贵！除了今天结账弄了意外！住了两天！一条擦手小毛巾不知道那去了，不知道是服务员忘记放了！还是。。。。反正只有十块钱', '短评打分': 3}
{'短评内容': '服务态度好，性价比高。就是离火车站有点远，打的15.', '短评打分': 5}
{'短评内容': '整体感觉还可以吧，服务员态度也都还不错，房间也还蛮干净', '短评打分': 5}
{'短评内容': '卫生间很干净！也很安静！178元的价格在徐州不算贵！交通也很便捷！周围也有些小吃店！下次来还会选择这家', '短评打分': 5}
{'短评内容': '很好，下次继续住', '短评打分': 3}
{'短评内容': '性价比很高，下次继续住', '短评打分': 3}
{'短评内容': '这家酒店性价比很高，下次来继续住这里', '短评打分': 5}
{'短评内容': '除了隔音效果差点，别的都还不错，建议早餐时间提前，差点没赶上火车！！', '短评打分': 5}
{'短评内容': '很一般', '短评打分': 5}
{'短评内容': '还可以,早餐不错,不像外面的饭店', '短评打分': 5}
{'短评内容': '新酒店设施不错，环境和服务都很好，就是有点气味。旁边是矿业大学，所以晚上街上很是热闹，那天就是下雨，没怎么玩。', '短评打分': 5}
{'短评内容': '很干净，性价比很高', '短评打分': 5}
{'短评内容': '酒店距我要去的地方很近，交通不错，房间设施还行，早餐品种丰富，环境不错。', '短评打分': 3}
{'短评内容': '卫生可以，也比较安静。就是早餐一般，和酒店的档次不符。', '短评打分': 5}
{'短评内容': '总体可以，就是离开市区有一定的距离！', '短评打分': 5}
{'短评内容': '环境很好，早餐太少了，没有牛奶 果汁 ，房间隔音太差', '短评打分': 5}
{'短评内容': '除了空调有点问题，隔音差点，其他都还不错，推荐！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': 'good', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '房间很大，早餐很丰富，液晶电视很清楚，尤其推荐的是酒店的机顶盒非常棒，有很多电影和电视。缺点是房间中央空调没有供暖，房间里很冷，隔音效果有点差，位置有点偏，总体来说很棒的酒店，向大家推荐！', '短评打分': 5}
{'短评内容': '整体还算可以，房间装修一般，还有有点装修的味。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '去年看到装修，开业时间不长，服务人员很热情周到。网络不通，一会儿就弄好了。早餐很好，干净适口，让在徐州咸辣得无法吃饭的我很感慨，为什么不在酒店吃中晚餐。但可能开业时间不长，服务人员常有小差错，还要多磨合！\r\n到徐州，如果是南方人，最好不要到小宾馆，既脏又乱，中汇应该是不错的选择！', '短评打分': 5}
{'短评内容': '很干净，就是早餐品种有点少，楼层很安静，底下停车场好像还没建好！！！', '短评打分': 5}
{'短评内容': '新開業的酒店，雖然位置偏了點，但其他都很不錯，開車的朋友無所謂了。', '短评打分': 5}
{'短评内容': '酒店还算新吧。说是按四星做的，但感觉设施一般，也就个三星。早餐太简单，没几样，饮品只有豆浆，最多相当于经济型酒店。位置也算偏的', '短评打分': 1}
{'短评内容': '新开业酒店，房间隔音较差！床睡着不是很舒服！\r\n交通还比较方便。\r\n装修公司装修水平较差，花了钱但没装好！', '短评打分': 5}
