{'短评内容': '还不错，京东也能订酒店了', '短评打分': 5}
{'短评内容': '还不错，就是近300的房间竟然没有窗户，这个有点不舒服，闷啊。交通还是挺方便的。希望别的日子能够有些优惠。', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '酒店很新，在步行街上，很方便。价格比同一条街上的另两家如家贵。', '短评打分': 3}
{'短评内容': '房间布置很温馨，就是没有窗的房间稍微有点暗，旅游下榻休息还是不错的选择。在南宋御街上出门就是步行街，吃饭、逛街都很方便，而且是真正的南宋御街，不是杭州旅游景点中的人造宋城哦。。。', '短评打分': 5}
{'短评内容': '房间有点旧，早餐也很一般，价格也不算便宜，地点倒是很方便，不过周边可选择的酒店很多，下次应该不会住这里了。', '短评打分': 1}
{'短评内容': '位置很好，但是这边有好几个如家容易弄错。饭店隔音效果不是很好，早上周围很嘈杂。定的大床房没有窗户，还得加钱升级。', '短评打分': 5}
{'短评内容': '这个酒店很不错，就是贵点，不过在步行街上，我觉得能够感觉到杭州原的历史风貌，我很喜欢，而且还碰到了与我们有缘的人，觉得杭州的旅行，非常好。下一次还想去。 ', '短评打分': 5}
{'短评内容': '去河坊街，吴山广场逛街很方便，停车场离酒店约五分钟路程（叫前台服务员帮忙带路，不然真不好找。惠民路是单行线，要从中河中路进停车场），起先服务员把我要的房间弄错，不过跟前台讲，很快就换过来了。数码大床房没窗，面积也小，不过住住也可以。早餐12块，比较方便。', '短评打分': 5}
{'短评内容': '环境，交通位置都还可以 就是驾车的话 不好停车', '短评打分': 5}
{'短评内容': '酒店所在的位置正好在旅游区内，环境很不错。\n周末假日的首选。\n酒店房间卫生也挺好，就是这个 被子是绿色的，感觉有点怪怪的。\n被子换成白色的话，应该会更好些。', '短评打分': 5}
{'短评内容': '蛮干净的，房间大小合适，服务不错，地理位置也方便。不过，还真有往房间里塞的小卡片。', '短评打分': 5}
{'短评内容': '环境很不错。。在南宋御街，没想到是一条很不错的步行街。我朋友都说我找的好。。缺点是房间隔音效果一般般。。但是设备很齐全，虽然比较小，没有窗户，但是没关系。住住很合适', '短评打分': 5}
{'短评内容': '酒店环境很好就是房间有点不隔音，本人还是很喜欢住如家酒店的，', '短评打分': 5}
{'短评内容': '刚到酒店，有种多住两天的冲动。酒店在南宋御街上，环境很好，由于是步行街，没有车马声，清净！酒店离清河坊只有300米左右，离西湖也不远，但走过去还是不方便。酒店比较干净，东西看起来也比较新。但我住的318是个“没有”窗户的房间，所谓窗户对着走廊，走廊外面有个路灯，直接影响了晚上的睡眠，这是其不足！不过床是1.8米的，房间大小也合适。液晶电视40寸，居然还有火灾面具！另外，卫生间隔音不好，旁边房间有点', '短评打分': 5}
{'短评内容': '酒店位置好,房间里也比较干净,服务员都很有礼貌.', '短评打分': 5}
{'短评内容': '交通：步行100米出步行街就有公交站，也可打车。吃：离美食街近。购：附近有特色商店。\u3000', '短评打分': 5}
{'短评内容': '在步行街，环境很好，一点不吵。房间很温馨，态度也好。步行约150米是大街，有公交车站，也可打到车，交通算比较方便的。晚上沿步行街向南即可进入热闹的小吃街和有特色的购物小店。', '短评打分': 5}
{'短评内容': '南宋御街近惠民路口，走路去清河坊、南山路都很近，楼下有奶茶汉堡店，附近超市、饮食店都有，游玩杭州位置极佳，价格也较理想，有免费上网，电视机顶盒系统做得也不错，有回放点播功能。性价比之选。', '短评打分': 5}
{'短评内容': '房间太小，但对与只在那睡觉的游客来说还是个不错的选择，', '短评打分': 5}
{'短评内容': '第2次去还是住的如家，前台的服务很热情，酒店的唯一不足就是隔音差了点。', '短评打分': 5}
{'短评内容': '可以，新开业的，离河坊街跟西湖都不远，就是房间的窗户隔光性不好，希望窗帘能加隔光布', '短评打分': 5}
{'短评内容': '第一次住，环境、位置不错出门就是步行街。下次去杭州玩还会住。', '短评打分': 5}
{'短评内容': '房间很小，服务不怎么样，管理太差：没有使用过房内的任何消费品，但被酒店强行收取！', '短评打分': 1}
{'短评内容': '房间很小，服务不怎么样，管理太差：在房内没有使用过任何消费品，被酒店强行收取！', '短评打分': 1}
{'短评内容': '出游很方便，房间设施简洁符合连锁酒店一贯作风，早餐略显简单。入住时还给我来段小插曲，原定的房竟然卖啦，服务细节有待加强。', '短评打分': 5}
{'短评内容': '地理位置佳,比较安静,出门就是小吃街,家庭房有点暗.', '短评打分': 5}
{'短评内容': '前台服务人员态度很好，耐心又周到，很满意。就是餐厅太小，人多就只能站着吃了。', '短评打分': 5}
{'短评内容': '地理位置好，但自驾车很难找到！（步行街），需提前电联总台，有人带到停车场（免费至次日13点）！自费早餐（12元），品种还可以，服务阿姨态度很好！房间有点小，局促感强！设施新，使用舒畅！总体不错，还会去住和会向朋友推荐！', '短评打分': 5}
{'短评内容': '关于价格，当时好象是网上下订单晚了点儿，居然分两次才完成，且价格不一，感觉较乱。入住后发现其实有很多空房，并不是网上所反映出来的那样紧俏，希望如家可以更实在点儿。', '短评打分': 1}
{'短评内容': '房间较小，局促感强烈。楼下的街道极其干净整洁，环境一等一地好。步行5分钟即到御街，虽不长但值得每家都仔细淘、慢慢看。', '短评打分': 5}
{'短评内容': '位置很好，就在清河坊附近，酒店环境不错，也很干净；也许是客人多了，服务有点跟不上。', '短评打分': 5}
{'短评内容': '住宿环境优越，地理位置较好，交通便利，服务态度很好，就是结账时出了点小问题，也妥善解决了。有个问题弄不明白，就是入住时我刷了1100的担保金，结账时为什么还要再刷984（实际费用），这个会不会出现双重消费的状况，冻结的资金在信用卡中何时解封，会不会出现要求还款的状况。', '短评打分': 5}
{'短评内容': '酒店位置比较方便，不过这个位置打车不太方便。', '短评打分': 5}
{'短评内容': '酒店很干净，位于步行街上，周围的环境很好，服务也很好，房间的布置非常温馨，赞一个。唯一的缺点就是自己开车不太好找，我们是提前打电话给前台，酒店的服务人员出来接我们才找到的。停车地点和酒店不在一起，不过离得不远。', '短评打分': 5}
{'短评内容': '此如家酒店全天服务周到、房间整洁、待人热情，房间有网线，电视、空调都好。', '短评打分': 5}
{'短评内容': '酒店一如既往的干净，在御街上，方便,就是有人在门缝里塞小广告', '短评打分': 5}
{'短评内容': '服务热情,房间空间不大,设施齐全。', '短评打分': 3}
{'短评内容': '房间比图上的小，位于南宋御街，安静，此价位如果能再配电脑就更好了', '短评打分': 5}
{'短评内容': '不错，干净卫生，地段好，就是房间小了点，下次还会来住', '短评打分': 5}
{'短评内容': '除了网速有时很慢外，其它如地理环境、色调布置、整洁度等等都很满意！', '短评打分': 5}
{'短评内容': '环境不错，周边繁华。但停车不方便，而且事先没告知。', '短评打分': 5}
{'短评内容': '在南宋御街上，环境很好，晚上也很静，服务也还好。', '短评打分': 5}
{'短评内容': '小而精致 不错', '短评打分': 3}
{'短评内容': '服务很好', '短评打分': 3}
{'短评内容': '方便、快捷、干净卫生、服务态度好。是家刚开业不久的酒店，偶预定的是标房，感觉像是个温馨的小家。这家酒店位于南宋御街，古色古香，楼下有很多杭州特色小玩意可购买，还有一家超市，去西湖大概15分钟的行程，离杭州火车站只有两站的距离，真的很方便，下次来杭州玩还有预订这家酒店。', '短评打分': 5}
{'短评内容': '清洁，干净。房间布置温馨舒服，服务比较到位，酒店地点临近商业街，非常方便。下次还会入住。', '短评打分': 3}
{'短评内容': '离车站近,环境安静。不错。', '短评打分': 3}
{'短评内容': '酒店较新,位置也好。但有装修的味道。', '短评打分': 3}
{'短评内容': '酒店位置比较好，就在南宋御街步行街上，环境好，比较安静，卫生也比较好，服务不错。\n缺点：我们住的那间没有窗子，网速实在不敢恭维，门缝有点大。\n总体来说还比较满意。', '短评打分': 5}
{'短评内容': '整天还好！性价比Ok！唯一不足就是网络基本是瘫痪的！希望改善！', '短评打分': 3}
{'短评内容': '这家酒店的地理位置可以说是闹中取静，处于市中心，距离西湖很近，又在步行街里面，车开不进来，整条街江南气氛非常的浓郁，给人一种神清气爽的感觉。酒店从房间到服务都让人非常满意，房间虽不是很宽敞，却一应俱全，真有种回家的感觉。', '短评打分': 5}
{'短评内容': '离西湖很近，环境还可以，酒店比较干净、舒适', '短评打分': 5}
{'短评内容': '入住手续快捷,服务热情,设施不错', '短评打分': 3}
{'短评内容': '地理位置好，景点比较近，交通方便，比较温馨。', '短评打分': 5}
{'短评内容': '房间不错，位置也不错，网络太差了。网页基本打不开', '短评打分': 3}
{'短评内容': '当时选酒店的时候就想着离南宋御街近一些，没想到这家如家快捷就在南宋御街上。打的到中山中路和惠民路口的交点，走到店里只需半分钟，如果在西湖大道那边下，就走个2-3分钟。酒店到西湖也不远，走个20分钟。酒店服务较好，前台和保安都很友好，需要什么也只要打个电话，马上会有人送到房间。房间设施比较新，应该也刚营业不久，装修简单干净，正符合如家的名字。房间可以上无线宽带，电视有大量选择，非常不错。只是第二天早', '短评打分': 5}
{'短评内容': '酒店交通比较方便，在步行街里面感觉还不吵闹，服务人员态度热情，帮忙解决问题的能力很高，超赞', '短评打分': 5}
{'短评内容': '商务大床房间有点小,约10个平方.有点局促.', '短评打分': 5}
{'短评内容': '房间太小，隔音不好！', '短评打分': 3}
{'短评内容': '不错，离步行街、西湖和杭州火车站都很近~', '短评打分': 5}
{'短评内容': '位置不错,价格适中,就是房间有点小,隔音效果不太好>...', '短评打分': 5}
{'短评内容': '很安静', '短评打分': 3}
{'短评内容': '环境很不错。。。。很舒适。。。。卫生很好。。。。。。', '短评打分': 5}
{'短评内容': '小，电视很慢！总体还可以！', '短评打分': 3}
