{'短评内容': '还可以还可以还可以还可以', '短评打分': 5}
{'短评内容': '房间性价比不错，住的是套房，厕所很大，但晚上突然发现在床头里面有个死了的牛大娘（天牛），四脚朝天，反正已经死了！挂了请勿打扰的牌子还打电话问要不要清扫房间……其他都好 比较舒适', '短评打分': 5}
{'短评内容': '入口有点不好找，但周边配套齐全，设施比较新，一楼自助餐超级棒，感觉一直有优惠:) ', '短评打分': 5}
{'短评内容': '房间小了点，但比起一些四星的性价比上要好得多，由于是新酒店，相比比较适宜。', '短评打分': 5}
{'短评内容': '酒店不错，尤其是行政楼层，价格不错！！', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '位置不好，号称5星级 ，但是软硬件估计达不到，只是外表看起来还不错，但是硬件明显缺乏管理，设计不人性化，位置比较偏僻', '短评打分': 1}
{'短评内容': '总的来说非常不错,比想象得好,安静干净,不到500的5星级很超值,就是酒店位置被挡住,不太好找,其它都很好.', '短评打分': 5}
{'短评内容': '原来以为五星级么应该不错的,没想到房间很小不说,而且床单上是明显没有洗过的,留有前一次的头发,而且上面不知道是不是灰的一层,后来打电话去说,来了一个小姑娘换了,说不可能没有换的估计是没有洗干净,换完走了,我又仔细看了一下,灰是没有了,但无意间又发现一根眼睫毛,无语了,拿掉,当没看见吧...后来大堂经理来电话说抱歉,送了一盘水果来...说实在的,五星级这样真不应该...反正觉得性价比不高,而且应该不', '短评打分': 1}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '服务还可以，但位置较隐蔽，前面有一酒店，找了好几个来回，饭店前台指路没明确一标的，', '短评打分': 3}
{'短评内容': '设施较好，但位置较隐没，被一酒店挡住，找了好几个来回，酒店前台指路不明确', '短评打分': 5}
{'短评内容': '很不错的一家酒店就是假期贵了点，附近有条小美食街', '短评打分': 5}
{'短评内容': '听说安静才去住，结果外部环境是很安静但是冰箱很吵，夜里拨了插座，以为ok，结果隔壁的冰箱噪音还能听到，感觉算不上5星水准，和苏州的5星比有点距离，当然价格不一样。大概只有4星半，其他还好，服务态度还行，还是值得推荐的，如果换个不吵的冰箱下次我还会去入住。希望改进。', '短评打分': 5}
{'短评内容': '酒店不错，价格偏高。', '短评打分': 5}
{'短评内容': '设施很新，还给升级了豪华大床房\r\n不足的是房间小了点，而且即使是豪华大床，也不过是1.5米的，实在称不上豪华。', '短评打分': 3}
{'短评内容': '环境很不错，就是位置偏了些。\r\n内部设施比较新，房间小了一些，可惜这个设计的时候就定下来了，无法改变。', '短评打分': 5}
{'短评内容': '很好的酒店，值得入住。只是发票和水单上章不一致，唯一意见是前台应该有个章。', '短评打分': 5}
{'短评内容': 'hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '性价比很不错的一家酒店，下次去还是会考虑。', '短评打分': 5}
{'短评内容': '性价比还不错,就是感觉房间整体色调比较暗。', '短评打分': 5}
{'短评内容': '不错，干净清爽，服务热情。下次还去住', '短评打分': 3}
{'短评内容': '很不错的五星级酒店~新开业的~性价比很高~', '短评打分': 5}
{'短评内容': '总的来说都不错。但是\r\n1。酒店不太好找，虽然在文昌西路上，但是被前面某建筑阻挡包围\r\n2。房间有比较严重的装潢味，绝对不是乱说。 作为南京人，不会这么诋毁自己家的品牌，但是味道确实很严重', '短评打分': 5}
{'短评内容': '服务态度挺好。\r\n标准套间房间偏小。', '短评打分': 5}
{'短评内容': '酒店比较新，以后还会入住。', '短评打分': 5}
{'短评内容': '其他都还不错，就是房间面积的确小了点。地理位置不是很好，到哪里都要打车。', '短评打分': 5}
{'短评内容': '除了位置有点偏,其他都很不错的!爸妈很满意!以后去的话还会入住!', '短评打分': 5}
{'短评内容': '房间有点小，酒店位置也一般。', '短评打分': 5}
{'短评内容': '交通略有不便,标识不太明显,外地人不太好找!', '短评打分': 5}
{'短评内容': '很好的一家酒店，很干净，就是单人大床两个睡小了点。', '短评打分': 5}
{'短评内容': '大堂太小', '短评打分': 3}
{'短评内容': '整体还行，大堂有点小', '短评打分': 5}
{'短评内容': '服务尚好；若是旅游的，位置稍显偏僻，住市中心逛街更方便；豪华标间居然不配浴缸。', '短评打分': 1}
{'短评内容': '很不错的酒店，我以后到扬州还会继续住这家酒店。\r\n', '短评打分': 3}
{'短评内容': '很不错的酒店，我以后到扬州还会继续住这家酒店。\r\n', '短评打分': 5}
{'短评内容': '感觉能达到5星的标准，因为我住的最便宜的房间498/晚，都觉得很舒服可想而知其他的好的房间肯定非常非常舒服！', '短评打分': 5}
{'短评内容': '蛮划算的一家5星级酒店，在扬州算是相当不错了，又有优惠活动还算超值。', '短评打分': 5}
{'短评内容': '酒店总体来说不错，吃的不错，交通很方便，唯一不足，是大床太小了，不适合一家三口', '短评打分': 5}
{'短评内容': '酒店装潢很新，设施齐备。连喝红酒的开瓶器和放冰块的盒子都有。很多细节值得称赞，很贴心。不足之处是隔音问题很大，走廊说话声都听得到。另外就是房间内部由于东西多了，环境显得十分局促，厕所和房间的比例失调。', '短评打分': 5}
{'短评内容': '酒店各方面不错,房间晚上有噪音,向酒店反映后更换了房间.服务还是可以的.', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '新建的酒店，服务、环境、卫生等方面都很好，值得入住！', '短评打分': 5}
{'短评内容': '很不错的酒店.环境较好.餐厅食物很好吃', '短评打分': 5}
{'短评内容': '还可以。唯一的是早餐太贵。', '短评打分': 5}
{'短评内容': '酒店比较新，就是位置有点远了', '短评打分': 3}
{'短评内容': '不错的酒店，值得推荐。', '短评打分': 5}
{'短评内容': '住的是高级房，可惜这次房间是对着马路，晚上开窗的话，声音还是有点吵。酒店的服务很好，符合五星级的水准。', '短评打分': 3}
{'短评内容': '酒店服务很人性化，还有水果赠送。就是单人间的房间小了点。', '短评打分': 5}
{'短评内容': '住的是高级房，可惜这次房间是对着马路，晚上开窗的话，声音还是有点吵。酒店的服务很好，符合五星级的水准。', '短评打分': 5}
{'短评内容': '很好的酒店。', '短评打分': 3}
{'短评内容': '该酒店设施较好,可能是新装修原因,房间还有点异味.其它都很好,下次还会住这家酒店.', '短评打分': 5}
{'短评内容': '大床房的房间面积比双人床房的房间面积要小', '短评打分': 3}
{'短评内容': 'perfect', '短评打分': 5}
{'短评内容': '环境可以  就是大床房有点小', '短评打分': 5}
{'短评内容': '性价比很高，新开的，环境很好！', '短评打分': 5}
{'短评内容': '房间空间还不及4星级酒店', '短评打分': 1}
{'短评内容': '酒店非常新，套房也很大,总体感觉很好。', '短评打分': 3}
{'短评内容': '酒店非常新，总体感觉很好。', '短评打分': 5}
{'短评内容': '新开的金陵连锁酒店，单间面积太小。', '短评打分': 5}
{'短评内容': '新酒店，房间还有味道。硬件不错，软件太差。', '短评打分': 5}
{'短评内容': '酒店非常新，套房也很大。总体感觉很好。只是因为酒店入口在里面，所以要稍微仔细一点才能找到。但是细节上还需向国际品牌酒店学习。比如酒店的冰箱竟然是锁住的。客房里也没有宾客指南，只有一张早餐门牌。当然总体还是非常的。下次去扬州还会住。性价比较高', '短评打分': 5}
{'短评内容': '帮国外同事订的，非常满意，并表示下次还会入住。', '短评打分': 5}
{'短评内容': '干净、舒适', '短评打分': 5}
{'短评内容': '新开的酒店，目前各方面很好。关键是如何坚持了。希望酒店能够保持好的服务。', '短评打分': 5}
{'短评内容': '服务人员态度很好，比较贴心；内部干净舒适、设施齐全。不便在于其位置离市区有些远，叫车不太方便。', '短评打分': 5}
{'短评内容': '位置很好，边上吃饭的地方较多，出行也方便。值得', '短评打分': 3}
{'短评内容': '酒店开的时间不长，各方面都很满意，尤其房间非常大，值得推荐。酒店就在一个广场边上，吃饭的地方很多，三头宴、富春包子都在边上，吃住出行都很方便。', '短评打分': 5}
{'短评内容': '不错的一家酒店，比较新。', '短评打分': 5}
