{'短评内容': '很可惜这次没住到，下次再住', '短评打分': 5}
{'短评内容': '这家酒店总体而言还是不错的，但还是有不太尽如人意的地方。我住的是复式的房间，房间一楼的卫生间洗手池漏水，淋浴房地漏不渗水，也没配送卫生纸。酒店住宿是可以免费停车的，但需要客人自己到停车场进门处向管理员要个什么停车券，然后再到前台签了字才可以免单，进停车场时、办理入住和退房时，工作人员都只字未提，等我退完房，想起来询问时前台才微笑着向我做出说明，服务态度是不错，但希望这方面能更人性化、更简洁些。', '短评打分': 5}
{'短评内容': '非常好!床很大很软很舒服,隔音好,视野好,房间干净,设施齐全 ', '短评打分': 5}
{'短评内容': '感觉不错，就是上网慢，服务很好，有机会还会去住，', '短评打分': 5}
{'短评内容': '复式套房很有特色，但是这个价格确实有些高。还有就是服务很一般，尤其是客房中心的电话总是没人接。', '短评打分': 5}
{'短评内容': '住的复式套房很有特色，就是性价比不高，658元的价格有些高了。其他的都不错。', '短评打分': 5}
{'短评内容': '非常不错的酒店,床非常大，也很干净，住起来很舒服', '短评打分': 5}
{'短评内容': '外观看着很气派，门脸也很有档次性，大堂的装修很豪华，里面的装修给人一种很体面的感觉，在布置格局上面也很精致，可是我觉得他们的价格还是有一点的贵，他们的酒店对新顾客和老顾客都是一样的对待.', '短评打分': 5}
{'短评内容': '服务态度很好,房间设施很好.性价好.卫生也很好.', '短评打分': 5}
{'短评内容': '蛮不错的……住的时间很短 就是睡了个觉 不过感觉还是比较安静卫生', '短评打分': 5}
{'短评内容': '＋住宿条件不错', '短评打分': 5}
{'短评内容': '前几天预定了598的复式客房，感觉很好。', '短评打分': 5}
{'短评内容': '由于四月去北大上四天的课，所以找了附近的算是路途比较适中的酒店，怎么说呢，最深刻的印象是前台的接待人员是让人感觉很不错的，特别是有位雷姓的经理吧，好像是这个姓，时间有点久记不太清了，呵，他态度非常热情而周到。但硬件方面不尽如人意的地方还是挺多的，第一天的大床房是二个床拼的，第二天虽然及时更换了房间，但，很明显的床头和床尾是不平的，所以我虽然付了三天的房费，但第二天就提前退房了，包括空调的问题，多少', '短评打分': 1}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '价格明显不是网上标的那样 不含早餐的复式房要758的 环境不错 值得推荐', '短评打分': 5}
{'短评内容': '地方有点儿远，不过整体很不错', '短评打分': 5}
{'短评内容': '总体印象就服务态度太差了 ， 其它还好 ，望改进！\r\n', '短评打分': 5}
{'短评内容': '服务太差，其他还行', '短评打分': 3}
{'短评内容': '服务太差，其他还行', '短评打分': 5}
{'短评内容': '帮同事订的，去过一次，推荐', '短评打分': 3}
{'短评内容': '帮同事订的，上次去过一次，推荐', '短评打分': 3}
{'短评内容': '同事说相当的好，交通便捷', '短评打分': 5}
{'短评内容': '同事说不错，以后还住那', '短评打分': 5}
{'短评内容': '酒店设施整体不错，复式房的落地窗很爽，地毯略有些脏。复式房与普通房只差50元，性价比不错。前台服务态度很好，满足了我们提前入住、换房等要求。离繁华地段略远，不过离家挺近的。停车不贵，白天1元，晚上0.5元，但入住客人也按小时收费，没有减免，有些不爽。', '短评打分': 5}
{'短评内容': '住的复式, 很不错. 感觉很温馨.而且设施很全, 也干净. 楼下自助餐涨价了. ', '短评打分': 5}
{'短评内容': '酒店住的外国人很多，从窗户可以看到西山，硬件设施非常好，床非常舒适。', '短评打分': 5}
{'短评内容': '性价比比较高，居住也比较舒适。', '短评打分': 5}
{'短评内容': '各方面都不错，值得推荐。', '短评打分': 5}
{'短评内容': '客人比较满意', '短评打分': 5}
{'短评内容': 'HAO  就是贵', '短评打分': 5}
{'短评内容': '不错的酒店，与众不同的LOFT的房间，酒店内很安静。唯有卫生间的排风稍显不足。', '短评打分': 5}
{'短评内容': '不错的酒店，很安静，有爱的人陪着，很痛却很幸福的六天～', '短评打分': 3}
{'短评内容': 'very good. I will choose it the next time.', '短评打分': 3}
{'短评内容': '不错的酒店，外国人很多，很舒适，', '短评打分': 5}
{'短评内容': '超赞，交通方便，价格稍高', '短评打分': 5}
{'短评内容': '不错的酒店,下次还住', '短评打分': 5}
{'短评内容': '其实这家酒店各方面我还是挺满意的，可能我入住的时候，想要一间阳面中间位置的房间，服务员还没有整理好，所以入住后发现房间的角落，特别是浴室会有灰尘，比如头发等，看着不是很舒服。我住的是LOFT，感觉设施什么的，都挺好的。但是房间里面的保险柜坏了，导致我的笔记本电脑锁在了里面，差点耽误了用。虽然楼下车流很多，但是可能是住的比较高的原因，房间还是挺安静的，有机会还会住。', '短评打分': 5}
{'短评内容': 'LOFT很特色', '短评打分': 5}
{'短评内容': '空调有时候不好用', '短评打分': 5}
{'短评内容': '很棒，很喜欢这里。想体验私人游泳池的快乐吗，别犹豫，选择这里吧！', '短评打分': 5}
{'短评内容': '跟女友五一赴京旅游，很满意，强烈推荐！', '短评打分': 5}
{'短评内容': '中关村附近就这一家还不错。客房还好，餐饮一般。', '短评打分': 5}
{'短评内容': '服务员一早就来敲门。住的房间挺好。推荐', '短评打分': 3}
{'短评内容': '餐饮不好，服务很一般。但性价比不错，房间挺舒服', '短评打分': 5}
{'短评内容': '住过四次，三次大床房一次复式。床很舒服，房间安静、干净，非常喜欢房间的大落地窗，可以看到西山。早上服务员会送时令水果到房里，一直忘记问是不是洗干净的= =喜欢这里的电视节目，有我钟情的National Geography和HBO，很过瘾。复式很适合待客，唯一不好的是空调系统，冬天时候楼下已经很热，楼上还冷得要命，希望空调设施尽快改进。另外卫生间的洗漱用品不好，不像四星酒店该有的样子。地理位置稍有点', '短评打分': 5}
{'短评内容': '房间卫生越来越差。', '短评打分': 5}
{'短评内容': '与爱人住了2晚，感觉很好。以后来还会再住的。尤其是LOFT设计很漂亮，很不错。小遗憾：一楼客厅沐浴间积水，很难干。', '短评打分': 5}
{'短评内容': '房间比较干净，隔音不错。但有一点，空调声音较大。', '短评打分': 5}
{'短评内容': '酒店干净，服务非常好', '短评打分': 5}
{'短评内容': '很舒适，交通方便', '短评打分': 5}
{'短评内容': '不知道是我没仔细找还是怎么回事，我没发现请勿打扰的牌子，导致每天2次服务员敲门问要不要打扫，要不要洗衣服。。。还有我入住的大床房开始在大堂说是已经没了，但前台“特别好”地帮我抢了一间，等了大概15分钟，后来到晚上我才发现这个大床房竟然是两张床拼起来的。。。当然也有值得欣赏的，房间里各种设施都很齐全，尤其是插座特别多，总的来说住的很方便、舒服。下次还会去，只是会先注意下别是拼的床。。', '短评打分': 5}
{'短评内容': '酒店开业时间不长,设施维护的不太好.其它还好.', '短评打分': 5}
{'短评内容': '复式套房很有特色，房间也比较干净。就是浴巾稍微有点旧。这次入住网速比较慢。', '短评打分': 5}
{'短评内容': '还可以，挺冷的', '短评打分': 5}
{'短评内容': '德国技术总监指定酒店，地理位置和设施都不错，是德国总监来国内一直居住的酒店。', '短评打分': 5}
{'短评内容': '双层的房间不错有特色。但是卫生一般。。空调问题都说过了。。。最主要是行政公寓的网速实在受不了，尤其是沙尘暴那天我连个视频都开不开十分郁闷', '短评打分': 5}
{'短评内容': '硬件不错，但配套设施和管理还跟不上。', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '早餐中餐的品种太少；复式的房间二楼没有一楼的灯光开关，夜里下楼不够方便。', '短评打分': 5}
{'短评内容': '复式套房很不错！', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '标间比较少，而有大床的标间更少，有的没有窗户。LOFT就好多了，空间大，布置合理，景色宜人。价钱也没有贵出多少。还是很划算的。就像其他人说到的，复式套间的空调送风口在楼上，几乎就在床边。这一点不是很满意。另外，没有得到首日入住的欢迎水果。', '短评打分': 5}
{'短评内容': '酒店设施、卫生等方面很满意，楼上楼下的复式套房给人居家的感觉很不错。在网上订房可以享受到的几项优惠，例如可以延迟到下午4点退房、可以免费享受游泳等，也令人满意。尤其是这个时段住客不多，享受了一场独家游泳池，池边还有躺椅，窗外是街景，泳池上层还有个健身房，设备很多，可以疯狂享用到晚上十点，非常惬意的享受。\r\n缺点也还有点，一是房间没有配备厨房设备，连微波炉都没有，无法加热自带食品，感觉不便；二是空调', '短评打分': 5}
{'短评内容': '感觉不错，下次还住。', '短评打分': 5}
{'短评内容': '酒店有点隐蔽 大门不太好找 大堂服务很一般 爱理不理爱住不在住的样子.电话订了夜宵 等了一个半小时才送到 如果再 次到北京.我不会选择入住.一点性价比没有', '短评打分': 1}
{'短评内容': '说实话，自我感觉上没有原来的诺富特好，“换汤不换药”是我对他的主要评价，但是作为受认证的4星级酒店，我觉得还是值得推荐的！交通非常方便', '短评打分': 5}
{'短评内容': '性价比很高的酒店', '短评打分': 5}
{'短评内容': '很舒服的酒店', '短评打分': 5}
{'短评内容': 'The resturant is below average. The breakfast is not good. The heater in the room is too warm...and dry.\r\nI stay at the top floor and it has a very good view.', '短评打分': 5}
{'短评内容': '位置很好,出行很方便,卫生服务方面也都不错,但就是房间的硬件设施有点陈旧了.', '短评打分': 3}
{'短评内容': '还不错的酒店', '短评打分': 5}
{'短评内容': '我感觉这个酒店十分的干净服务很到位   基本上是免费升级到更高的预定房  下次还是会继续住的', '短评打分': 3}
{'短评内容': '很好的酒店,活动时性价比极好', '短评打分': 3}
{'短评内容': '复式套间中央空调在楼上睡觉比较热，其他设施都很不错，可以游泳。', '短评打分': 5}
{'短评内容': '性价比还是不错的\r\n\r\n', '短评打分': 3}
{'短评内容': '性价比还是不错的', '短评打分': 5}
{'短评内容': '覆式套房很通合商务且价格合理。', '短评打分': 5}
{'短评内容': '很满意  只能说周围好吃的好玩的东西比较少  \r\n酒店的房间设施中空调室需要改进的  套房的楼上特别热  而楼下就比较冷', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都还好，卫生服务也很不错，。硬件设施舒适度也比较达标。位置出行交通方便。值得推荐入住。', '短评打分': 3}
{'短评内容': '酒店是复式结构，适合商务人士居住，客厅很大。便于客户拜访。', '短评打分': 5}
{'短评内容': '此酒店整体给人一个最重要的感觉:冷清!没有第二次入住的留念.提前预定好房间,到了酒店前台拿了房间,结果一到房间,整体没打扫,二楼的床上什么都没有!重新又换了房间,才能入住!卫生间很小,毛巾质量也很差,两个卫生间的浴巾明显有区别!一个较新,一个较旧.上面还写着诺富特.酒店的配套设施也不太好,仅有一个餐厅!附近最近的餐厅也要走上10--15分钟!直接改公寓楼!增加上厨房可能还好点!', '短评打分': 1}
{'短评内容': '呵呵！！有空再来！！', '短评打分': 3}
{'短评内容': '这个酒店什么都好，就是房价中不含餐，含餐的房价太高了，要是餐便宜点就好了！！！', '短评打分': 5}
{'短评内容': '很满意 挂牌四星级中性价比非常高  住的高级间 满两晚送一晚 包单早 三晚一共1200左右。早餐非常好 标价是148的自助餐 提前预定只要80。  酒店的位置比较好 离苏州街地铁站步行不到5分钟  室内游泳和健身房也不错 房间内不像其他酒店总有很多额外消费 冰箱是完全空的 可以自己放很多东西 服务生态度很好 半夜4点给前台打电话叫出租车也非常及时 一下楼车就等在门口了  总之很满意！', '短评打分': 5}
{'短评内容': '我在酒店住宿是,通过固定电话拨打东方航空免费客服电话,4分钟左右,在清单上显示是市话费用,但是最后居然收取我17.75的电话费用,合4块多一分钟,非常不合理,请立即给我个说法', '短评打分': 1}
{'短评内容': '原来是诺富特，现改成了艾丽华，洗浴用品质量下降。清洁人员素质不行，丢三拉四，配备用品也不全。复式房间的空调实在是太响，这是很大的问题。泳池我最喜欢，几乎天天去游，基本没人。\r\n\r\n最大的优势是在房间里看到西山和颐和园。', '短评打分': 5}
{'短评内容': '酒店的服务非常不错，硬件条件感觉也还可以，位置对我来说也还算方便的，价格适中算是。', '短评打分': 5}
{'短评内容': '整体感觉性价比还是不错的，值得推荐', '短评打分': 5}
{'短评内容': '这家酒店不是位置繁华地带，所以有些不太好找。住宿条件还是不错的，房间里弄的挺干净的，设施方面也比较齐全，价格方面还是比较合适的。', '短评打分': 5}
{'短评内容': '我很喜欢酒店的复试结构，环境很好，而且服务很周到，酒店的地理位置也挺好的，交通很便利', '短评打分': 5}
{'短评内容': '酒店很不错，住过建国和这里后，才知道酒店的管理是多么重要。\r\n我定了个标准间，住进去后发现时个复式跃层。双液晶电视，双卫，楼上大浴缸非常舒服。\r\n楼下做商务办公也很不错。光线、通风都很好\r\n如果标准间是个单层的话，我可能会觉得近500元的价格贵了，400以内性价比就会很好\r\n可我住的是跃层，感觉酒店管理及设施对得起478的价格。\r\n', '短评打分': 5}
{'短评内容': '感觉酒店还可以，别都不错，就是有点旧了，价格稍微有点高', '短评打分': 5}
{'短评内容': '就是房间里的空调有点吵,其他的没什么,各方面感觉都还挺不错的.', '短评打分': 5}
{'短评内容': '位置比較偏 床不是很舒適 大堂很氣派 我住的是複式房間挑高很不錯 但後來發現中央空調非常吵 晚上睡不好 床又小又不舒適 因入住客人少 我去游泳池時發現游泳池竟然到下午二點還沒開始運作淨水系統 早餐普通 服務員訓練太差 竟然有飯店員工進來偷拿酸奶去吃 同時竟然早餐時間 飯店清潔員還在清窗子\u3000考量是國際飯店連鎖\u3000所以我想給零分', '短评打分': 5}
{'短评内容': '酒店的整体环境不错的,但是房间隔音效果不好,服务卫生以及设施都还可以的,酒店的位置不错的,价格有点高', '短评打分': 5}
{'短评内容': '上次过去入住的比较久对酒店的环境硬件设施舒适度感觉都还不错,位置出行交通也非常的方便,价格也很优惠合理,服务卫生都很好,值得推荐入住的酒店.', '短评打分': 5}
{'短评内容': '这家NOVOTEL客流量不大，总体比较安静；硬件服务设施相当的不错，但在软件服务上有待加强：服务员不多，亲和力方面有所欠缺；自己喜欢也很信赖诺雅高的品牌，中关村的这家NOVOTEL还是值得推荐入住的。', '短评打分': 5}
{'短评内容': '卫生不太理想', '短评打分': 1}
{'短评内容': '交通方便，有地铁；吃饭方便，地铁周边有很多小吃店和川菜店；大厅有电脑、房间有免费上网；更重要的是房型非常多，很有特色，性价比很高', '短评打分': 5}
{'短评内容': '酒店就是位置不太好，位置有些偏很多出租车司机都不知道，酒店的服务、卫生方面还不错', '短评打分': 5}
{'短评内容': '住过多次了，这次免费升级到了复式房。整体都不错，缺点是卫生死角比较多，不常用的柜子可能就不打扫了，灰很多。ELONG价格不够有竞争力，周边公司签约价438含一早或一晚餐。', '短评打分': 5}
{'短评内容': '房间感觉还可以。设施一般，空调制热很差冬天在房间里会很冷，噪音比较大。洗完澡整个卫生间地面都是水而且浴缸没有接下水管道。房间里缺东少西的，送东西来的服务员显得很不耐烦，态度很糟糕。对整个酒店印象大打折扣。总来说性价比一般。', '短评打分': 1}
{'短评内容': '除了隔音效果不好,其它方面还都不错的.', '短评打分': 5}
{'短评内容': '价格比较实惠,灯光有点暗,床有点小,当时可能过节的原因,服务员很少,不过整体感觉还可以', '短评打分': 5}
{'短评内容': '卫生环境不错，出行也方便，服务也周到', '短评打分': 5}
{'短评内容': '很不错 只是复式楼上空调噪音太大 影响睡眠 楼下空调基本不起作用 很冷 希望改正 其他都很好 ', '短评打分': 5}
{'短评内容': '酒店复式房间卧室楼板隔音差。我住的那天，楼上的客人不知为啥不断的上下楼，听得清清楚楚，很烦。其他感觉都很好，房间干净，设施时尚。', '短评打分': 5}
{'短评内容': '房间蛮干净的,服务也很周到,暂时没有遇到什么问题,都挺不错的', '短评打分': 5}
{'短评内容': '性价比很好，推荐颐和园的复式观景房，相当不错，住起来很舒服，有几点大家注意：空调调节必须在楼下不是很方便，另外空调的声音很大，略微有点吵，这是我特不满意的地方，另外服务有点慢而且不是特别从顾客的角度来考虑，等候时间较长', '短评打分': 5}
{'短评内容': '总体来说感觉不错~~一直住的都是复式套房~~^比起价格来说性价比还不错~~只是第二次去时已经发现涨价了~~相隔也就15天……在房间里要过几次东西~~感觉速度不是很快……小抱怨一下~~楼上的卫生间有浴缸 还是比较喜欢的~~', '短评打分': 5}
{'短评内容': '酒店环境、设施都非常好，交通便利，但是大门朝向让人一下难以找到酒店。\n服务也不错\n性价比很高！', '短评打分': 5}
{'短评内容': '他的房间里的复式结构比较不错，干净感觉挺不错的，而且对我来说位置也算方便。', '短评打分': 5}
{'短评内容': '酒店环境还可以,卫生服务也不错位置很一般.', '短评打分': 5}
{'短评内容': '跟其他客人讲的一样，真的离市区挺远的，交通还算比较方便。酒店的大门不是在大街上，要拐进去才能看见，大堂还是挺堂皇的，装修格调也挺好，但是整栋楼、大堂、房间远没有图片看起来大。服务一般。性价比应该算中上吧！', '短评打分': 3}
{'短评内容': '房间的感觉很好，比我住的同是4星级的港中旅维景酒店好，布置的很时尚，非常适合年轻人，价格也还合理，卫生也不错，就是对停车这一点不太满意，北京正值奥运期间，单双号限行，我的车是单号，我退房时正好是双号，打电话咨询时告诉我因为我在酒店入住，虽然第二天就退房了，但可以替我看管我的车，并且不收停车费，但是到了酒店办理入住时就变成不负责保管了，让我很失望，现在北京酒店多如牛毛，大家比拼的是服务，既然选择了你', '短评打分': 5}
