{'descr': '。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '实在是很糟，除了位置好之外一无是处。第一个房间漏水，找不到原因，房间非常小，床很硬，甚至弹簧都有坏掉的地方。要求换了房间，结果房间变更小，放了床之后连走路的地方都快没有了。248的价格在快捷酒店里不算低的，之前住过很多其他品牌的连锁酒店都觉得性价比可以接受，莫泰168太令我失望了，以后绝不会再选择。', 'star': 1}
{'descr': '地理位置不错。', 'star': 5}
{'descr': '价格便宜吗，还可以了，\r\n\r\n位置很好。', 'star': 5}
{'descr': '位置非常好，出门就是南京最繁华的购物街，地铁也不远，很好找\r\n房间有点贵', 'star': 5}
{'descr': '位置很好，房间卫生不错，住着很舒服。168的特价房，比较宽敞。', 'star': 5}
{'descr': '位置很适合逛街，地处闹市，设施齐全。房间清洁后空气清新剂味道太大了', 'star': 5}
{'descr': '办手续慢的要死 前台态度不好 要不是位置好 才不来住 。。', 'star': 5}
{'descr': 'good 还好吧 就也是地方小  但好似也可以 恶补呢嫩', 'star': 5}
{'descr': '酒店位置不错，逛街小吃都很方便，就是房间有点小，淋浴的水很小，性价比还好', 'star': 5}
{'descr': '还可以把 就是房间小了点 总体来说不错的 ', 'star': 5}
{'descr': '确实不错，房间很实用，很温馨，地理位置好！', 'star': 5}
{'descr': '将就住住吧，都很一般，但是位置不错。只能说这个价格值了，商务大床房不是都一样的，入住时最好讲清楚要大的房间', 'star': 5}
{'descr': '第一次住的商务大床房和第二次住的不同，第一次比第二次明显大很多，房间还有茶几，二次价格是一样的，很郁闷，差距太大，问过后说就是这样的，同样的商务大床房的房间就是有区别的，我个人觉得，，如果有区别就该价格也有区别，我是冲着第一次的房型第二次才定的，很失望', 'star': 1}
{'descr': '除了商务大床房跟大床房没有区别之外，其他都很好', 'star': 5}
{'descr': '已入住  ', 'star': 5}
{'descr': '距离大洋百货很近，过条马路就到，后面有85度和很多小吃店，方便快捷。就是房间太小，商务标准房的两张床距离很近~~', 'star': 5}
{'descr': '床有点硬 交通很方便 ', 'star': 5}
{'descr': '交通位置还不错，只是离地铁站还是要走个10来分钟', 'star': 3}
{'descr': '位置方便，不错。', 'star': 5}
{'descr': '不错啊\r\n', 'star': 5}
{'descr': '各方面还不错', 'star': 5}
{'descr': '3e3e3e3e3e3e3e3e', 'star': 5}
{'descr': '白天的时候有些吵，晚上就好多了。不过楼道里的声音有时是能听得很清楚。整体比较满意。', 'star': 5}
{'descr': '就在新街口但明瓦廊不是很好找得到，停车不是很好停，若要停车建议住羊皮巷的莫泰，就在对面', 'star': 5}
{'descr': '离市中心比较近，出门很方便，楼下有苏果超市，以及类似小吃街，很便捷', 'star': 5}
{'descr': '舒适、方便', 'star': 5}
{'descr': '位置很方便', 'star': 3}
{'descr': '其他都还好，就是隔音效果差了点，从早上7点多就不同的有不同的声音，服务员查退房的声音也很大。', 'star': 5}
{'descr': '不错的一家店，经常去', 'star': 5}
{'descr': '非常方便', 'star': 5}
{'descr': '整体很好，就是房间有点小。', 'star': 5}
{'descr': '好:1酒店的服务卫生环境都很好!买东西吃东西都很方便!出行也还行!\r\n差:1.我住的房间卫生间漏水2.位置比较难找!\r\n\r\n总体来说 性价比不错! 会推荐这家酒店!', 'star': 5}
{'descr': '位置相当中心,交通也比较好,这个位置对得起这个价钱', 'star': 5}
{'descr': '地理位置很好，处于新街口闹市区，出门几步路就是地铁口，非常方便。楼下有很多小吃，如果逛街回来，还可以再吃一些小吃。唯一不太满意的是，房间非常小，商务大床间里放了一张床，几乎没有多少剩余空间了，感觉非常挤', 'star': 5}
{'descr': '很方便', 'star': 3}
{'descr': '交通很方便，但跟镇江的莫泰168商务大床房相比，我还真的怀疑我订的南京这家是不是商务大床房——房间很小呢。', 'star': 1}
{'descr': '位置很方便，就是隔音差', 'star': 3}
{'descr': '位置很方便，房间隔音不好', 'star': 5}
{'descr': '隔音效果一般', 'star': 3}
{'descr': '地理位置不错', 'star': 5}
{'descr': '就在大洋百货对面。很方便。下次去还会住那里', 'star': 5}
{'descr': '中心商圈，很方便', 'star': 5}
{'descr': '总体不满意\r\n', 'star': 1}
{'descr': '住过好几次了 房间的装修 挺喜欢的 也比较干净  隔音就一般了', 'star': 3}
{'descr': '位置相当的好 没的说  楼下吃的也多  酒店环境不错 但是 服务一般 不能代买火车票', 'star': 5}
{'descr': '主要就是地址好，价格还过得去，但是房间小了一点。', 'star': 5}
{'descr': '住在8楼，可能楼顶有锅炉，一直有翁翁的声音。其他都不错。。下次还会住这里。', 'star': 5}
{'descr': '这次前台没有那个态度不好的小男生了，挺不错~', 'star': 5}
{'descr': '房间不错，交通挺方便的', 'star': 5}
{'descr': '在闹市中央，交通、购物非常便利，吃东西的选择也很多。就是特价房好像永远订不到，后来改了一个大床房，发现窗户是内窗，有常年不通风的味道，又改了一个商务大床，如此一来，加了不少钱。。。', 'star': 5}
{'descr': '位置很好！', 'star': 5}
{'descr': '下次去南京基本还会选择这家的，只是有2个问题:下水道有味道，大床房没朝外的窗，其他都很满意', 'star': 5}
{'descr': '比较方便  地点比较好', 'star': 5}
{'descr': '感觉不错。推荐！', 'star': 5}
{'descr': '位置非常不错，不过服务差了点', 'star': 3}
{'descr': '酒店位置很好,卫生也不错.下次有机会还会继续入住.', 'star': 5}
{'descr': '还可以，就是没上海的好', 'star': 5}
{'descr': '位置不错，对面就是南京中央商场，处于闹市区，停车位比较多，有个院子停车。但是很多房间没有对外的窗户，进房间之后非常沉闷，早晨都不知道天亮没有。其他还行。', 'star': 5}
{'descr': '位置确实不错,但是房间实在太小了,而且床垫实在太太软了,腰椎有问题的人根本不能睡,一躺上去整个人就滚到中间了.建议床板要定期作检查不行的要更换.', 'star': 3}
{'descr': 'it locates at a very convenient place (downtown),however the room is too small and the bed is too soft to stay.', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '非常好', 'star': 3}
{'descr': '地段非常方便，就在大洋后面，价格适中，在新街口地段算是价格很便宜的经济型酒店', 'star': 5}
{'descr': '酒店位置很好，性价比也不错，但是入住时碰见的一个前台小男生服务实在不好，和客人说话语气也很不好，应该好好管理一下员工', 'star': 5}
{'descr': '方便,位置很好', 'star': 3}
{'descr': '不错啊！只是有点闷！', 'star': 5}
{'descr': '小床有一点小，浴室是透明的，不方便一个人洗澡一个人洗漱……其他都很好', 'star': 5}
{'descr': '房间很小，淋浴坏的，比较差。', 'star': 3}
{'descr': '其实住的是特价房...也就是没有窗户...所以空气不是太好是正常的..但是蛮舒适..地理位置很好..就在大洋百货对面..到新街口也方便..服务还可以..只是如果打电话去问的话..柜台服务员不是太耐心..可能是因为柜台客户比较多吧...最后说一点..这里和很多宾馆一样..隔音不是太好..', 'star': 5}
{'descr': '地理位置比较好，在新街口繁华的地方，离地铁什么的都比较近。生意很好，不提早定还没房间哦', 'star': 5}
{'descr': '位置很好，到哪里交通都很方便，地铁、公交、打车都很方便，下次还会选择这里。', 'star': 5}
{'descr': '离新街口很近，其余的没什么优势。', 'star': 5}
{'descr': '那天太冷了，空调感觉不够暖和，不过总体很不错', 'star': 5}
{'descr': '特别适合单身商旅人士居住，交通非常方便，房间很温馨！', 'star': 5}
{'descr': '位置相当好 正对大洋百货 但是服务有待提升 不能待定车票 不能叫餐', 'star': 5}
{'descr': '蛮好', 'star': 5}
{'descr': '还不错，地段好，价格也还比较可以', 'star': 3}
{'descr': '位置不错，而且交通也很方便，离市中心较近，就是房间小了点。', 'star': 5}
{'descr': '蛮好的。。下次还会入住', 'star': 5}
{'descr': '地理位置绝好,但是对于商务用途来说,还有许多需要改进。入住时总台的等待时间超过20分钟，结帐时也差不多等了这么久。', 'star': 3}
{'descr': '市中心闹市区', 'star': 3}
{'descr': '离地铁站和商场都很近，不错', 'star': 5}
{'descr': '浴巾有明显的污渍痕迹，电视只有一个频道，隔音效果也不好', 'star': 1}
{'descr': '就是房间小了点!', 'star': 3}
{'descr': '不错', 'star': 5}
{'descr': '位置很好,前台服务太慢', 'star': 5}
{'descr': '房间太小', 'star': 1}
{'descr': '不错', 'star': 5}
{'descr': '其他还好 就是隔音不好 ', 'star': 3}
{'descr': '服务态度太差，床太硬，房间偏小，卫生间设施很新很全。总之，冲着他们的服务态度，我也不会再住这家酒店的。', 'star': 1}
{'descr': '位置很好，这边出行还是很方便的，房间的卫生和设施还不错，就是房间的隔音不是很好，服务也还行，整体感觉这家酒店的性价比还是较高的', 'star': 3}
{'descr': '打车到这里的时候，由于第一次入住，所以出租车没有直接到，而是隔了一条街就提前下了，走到酒店的。酒店入住后发现位置比较好，还是比较安静的，周围的确很方便，特别是对于吃饭，楼下一条街吃的小吃很多，大饱口福了，关键是价格便宜，这里靠近新街口几大商场百货都有，楼下超市还有拉卡啦充值还信用卡也比较方便，总之性价比很好，交通不用说，太方便了，以前在南京出差都是住夫子庙附近，以后这里也可以作为候选了。', 'star': 5}
{'descr': '卫生服务方面都很不错,打扫的很干净,住着很舒适,而且出行也很方便,但就是房间的隔音效果不太好.', 'star': 3}
{'descr': '我觉得这个酒店最大的优势就是位置好，在南京最中心的位置，出门就是闹市区，房间环境还可以，服务不错', 'star': 3}
{'descr': 'good', 'star': 5}
{'descr': 'good！', 'star': 5}
{'descr': '刚进房间觉得有点闷，通通风了还行。房间有点小。网线长一些就好了。\r\n其他的都还不错', 'star': 5}
{'descr': '都还不错 就是隔音不怎么地。。。以后还会选择！', 'star': 5}
{'descr': '整体不错，地市那么好，算是比较便宜的了，就是路不太好找，在一个小区里面，不如羊皮巷的明显！', 'star': 3}
{'descr': '这家酒店就是房间面积小了点,其它方面还是不错的,值得推荐.', 'star': 3}
{'descr': '酒店的硬件条件，环境包括位置都比较方便的，就是房间没有窗户，其他都还是比较不错。', 'star': 3}
{'descr': '总体来说一般，酒店不是太好找，问了好多人才找到！不如羊皮巷的好找。房间还是一如既往的很小！', 'star': 3}
{'descr': '经济实惠，我住的没有窗户的房间，空气感觉不是满意，别的都满意。包括浴室和床铺都不错', 'star': 3}
{'descr': '明瓦廊就是小吃多，赞！', 'star': 5}
{'descr': '房间有些小', 'star': 5}
{'descr': '位置挺不错的！房间挺温馨的！就是没有橱子，被子太薄了！水很热，有电吹风，这个很好！本来说特价房在地下室的，后来入住在六楼，还有窗户，很不错！退房马上就可以走人很好，不用查房啊什么的！但是服务人手少了点呢！总体，值得推荐......', 'star': 5}
{'descr': '位置很好,出行都很方便,但房间的窗户设计的不太好,与其它房间之间都能看到,通风效果不好.', 'star': 3}
{'descr': '不算便宜，不过位置挺好的', 'star': 5}
{'descr': '住过很多次,一定要选有窗的房间,窗是对这停车场的.否则对着小吃街的话,又吵,油烟味又大.交通很方便,前台的服务差劲了些.', 'star': 5}
{'descr': '位于新街口地区酒店,很值得入住. 地铁出口对面就到了.', 'star': 5}
{'descr': '位置还不错啊 就是服务真是不怎么样啊', 'star': 1}
{'descr': '性价比比较高，推荐', 'star': 5}
{'descr': '很干净 设施也好 住着也舒服 位置就更好了 走哪都方便\r\n服务还可以 就是前台订房人太多 订房速度慢\r\n', 'star': 5}
{'descr': '卫生条件很好很干净，设施完善，服务员态度不太好，地理位置交通还方便，性价比不错的酒店，下次还会入住', 'star': 3}
{'descr': '酒店位于新街口地带出行交通方便，价格合理优惠，配置舒适达标，值得推荐入住。', 'star': 3}
{'descr': '位置还不错，出行是很方便的，但房间的卫生和设施都不是很好，也没有体会到有什么服务，性价比不高', 'star': 3}
{'descr': '房间有些小里面的设施什么的都还行,位置也还可以在闹市区里面, 性价比还是比较不错的.', 'star': 3}
{'descr': '環境不錯，設施也齊全，每次出差都去那邊，值得推薦', 'star': 5}
{'descr': '地理位置非常好,位于市中心,出行都很方便,卫生服务方面也都不错,唯一一点就是房间有点小,不太舒适.', 'star': 3}
{'descr': '我很喜欢', 'star': 5}
{'descr': '隔音很差很差，晚上睡觉能听见很多声音。\r\n只是市中心，比较方便购物吃饭，\r\n特价房是可以从和别的房间窗户相接的，房间不透气。\r\n', 'star': 1}
{'descr': '总体来说不错，关键是地理位置非常理想，非常的市中心。', 'star': 5}
{'descr': '位置非常好，离市中心很近。环境可以，就是房间小了点。', 'star': 5}
{'descr': '总体很好，地理位置极佳，推荐！', 'star': 5}
{'descr': '房间小了点，但是地理位置真的太好了', 'star': 5}
{'descr': '除了前台服务一贯的差,其他都还好,位置优越,对面就是大洋.', 'star': 3}
{'descr': '除了前台服务态度一贯的差,其他都很好', 'star': 5}
{'descr': '地理位置非常好，性价比还算可以，隔音效果不是非常好。\r\n还是可以推荐下', 'star': 5}
{'descr': '总体还行，就是我住的房间比较偏，门口竟然有床铺回收桶，下午回来门口一大堆要清洗的东西，甚是不爽啊', 'star': 5}
{'descr': 'haohaohao', 'star': 5}
{'descr': '很方便，就在大洋百货对面，逛累了可以回来休息休息然后继续~~很温馨，但空间不大', 'star': 5}
{'descr': '挺不错的   地理位置很好', 'star': 5}
{'descr': '位置绝佳 隔音还不错 就是房间相对小了点', 'star': 5}
{'descr': '蛮好的在同一级别的连锁店中', 'star': 5}
{'descr': '地处最热闹中心，出行方便。附近吃的特别多，大商场也很多，逛街非常方便。商务旅游最佳首选。', 'star': 5}
{'descr': '位置很好', 'star': 5}
{'descr': '就性价比来说,还是一个不错的酒店.', 'star': 5}
{'descr': '基本上很好。', 'star': 5}
{'descr': '性价比不错,住宿环境一般', 'star': 5}
{'descr': '房间都是内窗空气流通不是很好,房间的隔音效果也不是很好,卫生服务还可以,位置很好价格很便宜.', 'star': 3}
{'descr': '我这次旅游了上海.南京,苏州.感觉卫生最差的是这家酒店.今后不会再住这家酒店.希望去参观一下莫泰连锁旅店(苏州观前街店),同样是莫泰连锁旅店,苏州这家搞的真好!', 'star': 1}
{'descr': '房间设施有些陈旧.卫生还可以很干净,地理位置很好,就在新街口附近,市中心位置,服务也热情周到,下次如果有出行还会入住', 'star': 3}
{'descr': '刚到酒店的时候给我安排的房间我感觉不好，后来通过协调又给我换了一个房间，换了以后的房间感觉很好，比刚开始看的那个房间好很多耶！卫生设施都很好，性价比比较高的酒店，很满意！交通也很方便的。', 'star': 3}
{'descr': '卫生很好,干净,住起来很舒服,设施也很完善,地理位置不错,交通方便,服务热情周到,性价比不错的酒店,值得推荐', 'star': 3}
{'descr': '是靠着市中心的,所以位置是不错的,只不过房间的空间太小,中午结帐的时间等得太长.', 'star': 5}
{'descr': '交通方便，性价比比较高的一家酒店，值得推荐给大家！', 'star': 3}
{'descr': '环境还不错，床垫可以再垫的高些，舒适些', 'star': 5}
{'descr': '房间的设施非常好,很齐全,卫生打扫的也很干净,住着非常舒适,而且酒店离地铁站还很近,出行都很方便,唯一一点就是酒店的门牌太小不太明显.', 'star': 3}
{'descr': '不错不错，离大洋很近，基本上属于逛累了就回酒店歇一歇接着再逛的那种，酒店也很干净，床很大，性价比较高。', 'star': 3}
{'descr': '不错不错，离大洋很近，基本上属于逛累了就回酒店歇一歇接着再逛的那种，酒店也很干净，床很大，性价比较高。', 'star': 5}
{'descr': '我住的是带窗户的大床房,价格感觉有点贵，不过性价比还成。\r\n酒店位置：非常方便，就在新街口地铁站附近。里地铁走路3-5分钟。不过酒店所在的那边没有地铁口，需要出来过马路\r\n附近设施：有超市，有商场，车站\r\n房间面积：不大，不过一般经济型酒店都不大。算可以接受\r\n房间卫生：一般。玻璃的淋浴房漏水，需要铺地垫防滑，但是标配没有。\r\n酒店服务：一般。要了防滑地垫一直没给；电视调不出来的时候，服务员到的很', 'star': 5}
{'descr': '唯一就是商务大床房房间太小，被单颜色倒是蛮好看的。', 'star': 5}
{'descr': '相对于一般的连锁酒店算蛮好的了', 'star': 5}
{'descr': '旅馆的位置没得说非常好．但对开车的朋友就很不便了，车位紧张要抢．但最郁闷的是进旅店要通过一条死胡同的小马路，这条马路是个小市场摆摊卖东西的，行人，道边停车，还有就是对方来车就要走一条道．名副其实的华容道，你要是开车没１０年８年最好别往里开．半道堵在那里，前后是无法掉头退出的．旅店的房间感觉很压抑空气中全是潮湿的味道，不开空调会憋气．随说有窗户但开口是在走廊，很怪的设计．好象小时候住过的筒子楼样的嘈', 'star': 1}
{'descr': '我这次出去旅游,去了几个城市也定了几家酒店,这家是我最满意的一家,干净舒适性价比好.', 'star': 3}
{'descr': '我住的是商務大床間,整體感覺還可以,但是浴室太小了.\r\n結帳時,速度太慢,當時有4-5個客人要處理,櫃檯人員卻只剩下一個人.', 'star': 5}
{'descr': '房间很小,卫生间小.洗脸间不独立.', 'star': 5}
{'descr': '位置绝佳 性价比一般 不过还是比较适合入住的', 'star': 5}
{'descr': '地理位置好，其他一般。', 'star': 5}
{'descr': '服务略显一般，电视换不了频道拨打总台电话也没人来修，马桶冲不了', 'star': 5}
{'descr': '很好 位置很好 房间有点小 不过总的来说还是很不错的', 'star': 5}
{'descr': '酒店的价格我觉得稍微高了一点，比起一般的七天什么的连锁酒店，价格要高，硬件条件和环境还算是可以的，主要是位置好，交通很方便，有地铁，还有公交去哪都方便。', 'star': 3}
{'descr': '房间有点小.其他的服务有还可以,一般出行时候都会选择这类的快捷酒店,总体感觉这家酒店还不错.', 'star': 3}
{'descr': '地理位置不错，周围游不少美食和商场，服务不是太好，房间太小了', 'star': 5}
{'descr': '地理位置非常好  住在这很方便   2分钟就可以到莱迪 中央商场', 'star': 5}
{'descr': '房间的空调太脏了，上面全是灰尘，别的都还可以，价格挺优惠的。要是去南京这个区的话，还会选择这家酒店的', 'star': 5}
{'descr': '酒店的设施不是很齐全的，服务卫生还可以的，酒店的位置不错的，交通很方便的，价格还可以的酒店的', 'star': 5}
{'descr': '在南京来说他这个位置还算不错的，比较方便，酒店的条件也挺好的，房间打扫的干净整洁，虽然是经济型酒店，但是用的到的设施基本都有，服务也挺好的。', 'star': 5}
{'descr': '218的商务房 小的可怜 房间构造真是不爽 ', 'star': 1}
{'descr': '位置非常棒！', 'star': 5}
{'descr': '酒店的服务，环境都很不错，性价比高，地理位置也不错', 'star': 5}
{'descr': '房间比较干净，服务也挺好的，而且位置特别方便，值得推荐 ', 'star': 5}
{'descr': '酒店就是房间面积小了点,其他方面都还是可以的,地理位置挺好的,很方便.', 'star': 5}
{'descr': '总体还行，位置、设施、卫生等，但是房间小的可怜，也太对不起这价钱了。前台服务的速度不够快，几个人之间的协调也有问题，住过两次莫泰了，入住和退房时都要等不少时间。', 'star': 5}
{'descr': '酒店位置还比较方便的，环境也很好，总体来说还是比较满意的。', 'star': 5}
{'descr': '酒店房间的隔音效果太差,比较吵,卫生服务还不错,其它感觉很一般.', 'star': 5}
{'descr': '酒店房间里卫生弄的挺干净的,设施也挺齐全的,价格也蛮合适的,就是服务速度太慢了.', 'star': 5}
{'descr': '登记排队时间长,大厅空气不流通,太闷,房间隔音效果太差了,服务也不热情,不知道是不是因为地势优越的原因,没见到一张笑脸', 'star': 1}
{'descr': '各方面都不错，就是隔音效果有点~~~~~~~~~', 'star': 5}
{'descr': '服务台的男服务生态度太差了，无语。排队办理手续每次都要等25分钟以上，稍微催两句还冲我发脾气。下次不会再去，也不推荐朋友去', 'star': 1}
{'descr': '很好哦，一直都比较喜欢莫泰，不仅环境好价格合理而且离繁华市中心很近！赞！', 'star': 5}
{'descr': '没有餐厅，用餐不方便，位置非常棒，交通便利，床单和被单也不是纯白色，有漂亮的图案，非常温馨', 'star': 5}
{'descr': '环境挺好，价格也比较的实惠，总体性价比高', 'star': 5}
{'descr': '其他都还行,就是太吵了,隔音效果有待加强...', 'star': 5}
{'descr': '酒店在市中心交通比较便利，不过房间有点小，别的都可以，比较干净，服务也不错', 'star': 5}
{'descr': '感觉酒店还行，房间比较干净，服务也不错', 'star': 5}
{'descr': '房间的隔音效果比较差,连走廊上别人谈话都能听得很清楚,但酒店位置相当好,出行很方便,价格也蛮实惠的', 'star': 5}
{'descr': '环境比较整洁干净，房间小，服务人员比较少，价格偏高一些', 'star': 1}
{'descr': '2009年2月7号入住的，大堂在5层，服务还算好，房间很干净，但是第一次使用马桶竟然堵了，床很硬，导致睡眠不好。地理位置非常方便。', 'star': 1}
{'descr': '酒店的位置非常好,位置繁华的新街口商业区,交通出行都很方便,环境硬件也很不错.', 'star': 5}
{'descr': '设施稍微简单，枕头过高', 'star': 5}
{'descr': '我是11/29入住了商務大床房，晚上9點要洗澡，發現沒有吹風機，\r\n通知前台前台竟然說吹風機全都借完了!!結果沒吹風機吹，建議飯店多買些吹風機來備用。\r\n\r\n', 'star': 5}
{'descr': '酒店的服务卫生都还不错，价格稍微偏高些。地理位置还是挺好的交通挺方便的，就是房间面积太小。', 'star': 5}
