{'短评内容': '还可以&hellip;&hellip;', '短评打分': 5}
{'短评内容': '上前台登记的时候有个大虫子在面前爬，旁边有个客人说是酒店养的宠物。\n早晨换早餐卷时服务员把不相干的事情忙完，电话打完再慢悠悠的换给我（也要拿钱买，15元一份），我谢谢她，她都没笑脸，也不回应，我好忐忑！\n晚上半宿没睡着，总觉得有小虫子，我原来可是倒头就睡的。\n今后不能住了！', '短评打分': 1}
{'短评内容': '交通还算便利，到虹桥机场、火车站都很方便！卫生还好！价格合适！服务态度热情，周到！就是房间小一点！下次到上海还会住到这里！', '短评打分': 5}
{'短评内容': '酒店服务非常好，客房很干净。', '短评打分': 3}
{'短评内容': '订了特价房，原来特价真是有道理的，吵啊，吵死了，靠近马路的，不得已，加钱换房了。不过离虹桥火车站的确很近，去市里也还好', '短评打分': 5}
{'短评内容': '比想象中要好，除了电视频道少以外，适合自住住宿~', '短评打分': 3}
{'短评内容': '十深夜外面人员嘈杂，被吵醒了。', '短评打分': 3}
{'短评内容': '可以谢谢。已经入住', '短评打分': 3}
{'短评内容': '离虹桥火车站近，但是打车，餐饮不方便，比较偏，价格还可以', '短评打分': 1}
{'短评内容': '环境清幽，酒店规模较大，房间除热水水温偏低外都算得上惬意；\n但酒店选址略显尴尬，周末餐饮不便（只能在店内解决），建议还是自驾人士入住更好', '短评打分': 5}
{'短评内容': '离虹桥机场挺近的，设施还过的去，反正就是冲着地理位置去的。', '短评打分': 5}
{'短评内容': '离虹桥火车站很近，打的在20块钱以内。但是这酒店绝对坑爹·建议不要去住！！！特价大床房·那大床我觉得比如家标准间的床大不到哪里去！！房间极其小··厕所极其小··我觉得对不上这个价格！！顶上的灯关了之后还会一闪一闪的！如果只住一晚第二天要去机场或火车站的可以忍忍住这家··不然就算了！！！！坑爹呀！！！！', '短评打分': 1}
{'短评内容': '自己掏钱的话,性价比不错,如果公费的话,建议找个好点的. 房间不大, 外面在装修. 靠近马路的很吵.', '短评打分': 5}
{'短评内容': '酒店位置不错，到虹桥比较方便，下次还会入住。', '短评打分': 5}
{'短评内容': '酒店不错，就是房间有点小，对面的268感觉好一些。早餐不错', '短评打分': 5}
{'短评内容': '房间小了点，又靠近路边，不够安静，但价格适中，还行。', '短评打分': 5}
{'短评内容': '房间太小了，离机场倒很方便。打车也不是很方便。', '短评打分': 1}
{'短评内容': '不错的酒店，不错的房间，就是不太好打到出租车，要提前预定才好，以免误事儿。', '短评打分': 5}
{'短评内容': '还不错，房间很多，距离虹桥很近，打车也挺方便', '短评打分': 5}
{'短评内容': '还行，就是房间有点小。价格还是满实惠的。', '短评打分': 5}
{'短评内容': '距虹桥机场很近，很方便。但千万别住特价大床房，因为，很恐怖---有老鼠！', '短评打分': 1}
{'短评内容': '离虹桥枢纽比较近，对于赶早的旅客是不错的选择。', '短评打分': 5}
{'短评内容': '性价比高，离虹桥高铁较近，下次还会入住的。', '短评打分': 5}
{'短评内容': '这是我印象中 环境最好的168.装修什么的都很不错，就是偏了点。', '短评打分': 5}
{'短评内容': '成功入住了。酒店环境没的说，挺好的，离虹桥也挺近，就是交通不方便…', '短评打分': 3}
{'短评内容': '很偏僻，打车不方便，晚饭8点多就没有了，早饭没有什么东西可吃，许多是谅的', '短评打分': 1}
{'短评内容': '好！', '短评打分': 3}
{'短评内容': '  一般交通不便', '短评打分': 3}
{'短评内容': '条件不错，就是离市区远一些。治安也正规，上电梯需要刷门卡。', '短评打分': 5}
{'短评内容': '一家不错的经济型连锁酒店，服务态度和酒店设施都比较让客户能满意！\n', '短评打分': 5}
{'短评内容': '离高铁站很近，卫生条件还可以，没有赶上末班车的最佳选择。', '短评打分': 5}
{'短评内容': '很舒服，干净方便。', '短评打分': 3}
{'短评内容': ' 价格不错，服务也还可以', '短评打分': 3}
{'短评内容': '还行哇，比较贵，水箱坏了，空调遥控器比较隐蔽', '短评打分': 5}
{'短评内容': '酒店有点潮湿 有点吵  其他还行', '短评打分': 3}
{'短评内容': '说起莫泰168酒店呵呵 又便宜又好~~ 客户和老板最喜欢的一家酒店之一，去到哪都说要预定这一家酒店，非常的推荐。', '短评打分': 5}
{'短评内容': '说起莫泰168酒店呵呵 又便宜又好~~ 客户和老板最喜欢的一家酒店之一，去到哪都说要预定这一家酒店，非常的推荐。尤其是上海店，老板是非常满意呐', '短评打分': 5}
{'短评内容': '服务不错，房间性价比也不错！', '短评打分': 3}
{'短评内容': '位置有点偏，不太方便，周围没有吃饭的地方，只能在酒店的餐厅吃。打车去虹桥火车站或者机场也就十几块钱，酒店可以给叫车，比较快。房间里烟味很大，这点让人很不爽。', '短评打分': 1}
{'短评内容': '什么什么都是坏的！淋浴水小的可怜，房间也小得可怜，卫生不怎样，也没有无线，连灭蚊器都是散架的！还不如之前在银都路的148特价大床房，太失望了——有史以来住过最差的！', '短评打分': 1}
{'短评内容': '性价比高，位置很好，服务还可以，比较安静', '短评打分': 5}
{'短评内容': '总体还可以，对得起这个价钱，值得推荐，去虹桥机场和火车站比较方便，打出租车15元左右', '短评打分': 5}
{'短评内容': '该酒店干净卫生，交通不方便，和黑车主联合赚住店客人的钱。', '短评打分': 1}
{'短评内容': '定的是家庭房，要比广告说的30平方小得多，而且离马路很近，夜里十分吵；交通也很不便利，还好自己开车去的，购物、吃饭都不方便。', '短评打分': 1}
{'短评内容': '环境不错，虹桥首选。', '短评打分': 3}
{'短评内容': '离虹桥枢纽非常近，性价比很高，适合来出差。', '短评打分': 5}
{'短评内容': '从上海虹桥机场打车到酒店20元。酒店很安静，环境很舒适。', '短评打分': 3}
{'短评内容': '莫泰168华翔店距离虹桥机场火车站很近，交通方便。价格便宜。', '短评打分': 3}
{'短评内容': '住宿条件还可以交通不是很方便', '短评打分': 3}
{'短评内容': '当时是深夜入住的，店员服务非常好。非常感谢。', '短评打分': 5}
{'短评内容': '房间很精致，色调搭配给人很有亲切感，距离虹桥火车站打车约15元左右，服务态度很好。早餐非168会员需单独购买，急于赶乘车，未用早餐。', '短评打分': 5}
{'短评内容': '房间简易、隔音不好', '短评打分': 3}
{'短评内容': '凌晨入住的，交通方便，服务很不错,环境不错，\n\n', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '其他还好就是空调貌似坏了，晚上特别冷。。。', '短评打分': 5}
{'短评内容': ',不错，环境还可以', '短评打分': 3}
{'短评内容': '房间不大床比较舒服，感觉不错，比较实惠！', '短评打分': 5}
{'短评内容': '酒店环境不错，就是周围没有吃饭的地方，而且店内的餐厅晚上打烊非常早~我们晚上8:30到店里餐厅已经关门了，还要打车到到别的地方吃饭，有点不方便', '短评打分': 5}
{'短评内容': '公交不方便，从虹桥机场打车到这容易挨宰。', '短评打分': 3}
{'短评内容': ' 服务不是特别好  房间一般般', '短评打分': 3}
{'短评内容': 'l离车站很近，但是房间不怎么样，大床房的大床也太小了吧，房间面积也小', '短评打分': 5}
{'短评内容': '服务很不错，安静，交通很方便，和火车站不远', '短评打分': 5}
{'短评内容': '说真的，好偏的位置，酒店前台居然说没有帮客人叫车的服务，后来酒店的经理让保安找到车，不过真的好偏的位置，走路到机场是不可能的，还是要叫车，前提车好难叫到！！房间就是小小的，反正我对住没有特别的要求。', '短评打分': 1}
{'短评内容': '，服务太差,叫醒服务当儿戏', '短评打分': 3}
{'短评内容': '酒店不错，不过周边没有可逛的地方。离机场和虹桥火车站不远。', '短评打分': 3}
{'短评内容': '晚上入住的，环境不错，交通方便，服务也不错，', '短评打分': 5}
{'短评内容': 'OK', '短评打分': 3}
{'短评内容': '在虹桥机场T2航站楼附近的酒店，转机比较合适。', '短评打分': 5}
{'短评内容': '不错 环境很好， 很喜欢  唯一不足是交通不方便  但是工作人员积极帮忙打车  不错', '短评打分': 5}
{'短评内容': '挺方便的。跟虹桥机场很近，早餐也不错。同事很满意', '短评打分': 5}
{'短评内容': '莫泰168，一直性价比较高，值得推荐，下次还会入住。', '短评打分': 5}
{'短评内容': '环境不错，房间较小，到机场方便。。。。。。', '短评打分': 5}
{'短评内容': '太冷了。开空调之后还是觉得冷。现在是冬天，夏天到还可以的。', '短评打分': 1}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '位置比较偏 位置比较偏 位置比较偏 交通部方便', '短评打分': 1}
{'短评内容': '不错，下次还要来，服务很周到的店。房间也比较干净的，离机场也比较近。', '短评打分': 5}
{'短评内容': '交通不便，房间设施还可以，价格差不多，还栓可以把', '短评打分': 5}
{'短评内容': '莫泰168（上海虹桥枢纽店）环境不错，上网网速较快，离虹桥机场近。就是周边餐饮和银行少，总的来说还是不错，下次再来。', '短评打分': 3}
{'短评内容': '房间还是比较干净的，住在268这幢楼里，房间不隔音，走廊里别人说话声音非常清楚的听到，并且晚八点去用餐居然只有炒面和炒饭了，周边没有可用餐的地方，打的士也不方便。', '短评打分': 1}
{'短评内容': '感觉不错', '短评打分': 3}
{'短评内容': '离机场很近，赶早班飞机订这里没错儿', '短评打分': 3}
{'短评内容': '服务态度不错，就是房间地板太旧了，都坏了，凹凸不平的，宾馆周边什么服务设施都没有', '短评打分': 3}
{'短评内容': '酒店整体性价比还挺好，环境不够干净，希望能改善。', '短评打分': 5}
{'短评内容': '太远了，要不是世博订房难。不建议住，门口环境也不好，缺少配套。', '短评打分': 1}
{'短评内容': '位置有点偏,环境还可以,服务还行,有地方停车.下次再住', '短评打分': 5}
{'短评内容': '价格比较实惠的酒店，环境一般，服务态度不错。', '短评打分': 5}
{'短评内容': '性价比较高的酒店，环境还可以，卫生一般，不是非常干净。', '短评打分': 5}
{'短评内容': '还不错的酒店，还会继续去，但是建议住268的房间，比较好点。', '短评打分': 5}
{'短评内容': '因为要赶飞机，定的这家。晚上11点后从徐泾东站打车花了27块。硬件设施没得说，只可惜时间太短没来得及享受。服务嘛，就不是特别舒服，女服务员业务不是很熟练，我定的188的房，到那告诉我是258的房，没道理定错的。后来另一位男服务员再查了一下，才确认是188的。\n早晨打车不太方便，需要店里的保安帮忙叫车。', '短评打分': 5}
{'短评内容': '以经济型的标准来讲,还可以!以经济型的标准来讲,还可以!', '短评打分': 5}
{'短评内容': '+房间OK但酒店写的到机场的大巴是虚构的，晚上从浦东机场打车到酒店约三十几元钱', '短评打分': 5}
{'短评内容': '一楼房间很潮湿，卫生标准很低。如无特殊情况，下次不会再住莫泰168，等368出来再考虑', '短评打分': 3}
{'短评内容': '还可以吧。只是位置较偏，打车比较费劲。前台接待业务不是很熟练。', '短评打分': 5}
{'短评内容': '酒店位置实在太偏，交通太不方便，打车也难打，只有一部公交车，周围什么都没有，很荒僻。', '短评打分': 1}
{'短评内容': '+一楼房间很潮湿很脏，卫生标准很低', '短评打分': 3}
{'短评内容': '差点没找到这家莫泰168大门而错过上了高架桥，到了前台，被告知，名字叫大床房，但只适合一个人住，还就被极力推荐花￥168办会员卡，我从没住过想体验一次再考虑办理（事后庆幸没办）。分配的是一楼房间，一进门迎面一股潮湿的霉味，由于已12点多，又带着孩子，避免麻烦折腾，就没换房。地毯很脏，床头墙壁有污物未清理干净，设施很旧，纱帘脏得变了色，摸一下就得去洗手，没纱窗，但为了睡觉呼吸不中毒，只能开着窗户，任', '短评打分': 1}
{'短评内容': '+酒店一般 大床一般 卫生间堵水 隔音效果不好 ', '短评打分': 3}
{'短评内容': '订了两间房，到酒店就说是一间，折腾了半天才确定是两间，希望酒店不要再犯这种错误。', '短评打分': 5}
{'短评内容': '入住还顺利，就是床太小（还是大床房呢）、太硬，淋浴间竟然还堵水！！！早上起来里面还有积水。在其它的莫泰酒店也没有出现过这种情况啊！', '短评打分': 1}
{'短评内容': '离虹桥机场很近，位置虽然有点偏，交通还是很方便的，如果下次坐晚班飞机还会选择这家酒店的。', '短评打分': 5}
{'短评内容': '总体感觉还可以,价格在这个阶段也属于比较合理的.', '短评打分': 5}
{'短评内容': '由于世博上海酒店紧张,偶尔入住。对于经济型酒店，还可以。但是地理位置不好，门前马路也施工后，好像也没有扫尾。', '短评打分': 5}
{'短评内容': '经济型酒店， 性价比还可以， 只是有时设施有些损毁， 比如我住的房间不能上网， 结账时被告知不能开发票， 要补寄', '短评打分': 5}
{'短评内容': '过的去,也不是很好也不是很差,总体来说就是前台动作超慢,太拖沓.', '短评打分': 1}
{'短评内容': '很便宜，房间很干净', '短评打分': 5}
{'短评内容': '性价比较好', '短评打分': 5}
{'短评内容': '268还可以的,不过房间里面的毛病好旧.', '短评打分': 5}
{'短评内容': '在该宾馆预订了一个大床房，23号一下飞机我就打车赶往该处，那是晚上23：15左右，check in的时候大约花了20多分钟，很多跟团的游客那时候还在前台换房间等等。 郁闷的是：等我拿到了钥匙打开房间门，房间的景象让人实在无法接受--房间根本没有打扫，枕头被子都散落在地，电视机上堆了一大块没有吃完的蛋糕，床上地上散落着使用过的成人用品，使用后的浴巾、毛巾仍在卫生间的地上。我打电话要求换个房间，得到的', '短评打分': 1}
{'短评内容': '酒店很好，服务很周到，就是附近的交通不是很方便，但还是值得推荐的。', '短评打分': 5}
{'短评内容': '性价比还可以，不错！', '短评打分': 3}
{'短评内容': '房间电视看不了，住的房间临街有点吵，其它方面还可以', '短评打分': 5}
{'短评内容': '性价比还算是比较高的', '短评打分': 5}
{'短评内容': '一般,交通不是很方便.打车很难.', '短评打分': 3}
{'短评内容': '实在是有些偏僻，像龙门客栈一样，周曹就此一家，不见其它人影', '短评打分': 1}
{'短评内容': '一般.交通不算太方便', '短评打分': 1}
{'短评内容': '客房相对比较舒适，就是空间太小，住一楼有虫子', '短评打分': 5}
{'短评内容': '一共三张房卡，有一张房卡放在房间里就丢了，问了三四天都说没有拿，不是他们拿的还是我自己那的啊，感觉莫泰啊，真不好说 ，个人还是推荐7天', '短评打分': 1}
{'短评内容': '环境一般\r\n硬件条件一般\r\n\r\n但是信价比很高，非常适合自己驾车的客人。\r\n离 outlets很近。', '短评打分': 5}
{'短评内容': '很干净，下了高铁几分钟就到了，性价也很好', '短评打分': 5}
{'短评内容': '就是离机场近，没别的好，酒店员工还提供黑车服务，不想帮你叫出租，感觉很不好', '短评打分': 1}
{'短评内容': '还行，价格挺实惠的，房况不错！', '短评打分': 5}
{'短评内容': '在虹桥机场附近！出租车比较难打！', '短评打分': 1}
{'短评内容': '总得来说还行。就是厨师下料味道比较重', '短评打分': 5}
{'短评内容': '总得来说还不错！', '短评打分': 5}
{'短评内容': '招待所也比这好。', '短评打分': 1}
{'短评内容': '無言', '短评打分': 1}
{'短评内容': '距离市区有点远，感觉酒店管理一般，有点乱。', '短评打分': 1}
{'短评内容': '要个吹风机没人送要自己拿,到店之后进房间一看还没打扫卫生.差就一个字,还是268', '短评打分': 1}
{'短评内容': '位置太偏 交通不方便  比较吵', '短评打分': 5}
{'短评内容': '性价比很高，就是位置偏了点', '短评打分': 5}
{'短评内容': '偏远了', '短评打分': 5}
{'短评内容': '酒店性价比、设施都没的说，但是地理位置较偏，地铁和公交都要坐很久才能到市中心，但是在上海来说已经非常不错了，房间比较舒适！', '短评打分': 5}
{'短评内容': '现在觉得酒店一般都是拿差的房间到网上预定，一进去那个地板烂了，想看电视半天没弄出来，终于弄出来了，一直闪闪的，不爽，那个床很硬，关上门跟没关门区别不大，都很吵。', '短评打分': 1}
{'短评内容': '一般般，不好找，但毕竟非常时期嘛。', '短评打分': 3}
{'短评内容': '除了位置比较难找以外 ，其他的都还好 ，价格便宜，主要是离我们的上车点比较近。', '短评打分': 5}
{'短评内容': '一般吧', '短评打分': 3}
{'短评内容': '距离市里很远 但是距虹桥机场不算太远 因为世博期间入住比较多 所以有点接待不过来的感觉', '短评打分': 1}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '酒店不好找啊，设施也很普通，但房间一个类似于阳台的设施还不错！', '短评打分': 3}
{'短评内容': '就是偏了点，其他都挺好', '短评打分': 5}
{'短评内容': '世博会期间入住,距离虹桥机场打的十几分钟路程,机场有直达世博会中国馆的巴士专线,来回都很方便.卫生及服务都还不错.', '短评打分': 5}
{'短评内容': '位置较偏，周边又是公路，空调也较嘈。', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '服务不怎么好，前台搞半天，房间还可以，设施可以。', '短评打分': 5}
{'短评内容': '性价比很高，就是房间小了点，挺安静的，还有就是太偏了  估计旁边的路修好了就会更好了', '短评打分': 5}
{'短评内容': '性价比不错，干净安静', '短评打分': 5}
{'短评内容': '酒店距离机场交远，而且周边非常之荒凉，周围道路一直在修整。卫生也不怎样。服务还不错。', '短评打分': 1}
{'短评内容': '总体还是不错的，就是现在来说位置不好，今后会是个好地方！值的推荐给朋友们。', '短评打分': 5}
{'短评内容': '早餐品种很丰富，靠近机场。价格很便宜。', '短评打分': 5}
{'短评内容': '地理位置还算是比较方便的，出门就可以上高架，好像到市区也有公交车。\r\n但是可能是因为最近配合虹桥机场的建设，附近环境比较差，工地多造成出入口不是很方便。\r\n退房速度很快，没有耽误很多时间。\r\n总的来说这个位置价钱还算是很便宜的，也比较安静，麻雀虽小五脏俱全！', '短评打分': 5}
{'短评内容': '飞机延误,只好在机场边过夜. 去的时候在修路, 还要自己走好一段路,比较倒霉.在知道路这么不好的话就不订这家了.希望以后那些附近施工的旅店,ELONG能够提前询问一下.', '短评打分': 1}
{'短评内容': '酒店的最大缺点就是位置不是很好，有些偏离，出行交通不是很方便。其它都很好，价格比较优惠，卫生服务也很好，环境配置硬件设施舒适度也很不错，值得考虑入住的酒店。', '短评打分': 3}
{'短评内容': '都还可以，就是服务差了一点。都找不到服务员', '短评打分': 5}
{'短评内容': '还可以 ', '短评打分': 5}
{'短评内容': '整体感觉还是不错的,价格还是蛮合适的.', '短评打分': 5}
{'短评内容': '酒店经济实惠，性价比可以，挺适合自费入住的', '短评打分': 5}
{'短评内容': '酒店的环境很一般，位置特别不好，很偏，打车也不好打，下次不会去了', '短评打分': 1}
{'短评内容': '地方比较偏，服务态度很一般。特别值得生气的是我们相机忘在宾馆了，到机场才想起，再打电话回去，人就告诉我什么也没有。所以个人认为服务员的素质有待提高！！！', '短评打分': 1}
{'短评内容': '酒店价格很优惠，当时我是下飞机比较晚，而且第2天一大早有要赶飞机，酒店离虹桥挺近还是蛮方便的', '短评打分': 5}
{'短评内容': '酒店的位置非常好,价格也很优惠,环境硬件设施也很不错,位置价格也很优惠.', '短评打分': 5}
{'短评内容': '我们选的时候就想找个离机场近的，这个位置是离机场近，但是离公交站还是有点距离的，我们当天早上赶飞机，打车去的还堵车，结果班机也误了，只能改签当天晚上的，不过在上海来说这个价格还是可以的，服务环境也不错。', '短评打分': 1}
{'短评内容': '经济实惠、性价比高', '短评打分': 5}
{'短评内容': '一切很好， 我上次非常满意', '短评打分': 5}
{'短评内容': '地点离虹桥机场较近，比较方便。服务态度较好！', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;我选择莫泰是因为离机场近，方便早上赶飞机，实践证明选择正确，确实离机场只有5、6分钟车程，房间很温馨，很干净，以后去上海我还会选择她的其它连锁店入住，不错的选择！特别说明一下，我早上六点多起来赶飞机，酒店门口就停了一辆出租车，所以没有打车不方便的说法，相信酒店也在不断改善。&amp;lt;/P&amp;gt;', '短评打分': 3}
{'短评内容': '服务员素质差，能力差，效率差，总之，差！！！！！！', '短评打分': 3}
{'短评内容': '干净、新、价格还好。就是比较偏，打车都难，是外出来到处都是黑黑的。如果是自驾车去，倒是可以考虑这里。', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;我住过好几次，感觉挺干净的，而且价格挺便宜！就是离市区远了点，打的不是很方便。建议以后准备出门前给前台打个电话先预定好车子，免得到时候自己去楼下等好久也不见一辆车。&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '环境非常不错..离机场又近,是个不错选择.&lt;br /&gt;\n但是里面用餐的美林阁就别去了,我饥肠辘辘点了个非常简单的三文鱼饭,等了足足有25分钟之久.里面的服务小姐也不爱搭理你.&lt;br /&gt;\n还有个搞笑的就是隔音差了点..我进房间时,隔壁房间有开房的,女的叫声也太大了点...整个走廊都听的见..所以开房的别去了...只适合出差休息的.', '短评打分': 5}
{'短评内容': '我于5月18日晚入住商务大床房间，感觉干净又安静，总体印象非常好。', '短评打分': 3}
{'短评内容': '华翔路店的商务大床房给我的感觉很温馨，很有家的感觉，我喜欢。', '短评打分': 5}
