{'短评内容': '很好，住的很舒服！以后就让京东定酒店了', '短评打分': 5}
{'短评内容': '我住的商务标 床好像有点潮。其他的都还好。。', '短评打分': 5}
{'短评内容': '不错，下次还来', '短评打分': 5}
{'短评内容': '被子实在太潮湿了', '短评打分': 1}
{'短评内容': '价位同等条件不错 ', '短评打分': 5}
{'短评内容': '性价比很高，去石家庄值得推荐！', '短评打分': 5}
{'短评内容': '酒店舒适度很不好', '短评打分': 3}
{'短评内容': '酒店内部装饰不错，地理位置很好，交通购物都很方便，但前台较简陋，房间内空调中央空调，有些陈旧，不是很好用。', '短评打分': 3}
{'短评内容': '门脸较小，但进去以后还挺大\r\n挺喜欢他们的装修风格，简约中不失档次，欧式风格装修恰到好处，止步于奢华\r\n早餐品种不多，但口味还不错，饮品少了点，只有冲泡的牛奶和豆浆\r\n说点令人不爽的地方，感觉这点挺致命的：床单和被褥很潮，睡在上面阴阴的，很不舒服，不知道是否因为房间朝阴面的缘故。就因为这点，如果酒店不能及时解决这个问题，我不推荐大家继续入住。一张好床对于我们这种经常在外奔波的商务人士来说，是十分重', '短评打分': 1}
{'短评内容': '前台服务态度有些冷淡，电视遥控器有些不好用，不知道是不是因为没电的原因，其他都还好，位置很不错。', '短评打分': 3}
{'短评内容': '前台服务态度有些冷淡，电视遥控器有些不好用，不知道是不是因为没电的原因，其他都还好，位置很不错。', '短评打分': 5}
{'短评内容': '宾馆设施不错，服务也很好，早餐也很不错，空调不是很好，由于入住的是窗子朝内的房间，所以有些闷。', '短评打分': 5}
{'短评内容': '帮朋友定的，他觉得地理位置不错，出行很方便', '短评打分': 3}
{'短评内容': '免费升级到了商务标间，酒店还是不错，但是感觉前台服务没以前热情，另外早餐还是需要改进', '短评打分': 5}
{'短评内容': '和我在网上所看到有些差距，我本来在网上订的是商务单间，可是在实际入住却不是，一到房间明显感觉要小。到前台一问，说在网上看到的房间也有，但我们认为这个很适合你，如果你要换也可以。听到这些回答，也里总有些不舒服，为什么我登记时不说呢？', '短评打分': 1}
{'短评内容': '有点旧，位置不错', '短评打分': 5}
{'短评内容': '我不喜欢卫生间设计，不能为了省钱，把马桶和房间只用纱帘隔着啊', '短评打分': 5}
{'短评内容': '确实不错!', '短评打分': 5}
{'短评内容': '地理位置不错，性价比蛮高的。\r\n就是房门隔音差了一点。', '短评打分': 5}
{'短评内容': '性价比还可以', '短评打分': 5}
{'短评内容': '近市中心，性價比高，相當舒適，早餐相當豐富，若能提供双早更佳。', '短评打分': 5}
{'短评内容': '位置还是不错的,出行很方便,但房间的有点发霉的味道,卫生间也不太干净,电视也不太清楚,我不太满意.', '短评打分': 3}
{'短评内容': '觉得这家酒店的整体服务都挺好的,房间也蛮干净舒适,存在的问题就是停车场太小了,停车比较麻烦,门脸也比较小,不太明显,房间淋浴的水温也比较凉.', '短评打分': 3}
{'短评内容': '酒店的设施条件，服务，环境都还可以，位置交通挺方便的，价格也还可以。', '短评打分': 3}
{'短评内容': '该店位置不错，而且用餐环境较好，房间卫生也不错，我和同事订了两件商务标间，简欧风格我也很喜欢，就是前台小姐要是再漂亮一些就更赏心悦目了，呵呵', '短评打分': 5}
{'短评内容': '房间卫生和设施都挺不错的而且酒店的餐厅也不错,服务员态度都很好,酒店的位置还是挺好找的,性价比还行.', '短评打分': 3}
{'短评内容': '卫生还可以很赶紧，设施完善，地理位置交通方便，服务热情周到，性价比不错的酒店，值得推荐', '短评打分': 3}
{'短评内容': '酒店的地理位置还是不错的,出行很方便.服务卫生方面也挺好,设施方面有些陈旧了.隔音也不是很好.价格方面还是蛮合适的,整体感觉还可以.', '短评打分': 3}
{'短评内容': '酒店位置不错，房间布置有新意。就是地板不太好，有点开裂', '短评打分': 5}
{'短评内容': '酒店不错，很干净也很安静，交通也很方便，设施除了卫生间的洗脸池架子感觉旧些别的都不错，就是晚上感觉暖气有些很热，不过总比冷好。', '短评打分': 5}
{'短评内容': '不错，位置很方便，被子挺舒服，就是网络太差了，太慢了', '短评打分': 5}
{'短评内容': '装修还比较新，环境还行 早餐差点', '短评打分': 5}
{'短评内容': '周边交通便利.', '短评打分': 5}
{'短评内容': '~位置很方便~就是酒店的欧式风格会让有些人接受不了~总体来说还不错了~！', '短评打分': 5}
{'短评内容': '还可以  ', '短评打分': 5}
{'短评内容': '位置很好，在中心商业圈，性价比挺高，就是门面挺小，门前稍微停两辆车就把门堵了', '短评打分': 5}
{'短评内容': '我觉得酒店各个方面还可以，位置也比较方便，可以推荐', '短评打分': 3}
{'短评内容': '房间的卫生和设施方面还是不错的,很符合酒店的价位,但就是位置不太好,离我考试的地方有点远了,另外就是酒店当时没水,很不方便.', '短评打分': 3}
{'短评内容': '我在石家庄阳光.艾美特酒店住了二晚，整体上该酒店是很好的，特别是服务方面很周全，性价比很高，可以放心入住。', '短评打分': 5}
{'短评内容': '酒店蛮不错，房间挺好，很卫生。被子和枕头的舒适度很高，很喜欢，睡眠也挺深！但房间的隔音不好，隔壁卫生间冲水的声音都听得很清楚。早餐不错。推荐', '短评打分': 5}
{'短评内容': '餐厅的菜做的还不错哦', '短评打分': 3}
{'短评内容': '位置的确不错啊，出门就是大商场，赶上我们去的时候下大雪，也没法走远了，就在附近转转还可以。房间比较小，洗手间不是隔离开的，就用一个帘子隔开，这点比较不满意。不过服务员态度都还不错~', '短评打分': 1}
{'短评内容': '很好的。就是开会的人多点', '短评打分': 5}
{'短评内容': '价格很实惠，性价比比较高', '短评打分': 5}
{'短评内容': '还可以吧 商务间上网还可以 就是洗澡的那里外面全能看见', '短评打分': 3}
{'短评内容': '我吃那的什么茶树菇拉肚子都吐了 \r\n其他的还好', '短评打分': 5}
{'短评内容': '门面和大堂很寒酸，但是房间蛮大也不错，早饭比较差，网络比较慢，总体这个价格还是可以接受的。', '短评打分': 5}
{'短评内容': '前两天去住了，第一次去，开始感觉还可以。\r\n但住进去后，就是到星级就是和普通旅店的区别了\r\n希望能够在服务上下点功夫，主要是理念上的事。\r\n有良好的硬件设施，但感觉是国营体制。', '短评打分': 5}
{'短评内容': '不错 但是11月初还没有暖气 冷啊 内部没有商品部 很不方便', '短评打分': 5}
{'短评内容': '位置很好，就是房间小了点相对于这个价格而言。服务不错，总值下次还是会入住的。', '短评打分': 5}
{'短评内容': '电视太小啦，床头灯光也太亮，但住的还舒服，可以选择。', '短评打分': 5}
{'短评内容': '酒店总起来说不错,尤其是位置很好,位于商业中心,出行,购物都很方便.', '短评打分': 5}
{'短评内容': '    经常出差到石家庄，住过许多酒店，可是给我的感觉还是阳光艾美特最好，尤其是前台服务人员，她们说话特别温馨，也特别有耐心，总让我有回家的感觉，而且办理手续也很快，不用像其他酒店苦等。每次入住的时候，很容易被她们甜美的笑容感染。。。我们这些出差的人，最需要这样的居住环境。', '短评打分': 5}
{'短评内容': '酒店很干净，就是大厅小一些，性价比很好', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 3}
{'短评内容': '交通比较方便，房间比较干净，不太满意的就是停车不方便，车位比较拥挤', '短评打分': 3}
{'短评内容': '这边交通还是很方便的，位置比较好找，就是房间设施布局不是很合理，他那个卫生间的脸盆朝向门口，在房间一眼就能看到，卫生还是不错的，服务也还可以，性价比也算比较高的', '短评打分': 3}
{'短评内容': '酒店的位置很好,但是酒店里面没有餐厅吃饭很不方便还得自己去外边吃,门口没有停车场停车不方便.', '短评打分': 3}
{'短评内容': '房间的卫生打扫的非常干净,住着很舒适,位置也是不错的,出去玩购物什麽的都很方便,就是停车不太方便,但价位很合适,如果下次再来我可能还会选择这家酒店.', '短评打分': 3}
{'短评内容': '酒店的地理位置还是不错的,在市中心交通蛮方便的,服务卫生方面也还可以了,整体感觉价格还是比较合适的.', '短评打分': 3}
{'短评内容': '酒店卫生很一般,设施也陈旧,服务很普通,相对于同级别的酒店,感觉这家酒店入住不好.下次不会在入住了', '短评打分': 3}
{'短评内容': '位置还是不错的,在市中心,出行都很方便,房间的设施也还齐全,就是在外观上来讲感觉这家酒店达不到4星级的标准,感觉很旧.', '短评打分': 3}
{'短评内容': '酒店感觉挺不错的，无论是硬件条件，环境服务，还是他的地理位置都很不错，价格也比较适中。', '短评打分': 3}
{'短评内容': '酒店地处石家庄市中心，性价比高！', '短评打分': 5}
{'短评内容': '酒店很干净，价格也比较合适，性价比很高，就是位置不好，打车很不方便', '短评打分': 5}
{'短评内容': '我感觉不错 都住了3次了 呵呵~~', '短评打分': 5}
{'短评内容': '环境处在市中心，出入比较方便。房间也很干净，服务还可以。但是无早餐，网速太慢了！\r\n如果没有上网要求的，性价比还是可以的！', '短评打分': 5}
{'短评内容': '外观看上去小气了一点，内部密度还是很大，房间不少看上去。卫生当然还是很好的，新店嘛，至少你肉眼是看不出来的。服务嘛没什么出彩的地方，大多如此。设施是新的，但是壁挂电视视角有限，频道有限很是尴尬。位置没得说的，在北国商城的路口边不远。舒适度一般，窗户封闭的，我住的一侧窗户朝天井开的，可以与走路与对面的房间对望。性价比嘛，旁边有很多看上去更大更气派的酒店，价格差不多，我在这住了198，一天后我在对面某', '短评打分': 1}
{'短评内容': '整体感觉酒店还行，位置也还可以', '短评打分': 3}
{'短评内容': '经济房装修简单，开放卫生间没有做出该有的风格。', '短评打分': 5}
{'短评内容': '非常不错的酒店~ 很干净 服务也很好！！！', '短评打分': 5}
{'短评内容': '酒店房间的中央空调温度调的比较低,酒店地理位置还是很好地出行很方便,卫生服务也都很好.', '短评打分': 3}
{'短评内容': '酒店设施比较老旧了需要更新,地理位置很好出行很方便,卫生服务很一般.', '短评打分': 5}
{'短评内容': '还不错啦~` 不知道是不是四星级的` 如果是的话卫生有待提高哦~\r\n地方好小~  但是还算温馨吧~ 呵呵', '短评打分': 3}
{'短评内容': '酒店还不错~ 呵呵 服务态度超好~\r\n就是没我想的干净~ 但是也很不错了！ 希望以后更加好的改进~', '短评打分': 5}
{'短评内容': '    位置不错，离北国商城很近，附近有麦当劳、肯德基、全聚德、马兰拉面等，楼下就有永和豆浆，饮食购物都很方便，房间空间不是特别大不过还可以，液晶的电视不大台也不多。缺点就是住的房间卫生间的排气扇开了之后吊顶就跟着颤动，颇有些吓人。\r\n    总体来说还可以吧，前台服务还行。', '短评打分': 5}
{'短评内容': '这家酒店的性价比还是蛮不错的,值得推荐', '短评打分': 5}
{'短评内容': '酒店的性价比还是蛮不错的,值得推荐/', '短评打分': 5}
{'短评内容': '酒店性价比还不错,地理位置好，去火车站打车也方便。干净，高档', '短评打分': 5}
{'短评内容': '服务不错，送水果报纸\r\n而且我是早上5点多入住的，并没有多付钱。\r\n\r\n挺好的酒店！', '短评打分': 5}
{'短评内容': '酒店性价比还不错，就在北国商城对面，外出方便，房间环境还可以，值得推荐 ', '短评打分': 5}
{'短评内容': '酒店的性价比可以，但是大床房间的卫生间设置的不好，和卧室只是用一个帘子隔开的，感觉怪怪的，推荐住标间', '短评打分': 5}
{'短评内容': '酒店环境跟星级不匹配，感觉和连锁经济型酒店差不多，卫生还可以，设施不好，下水道漏水，装修的太粗糙，价格在石家庄当地来说也有点高，下次不会在住了 ', '短评打分': 1}
{'短评内容': '酒店位置很好出行比较方便,就是房间与卫生间之间是玻璃的感觉不太舒服,其余都是很满意的.', '短评打分': 5}
{'短评内容': '酒店位置很好出行比较方便,', '短评打分': 5}
{'短评内容': '酒店的硬件设施还行，交通相对来说比较方便，服务方面也很好，价格也很便宜', '短评打分': 5}
{'短评内容': '酒店位置很好，出行很方便而且离我办事地方特别的近，价格方面也很便宜，服务设施较全。\n\n', '短评打分': 5}
{'短评内容': '位置很好，很方便。价格一般，服务设施较全。', '短评打分': 5}
{'短评内容': '酒店整体环境还不错，服务质量也挺好的，而且价格优惠，地理位置也很好', '短评打分': 5}
{'短评内容': '新开业.房间干净.早资助餐还可以.', '短评打分': 5}
{'短评内容': '酒店位置不错，价格也很好，非常适合商旅。', '短评打分': 5}
{'短评内容': '酒店很干净的，服务设施都很好的，餐厅不是很好的，位置以及交通很好的，市中心的，停车场有点小了，价格还可以的', '短评打分': 5}
{'短评内容': '酒店主要早餐差了点,品种太少了,其他方面都挺不错的,性价比还是高的,还是比较满意的.', '短评打分': 5}
{'短评内容': '很喜欢该酒店，性价比好，干净，服务较好', '短评打分': 5}
{'短评内容': '很不错的酒店，其他各个方面都挺好的，唯一的一点欠缺的地方就是早餐的种类太少了，总的来说，下次如果去石家庄的话还去', '短评打分': 5}
{'短评内容': '酒店的环境还可以的,服务卫生以及设施都还可以的,酒店的位置不错的,出行很方便的,性价比不错的酒店的', '短评打分': 5}
{'短评内容': '我是头一次住这个酒店，开始在外面看感觉很一般因为门面太小了，但大堂的服务人员态度非常好，等我到了房间才发现真的198这个价格非常超值了，房间非常干净整洁风格也比较独特，冷气非常好用，外面就是天井阳光照进来感觉不错。有免费送的矿泉水，网速也非常不错。特别赞下服务人员的态度，我有件衬衣需要洗而且有特殊要求还着急用，开始说是要下午才能出来但后来看我着急就答应我中午就可以出来，没想到在十一点多点就给送来了', '短评打分': 5}
{'短评内容': '酒店的整体的不错,服务卫生非常好的,卫生间的设计上是透明的,感觉很不舒服,其他的都还可以的', '短评打分': 5}
{'短评内容': '环境挺不错的，比较安静的，房间也挺干净的，服务还不错，而且就在北国商城旁边，购物也比较方便 ', '短评打分': 5}
{'短评内容': '一层大堂小气了点,不过进去后还是很气派.我住的是198的房间,除了窗户不能开以外,一点都不比西美等四星酒店差.估计是新装修的,卫生间特别干净,这是让我最满意的地方.另外,还有水果赠送.另外,出门就是北国商城这点也很方便.我下次绝对还入住,性价比还是比较高的.唯一不足的是餐厅的菜太少,选择余地不太多.', '短评打分': 5}
{'短评内容': '地理位置好，到火车站只要五块钱。住着也挺舒服。下次来还会住这里。', '短评打分': 3}
{'短评内容': '个人感觉不错，喜欢他们中空的椰子树和草坪，环境安静优美，象世外桃源.那种通透的客房也不错，我一个人住很方便。酒店整体很干净，网速快，早餐有他们自麽的豆浆，很好喝。推荐大家入住。', '短评打分': 5}
{'短评内容': '马桶居然能与卧室设计在一起，还美其名曰；欧洲人喜欢。不可思议！电视频道少的可怜仅14个，可能舍不得装有线吧。\r\n\r\n', '短评打分': 1}
{'短评内容': '酒店更方面都不错，但有两点需要改进：1、早餐做的太糙了；2、晚间的骚扰电话打的太频繁了', '短评打分': 5}
{'短评内容': '个人感觉这个酒店比较新，内部装修很不错，很舒服，位置也不错，早餐也还可以', '短评打分': 5}
{'短评内容': '酒店他们配备的设施很一般，价格稍微高了点，不过服务还可以，挺干净的，交通方便，还是不错的。', '短评打分': 5}
{'短评内容': '    在那个黄金地段，198的价格确实很不错，很舒服，里面设施也很新！我没事还到周围几个酒店比了比，燕春和燕春速8酒店房间比较小（指的是一百多元的房间），看起来也有点旧，好像档次也很低，穿着拖鞋的人在电梯里面和走廊到处走，感觉不好；然后周围还有另外两个酒店档次太高，看起来挺好的，都是二百六七十元以上，我住不起，没有比较。\r\n    我推荐这个艾美特酒店，缺点是门脸太小，198元窗户不能打开，服务', '短评打分': 5}
{'短评内容': '要特别说明的，卫生间的设计非常别致。是透明卫生间，落地大窗。墙面瓷砖也是用过心思的，内部设施虽简单，但很周到、细致、现代。整体房间虽不大但不拥挤，而且，一应俱全。设计隽秀、巧妙。', '短评打分': 3}
{'短评内容': '装修风格我很喜欢。地方不大，但是充分的利用了灯光和镜子。\r\n非常暖和。刚到那里，因为衣服穿少了，有点发烧。服务员很贴心的送上体温表并多拿了一床被子。\r\n这里的网速给我印象深刻，370kb/s阿。疯狂下载了连续剧。另外，在细小的地方也很周到，电视的遥控器旁，注明了节目单。可以延时到下午两点结账。不错，推荐给大家', '短评打分': 5}
{'短评内容': '床单和被套感觉是面料不好，粗糙，不舒服，膝盖和脖子都磨出了小疹子，希望能更换，酒店的价格还是挺优惠的，服务也不错', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施挺满意的,卫生舒适度都还不错,就是酒店只提供一分早餐,我们两个人根本没法吃.每次都不使用早餐.', '短评打分': 5}
{'短评内容': '酒店还可以,离市比较近,交通也比较方便,而且酒店内部也挺不错的', '短评打分': 5}
{'短评内容': '除了隔音效果不好,其它方面还都不错的.', '短评打分': 5}
{'短评内容': '环境很好，推荐入住，本来定的是没有早餐的房间，但是一要早餐票，酒店也免费给了一张，就是早点太少。', '短评打分': 5}
{'短评内容': '整体感觉还不错，网速很快，只是晚上骚扰电话少点就更好了，下次还会住．', '短评打分': 5}
{'短评内容': '酒店门脸不大，但还是比较新的，性价比比较高，适合出差，但早餐很一般，没有什么吃的。', '短评打分': 5}
{'短评内容': '酒店总体来说非常好 性价比很高 虽然门面较小 但是内部很让人满意 如果房间和走廊隔音再好一点就更好了', '短评打分': 5}
{'短评内容': '总的来说还是不错，卫生、舒适，早餐一般，网速快。隔音不好，服务员打扫不认真，我的房间地上几滴水果渍，连续三天都没有擦。总之，性价比还不错。', '短评打分': 5}
{'短评内容': '酒店的环境不错,服务也不错,价格也比较优惠,就是隔音差了点', '短评打分': 5}
{'短评内容': '酒店的环境不错,服务也不错,价格也比较优惠,就是隔音差了点', '短评打分': 5}
{'短评内容': '198的房间很不错，有个很大的天井，198的窗户是对内向天井开的，房间比较大，很整洁，比较超值', '短评打分': 3}
{'短评内容': '198的房间很不错，有个很大的天井，198的窗户是对内向天井开的，房间比较大，很整洁，比较超值', '短评打分': 5}
{'短评内容': '他们的大堂包括服务都是很好，但是房间里的硬件设施还是不错，位置也还可以，价格适中。', '短评打分': 5}
{'短评内容': '酒店虽然没有评星,但是酒店比其他一些商务酒店还好,环境设施都很好很舒适.很干净位置位于市中心.出行交通也很方便,价格也很便宜.', '短评打分': 5}
{'短评内容': '酒店价格有些偏高,但是其他方面都还可以,位置交通也可以,都挺不错的', '短评打分': 5}
{'短评内容': '酒店整体来说还可以，主要是价格适中，位置挺不错，很方便，环境服务也可以。', '短评打分': 5}
{'短评内容': '卫生不错 ,价格还可以,服务态度挺好,我入住后因为我不喜欢房卫没有隔墙的房间,服务员就马上给我调了房间,只不过房间隔音效果太差,隔壁的开关门和马路上的车的声音有点吵,睡不好!', '短评打分': 5}
{'短评内容': '198的房间很超值，服务不错，尤其提一下，网速很快。', '短评打分': 5}
{'短评内容': '第一次入住感觉酒店装修很别致，卫生很干净。身体有些不太舒服，服务员服务周到让我很感动。下次来一定还住这里。', '短评打分': 5}
