{'短评内容': '产品不错。非常感谢。还会购买。', '短评打分': 5}
{'短评内容': '服务还好，就是房间小点，住了两晚，隔音超不好 守着大街的缘故 但是窗户是不是该换成断桥铝的~ 毛巾，好想是所有酒店的通病  太硬了。。。。', '短评打分': 5}
{'短评内容': '地理位置很好，去哪都比较方便，周围也很繁华。房间太小了尤其是洗手间，建议丰满的人还是别住了。', '短评打分': 5}
{'短评内容': '刚住进来，还是听媳妇 知道的99酒店，价格实惠，服务也很好，经常出差，就选这家了、而且还比较市中心噢 ', '短评打分': 5}
{'短评内容': '网络连接不稳定,前台态度不是很耐心喔。', '短评打分': 3}
{'短评内容': '房间附近交通还不错，我订的大床房，房间不太大，不过什么都有。浴室像是在阳台一样。。。', '短评打分': 5}
{'短评内容': '房间比较小,柜子也没有。宾馆所处位置还算可以。', '短评打分': 3}
{'短评内容': '因为感觉价位和环境还行，我预定了两天。这家酒店无早的88元特价房的房间环境太差，是我入住酒店中最差的。无窗不说，室内小到只能放一张单人床。卫生间坐便和洗手盆紧紧靠着。一次性洗漱用具提供也少很多，入住后竟连拖鞋都不提供。最不痛快的是，入住的当天半夜停电，没有空调的房间又阴又冷。因为没电又没窗户，八点起床时屋内很黑，只能靠着手机微弱的光穿衣服、洗漱。问前台，据说是电跳闸了。可是等我玩一天，到晚上六点回', '短评打分': 1}
{'短评内容': '面积太小，其他跟招待所可以媲美。面积太小，其他跟招待所可以媲美。面积太小，其他跟招待所可以媲美。', '短评打分': 5}
{'短评内容': '定了个小房间，适合背包客。。。服务员态度都很好。。。。一环位置，也很方便，厕所太小，太小。。。', '短评打分': 5}
{'短评内容': '电梯间的菜味挺重', '短评打分': 3}
{'短评内容': '墙上都是潮湿的，而且设计的极其不合理。感觉纯粹是为了住的都住得不开心。', '短评打分': 1}
{'短评内容': '环境一般,特价房很小.不过很实惠', '短评打分': 3}
{'短评内容': '基本不错，通风设备有点少。电梯有点旧。进去的时候有点气味。比起如家还是有改善的空间。', '短评打分': 5}
{'短评内容': '特价房的确够小，不过卫生还好，总的来说：值', '短评打分': 3}
{'短评内容': '住的无窗特价房，还不错，房间虽小，倒也干净，没有什么味道。里面有些方便面啊，矿泉水什么的，需另加钱。不过我那间的厕所里面有个突起的钢管，不知是干什么的，有点别手别脚，其他的都还好。', '短评打分': 5}
{'短评内容': '我住的是标准间，环境还不错，相比来说性价比很高。唯一一点大家要注意，里面的那些零食是要额外收费的哦，呵呵', '短评打分': 5}
{'短评内容': '服务很周到 地理位置也很好 就是特价房太拘束了', '短评打分': 5}
{'短评内容': '房间太小了，是我住过的最小的酒店，服务的还可以', '短评打分': 5}
{'短评内容': '空调不暖和，我住了两天也不知道是床单不干净，还是用了他们沐浴液导致身上长了好多的红疹子。价格是还算便宜.', '短评打分': 1}
{'短评内容': '酒店还行，这个价位的房就是这样了。', '短评打分': 3}
{'短评内容': '服务很好', '短评打分': 3}
{'短评内容': '房间太小了，而且热水忽冷忽热的，洗个澡洗的很不爽。', '短评打分': 1}
{'短评内容': '＋清静，特价没窗户，空间小，性价比高', '短评打分': 3}
{'短评内容': '的确是单人间……', '短评打分': 3}
{'短评内容': '这间酒店很一般，而且这么冷的天，晚上洗澡水居然不热，空调开启也不暖和。设施很一般。不过服务态度倒还可以。', '短评打分': 1}
{'短评内容': '宾馆不错，物美价廉，值得推荐！！！！！！', '短评打分': 5}
{'短评内容': '极其脏乱差，房间感觉很脏，很不舒服，比起其他的差远了。服务态度恶劣，服务员都和大爷一样，吆喝顾客。还有根本价钱不是99元，大家看清楚再去', '短评打分': 1}
{'短评内容': '交                通                便                利', '短评打分': 5}
{'短评内容': '我住的是特价房，去的时候，房间窗户是坏的，只有换了一间贵的房间住，我觉得如果不能保证房间完好，那换任何房间都不应该加钱，毕竟是酒店自己的责任，为什么需要顾客自己承担损失呢', '短评打分': 1}
{'短评内容': '。。。。。。。。。。。。。。。。。。。。。。。还不错哦。。。。。。。。。。。。\n', '短评打分': 5}
{'短评内容': '房间小，服务可以，交通也行，有股味道，总体还行', '短评打分': 5}
{'短评内容': '空间有点小，交通方便性还可以，服务态度一般···', '短评打分': 5}
{'短评内容': '交通便利，唯一不好的是酒店里的味道不太好~', '短评打分': 5}
{'短评内容': '空间比较小，交通比较方便，服务还可以，总体不错，推荐··', '短评打分': 5}
{'短评内容': '早        餐             有            点             雷         人', '短评打分': 5}
{'短评内容': '交                         通                   便                            利\n\n\n\n只是楼下火锅店弄得宾馆气味不太好', '短评打分': 5}
{'短评内容': '还                             好                             啦', '短评打分': 5}
{'短评内容': '还....................不.....................错', '短评打分': 5}
{'短评内容': '经济实惠，房间整洁干净，比较适合商旅人士。 交通也算比较方便。', '短评打分': 5}
{'短评内容': '地点不错,环境还可以，如果空间能再宽敞点就好了。', '短评打分': 5}
{'短评内容': '服务不错，周围交通也很方便，国美啊，购物广场啊，沃尔玛啊什么都有。', '短评打分': 5}
{'短评内容': '＋酒店里面墙上脏的很。房间超级小，床也超级小。一点性价比都没的。像农民住的样。最多值六十元。早餐还要自己去前台领。总之差，差，差。', '短评打分': 3}
{'短评内容': '地      理      位     置      还       不       错     \n\n\n性      价      比     也      还       行       吧', '短评打分': 5}
{'短评内容': '性 价 比 还 行，地 理 位 置 也 还 不 错 吧 ……', '短评打分': 5}
{'短评内容': '酒店地理位置不错，性价比比较高；除了房间比较小其他的都不错；', '短评打分': 5}
{'短评内容': '设施不错。退房时间晚，很人性化。', '短评打分': 3}
{'短评内容': '我听说这家酒店周围非常塞车，朋友相约聚会不太方便，故此只能改订其他，谢谢！', '短评打分': 5}
{'短评内容': '不好!房间小，设施差!物品陈旧。。。。。。。。。。', '短评打分': 1}
{'短评内容': '酒店位置不错，就是房间有点小，而且味道不太好。。楼下旁边就是火锅店，在房间里如果打开门的话能闻到很浓的火锅味，对不能吃辣的人来说比较难过。', '短评打分': 5}
{'短评内容': '酒店的位置很好，在这个地段这价钱真的很实惠了，周围有麦当劳、肯德基、家乐福，吃饭，购物都很方便。就是我定的单人间实在太小了，就一张床的位置，不建议对舒适度有要求的用户住，还有淋浴的水忽冷忽热的，但是洗脸池的不会，不知道是什么原因。', '短评打分': 5}
{'短评内容': '酒店服务人员态度很亲切友好，下午2点退房，前台可免费寄存行李（短时间）\n此房型比较适合早出晚归对房间要求不高的游客。\n', '短评打分': 5}
{'短评内容': '地理位置非常好，门口公交便捷，挨着两个大型超市，附近还有大型百货商场。\n酒店硬件不是特别好，但能满足基本功用。\n我住的是88元无窗特价房，房间比较局促，是进门就上床那种，因为无窗，室内通风欠佳，卫生间很小，布局不甚合理，如果身材比较胖或腰部不够灵活者，不建议选用这个房型（4号）。建议以后再装修时可以把卫生间门改为二折门，洗手盆挨墙放置，并添加淋浴帘。\n酒店服务人员态度很亲切友好，下午2点退房，前台', '短评打分': 5}
{'短评内容': '酒店还是挺好的，干净卫生，服务态度也很好，位置不错，交通方便。', '短评打分': 5}
{'短评内容': '还可以吧。那么市中心的地方有这种价钱的房间，很不错了。周围还有一家中医按摩店，非常好。', '短评打分': 5}
{'短评内容': '整体感觉不错，就是床的弹簧太硬，睡着不舒服。房间没有吹风机，只能到外面走廊吹，很麻烦。希望改进。', '短评打分': 5}
{'短评内容': '房价比较便宜，房间也很干净，服务态度较好', '短评打分': 3}
{'短评内容': '地理位置跟房间设施都还不错.', '短评打分': 3}
{'短评内容': '想不到有这么小的特价房，刚好能放张床。卫生间的门不能全开。千万别住这家酒店的特价房了。', '短评打分': 5}
{'短评内容': '补充一下：我们住的是108的那个房间，只有张一米二的床。并不是像有些朋友说的108的是大床。感觉那个房间应该是99元的。', '短评打分': 3}
{'短评内容': '卫生极差！到处墙上都发霉了，要求换房，被告知没有同类型的房，要么加钱换别的房。\r\n在前台做了一会，全部都是住的我们的那个房型，而且没有提前预定。很不厚道！', '短评打分': 1}
{'短评内容': '经济型酒店，整体还可以，性价比还是偏高。本人入住的大床房，房间紧凑，布局还算合理，就是霉味有点重；窗户关不上，紧邻街道，晚上很吵；床的弹簧好像有点问题，弄得我第二天腰痛。希望贵酒店改善。', '短评打分': 5}
{'短评内容': '+位置好，房间干净卫生', '短评打分': 5}
{'短评内容': '以入住', '短评打分': 5}
{'短评内容': '已入住,性价比还比较合适合,但在现有的基础上硬件可以更好些。', '短评打分': 5}
{'短评内容': '在市中心的十字附近 十字那边有个百盛 哈根达斯 超市什么的 还有火锅 小吃 很方便的 我们每天玩回来都是在这里吃的 有一个27元一位的自助烧烤 肉很多哦 划算 晚点时候十字会有烧烤路边摊 很好吃就是有点小贵 前台的2个女女都很好 每天都会问她我们要怎么坐车 房间空间不是很大 蛮普通的 没有什么特别的 卫生间是内置磨砂玻璃的 离宽窄巷很近 建议晚上可以去转转', '短评打分': 5}
{'短评内容': '房间景色非常好，卫生也不错', '短评打分': 5}
{'短评内容': '不错！', '短评打分': 5}
{'短评内容': '感觉位置不错，价位也公道', '短评打分': 5}
{'短评内容': '去上海的时候入住过99，感觉还不错，这次去成都又定的他们家。我定的是108元的大床房，可能是房间的原因，感觉一般，这间房厕所对着床头，而且有点小，没有沙发写字台等，总之房间很小。包含早餐就是一包奶、一个香肠、两个小面包。因为我这个人不太挑剔，具体细节就不点评了，总之就这间房而言，还凑合吧', '短评打分': 5}
{'短评内容': '太小太小太小太小太小太小太小太小太小太小太小太小........', '短评打分': 1}
{'短评内容': '对了，睡在弹簧上的意思是床垫上铺的褥子薄的就跟没有一样！人躺在上边就跟受刑差不多！99元的房间不应该让人没法睡吧', '短评打分': 3}
{'短评内容': '房间小没关系，烟味大也能忍，可你不能让我睡在弹簧上吧，我最后是躺在被子上盖着浴巾睡了一晚。。。。。。没有下次了，建议大家都不要去住这家酒店！！！', '短评打分': 1}
{'短评内容': '设施一般，服务一般，房间太小，电梯死慢死慢。。。。。。', '短评打分': 3}
{'短评内容': '+设施一般，房间太小，服务不错', '短评打分': 5}
{'短评内容': '就是感觉床有点不舒服，不是很柔软，其他的都挺好的。可以考虑入住！', '短评打分': 5}
{'短评内容': '交通方便 但是装修比较简单 单间空间比较小', '短评打分': 3}
{'短评内容': '上一些干洗等服务，更好些。服务员比较热情。', '短评打分': 5}
{'短评内容': '离市中心倒是很近，交通也很方便，但是房间有点小，我住的那间卫生间的门后面就是床头柜，门都只能开一半，每次进去都要侧身进去，我还是比较瘦的了，不小心都会被擦到，如果是胖点的人的话，估计连卫生间都进不了吧。窗户有点小，晚上的噪音也比较大。希望店家加以改善。', '短评打分': 5}
{'短评内容': '硬件一般', '短评打分': 5}
{'短评内容': '空间比较小，隔音效果不好，床不是很舒适，总体来说还可以！', '短评打分': 5}
{'短评内容': '房间比较差，窗户关不紧，街上噪音比较大，影响休息。', '短评打分': 3}
{'短评内容': '酒店位置很好，周围交通很方便，服务也不错~~有个小缺点，酒店的水压有时候有点不稳，洗澡时候冷水热水不太平衡', '短评打分': 5}
{'短评内容': '总台的服务态度不是很好,对客人提出的关于房间有问题的要求很敷衍了事。', '短评打分': 3}
{'短评内容': '+卫生,干净,交通较便利,服务热情.很温馨,舒适.', '短评打分': 5}
{'短评内容': '不是很好，房间小，卫生差，还有就是，所谓的早餐就是面包加一个牛奶，都不知道生产日期的，我吃都没有，房间很小很小', '短评打分': 1}
{'短评内容': ',方间还不错!干净简单,就是觉得有点闷,窗户太小,能有个小壁柜就更好了', '短评打分': 5}
{'短评内容': '卫生条件好，服务一般，位置还可以，比较实惠！', '短评打分': 5}
{'短评内容': '交通很方便，就是房间有点小了，电脑桌小，不太方便。', '短评打分': 5}
{'短评内容': 'hen hao very goodgvvvvvvvvvvvvvvvvvvvv', '短评打分': 3}
{'短评内容': ' 非常好', '短评打分': 5}
{'短评内容': '不太好找，前台态度不咋的,这样的价格有为样的设施还算可以了。', '短评打分': 1}
{'短评内容': '总体还是不错的！就是房子太小了，卫生间的门不能完全打开', '短评打分': 3}
{'短评内容': '很干净，就是房间太小，地毯上灰尘较多，前台态度比较好，地段一般吧', '短评打分': 3}
{'短评内容': '总体感觉一般 不值这个价，早餐还没尝试，房间太小 基本上想转个身都难，桌子上放个电视后连用笔记本的地方都没有。卫生间门就在床头边上，很难适应，卫生间里面太过拥挤，冲凉都不方便。', '短评打分': 1}
{'短评内容': '酒店设施就这样，基本需求都可以满足。地理位置很方便，价钱相比很合适。不错的。', '短评打分': 5}
{'短评内容': '酒店位置还不错，闹中取静，但是房间太小，地毯不干净。', '短评打分': 1}
{'短评内容': '床上的弹簧太硬了，睡的不舒服。但价钱比较便宜。', '短评打分': 5}
{'短评内容': '就是太小了！不过88元还是可以！', '短评打分': 5}
{'短评内容': '地点可以，交通便利，房间有点小，不能用信用卡不太方便。', '短评打分': 3}
{'短评内容': '一般，地段还可以就是房间很小不能使用信用卡支付', '短评打分': 3}
{'短评内容': '总的来说还是可以就是房间有点小而且不能刷卡', '短评打分': 1}
{'短评内容': '实惠的哈', '短评打分': 3}
{'短评内容': '太不卫生，睡了得了皮炎', '短评打分': 1}
{'短评内容': '房间很小，但是地段还可以，搭公交车很方便。房间大体比较干净，但是地毯比较脏，前台服务态度非常好。', '短评打分': 3}
{'短评内容': '房子不干净，有点潮，墙纸有破损。', '短评打分': 3}
{'短评内容': '房间太小，太潮', '短评打分': 3}
{'短评内容': '房间有老鼠，我们一夜没睡！！！！！', '短评打分': 1}
{'短评内容': '房间很舒适，隔光、隔音效果都比较好，非常干净，但是地毯上比较脏。空气不太流通，空间较小。地段还可以，性价比算高吧', '短评打分': 5}
{'短评内容': '基本符合商务需求', '短评打分': 5}
{'短评内容': '床太硬。', '短评打分': 3}
{'短评内容': '房间太小 潮湿 价格还可以接受', '短评打分': 3}
{'短评内容': '床太硬，', '短评打分': 5}
{'短评内容': '住的是特价房，不过也太小了吧，房间还有霉味，电脑也没地方放，打前台电话半天没有人接，不过还是比较喜欢墙上的小花~~本人也是做酒店的，个人觉得还是有很多地方需要改进的，加油吧~~呵呵', '短评打分': 3}
{'短评内容': '超级小~~还有很大一股霉味~~', '短评打分': 1}
{'短评内容': '位置不错，但大床房的桌椅位置不合理，很窄，行动不方便，另外屋内设施还有待完善，因此价格偏高些。', '短评打分': 3}
{'短评内容': '位置不错，但大床房的桌椅位置不合理，很窄，行动不方便，另外屋内设施还有待完善，因此价格偏高些。', '短评打分': 5}
{'短评内容': '入住后的感觉有点失望，房间小，屋里潮，卫生还凑合。', '短评打分': 3}
{'短评内容': '此酒店位置佳、服务好、就是便宜的房间很小、小到住着有点憋屈，可能是相对便宜的原因？？？', '短评打分': 5}
{'短评内容': '比起第一次入住，感觉好很多，没有霉味了，很干净，温馨。', '短评打分': 5}
{'短评内容': '设施极差，性价比太低了！！', '短评打分': 1}
{'短评内容': '不错，经济实惠，如能用信用卡消费就更方便些', '短评打分': 5}
{'短评内容': '不错的选择', '短评打分': 5}
{'短评内容': 'ganjing', '短评打分': 5}
{'短评内容': '我专门挑选一个129的房间，但是感觉房间较小，比较挤，不适合商务人士，有网线没有地方放电脑，网络超级慢。床好像是钢丝的，褥子比较薄，可以直接感受到下面钢丝的形状。卫生间设计不合理，门开关比较响。早餐令人比较意外，一个面包，一根火腿肠，一包牛奶，一罐可乐。个人感觉适合那些对价格要求比较低的住。第二天逃之夭夭，还好附近找到7天连锁。', '短评打分': 1}
{'短评内容': '房间超小，有霉味。卫生及设施还可以，位置不错，离新城市广场很近，晚上出去走走不错。', '短评打分': 5}
{'短评内容': '成都99快捷酒店地理位置很优越，在市中心，漫步就能到达人民公园。房间比较小，我选择的是单人特价，单人出行实惠。总的来说，性价比超可以接受 ', '短评打分': 3}
{'短评内容': '成都99快捷酒店地理位置很优越，在市中心，漫步就能到达人民公园。房间比较小，离店的时候还缺发票，这是缺点。但总的来说，性价比可以接受 ', '短评打分': 3}
{'短评内容': '地理位置很优越，在市中心，漫步就能到达人民公园。房间比较小，离店的时候还缺发票，这是缺点。但总的来说，性价比可以接受', '短评打分': 5}
{'短评内容': '地理位置还可以,房间也很干净,服务也热情,缺点就是房间太小,没有窗户', '短评打分': 5}
{'短评内容': '酒店设施比较差，前台服务非常满意！', '短评打分': 3}
{'短评内容': '酒店外部装修给人非常温馨的感觉，但是或许是我预定的99特价房的缘故吧，我的房间超级袖珍，恰好能够容下一张单人床，桌子除了电视和酒店推销的食品外几乎不能放任何东西了，我的电脑都只能放在椅子上。卫生间布局不是很合理，总之感觉在这种卫生间里洗澡非常别扭，狭小又杂，很不便，甚至连卫生间门都不能正常打开，只能开一半挤进去了！最让我感到反感的是酒店墙壁，都大面积破损了，更恶心的是大面积发霉的味道，不知道是不是', '短评打分': 1}
{'短评内容': '房间太小，不住两次', '短评打分': 1}
{'短评内容': '不行，这家酒店。', '短评打分': 1}
{'短评内容': '房间有点小', '短评打分': 5}
{'短评内容': '当时订的是特价房，99元的，房间很小，洗手间的布局很拥挤，洗澡不是很方便，另外靠床的墙面有些发霉，空气比较潮湿的原因，应该经常能房间通通风', '短评打分': 3}
{'短评内容': '虽然条件不如其他经济型酒店,但是经营者是一群激情的大学生,创业伊始,有梦想,有激情,尤其是前台经理,很敬业,支持他们吧!\r\n\r\n 但是酒店无早餐是很大的缺点其实可以和隔壁的小吃店合作供应早餐啊  ', '短评打分': 3}
{'短评内容': '服务态度还行,房间的卫生和设施都还可以,位置还是挺好找的.性价比还不错.', '短评打分': 3}
{'短评内容': '还可以啦!\r\n', '短评打分': 5}
{'短评内容': '很一般，服务态度还不错，特价房性价比不高，是我住过的最小的房子，卫生间更夸张，去洗澡得跨过马桶！', '短评打分': 1}
{'短评内容': '这个酒店位置还可以，打着99的旗号，但是99的房间墙壁都长毛了，好吓人\r\n，房间的东西布局也不合理，', '短评打分': 1}
