{'descr': '不错不错', 'star': 5}
{'descr': '地理位置很好，离4号线很近，出门就有家乐福，而且很安静', 'star': 5}
{'descr': '+交通便利，周边环境安静，房间干净卫生，比较满意。', 'star': 5}
{'descr': ' 交通便利, 价格实惠。', 'star': 5}
{'descr': '位置不错 离地铁近 但是卫生还有待提高 毛巾不是很干净 ', 'star': 5}
{'descr': '除了交通便捷，其他的还好...卫生间毛巾很脏', 'star': 5}
{'descr': '位置不错，交通方便，虽然设施简陋，但是麻雀虽小五脏俱全，不过房间里比较潮，服务态度一般。', 'star': 5}
{'descr': '卫生一般....地毯可埋汰了  服务爱答不理的  设施 别人有的  他都有啊  到了就住上了还不错 今天刚入住\r\n我住的有窗 挺大的 还不错\r\n位置还可以  比较方便吧\r\n我走一段 就可以 做1 4 8 号线\r\n总体来说 还不错  232 很便宜的  值得短时间住  ', 'star': 5}
{'descr': '给朋友订的，据说还不错，在世博期间还算性价比不错的', 'star': 5}
{'descr': '+交通便捷，环境幽静，感觉还不错！', 'star': 3}
{'descr': '不好，下次肯定不会去了，毛巾都是黑的，总之去了的人应当不想去第二次', 'star': 1}
{'descr': '交通便捷，出行方便，是理想的居住之所！也希望能更好的改善一下其周围的环境就更好了！', 'star': 5}
{'descr': '酒店不错,干净整洁', 'star': 5}
{'descr': '干净，安静，有点偏，但不难找，去世博方便', 'star': 5}
{'descr': '+酒店卫生条件很差', 'star': 5}
{'descr': '房间太小', 'star': 5}
{'descr': '环境挺安静的', 'star': 5}
{'descr': '+经济型,房间一般,世博期间有点贵', 'star': 5}
{'descr': '附近有地铁站，出行非常方便，价格也适中，就是卫生间真的有点mini', 'star': 5}
{'descr': '地方还不错 毕竟 世博嘛 性价比算比较高的啦 服务一般 一个人凑合还是很可以的 就是没有洗衣服务的 很麻烦 最讨厌洗衣服的！ 地铁看世博很方便啊  一个人可以考虑哦', 'star': 5}
{'descr': '房间小点儿，但酒店位置不错，适合个人旅行者。', 'star': 3}
{'descr': '酒店位置很好找 房间干净干爽 宽敞阳光明亮 酒店离地铁特别近 出门就是银行 家乐福超市 麦当劳等快餐店', 'star': 5}
{'descr': '房间太小，毛巾上有污点，洗手间堵塞，整体感觉一般', 'star': 5}
{'descr': '比较一般的酒店，路不太好找，但在这个时候性价比还可以。', 'star': 5}
{'descr': '位置不错,房间有点小', 'star': 3}
{'descr': '酒店很干净、整洁。条件不错。地理位置好，看世博会很方便。', 'star': 5}
{'descr': '一个字，烂~~卫生太差了~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 1}
{'descr': '+位置不错但房间太小', 'star': 5}
{'descr': '以前住过，这次感觉除了门面换了，其他都还没有换。设施有点老化了。不过这个价位还行。就是入住时烟味太重，建议服务员加强通风。', 'star': 5}
{'descr': '   地理位置很好，很安静。就是房间太小了。床单也是破的。但是世博期间，上海那么繁华的地段258的价格很好了。', 'star': 5}
{'descr': '选择这里主要是看重酒店的位置相当好，位于斜土路上，靠近宛平南路，走着就去港汇或者宜家了。交通、吃饭、购物都很方便，过马路对面就是家乐福。而酒店位于一个单位的院子里，环境非常安静（但房间的隔音差一点）。在徐家汇的核心区，能有这个价位的酒店，还如此安静，算是很难得了，推进一个。', 'star': 5}
{'descr': '酒店各方面条件都很好,也很干净,安静,就是房间有点小,不过在上海已经算是不错的了,性价比高.', 'star': 5}
{'descr': '其实很不错，设备齐全吧，就厕所小了一点。。', 'star': 3}
{'descr': '价格在世博期间还凑合，交通是比较方便的，出地铁步行也不远。', 'star': 5}
{'descr': '就是中山医院的招待所改造的，在世博会期间性价比算好了。', 'star': 5}
{'descr': '位置很好', 'star': 5}
{'descr': '除了酒店位置还不错外 其他都不怎样 不会推荐给朋友', 'star': 1}
{'descr': '房间有异味，进宾馆那条巷子要走很远。离地铁站也不方便。', 'star': 1}
{'descr': '服务 位置 交通 都很好 就是房间 尤其是卫生间 很小', 'star': 3}
{'descr': '位置挺好的 交通方便 服务员热情 就是卫生间很小很小很小 ....', 'star': 5}
{'descr': ' 总体来说不错，就是离地铁站远了点', 'star': 5}
{'descr': '性价比是蛮高的~~但是，这服务有点问题~~房间也极mini~~', 'star': 1}
{'descr': '地理位置很好，距离世博园很近，交通也方便，周边有银行、超市。有点不太好找。', 'star': 5}
{'descr': '还可以', 'star': 3}
{'descr': '整體位置還可以.去哪裡都比較方便..但是居然在一個很小的巷弄里...服務員態度很爛...其他還都比較能接受,價格偏高,不過世博期間能定到這樣的房,我已經知足了..........謝謝上帝賜我房子住!', 'star': 5}
{'descr': '还不错！', 'star': 5}
{'descr': '对于观看世博会的游客而言，地理位置还可以，交通比较方便。', 'star': 5}
{'descr': '世博会期间入住了4天，总体感觉还不错，设施齐全，交通便利，服务还可以。特此推荐。', 'star': 5}
{'descr': '卫生设施还是挺一般的，位置还不错，价格还可以毕竟是世博会期间这个价格算是比较不错了。', 'star': 1}
{'descr': '插头太少了 其他还不错  去世博方便 交通便利', 'star': 5}
{'descr': '地理位置优越，交通便利；距离轨道交通4号和7号线步行在10分钟内；且有三人间，对于一家三口入住很方便', 'star': 5}
{'descr': '干净整洁，卫生间比较小，房间很大。地段不是最好的，但是距离火车站，南京路，以及世博园都很近', 'star': 3}
{'descr': '酒店的硬件和软件条件非常到位,综合性价比还是蛮高的,房间睡起来也还算舒服.', 'star': 5}
{'descr': '当时选择是因为距离我办事的地点比较近,所以选择了这家,室内的条件挺一般的,综合性价比一般化.', 'star': 1}
{'descr': '世博期间也就这样了，比较便宜，位置不错，比较热情，还可以', 'star': 5}
{'descr': '该宾馆位置较好，离地铁4、7号线较近，走路约需6、7分钟，看世博很方便，离马路较远，很安静，出弄堂口就有家乐福、麦当劳。我订的是3人间，房间宽敞，卫生间较小，空调效果好，孩子们玩得很尽兴，比较满意。推荐大家除了看世博，还应带孩子参观上海博物馆（下午4:30闭馆）、去和平影都看一场3D电影、去新世界10楼参观杜莎夫人蜡像馆（带上世博门票、学生证有优惠，只要50元）。', 'star': 5}
{'descr': '+很干净的酒店，房间蛮大，就是卫生间超级小，很挤。价钱世博其间算便宜，地段一般，到南京路不直达，到世博园很近。', 'star': 5}
{'descr': '很烂的酒店，和医院在一起，卫士不好，电蚊香坏了，水壶里面脏的要命，刷了多次才能用，有一股难闻的味道，房间霉味很大，设施陈旧，如果不是网上订房，坚决不会来，还贵的要命，附件条件比这里好的，比这个便宜多了。', 'star': 1}
{'descr': '位置还是很方便去世博园也很方便，卫生设施还不错，价格也蛮不错。', 'star': 5}
{'descr': '价格还是比较便宜，房间也还行，位置也是挺好找的。服务态度倒也还行。', 'star': 5}
{'descr': '酒店环境不怎么样卫生设施不是太好，价格服务也不好，位置也不好找。', 'star': 1}
{'descr': '跟一个放射科的门诊在一栋楼，地图上也没有标明白，住进去才发现的，房间很小，而且每天早晨起来就看到那些护士推着装着卫生垃圾的车，心里总是很别扭的，打扫客房的人倒是很仔细，钥匙丢在房间里了还给我们拿过来了。总体很一般。不过离世博园很近，如果是去看世博，并且对卫生及环境不挑剔的人可以入住。', 'star': 1}
{'descr': '定的大床房，但入住才发现房间太小了，床也很小，只适合一个人住。位置也很一般，就是离地铁七号线不算远，价钱也比较贵，大概世博期间上海住宿都很贵。如果在平时这样的酒店和这个价位恐怕就感觉很不值了。', 'star': 1}
{'descr': '地理位置很好，距离地铁4、7号线很近，吃饭购物都很方便。在世博期间性价比算是很高的了。', 'star': 5}
{'descr': ' 浴室太小', 'star': 5}
{'descr': '宾馆位置很好,离徐家汇不远,还比较幽静,就是有点难找~', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '标准大床房空间稍小了一点，与网上标示的不一致。', 'star': 3}
{'descr': '服务还需进一步改进。', 'star': 3}
{'descr': '枫园地处位置还不错，在世博会期间属性价比不错的酒店。', 'star': 5}
{'descr': '酒店有窗   无异味  设施卫生都不错  环境还不错的 ', 'star': 5}
{'descr': '后来续住1天 服务什么有所感受点了  没有那么敷衍我们了 该解决的也都解决了  走的时候感觉稍微好点了 ', 'star': 1}
{'descr': '很好，关键是到世博园很方便，性价比很高', 'star': 5}
{'descr': '还不错，环境一般，但是其他都很好，特别是性价比可以，基础的设施都比较齐全吧，没叫什么服务，所以也不清楚服务怎么样来着', 'star': 5}
{'descr': '要不是实在没有房间,绝对不可能住到那里,房间的设施一般,卫生间小的离奇,沐浴用品更是无话可说,就是宾馆的地址也难找,在小区里面.但是,在世博期间,这个价格也只能是享受这样的待遇,还是给个好评!', 'star': 1}
{'descr': '枫园宾馆大体还算可以，前台人员接待热情，环境安静，卫生也不错。就是房间里没有椅子，问了总台，竟然说房间里是没有椅子的，也就是说客人的床除了睡觉，还要当椅子坐，不知道上网时怎么办，网线在桌上，桌前没有椅子。还有就是窗帘不是避光的，只要天一亮，房间也跟着亮，想再入睡就有点难了。', 'star': 5}
{'descr': '交通方便', 'star': 5}
{'descr': '很一般，现在房间紧张，也没办法。', 'star': 1}
{'descr': '就是个招待所，电梯简直是货梯级的，价格低，世博周末的房价320。   交通不错，出门右再右到7号地铁线就是10分钟。出门左行有家粤菜小馆，菜比较精致。再走几步有家“三人行”骨头汤店，人真多，哪个便宜，感觉不是在上海，是东北。', 'star': 5}
{'descr': '我们一行人是昨天晚上入住的  因为要改变行程 所以多住一天 然后还多订了一间大床房 现在想想很后悔的。 我们是住在6楼的   我们3间房间空调已经开到最低16度了 可是根本打不到  还是蛮热的~我们女生的房间是609   洗澡的时候蓬头有问题  晚上打客服保修 可是工作人员告诉我们 晚上修理的员工下班了  无奈将就将就下~ 最可怕的是  今天是周末哎 宾馆说要清理水箱 今天8点到下午5点  我们一', 'star': 1}
{'descr': '服务态度有待提升', 'star': 3}
{'descr': '服务员及保安的态度还有待提升', 'star': 5}
{'descr': '在一个弄堂的最里面，服务员态度真差，翻白眼', 'star': 3}
