{'短评内容': '好，地理位置优越', '短评打分': 5}
{'短评内容': '床太软性价比不高 ', '短评打分': 3}
{'短评内容': '不错，很安静也很干净，服务也不错', '短评打分': 3}
{'短评内容': '酒店交通、用餐比较方便。房间虽然设施一般，但很安静，适合休息！', '短评打分': 5}
{'短评内容': '酒店服务好，交通方便无论是公交或是打出租车都十分便利、价钱适中、环境幽静，房间设施虽然一般但还是能够接受，不足的是卫生间的沐浴帘发霉了，建议及时更换。', '短评打分': 5}
{'短评内容': '还算好找，交通比较便利，居住环境亦可，只是啤酒节去哪儿住有点贵，推荐平时去。。。', '短评打分': 5}
{'短评内容': '酒店的实际住房情况没有照片上的那么好，而且离五四广场也有很长一段距离，房间内的设施也比较简单', '短评打分': 1}
{'短评内容': '房间算较为干净吧 但是服务不是太热情 只是一般，价格稍微有点高。 ', '短评打分': 5}
{'短评内容': '总的来说，根本就不会推荐再来青岛！\n特别是8月份，每个酒店都象打了鸡血，一个如家水平的酒店都卖3，4百。\n此酒店一般，100多的酒店和房间标准卖到3，4百，只后悔在这个时候来青岛。\n酒店位置不太好，很难打到车。', '短评打分': 1}
{'短评内容': '宽敞明亮，干净整洁，地理位置闹中有静，去台中、栈桥、五四广场、崂山等景点一出门就有公交，十分方便，附近还有吃的，不错。但就是价格偏贵一点，250元左右就差不多。', '短评打分': 5}
{'短评内容': '酒店位置很好，设置较陈旧。入住时感觉酒店不值四星。其他尚可，就是太旧。后来得知有楼层在装修。', '短评打分': 1}
{'短评内容': '非常好的位置，在老年大学院子里面，安静没的说了，里面的设施一般，不过很干净，除了大床之外靠窗的位置还有一张小床，感觉很好，空间很大，前台服务特别好，交通方面，去海边哪里打车都比较方便，酒店里面的炒菜还不错了，实惠。推荐酒店外斜对面一家比较实惠的小店，叫做红玉涮涮锅，很多当地人在那里吃饭的，里面有那种正宗的青岛扎啤，才7块一大扎，菜也做得很好吃，比的士司机带我们去那家黑店大排档好吃多了，外面的士司机', '短评打分': 5}
{'短评内容': '房间内没有棉签，没有吹风机等。房间小。价格高。', '短评打分': 1}
{'短评内容': '酒店环境很好，很值得推荐，服务也很好，很贴心，卫生和装修等环境没得挑。', '短评打分': 5}
{'短评内容': '位置一般。但是环境很好。空气也好，在一个山边脚下，空气相当不错', '短评打分': 5}
{'短评内容': '酒店给人感觉很安静的，卫生情况还可以，就是卫生间小了点，那个门因为没有门吸，属于自动型的，开关不是很方便。标间的两张床都是1米2的，床是固定住的不能合拢，一家三口住的话不是太舒服。', '短评打分': 5}
{'短评内容': '其实还是不错的，就是房间总是有发霉的味道。卫生间的浴帘上都是霉印，觉得不太干净。而且价格比那些连锁酒店要贵。', '短评打分': 1}
{'短评内容': '安静，也比较干净，套间房间面积够大，小客厅的沙发床可展开，适合一家三口。', '短评打分': 5}
{'短评内容': '环境不错，就在青岛老干部活动中心里面， 很安静，去景点也很方便。房间有点小，商务酒店就是这个样子了。', '短评打分': 5}
{'短评内容': '不错，干净、安静，工作人员服务态度好，是个性价比不错的酒店，下次来青岛还会选择入住。', '短评打分': 5}
{'短评内容': '闹中取静的地方，还不错\n交通蛮方便，到市区和各景点都蛮近的，打车起步费多一点', '短评打分': 5}
{'短评内容': '周围环境真的很好 在独立的院子里面 尤其自驾的朋友 车放在里面很安全  周围也安静 适合休息。 大床房房间面积小 卫生条件还可以  整体比较满意', '短评打分': 5}
{'短评内容': ' 酒店一般,价格也不低啊,跟本比不上汉庭锦江之星这些,里面设施都很简单,唯一过得去的就是面积还算大~当然干净程度也还行了~', '短评打分': 3}
{'短评内容': '环境安静 服务周到 干净 就是位置不太好找', '短评打分': 3}
{'短评内容': '嗯，这里挺不错的，非常干净，设施也还可以，价格也比较便宜', '短评打分': 5}
{'短评内容': '非常干净，也比较宽敞，价格也相对比较便宜，我比较喜欢住着这里', '短评打分': 5}
{'短评内容': '酒店地处延安三路,闹中取静,在老年大学内停车很方便.只是设施极其简单,有点招待所的感觉,缺少温馨感', '短评打分': 5}
{'短评内容': '住了两晚上，不错的！朋友住的房间在边上，免费升的套间。', '短评打分': 5}
{'短评内容': '还可以吧，挺安静的。反正老婆和孩子比较满意，就是不含早点。', '短评打分': 5}
{'短评内容': '酒店位置还可以，去市区各个景点都很方便，就是对比我入住的价格近300元，房间有点小，卫生也算一般', '短评打分': 5}
{'短评内容': '位置很不错，交通很方便，而且很安静的。有机会还会来的。', '短评打分': 5}
{'短评内容': '7月份开始房价贵了一半，感觉就不太值了，其它勉强过得去', '短评打分': 3}
{'短评内容': '价格有点高了。。。不过离机场大巴真的很近。。。离景点也很近。。。不过由于价格因素只住了一天。。。', '短评打分': 5}
{'短评内容': '干净整洁，在老年大学里面，比较安静。就是酒店的毛巾不怎么样，建议自带毛巾。', '短评打分': 5}
{'短评内容': '酒店的房间还可以，如一般的商务酒店简单干净，在老年大学里面，很安静；走到延安三路100米，有很多公交车和吃饭的地方；交通比较方便，离市政府不远，附近很多公交到栈桥、鲁迅公园、崂山等都很方便；市内出租车也很方便，到五四广场、台东等只要起步价9元，但帕萨特之类好一点的车起步费要12元，所以坐车的时候要注意；机场到酒店打车大概150元不到（帕萨特，未走高速）要40分钟 ，酒店到机场打车80元左右（桑塔纳', '短评打分': 5}
{'短评内容': '不错，推荐。不错，推荐。不错，推荐。不错，推荐。不错，推荐。', '短评打分': 5}
{'短评内容': '环境挺不错的，服务也可以，就是不能预订火车票。', '短评打分': 3}
{'短评内容': '离湛山寺很近，景点值得一去，还可以坐拦车，横跨太平山。房间比较干净，就是大门很小，基本还不错', '短评打分': 3}
{'短评内容': '地段很好，在老年大学院内，很安静，房间很大，还不错。有免费网络，有线的。出门就有公交车站，去海水第一浴场20分钟就到了。私人旅游下次还会入住。', '短评打分': 5}
{'短评内容': '藏在延安三路的一个小岔路上，蛮安静的。走到延三路上打车还是挺方便的，也有很多公交车。酒店喜欢用镜子和简单的白色，打扫得也挺干净，显得房间比较宽敞透亮。前台服务很友好，退房时间要稍微晚几分钟，提前打招呼，都得到应允，很人性化。', '短评打分': 5}
{'短评内容': '房间敞亮.可以吧.', '短评打分': 3}
{'短评内容': ' 很好', '短评打分': 3}
{'短评内容': '酒店不错，很干净也很安静，出门较方便，打的基本都是起步价', '短评打分': 5}
{'短评内容': '位置还不错，交通比较便利，环境安静，不错！', '短评打分': 5}
{'短评内容': '在老年大学内，很安静。我们订的特价大床房，酒店免费升级到南向的标间了。房间的大小、朝向都不错，热水也很好。只是可能离电梯近，房间的隔音效果一般，能清晰的听见隔壁屋的说话声。总体性价比不错，还会入住。', '短评打分': 5}
{'短评内容': '位置很难找，连出租司机都不知道。酒店较陈旧，房间卫生很差，灰尘满桌，还是我们自己打扫的卫生。早餐较简单。服务一般。', '短评打分': 1}
{'短评内容': '整体感觉不错，尤其是这个地方比较安静，价格适中。\n提几点不足吧：\n1、交通不是特别方便，只有206和310几个，去极地海洋、五四广场等要么转车，要么得步行500多米到芝泉路或华严路，当然太方便了可能就没这么安静了。\n2、打扫房间不及时，有次给前台说了要打扫，但一直没打扫。\n3、我定的一间套房，看照片是很豪华，但实际上稍微有一点失望。', '短评打分': 5}
{'短评内容': '环境很好，干净，服务也不错，唯一缺点就是一动床就响', '短评打分': 5}
{'短评内容': '环境一般，隔音太差了…', '短评打分': 3}
{'短评内容': '不错，值得推荐，总体性价比高，美中不足是毛巾太久，建议自带，另外就是房间不隔音，早上没有教养的小孩和大人开着房间门在楼道里大呼小叫，想抽他，其他都很好！', '短评打分': 5}
{'短评内容': '位置方便，门口就有公交，房间干净整洁，以经济型酒店的标准衡量性价比还不错，价廉物美，值得推荐！', '短评打分': 5}
{'短评内容': '交通方便，餐厅的菜也做得很好吃，整体的性价比高，值得推荐', '短评打分': 5}
{'短评内容': '餐厅的饭好吃。房间一般，没有想象的大。不隔音。', '短评打分': 1}
{'短评内容': '酒店位置不错，重要的是室内卫生非常干净，房间也大，卫生间也不少，性价比很高。', '短评打分': 5}
{'短评内容': '很干净，也很安静，服务态度好，性价比高', '短评打分': 3}
{'短评内容': '价格便宜，交通方便，而且很卫生。性价比高，就是隔音不太好。', '短评打分': 5}
{'短评内容': '酒店在老年大学内,比较安静,服务人员很礼貌,房间比较干净,网络不错,值得推荐。', '短评打分': 3}
{'短评内容': '很不错的宾馆 如果在门口挂个显示牌就更容易找到了', '短评打分': 5}
{'短评内容': '很干净。房间很大。很不错。值得推荐。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '各种条件还是可以接受的，并且价格非常合理！', '短评打分': 5}
{'短评内容': '預定的是高級大床間，前臺服務態度很不錯，房間設施比預期的要好，衛生條件很不錯。房間裡可以免費寬帶上網，雖然有電視，但是節目比較少，就是央視和幾個省級衛視，再就是青島地方的節目。餐廳的早餐很實惠，酒店周圍有不少餐館，外出吃飯也很方便。交通很便利，酒店在老年大學的院子裡面，出門右邊就是公車站，門口就可以叫到計程車。走路去湛山寺很近，吃完飯就當散步走個五六分鐘就到了。唯一不足的就是半夜有客人在隔壁吵架，', '短评打分': 5}
{'短评内容': '酒店性价比很高，卫生，环境，服务态度，单点饭菜 等 都很不错，热水，网速都ok。\n地理位置也好，去哪都还比较方便。\n非要挑一项美中不足的话，就是早晨楼道有点吵，会打扰到睡眠。\n会向朋友推荐。', '短评打分': 5}
{'短评内容': '环境比较好，在老年大学院内，比较安静，公交车也比较方便，还给免费升级到高级大床房，唯一的缺点就是房间隔音不大好，也可能是隔壁说话声音太大了', '短评打分': 5}
{'短评内容': '很好很不错，很满意。推荐。下次来青岛还会住在这儿。', '短评打分': 5}
{'短评内容': '酒店真的不错，前台工作人员服务态度很好，住的舒服，吃的也不错，下次去青岛玩绝对还住在这儿。很肃静，价格合理。只不过最后一天花208有点郁闷，谁让赶上51假期了呢。总体给95分吧。', '短评打分': 5}
{'短评内容': '很干净很舒服', '短评打分': 3}
{'短评内容': '酒店设施比较新，也很干净，地点也可以，门口公交车可以到沿海的景点，家常菜馆子也物美价廉，就是离海有点远，要走上10几分钟。', '短评打分': 5}
{'短评内容': '还不错，就是宾馆隔音不好，声音很大，还有服务再好一点就完美了', '短评打分': 5}
{'短评内容': '酒店和网上的描述差不多，很静，也很净，周围吃饭还算方便，挺好', '短评打分': 3}
{'短评内容': '服务不错，环境也很好，隔音不错，旁边还有著名的吕氏疙瘩汤', '短评打分': 5}
{'短评内容': '房间不错，推荐。', '短评打分': 3}
{'短评内容': '酒店还可以，虽然相对旧了点，但还算干净，不像住海边的酒店那么潮湿，物有所值吧，旺季的时候去很实惠。位置很好，在市区，公共交通方便。青岛的单行线比较多，路窄。建议自驾的朋友事先预习地图或严格执行GPS。', '短评打分': 5}
{'短评内容': '还要补充一下，酒店位置还是不错，酒店门口有仰口路车站，走出去在延安三路上还有芝泉路和华严路两个车站，基本上到哪里去都可以。', '短评打分': 5}
{'短评内容': '由于订的大床房没了，直接给我升级了高级大床房，还依旧赠送早餐~\n早点还比较丰富，味道一般，房间（高级大床房）算是宽敞明亮，蛮舒服的，\n唯一的缺点就是电视节目太少，只有山东当地的电视台和一些大的卫视台，好像是26个吧，\n前台的服务人员也很热情。', '短评打分': 5}
{'短评内容': '距离有点远，酒店本身环境卫生还可以。性价比还行', '短评打分': 5}
{'短评内容': '酒店很舒服，环境很好，很干净。不错，值得推荐', '短评打分': 3}
{'短评内容': '房间环境很不错，住的很舒适，服务人员很热情，离大明湖，趵突泉，五龙潭景区和车站很近，交通方便，吃住行都不成问题。', '短评打分': 5}
{'短评内容': '很好！', '短评打分': 3}
{'短评内容': '环境很不错，卫生及时打扫，距离各个景点都比较方便。我很喜欢，下次还会选择', '短评打分': 5}
{'短评内容': '位置很好，离五四广场较近（2.5公里），房间比较干净，性价比很高。', '短评打分': 5}
{'短评内容': '还不错，酒店设施简单大方快捷。。。但服务有待提高', '短评打分': 5}
{'短评内容': '总体还行，价格又适中！', '短评打分': 3}
{'短评内容': '交通还比较方便,地处青岛老年大学内环境不错,周边生活设施还齐全,附近的三旺炉不错,吃海鲜的,新鲜,价格还能接受.', '短评打分': 5}
{'短评内容': '房型设计合理，价格也可以接受。', '短评打分': 3}
{'短评内容': '酒店很干净，很好，适合入住。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '舒适，很好,值得推荐，哈哈，在老年大学院内，幽静', '短评打分': 5}
{'短评内容': '性价比不错，早餐简单，有团来就没房了，哈哈', '短评打分': 5}
{'短评内容': '环境不错,不过夜间怎么会有嗡嗡的声音啊?整体上比较满意', '短评打分': 3}
{'短评内容': '酒店一贯不错，好口碑。服务也很好。朋友入住。', '短评打分': 5}
{'短评内容': '还可以。交通很方便，设施也不错，所以出门旅游我感觉还是不错的', '短评打分': 5}
{'短评内容': '。。。。。。。。。。。。不错；以后还会入住的；', '短评打分': 5}
{'短评内容': '环境很安静，房间很干净,性价比高，下次还住这里', '短评打分': 5}
{'短评内容': '   环境不错，离湛山寺很近，只是旅馆门口的公交不是很多，也没有什么大的超市，不过这价钱值了', '短评打分': 5}
{'短评内容': '价格便宜，位置安静。环境不错，只是床不是很软，毛巾也不是很软。', '短评打分': 5}
{'短评内容': '非常干净，服务也很好，地方离海边很近，环境幽静', '短评打分': 5}
{'短评内容': '不错不错，热水給力，房间也升级了，很安静，也很干净', '短评打分': 5}
{'短评内容': '服务相比其他同档次酒店好得多，酒店施舍较好，空调很暖和，但是我住的517房间进门有股霉味儿，而且晚上窗外会有嗡嗡声（非常影响入睡），就这些啦，最后谢谢酒店经理的细心贴心的帮助！', '短评打分': 1}
{'短评内容': '服务不错，房间比较多，房间设施一应俱全，很温馨，值得商旅居住', '短评打分': 5}
{'短评内容': '交通挺便利的，附近吃饭的地方挺有特色的，也挺好吃的\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '环境不错   服务态度也很好值得入住  强烈推荐', '短评打分': 5}
{'短评内容': '交通挺便利的，附近吃饭的地方挺有特色的，也挺好吃的', '短评打分': 5}
{'短评内容': '周围环境很安静，服务也不错，周边交通便利 ', '短评打分': 5}
{'短评内容': '房间干净，周围环境很安静，服务也不错，前台态度很好，不过就是早餐差了点', '短评打分': 5}
{'短评内容': '酒店很好环境安静位置到各景点都不远，房间也还干净，都很满意。', '短评打分': 3}
{'短评内容': '总体感觉还是不错的，位置也还好，第一个早晨去周边逛了下，湛山寺就在附近。房间环境比较干净，只是房间内好像没有吹风，这个有点不大方便。负一层的早餐吃过一餐，感觉一般吧。', '短评打分': 5}
{'短评内容': '酒店不错  环境很好   很安静  ', '短评打分': 3}
{'短评内容': '去住了4次了，真的不错，性价比很高，卫生不错、环境也很安静', '短评打分': 5}
{'短评内容': '比较实惠的酒店，不处于路边，相比下要安静很多。', '短评打分': 5}
{'短评内容': '第二次住了，很干净，有窗户很敞亮，只是电视不清楚，餐厅的饭不敢恭维啊~', '短评打分': 5}
{'短评内容': '别的都挺好.就是还没有退房,房卡确打不开门了.这一点让人不满意.', '短评打分': 5}
{'短评内容': '服务很周到，房间卫生也还不错，就是空调制暖不太好，好冷呀。', '短评打分': 5}
{'短评内容': '地理位置方便、交通旅游方便、环境卫生也不错，值得向各位推荐', '短评打分': 5}
{'短评内容': '真是个好地方，湛山寺旁边，老年大学里面，环境太优美了，而且酒店布置也一流，很人性化，值得推荐', '短评打分': 5}
{'短评内容': '这次去非常顺心，酒店在老年大学里，非常安静。更重要的是房间干净，温馨，隔音效果很好。', '短评打分': 5}
{'短评内容': '住 了几回，感觉还好，位置不错，也方便出行，有院，停车方便，出门坐车也方便。就是空调不太暖和，冬天有点冷。', '短评打分': 5}
{'短评内容': '环境不错，地理位置也好，房间算干净，能停车，价格也还好，很安静，就是空调不太好，冬天不暖和。', '短评打分': 5}
{'短评内容': '不错的酒店，值得推荐，值得入住！！！！！！！！', '短评打分': 5}
{'短评内容': '房间看上去较旧了，但还算比较干净。毛巾之类的个人感觉也有些旧，电视能看的台也比较少。但是看在价钱的份上，其实这些也不算问题。最大的问题就是打车不是很方便，基本要走到延安三路才能打到车。总体而言，这家酒店的性价比还是比较不错的。', '短评打分': 5}
{'短评内容': '热水不热。比较干净。态度很好。我很喜欢他家屋里面的躺椅，但是天很冷，躺在上面有点儿受不了。', '短评打分': 5}
{'短评内容': '不错，挺干净的，周围环境也好，很安静。98的大床给免费升级了，哈皮。\n就是空调怎么调都不暖和，再就是收到的电视台挺少的。', '短评打分': 5}
{'短评内容': '隔音较差,早餐不好', '短评打分': 3}
{'短评内容': '宾馆很安静 也挺干净卫生 房间面积蛮大的 就是有点冷', '短评打分': 5}
{'短评内容': '已经住过几次了，感觉不错！', '短评打分': 3}
{'短评内容': '入住成功.', '短评打分': 3}
{'短评内容': ' 性价比超高,不比汉庭差。', '短评打分': 3}
{'短评内容': '安静、舒适、性价比高\n地理位置很好，附近有个湛山寺听说很有名。\n离五四广场也很近', '短评打分': 5}
{'短评内容': '条件不错，环境卫生都不错，服务也还好。性价比高', '短评打分': 5}
{'短评内容': '真的  很不错    服务好  环境好    房间里的设备也新', '短评打分': 5}
{'短评内容': '真的很不错  价格公道  服务好  就是空调开起来制热不够但是值得 推荐', '短评打分': 5}
{'短评内容': '感觉还是不错的，周围的餐饮配套都很好，就是酒店里面没有暖气，需要开空调。', '短评打分': 5}
{'短评内容': '房间干净整洁，服务态度也较好，总体来说感觉不错', '短评打分': 5}
{'短评内容': '酒店设施还行，隔音也挺好，就是我住的时候就弹锅炉坏了，没有热水洗澡', '短评打分': 5}
{'短评内容': '很满意', '短评打分': 3}
{'短评内容': '性价比高，环境安静，房间宽敞，位置好，服务也不错，说空调不够暖和服务员主动给加了被子，大厅可以上网。', '短评打分': 3}
{'短评内容': '总体感觉，但是今天竟停水了。哎。条件还可以吧', '短评打分': 5}
{'短评内容': '安静卫生，隔音效果较好，周边环境干净舒适，靠近海边，交通便利。', '短评打分': 5}
{'短评内容': ' 酒店服务很好,很人性化.酒店卫生也很好.', '短评打分': 3}
{'短评内容': '酒店不错态度很好', '短评打分': 3}
{'短评内容': '好。性价比很高。干净舒适还便宜。就是有一点点的冷。', '短评打分': 5}
{'短评内容': '已经来第二次了。 晚上还带着朋友过来了。 性价比非常高。', '短评打分': 5}
{'短评内容': '总体还是感觉不错的，就是位置难找一点再老年大学的里面', '短评打分': 5}
{'短评内容': '相比较而言，信价比实在很高，房间干净，就算是特价，还是有窗户的。服务态度也很好。', '短评打分': 5}
{'短评内容': '住宿条件挺好，停车也方便。', '短评打分': 3}
{'短评内容': '多次入住了。在冬天酒店的房价很便宜，\n就是屋里没有暖气会很冷\n一直开着空调也无法缓解\n地理位置很好\n昏睡到天亮\n', '短评打分': 5}
{'短评内容': '环境很好，房间很大，就是空调有点带不起来，有点冷~', '短评打分': 5}
{'短评内容': '还不错，环境很安静，就是房间有点旧！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '不错，很干净，服务也很好~！下次还会去那里的！~', '短评打分': 5}
{'短评内容': '房间很好，就是有点冷，空调不太热，其他还好。', '短评打分': 5}
{'短评内容': ' 酒店服务好，热水器很好用。住得比较满意。', '短评打分': 3}
{'短评内容': '环境舒适，房间整洁，典型的商务酒店，很满意！', '短评打分': 3}
{'短评内容': '房间环境很好   比我在桂林住的180的都要好  干净 24小时热水   下回还选择去   ', '短评打分': 5}
{'短评内容': '环境服务都不错.............', '短评打分': 5}
{'短评内容': '停车方便，环境安静，住的98的，一楼背面，很冷', '短评打分': 5}
{'短评内容': '位置可以，服务挺好，也算干净，安静。不过冬天还是别住了，没有暖气，空调几乎没有什么作用。一张床酒店配两床被子，听说没有暖气，让酒店又加了一床。3床被子，早上起来还是感觉有点轻微感冒。', '短评打分': 5}
{'短评内容': '好好好~~还是好~~~价格环境服务地段都很不错！', '短评打分': 5}
{'短评内容': '性价比超高~~~安静！干净！离台东和五四广场也都不远，超级推荐！', '短评打分': 5}
{'短评内容': '不错 很安静 就是有点冷 服务人员很热情 餐厅没什么吃的东西', '短评打分': 5}
{'短评内容': '前台服务员的态度？？？房间有虫子，不过就休息而言 除了安静没有什么好', '短评打分': 5}
{'短评内容': '环境不错，交通方便\n在老年大学里面，找的话要仔细找', '短评打分': 5}
{'短评内容': '海天e家真的很不错，离台东和五四广场都很近~环境好，热水很给力~~服务和饭菜也都很不错~~很正规的商务酒店', '短评打分': 5}
{'短评内容': '房间里有点冷········而且空调置暖太不强劲了', '短评打分': 5}
{'短评内容': '那个空调是不大给力  但是空间很大  热水也很给力  胜在地处老年大学里 很安静  旁边就是湛山寺  空气很不错', '短评打分': 5}
{'短评内容': '位置好、价格也很不错，并且卫生和服务态度都很好，值得旅游、商务住宿', '短评打分': 5}
{'短评内容': '还不错！环境挺好的！会推荐给朋友的~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '酒店很不错，是我喜欢的类型。就是空调有点不太给力~', '短评打分': 5}
{'短评内容': '阴面房间最边上的房间真冷，空调吹也没有用，卫生挺好，总体还不错。', '短评打分': 5}
{'短评内容': '还可以，挺不错了，我喜欢这样的房间.就是空调有一点点不给力。暖得不太够力。感觉比别的商务宾馆好不少~', '短评打分': 5}
{'短评内容': '很不错的的酒店，位置、性价比都是很不错。很值得推荐哟', '短评打分': 5}
{'短评内容': '地方不太好找，但是位置很方便。服务员态度很热情，服务也很周到。晚上睡觉很安静。', '短评打分': 5}
{'短评内容': '环境非常好而且特别卫生性价比特别高', '短评打分': 3}
{'短评内容': '不错，一直住着环境安静，附近交通也很方便，靠台东步行街\n', '短评打分': 5}
{'短评内容': '总得来说属于值得选择的旅店 不足之处也有 但相对于这个价格 能找到这么安静 干净的地方 已经属于物美价廉的选择了', '短评打分': 5}
{'短评内容': '位置还行 就是冬天有暖气不开 空调相当不给力 房间有点霉味 感觉没有上次入住干净 但是服务还好 夏天入住还是不错 就是冬天冷', '短评打分': 5}
{'短评内容': '夏天入住过感觉还不错 但是冬天的时候空调相当不给力 晚上冷这次住的是五楼 厕所顶很多墙皮都发霉了 有较大德气味', '短评打分': 1}
{'短评内容': '房间环境还不错，，设计比较新颖，，总体来讲还是性价比比较高 \n', '短评打分': 5}
{'短评内容': '环境不错，价格合适。', '短评打分': 3}
{'短评内容': '138元的大床房真是的很超值，强烈推荐。房间很大，也很干净，服务员态度也较好。唯一不足是空调制热不强，有点冷。', '短评打分': 5}
{'短评内容': '总体确实很好，单价划得来。没有什么太挑剔 真的建议第一选择', '短评打分': 5}
{'短评内容': '背面有点冷，没有上次住的好。还是推荐商务大床', '短评打分': 5}
{'短评内容': '前台服务很热情，院内有停车场，房间内设施一般，推荐！', '短评打分': 5}
{'短评内容': '酒店在养老院内，晚上睡觉很安静，交通也方便！', '短评打分': 5}
{'短评内容': '不错，经济实惠，干净，位置也方便，能停车，周围吃饭也方便。', '短评打分': 5}
{'短评内容': '价钱相对便宜，酒店设施一般，电视频道较少，但最主要的问题是冬天天气较凉，屋里的空调制热能力不强，太冷了，其他都还可以接受。', '短评打分': 1}
{'短评内容': '环境优雅 很安静 我和老公都还还能喜欢这的环境啊 嘻嘻', '短评打分': 5}
{'短评内容': '还可以，就是厕所下水口不好，一洗澡就满屋水！', '短评打分': 3}
{'短评内容': '给免费升级的商务大床房，性价比很高，很干净，也很安静，停车便利', '短评打分': 5}
{'短评内容': '宾馆安静，位置不错，卫生一般', '短评打分': 3}
{'短评内容': '真的很不错。之前有人说这潮，暖气不足什么的。我住的505。暖气非常足。房间也很大。比我之前住的7天，如家，汉庭什么的都好。真觉得很不错。很温馨~~', '短评打分': 5}
{'短评内容': '不错呢~挺宽敞~也挺干净，位置也不错，以后还要定~', '短评打分': 5}
{'短评内容': '卫生间有异味,空调也不好用', '短评打分': 3}
{'短评内容': '服务态度好，酒店卫生也做得好，到火车站，香港中路那边都比较近，很方便。', '短评打分': 5}
{'短评内容': '这家酒店真的不错，地理位置，设施、服务都很满意，下次还会光临！', '短评打分': 5}
{'短评内容': '区域位置比较好，房间也不错。只是第一次入住的朋友要找的话可能麻烦点！', '短评打分': 5}
{'短评内容': '最满意的酒店，价格合理，干净卫生，服务态度好~极力推荐', '短评打分': 5}
{'短评内容': '还不错,很干净,服务也挺好,价格很平民,地段也很好,下次还想住这里', '短评打分': 5}
{'短评内容': '空调实在是不好，住一晚上把我冻感冒了.房间其它设施还好。', '短评打分': 5}
{'短评内容': '交通挺方便的，离市政府，五四广场做公交车十几分钟，酒店服务也还可以。', '短评打分': 5}
{'短评内容': '有点陈旧了 空调超烂 冻死了 调也没用 估计是功率太小', '短评打分': 1}
{'短评内容': '房间有点小，不如第一次入住的房间好，但是总体还算可以吧。', '短评打分': 5}
{'短评内容': '位置不错，价格也比较优惠，只是房间里的热水在冬天好像不是很热，有点点凉。另外房间里的空调热风也不是太足，晚上会感觉冷！', '短评打分': 5}
{'短评内容': '酒店不错 很干净 很安静 就是没有暖气 只能用空调取暖 房间靠边还是会冷 不过总体还是很不错', '短评打分': 5}
{'短评内容': '酒店整体感觉不错，住的大床房，房间宽敞，床也打。就是房间有点味道。也说不上是什么味道，可能是酒店本身的香水有问题。\n服务员态度也很好。\n这个价位，还是很划算的。', '短评打分': 5}
{'短评内容': '房间还不错，比较满意', '短评打分': 3}
{'短评内容': '房间干净，价格优惠，房间也比较大，窗户大采光好，不错的酒店', '短评打分': 3}
{'短评内容': '之前是提前订的特价房没了，前台MM解释了一下 然后给免费升级到高级大床房。而且 第二天早上 退房时候 服务很热情。 前台MM 好漂亮啊，入了眼真是入了法眼拔不出来。', '短评打分': 5}
{'短评内容': '又一次入住，环境是一样的好，服务人员态度一样的热情！向广大网友强烈推荐！', '短评打分': 5}
{'短评内容': '地方很安静，居住环境非常好，住过很多地方，还是觉着这里舒服', '短评打分': 5}
{'短评内容': '整体来说酒店不错，价格也实惠，服务态度也好', '短评打分': 5}
{'短评内容': '服务不错，去的时候没有特价房，免费换了大房。', '短评打分': 5}
{'短评内容': '挺实惠的，还有好大一个停车场呵呵,房间面积不是很大，但是还不错了', '短评打分': 5}
{'短评内容': '酒店不错，尤其服务人员态度特别好，很不错！', '短评打分': 5}
{'短评内容': '环境不错，服务态度也非常好，是一家性价比非常高的酒店', '短评打分': 5}
{'短评内容': '地理位置不错，环境较好。服务态度不错，免费升级大床房', '短评打分': 3}
{'短评内容': '除了外置比较难找、卫生间洗澡的地方帘子发霉、牙膏太小、电视机台不多且信号不好外，其他还行！\n对了，茶叶要不别放，要放放点好的，呵呵', '短评打分': 5}
{'短评内容': '酒店服务非常好，前台很热情。由于要去市南区实验小学考试，所以就选了海天e家，结果非常满意。酒店很好找，从轮渡做312到中山公园再坐370到仰口路下车进了老年大学就看到了，很安静，步行去市南区实验小学也就5分钟，非常近。我们订的是商务大床房，结果到店后前台免费给升级为高级大床房，并且耐心细致的告诉我们关于早餐和空调的有关事宜，最后还给了我们考试成功的祝福，非常感谢！以后一定常来，一定大力向朋友推荐。', '短评打分': 5}
{'短评内容': '很好，给免费升级到高级大床房，以后来青岛还住这里', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '房间很好  就是刚进门时有股味', '短评打分': 3}
{'短评内容': '一直觉得不错 尤其喜欢地理位置\n只是第二天打扫卫生竟然没有给叠床。。。', '短评打分': 5}
{'短评内容': '很不错,房间很干净,周围的环境也很安静.前台服务态度也很好', '短评打分': 5}
{'短评内容': '很安静~ 不是很市中心 周围不是很繁华 但是去景点都很方便 可以一清晨就去湛山寺逛逛 吃早餐的话走不到10分钟的路有一家劈柴院馄饨 很好吃', '短评打分': 5}
{'短评内容': '很便宜，位置虽然有点难找，但是属于安静又不失繁华\n 现在入住性价比真的非常好\n酒店也比较干净，面积相对于商务酒店来说，略大一些\n很不错', '短评打分': 5}
{'短评内容': '服务态度好，环境好，网络更好！性价比非常高！以后到青岛都会选择住在这里！', '短评打分': 5}
