{'短评内容': '价格便宜，交通方便', '短评打分': 5}
{'短评内容': '为了看世博方便，所以顶了这家酒店，最值得称赞的就是他的位置真的相当好，离地铁站最多50米就是东安路地铁站，去世博园浦东区后滩站只有2站路，离世博园浦东区长清路站就3站路，非常方便，换乘也很方便，看世博非常好，非常方便，说是大床房房间全部临街、设施非常一般，大床房太小，床太小，空调不错，非常凉快，地毯很脏，不舒服，其他没感觉，价格有点偏高，毕竟没星 ，光占个地理位置优势。不过如果是带小孩的参观世博的', '短评打分': 5}
{'短评内容': '距地铁近，比较安静，吃饭不太方便', '短评打分': 5}
{'短评内容': '卫生间有异味，性价比一般', '短评打分': 1}
{'短评内容': 'gu', '短评打分': 5}
{'短评内容': '反正是世博期间来么，不可能要求太便宜的房子，设施算是我住过的比较不错的了。离着世博的5，6，7，1，2口都有直达地铁。而且离着地铁口超级近，很满意。说不太好的地方就是前台对其他顾客态度不算好，可能上海人就是这样的吧', '短评打分': 5}
{'短评内容': '七月五号入住该酒店，感觉性价比较高，交通方便，特别是上世博园乘七号线只有两站路，工作人员服务态度较好，卫生状况也较好。', '短评打分': 5}
{'短评内容': '地理位置很好 离地铁很近', '短评打分': 5}
{'短评内容': '還不錯 交通方便', '短评打分': 5}
{'短评内容': '门口阿姨非常热情，房间有点潮，楼下就有一个24小时的小超市。出门就可以坐地铁4号线，位置非常好。', '短评打分': 5}
{'短评内容': '交通方便，房间较小，有蚊子。', '短评打分': 3}
{'短评内容': '离办事地点一站地铁,离世博园2~3站地铁,地理位置得天独厚!\r\n就是有蚊子,而且房间内有异味,希望能够改善!', '短评打分': 5}
{'短评内容': '离地铁7号线和4号线特别近，交通非常便利，到徐家汇购物也很方便。对面就是科研单位，附近是肿瘤医院和超市。 如果自由行去世博园（浦东，浦西）都特别方便，值得推荐。', '短评打分': 5}
{'短评内容': '在地铁7号线东安站1号出口处，交通特方便，是看世博的首选。房间设施一般，房间较小，但还算干净。前台服务热心，就是不能寄存行李很不方便。', '短评打分': 3}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '酒店在7号地铁的1号出口，出行相当方便，特别是看世博会，超方便，可省大把的时间。大堂的大婶态度和蔼可亲，免费给我们升级到大床房。房间设施一般，但床上用品很干净。性价比还是很高的。就是没有行李寄存很不方便。', '短评打分': 5}
{'短评内容': '离地铁站很近,交通方便,就是隔音差了点,靠路边上房间有点吵,不过总体很不错', '短评打分': 5}
{'短评内容': '很方便！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '酒店位置超好，距离地铁4号线及7号线环城站东安路站步行也就2、3分钟，从东安路站至世博园后滩出入口站地铁只需要2站，酒店前台接待人员也很热情的给我们指路，只是自助早餐比较不理想，没什么人在那吃，味道也一般。', '短评打分': 5}
{'短评内容': '近地铁4号线东安路站，晚上看世博，打车回来也不过15元左右', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 5}
{'短评内容': '交通方便，价格合理。', '短评打分': 3}
{'短评内容': '房间太小了', '短评打分': 5}
{'短评内容': '经常住。不错。', '短评打分': 5}
{'短评内容': '紧邻地铁站，交通便利，房间很舒适。', '短评打分': 5}
{'短评内容': '服务还好。朝马路一边的房间夜里不安静，房间隔音效果不好。', '短评打分': 5}
{'短评内容': '客房服务还可以，但是前台服务不能恭维。3月23日24日连续两天上海下大雨，我问前台可不可以让门口保安帮忙叫辆出租车，对方的答复是，保安很忙，让我自己出去找出租。等我出去，路过保安室，看到里面俩保安在聊天，聊的热火朝天的，的确很忙！\r\n\r\n', '短评打分': 3}
{'短评内容': '条件还行，就是离马路边近，不够安静。早餐太一般了', '短评打分': 5}
{'短评内容': '除了离医院很近，滑有其他特色。', '短评打分': 1}
{'短评内容': '出了四号线地铁口右转100米就到，交通是方便，但注意不要路边的房子，肯定会吵一些。中规中矩了。', '短评打分': 5}
{'短评内容': '客房服务还可以，但是前台服务不能恭维。3月23日24日连续两天上海下大雨，我问前台可不可以让门口保安帮忙叫辆出租车，对方的答复是，保安很忙，让我自己出去找出租。等我出去，路过保安室，看到里面俩保安在聊天，聊的热火朝天的，的确很忙！', '短评打分': 1}
{'短评内容': '总体一般，卫生间连浴帽都没有。就是离肿瘤医院近，要不肯定不选择。', '短评打分': 1}
{'短评内容': '小型酒店,蛮干净的,就是有点象老国营单位,前台人太多,工作人员相互之间谈话随意,大声.', '短评打分': 1}
{'短评内容': '设施有点陈旧了', '短评打分': 1}
{'短评内容': '房间的安静比较差，解决问题的反应也不行。', '短评打分': 1}
{'短评内容': '朋友很满意!', '短评打分': 3}
{'短评内容': '房间一般，但是经常感到房子莫名震动，可能跟地下有地铁经过有关。', '短评打分': 1}
{'短评内容': '前面有朋友认为服务不好，我认为不错呀，前台阿姨和客房服务员都挺和气，房间里也有吹风机呀，马路也不吵呀，因为不是闹市区', '短评打分': 5}
{'短评内容': '性价比不错，酒店服务也很，这是第二次入住了', '短评打分': 5}
{'短评内容': '到上海肿瘤医院挺方便的，也比较干净，房型的选择比较多', '短评打分': 5}
{'短评内容': '在上海是物美价廉的好宾馆', '短评打分': 5}
{'短评内容': '交通方便，环境还好', '短评打分': 3}
{'短评内容': '简朴、实惠', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '宾馆交通非常方便，酒店装修还可以，早餐性价比很一般', '短评打分': 5}
{'短评内容': '此住处还好，住两晚还满意，以后去上海可以再住此宾馆', '短评打分': 5}
{'短评内容': '性价比不错，交通非常方便。离地铁站3分钟的距离。推荐！', '短评打分': 5}
{'短评内容': '性价比一般', '短评打分': 1}
{'短评内容': '位置还可以，这边出行还是很方便的，房间的卫生和设施还不错，服务也行，整体感觉这家酒店的性价比还是比较高的', '短评打分': 3}
{'短评内容': '离地铁站很近，性价比蛮高。', '短评打分': 5}
{'短评内容': '四号线近在咫尺，出行十分方便（地铁四号线东安路站下车，1号出口出来后右手边100米处就到了）。宾馆旁边有个小超市和一面包店（我晚上去买了个面包好像打8折）。不过淋浴房稍小，洗澡有点转不过身。', '短评打分': 5}
{'短评内容': '整体感觉很好，卫生服务都很好，交通方便。', '短评打分': 3}
{'短评内容': '酒店的设施条件很一般，但是房间还算是干净，服务态度挺好的，位置比较不错，如果还到这个附近，还是可以考虑的。', '短评打分': 3}
{'短评内容': '卫生还可以,设施完善,地理位置交通方便,服务人员态度有些冷淡,有待于改进,其他都还可以', '短评打分': 3}
{'短评内容': '地铁交通便利,就在门口,房间还算干净,就是周边可能是施工的原因,环境不好,找吃的地方走好远.', '短评打分': 3}
{'短评内容': '卫生还是挺好的.服务态度比较一般.位置还是比较好找的出行挺方便.性价比挺不错的.总体感觉还是比较好的.', '短评打分': 3}
{'短评内容': '离地铁相当近，服务态度也不错。推荐！', '短评打分': 5}
{'短评内容': '酒店房间虽然小一点，但卫生、设施还不错，就是房间的灯不太亮。', '短评打分': 5}
{'短评内容': '离医院很近啊 ，交通挺方便 啊！！', '短评打分': 5}
{'短评内容': '位置还不错，紧邻地铁，房间布局较为合理。房间内家具不是很新，总体来说性价比还可以。', '短评打分': 5}
{'短评内容': '价格比较低所以整体酒店不是很好,设施老旧,酒店的位置非常好周边公交地铁都有而且离复旦大学附属肿瘤医院很近.', '短评打分': 3}
{'短评内容': '挺好的，住的还挺舒适的，价格合理，出行交通方便，还不错', '短评打分': 3}
{'短评内容': '卫生好,比较干净,位置不太理想,周边环境不大好,嘈杂', '短评打分': 5}
{'短评内容': '选这个酒店就是因为他的位置很不错，而且价格也比较实惠，内部环境和硬件条件都是比较不错的，感觉还是值得推荐的。', '短评打分': 3}
{'短评内容': '房间还不错，非常的干净，整齐，服务环境也很好，交通便利', '短评打分': 3}
{'短评内容': '靠近地铁，方便出行。', '短评打分': 3}
{'短评内容': '离地铁近，出行方便，但阴面房间较潮湿。', '短评打分': 5}
{'短评内容': '位置不错，离东安路地铁出口非常近，闹中取静，设施完备。', '短评打分': 5}
{'短评内容': '前台服务人员态度超差，\r\n1)跟他说厕所灯一闪一闪的，请他看看，他说负责人都下班，厕所都可以用，反正只是灯，影响不大\r\n2)要求更换房间，看也不看就说没有房。上海世博还有二百多天就到，怎么前台的态度还可以这么差！！\r\n3)退房的时候，要求刷咭，那个男的搞了半个小时也搞不好，刷了不只十次，硬说我的咭不行，叫他打去银行查询，又不是打到客服，都不知打到那里，跟对方说上海话，都不知在说什么? 最后大姐过来', '短评打分': 1}
{'短评内容': '酒店位置好，地铁1号出口很近，离肿瘤医院也近，环境比较清静。附近没有快餐店，吃饭不怎么方便。房间小了点，性价比一般。', '短评打分': 5}
{'短评内容': '服务员态度不热情，但房间还比较舒适，卫生间/空调/电视等设施完好，位置很好，紧靠地铁4号线东安路站，上海肿瘤医院旁边', '短评打分': 5}
{'短评内容': '房间比较干净，但是感觉单人间比较小，而且很多设备不够齐全，房间没有吹风机，而且酒店也不提供，很不方便，其他方面还不错，如果很多服务可以改进的话可以推荐一下', '短评打分': 3}
{'短评内容': '酒店餐厅是外包的不能和房费一块结账,酒店位置比较好靠近复旦这边,卫生服务还不错,价格合理性价比不错.', '短评打分': 5}
{'短评内容': '酒店比较安静，环境也非常的不错，地理位置也挺好的，交通也很便捷', '短评打分': 5}
{'短评内容': '酒店离我要去的地方比较近，几分钟就到了，还不错，而且我觉得在这个价位上来说，他的硬件和服务都不错。', '短评打分': 5}
{'短评内容': '酒店周边环境很好很安静,挺舒适的.位置有点偏离地铁有点远,卫生还可以服务也不错,价格比较便宜.', '短评打分': 5}
{'短评内容': '酒店的服务很好，地理位置也不错，交通很方便', '短评打分': 5}
{'短评内容': '酒店最大的优点就是离地铁口真的很近，因为是五&#183;一期间和家人一起去游玩，所以觉得住在这家店去主要的景点玩都算是方便的。但是除了地理位置比较好之外，酒店的其它条件都很一般，我订了三个房间，有两个房间都洗不成澡，剩下的那一间虽然洗澡没有问题，但是电视机却是坏的，打电话给服务台要求帮忙修理一下，服务员的态度也不好，还有就是第一天用了的一次性拖鞋第二天也不更换。', '短评打分': 1}
{'短评内容': '位置不错，紧靠地铁4号线，出门打车也很方便，前台服务不错。但是房间卫生状态一般，床单卫生状况不好，有污渍。', '短评打分': 1}
{'短评内容': '晚上到凌晨才去住，感觉还行，住这就是位置方便点，价格相对也优惠', '短评打分': 3}
{'短评内容': '卫生方面个人感觉非常好，服务一般，主要是本人貌似不需要更多服务，唯一缺点可能就是宽带慢了点', '短评打分': 5}
{'短评内容': '还不错,很干净,舒适;交通也很方便,就是价格还能再优惠一些就更好了;', '短评打分': 5}
{'短评内容': '酒店非常的不满意，唯一的有点离地铁比较紧，但是出来是单行线打车也要绕圈的。而且每天早上还会有服务员打电话提醒你是否要打扫房间，郁闷死，窗户靠近路边吵的要命。。总之能不住这里就不住这里！！！', '短评打分': 1}
{'短评内容': '感觉酒店还不错的,设施也挺齐全的,价格也蛮便宜的.', '短评打分': 5}
{'短评内容': '酒店的服务很好，餐饮也不错，就是位置离我办事地方远点，但是附近交通很方便，而且还有地铁', '短评打分': 5}
{'短评内容': '相对应价格来讲的话,酒店还是不错的,设施方面也比较齐全,房间看起来也挺干净的.', '短评打分': 5}
{'短评内容': '交通方便，就在地铁口，服务热情，环境也不错', '短评打分': 5}
{'短评内容': '酒店挺好的，环境、服务都很不错，出行也很方便', '短评打分': 5}
{'短评内容': '酒店位置好，性价比较高。', '短评打分': 5}
{'短评内容': '入住当晚走廊灯全部坏掉，开门进房间时十分不便。曾要求服务生更换房间但被拒绝，要求在走廊添加临时照明设施也未能答应，而且服务生态度非常不好，希望以后能够改善。', '短评打分': 1}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '房价疑惑，我23：30到达宾馆后要求0点入住，问是否半天房价?对方回答说不可以，只要是中午12点后到宾馆都算1天的，难道都这样吗？198元就这样没了', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;除了便宜之外，没有什么优点！&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;卫生间里面居然没有热水，而且很大一股灰尘霉菌的气味，让我不敢多呆。&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;地段不好，不方便。&amp;lt;/P&amp;gt;', '短评打分': 1}
{'短评内容': '停车在隔壁立体车库,收费', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;晚上吵了点!我住二楼&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;&amp;lt;/P&amp;gt;', '短评打分': 5}
