{'descr': '没？有成功', 'star': 2}
{'descr': '我觉得是家性价比比较高的店！！！舒适服务好，就是窗太小了点，哈哈。', 'star': 5}
{'descr': '+已入住，房间没想像中好，而且给我们留的房间是小窗户的，跟别的同等次房间不一样，已经要求明天调换，位置不错，挺方便！', 'star': 5}
{'descr': '很干净，附近吃饭买东西也算方便，交通便利。但是离厦大还是有一定距离的（15分钟步行到厦大西门）', 'star': 5}
{'descr': '早餐很丰富 很卫生 房间舒适 地段不错 出行方便', 'star': 5}
{'descr': '满意', 'star': 5}
{'descr': '干净，不错', 'star': 5}
{'descr': '同学聚会住在这里的，感觉性价比特高，旁边就是KVT，又靠近狮子楼。吃饭啊玩啊什么都方便', 'star': 5}
{'descr': '不错的酒店，楼下小吃多，能看到海景', 'star': 3}
{'descr': '不错，我是和朋友一起去住的双标，但是一个大床一个小床不是很舒服，最好两个床一样大', 'star': 3}
{'descr': '楼下有很多小吃，交通也比较方便，晚上还有夜市，不过不会去买地摊货吧，就是满热闹的', 'star': 5}
{'descr': '是帮父亲和即将上大学的弟弟订的，他们俩觉得酒店各方面条件还是不错的。', 'star': 3}
{'descr': '是帮爸爸和即将上大学的弟弟定的，他们觉得酒店更方面条件都还不错。', 'star': 5}
{'descr': '离厦门大学还算近，不过房间有点点霉味，卫生间有点小。', 'star': 3}
{'descr': '锦江之星整体感觉还不错！标间的床很软很舒服。不过，让我郁闷的就是，我的要求里清楚地写着不要靠楼道口的房间，且窗户外视野要开阔，到达房间后才发现房间是离楼道口最近的一个，窗户只能一点点缝，外面看到的只有一个墙壁，更别说视野了，形同虚设，也就只有透气了！入住时前台人员也没有说明情况。不知道是不是把我的意思理解错误还是其它原因！！即便房间没有了也该说明下。退房时清洁人员态度热情，服务周到。入住时，人多前', 'star': 1}
{'descr': '位置很好，离湖南路商业街很近，步行不到10分钟，交通方便。我订的是大床房B, 房间比较大，感觉不错。', 'star': 3}
{'descr': '位置很好，离湖南路商业街很近，步行不到10分钟，交通方便。我订的是大床房B, 房间比较大，感觉不错。', 'star': 5}
{'descr': '前台是个美女，挺不错！房间安静。非常舒服', 'star': 5}
{'descr': ' 有点贵\u3000但干净\u3000方便\u3000态度也很好', 'star': 5}
{'descr': '对房间和工作人员的服务很满意，如果再有机会来厦门游玩的话，还会选它', 'star': 3}
{'descr': '交通方便，厦门的主要景点都在附近。经济实惠，干净卫生，一大一小两张床非常适合一家三口。', 'star': 5}
{'descr': '这里还是很不错的，比鼓楼那家强多了。这里还是很不错的，比鼓楼那家强多了。', 'star': 5}
{'descr': '对于去厦门游玩来说位置确实非常好，到哪都挺方便的。干净、舒适，总体不错。', 'star': 5}
{'descr': '+在写字楼中，还算方便', 'star': 5}
{'descr': '这里面在装修，住起来不是很爽……进出不方便，前台服务一般', 'star': 3}
{'descr': '除了位置好基本上没有什么亮点，很平常的经济型连锁店', 'star': 1}
{'descr': '服务质量非常好 不论大堂员工还是保洁 看到都会给你满意的微笑及问候 有宾至如归的感觉 很满意', 'star': 5}
{'descr': '非常不错的一家酒店，很干净，到厦大，胡里山炮台，南普陀都非常近，服务态度也不错，性价比非常高哦', 'star': 5}
{'descr': '我们已入住锦江之星。', 'star': 5}
{'descr': '大好评！非常喜欢这里！很干净，出门方便！', 'star': 5}
{'descr': '房间很干净，出门公交非常多，很方便。离厦大，沙滩都不远', 'star': 5}
{'descr': '房子很大，干净，就是没早餐，上网限速，下载太慢。其他还好。', 'star': 5}
{'descr': '位置还可以，离海边近，附近没有多远还有个步行街，离厦大、理工和南普陀寺都很近，服务员态度很好，一楼餐厅菜品不多，但是有几样菜还可以', 'star': 5}
{'descr': '酒店的地理位置很好，设计的也还可以，就是设施还没完全到位，旁边在装修。。。真的很吵。', 'star': 3}
{'descr': '位置比较方便，打车的话到哪都方便。就是旁边在施工。。。真的吵，施工结束就很好了。', 'star': 5}
{'descr': '还不错的，真的还可以的，不错下次还住，就是有点吵', 'star': 3}
{'descr': '地点不错，与湖南路很近。周边吃饭很方便，对面不远就是肯德基。还有邮局，因为我有东西要寄，呵呵。\r\n房间内还不错，但大堂刚装修，还显得不是太专业。服务员服务也还可以。房间送两瓶水，出去逛刚好用得到。', 'star': 5}
{'descr': '交通非常便利，出行方便，离南普陀和厦大非常近，步行十分钟即可到达～', 'star': 5}
{'descr': '前台服务态度不错。很热情。房间卫生还可以。只是查房时，我的东西在抽屉没有查出来。', 'star': 5}
{'descr': '  地理位置好，交通方便，卫生，服务态度好。', 'star': 5}
{'descr': '酒店感觉一般 ，位置不是很好，周围吃饭的地方有些远，价钱也不便宜，', 'star': 1}
{'descr': '蛮好 入住环境不错 设施有点简单不过商务酒店都这样 总体不错', 'star': 3}
{'descr': '还不错，就是离开厦门大学正门还是有点距离的！距离厦门理工大学还满近的，理工大学附近有条不错的街，里面的店铺卖的东西，质素都不错~~', 'star': 5}
{'descr': '还不错啦,位置挺市中心的,打车到火车站也才十来块钱.房间有点小,但各种设施齐全,也干净,不错.\r\n美中不足,酒店外面不太干净,似乎还是个工地,感觉不好；从大堂到电梯不是平地,如果拉着大件的行李,很费劲.', 'star': 5}
{'descr': '走路去南普陀和厦大10分钟够了，去轮渡和中山路有很多公交车，四站路。所以去厦门旅游住那里还不错。就是在老城区，外面环境非常市井，但是也算真正来了厦门。酒店很干净，看见服务员打扫离店的客房是用消毒水清洁地面的（因为不是地毯）。还有自助早餐每天有不一样的，15元每位。可打入房费。作为经济型酒店真的不错。', 'star': 5}
{'descr': '地理位置不错，去周围的景区和步行街都很方便，基本上也就是2个站左右...\r\n前台服务员很好，对厦门的状况很清楚，交通、饮食都可以给较好的意见.', 'star': 5}
{'descr': '头次来南京入住的就是山西路这家格林豪泰，离湖南路商圈走路也就十分钟左右，门口就有公交车站出行十分方便，屋内环境卫生也可以，床单被罩全是新的。', 'star': 5}
{'descr': '很干净，不错', 'star': 5}
{'descr': '房间很干净也挺大的，交通也很方便，除了机场，到什么地方都是一辆公交就可以，省钱。', 'star': 5}
{'descr': '很不错的酒店~~~地理位置还可以，卫生设施这些都很不错~~~~~', 'star': 5}
{'descr': '感觉蛮好的，就是房间小了点', 'star': 5}
{'descr': '1.因在厦门大学旁，酒店门口公交线路很多，出行非常方便\r\n2.服务态度很好，卫生也很干净，床非常软，睡觉很舒服\r\n3.经济型酒店，房价不算太贵，可能接受 ', 'star': 5}
{'descr': '环境不错，服务员态度很好，有礼貌，离厦门大学也很近，推荐。。。', 'star': 5}
{'descr': '对面真真卤菜的五香凤爪很好吃，房间设施也不错，就是网线短了点。', 'star': 5}
{'descr': '豪华标房和大床B面积都很大，房间内部比较舒适，但是消防楼梯太恐怖了，就像建筑工地现场。还有就是无法停车，酒店门口正在施工建房，灰尘太大了，风吹过白茫茫的。不过地理位置很好，出门200米就有好几家百货公司，离玄武湖走路也就15分钟左右。', 'star': 5}
{'descr': '新装修，弄的不好', 'star': 1}
{'descr': '作为连锁商务酒店 不错了', 'star': 5}
{'descr': '性价比很高', 'star': 5}
{'descr': '还好', 'star': 3}
{'descr': '总体还是不错的，就是隔音差点', 'star': 5}
{'descr': '酒店新装修，大厅以及电梯过道还是比较脏以及乱的；房间太小，订的商务大床房，居然那么狭窄，连个衣柜都没有，没有衣柜就罢了，直接挂墙上挂钩盯的低一些松散一些，墙上贴好墙纸也勉强可以接受，这个酒店太不为顾客考虑了；还有卫生间，推开门左边就是马桶。。。还有电视，居然就十几个台，没见过这么小气的酒店。。。\r\n总之，如果这个酒店就这么不重视服务质量的话，实在是想象不出他到底是怎么支撑下去的，反正我是再也不会考', 'star': 1}
{'descr': '新装修的所以硬件很可以，比较安静。。', 'star': 5}
{'descr': '地段还可以，床还是有点硬，适合喜欢睡硬床的。', 'star': 5}
{'descr': '床很干净,就是房间小了点,周围交通也很方便,值得再住.', 'star': 5}
{'descr': '停车不方便', 'star': 3}
{'descr': '床很大，很舒服~~', 'star': 5}
{'descr': '上网速度太慢了！', 'star': 3}
{'descr': '服务员服务速度很慢！门卡居然没给开，害我跑上跑下……', 'star': 3}
{'descr': '地段不错，就是房子隔音不好，浴室下水也有问题！', 'star': 1}
{'descr': '总的来说还可以', 'star': 5}
{'descr': '服务质量高，态度热情', 'star': 3}
{'descr': '其他的一般，但是这家店的网络速度真是太慢了，真是搞不懂为什么，如果你想上网就别选这家店了。。。。。。', 'star': 3}
{'descr': '好！！！', 'star': 3}
{'descr': '真的很好', 'star': 5}
{'descr': '感觉还不错，不是想象中的那么好，房间偏小（大床房），马桶安得位置不合理，其他还好!', 'star': 5}
{'descr': '虽然门面小，但是内部相当不错，服务也很好~', 'star': 3}
{'descr': '总体算是不错的，下次来还会入住', 'star': 5}
{'descr': '环境一般 但交通方便 卫生状况良好', 'star': 3}
{'descr': '性价比很高  交通方便', 'star': 5}
{'descr': '总体感觉还可以，房间小了点，热水器时冷时热的，这个很郁闷，马桶还堵了，不过，服务挺及时，适合简单入住！', 'star': 5}
{'descr': '日常简易住宿还不错，不过房间太小了', 'star': 5}
{'descr': '紧邻湖南路，但是性价比比湖南路上的旅馆高很多，非常好', 'star': 5}
{'descr': '价格比较便宜了，房间还算干净。', 'star': 5}
{'descr': '感觉一般，服务不是很好', 'star': 5}
{'descr': '很好，不错的酒店。', 'star': 3}
{'descr': '很舒适，很干净，交通方便，出门有很多公交，有机会下次还回去。', 'star': 5}
{'descr': '房间隔音好差，灯光好暗，商务不温馨。只是位置比较好。在施工，吵。', 'star': 3}
{'descr': '大床房的大床的确是大的，但余下的空间还没有大床大！位置是真不错，出门不远就是商业街！', 'star': 5}
{'descr': '不错不错，地段很好，交通方便', 'star': 3}
{'descr': '交通方便，价格相对合理。房间稍微小了点，不过还是性价比比较高的', 'star': 5}
{'descr': '交通方便，价格合理', 'star': 5}
{'descr': '位置好，周边也有很多吃的，到火车站还有直达的公交车。值得推荐', 'star': 5}
{'descr': '服务员都很热情，卫生状况不错，总体还行！只是附近工地在施工，比较吵闹，会影响到人的休息和心情！', 'star': 5}
{'descr': '地理位置不错，离步行街、商业区走路大概10分钟，酒店环境也还行，整体感觉还可以，下次过去会再考虑', 'star': 5}
{'descr': '房间很小。。。地板走起来嘎吱嘎吱的响，电视节目很少。。。隔音很差。。。', 'star': 1}
{'descr': '各方面还都不错，性价比较高。值得推荐。', 'star': 5}
{'descr': '服务不错，就是隔音有点差', 'star': 5}
{'descr': '房间比较小 说是大床房 我差点以为是单人间 最差劲的是前台两位服务员 一位态度很好 一位态度超差 爱理不理的 希望能改善一下~', 'star': 5}
{'descr': '这酒店住的还可以，大家很习惯。', 'star': 3}
{'descr': '感觉这酒店还可以，能住。', 'star': 3}
{'descr': '这酒店不怎么样，感觉住的不舒服。', 'star': 1}
{'descr': '在湖南路商业步行街圈内，很便利，房间大', 'star': 5}
{'descr': '位置很好,其实很好找,就在山西路布料城下面,但是门脸太小,实在不好看到,尤其有很粗壮的法国梧桐遮挡更难一眼看到,还好有比较敬业的司机大哥很熟悉,马路对面停车下来.对面是很大的城市绿化公园,原来的剧场改造的,所以早上到对面走走很不错.', 'star': 5}
{'descr': '还是不错的，好像店内没有早餐。呵呵', 'star': 3}
{'descr': '不错，挺干净，就是门头小了，隔着工大，南大，河海等大学都挺近的，下次还会入住。', 'star': 5}
{'descr': '房间没有那么大的。设施有点旧。电视机桌面全是灰啊。别的还好。建议放点沙发。', 'star': 5}
{'descr': '帮朋友定的，位置还不错，门脸很小不太好找，不过凑合住一晚也没什么大的问题。', 'star': 5}
{'descr': '下地铁当时走了接近20分钟吧，离地铁还是比较远的\r\n 挺干净的，房间感觉灯光感觉有点昏暗\r\n住的时候旁边工地有点吵，但影响不大\r\n还有就是窗户不能全开，只能开1/4左右吧，对空气流通不太好~~\r\n总体来说还是很不错的，价格在那边也比较合适~下次来还会去的~', 'star': 5}
{'descr': '还行', 'star': 5}
{'descr': '还可以~~', 'star': 5}
{'descr': 'hao', 'star': 5}
{'descr': '很好！！！很舒服', 'star': 5}
{'descr': '马马虎虎。。设施有点老了。。。 床明显的是以前的旧床型上面舔了张席梦思。。。搞的床太高了。。睡 的不习惯', 'star': 5}
{'descr': '酒店卫生不错，位置很好', 'star': 3}
{'descr': '酒店服务不错，卫生还好', 'star': 5}
{'descr': '位置真好，服务也好，房间还好了，这价钱已经不错了', 'star': 5}
{'descr': '卫生很干净，床很舒服，地处闹市区，很繁华。。。', 'star': 3}
{'descr': '很舒适，卫生也比较干净，床也很大，地理位置也很好交通方便。。。只有亲身体验才能感受到！', 'star': 5}
{'descr': '隔音效果太差 隔壁房间做什么都听得见', 'star': 1}
{'descr': '服务很热情，停车方便，位置还可以，性价比比较高\r\n房间太小，隔音效果比较差', 'star': 5}
{'descr': '还不错，就是停车不太方便', 'star': 5}
{'descr': '离开湖南路很近，晚上的湖南路很热闹，去狮子桥也很方便，\r\n玄武湖公园，和地铁站也很近，酒店的地理位置很不错\r\n就是隔音效果似乎不是很理想，很郁闷的就是，早上碰到酒店服务员误开房门的事情，希望能改进', 'star': 3}
{'descr': '这个位置这个性价比很不错了', 'star': 5}
{'descr': '离开闹市区很近，去玄武湖，狮子桥很方便，周围购物地方也很多\r\n', 'star': 5}
{'descr': '订房之前看了之前其他人点评说隔音差，本来打算订如家的，结果阴差阳错订了这家，不过入住后感觉隔音还不错，五一档期就早晨走廊稍微声音嘈杂了点，算是可以了。就是感觉店的服务管理上还是有些欠缺，一件事情是我们订了2天的房间，结果在第二天回酒店时门卡就失效了，还得跑到前台去开通；另一件就是第三天早上大概才早上8、9点的样子，还没起床呢，服务员就直接刷开门卡打算进房间，还好链锁还锁着，最后问明白以为我们这房间', 'star': 5}
{'descr': '总的来说不错，就是这个分店的门面太小了，不便于寻找。', 'star': 5}
{'descr': '从经济型角度看感觉还行，但从性价比上看略贵。。。', 'star': 5}
{'descr': '房间真的挺小的，而且格局有点不是很合理，不过位置很好，总体来说还好吧，随便住一下还是可以的。', 'star': 5}
{'descr': '空间小了点，别的还行。', 'star': 3}
{'descr': '房间偏小，设施简单，价位偏高。', 'star': 1}
{'descr': '就是隔音效果不是很好，总体来说还是不错的。', 'star': 3}
{'descr': '房间都还好', 'star': 3}
{'descr': '电视机不错~网络慢了点~位置也蛮好。隔音效果相当不好，灯光太暗。总的来说是家商务型酒店，不是温馨型。', 'star': 5}
{'descr': '挺干净，就是稍微小了点。位置也很好', 'star': 3}
{'descr': '不错可以啊\r\n', 'star': 5}
{'descr': '还行吧。。', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '非常方便，适合旅游居住！', 'star': 5}
{'descr': '住的商务大床房，性价比还不错，地理位置很好。卫生间地太滑，注意安全。隔音效果不好，尤其卫生间天花似乎相通，隔壁说话都能够听见，有点影响休息。', 'star': 5}
{'descr': '豪华标间，211一晚，价格有点贵，是实在找不到宾馆才住了这家。不过整体舒适度啥的还不错，房间蛮大的，而且是木地板，看起来也很干净。卫生方面做的不错，卫生间热水很快就有，而且水很猛。关键还是灯光不行，晚上要看书学习，灯不够亮，好在宾馆给换了个大功率的灯泡。另外就是房间挺大的，又没房茶几椅子之类的，显得有点空旷啊。整体挺好的。', 'star': 5}
{'descr': '位置很好，几步路就到山西路和湖南路了；酒店周围不能停车，只能停到较远的指定停车场。\r\n房间虽小但设施干净又温馨，配的是液晶电视；但房间和洗手间的灯光暗到不行，建议可以配个小台灯方便化妆和阅读。\r\n另外有个致命的缺点，隔音效果太差，躺在床上可以很清楚的听到隔壁房间的电视节目声音（后来打电话麻烦总台协调一下，结果就清楚听到总台打电话给隔壁住客，几秒钟后那位老兄就很配合地把电视音量调低了-_-|||），', 'star': 5}
{'descr': '总统还不错，但是洗澡的下水道很容易堵~~~', 'star': 5}
{'descr': '房间偏小，其他都挺好的', 'star': 3}
{'descr': '整体来说还是性价比很不错的酒店~\r\n单人大床房。\r\n唯一的不足就是隔音效果太差，大清早被门口走廊的人吵醒- -！', 'star': 5}
{'descr': '个人觉得性价比还是可以的！', 'star': 5}
{'descr': '房间虽然小但是比较舒服，适合一个人', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '隔音不好，其他方面上可，工作人员很热情', 'star': 5}
{'descr': '房间还行,比较宽敞,但是厕所水较热,隔音效果不是很好,而且还有很多小飞蝇', 'star': 1}
{'descr': '很好', 'star': 5}
{'descr': '总体感觉很好 下次还住这家', 'star': 5}
{'descr': '位置挺好的，就是房间太小，而且没有火柴', 'star': 5}
{'descr': '除了地有点滑，其他都蛮不错。性价比较高。', 'star': 5}
{'descr': '总的来说还行，就是空间小了点。', 'star': 1}
{'descr': '风格简约，工作人员的服务态度也不错，电视是数字的~总体性价比比较高~~~', 'star': 5}
{'descr': '优点：酒店位置很好，就在山西路步行街附近，逛街非常方便，卫生很好，很干净，床很舒适,拖鞋质地也很好。\r\n\r\n缺点：酒店后面有项目建设中，早上不到8点，敲铁桩的声音震耳欲聋，根本无法入睡。像我喜欢睡懒觉的人不建议住在这里。（前台说过段时间建设好了就没有声音了', 'star': 5}
{'descr': '好', 'star': 3}
{'descr': '总体而言还不错，但是个人觉得没有7天住的舒服。但是位置确实是非常的好', 'star': 5}
{'descr': '房间有点小，没有放衣物行李的地方', 'star': 5}
{'descr': '环境非常好，就是隔音有点差', 'star': 3}
{'descr': '房间是小了点，但是位置很好，便于出行，价位也不错150左右，很经济。对于想住一晚，要求安全和舒心的话，选择这家很不错', 'star': 5}
{'descr': '很好，位置也好', 'star': 3}
{'descr': '很不错的宾馆，而且价钱也合理，位置也很好', 'star': 5}
{'descr': '床挺高的挺舒服的就是房间有点小，其他都不错', 'star': 5}
{'descr': '地理位置比想象中的好,进出还是非常方便的.下次还会住', 'star': 5}
{'descr': '很不错 \r\n价格也不贵 而且设置也不错～～～', 'star': 5}
{'descr': '还可以 ', 'star': 5}
{'descr': '还可以，毕竟价格在这，还在山西路商业圈，服务挺好的，就是酒店大床房的格局一进去不大适应，空调制热不够', 'star': 5}
{'descr': '空调效果太差，让服务员加被子还不肯，商量余地都没有', 'star': 5}
{'descr': '酒店里面设施简陋，味道不好，电梯里面有异味', 'star': 1}
{'descr': '超值，总的来说非常好！', 'star': 5}
{'descr': '地理位置比较有优势，价格很好，总体还是不错的', 'star': 3}
{'descr': '位置还好。整体一般', 'star': 3}
{'descr': '总体还不错。就是没有早餐', 'star': 5}
{'descr': '位置不错 但房屋隔音太差太差 空调感觉么的效果 冻死了都 房间小 卫生间狭小 ', 'star': 1}
{'descr': '好', 'star': 5}
{'descr': '隔音效果啊！！！！！！！！！！！！！！！！！！！！！', 'star': 1}
{'descr': '酒店总体不错，就是空间稍微小了点！卫生不错！', 'star': 5}
{'descr': '该酒店进去之后服务态度非常好，让我有种很舒服的感觉', 'star': 5}
{'descr': '可能是新开的酒店，所以服务不是特别跟得上，设施也比较简单，位置还不错，所以还是可以推荐。', 'star': 3}
{'descr': '我上次住的是大床房，我觉得房间有点小，上次安排的房间也不是很好，没有窗户，位置还不错，靠近湖南路商业街', 'star': 3}
{'descr': '性价比还可以，只是有点冷', 'star': 3}
{'descr': '可能因为是冬天，房间有些冷，虽然有空调，但是温度一直不太高。\r\n', 'star': 5}
{'descr': '新开的酒店，很干净', 'star': 5}
{'descr': '房间有点小,因为也是刚开的酒店里面的卫生和设施度还行,但是酒店的位置不是特别好找挺偏的,服务态度还行,性价比很一般,主要就是位置还是挺偏的我感觉还是不值得推荐了.', 'star': 3}
{'descr': '房间隔音效果太差，空间有点小', 'star': 5}
{'descr': '还不错吧', 'star': 1}
{'descr': '我觉得这家酒店各个方面还可以，位置也比较方便，我比较满意 ', 'star': 3}
{'descr': '入住的746。房间大小适中。旁边是工地，早晨7点过就会开始施工了，想睡懒觉的不要选择这间房。空调功率实在太小，冷死了。房间内的灯的瓦数实在太小了，一直都很昏暗。上次的房间洗手间灯光也很昏暗，这次这间整间房都比较暗。其它都还可以。已经是第二次入住这家酒店了。', 'star': 5}
{'descr': '酒店的位置很好，离我办事地点近，而且设施完善，服务还可以，卫生也说的过去，总体来说不错', 'star': 3}
{'descr': '去住的时候似乎是刚开业的酒店，所以设施虽然新但不是很完备，有种刚装修好的气味，不过开窗通通风就好了，位置很好，就靠着山西路和湖南路，服务也不错。价钱在那一带区域已经算便宜的了。', 'star': 5}
{'descr': '位置很好,出行很方便,卫生服务方面也都不错,打扫的很干净,但就是电视的信号不太好,不过性价比还是比较高的.', 'star': 3}
{'descr': '价格是挺便宜的,设施和卫生都还行,酒店的位置还是挺好找的,服务态度还行说话挺客气的,性价比还不错,还是比较不错的酒店.', 'star': 3}
{'descr': '位置在市中心，交通还是很方便的，房间的面积有点小，卫生和设施还不错，服务也可以，整体感觉这家酒店的性价比还是比较高的', 'star': 3}
{'descr': '房间太小了,有些拥挤,不知道其它房间怎么样.要都是这样不推荐.位置很好.出行很方便.', 'star': 3}
{'descr': '我觉得蛮好的   设施蛮好的 服务也好  交通也便利', 'star': 3}
{'descr': '很不错的酒店,性价比很好,价格便宜,经济合适,自己出行一般都住这酒店.', 'star': 3}
{'descr': '我觉得很好……', 'star': 5}
{'descr': '这家酒店还不错，地理位置不错，交通内个很方便。卫生情况也还不错，服务态度也还不错。性价比比较高，值得推荐', 'star': 5}
{'descr': '房间比较小，淋浴间没有门，其他还好。地理位置不错', 'star': 5}
{'descr': '性价比很好~便宜又干净，而且出行也挺方便的，也很通风，隔音效果也不错~还送了抵用券，下次还会选那里哦~~', 'star': 5}
{'descr': '空间真是太小了。。。只能走路。。。', 'star': 5}
{'descr': '这家酒店总体感觉还是挺一般的,房间的卫生和设施都还是挺好的,就是服务态度只能是一般因为当时我打电话过去问酒店怎么走但是前台的接待人员接电话的时候我就感觉不是太热情,位置还是不错的挺好找,性价比也还行,服务上面还是需要在加强一下.', 'star': 3}
{'descr': '感觉很不错', 'star': 5}
{'descr': '性价比还说挺高的,房间还可以设施和卫生都是挺不错的,服务态度也是挺不错的,位置还是挺好找的,总体感觉还是比较不错的酒店.', 'star': 3}
{'descr': '这家酒店蛮经济实惠的,性价比蛮高的,值得推荐.', 'star': 3}
{'descr': '对面在装修房子 噪音很大 空间很小', 'star': 1}
{'descr': '地点非常的便利，房屋虽然比较小，但还是蛮温馨的。', 'star': 5}
{'descr': '浴室灯太暗，淋浴没有门！', 'star': 1}
{'descr': '房间小了点，其他还好', 'star': 5}
{'descr': '位置非常好,靠近步行街,坐车也很方便,而且酒店里面很干净,设施也很完善,价格的话物有所值!!', 'star': 3}
{'descr': '虽然房间比较小但是很干净，出行也很方便，性价比高', 'star': 5}
{'descr': '地理位置相当好，缺点在于房间内还是光地板，没有铺地毯，这在冬天很是不舒服。还有就是空调似乎锁定了温度，最高只能到26度，而且制热效果一般，比无锡的格林豪泰差了很多。', 'star': 5}
{'descr': '酒店很新，设施还不错，就是门面小了点，房间有点小的，总的来说还不错', 'star': 5}
{'descr': '因为新开没多久。。。感觉蛮好的。\r\n房间不阴湿，床舒适，24小时热水\r\n有特价房138\r\n性价比不错啊', 'star': 5}
{'descr': '除了隔音效果有点不怎么样外,其他的不错,而且还有专门吹风机是值的称赞的', 'star': 5}
{'descr': '还不错，干净整洁，这个价钱的酒店算很实惠的了', 'star': 3}
{'descr': '房间太小了,住着很不舒适,设施很一般,很齐全,位置很好在市中心交通便利.', 'star': 3}
{'descr': '酒店的位置挺方便的，房间条件和人员服务都不错，价格实惠，如果还去那边当然可以推荐。', 'star': 3}
{'descr': '位置很好，出行方便', 'star': 5}
{'descr': '位置很好，湖南路旁边，就是房间太小了', 'star': 5}
{'descr': '交通便利，四周有很多可以吃饭的地方。就是电梯的速度比较慢。', 'star': 5}
{'descr': '我觉得房间太小了，卫生还可以，服务很一般', 'star': 3}
{'descr': '酒店的卫生有待加强,卫生间很小灯光很暗,地面很滑,位置不错,舒适度一般.', 'star': 3}
{'descr': '离我这次来办事的地点很近，比较方便，性价比挺高。', 'star': 5}
{'descr': '新开业的，度营业中，服务都还不错，出行也方便，但房间相对比较小，价格方面能再便宜点就好了', 'star': 3}
{'descr': '我十二点到店的，结果坐着等到1点才有房！晚上出门的时候发现沐浴露跟卫生纸都没有（入住时就没有！）跟酒店讲了，说一定会加好。十一点回到酒店，发现还是没有！只好又等了很久等人来加！服务很差，旁边有建筑在施工，很吵，睡得不好', 'star': 1}
{'descr': '性价比不错，就是前台有个服务员态度超差，房间比较小，卫生间里面太滑了。', 'star': 5}
{'descr': '房间设施比较新，比较好。但卫生间没有浴霸，洗澡比较冷。', 'star': 5}
{'descr': '房间很大，很整洁，很舒适，美中不足的是隔音不太好，没有数字电视~~', 'star': 5}
{'descr': '不错，房间稍小，隔音效果不行', 'star': 5}
{'descr': '还行吧\r\n', 'star': 1}
{'descr': '不错', 'star': 5}
{'descr': '性价比很高，而且地理位置好', 'star': 5}
{'descr': '这是一家新开的酒店，房间的卫生很干净，设施很新，就是门面不是很醒目，酒店的服务还是比较好的，我觉得这家酒店性价比还是比较高的', 'star': 3}
{'descr': '价格位置都不错，就是房间桌椅位置比较小，不方便使用~~总体说来很超值', 'star': 5}
{'descr': 'BU  CUO', 'star': 5}
{'descr': '房间空间太小了，卫生间淋浴的地方只是做了隔断，没有门的，位置还行，但晚上去市中心都打不到车，当时是做公交过去的', 'star': 3}
{'descr': '交通便利，蛮舒适的', 'star': 5}
{'descr': '酒店房间比较小，服务态度也不是特别好，虽然位置不错，但是我想我不会考虑了。', 'star': 3}
{'descr': '酒店就是位置有点偏，不过门口有公交车，还有出租，挺方便倒是，价格也比较合适，硬件条件和环境都挺不错的，住的比较开心。', 'star': 3}
{'descr': '这个地段，这个价格已经不错了。。。而且格林豪泰不同于其他快捷酒店的是电视都是液晶的，不错。', 'star': 5}
{'descr': '酒店的位置蛮好的，其他的都还可行，价格也比较适中，可以推荐', 'star': 3}
{'descr': '酒店的条件还可以，就是那个淋浴你不知道该如何才能将温度调到合适，要么太烫，要么太凉。前台的服务员办事效率奇低，找个3线的充电器插板都找不到，还把我凉一边，更要命的是问去机场哪有大巴都不知道！！！！！！', 'star': 1}
{'descr': '整体上来说不错，性价比高，位置好，离湖南路近。。。。。。。', 'star': 5}
{'descr': '酒店的硬件条件一般，内部的环境感觉也不是很好，当时是订不到别的了，才订的这里，下次肯定不会住这了。', 'star': 3}
{'descr': '其他都很好，就是隔音效果一般，有时候晚上会被外面的声音吵醒', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '新装修的，前台灯光暗淡，服务员态度轻蔑，旁边工地施工中，每天桌子上、床上都是一层灰尘。电视是液晶的。', 'star': 1}
{'descr': '挺好的酒店，卫生舒适，而且价格也不错，位置也好，前面就是湖南路，推荐入住', 'star': 5}
