{'短评内容': '好好好好好好好好好好', '短评打分': 5}
{'短评内容': '对于第一次来南京的我来说，很棒，是个值得栖身的地方。\r\n\r\n很干净，隔音效果也不错。\r\n\r\n温馨。只是我住的629，空调声音稍微有些大。\r\n\r\n值得推荐', '短评打分': 5}
{'短评内容': '環境房間都不錯,就是洗澡時熱水一會熱一會冷 ,有點吃不消的', '短评打分': 5}
{'短评内容': '位置非常好 紧靠小吃街', '短评打分': 5}
{'短评内容': '地点位置不错，公车站点杨公井，大行宫都很近。所以不行去总统府的话，大概也就几分钟的事情，走到新街口稍微远些，但也是不超过10分钟，而且远离核心位置晚上还算安静，公交到南京各大旅游景点也很方便，值得入住的酒店。经济型酒店过多追求设施什么的，我觉得没啥必要，我觉得这家如家设施还行', '短评打分': 5}
{'短评内容': '位置还是很好找的。从南京火车站坐1路到杨公井下1分钟就到了。太平南路上公交车站比较多，旅游2路也有的。附近住的方面和网上图片一致，卫生情况良好。住的蛮舒服的。性价比高。下次去别的城市也会选择如家。', '短评打分': 5}
{'短评内容': '酒店位置很好，不过有的房间靠太平南路，晚上蛮吵的，总体不错', '短评打分': 5}
{'短评内容': '隔音效果不好，在房间里每天早上都可以听到拖行李箱的声音，走廊说话的声音。', '短评打分': 5}
{'短评内容': '酒店位置不错 服务不错 就是在小巷子里面 第一次去有点不太好找', '短评打分': 3}
{'短评内容': '酒店不错  就是第一次去不太好找', '短评打分': 3}
{'短评内容': '酒店不错    就是位置不太好找  ', '短评打分': 5}
{'短评内容': '一般出差都住如家,价格适中,经济实惠,性价比高,很适合我们经常出差的人选择.', '短评打分': 3}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '位置还行但是这家酒店的门不是太显眼找了好半天才找到,房间的卫生还不错就是当时想借个吹风机都没有,价格还是有些贵了性价比还是挺一般的,总体感觉还行.', '短评打分': 3}
{'短评内容': '不是第一次住这了，不过这次感觉不是很好。因为，这次的房间是个角落，结果就是房间很畸形。进门的走道很长，可卫生间很小，床和电视靠在一起，窗子在马路边。不隔音，很吵。 没有第一次住的那房间舒服。', '短评打分': 5}
{'短评内容': '很好，很喜欢如家。我和我老公不管到哪里都喜欢住如家', '短评打分': 3}
{'短评内容': '我觉得这家酒店还是很不错的，房间的卫生和设施都还好，服务也可以，整体感觉这家酒店的性价比还是不错的， 值得推荐', '短评打分': 3}
{'短评内容': '就是无物品租借.....连吹风机都没有', '短评打分': 5}
{'短评内容': '这家酒店就在路边还是很醒目的，出行也比较方便，房间的卫生和设施也还不错，服务也可以，我觉得这家酒店的性价比还是比较高的 值得推荐', '短评打分': 3}
{'短评内容': '还是比较不错的酒店,房间的卫生和设施还是挺不错的,地理位置挺好的就是位置不是太好找再一个小巷子里,性价比还是比较不错的,挺不错的一家酒店.', '短评打分': 3}
{'短评内容': '地段不错，服务挺好！只是酒店在文昌巷里面 第一次到的人 不容易找', '短评打分': 5}
