{'短评内容': '还可以，价格实在', '短评打分': 5}
{'短评内容': '酒店还可以，在3-4星之间，冬天入住的房间第一天空调还可以，第二天感觉凉了，但走道里还是比较温暖；楼下的饭馆吃饭不错，价格略高，但基本味道还可以！', '短评打分': 5}
{'短评内容': '秦皇岛不错的酒店，位置离市中心稍远，空气很好。', '短评打分': 5}
{'短评内容': '不错，下会去的时候一定还住', '短评打分': 3}
{'短评内容': '以后去秦皇岛肯定还住这里，性价比挺好的', '短评打分': 5}
{'短评内容': '下次还会入住，房间挺暖。饭店的菜也不错，广东的师傅做菜适合我们南方人口味。', '短评打分': 5}
{'短评内容': '第一次住，环境不错，现在是旅游淡季，价格还不错。', '短评打分': 5}
{'短评内容': '酒店各方面都挺好，除了位置有点偏，价格有点偏贵。', '短评打分': 5}
{'短评内容': '总体来说非常不错', '短评打分': 5}
{'短评内容': '第一次客户给定的，感觉很好，性价比不错，每次来秦皇岛都住这里。', '短评打分': 5}
{'短评内容': '一如既往的好，以后还会继续去入住的。', '短评打分': 5}
{'短评内容': '总的来说很好，提议卫生在细节上还需改进，毕竟真正的服务是注重细节。离海边比较近，不远处的一个海鲜餐馆很不错，很便宜也很新鲜。室温很好，冬季入住很暖和，早餐不错，服务人员也很热情。确实有其他朋友说的隔音不好的情况。较比其他在秦住过的酒店，这里还算不错。推荐大家入住。', '短评打分': 5}
{'短评内容': '比较值得推荐,距离秦皇岛东浴场非常近.\r\n今年看到了20年不遇的渤海湾冰海奇观.\r\n酒店很有文化气息和底蕴,隔音稍微有点差,晚上感觉隔壁在唱卡拉ok.', '短评打分': 5}
{'短评内容': '酒店设施不错,服务态度也挺好,不过这间酒店相同房型的房间大小好像各有不同,总体还是不错的,在秦皇岛应该算是价格稍微高一点的酒店了', '短评打分': 5}
{'短评内容': '环境好，设施好，服务好', '短评打分': 5}
{'短评内容': '第三次来点评了，很好，非常好。第一次在酒店留言说要是房间里能有个冰箱就更加完美了，没想到这次刚入住，服务员和经理就送来一台冰箱。真是意外，让我有回家的感觉，谢谢如意山海还记得我', '短评打分': 5}
{'短评内容': '很不错，干净，别致', '短评打分': 5}
{'短评内容': '房间的卫生和设施方面都很不错,住着很舒适,卫生服务也可以,就是位置有点偏,不过离海边很近,建议夏天来这边玩的朋友可以选择这家酒店.', '短评打分': 3}
{'短评内容': '呵呵，有来评价了，环境，卫生，服务都超好。昨晚又住了，是套房，更好。虽然没来的急网上预订，直接去的，但是还是那么好。以后还会去的。', '短评打分': 3}
{'短评内容': '在网上预订的时候没觉得酒店有多好，但是当我踏进酒店的第一步时印象完全改观，服务员的微笑很温暖，服务业很周到，也很礼貌，这让我带着沮丧心情独自来秦皇岛散心的我感到了一丝安慰。我定的是大床房，房间里的装修很好，环境设施也不错，而且每天还有酸奶和水果提供。早餐内容很丰富，非常的不错。唯一的遗憾就是房间里没有冰箱，多亏是冬天，要是夏天可就不太好了。', '短评打分': 5}
{'短评内容': '第一次来，当地的朋友推荐的酒店，没想到是一家很有文化品味的酒店，这样的酒店在全国也不多，个人很喜欢！服务也很周到，性价比也好！总之下次来秦一定还会到山海！非常值得推荐！！', '短评打分': 5}
{'短评内容': '这家酒店真是让人感到“安全”啊，真让我气愤！！！我在入住这家酒店的第二天晚上10点左右，突然间门铃声大作，此时我正在打电话，我顺猫眼看去，外面两个人，一个穿着警服的，一个穿着便衣的，说是要查房，并报了我的名字。我当时没有多想就让他们进来了，两个人进屋后做到我的床上说查房，并要我的身份证登记，还问了来秦皇岛的目的等一大堆有用没用的。等后来他们走了，我才想起看他们的警官证，他们从始至终一直没有出示。最', '短评打分': 1}
{'短评内容': '很糟糕的一个酒店。各方面都不能让人满意。', '短评打分': 1}
{'短评内容': '设施挺好的，因为不喜欢背投的电视，才选的这里，房间没有异味，很不错啦~', '短评打分': 3}
{'短评内容': '一起住的，这个酒店觉得没什么太突出，也没什么可挑剔的，商旅可选。', '短评打分': 3}
{'短评内容': '挺不错的酒店，设施挺新的，在秦皇岛算住得舒服的了。', '短评打分': 5}
{'短评内容': '还行。房间面积不小，设施温馨。早餐尚可。不太隔音。', '短评打分': 3}
{'短评内容': '房间内还有臭虫！和前台说，服务员态度竟然是不管不问！', '短评打分': 1}
{'短评内容': '环境很不错，服务也到位', '短评打分': 5}
{'短评内容': '住了好多次的酒店，设计很温馨。离海边近，旁边安静，周围还有修车的摊儿', '短评打分': 5}
{'短评内容': '很好！', '短评打分': 3}
{'短评内容': '不错！就是房间隔音有些差，另外房价还是稍贵了些！', '短评打分': 5}
{'短评内容': '有文化内涵,服务周到,设施良好.', '短评打分': 5}
{'短评内容': '酒店的硬件设施，环境服务都是比较不错的，而且位置也挺方便的。', '短评打分': 3}
{'短评内容': '房间的味道很大后来换了一间房,到了晚上靠近马路很吵,设施一般,性价比一般,在秦皇岛也没有什么特好的酒店都差不多.', '短评打分': 3}
{'短评内容': '酒店设施，服务都很好，如果再便宜点就完美了\r\n', '短评打分': 5}
{'短评内容': '酒店位置还不错，按人头赠送了早餐卷，早餐质量也还可以。但是房间内的设施略显陈旧，有些地方清洁的还不是很到位。不错性价比还是不错的。', '短评打分': 5}
{'短评内容': '住了好多次如意山海~觉得这里的房间氛围非常有感觉，也很舒适，性价比也非常高。以后会继续在这里入住的', '短评打分': 5}
{'短评内容': '酒店位置不错，房间虽然小点，但摆设布局不错，挺中式的。就是卫生方面还应该在提高。\r\n', '短评打分': 5}
{'短评内容': '设施很新，位置也很好，下次去还住这家。', '短评打分': 5}
{'短评内容': '网上对比后预订的房间。到达秦皇岛市，打车去酒店的路上，就已经听到司机对于酒店的赞扬。酒店在当地属中高档次，08奥运前开业，离海很近（步行20分钟内就能到）。酒店内气氛轻松、舒适、宁静，房间宽敞、卫生及设施非常好，就个人对酒店感受好于北京一些4星酒店。唯一一点问题就是房间隔音不很好！…\r\n总之还是强烈推荐……', '短评打分': 5}
{'短评内容': '总体感觉很不错~服务很到位，晚上回到酒店桌子上就摆好了水果和酸奶，还有第二天的早餐券和天气预报。环境什么的都不错~只是有点不适应的就是酒店的浴室和卧室中间有个玻璃窗，两面互相都看得见..这样很尴尬..而且离秦皇岛繁华的地方有些远，不过坐车打车都很快，而且打车蛮便宜的~', '短评打分': 5}
{'短评内容': '酒店很新很干净，离海边也很近，还送酸奶水果，房间舒适。', '短评打分': 3}
{'短评内容': '这个酒店的硬件条件，环境和设施虽然不是非常好，但是都还不错，而且位置也挺好的，比较方便，价格适中。', '短评打分': 3}
{'短评内容': '总体感觉还不错,房间的设施和服务都挺不错的.位置当时找的时候也很找,价格也挺合适的,挺不错的酒店.', '短评打分': 3}
{'短评内容': '酒店的 各方面都很好，可能是刚装修好，房间里还是装修的气味， 价格很优惠', '短评打分': 3}
{'短评内容': '入住的时候酒店大堂正在装修,出入很不方便,电梯也只有一个在运行,大堂很小布置也比较乱,给人第一印象不太好.门童服务很好,主动为客人提行李及撑伞,值得表扬.房间的最大问题是隔音很差,比一般的快捷酒店都不如.隔壁房间晚上十点进来一批客人,说话声吵得人根本没法睡,打电话到服务台让他们安静些也没有用,一直到凌晨二点才渐停.第二天只能要求换房.后来又住一天就换其他酒店了.另外,房间的插座很松,想给手机充电每', '短评打分': 5}
{'短评内容': '酒店整体来说还是挺满意的，硬件条件，环境服务都不错，地理位置也挺方便的，价格也能接受。', '短评打分': 3}
{'短评内容': '酒店的服务卫生以及设施都很好的，酒店的位置不错的，出行很方便的，酒店的价格有点高了。', '短评打分': 5}
{'短评内容': '酒店的位置还是不错的，出门旅游挺方便的，里面的条件也不错，干净整洁，服务周到，价格也比较适中。', '短评打分': 5}
{'短评内容': '酒店地理位置离海边很近在河北大街上也是比较新的酒店,房间很大卫生很好,酒店的餐饮也是很不错,还会送水果,酸奶什么的服务很好.总体感觉非常满意.', '短评打分': 5}
{'短评内容': '如意山海也算是比较新潮的酒店 ，卫生间是全玻璃的 ，这种风格在国内还算少见~\r\n\r\n最满意的就是卫生间，有种爱琴海的感觉\r\n\r\n服务不错', '短评打分': 5}
{'短评内容': '自己本身对酒店的条件要求就比较高,所以不太注重价格方面,这家酒店总的来讲还是不错的,住着也比较舒适,可以推荐.', '短评打分': 5}
{'短评内容': '提醒入住该酒店的客人,一定要注意并仔细检查酒店房间所提供的收费产品是否有轻微撕开的痕迹,否则退房的时候前台的员工一定会向您收取费用的,号称撕开即付费.我们入住的时候就是没有留心眼儿检查一下,最后前台员工向我们要钱,我们连碰都没碰过一下,怎么会撕开呢.凭什么要付费呢?酒店工作员工的失职，没有检查好房间的东西，要我们客人给他们买单？ \r\n希望贵酒店以后好好培训员工（客房的，前台的专业技能和服务水平都急', '短评打分': 1}
{'短评内容': '这个酒店房间的环境挺好的，但是就是空调坏的，和他们员工说也没人管，等我们都快结账了才给我们修，以后在也不住这里了', '短评打分': 1}
{'短评内容': '挺好的，就是有点贵', '短评打分': 5}
{'短评内容': '入住时候房间有很大的味道，咨询服务员，房间装修时间不长所致。其他OK，我住的大床房，好舒服，但是价格有点高，368，房间很安静，没有骚扰电话。房间以及大厅和走廊布置得蛮好，前台有佛家书籍赠阅，我非常喜欢！\r\n地理位置蛮好，距离奥体中心很近，距离海边也不远。', '短评打分': 5}
{'短评内容': '距离海边很近，酒店安静，酒店内灯光比较温馨，房间很大很舒适，设施人性化，整体感觉很棒。', '短评打分': 5}
{'短评内容': '酒店的彩光很好的,服务卫生以及房间的设施都很好的,酒店的位置不错,出行很方便的,性价比不错的酒店', '短评打分': 5}
{'短评内容': '酒店的服务卫生方面还是不错的,周边环境比较适合旅游人仕入住,离市中心有点远,价格方面还是比较合适的.', '短评打分': 5}
{'短评内容': '偏离市中心，靠近海边的酒店，周围环境不是很好，酒店的环境硬件设施都还不错，价格也比较合理适中，卫生服务都很好，还是可以推荐入住的酒店。', '短评打分': 5}
{'短评内容': '房间有点小，别的都还不错，挺干净的，设施也比较新，酒店的位置虽然有点偏，不过打车不难，价格要是在便宜点就更好了，总的来说还不错，值得推荐', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都很不错，位置出行交通都很方便，距离海边也不是很近，卫生服务都很不错对酒店还是比较满意的，值得推荐。', '短评打分': 5}
{'短评内容': '非常不推荐入住，性价比太低，五一住了两晚豪华大床房，给的房间却只有27平米的小房间，窗户下面就是垃圾场，晚上有狗叫声，网络坏了不给换房间，浴缸小的跟儿童用的似的，连娱乐室都没有，问有没有台球大堂经理竟然为我推荐街对面的网吧台球厅，我狂晕！位置在郊区，离市中心和北戴河开车都要10多分钟，挨着燕山大学。', '短评打分': 1}
{'短评内容': '服务质量真的是非常的令人满意。服务人员显然都经过了严格的培训管理。酒店的环境和装修也没有什么可挑剔的。只是洗浴方面的硬件有待改善。出水小的像是在下毛毛雨。', '短评打分': 5}
{'短评内容': '办该酒店会员卡前一定要慎重！卡内存的钱不要多，因为扣除房费后剩余的钱不退给你！据该酒店一男经理说会员卡一年一换，我个人认为这种做法有欺诈成份！一是该酒店倒闭怎么办？二是一年期满卡内剩余的钱没有消费完怎么办？', '短评打分': 1}
{'短评内容': '硬件设计追随现代，但质量稍差，还算舒适。楼下餐厅餐食不错。位置稍远于市中心，附近院校较多，如自备有车，进出城市、酒店和去滨海路很方便。早餐时间结束过早：9点。价位如果在260-280之间更能真实体现性价比。', '短评打分': 5}
{'短评内容': '酒店的卫生条件还可以，设施环境也不错，服务蛮热情周到的，地理位置也很好', '短评打分': 5}
{'短评内容': '酒店比较新，很舒适，价格也合理，有一点应该改善，当时订的是三人间，只含两份早餐，应该包含三份才对，当时跟酒店提了要求，给了三份早餐，服务还不错', '短评打分': 5}
{'短评内容': '第一天到达酒店的时候，被前台告知由于房客刚退房，需要时间打扫，我们只好先出去饿着肚子看海景，还好没过多久就来了电话，通知我们可以入住了。\r\n进到房间开阔的客房面积使我们有些疲惫的心情得到些放松，浴室里面也没有卫生死角，一切都是整齐如新，相信不少朋友都会有此感觉。\r\n第二天早餐品种很多，居然还有炒菜和米饭等主食，吃了些清淡的馄饨、煎蛋，味道和卫生情况还不错。\r\n由于时间较紧，只停留了一晚，晚上该酒店', '短评打分': 5}
{'短评内容': '酒店位置不是很好，住的标准大床房，房间不算大，卫生和房间设施还算可以，但是值得注意的是对酒店前台人员的服务非常不满意，一副爱住不住的架势，尤其是几个男接待员，看着还有点像管理者，怎么说话那么不礼貌，让客人感觉不舒服，要不是懒得再找酒店，真的就不住这了。酒店房间几个朝向都不好，两边随街，汽车声音大，另一边在胡同里，以为可以很安静，可惜楼下有狗不停大声叫，还有大型机器运转的声音嗡嗡响。\r\n有一点酒店很', '短评打分': 1}
{'短评内容': '酒店的地段虽然不是市中心,但是秦皇岛城市比较小,去那边都很方便,我每次过去都会入住这家酒店,环境硬件设施都还不错,价格也很合理值得推荐.', '短评打分': 5}
{'短评内容': '住得很舒服，环境很好！', '短评打分': 5}
{'短评内容': '整体都非常不错，价格合适，位置也比较的便利', '短评打分': 5}
{'短评内容': '环境不错，饭菜也很好，就是住顶楼的时候电梯声比较大', '短评打分': 5}
{'短评内容': '酒店新开业 设施都是新的.房间面积小点', '短评打分': 5}
{'短评内容': '酒店新开业 设施都是新的.房间面积小点', '短评打分': 5}
{'短评内容': '酒店新开业 设施都是新的.房间面积小点', '短评打分': 5}
{'短评内容': '8/23和老婆度蜜月入住该酒店特惠房￥288，感觉很超值，2星的价住4星的房！房间较小，但是设施齐备，干净。酒店设计很典雅有品位。服务达到4星标准。&lt;br /&gt;\n位置在秦皇岛西边，离西浴场不远，步行10分钟。', '短评打分': 5}
{'短评内容': '房间很干净，床和椅子都蛮舒服的，厕所是透明的玻璃墙，酒店离海边也不远，总之整体还可以，价钱也还可以； 要说不足的就是大堂有点小，然后服务员不够专业； 人多的时候办手续需要等的时间有点长~', '短评打分': 5}
{'短评内容': '服务员的服务一般化\r\n地理位置非常卓越\r\n但是房屋的隔音效果比较差\r\n隔壁说话声音都可以听的比较清楚', '短评打分': 3}
{'短评内容': '7月18号和19号连住了两晚，先说优点：&lt;br /&gt;\n1、设施很新；&lt;br /&gt;\n2、服务态度很好；&lt;br /&gt;\n3、离海边很近。&lt;br /&gt;\n再说缺点：&lt;br /&gt;\n1、走廊装修的味道非常重；&lt;br /&gt;\n2、离市中心很远；&lt;br /&gt;\n3、豪华双床房和普通双床房设施差不多，但价格差出一大截。&lt;br /&g', '短评打分': 3}
{'短评内容': '周末入住该酒店，总体感觉不错。就是新装修的味道大了点，设施还可以。建议住大窗的，虽然靠路边，但没觉得很吵。早餐实在不好吃。中餐多，西餐少。还有一点就是酒店楼道装修家具颜色过暗，晚上要是一个人住有点慎人！！打车到海边5块，还是很划算。以后打算还住。', '短评打分': 5}
{'短评内容': '房间很大,很干净,装修的也很现代,床也很大,很舒适.唯一不足的地方是地点离市中心稍微有一点偏远,周边没什么可以逛的.当然,商务客人住此一定会很满意,因为人较少,很安静.', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
