{'短评内容': 'Hh', '短评打分': 5}
{'短评内容': '酒店还行，处于繁华地段，交通较方便。\n\n只是现在杭州在修地铁，公交车特别堵', '短评打分': 5}
{'短评内容': '很方便,离武林商圈很近..可以选择!很方便,离武林商圈很近..可以选择!', '短评打分': 5}
{'短评内容': '环境不错，是个好选择，好！好，好好好好hoarse好 ', '短评打分': 5}
{'短评内容': '地理位置十分优越，不管是去shopping还是去游玩，这都是一个又便宜又好的住宿酒店。离机场大巴也很近\n但是房间比较小  还不是在主楼上  ', '短评打分': 5}
{'短评内容': '酒店位置很好，距离西湖很近，步行大概半小时。酒店出来穿过一条小巷子就到了挺繁华的商业街，购物吃饭挺方便。酒店的卫生还不错，热水充足，就是空调有点不给力，噪音大……由于住的经济房在一层，又恰好遇到有人吵架挺郁闷的，如果在二层或以上应会比较安静吧……', '短评打分': 5}
{'短评内容': '位置比较好，靠近市中心，方便购物，同时离西湖也比较近，可谓是购物逛湖两不误。酒店比较新，设施设备不错，性价比比较高。', '短评打分': 5}
{'短评内容': '很干净，床很大。交通也很方便。\n\n前台服务太慢了。空调声音有点大。\n\n以后还会去的。很满意', '短评打分': 5}
{'短评内容': '之前入住酒店从未写过评价，这次住过杭州假日之星武林店，让我有很强烈的评价欲望：1.办理入住效率非常低，等待过程中办理入住的电脑坏掉，前台操作也不熟练，让人感觉很不正规，而且前台服务态度很差，整个过程无一丝笑容，而且很不耐烦的样子，回答问题头也不抬，根本不看客人；\n2.入住房间设施陈旧，电吹风用着突然不吹风，电视机也是破的，伸出一根莫名其妙的电线在外面，床头柜上的留言用纸破破烂烂，皱巴巴的，很影响入', '短评打分': 1}
{'短评内容': '地点很优越，购物、交通都很便利，酒店也不错', '短评打分': 5}
{'短评内容': '真的很好啊，房间好，就是唯一一点要走楼梯，不方便', '短评打分': 5}
{'短评内容': '地理位置非常的好，吃东西逛街都很方便，房间一般，空调打得不是很暖。每个房间都有吹风机很方便，电视有点播，可以打发时间很不错。建议床可以换了，床垫都有点坏了，有些地方明显觉得弹簧坏掉了。。。', '短评打分': 5}
{'短评内容': '酒店最大的优势就是位置好。然后可以停车。其他一般。', '短评打分': 5}
{'短评内容': '地段真的不错，交通比较方便，就是房间实在是太小了一点，转个身都困难啊', '短评打分': 5}
{'短评内容': '停车也方便，吃饭也方便，购物更方便。下次还会来光顾的', '短评打分': 5}
{'短评内容': '酒店位置很好，出门直走就是繁华大街，几大购物商场就在面前，旅游购物很方便！值得推荐，不过就是房间有点小！', '短评打分': 5}
{'短评内容': '交通方便 位置很赞!!!!!!!!!!!!!!!', '短评打分': 5}
{'短评内容': '还不错~~~近商圈 娱乐 休闲都很方便 适合学生去住 性价比高', '短评打分': 5}
{'短评内容': '交通方便，房间干净，性价比比较高，还是可以推荐的，', '短评打分': 5}
{'短评内容': '房间还可以', '短评打分': 3}
{'短评内容': '还不错。', '短评打分': 3}
{'短评内容': '地址比较难找,问本地人都不知道,但酒店还是挺干净的,还行', '短评打分': 5}
{'短评内容': '交通方便，卫生还算干净，性价比很好地连锁', '短评打分': 5}
{'短评内容': '浙江假日之星酒店（杭州武林广场店）交通很方便，慢安静的，不错，下次还会去住', '短评打分': 5}
{'短评内容': '交通很方便，慢安静的，不错，下次还会去住', '短评打分': 5}
{'短评内容': '房间有点小 干净 交通挺方便电梯老找不到 ', '短评打分': 5}
{'短评内容': '房间不大，但卫生，服务态度也很好。晚上就是有人塞一些提供服务的小卡片。', '短评打分': 5}
{'短评内容': '非常差的酒店，楼道里面阴暗潮湿，地毯铺了还不如不铺，房间内墙纸剥落，三个房间都是如此，另外晚上回来的时候打开门就看到很多淫秽的小广告，估计是从门缝里塞进来的，前台的脸像块冰一样的。\n旁边就是如家，早知道就不来住了！', '短评打分': 1}
{'短评内容': '还可以，应在预定房间时就能定好楼层、房间。这回住的是一楼挨着足浴晚上有点吵，隔音不太好，总体还行。', '短评打分': 3}
{'短评内容': '每次来杭州都会住这个宾馆，方便快捷，很好的宾馆。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '市中心的酒店，性价比高，方便出行，闹中有静，卫生很好', '短评打分': 5}
{'短评内容': '真不错 呵呵 下次还去住。交通特方便。离机场大巴也非常近。。推荐', '短评打分': 5}
{'短评内容': '外观和内在与网上一模一样，住的商务大床房很舒适，卫生也不错，蓝色地板很喜欢，陶瓷杯很漂亮，在小区里很安静，附近吃饭水果逛街都很方便！', '短评打分': 3}
{'短评内容': '酒店位置很方便，周边小吃店很多，房间还算可以，卫生间比较干净，就是有发小广告的，性价比较高。', '短评打分': 3}
{'短评内容': '房间比较干净，交通也很便利，价格合理。出门就是商场和公交车站。只是出租车比较难打。', '短评打分': 5}
{'短评内容': '位置很好，因为在小区里，价格比临街的便宜了好多，值得去住，以后也会推荐朋友到那里去的！', '短评打分': 5}
{'短评内容': '酒店地理位置很好，房间里比较干净。但是床实在是太硬了，弹簧都感觉的到的。空调也是坏的。冬天还是薄被子。希望可以改进', '短评打分': 1}
{'短评内容': '总体感觉蛮不错的，主要是离机场快线的大巴点近，很方便。', '短评打分': 5}
{'短评内容': '还可以吧，就是把我朋友安排在一楼，窗户一关，就没什么空气了', '短评打分': 5}
{'短评内容': '酒店在繁华的市中心地带，但因为在楼群里所以很安静，周边商场和饭馆都很不错，推荐', '短评打分': 5}
{'短评内容': '交通很方便，就在武林商圈附近，就是设施旧了点，', '短评打分': 5}
{'短评内容': '地段不错，房间也还算干净，挺大的，床很大', '短评打分': 5}
{'短评内容': '位置很好,逛街购物方便,从机场巴士也方便,房间还可以', '短评打分': 5}
{'短评内容': '地理位置应该还可以\n房间墙壁,卫生间地面已经陈旧,墙纸卷边\n我是看了点评好才入住,但是大失所望', '短评打分': 1}
{'短评内容': '地理位置好  出入交通方便  还是值得推荐的', '短评打分': 5}
{'短评内容': '酒店地理位置没得说。。。但是建议酒店也该装修一下了，墙纸好几个地方都已经掀开。。。', '短评打分': 5}
{'短评内容': '算干净，地理位置不错，出行方便，吃东西也方便，卫生间较大，但隔音不好，晚上有小广告和按门铃的', '短评打分': 3}
{'短评内容': '位置相当好，就是有点旧', '短评打分': 3}
{'短评内容': '相当不错，位置地段方便，离杭百10分钟.', '短评打分': 5}
{'短评内容': '地段不错，房间也挺干净，服务也不错，性价比好', '短评打分': 5}
{'短评内容': '酒店地段不错，房间也挺干净，服务也不错。', '短评打分': 5}
{'短评内容': '酒店距离武林广场非常近,交通方便,购物方便,总之一切都很好', '短评打分': 5}
{'短评内容': '+房间干净整洁,出行、购物都便利,很满意!', '短评打分': 5}
{'短评内容': '距离武林广场很近，很干净', '短评打分': 5}
{'短评内容': '此酒店位置非常好，地处杭州市中心。旁边有银泰、杭白、杭州大厦等购物大厦，出行也很便利。房间比较干净，晚上也比较安静。以后会再次入住。', '短评打分': 5}
{'短评内容': '位置还不错,不算难找.房间不大.不过五脏具全.也很干净.', '短评打分': 5}
{'短评内容': '商务大床房，环境不错，很有家的感觉，很温馨、、下次去杭州还会再选择入住', '短评打分': 3}
{'短评内容': '酒店床挺大，就是枕头不够弹性', '短评打分': 5}
{'短评内容': '房间抽屉里都没清理干净，空调都打不开。', '短评打分': 5}
{'短评内容': '酒店的地段很好,环境一般,设施比较简单,印象最深刻的是标房的床比一般酒店的要宽很多!', '短评打分': 1}
{'短评内容': '房间还行，地理位置也很中心。服务一般。', '短评打分': 5}
{'短评内容': '标房的床不错，够大，两个人睡都不觉得挤。离银泰和杭州百货都很进。', '短评打分': 5}
{'短评内容': '酒店干净便利 离西湖不远', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '优点：1、有很多车位，适合自驾 2、房间比一般快捷稍大3、位置很靠市中心，就在大商场后身\n缺点：1、卫生间马桶不好用，淋浴水很小2、床不是很舒服3、离西湖稍有点距离', '短评打分': 5}
{'短评内容': '在市中心位置很好，交通也很便利，早餐虽然是自费但是差了点。没什么吃的。性价比不错。就是十一期间全部户型集体上涨100快。。。', '短评打分': 5}
{'短评内容': '酒店比较干净，环境集中、方便，适宜一般普通客户住宿。', '短评打分': 3}
{'短评内容': '我己入住', '短评打分': 5}
{'短评内容': ' 不错,卫生', '短评打分': 3}
{'短评内容': ',挺卫生,不错', '短评打分': 5}
{'短评内容': '还可以~距离西湖大概要步行15分钟左右，从车站打车到酒店，也不是很远，住在这里主要是为了方便，性价比还是不错的，', '短评打分': 5}
{'短评内容': '最便宜，但是也是比较舒适，地理位置也很不错，设施服务比较一般，被套温馨，但是没纯白的感觉干净', '短评打分': 5}
{'短评内容': '位置比较隐蔽，不过还算方便，离西湖骑车10分钟吧，房间还是比较干净的，就是要注意，放在台子上的矿泉水并不是免费的，我不小心消费了2瓶。。。', '短评打分': 5}
{'短评内容': '性价比较高', '短评打分': 5}
{'短评内容': '位置不错，一出门就是延安路，对面是杭百大和银泰百货，很便利。就是房间感觉有点阴阴湿湿的，不过这个位置和价位算性价比很高的了~', '短评打分': 5}
{'短评内容': '环境不错.交通很方便', '短评打分': 5}
{'短评内容': '在市中心 位置不错 外面稍微有点吵 不过不影响', '短评打分': 5}
{'短评内容': '位置不错，而且闹中取静，家庭房性价比很高。', '短评打分': 5}
{'短评内容': '地理位置很好，无论去西湖还是逛街都方便。性价比不错。但唯独空调滴水。', '短评打分': 5}
{'短评内容': ' 地理位置好，房间性价比高!', '短评打分': 5}
{'短评内容': '位置还不错，出门就是杭州百货大楼和银泰百货，临近武林门商业区，步行到西湖也就十多分钟。环境也还算干净，就是工作人员的态度不怎么样，男的女的都是一副不冷不热的嘴脸', '短评打分': 5}
{'短评内容': '房间比较干净，闹中取静，很大，很舒适，非常适合旅行居住', '短评打分': 3}
{'短评内容': '墙纸有些脱落，看上去旧旧的，淋浴的水不够热。', '短评打分': 1}
{'短评内容': 'check in的时候，服务人员误提供了一间没有做过的房间给我，但是他们表示歉意的态度还不错。后来我所入住的房间的垃圾袋没套，另外卫生间的卷纸偏少。总的感觉性价比还可以。', '短评打分': 5}
{'短评内容': '\u3000家庭房的环境很干净,很温馨.很喜欢', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '住的是无窗房，除了没有窗户外通风不是很好外，其余还都比较满意。下次来还是会选择这里。', '短评打分': 5}
{'短评内容': '- the room is smelly (cigaratte smell), request to change but was rejected.\r\n\r\n- the room light is not working, request to change room was rejected too. but lucky the light was being fixed by the tech', '短评打分': 3}
{'短评内容': '- The toilet is not woking well, the water from the toilet bow overflow out, request to change room but was not allow, said will send maintenance to repair that. Only allow me to change to another roo', '短评打分': 1}
{'短评内容': '地理位子不错，周边吃的挺多，还有几个大百货商场，房间挺安静也挺干净，不错!', '短评打分': 5}
{'短评内容': '虽然酒店条件一般，但是就这个位置来说，性价比还是不错的。唯一感觉遗憾的就是酒店外墙的颜色是绿色，我不太喜欢。还有就是客房内打市话是要收钱的，但是长途却免费，不知道是为什么？总的来说，不错。好评吧。。。', '短评打分': 5}
{'短评内容': '酒店房间很大 前台服务很好 位置很好 逛街超方便', '短评打分': 5}
{'短评内容': '环境不错 交通便利 就在最繁华的商业中心', '短评打分': 3}
{'短评内容': '+位置很好环境也不错', '短评打分': 5}
{'短评内容': '房间性价比很高。不错。交通便利。', '短评打分': 5}
{'短评内容': '位置不错，性价比很高，服务还不错，就是前台速度比较慢，需要等。', '短评打分': 5}
{'短评内容': '下次一定再住。地点不错性价比高、、卫生干净，比莫泰什么的都好。', '短评打分': 3}
{'短评内容': '个人觉得性价比高是这家酒店的最大优势，位置太棒了，属于杭州的中心区域，去西湖也很方便。', '短评打分': 5}
{'短评内容': '挺好，离市中心近，周围吃饭的小店也多，买水果也方便。', '短评打分': 5}
{'短评内容': '离商场非常近，出了门就是，但离西湖还是稍有点远，走路去有点累，但是坐公交车挺方便的，杭州坐公交是两块，打的起步价是10块，不管到哪都要加1块钱的燃油费。', '短评打分': 5}
{'短评内容': 'OK!帮朋友订的，据说还不错，标间的床挺大，不是1.2M，好像有1.4M.', '短评打分': 3}
{'短评内容': '标准间稍微有点挤，两张双人床，大概一米四宽的样子，睡两个瘦子没问题。房间设施齐全，还有吹风机。酒店的位置也好，逛街很方便。', '短评打分': 5}
{'短评内容': '酒店的位置不错，靠近市中心。环境也好，下次还住那间', '短评打分': 3}
{'短评内容': '位置比较好，床也挺大，不错！\r\n家庭房的预定比较困难，总是订不到。', '短评打分': 5}
{'短评内容': '房间不错，卫生间有点小，总体不错，前台速度较慢', '短评打分': 5}
{'短评内容': '还不错~虽然酒店外观不咋D，绿色显得挺掉价的...但是环境还挺干净的，枕头和床好舒服啊，一躺下去就要睡着了~地理位置也很好，出去就是几个大商场，隔壁的大厦一排香奈儿，古琦，爱马仕....离西湖距离也不远，走15-20分钟到。订的是双床标间，但这次安排住的1楼，因为没房了，本来还担心安全和房间质量问题，住后觉得还OK，没啥问题。', '短评打分': 5}
{'短评内容': '性价比很高.很干净', '短评打分': 5}
{'短评内容': ' 离杭州大厦很近交通方便，但是宾馆墙壁粉红色的不干净，条件一般，但在这个位置算性价比最高的经济型宾馆了', '短评打分': 5}
{'短评内容': '酒店超热门，天天都注满了人。卫生还好，服务员态度不错，但是房间的气味太大了。要先开窗透一段时间的气才可以入住。', '短评打分': 3}
{'短评内容': '房间比较干净，但是连洗衣服的肥皂都没有。购物比较方便，值得推荐。', '短评打分': 3}
{'短评内容': '酒店的床够大的.也比较干净,购物方便,到西湖和清河坊都很近.就是气味有点难闻.在市中心已经不错的了', '短评打分': 5}
{'短评内容': '这酒店地理位置很好，出门1分钟就是杭州大商场，但是酒店没有电梯，我订的房间在4楼，当我拖着行李走上4楼，真的快累死了。。', '短评打分': 1}
{'短评内容': '地段还不错，在大酒店后面，环境也好！推荐', '短评打分': 5}
{'短评内容': '8月10号到13号入住假日之星酒店家庭房，一里一外两间，床比较大，也很舒适。电视虽然是不是LCD,但节目很好，还有免费的电影和电视剧点播，最好的是入住期间长途电话免费打，这个比较爽。\r\n位置也很好，公交车延安新村站下车，步行不会超过5分钟，公交车站旁边还有公共自行车可以租，骑车到西湖，也就10分钟。\r\n下次来杭州，还会考虑入住这家酒店。', '短评打分': 5}
{'短评内容': '我们晚上九点多入住的.就只有一楼三个标间了.床比较大,可是气味很大,只好换了商务间.楼上的房间不错,很干净,可惜连洗衣皂都没有.', '短评打分': 5}
{'短评内容': '酒店不错地理位置优越 服务态度很好 性价比高 ', '短评打分': 5}
{'短评内容': '位置好 ，交通便利，性价比高!值得推荐！', '短评打分': 5}
{'短评内容': '+帮朋友定的，不发表意见', '短评打分': 5}
{'短评内容': '+订的是168房型,房间不错,很干净.厕浴也很好,还有吹风机.最重要的是地理位置好,购物吃饭很方便.总的来说,性价比很高.', '短评打分': 5}
{'短评内容': '特惠房就是环境稍差了点，一个价位住住还不错，房间也挺大，灯光偏暗晚上睡觉会觉得很温馨，窗户够大早上阳光很充足。下次还会入住', '短评打分': 5}
{'短评内容': '还不错，挺好的。还不错，挺好的。还不错，挺好的。还不错，挺好的。', '短评打分': 3}
{'短评内容': '我定的是家庭房  个人感觉很划算 位置不错 房间也很好  值得一住  关键是要找三人的宾馆不好找  所以觉得他家的家庭房  很好', '短评打分': 5}
{'短评内容': '入住了浙江假日之星酒店20100813', '短评打分': 5}
{'短评内容': '就是卫生一般般，床比较大，可以~下水道排水不畅通，洗澡的时候水排不掉~恶心~', '短评打分': 3}
{'短评内容': '住的是特价间，酒店卫生一般，旁边很多叫卖的女人&#183;&#183;&#183;', '短评打分': 3}
{'短评内容': '酒店还不是大好找的。银泰对面的小巷里。设施比较全。', '短评打分': 5}
{'短评内容': '房间设备差，冷气机制冷效果很差，有些墙纸已经快掉出来了~', '短评打分': 1}
{'短评内容': '还行还行还行还行还行还行还行还行还行还行还行还行还行', '短评打分': 5}
{'短评内容': '位置还可以，但条件差，设施陈旧。建议改进。卫生也比较差。但能免费打长途还是不错的\r\n', '短评打分': 3}
{'短评内容': '位置还可以，比较方便。但设施条件较差，没有地方晾衣服。', '短评打分': 3}
{'短评内容': '位置还可以，比较方便。但设施条件较差，没有地方晾衣服。', '短评打分': 1}
{'短评内容': '家庭间，分两个房通一门的，分别一张大床，带两个小孩，挺够用的，空调也是每房一台，对杭州这么热的天气， 这是很够用的设备。不算是很有档次的酒店，但出门该有的都有，算是能住的地方，性价比还是不错的，推荐。', '短评打分': 3}
{'短评内容': '很舒适，离市中心区近 逛街方便&#183;&#183;&#183;&#183;&#183;', '短评打分': 3}
{'短评内容': '酒店就在杭州市中心,出行相当方便,离哪都近,银泰百货,知味观就在旁边,走2分钟就到了. (罗嗦一句,出来旅游,还是要选择交通便利的酒店,大城市打车起步都比较贵,住偏远的看似房价便宜,但去哪都要打车,算下来也不划算的,碰到司机换班,还不一定能打到车车^^)    晚上安静,不吵,电视还有点播功能,有很多近期的电影哦^^.房间的躺椅沙发也很舒服,总之住得不错,推荐.', '短评打分': 5}
{'短评内容': '交通方便；入住的家庭三人间宽敞，但洗漱用具却只有两套，令人不悦，感觉小家子气；卫生间风扇不能用；房间门缝大，漏光，隔音尤其不好，只要楼道有人走动或说话，一清二楚；大堂接待员服务水平一般，不热情，对周围地理交通也不熟悉；酒店在小巷里，打电话联系，服务员也说不清楚，费了好大劲才找到；房价偏高。', '短评打分': 5}
{'短评内容': ' 交通很方便，从火车站坐k188过来，走过天桥就能看见了。很干净，房间不错。值得推荐。', '短评打分': 5}
{'短评内容': '地点很好，睡觉也很安静~卫生间稍微拥挤些', '短评打分': 5}
{'短评内容': '地点逛街很方便，也很卫生。价格很吸引人，只是前台5元一份的地图有点贵。我们买了一份，', '短评打分': 5}
{'短评内容': '床很大，很舒服，很干净，非常好，适合一家人', '短评打分': 3}
{'短评内容': '位置不错，靠近武林广场，临近航空售票处，交通方便。性价比高', '短评打分': 5}
{'短评内容': '地理位置好，服务质量优，房间大，床位大，干净，但没有电梯，硬件尚须加强。', '短评打分': 3}
{'短评内容': '酒店一般，住的一楼特价房间，路段不错，性价比很好，离机场巴士站比较近', '短评打分': 3}
{'短评内容': '每次来都住,是市中心性价比不错的酒店', '短评打分': 5}
{'短评内容': '首先，不喜欢杭州，一个火炉的地方，当地人脾气很郁闷。。。好在躲在浙之星里的空调房舒服一点。。其实用店离西湖还是有段路的，那天搞不清状况，硬是顶着大热天的太阳走了大半小时，一路走一路问人才到的。只是在银泰百货的对面，对不购物来旅行的人不算出门方便。。。至于设施跟舒适度，还是对得起这个价的，（家庭间243元，两个房两个空调，分别一张大床）。。。要档次的酒店不要这种。。。', '短评打分': 5}
{'短评内容': '很好&#183;&#183;', '短评打分': 3}
{'短评内容': '还不错，本来以为很难找，从机场坐到达市区的车下车后，折回，过马路，右手边的巷子里。本来预定的是3天，遇到突发状况提前离店。前台态度很不错，总体很满意。', '短评打分': 5}
{'短评内容': '还行，还可以', '短评打分': 5}
{'短评内容': '位置好,方便,但周边还有同类价格更低的,如对预订者价格降低一些就更好了.', '短评打分': 5}
{'短评内容': '干净清爽，交通便利，房间很宽敞，出门5分钟就是杭州商业中心', '短评打分': 5}
{'短评内容': '经济房168元，住在三楼共四层，那个楼没有电梯，没有繁重行李的人应该不觉得高。客房卫生不错，房间小点，2个人住绰绰有余，1.5米的床。整体的装修我喜欢，床靠的那面墙有个磨砂玻璃，光线恰好把卫生间照亮，洗澡时感觉很宽畅，是自然光，心情好。台上盆。地板是蓝色的。空调制冷挺好，晚上盖的被子。\r\n很安静因为在居民区，这个巷子不好找，如果打车会方便些，我们是步行。\r\n相比周围的酒店，这家性价比很高，我推荐！', '短评打分': 5}
{'短评内容': '位置还行 有点难找 ', '短评打分': 3}
{'短评内容': '还可以 就是环境部怎么样啊 外面的环境有点不怎么样 但是位置还是很不错的', '短评打分': 5}
{'短评内容': '很一般的旅馆，就是位置好', '短评打分': 1}
{'短评内容': '该酒店的家庭房比较宽敞，性价比比较高，建议3-4位出游的话可选择。', '短评打分': 5}
{'短评内容': '适合商务旅行', '短评打分': 5}
{'短评内容': '酒店位置交通方便,标间床为两张1.3m,舒适.淋浴间漏水,设施旧,服务尚可', '短评打分': 5}
{'短评内容': '很干净 位置超级好 ', '短评打分': 5}
{'短评内容': '房间很干净，蛮大的', '短评打分': 5}
{'短评内容': '挺好的！', '短评打分': 3}
{'短评内容': '房间比起其他快捷酒店很大，床很舒服', '短评打分': 5}
{'短评内容': '性价比还是不错的', '短评打分': 5}
{'短评内容': '酒店很干净，位置很不错，离西湖不远，十几分钟的路程，可以边逛女人街边走过去，几十米远就是杭州百货和银泰，离丝绸城也很近，推荐。', '短评打分': 5}
{'短评内容': '酒店位置还可以，很方便。我一开始定的特惠房，实地一看在一楼太潮湿了，然后改住的豪华商务房，感觉还行吧。', '短评打分': 1}
{'短评内容': '门卡不好使', '短评打分': 3}
{'短评内容': '门卡不太好使', '短评打分': 1}
{'短评内容': '哈哈 。 爱它家的床和枕头。 \r\n在杭州市区。 去哪里都很方便。 \r\n边上就是杭州大厦啊。。购物超级爽的。 \r\n而且周围吃的地方也很多。', '短评打分': 5}
{'短评内容': '服务可以，房间挺干净，价格比较便宜，舒适度一般吧。当然这么便宜的价格也住不了多好的地方。\r\n\r\n现在店外有施工，有点吵。\r\n\r\n刚去时，我问房间内设施怎样，前台说：厕所空调都有，我朋友这时候来了一句：废话，是个旅店都有。。边上的客人一起跟着笑。。~哈', '短评打分': 5}
{'短评内容': '地段不错，出行方便，已经住好几次了。', '短评打分': 5}
{'短评内容': '酒店性价比不错。', '短评打分': 3}
{'短评内容': '位于市中心，商业中心，交通方便，离机场大巴站很近，5分钟步行可达，附近有一家知味观，味道不错！', '短评打分': 5}
{'短评内容': '性价比不错,住的是5楼大床房,但隔音不行.', '短评打分': 3}
{'短评内容': '就在延安路旁,出入很方便,走2分钟就是公交车站.', '短评打分': 5}
{'短评内容': '房间很干净，隔音也不错，最少没听见隔壁在干嘛，呵呵。位置挺好，下了机场大巴走2步就到，属于市中心，边上大商场比比皆是。去西湖公交很近。', '短评打分': 5}
{'短评内容': '酒店的地段比较好，房间晚上也比较安静。但缺点是房间的门不大好。房间角落的卫生还要改进，有小虫飞来飞去。在同地段这个酒店性价比很高了。', '短评打分': 5}
{'短评内容': '双标的床挺大的，交通很方便，还有点播电影可以看。门口和对面都有大百货可以逛。', '短评打分': 5}
{'短评内容': '一般性，地段不错', '短评打分': 5}
{'短评内容': '还可以吧，比较安静。就是申请延迟退房不顺利，最晚12:30退房，只能推迟半个小时。', '短评打分': 5}
{'短评内容': '位置很不错 出门逛街 吃饭都很方便 ', '短评打分': 5}
{'短评内容': '地理位置方便，价格适中。', '短评打分': 5}
{'短评内容': '住过好几次了，还是很不错的', '短评打分': 5}
{'短评内容': '位置很好市中心,方便出行.\r\n房间设施可以,双人间床很大.通风差些,需要开空调.\r\n\r\n', '短评打分': 5}
{'短评内容': '离银泰百货很近，可以去吃白鹿，步行到西湖10多分钟。 ', '短评打分': 3}
{'短评内容': '离银泰百货很近，可以去吃白鹿，步行到西湖10多分钟。', '短评打分': 5}
{'短评内容': '位置很好，离市中心很近，出门就是大百货，，床也很大，就是稍微价格没有那么实惠', '短评打分': 5}
{'短评内容': '一楼不好', '短评打分': 5}
{'短评内容': '出行比较方便', '短评打分': 5}
{'短评内容': '位置不错，性价比不错，干净整洁，只是不太容易找。不知为何床褥有点怪味，希望能改进。', '短评打分': 3}
{'短评内容': '帮朋友定的，她很满意。位置很好，价格也可以接受', '短评打分': 5}
{'短评内容': '位置非常好，购物吃饭都方便，设施实在一般！', '短评打分': 5}
{'短评内容': 'Hotel is good but hard to find. Location is strategic as a cheap hotel around 2 expensive ones. Rare malfunctions in facilities but still working.', '短评打分': 3}
{'短评内容': '位置很好，但不是很好找，床褥不知会有霉味，希望能改进，性价比不错，有机会还会住。长途电话不收钱，但市话收费，有点奇怪。', '短评打分': 5}
{'短评内容': '适合商务或旅行，较为便捷', '短评打分': 5}
{'短评内容': '這間酒店附近都是商場，很熱鬧，重點是附近有機場巴士的停車點，很適合安排在最後一天晚上，隔天一早可以走路5分鐘去搭車，房間設施還不錯，很乾淨，床非常好睡，酒店隔壁有一間足源足浴非常值得推薦，師傅功力很好，服務也很好，價格也很親民，旁邊也有小酒吧，滿值得推薦的！\r\n', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 3}
{'短评内容': '酒店的位置非常好，离商业区和机场大巴车站都特别近，购物和交通极为方便。工作人员态度亲切，有问必答，较为满意。房间里干净、安静、舒适，住着很舒服。如果有下一次，还会预订这家酒店，也会推荐给去杭州的朋友们。', '短评打分': 5}
{'短评内容': '地理位置方便，走出去就是商场', '短评打分': 5}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '作为一家地段很好的快捷酒店，这样的设施也不错了，就这个价位来说性价比还是可以的。周围交通比较方便，逛逛市中心很不错。对于想游西湖的人来说还是有点距离，好在杭州城区也不是很大，打车过去十多块吧。小广告和楼下拉客的有点多。', '短评打分': 5}
{'短评内容': '性价比还可以，刚进去有点味道，设施么一般 ', '短评打分': 5}
{'短评内容': '交通非常便利，周边就是商业中心，卫生干净，服务人员很热情，标间床很大，很舒服，不错', '短评打分': 5}
{'短评内容': '地段很好，条件一般', '短评打分': 5}
{'短评内容': '还不错，蛮干净的！', '短评打分': 3}
{'短评内容': '总体还不错的！', '短评打分': 5}
{'短评内容': '酒店位置不错，购物很方便，价格也比较公道，而且也有停车位。', '短评打分': 3}
{'短评内容': '酒店位置很好，出了小巷就是银泰，比较适合购物。\r\n我住的是商务大床房，2601这个房间，\r\n可能因为漏雨，靠窗户的墙壁墙纸已经脱落，看上去很破旧。\r\n而且这个房间离电梯很近，\r\n特别是晚上夜深的时候，电梯是用的声音会比较明显，\r\n估计不同楼层这个位置的房间都有这样的影响。\r\n酒店后面的如家酒店好像也开业，\r\n酒店如果不在价格或者其他方面有优惠的话，\r\n未必在竞争中有优势。\r\n\r\n', '短评打分': 5}
{'短评内容': '酒店位置很好，出行吃饭购物都比较方便。停车的地方满大的。以后还会选择', '短评打分': 5}
{'短评内容': '交通方便，只是武林广场在施工，什么时候结束还不知道呢', '短评打分': 3}
{'短评内容': '这个服务对的起这个价位，毕竟便宜', '短评打分': 5}
{'短评内容': '性价比不错~感觉不错的', '短评打分': 5}
{'短评内容': '这家酒店最大的优势就是地段。逛街十分方便，步行去西湖也比较近。\r\n\r\n不满意的是被子太薄，要服务员多送一床被子，结果发现上面好多碎头发，不敢盖。很恶心地说。。\r\n\r\n加大空调，结果闷得一晚没睡好。', '短评打分': 5}
{'短评内容': '位置不处', '短评打分': 3}
{'短评内容': '入住第一天，卫生间里有别人用过的牙刷没有收走，老公和我都觉得很惊悚。早餐也比较难吃。这家店最好的就是位置比较好，离商业区和西湖比较近，杭州打车有点贵，把打车钱省了加进住宿里能住的好一些。', '短评打分': 1}
{'短评内容': '还不错，在市中心，逛街很方便。', '短评打分': 5}
{'短评内容': '地理位置很好 就是墙貌似有点薄 隔音效果不好 走廊的声音太响了', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '位置不错，位于市中心，交通方便，离机场大巴站很近。床比较大，舒服。就是小广告太多，希望加强管理。', '短评打分': 5}
{'短评内容': '环境很不错，最主要的是在市中心，逛街，住宿两不误，强烈建议。。', '短评打分': 5}
{'短评内容': '地理位置为闹中取静，遗憾的是静中有闹：房间隔音效果明显很差，且走廊处不时有喧哗声。望加强管理。不过，总体而言，还是不错的。推荐之。', '短评打分': 3}
{'短评内容': '房间很温馨很舒适', '短评打分': 3}
{'短评内容': '位置不错,出行挺方便的.', '短评打分': 3}
{'短评内容': '地理位置比较有优势', '短评打分': 5}
