{'短评内容': '酒店就在西单商场附近', '短评打分': 5}
{'短评内容': '位置很好，离地铁站很近，离大悦城，君太，中友都很近，出行很方便;不足就是酒店没有一次性拖鞋，没有吹风，隔音效果很差，一直到凌晨都听到隔壁大声喧哗，门哐哐的响～', '短评打分': 5}
{'短评内容': '服务到位，好评！', '短评打分': 3}
{'短评内容': '卫生两星半，服务三星，地理位置四星半\n短住以及在西单做机场巴士方便\n但对于商务人士来说可能档次稍低', '短评打分': 5}
{'短评内容': '位置非常好 出门就可以逛西单 附近小吃也很多 美女也很多 非常方便 酒店性价比也不错', '短评打分': 5}
{'短评内容': '就在西单商场后面，位置很好很方便。服务员素质也很高，还帮忙打车。以后出差就选这了。', '短评打分': 5}
{'短评内容': '离大悦城什么的真的很近 晚上没事儿就可以去逛逛… 房间也不错  推荐', '短评打分': 5}
{'短评内容': '位置非常的好就在西单旁边，到天安门故宫也很近！ 价格也不贵， 酒店的条件吗， 就只能是凑合了！', '短评打分': 5}
{'短评内容': '在网上考察了许久，最终选定这家酒店，入住过两次了，应当说，在北京这个位置上的酒店，价格绝对很给力，周围交通、购物、娱乐相当方便，不过我是自驾车去，停车位太少，而且上次去，车辆有一个小刮蹭，因为时间关系，没来得及处理就走了。', '短评打分': 5}
{'短评内容': '毗邻西单，地理位置优越，若以购物为主要目的，住这里很好', '短评打分': 5}
{'短评内容': '服务不错，设备一般。此地在西单闹市，交通比较方便，如果以购物为主可住。周围比较闹，办事还需三思。', '短评打分': 5}
{'短评内容': '位于西单商场附近，离天安门广场也不远，位置很不错。', '短评打分': 5}
{'短评内容': '酒店还可以,服务不错,卫生也不错,位置也很好', '短评打分': 3}
{'短评内容': '不错的酒店，位置和服务都令人满意，环境和卫生也可以。', '短评打分': 5}
{'短评内容': '酒店位置不错，服务也可以。缺陷是宾馆内没有早餐，但附近有一家早餐店可以解决。总体还不错。', '短评打分': 5}
{'短评内容': '整体环境还不错，地理位置好，服务员也很热情，就是晚上比较吵，隔音很不好', '短评打分': 3}
{'短评内容': '地理位置不错\n其他都蛮一般\n装修很老了\n出行购物很方便', '短评打分': 5}
{'短评内容': ' 还不错 地电很好', '短评打分': 3}
{'短评内容': '十分一般的地方，虽然位置很好，但是房间的床很小而且床单的质感很差，躺在上面扎皮肤，洗澡的水也很差。服务态度还是不错的，白天5点以后只要有房就可以入住次日12之前算一天这点还是不错的。', '短评打分': 1}
{'短评内容': '位于西单商场后身，离教育部等很近，是很方便的地点。房间设施虽不豪华，但也干净适用，套间的网上预订价格也很便宜，性价比不错，卫生、服务也可以。缺憾没有自己的餐厅，早餐还要去外面。', '短评打分': 5}
{'短评内容': '房间太小拉，不过位置不错很好找，这个地点这个价钱还好拉', '短评打分': 3}
{'短评内容': '和以往一样优点很明显，地理位置优越，非常不错', '短评打分': 5}
{'短评内容': '位置还不错，可以步行去天安门广场。离机场大巴西单站也很近，离地铁也不远。总之就是比较方便', '短评打分': 5}
{'短评内容': '酒店房间比我想象的好、前台服务态度超一般、有点吵、电视看不清楚、总体说还是不错的、毕竟距离西单商场非常近啊、而且出门右手边的巷口就是西单超市、非常方便。', '短评打分': 5}
{'短评内容': '位置好，西单附近，方便逛街，离地铁、机场大巴近。', '短评打分': 5}
{'短评内容': '挺不錯', '短评打分': 3}
{'短评内容': '主要是地段不错，其他的都很一般，由于天气比较冷，问客服要空调遥控器，居然告知只有冷风没有热风，骗谁呢', '短评打分': 1}
{'短评内容': '酒店服务和卫生都非常好', '短评打分': 3}
{'短评内容': '位置还不错，可以步行去天安门广场。离机场大巴西单站也很近，离地铁也不远。总之就是比较方便。', '短评打分': 5}
{'短评内容': '交通真的很便利，在西单商业区取了比较安静的地方，吃饭也很方便，就是房子小，不太干净。', '短评打分': 5}
{'短评内容': '位置很好 很方便 离机场线很近 去火车站也方便', '短评打分': 5}
{'短评内容': '房间确实小了一点，床是1米宽的小床，不是很舒适，只不过位置可以。', '短评打分': 5}
{'短评内容': '位置便利，但是临街，所以很嘈杂。卫生和服务态度都很不多。', '短评打分': 5}
{'短评内容': '考虑位置，这家酒店无疑非常的棒，200多在西单旁边的价格', '短评打分': 3}
{'短评内容': '非常棒已经多次入住。。。。。。10，1黄金位置能顶到的房间，难得', '短评打分': 3}
{'短评内容': '非常棒刚刚51结束就可以定到，已经入住多次。', '短评打分': 5}
{'短评内容': '性价比高，位置好，到机场附近有机场2号大巴，去火车站有地铁，到天安门可以走着去。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店位置很好，值得无奈时住一下，离西单确实方便，而且还算安静', '短评打分': 5}
{'短评内容': '+环境不错.逛街很方便', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '去了以后，发现位置是非常方便的，环境设施也还行，就是卫生间太小了，其他的都还可以，会推荐给其他人吧', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '我给的评分不是很高，不过考虑到短期在北京旅游住宿的朋友，这个旅馆的性价比还是不错的。退房后还可以存放行李，也很方便。', '短评打分': 5}
{'短评内容': '电视居然还没装机顶盒，看不了电视！位置非常好，周边吃饭较方便，来北京购物的住这里比较方便', '短评打分': 1}
{'短评内容': '除了房间有点小以外~其它都还可以~最主要离西单商业街太近了~', '短评打分': 5}
{'短评内容': '不错 住了两晚 环境还不错 就是房间小了点', '短评打分': 3}
{'短评内容': '+内容', '短评打分': 5}
{'短评内容': '在西单地区,逛西单很方便.就是房间有点小,床相比大.不过对于大部分时间在外面奔波的人已经不错了。', '短评打分': 3}
{'短评内容': '价格还不错 毕竟这地段寸土寸金的！就是灯光暗了点', '短评打分': 5}
{'短评内容': '已入住,很好,谢谢!', '短评打分': 5}
{'短评内容': '地理位置确实不错，在西单，吃饭购物都方便。', '短评打分': 5}
{'短评内容': '酒店位置很好，特别适合坐晚班飞机抵京的客人，下了机场大巴，步行几分钟即到。总体来说，性价比还是不错。', '短评打分': 5}
{'短评内容': '位置不错，距离中友君太都很近的。房间里的床有点小，房间倒是挺大的。没有提供一次性拖鞋，美中不足。', '短评打分': 5}
{'短评内容': '服务很不错，这个地点 算是可以的了 交通很方便 买东西逛街玩什么的也还行', '短评打分': 5}
{'短评内容': '京海酒店位置可以条件一般。', '短评打分': 5}
{'短评内容': ' 干净，交通方便，性价比高。', '短评打分': 5}
{'短评内容': '    本来想给个好评，可怎么也下不了笔。北京自由行四个晚上入住京海饭店，总结如下:1、房型不对，我预定的是标B，可到了却告诉我只有标A，不住就没房了。你说带着一大家子，个个都累得不行，只能接受，但叮嘱有标B马上就换房，可直到退房，也只给了我1间（两天后），其他我还只能按标A结账。\r\n    2、前台有个MM服务太差，缺乏基本的前台服务能力与意识。晚上11点半竟然打电话告诉我房费不够，要马上下去交', '短评打分': 5}
{'短评内容': '地理位置不错，距离地铁400米-500米，同事很满意！', '短评打分': 3}
{'短评内容': '地理位置比较不错，距离地铁站400多米，同事住的很舒服！', '短评打分': 5}
{'短评内容': '还不错，离西单近，购物方便,价钱也比较适中，还可以', '短评打分': 3}
{'短评内容': ' ?方便快捷', '短评打分': 5}
{'短评内容': '第一次居住，还不错了。位置很好，其他也不错。下次还住。', '短评打分': 5}
{'短评内容': '如此位置如此价格已难能可贵,服务质量也不错,可惜电视不清楚,据说是北京市在进行网改造成.', '短评打分': 5}
{'短评内容': '很好，酒店卫生干净，床垫使用时间久有点软，其他出行购物比较方便，下次还推荐。', '短评打分': 5}
{'短评内容': '位置很好，购物方便，距离地铁很近，卫生也不错。', '短评打分': 5}
{'短评内容': '地理位置还可以，就是房间设施有点差了，住房进去时发现有蟑螂，前台马上给换了一间，服务态度还不错，建议不是住单号的房间，因为临着马路，吵', '短评打分': 5}
{'短评内容': '京海饭店地理位置太方便了，离地铁西单站步行就几分钟；卫生每天打扫的很干净；要是碰上态度和蔼的服务员，会让你感到很亲切，大致上服务还可以；空调、电视等设施都很好，用着感觉还不错，电热水壶清理的也很干净，床单、被子、枕套都很洁白；24小时热水，水流很冲，总体上住着还算舒服，这是性价比很高的一家宾馆。下回去北京还会住这家', '短评打分': 5}
{'短评内容': '+房间比较小', '短评打分': 5}
{'短评内容': '位置很好 就在西单商场背后 房间很干净 性价比很高', '短评打分': 5}
{'短评内容': '位置不错，购物、去天安门比较方便。因为住的是临街的房间，有些吵，如果住一晚的话还可以。', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': '位置不错，就是房间太小了', '短评打分': 5}
{'短评内容': '住的很舒服。卫生很好。服务员很热情。下次还会住着', '短评打分': 5}
{'短评内容': '很好，干净', '短评打分': 5}
{'短评内容': '适于购物', '短评打分': 5}
{'短评内容': '非常棒，性价比高', '短评打分': 5}
{'短评内容': '一般，在西单附近办事还是可以的，价格还可以', '短评打分': 5}
{'短评内容': '位置好 在西单 这个价格算是不错的了', '短评打分': 5}
{'短评内容': '还好，停车场太小了', '短评打分': 5}
{'短评内容': '卫生及服务不错，有点难找。旅游选择还是不错的，商务不建议选择。', '短评打分': 5}
{'短评内容': '离西单很近，很方便', '短评打分': 5}
{'短评内容': '在西单 很方便', '短评打分': 5}
{'短评内容': '服务台差点把我的身份证给掉了，还说我没给，最后还是调了监控她们才找出来的!订了一间大床和一间双人床！地毯很脏，朋友一间双人床卫生间有恶臭！可以说一塌糊涂！以后还是住如家这样的连锁店！不会再入住了！但地段的确挺好的！', '短评打分': 1}
{'短评内容': 'so so...', '短评打分': 3}
{'短评内容': 'ok', '短评打分': 5}
{'短评内容': '地方还是比较方便的，出门到地铁站大概走８、9分钟，门口那条路小吃店比较多，也有点脏，定了两个单人房和一个标间，单人房的床比较大，如果夫妻两口子来，开单人房就足够了。早餐一般，晚上定房比直接柜台定，便宜３０元，总体来说，逛街还是很方便的', '短评打分': 3}
{'短评内容': '地方还是比较方便的，出门到地铁站大概走８、9分钟，门口那条路小吃店比较多，也有点脏，定了两个单人房和一个标间，单人房的床比较大，如果夫妻两口子来，开单人房就足够了。早餐一般，晚上定房比直接柜台定，便宜３０元，总体来说，逛街还是很方便的', '短评打分': 5}
{'短评内容': '很方便', '短评打分': 5}
{'短评内容': '不错,现在还会去 .位置不错 ', '短评打分': 3}
{'短评内容': '位置很方便,去天安门很近,还有简易早餐,可以吃饱.', '短评打分': 5}
{'短评内容': '位置特别好，就在西单商场附近，其他都还可以', '短评打分': 5}
{'短评内容': '位置非常棒，距离我想去的“大悦城”非常非常非常近，而且价钱适中，在北京这样的位置和价位是很合适的了，下次再去西单，一定会还住在京海的', '短评打分': 5}
{'短评内容': '不错  每次都住这里', '短评打分': 3}
{'短评内容': '很好   ', '短评打分': 3}
{'短评内容': '很好 不错 ', '短评打分': 5}
{'短评内容': '因为我的飞机是晚上到北京，本来在西单附近订了其他很多宾馆，结果很多都是说入住太晚不接受。\r\n终于订到了这家，感觉还不错，从民航大楼走过去大概就12，13分钟。\r\n对于只是住一晚第二天赶机场大巴的来说还是不错，性价比一般。', '短评打分': 5}
{'短评内容': '不错。。。一直住这边。。。。', '短评打分': 5}
{'短评内容': '很不错  就在西单附近  ', '短评打分': 5}
{'短评内容': '位置不错，值得推荐', '短评打分': 5}
{'短评内容': '位置很好', '短评打分': 5}
{'短评内容': '服务需要加强，早餐有待提高', '短评打分': 5}
{'短评内容': '。。位置还不错。。。。。。', '短评打分': 1}
{'短评内容': '二楼临街房间缺防护网，安全感不高', '短评打分': 5}
{'短评内容': '还不赖', '短评打分': 5}
{'短评内容': '不想再订', '短评打分': 1}
{'短评内容': '这个酒店离机场大巴车站近，在这个附近房间带窗户的，估计也就是这个比较不错了，服务也还行，价格适中，算是比较不错的。', '短评打分': 3}
{'短评内容': '我觉得酒店环境、服务都挺好的，因为房间有点小，所以感觉价格有点贵', '短评打分': 3}
{'短评内容': '卫生条就很好,很干净,地理位置交通方便,离着机场大巴车站很近的,酒店内部设施也很完善,服务人员态度不错,性价比不错的酒店,值得推荐', '短评打分': 3}
{'短评内容': '这酒店就是位置比较好,出行比较方便,内部的住宿也还算可以,就是餐饮方面太简单了,价格一般.', '短评打分': 3}
{'短评内容': '当时我到酒店之后要他们给我安排一个安静的房间但是给我安排的是很吵靠近马路的房间我让他们给我换一下竟然和我说是在网站上订就是这样的房间不能调换我挺不满意的,而且房间里面的设施比较陈旧,位置还是比较好找的,但是当时它附近是在修路去酒店的交通很不便利很堵,性价比挺一般的.', '短评打分': 3}
{'短评内容': '宾馆位置就在西单商场后面，购物方便。', '短评打分': 1}
{'短评内容': '这家酒店唯一的优势就是地理位置不错，就在西单商业区中心附近胡同里，而且对乘坐机场巴士西单线的旅客来讲也非常方便，因为众所周知，只有西单线是始发后直达机场的，所以很节约时间，但是酒店本身应该说，是非常糟糕的，首先酒店光线阴暗，很不舒服；其次房间狭小不说，而且布置极其不合理，设施简陋，性价比极低，不推荐旅客入住；再者，下水系统噪音大，房间隔音很差，楼上冲马桶听得很清楚，甚至能听见其他房间的谈话，也就是', '短评打分': 3}
{'短评内容': '外表看起来旧旧的 里面装修还挺现代 很有快捷酒店的风格\r\n\r\n但是早餐有点恐怖。。。', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都比较一般，硬件设施舒适度也比较达标，价格合理适中，卫生服务也还好，整体来讲算是比较不错的而酒店，可以推荐入住。', '短评打分': 3}
{'短评内容': '酒店服务很好，都非常周到热情，位置也比较方便，不错的酒店值得推荐', '短评打分': 3}
{'短评内容': '酒店房间还算宽敞，但是卫生条件很差。枕套好像很多天没有清洗过，感觉非常不舒服。房间内设施一般，浴室没有浴帽，洗澡很不方便。房间隔音效果太差，影响旅客休息。前台服务人员态度极差，离专业人士的素质相差太远。早餐更不敢恭维，除了餐厅太小人员拥挤之外，饭菜质量实在与酒店形象不相称。酒店用卡不方便，不给客户信用卡预授权，影响客户用卡。酒店位置也较偏僻，价位太高，性价比很低。', '短评打分': 1}
{'短评内容': '房间内部：房间装修得不错，淋浴、马桶都很好用。靠北边的房间很安静，被褥干净。电视信号不清晰。\r\n房间外部：走廊明亮，电梯运行稳，门锁灵活可靠。\r\n早餐：有点简单。', '短评打分': 5}
{'短评内容': '酒店总体上不错，就是外面装修一般，两星的价格有点高\r\n', '短评打分': 5}
{'短评内容': '酒店不论是装修,服务,管理还是设施各方面都是比较差的,不满意唯一一点好的就是位置方便在西单这边.', '短评打分': 3}
{'短评内容': '怎么连续评价三次啊，搞得我像托儿一样，评价过了就不再说了哈，看前面的。', '短评打分': 3}
{'短评内容': '都已经评价过了，补充评价下吧，网速还可以哈。', '短评打分': 3}
{'短评内容': '住了5天，公差，整体感觉还是满意的，主要还是位置好，西单商场背后，单人间比较小，双人标间还比较大，总之如果下次去还要在西单找住的，还是愿意再住哈。', '短评打分': 5}
{'短评内容': '我觉得大堂走廊的装潢有些陈旧了,看起来很不舒服,房间里布置倒是还可以,设施方面也比较齐全的,周边交通也蛮方便的,价格方面也比较合适的.', '短评打分': 5}
{'短评内容': '酒店各方面条件感觉都还可以,服务也到位的,环境也还不错,没遇到什么问题.', '短评打分': 5}
{'短评内容': '以前就经常住这家酒店，价格比较经济，条件一般，设施太简单，隔音效果不好，晚上有点吵，位置还比较方便', '短评打分': 5}
{'短评内容': '以前就住过这家酒店，感觉还不错，环境挺好的，位置也方便，就是淋浴的水流有点小', '短评打分': 5}
{'短评内容': '位置离当时办事的地方比较近,酒店服务也挺好的,卫生打扫的不够细致,抽水马桶效果不是太好,整体住着也还算舒适,下次去还会住这', '短评打分': 5}
{'短评内容': '酒店的环境硬件都比较不错，位置出行交通方便，价格合理适中卫生服务都很达标，很干净很舒适的酒店值得推荐入住。', '短评打分': 5}
{'短评内容': '很好的', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '店里的设施比较陈旧了，当时订的双人间有AB型之分，B型太差，调到A型了，位置比较好，离地铁大概200米左右，距是机场大巴站点也很近，购物很方便', '短评打分': 5}
{'短评内容': '酒店的服务，硬件，卫生情况都还算可以，很一般的，位置虽然还不错，但是相对来说他的价格还是偏高一点。', '短评打分': 1}
{'短评内容': '酒店房间里的液晶电视挺好,卫生条件也不错,也处于一个比较繁华的地段,不过人员服务和房间的舒适都挺一般,而且价格也比较贵,可以建议择一些交通便利又便宜的酒店', '短评打分': 5}
{'短评内容': '酒店的位置不错，相比附近的其他酒店也算便宜的，服务也可以。就是早餐太差了，网速也不快，这2点不爽。', '短评打分': 5}
{'短评内容': '酒店整体感觉一般,各方面都可以接受吧,就是觉得价格有点贵', '短评打分': 5}
{'短评内容': '酒店地段还成,条件一般,价格也蛮优惠的,整体感觉都挺不错的', '短评打分': 5}
{'短评内容': '酒店的位置非常好，就在西单后面一点，不过我们订的套间一晚上没睡好，不知道后面是烧锅炉还是什么吵了一晚上，而且房间里都是捂的潮味，服务员只是给我们拿了空气清新剂[喷了就没了，这样来说价格贵了。', '短评打分': 5}
{'短评内容': '酒店的服务卫生还是不错的，价格也实惠。位置也可以交通挺方便.', '短评打分': 5}
{'短评内容': '出行很方便，酒店的服务也很好，酒店环境不错，虽然酒店不是很新，但是设备都很齐全', '短评打分': 5}
{'短评内容': '没有锦江之星好,可能它是家老的饭店吧.而且贵.希望各位不要入住哦.服务还可以把', '短评打分': 3}
